Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,103024603.0,Hampton Township SD,Allegheny,47034751.83,33507820.8,416505.19999999995,33924326.0,0.7213,12793094.81,0.272,310331.02,0.0066,7000.0,0.0001
1.0,103024753.0,Highlands SD,Allegheny,42946698.56,19028149.509999998,1026743.87,20054893.38,0.467,20955110.29,0.4879,922601.11,0.0215,1014093.78,0.0236
1.0,103025002.0,Keystone Oaks SD,Allegheny,40405539.1,28414721.639999997,671400.95,29086122.59,0.7199,10825941.03,0.2679,485905.48,0.012,7570.0,0.0002
1.0,103026002.0,McKeesport Area SD,Allegheny,59843415.0,14066754.0,1455891.0,15522645.0,0.2594,39034333.0,0.6523,4811437.0,0.0804,475000.0,0.0079
1.0,103026303.0,Montour SD,Allegheny,60379504.31,47536679.07,801290.7699999999,48337969.84,0.8006,11465333.74,0.1899,563422.77,0.0093,12777.96,0.0002
1.0,103026343.0,Moon Area SD,Allegheny,67601706.8,49809395.39,940960.6100000001,50750356.0,0.7507,15524271.99,0.2296,1327078.81,0.0196,,0.0
1.0,103026402.0,Mt Lebanon SD,Allegheny,90399253.94,70050467.81,1360511.87,71410979.68,0.79,18047662.39,0.1996,512799.87,0.0057,427812.0,0.0047
1.0,103026852.0,North Allegheny SD,Allegheny,144339124.04,110507963.64000002,1857669.3199999998,112365632.96,0.7785,30861949.0,0.2138,1089016.08,0.0075,22526.0,0.0002
1.0,103026902.0,North Hills SD,Allegheny,72970417.91,54375431.449999996,1029687.36,55405118.81,0.7593,16632552.37,0.2279,906461.46,0.0124,26285.27,0.0004
1.0,103026873.0,Northgate SD,Allegheny,22186975.0,12857772.0,385016.0,13242788.0,0.5969,7753969.0,0.3495,1190218.0,0.0536,,0.0
1.0,103027352.0,Penn Hills SD,Allegheny,100546401.04,42151552.690000005,1593496.85,43745049.54,0.4351,30789541.97,0.3062,3721466.14,0.037,22290343.39,0.2217
1.0,103021003.0,Pine-Richland SD,Allegheny,84374921.85,59776398.86000001,1450186.22,61226585.08,0.7256,16073822.58,0.1905,454380.97,0.0054,6620133.22,0.0785
1.0,102027451.0,Pittsburgh SD,Allegheny,630215645.9,301928486.41,13509181.52,315437667.93,0.5005,263877549.98,0.4187,50487439.89,0.0801,412988.1,0.0007
1.0,103027503.0,Plum Borough SD,Allegheny,57284539.51,30592246.130000003,958323.45,31550569.58,0.5508,23224065.46,0.4054,725237.35,0.0127,1784667.12,0.0312
1.0,103027753.0,Quaker Valley SD,Allegheny,44074823.0,36143335.0,639157.0,36782492.0,0.8345,6434494.0,0.146,852189.0,0.0193,5648.0,0.0001
1.0,103028203.0,Riverview SD,Allegheny,21532612.46,14749643.049999997,306911.23,15056554.28,0.6992,6097040.47,0.2832,379017.71,0.0176,,0.0
1.0,103028302.0,Shaler Area SD,Allegheny,75744748.83,48449645.81,1172819.1599999997,49622464.97,0.6551,24976149.9,0.3297,1095403.8,0.0145,50730.16,0.0007
1.0,103028653.0,South Allegheny SD,Allegheny,23098397.0,6260953.7700000005,606233.71,6867187.48,0.2973,15150253.62,0.6559,495895.9,0.0215,585060.0,0.0253
1.0,103028703.0,South Fayette Township SD,Allegheny,51782280.76,36616544.99,843197.9500000001,37459742.94,0.7234,10202409.68,0.197,1531682.34,0.0296,2588445.8,0.05
1.0,103028753.0,South Park SD,Allegheny,30922407.31,18233008.889999997,424223.79,18657232.68,0.6034,11906657.32,0.385,358517.31,0.0116,,0.0
1.0,103028833.0,Steel Valley SD,Allegheny,38588164.66,14701423.950000001,1982761.0699999998,16684185.02,0.4324,14118575.47,0.3659,1593593.17,0.0413,6191811.0,0.1605
1.0,103028853.0,Sto-Rox SD,Allegheny,24137173.83,7591828.959999998,749822.23,8341651.19,0.3456,14416250.22,0.5973,1379272.42,0.0571,,0.0
1.0,103029203.0,Upper Saint Clair SD,Allegheny,83314515.78,53005873.97999999,1828307.92,54834181.9,0.6582,15265523.69,0.1832,1665134.31,0.02,11549675.88,0.1386
1.0,103029403.0,West Allegheny SD,Allegheny,56764270.82,41872341.9,901244.77,42773586.67,0.7535,13663184.26,0.2407,324722.89,0.0057,2777.0,0.0
1.0,103029553.0,West Jefferson Hills SD,Allegheny,45344890.17,31841350.450000003,614373.15,32455723.6,0.7158,12633409.43,0.2786,255757.14,0.0056,,0.0
1.0,103029603.0,West Mifflin Area SD,Allegheny,77443717.47,28618036.159999996,4230347.850000001,32848384.01,0.4242,16977283.17,0.2192,1004801.63,0.013,26613248.66,0.3436
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,29795526.53,12424000.260000002,401921.58999999997,12825921.85,0.4305,14915847.31,0.5006,1977325.25,0.0664,76432.12,0.0026
1.0,103029902.0,Woodland Hills SD,Allegheny,85071733.64,50225084.800000004,1741894.6,51966979.4,0.6109,29475864.34,0.3465,3622814.08,0.0426,6075.82,0.0001
1.0,128030603.0,Apollo-Ridge SD,Armstrong,21977814.07,8029041.980000001,530006.84,8559048.82,0.3894,12879634.58,0.586,539130.67,0.0245,,0.0
1.0,128030852.0,Armstrong SD,Armstrong,93269403.06,36134006.089999996,1234744.75,37368750.84,0.4007,51688191.78,0.5542,4061656.96,0.0435,150803.48,0.0016
1.0,128033053.0,Freeport Area SD,Armstrong,27600313.73,15084068.899999997,356880.1699999999,15440949.07,0.5594,11713752.02,0.4244,272672.64,0.0099,172940.0,0.0063
1.0,128034503.0,Leechburg Area SD,Armstrong,13558404.13,6104579.66,267482.59,6372062.25,0.47,6848353.95,0.5051,337987.93,0.0249,,0.0
1.0,127040503.0,Aliquippa SD,Beaver,21530395.15,5981052.3100000005,429738.23,6410790.54,0.2978,13140658.24,0.6103,1978946.37,0.0919,,0.0
1.0,127040703.0,Ambridge Area SD,Beaver,44166870.68,23550860.850000005,1065997.8199999998,24616858.67,0.5574,18399522.2,0.4166,1150489.81,0.026,,0.0
1.0,127041203.0,Beaver Area SD,Beaver,29426450.9,17522405.35,1636472.6400000001,19158877.99,0.6511,9869529.58,0.3354,389648.24,0.0132,8395.09,0.0003
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,25774102.0,7714513.0,322594.0,8037107.0,0.3118,16669073.0,0.6467,1067922.0,0.0414,,0.0
1.0,127041603.0,Blackhawk SD,Beaver,34695030.0,17320247.0,473699.0,17793946.0,0.5129,16024408.0,0.4619,376676.0,0.0109,500000.0,0.0144
1.0,127042003.0,Central Valley SD,Beaver,32296495.43,17048280.02,424893.0,17473173.02,0.541,14463231.13,0.4478,360091.28,0.0111,,0.0
1.0,127042853.0,Freedom Area SD,Beaver,22021082.57,8158764.58,323947.02999999997,8482711.61,0.3852,12607781.58,0.5725,458731.96,0.0208,471857.42,0.0214
1.0,127044103.0,Hopewell Area SD,Beaver,36167201.0,18075498.509999998,600506.8,18676005.31,0.5164,17037890.8,0.4711,447537.84,0.0124,5767.05,0.0002
1.0,127045303.0,Midland Borough SD,Beaver,5554784.08,807727.36,167744.03,975471.39,0.1756,4355749.14,0.7841,218655.72,0.0394,4907.83,0.0009
1.0,127045653.0,New Brighton Area SD,Beaver,22711954.51,6241877.84,496900.68999999994,6738778.53,0.2967,15293339.1,0.6734,679836.88,0.0299,,0.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,22329825.46,9101516.75,299292.15,9400808.9,0.421,12632480.51,0.5657,296536.05,0.0133,,0.0
1.0,127046903.0,Rochester Area SD,Beaver,24710500.0,5105536.0,225315.0,5330851.0,0.2157,9247753.0,0.3742,491182.0,0.0199,9640714.0,0.3901
1.0,127047404.0,South Side Area SD,Beaver,22458316.0,8139032.0,237474.0,8376506.0,0.373,13813468.0,0.6151,265999.0,0.0118,2343.0,0.0001
1.0,127049303.0,Western Beaver County SD,Beaver,12663815.03,3973525.020000001,235262.36000000002,4208787.38,0.3323,8201428.08,0.6476,153599.57,0.0121,100000.0,0.0079
1.0,108051003.0,Bedford Area SD,Bedford,39922392.94,12452798.859999998,818542.7099999998,13271341.57,0.3324,12976388.54,0.325,1579662.83,0.0396,12095000.0,0.303
1.0,108051503.0,Chestnut Ridge SD,Bedford,20091084.75,5630966.87,675513.54,6306480.41,0.3139,13376344.59,0.6658,407283.75,0.0203,976.0,0.0
1.0,108053003.0,Everett Area SD,Bedford,18962651.23,7421536.239999998,811204.07,8232740.31,0.4342,9896641.45,0.5219,823374.88,0.0434,9894.59,0.0005
1.0,108056004.0,Northern Bedford County SD,Bedford,13003666.6,3559166.69,385743.32999999996,3944910.02,0.3034,8730132.88,0.6714,328623.7,0.0253,,0.0
1.0,108058003.0,Tussey Mountain SD,Bedford,24685996.46,4255476.709999999,438676.63,4694153.34,0.1902,11876839.28,0.4811,472122.49,0.0191,7642881.35,0.3096
1.0,114060503.0,Antietam SD,Berks,26948933.0,9933267.430000003,435060.8300000001,10368328.26,0.3847,6149280.65,0.2282,244536.07,0.0091,10186788.02,0.378
1.0,114060753.0,Boyertown Area SD,Berks,105746198.26,68609478.29,2131195.8299999996,70740674.12,0.669,32698438.5,0.3092,1202991.64,0.0114,1104094.0,0.0104
1.0,114060853.0,Brandywine Heights Area SD,Berks,30187608.2,20342536.44,515057.69,20857594.13,0.6909,9006061.84,0.2983,318354.23,0.0105,5598.0,0.0002
1.0,114061103.0,Conrad Weiser Area SD,Berks,45247520.33,27915481.699999996,1437907.93,29353389.63,0.6487,14262397.53,0.3152,1631733.17,0.0361,,0.0
1.0,114061503.0,Daniel Boone Area SD,Berks,63082245.59,32971064.189999994,1041651.0299999999,34012715.22,0.5392,18096523.31,0.2869,977857.06,0.0155,9995150.0,0.1584
1.0,114062003.0,Exeter Township SD,Berks,69396703.58,47334630.74,1161322.96,48495953.7,0.6988,20158974.18,0.2905,686128.66,0.0099,55647.04,0.0008
1.0,114062503.0,Fleetwood Area SD,Berks,42291602.7,27413543.22,778664.1,28192207.32,0.6666,13745368.3,0.325,347836.5,0.0082,6190.58,0.0001
1.0,114063003.0,Governor Mifflin SD,Berks,64743804.56,46881972.47999998,1339300.9400000002,48221273.42,0.7448,15836105.63,0.2446,604199.71,0.0093,82225.8,0.0013
1.0,114063503.0,Hamburg Area SD,Berks,38729569.0,24107548.0,623684.0,24731232.0,0.6386,13548700.0,0.3498,448104.0,0.0116,1533.0,0.0
1.0,114064003.0,Kutztown Area SD,Berks,30729067.96,21762438.24,466210.77,22228649.01,0.7234,8107249.91,0.2638,271634.73,0.0088,121534.31,0.004
1.0,114065503.0,Muhlenberg SD,Berks,53846846.36,37934238.89,696436.3799999999,38630675.27,0.7174,14309004.58,0.2657,898265.51,0.0167,8901.0,0.0002
1.0,114066503.0,Oley Valley SD,Berks,30267040.78,20333539.000000004,432017.31,20765556.31,0.6861,9230632.58,0.305,270851.89,0.0089,,0.0
1.0,114067002.0,Reading SD,Berks,226916525.87,37124324.43,5098810.48,42223134.91,0.1861,168295919.04,0.7417,16365770.42,0.0721,31701.5,0.0001
1.0,114067503.0,Schuylkill Valley SD,Berks,35576756.87,26314876.320000004,968771.7199999999,27283648.04,0.7669,8018780.8,0.2254,274307.23,0.0077,20.8,0.0
1.0,114068003.0,Tulpehocken Area SD,Berks,29179391.44,18511927.620000005,550779.2599999999,19062706.88,0.6533,9341015.85,0.3201,701201.89,0.024,74466.82,0.0026
1.0,114068103.0,Twin Valley SD,Berks,58612430.0,41300972.0,1828488.0,43129460.0,0.7358,14787198.0,0.2523,691222.0,0.0118,4550.0,0.0001
1.0,114069103.0,Wilson  SD,Berks,95827098.84,70973040.23,2666488.2300000004,73639528.46,0.7685,20879163.57,0.2179,1049845.0,0.011,258561.81,0.0027
1.0,114069353.0,Wyomissing Area SD,Berks,33536023.62,26593648.08,598178.72,27191826.8,0.8108,5593241.84,0.1668,344750.65,0.0103,406204.33,0.0121
1.0,108070502.0,Altoona Area SD,Blair,95121779.23,24668800.51,3239419.76,27908220.27,0.2934,60161694.14,0.6325,5019312.85,0.0528,2032551.97,0.0214
1.0,108071003.0,Bellwood-Antis SD,Blair,17011529.87,6213334.169999998,522362.72,6735696.89,0.3959,10056056.61,0.5911,219776.37,0.0129,,0.0
1.0,108071504.0,Claysburg-Kimmel SD,Blair,11408536.01,2833242.5300000003,315430.45999999996,3148672.99,0.276,7877434.53,0.6905,382428.49,0.0335,,0.0
1.0,108073503.0,Hollidaysburg Area SD,Blair,74842657.59,23711738.169999998,1159505.4000000001,24871243.57,0.3323,20128696.86,0.2689,942717.16,0.0126,28900000.0,0.3861
1.0,108077503.0,Spring Cove SD,Blair,24721724.33,10954485.17,859095.9600000001,11813581.13,0.4779,12305324.16,0.4978,492385.04,0.0199,110434.0,0.0045
1.0,108078003.0,Tyrone Area SD,Blair,23241632.52,6592001.71,543462.29,7135464.0,0.307,14856615.8,0.6392,1249552.72,0.0538,,0.0
1.0,108079004.0,Williamsburg Community SD,Blair,7492994.02,2038951.13,217531.40999999997,2256482.54,0.3011,4986161.69,0.6654,250349.79,0.0334,,0.0
1.0,117080503.0,Athens Area SD,Bradford,36456015.4,15497197.18,758097.59,16255294.77,0.4459,19209825.64,0.5269,925094.99,0.0254,65800.0,0.0018
1.0,117081003.0,Canton Area SD,Bradford,14350658.17,3636227.39,361881.45,3998108.84,0.2786,10030373.54,0.6989,322175.79,0.0225,,0.0
1.0,117083004.0,Northeast Bradford SD,Bradford,13166560.02,3802215.1999999997,251037.81,4053253.01,0.3078,8835457.16,0.6711,277849.85,0.0211,,0.0
1.0,117086003.0,Sayre Area SD,Bradford,17583748.75,7442727.66,298741.8,7741469.46,0.4403,9554606.29,0.5434,287673.0,0.0164,,0.0
1.0,117086503.0,Towanda Area SD,Bradford,24100909.56,10134916.020000001,769137.92,10904053.94,0.4524,11866646.5,0.4924,1330209.12,0.0552,,0.0
1.0,117086653.0,Troy Area SD,Bradford,43886206.81,7741617.889999999,631911.83,8373529.72,0.1908,14331369.44,0.3266,450853.05,0.0103,20730454.6,0.4724
1.0,117089003.0,Wyalusing Area SD,Bradford,26245958.27,9155424.19,346219.85,9501644.04,0.362,11587607.69,0.4415,430930.54,0.0164,4725776.0,0.1801
1.0,122091002.0,Bensalem Township SD,Bucks,140580796.59,105475514.94,2657685.93,108133200.87,0.7692,30970053.98,0.2203,1472826.12,0.0105,4715.62,0.0
1.0,122091303.0,Bristol Borough SD,Bucks,48513456.78,11201685.000000002,629259.6100000001,11830944.61,0.2439,10218675.88,0.2106,516178.29,0.0106,25947658.0,0.5349
1.0,122091352.0,Bristol Township SD,Bucks,131562508.67,84136643.71999998,2052600.09,86189243.81,0.6551,40258613.46,0.306,2258626.4,0.0172,2856025.0,0.0217
1.0,122092002.0,Centennial SD,Bucks,108477509.81,77013090.72,1576012.95,78589103.67,0.7245,27070200.48,0.2495,1402687.72,0.0129,1415517.94,0.013
1.0,122092102.0,Central Bucks SD,Bucks,315356900.88,244573364.52000004,8119951.260000001,252693315.78,0.8013,60915427.56,0.1932,1725342.33,0.0055,22815.21,0.0001
1.0,122092353.0,Council Rock SD,Bucks,216348748.71,164473573.86,3190035.66,167663609.52,0.775,47350315.66,0.2189,1327302.53,0.0061,7521.0,0.0
1.0,122097203.0,Morrisville Borough SD,Bucks,18613525.0,11608493.0,391371.0,11999864.0,0.6447,5863398.0,0.315,750263.0,0.0403,,0.0
1.0,122097502.0,Neshaminy SD,Bucks,213110213.54,123741045.07000002,3092236.3400000003,126833281.41,0.5952,39624252.59,0.1859,1097528.54,0.0052,45555151.0,0.2138
1.0,122097604.0,New Hope-Solebury SD,Bucks,37089172.66,30891387.060000006,392475.12,31283862.18,0.8435,5702805.58,0.1538,88318.13,0.0024,14186.77,0.0004
1.0,122098003.0,Palisades SD,Bucks,41179180.45,31069217.779999994,1152791.2800000003,32222009.06,0.7825,8586301.74,0.2085,370869.65,0.009,,0.0
1.0,122098103.0,Pennridge SD,Bucks,132836091.0,96246046.0,2328186.0,98574232.0,0.7421,27212038.0,0.2049,1209821.0,0.0091,5840000.0,0.044
1.0,122098202.0,Pennsbury SD,Bucks,240035460.23,138687035.32,3161146.4600000004,141848181.78,0.5909,44117613.47,0.1838,1534269.71,0.0064,52535395.27,0.2189
1.0,122098403.0,Quakertown Community SD,Bucks,97671436.92,70738674.77,2218099.37,72956774.14,0.747,23492019.58,0.2405,635530.53,0.0065,587112.67,0.006
1.0,104101252.0,Butler Area SD,Butler,96988838.38,45749592.11,2820281.7399999998,48569873.85,0.5008,45925823.07,0.4735,2072391.46,0.0214,420750.0,0.0043
1.0,104103603.0,Karns City Area SD,Butler,22873091.72,6617631.5,949125.76,7566757.26,0.3308,15303481.83,0.6691,2852.63,0.0001,,0.0
1.0,104105003.0,Mars Area SD,Butler,43767046.15,30356982.709999997,987698.63,31344681.34,0.7162,12407364.81,0.2835,15000.0,0.0003,,0.0
1.0,104105353.0,Moniteau SD,Butler,19812621.71,6361856.780000001,587305.7500000001,6949162.53,0.3507,12781566.42,0.6451,27458.73,0.0014,54434.03,0.0027
1.0,104107903.0,Seneca Valley SD,Butler,113989887.61,78636825.1,4152687.1200000006,82789512.22,0.7263,30878361.26,0.2709,322014.13,0.0028,,0.0
1.0,104107503.0,Slippery Rock Area SD,Butler,30764171.0,15721386.0,982622.0,16704008.0,0.543,14060163.0,0.457,,0.0,,0.0
1.0,104107803.0,South Butler County SD,Butler,34503313.68,18789380.73,1028226.2399999999,19817606.97,0.5744,14349721.47,0.4159,288504.49,0.0084,47480.75,0.0014
1.0,108110603.0,Blacklick Valley SD,Cambria,9586228.8,1716992.2699999998,194084.4,1911076.67,0.1994,7356938.71,0.7674,318213.42,0.0332,,0.0
1.0,108111203.0,Cambria Heights SD,Cambria,19993151.64,5176996.119999999,488354.52,5665350.64,0.2834,13987814.84,0.6996,339986.16,0.017,,0.0
1.0,108111303.0,Central Cambria SD,Cambria,23010428.36,9492505.030000003,970539.4199999999,10463044.45,0.4547,11678472.66,0.5075,398105.25,0.0173,470806.0,0.0205
1.0,108111403.0,Conemaugh Valley SD,Cambria,12154295.27,2735630.11,171446.52,2907076.63,0.2392,8463061.74,0.6963,384156.9,0.0316,400000.0,0.0329
1.0,108112003.0,Ferndale Area SD,Cambria,10557711.35,2229415.2600000002,198011.28999999998,2427426.55,0.2299,7835230.94,0.7421,295053.86,0.0279,,0.0
1.0,108112203.0,Forest Hills SD,Cambria,25239077.05,5423291.909999999,503326.05999999994,5926617.97,0.2348,18866135.59,0.7475,446323.49,0.0177,,0.0
1.0,108112502.0,Greater Johnstown SD,Cambria,47582081.0,10195693.0,1486701.0,11682394.0,0.2455,27803300.0,0.5843,3875925.0,0.0815,4220462.0,0.0887
1.0,108114503.0,Northern Cambria SD,Cambria,16842158.19,3338917.28,278786.91,3617704.19,0.2148,12873199.44,0.7643,351254.56,0.0209,,0.0
1.0,108116003.0,Penn Cambria SD,Cambria,22660598.07,6299088.979999999,828472.8300000001,7127561.81,0.3145,14868438.96,0.6561,661295.26,0.0292,3302.04,0.0001
1.0,108116303.0,Portage Area SD,Cambria,12533960.0,2410834.0,319246.0,2730080.0,0.2178,9486085.0,0.7568,317795.0,0.0254,,0.0
1.0,108116503.0,Richland SD,Cambria,21272238.92,13870124.159999996,752231.7900000002,14622355.95,0.6874,6289192.35,0.2957,360690.62,0.017,,0.0
1.0,108118503.0,Westmont Hilltop SD,Cambria,21496930.41,13154092.59,433011.13,13587103.72,0.632,7065771.97,0.3287,829176.72,0.0386,14878.0,0.0007
1.0,109122703.0,Cameron County SD,Cameron,18714084.0,3533602.0,487053.0,4020655.0,0.2148,8027208.0,0.4289,,0.0,6666221.0,0.3562
1.0,121135003.0,Jim Thorpe Area SD,Carbon,49401520.46,31153024.470000006,971869.6000000002,32124894.07,0.6503,9235099.09,0.1869,722218.67,0.0146,7319308.63,0.1482
1.0,121135503.0,Lehighton Area SD,Carbon,37160197.3,20888226.38,794418.62,21682645.0,0.5835,14774847.81,0.3976,699093.91,0.0188,3610.58,0.0001
1.0,121136503.0,Palmerton Area SD,Carbon,29863735.61,17812327.529999997,454710.82,18267038.35,0.6117,11128162.14,0.3726,468535.12,0.0157,,0.0
1.0,121136603.0,Panther Valley SD,Carbon,28015875.71,9647631.570000002,782592.7600000001,10430224.33,0.3723,13022007.77,0.4648,944641.61,0.0337,3619002.0,0.1292
1.0,121139004.0,Weatherly Area SD,Carbon,11747067.56,5868690.549999999,251052.27,6119742.82,0.521,5257856.39,0.4476,192006.24,0.0163,177462.11,0.0151
1.0,110141003.0,Bald Eagle Area SD,Centre,30452965.75,14707839.0,496222.1399999999,15204061.14,0.4993,14943620.71,0.4907,304545.9,0.01,738.0,0.0
1.0,110141103.0,Bellefonte Area SD,Centre,46615903.24,29185300.72,698700.99,29884001.71,0.6411,15559045.59,0.3338,672855.94,0.0144,500000.0,0.0107
1.0,110147003.0,Penns Valley Area SD,Centre,26808829.69,15534067.16,532518.15,16066585.31,0.5993,9118803.17,0.3401,603633.67,0.0225,1019807.54,0.038
1.0,110148002.0,State College Area SD,Centre,139762229.02,111888410.59,2750192.7299999995,114638603.32,0.8202,23189997.73,0.1659,1510894.45,0.0108,422733.52,0.003
1.0,124150503.0,Avon Grove SD,Chester,82016174.14,51636723.93999999,1333378.6999999997,52970102.64,0.6458,28427629.71,0.3466,607266.29,0.0074,11175.5,0.0001
1.0,124151902.0,Coatesville Area SD,Chester,159477191.87,101075886.75999999,2379599.46,103455486.22,0.6487,53696863.77,0.3367,2324841.88,0.0146,,0.0
1.0,124152003.0,Downingtown Area SD,Chester,212079172.7,161444735.09999996,4417751.4799999995,165862486.58,0.7821,43445079.19,0.2049,2724942.88,0.0128,46664.05,0.0002
1.0,124153503.0,Great Valley SD,Chester,88381891.96,73272254.89,1371285.5599999998,74643540.45,0.8446,13128850.57,0.1485,598053.62,0.0068,11447.32,0.0001
1.0,124154003.0,Kennett Consolidated SD,Chester,97804999.76,61705576.599999994,1136678.3600000003,62842254.96,0.6425,15655262.0,0.1601,973509.95,0.01,18333972.85,0.1875
1.0,124156503.0,Octorara Area SD,Chester,49218121.05,33254265.060000002,1033433.87,34287698.93,0.6966,14144098.59,0.2874,786323.53,0.016,,0.0
1.0,124156603.0,Owen J Roberts SD,Chester,94591568.84,72767041.27000003,1620785.32,74387826.59,0.7864,19549718.21,0.2067,587486.47,0.0062,66537.57,0.0007
1.0,124156703.0,Oxford Area SD,Chester,60755217.01,36280414.49999999,1189690.35,37470104.85,0.6167,22398163.69,0.3687,886948.47,0.0146,,0.0
1.0,124157203.0,Phoenixville Area SD,Chester,83151920.13,66199306.169999994,1779071.7600000002,67978377.93,0.8175,14683359.19,0.1766,490183.01,0.0059,,0.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,124914349.74,102768844.38999999,1998207.47,104767051.86,0.8387,19292615.39,0.1544,854682.49,0.0068,,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,78665773.84,63680797.87,1177339.36,64858137.23,0.8245,13617043.15,0.1731,172433.9,0.0022,18159.56,0.0002
1.0,124159002.0,West Chester Area SD,Chester,220793386.66,180234609.07999998,3086683.2699999996,183321292.35,0.8303,35806499.29,0.1622,1665595.02,0.0075,,0.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,14724471.74,3617701.53,1548882.17,5166583.7,0.3509,8823544.54,0.5992,734343.5,0.0499,,0.0
1.0,106161203.0,Clarion Area SD,Clarion,12744044.78,7364217.819999998,368204.74,7732422.56,0.6067,4698799.75,0.3687,144646.18,0.0114,168176.29,0.0132
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,13887791.08,4967450.8500000015,272719.45999999996,5240170.31,0.3773,8211014.09,0.5912,431903.68,0.0311,4703.0,0.0003
1.0,106166503.0,Keystone  SD,Clarion,15605428.6,4508022.890000001,412221.86000000004,4920244.75,0.3153,10319487.72,0.6613,365696.13,0.0234,,0.0
