Unnamed: 0,Unnamed: 1,Unnamed: 2,2021 Keystone Grade 11 - School Level Proficiency Results*,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,"* Proficiency summary data do not include students who were enrolled in the school after October 1, home schooled, excluded from school aggregation, EL students who were enrolled for less than one year in a school, or students who did not attempt. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,
,,,* Information is not displayed for student populations of fewer than 11.,,,,,,,,,,,
,,,** Note that fewer students participated in Keystone Exams than in past years. A comparison to 2018-19 is included in the table below to demonstrate that difference. 2021 results may not reflect representative samples of the schools' students. Cross-year comparisons of proficiency are likely to be inaccurate for this reason.   ,,,,,,,,,,,
,,,,,,,,,,,,,,
AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Difference in Number Scored From 2019,Percent Reduction From 2019,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
108112502,000008314,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SCHOOL DISTRICTS CYBER ACADEMY,Literature,Historically Underperforming,11,2,-1,-0.3333333333333333,,,,
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Algebra I,All Students,11,96,-66,-0.4074074074074074,4.2,14.6,22.9,58.3
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Algebra I,Historically Underperforming,11,86,-55,-0.3900709219858156,3.5,14,24.4,58.1
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Biology,All Students,11,26,-143,-0.8461538461538461,0,7.7,19.2,73.1
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Biology,Historically Underperforming,11,23,-125,-0.8445945945945946,0,8.7,17.4,73.9
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Literature,All Students,11,50,-120,-0.7058823529411765,2,56,14,28
108112502,000001251,Cambria,GREATER JOHNSTOWN SD,GREATER JOHNSTOWN SHS,Literature,Historically Underperforming,11,46,-103,-0.6912751677852349,2.2,58.7,13,26.1
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Algebra I,All Students,11,67,-12,-0.1518987341772152,28.4,56.7,7.5,7.5
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Algebra I,Historically Underperforming,11,27,-7,-0.20588235294117646,14.8,48.1,18.5,18.5
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Biology,All Students,11,53,-27,-0.3375,22.6,56.6,7.5,13.2
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Biology,Historically Underperforming,11,22,-13,-0.37142857142857144,9.1,40.9,18.2,31.8
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Literature,All Students,11,4,-75,-0.9493670886075949,,,,
108114503,000006201,Cambria,NORTHERN CAMBRIA SD,NORTHERN CAMBRIA HS,Literature,Historically Underperforming,11,3,-31,-0.9117647058823529,,,,
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Algebra I,All Students,11,119,-8,-0.06299212598425197,31.1,37,30.3,1.7
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Algebra I,Historically Underperforming,11,37,-23,-0.38333333333333336,27,16.2,51.4,5.4
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Biology,All Students,11,3,-124,-0.9763779527559056,,,,
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Biology,Historically Underperforming,11,3,-57,-0.95,,,,
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Literature,All Students,11,1,-126,-0.9921259842519685,,,,
108116003,000001213,Cambria,PENN CAMBRIA SD,PENN CAMBRIA HS,Literature,Historically Underperforming,11,1,-59,-0.9833333333333333,,,,
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Algebra I,All Students,11,69,10,0.1694915254237288,34.8,30.4,24.6,10.1
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Algebra I,Historically Underperforming,11,30,5,0.2,26.7,20,33.3,20
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Biology,All Students,11,2,-57,-0.9661016949152542,,,,
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Biology,Historically Underperforming,11,2,-23,-0.92,,,,
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Literature,All Students,11,2,-57,-0.9661016949152542,,,,
108116303,000001270,Cambria,PORTAGE AREA SD,PORTAGE AREA JSHS,Literature,Historically Underperforming,11,2,-23,-0.92,,,,
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Algebra I,All Students,11,108,-22,-0.16923076923076924,45.4,34.3,15.7,4.6
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Algebra I,Historically Underperforming,11,37,-18,-0.32727272727272727,32.4,29.7,24.3,13.5
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Biology,All Students,11,24,-105,-0.813953488372093,58.3,37.5,4.2,0
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Biology,Historically Underperforming,11,2,-52,-0.9629629629629629,,,,
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Literature,All Students,11,106,-24,-0.18461538461538463,17,70.8,5.7,6.6
108116503,000007941,Cambria,RICHLAND SD,RICHLAND HS,Literature,Historically Underperforming,11,36,-19,-0.34545454545454546,11.1,61.1,8.3,19.4
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Algebra I,All Students,11,121,-3,-0.024193548387096774,18.2,38.8,32.2,10.7
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Algebra I,Historically Underperforming,11,41,-3,-0.06818181818181818,9.8,34.1,34.1,22
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Biology,All Students,11,53,-71,-0.5725806451612904,45.3,39.6,15.1,0
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Biology,Historically Underperforming,11,10,-34,-0.7727272727272727,,,,
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Literature,All Students,11,4,-121,-0.968,,,,
108118503,000008379,Cambria,WESTMONT HILLTOP SD,WESTMONT HILLTOP JSHS,Literature,Historically Underperforming,11,2,-43,-0.9555555555555556,,,,
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Algebra I,All Students,11,24,-12,-0.3333333333333333,0,29.2,41.7,29.2
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Algebra I,Historically Underperforming,11,19,-3,-0.13636363636363635,0,26.3,36.8,36.8
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Biology,All Students,11,32,-4,-0.1111111111111111,3.1,40.6,40.6,15.6
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Biology,Historically Underperforming,11,23,1,0.045454545454545456,4.3,26.1,47.8,21.7
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Literature,All Students,11,33,-3,-0.08333333333333333,0,42.4,45.5,12.1
109122703,000001299,Cameron,CAMERON COUNTY SD,CAMERON COUNTY JSHS,Literature,Historically Underperforming,11,24,2,0.09090909090909091,0,37.5,45.8,16.7
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Algebra I,All Students,11,101,28,0.3835616438356164,12.9,34.7,42.6,9.9
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Algebra I,Historically Underperforming,11,51,22,0.7586206896551724,9.8,35.3,43.1,11.8
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Biology,All Students,11,16,-54,-0.7714285714285715,12.5,37.5,31.3,18.8
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Biology,Historically Underperforming,11,8,-20,-0.7142857142857143,,,,
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Literature,All Students,11,2,-68,-0.9714285714285714,,,,
121131507,000004870,Carbon,CARBON CAREER & TECHNICAL INSTITUTE,CARBON CAREER & TECHNICAL INSTITUTE,Literature,Historically Underperforming,11,2,-26,-0.9285714285714286,,,,
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Algebra I,All Students,11,109,-25,-0.1865671641791045,10.1,52.3,30.3,7.3
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Algebra I,Historically Underperforming,11,42,-31,-0.4246575342465753,11.9,45.2,23.8,19
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Biology,All Students,11,34,-100,-0.746268656716418,11.8,11.8,32.4,44.1
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Biology,Historically Underperforming,11,24,-47,-0.6619718309859155,4.2,8.3,25,62.5
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Literature,All Students,11,5,-131,-0.9632352941176471,,,,
121135003,000001307,Carbon,JIM THORPE AREA SD,JIM THORPE AREA HS,Literature,Historically Underperforming,11,3,-71,-0.9594594594594594,,,,
121135503,000001315,Carbon,LEHIGHTON AREA SD,LEHIGHTON AREA HS,Algebra I,All Students,11,108,-46,-0.2987012987012987,25,39.8,28.7,6.5
121135503,000001315,Carbon,LEHIGHTON AREA SD,LEHIGHTON AREA HS,Algebra I,Historically Underperforming,11,38,-41,-0.5189873417721519,15.8,42.1,31.6,10.5
121135503,000001315,Carbon,LEHIGHTON AREA SD,LEHIGHTON AREA HS,Biology,All Students,11,37,-118,-0.7612903225806451,73,18.9,5.4,2.7
121135503,000001315,Carbon,LEHIGHTON AREA SD,LEHIGHTON AREA HS,Biology,Historically Underperforming,11,9,-71,-0.8875,,,,
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Algebra I,All Students,11,89,-25,-0.21929824561403508,42.7,28.1,25.8,3.4
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Algebra I,Historically Underperforming,11,16,-24,-0.6,18.8,37.5,31.3,12.5
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Biology,All Students,11,3,-113,-0.9741379310344828,,,,
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Biology,Historically Underperforming,11,2,-40,-0.9523809523809523,,,,
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Literature,All Students,11,1,-115,-0.9913793103448276,,,,
121136503,000004734,Carbon,PALMERTON AREA SD,PALMERTON AREA HS,Literature,Historically Underperforming,11,1,-41,-0.9761904761904762,,,,
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Algebra I,All Students,11,50,-23,-0.3150684931506849,2,26,46,26
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Algebra I,Historically Underperforming,11,19,-16,-0.45714285714285713,5.3,15.8,47.4,31.6
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Biology,All Students,11,50,-23,-0.3150684931506849,8,38,30,24
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Biology,Historically Underperforming,11,17,-18,-0.5142857142857142,0,29.4,35.3,35.3
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Literature,All Students,11,4,-69,-0.9452054794520548,,,,
121136603,000008348,Carbon,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Literature,Historically Underperforming,11,3,-31,-0.9117647058823529,,,,
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Algebra I,All Students,11,26,-23,-0.46938775510204084,3.8,46.2,26.9,23.1
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Algebra I,Historically Underperforming,11,16,-17,-0.5151515151515151,0,37.5,31.3,31.3
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Biology,All Students,11,25,-21,-0.45652173913043476,16,48,28,8
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Biology,Historically Underperforming,11,15,-16,-0.5161290322580645,0,53.3,33.3,13.3
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Literature,All Students,11,1,-48,-0.9795918367346939,,,,
121139004,000001327,Carbon,WEATHERLY AREA SD,WEATHERLY AREA SHS,Literature,Historically Underperforming,11,1,-32,-0.9696969696969697,,,,
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Algebra I,All Students,11,120,-1,-0.008264462809917356,33.3,51.7,10,5
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Algebra I,Historically Underperforming,11,46,-10,-0.17857142857142858,15.2,56.5,15.2,13
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Biology,All Students,11,120,-1,-0.008264462809917356,33.3,46.7,17.5,2.5
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Biology,Historically Underperforming,11,46,-10,-0.17857142857142858,26.1,41.3,26.1,6.5
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Literature,All Students,11,27,-93,-0.775,22.2,48.1,7.4,22.2
110141003,000001335,Centre,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Literature,Historically Underperforming,11,9,-46,-0.8363636363636363,,,,
110141103,000001343,Centre,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Algebra I,All Students,11,180,3,0.01694915254237288,36.1,37.8,19.4,6.7
110141103,000001343,Centre,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Algebra I,Historically Underperforming,11,55,-13,-0.19117647058823528,20,29.1,29.1,21.8
110141103,000001343,Centre,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Biology,All Students,11,77,-104,-0.574585635359116,48.1,44.2,2.6,5.2
110141103,000001343,Centre,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Biology,Historically Underperforming,11,11,-60,-0.8450704225352113,36.4,27.3,9.1,27.3
110141103,000001343,Centre,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Literature,All Students,11,1,-182,-0.994535519125683,,,,
110141607,000005094,Centre,CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY,CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY,Algebra I,All Students,11,2,,,,,,
110141607,000005094,Centre,CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY,CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY,Algebra I,Historically Underperforming,11,1,,,,,,
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Algebra I,All Students,11,104,12,0.13043478260869565,19.2,40.4,35.6,4.8
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Algebra I,Historically Underperforming,11,34,-1,-0.02857142857142857,11.8,26.5,47.1,14.7
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Biology,All Students,11,43,-51,-0.5425531914893617,27.9,30.2,34.9,7
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Biology,Historically Underperforming,11,18,-17,-0.4857142857142857,11.1,22.2,50,16.7
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Literature,All Students,11,3,-91,-0.9680851063829787,,,,
110147003,000006231,Centre,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Literature,Historically Underperforming,11,1,-34,-0.9714285714285714,,,,
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Algebra I,All Students,11,470,-38,-0.07480314960629922,61.7,28.9,7.2,2.1
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Algebra I,Historically Underperforming,11,115,-35,-0.23333333333333334,46.1,27.8,19.1,7
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Biology,All Students,11,50,-466,-0.9031007751937985,90,6,2,2
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Biology,Historically Underperforming,11,7,-142,-0.9530201342281879,,,,
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Literature,All Students,11,4,-507,-0.9921722113502935,,,,
110148002,000001364,Centre,STATE COLLEGE AREA SD,STATE COLLEGE AREA HS,Literature,Historically Underperforming,11,1,-140,-0.9929078014184397,,,,
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Algebra I,All Students,11,239,39,0.195,22.2,29.7,31.8,16.3
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Algebra I,Historically Underperforming,11,52,8,0.18181818181818182,5.8,13.5,34.6,46.2
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Biology,All Students,11,127,-72,-0.36180904522613067,15.7,37.8,28.3,18.1
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Biology,Historically Underperforming,11,30,-15,-0.3333333333333333,6.7,13.3,33.3,46.7
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Literature,All Students,11,68,-123,-0.643979057591623,0,41.2,36.8,22.1
124150002,000007691,Chester,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Literature,Historically Underperforming,11,27,-17,-0.38636363636363635,0,14.8,40.7,44.4
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Algebra I,All Students,11,97,17,0.2125,11.3,17.5,36.1,35.1
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Algebra I,Historically Underperforming,11,61,2,0.03389830508474576,9.8,14.8,36.1,39.3
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Biology,All Students,11,65,-15,-0.1875,6.2,16.9,36.9,40
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Biology,Historically Underperforming,11,42,-18,-0.3,7.1,7.1,38.1,47.6
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Literature,All Students,11,34,-44,-0.5641025641025641,0,20.6,47.1,32.4
125230001,000007824,Chester,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Literature,Historically Underperforming,11,21,-38,-0.6440677966101694,0,14.3,52.4,33.3
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Algebra I,All Students,11,276,-234,-0.4588235294117647,8.7,20.7,42.4,28.3
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Algebra I,Historically Underperforming,11,140,-149,-0.5155709342560554,7.1,14.3,45,33.6
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Biology,All Students,11,138,-375,-0.7309941520467836,10.9,23.9,31.9,33.3
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Biology,Historically Underperforming,11,79,-216,-0.7322033898305085,5.1,21.5,26.6,46.8
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Literature,All Students,11,80,-425,-0.8415841584158416,1.3,31.3,46.3,21.3
126510020,000007858,Chester,AGORA CYBER CS,AGORA CYBER CS,Literature,Historically Underperforming,11,57,-228,-0.8,0,29.8,43.9,26.3
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Algebra I,All Students,11,83,2,0.024691358024691357,24.1,42.2,31.3,2.4
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Algebra I,Historically Underperforming,11,31,2,0.06896551724137931,12.9,41.9,41.9,3.2
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Biology,All Students,11,84,3,0.037037037037037035,38.1,41.7,16.7,3.6
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Biology,Historically Underperforming,11,30,1,0.034482758620689655,33.3,33.3,26.7,6.7
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Literature,All Students,11,2,-80,-0.975609756097561,,,,
124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Literature,Historically Underperforming,11,2,-28,-0.9333333333333333,,,,
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Algebra I,All Students,11,378,-39,-0.09352517985611511,49.7,31.7,14,4.5
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Algebra I,Historically Underperforming,11,109,-14,-0.11382113821138211,17.4,38.5,30.3,13.8
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Biology,All Students,11,83,-333,-0.8004807692307693,72.3,25.3,0,2.4
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Biology,Historically Underperforming,11,7,-113,-0.9416666666666667,,,,
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Literature,All Students,11,3,-418,-0.9928741092636579,,,,
124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Literature,Historically Underperforming,11,2,-121,-0.983739837398374,,,,
124151607,000007292,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-BRANDYWINE,Algebra I,All Students,11,5,,,,,,
124151607,000007292,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-BRANDYWINE,Algebra I,Historically Underperforming,11,1,,,,,,
124151607,000007292,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-BRANDYWINE,Biology,All Students,11,2,,,,,,
124151607,000007860,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PENNOCKS,Algebra I,All Students,11,4,,,,,,
124151607,000007860,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PENNOCKS,Algebra I,Historically Underperforming,11,2,,,,,,
124151607,000007860,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PENNOCKS,Biology,All Students,11,1,,,,,,
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,All Students,11,13,-19,-0.59375,15.4,23.1,38.5,23.1
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,Historically Underperforming,11,12,-19,-0.6129032258064516,16.7,16.7,41.7,25
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Biology,All Students,11,11,-20,-0.6451612903225806,18.2,27.3,18.2,36.4
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Biology,Historically Underperforming,11,10,-20,-0.6666666666666666,,,,
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Literature,All Students,11,1,-30,-0.967741935483871,,,,
124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Literature,Historically Underperforming,11,1,-30,-0.967741935483871,,,,
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,All Students,11,29,8,0.38095238095238093,6.9,20.7,20.7,51.7
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,Historically Underperforming,11,18,4,0.2857142857142857,0,16.7,16.7,66.7
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Biology,All Students,11,22,8,0.5714285714285714,13.6,13.6,13.6,59.1
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Biology,Historically Underperforming,11,13,4,0.4444444444444444,0,15.4,15.4,69.2
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Literature,All Students,11,6,-11,-0.6470588235294118,,,,
124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Literature,Historically Underperforming,11,5,-7,-0.5833333333333334,,,,
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,All Students,11,404,-34,-0.0776255707762557,14.1,19.8,37.1,29
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,Historically Underperforming,11,207,-27,-0.11538461538461539,5.3,12.1,39.1,43.5
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,All Students,11,388,-47,-0.10804597701149425,10.8,24.5,28.4,36.3
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,Historically Underperforming,11,198,-33,-0.14285714285714285,3.5,17.2,25.3,54
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,All Students,11,12,-421,-0.9722863741339491,0,16.7,16.7,66.7
124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,Historically Underperforming,11,11,-219,-0.9521739130434783,0,18.2,18.2,63.6
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Algebra I,All Students,11,135,38,0.3917525773195876,24.4,21.5,38.5,15.6
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Algebra I,Historically Underperforming,11,67,19,0.3958333333333333,13.4,16.4,43.3,26.9
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Biology,All Students,11,64,-35,-0.35353535353535354,42.2,40.6,12.5,4.7
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Biology,Historically Underperforming,11,20,-29,-0.5918367346938775,50,20,15,15
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Literature,All Students,11,1,-99,-0.99,,,,
124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Literature,Historically Underperforming,11,1,-48,-0.9795918367346939,,,,
124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Algebra I,All Students,11,391,-40,-0.09280742459396751,28.9,51.7,16.9,2.6
124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Algebra I,Historically Underperforming,11,101,8,0.08602150537634409,11.9,46.5,32.7,8.9
