Ctgy,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,106168003.0,Redbank Valley SD,Clarion,17611395.17,3369071.32,516271.54,3885342.86,0.2206,13072804.65,0.7423,653247.66,0.0371,,0.0
1.0,106169003.0,Union SD,Clarion,11441797.08,2127297.31,529556.65,2656853.96,0.2322,8488450.7,0.7419,296492.42,0.0259,,0.0
1.0,110171003.0,Clearfield Area SD,Clearfield,40085726.42,15182487.3,1460780.23,16643267.53,0.4152,21975550.2,0.5482,1333549.41,0.0333,133359.28,0.0033
1.0,110171803.0,Curwensville Area SD,Clearfield,17376355.01,4323889.5600000005,417623.82,4741513.38,0.2729,12173027.85,0.7006,399038.78,0.023,62775.0,0.0036
1.0,106172003.0,Dubois Area SD,Clearfield,59621673.67,25014712.87,2062514.8699999999,27077227.74,0.4542,30332960.71,0.5088,2203010.22,0.0369,8475.0,0.0001
1.0,110173003.0,Glendale SD,Clearfield,13072524.01,3392433.6399999997,291413.8,3683847.44,0.2818,8904171.63,0.6811,382312.46,0.0292,102192.48,0.0078
1.0,110173504.0,Harmony Area SD,Clearfield,6239369.94,1234327.12,251154.75,1485481.87,0.2381,4306234.81,0.6902,447653.26,0.0717,,0.0
1.0,110175003.0,Moshannon Valley SD,Clearfield,15271182.09,3733523.1400000006,389383.17000000004,4122906.31,0.27,10735346.15,0.703,412929.63,0.027,,0.0
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,32207964.25,10844994.74,696134.9000000001,11541129.64,0.3583,20164738.16,0.6261,502096.45,0.0156,,0.0
1.0,110179003.0,West Branch Area SD,Clearfield,18493454.32,4957060.47,733923.2899999999,5690983.76,0.3077,12172102.43,0.6582,630368.13,0.0341,,0.0
1.0,110183602.0,Keystone Central SD,Clinton,74308388.12,32443295.550000004,1890409.8200000003,34333705.37,0.462,38053294.4,0.5121,1921388.35,0.0259,,0.0
1.0,116191004.0,Benton Area SD,Columbia,12801499.45,6149283.83,375760.68,6525044.51,0.5097,6007602.45,0.4693,268852.49,0.021,,0.0
1.0,116191103.0,Berwick Area SD,Columbia,63605311.13,18015999.720000003,1529236.1,19545235.82,0.3073,25068882.81,0.3941,1372765.16,0.0216,17618427.34,0.277
1.0,116191203.0,Bloomsburg Area SD,Columbia,26580677.38,14489658.719999999,801014.5499999999,15290673.27,0.5753,10560835.65,0.3973,711511.46,0.0268,17657.0,0.0007
1.0,116191503.0,Central Columbia SD,Columbia,30917381.18,17207271.41,1126403.52,18333674.93,0.593,12141972.02,0.3927,441734.23,0.0143,,0.0
1.0,116195004.0,Millville Area SD,Columbia,13404885.0,5348043.0,565833.0,5913876.0,0.4412,6933225.0,0.5172,274999.0,0.0205,282785.0,0.0211
1.0,116197503.0,Southern Columbia Area SD,Columbia,22707985.7,12687205.810000002,417400.36,13104606.17,0.5771,9142981.05,0.4026,460398.48,0.0203,,0.0
1.0,105201033.0,Conneaut SD,Crawford,39247082.02,15874114.209999999,1151578.8399999999,17025693.05,0.4338,20854810.7,0.5314,1308058.39,0.0333,58519.88,0.0015
1.0,105201352.0,Crawford Central SD,Crawford,60755994.78,25728603.34,2049803.19,27778406.53,0.4572,31430864.12,0.5173,1546724.13,0.0255,,0.0
1.0,105204703.0,Penncrest SD,Crawford,53038710.13,16088949.509999998,2653423.52,18742373.03,0.3534,31783636.13,0.5993,2019116.21,0.0381,493584.76,0.0093
1.0,115210503.0,Big Spring SD,Cumberland,51602006.11,30586658.170000006,1519578.74,32106236.91,0.6222,18887353.2,0.366,608416.0,0.0118,,0.0
1.0,115211003.0,Camp Hill SD,Cumberland,24005092.2,17621049.340000004,1204641.81,18825691.15,0.7842,4971136.44,0.2071,199964.61,0.0083,8300.0,0.0003
1.0,115211103.0,Carlisle Area SD,Cumberland,86821045.35,56095424.85000001,2002695.52,58098120.37,0.6692,26750857.63,0.3081,1972067.35,0.0227,,0.0
1.0,115211603.0,Cumberland Valley SD,Cumberland,138580194.0,102832434.0,3028562.0,105860996.0,0.7639,31553481.0,0.2277,1135884.0,0.0082,29833.0,0.0002
1.0,115212503.0,East Pennsboro Area SD,Cumberland,42727643.61,28155319.81,1350421.12,29505740.93,0.6906,12579676.74,0.2944,539177.07,0.0126,103048.87,0.0024
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,71455947.09,49736530.32,3518880.89,53255411.21,0.7453,17504684.12,0.245,692351.76,0.0097,3500.0,0.0
1.0,115218003.0,Shippensburg Area SD,Cumberland,50909128.13,28477329.32,1284431.0,29761760.32,0.5846,19928088.62,0.3914,1219279.19,0.024,,0.0
1.0,115218303.0,South Middleton SD,Cumberland,37070765.08,25401268.650000002,878611.2,26279879.85,0.7089,10511546.23,0.2836,279339.0,0.0075,,0.0
1.0,115221402.0,Central Dauphin SD,Dauphin,207835005.26,140058825.61,7140351.6,147199177.21,0.7083,49398415.67,0.2377,4078499.55,0.0196,7158912.83,0.0344
1.0,115221753.0,Derry Township SD,Dauphin,64059374.28,47826973.63,1671018.89,49497992.52,0.7727,11734780.48,0.1832,972317.28,0.0152,1854284.0,0.0289
1.0,115222504.0,Halifax Area SD,Dauphin,29928099.08,9316909.4,512979.88,9829889.28,0.3285,10379539.94,0.3468,603511.46,0.0202,9115158.4,0.3046
1.0,115222752.0,Harrisburg City SD,Dauphin,151779767.59,55071768.6,3047667.9,58119436.5,0.3829,80292333.27,0.529,13350906.38,0.088,17091.44,0.0001
1.0,115224003.0,Lower Dauphin SD,Dauphin,62172138.9,37884974.800000004,1878619.72,39763594.52,0.6396,21584504.52,0.3472,774333.92,0.0125,49705.94,0.0008
1.0,115226003.0,Middletown Area SD,Dauphin,48051616.04,28566535.8,1915998.41,30482534.21,0.6344,16441114.7,0.3422,1058622.09,0.022,69345.04,0.0014
1.0,115226103.0,Millersburg Area SD,Dauphin,15293058.65,7132774.9399999995,1085607.29,8218382.23,0.5374,6840837.52,0.4473,233838.9,0.0153,,0.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,23966575.75,6682685.0,1072385.58,7755070.58,0.3236,14712754.17,0.6139,1498751.0,0.0625,,0.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,62270112.75,38922293.06,1108565.4100000001,40030858.47,0.6429,11163919.27,0.1793,910565.36,0.0146,10164769.65,0.1632
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,20126217.55,8836074.92,566962.24,9403037.16,0.4672,10202065.85,0.5069,521114.54,0.0259,,0.0
1.0,125231232.0,Chester-Upland SD,Delaware,135014229.65,28048579.4,806353.4199999999,28854932.82,0.2137,100585175.54,0.745,5574121.29,0.0413,,0.0
1.0,125231303.0,Chichester SD,Delaware,76825789.6,47831888.889999986,2353296.75,50185185.64,0.6532,25530267.53,0.3323,1088784.25,0.0142,21552.18,0.0003
1.0,125234103.0,Garnet Valley SD,Delaware,109527276.0,86162883.0,2813770.0,88976653.0,0.8124,20157012.0,0.184,378011.0,0.0035,15600.0,0.0001
1.0,125234502.0,Haverford Township SD,Delaware,123357933.32,98520604.69,2341211.4099999997,100861816.1,0.8176,21549882.94,0.1747,946134.28,0.0077,100.0,0.0
1.0,125235103.0,Interboro SD,Delaware,66316099.99,41213825.010000005,1965543.55,43179368.56,0.6511,22478735.55,0.339,657995.88,0.0099,,0.0
1.0,125235502.0,Marple Newtown SD,Delaware,88157327.47,68899472.42999999,3386265.5299999993,72285737.96,0.82,14776944.55,0.1676,1094644.96,0.0124,,0.0
1.0,125236903.0,Penn-Delco SD,Delaware,60552542.0,42143223.0,1387298.0,43530521.0,0.7189,16531625.0,0.273,490396.0,0.0081,,0.0
1.0,125237603.0,Radnor Township SD,Delaware,99518748.42,78998842.37000002,4044067.49,83042909.86,0.8344,15127251.58,0.152,1113355.7,0.0112,235231.28,0.0024
1.0,125237702.0,Ridley SD,Delaware,107572933.37,71169835.50999999,2614235.04,73784070.55,0.6859,32316353.78,0.3004,1166160.11,0.0108,306348.93,0.0028
1.0,125237903.0,Rose Tree Media SD,Delaware,95876350.96,74955688.76999998,3616916.06,78572604.83,0.8195,16534014.88,0.1725,741719.19,0.0077,28012.06,0.0003
1.0,125238402.0,Southeast Delco SD,Delaware,81079303.96,39365221.089999996,1966180.0,41331401.09,0.5098,35027045.99,0.432,4720856.88,0.0582,,0.0
1.0,125238502.0,Springfield SD,Delaware,75805516.6,60497800.06999999,1659736.2200000002,62157536.29,0.82,13333846.59,0.1759,311543.72,0.0041,2590.0,0.0
1.0,125239452.0,Upper Darby SD,Delaware,204541926.99,106147590.88,5308895.079999999,111456485.96,0.5449,82274867.37,0.4022,7494479.25,0.0366,3316094.41,0.0162
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,80013406.49,61501010.96000001,2107234.1,63608245.06,0.795,16032630.14,0.2004,372531.29,0.0047,,0.0
1.0,125239652.0,William Penn SD,Delaware,102562396.0,49442011.0,1601013.0,51043024.0,0.4977,46719216.0,0.4555,4800156.0,0.0468,,0.0
1.0,109243503.0,Johnsonburg Area SD,Elk,10652581.92,2628835.4699999997,385326.08999999997,3014161.56,0.283,7612271.36,0.7146,26149.0,0.0025,,0.0
1.0,109246003.0,Ridgway Area SD,Elk,13532240.27,4719114.55,564891.02,5284005.57,0.3905,8181447.11,0.6046,66787.59,0.0049,,0.0
1.0,109248003.0,Saint Marys Area SD,Elk,28559245.85,14876456.420000002,764350.3599999999,15640806.78,0.5477,12287837.97,0.4303,630601.1,0.0221,,0.0
1.0,105251453.0,Corry Area SD,Erie,33270188.53,8443890.169999998,843284.5900000001,9287174.76,0.2791,22274760.89,0.6695,1707882.39,0.0513,370.49,0.0
1.0,105252602.0,Erie City SD,Erie,304906302.0,57302229.0,5693347.0,62995576.0,0.2066,128587689.0,0.4217,15379083.0,0.0504,97943954.0,0.3212
1.0,105253303.0,Fairview SD,Erie,27083116.0,18586413.0,543720.0,19130133.0,0.7063,7658092.0,0.2828,294891.0,0.0109,,0.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,34973704.75,18691457.820000004,1040480.2500000002,19731938.07,0.5642,14562658.68,0.4164,646824.0,0.0185,32284.0,0.0009
1.0,105253903.0,General McLane SD,Erie,33662801.89,13797787.43,1242272.8900000001,15040060.32,0.4468,17764769.89,0.5277,857971.68,0.0255,,0.0
1.0,105254053.0,Girard SD,Erie,27390642.4,9850019.230000002,804438.49,10654457.72,0.389,15930013.39,0.5816,806171.29,0.0294,,0.0
1.0,105254353.0,Harbor Creek SD,Erie,35489755.39,17878917.120000005,1087389.63,18966306.75,0.5344,16088228.59,0.4533,386808.36,0.0109,48411.69,0.0014
1.0,105256553.0,Iroquois SD,Erie,20834936.7,5988870.44,843457.7399999999,6832328.18,0.3279,13496688.64,0.6478,505919.88,0.0243,,0.0
1.0,105257602.0,Millcreek Township SD,Erie,101240477.65,63214205.23,5162880.159999999,68377085.39,0.6754,30750214.44,0.3037,2111327.82,0.0209,1850.0,0.0
1.0,105258303.0,North East SD,Erie,25316629.68,9275308.21,869640.15,10144948.36,0.4007,14513640.2,0.5733,658041.12,0.026,,0.0
1.0,105258503.0,Northwestern SD,Erie,21712555.41,5322889.719999999,1170097.53,6492987.25,0.299,14579903.43,0.6715,638664.73,0.0294,1000.0,0.0
1.0,105259103.0,Union City Area SD,Erie,18596231.64,3468504.6500000004,653202.83,4121707.48,0.2216,13971104.04,0.7513,503420.12,0.0271,,0.0
1.0,105259703.0,Wattsburg Area SD,Erie,25656837.0,12049353.0,768918.0,12818271.0,0.4996,12444893.0,0.4851,393673.0,0.0153,,0.0
1.0,101260303.0,Albert Gallatin Area SD,Fayette,53627802.05,11922932.399999997,2297453.6999999997,14220386.1,0.2652,37388135.65,0.6972,1928687.9,0.036,90592.4,0.0017
1.0,101260803.0,Brownsville Area SD,Fayette,41047806.09,7397588.25,616884.1,8014472.35,0.1952,19410430.83,0.4729,1118305.91,0.0272,12504597.0,0.3046
1.0,101261302.0,Connellsville Area SD,Fayette,74321982.36,18332052.36,2056516.17,20388568.53,0.2743,50923785.15,0.6852,2988110.16,0.0402,21518.52,0.0003
1.0,101262903.0,Frazier SD,Fayette,18599454.3,6337984.929999999,481307.16,6819292.09,0.3666,11253906.52,0.6051,367605.69,0.0198,158650.0,0.0085
1.0,101264003.0,Laurel Highlands SD,Fayette,49533824.88,21536868.23,1278997.4,22815865.63,0.4606,24967650.08,0.5041,1750309.17,0.0353,,0.0
1.0,101268003.0,Uniontown Area SD,Fayette,47154396.31,16265482.95,1473635.57,17739118.52,0.3762,27003052.26,0.5727,2412225.53,0.0512,,0.0
1.0,106272003.0,Forest Area SD,Forest,13311675.5,7166394.41,284597.14,7450991.55,0.5597,5274249.11,0.3962,471643.58,0.0354,114791.26,0.0086
1.0,112281302.0,Chambersburg Area SD,Franklin,165660723.0,86930244.0,3449413.0,90379657.0,0.5456,46491314.0,0.2806,4124573.0,0.0249,24665179.0,0.1489
1.0,112282004.0,Fannett-Metal SD,Franklin,8094693.16,3345152.4199999995,271476.4,3616628.82,0.4468,4061637.42,0.5018,416276.92,0.0514,150.0,0.0
1.0,112283003.0,Greencastle-Antrim SD,Franklin,40172123.13,25112718.19,999322.0599999999,26112040.25,0.65,13625364.82,0.3392,433472.06,0.0108,1246.0,0.0
1.0,112286003.0,Tuscarora SD,Franklin,39672160.29,21336220.0,853399.0,22189619.0,0.5593,16926067.76,0.4266,556473.53,0.014,,0.0
1.0,112289003.0,Waynesboro Area SD,Franklin,59965341.2,28409411.88,3947931.5,32357343.38,0.5396,26280990.39,0.4383,1324357.43,0.0221,2650.0,0.0
1.0,111291304.0,Central Fulton SD,Fulton,16352744.33,5751037.26,412301.64,6163338.9,0.3769,9371148.97,0.5731,818256.46,0.05,,0.0
1.0,111292304.0,Forbes Road SD,Fulton,7603409.11,2589105.4000000004,185309.66999999998,2774415.07,0.3649,4701791.54,0.6184,127202.5,0.0167,,0.0
1.0,111297504.0,Southern Fulton SD,Fulton,12688329.24,4336220.879999999,450871.68,4787092.56,0.3773,7662145.7,0.6039,239090.98,0.0188,,0.0
1.0,101301303.0,Carmichaels Area SD,Greene,17653629.81,4811536.919999999,571105.67,5382642.59,0.3049,11635845.86,0.6591,635141.36,0.036,,0.0
1.0,101301403.0,Central Greene SD,Greene,33398955.41,16336463.76,1156102.46,17492566.22,0.5237,15324183.93,0.4588,582205.26,0.0174,,0.0
1.0,101303503.0,Jefferson-Morgan SD,Greene,14622580.77,4830546.22,595045.18,5425591.4,0.371,8852052.08,0.6054,344937.29,0.0236,,0.0
1.0,101306503.0,Southeastern Greene SD,Greene,11883776.59,2943432.25,421228.3,3364660.55,0.2831,8028249.24,0.6756,390866.8,0.0329,100000.0,0.0084
1.0,101308503.0,West Greene SD,Greene,19024189.73,11063900.490000004,1595343.51,12659244.0,0.6654,6000871.29,0.3154,364074.44,0.0191,,0.0
1.0,111312503.0,Huntingdon Area SD,Huntingdon,29268458.07,12359225.59,818399.44,13177625.03,0.4502,15133691.19,0.5171,957141.85,0.0327,,0.0
1.0,111312804.0,Juniata Valley SD,Huntingdon,12812386.58,4170695.360000001,300660.3,4471355.66,0.349,7930375.22,0.619,408487.64,0.0319,2168.06,0.0002
1.0,111316003.0,Mount Union Area SD,Huntingdon,34491935.79,5371348.08,626149.8500000001,5997497.93,0.1739,14584766.93,0.4228,1309362.11,0.038,12600308.82,0.3653
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,17415427.34,5001679.350000001,690569.8,5692249.15,0.3269,11271642.33,0.6472,451535.86,0.0259,,0.0
1.0,128321103.0,Blairsville-Saltsburg SD,Indiana,31484254.16,12774749.68,897205.44,13671955.12,0.4342,16836932.8,0.5348,975366.24,0.031,,0.0
1.0,128323303.0,Homer-Center SD,Indiana,16674244.37,6463397.14,421979.74,6885376.88,0.4129,9500968.04,0.5698,287899.45,0.0173,,0.0
1.0,128323703.0,Indiana Area SD,Indiana,54802830.55,33418757.47,1688020.6399999997,35106778.11,0.6406,18844145.51,0.3439,851906.93,0.0155,,0.0
1.0,128325203.0,Marion Center Area SD,Indiana,25266741.95,7480480.779999999,411442.79000000004,7891923.57,0.3123,15995409.26,0.6331,1379409.12,0.0546,,0.0
1.0,128326303.0,Penns Manor Area SD,Indiana,17640560.56,4647672.04,449568.85000000003,5097240.89,0.289,12036094.76,0.6823,507224.91,0.0288,,0.0
1.0,128327303.0,Purchase Line SD,Indiana,18865345.41,3332781.4899999998,463510.94000000006,3796292.43,0.2012,14129830.42,0.749,939222.56,0.0498,,0.0
1.0,128328003.0,United SD,Indiana,21939490.3,5909984.819999999,443260.18,6353245.0,0.2896,14783191.03,0.6738,803054.27,0.0366,,0.0
1.0,106330703.0,Brockway Area SD,Jefferson,15491664.92,3913362.6799999992,420756.44,4334119.12,0.2798,10774927.0,0.6955,378721.72,0.0244,3897.08,0.0003
1.0,106330803.0,Brookville Area SD,Jefferson,25436121.75,8734389.78,548909.44,9283299.22,0.365,15496756.47,0.6092,656066.06,0.0258,,0.0
1.0,106338003.0,Punxsutawney Area SD,Jefferson,39747242.89,11156287.54,905500.2300000002,12061787.77,0.3035,25497673.89,0.6415,1816072.54,0.0457,371708.69,0.0094
1.0,111343603.0,Juniata County SD,Juniata,38922937.69,17173756.81,801256.7000000001,17975013.51,0.4618,19330105.7,0.4966,1313076.99,0.0337,304741.49,0.0078
1.0,119350303.0,Abington Heights SD,Lackawanna,48405189.3,32137593.62,1060753.41,33198347.03,0.6858,14842485.36,0.3066,364356.91,0.0075,,0.0
1.0,119351303.0,Carbondale Area SD,Lackawanna,26518588.34,7050929.08,1439494.73,8490423.81,0.3202,15151030.83,0.5713,1682561.11,0.0634,1194572.59,0.045
1.0,119352203.0,Dunmore SD,Lackawanna,21706855.98,12189238.54,585651.21,12774889.75,0.5885,8246102.05,0.3799,685864.18,0.0316,,0.0
1.0,119354603.0,Lakeland SD,Lackawanna,23169843.25,11571605.36,550300.91,12121906.27,0.5232,10574867.24,0.4564,436532.24,0.0188,36537.5,0.0016
1.0,119355503.0,Mid Valley SD,Lackawanna,28450321.34,17619135.939999998,1118033.33,18737169.27,0.6586,8888587.17,0.3124,720135.59,0.0253,104429.31,0.0037
1.0,119356503.0,North Pocono SD,Lackawanna,54178664.61,33018063.240000002,1293983.0100000002,34312046.25,0.6333,19297596.23,0.3562,569022.13,0.0105,,0.0
1.0,119356603.0,Old Forge SD,Lackawanna,13756928.18,7307290.6,325174.19,7632464.79,0.5548,5394428.36,0.3921,730035.03,0.0531,,0.0
1.0,119357003.0,Riverside SD,Lackawanna,25689956.21,15514177.400000002,377503.22,15891680.62,0.6186,9298340.63,0.3619,499934.96,0.0195,,0.0
1.0,119357402.0,Scranton SD,Lackawanna,155088892.25,64061345.57,3497941.0900000003,67559286.66,0.4356,83631336.67,0.5392,3898268.92,0.0251,,0.0
1.0,119358403.0,Valley View SD,Lackawanna,35257757.0,16548386.0,773223.0,17321609.0,0.4913,14993749.0,0.4253,592399.0,0.0168,2350000.0,0.0667
1.0,113361303.0,Cocalico SD,Lancaster,59031764.51,38795010.12,1883019.7400000002,40678029.86,0.6891,17145475.5,0.2904,760783.65,0.0129,447475.5,0.0076
1.0,113361503.0,Columbia Borough SD,Lancaster,26342724.2,11430531.870000001,829628.03,12260159.9,0.4654,13087591.09,0.4968,992373.21,0.0377,2600.0,0.0001
1.0,113361703.0,Conestoga Valley SD,Lancaster,71282909.72,51301895.949999996,2743779.36,54045675.31,0.7582,15203175.59,0.2133,2011091.58,0.0282,22967.24,0.0003
1.0,113362203.0,Donegal SD,Lancaster,52333191.12,31967777.350000005,1872548.62,33840325.97,0.6466,16529711.0,0.3159,1951024.85,0.0373,12129.3,0.0002
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,58539115.36,38307177.47,4436873.85,42744051.32,0.7302,14155754.29,0.2418,1632303.82,0.0279,7005.93,0.0001
1.0,113362403.0,Elizabethtown Area SD,Lancaster,64056968.61,40885904.71,2928287.18,43814191.89,0.684,19389791.57,0.3027,861425.15,0.0134,-8440.0,-0.0001
1.0,113362603.0,Ephrata Area SD,Lancaster,70017547.61,45812855.889999986,2126085.56,47938941.45,0.6847,20843661.3,0.2977,1186725.44,0.0169,48219.42,0.0007
1.0,113363103.0,Hempfield SD,Lancaster,122778048.0,84011002.86999999,4572440.13,88583443.0,0.7215,32885879.55,0.2678,1224423.53,0.01,84301.92,0.0007
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,53629881.19,39060603.760000005,1365475.8699999999,40426079.63,0.7538,12675270.57,0.2363,528530.99,0.0099,,0.0
1.0,113364002.0,Lancaster SD,Lancaster,226953480.0,84036857.0,7616985.0,91653842.0,0.4038,113748373.0,0.5012,16731424.0,0.0737,4819841.0,0.0212
1.0,113364403.0,Manheim Central SD,Lancaster,55437203.2,36669717.03,1938815.9800000002,38608533.01,0.6964,16008460.71,0.2888,820209.48,0.0148,,0.0
1.0,113364503.0,Manheim Township SD,Lancaster,98495592.52,73756124.46,3537645.95,77293770.41,0.7847,20341137.12,0.2065,817759.85,0.0083,42925.14,0.0004
1.0,113365203.0,Penn Manor SD,Lancaster,89276616.42,56076226.98,5276762.279999999,61352989.26,0.6872,26505423.99,0.2969,1413197.79,0.0158,5005.38,0.0001
1.0,113365303.0,Pequea Valley SD,Lancaster,38426791.24,27354197.779999997,1054945.08,28409142.86,0.7393,8686449.44,0.2261,1273616.57,0.0331,57582.37,0.0015
1.0,113367003.0,Solanco SD,Lancaster,57138831.48,33205377.4,1619627.0100000002,34825004.41,0.6095,20047274.4,0.3509,2264863.31,0.0396,1689.36,0.0
1.0,113369003.0,Warwick SD,Lancaster,76636797.41,51044650.379999995,2455163.81,53499814.19,0.6981,22162642.22,0.2892,974341.0,0.0127,,0.0
1.0,104372003.0,Ellwood City Area SD,Lawrence,28299348.76,9190987.68,532486.18,9723473.86,0.3436,17917804.98,0.6332,652729.4,0.0231,5340.52,0.0002
1.0,104374003.0,Laurel SD,Lawrence,18521848.05,5566919.5200000005,768541.13,6335460.65,0.3421,11876667.05,0.6412,308025.35,0.0166,1695.0,0.0001
1.0,104375003.0,Mohawk Area SD,Lawrence,24418566.45,7132187.96,596766.0,7728953.96,0.3165,16223409.73,0.6644,465202.76,0.0191,1000.0,0.0
1.0,104375203.0,Neshannock Township SD,Lawrence,19855145.61,12690632.589999998,657811.7000000001,13348444.29,0.6723,6387259.56,0.3217,116985.76,0.0059,2456.0,0.0001
1.0,104375302.0,New Castle Area SD,Lawrence,54634734.15,9656868.11,1951045.55,11607913.66,0.2125,37401344.88,0.6846,5257574.76,0.0962,367900.85,0.0067
1.0,104376203.0,Shenango Area SD,Lawrence,18430889.51,6124087.580000001,321082.88,6445170.46,0.3497,11547504.33,0.6265,437619.72,0.0237,595.0,0.0
1.0,104377003.0,Union Area SD,Lawrence,11767884.0,3960829.0,563366.0,4524195.0,0.3845,7242839.0,0.6155,850.0,0.0001,,0.0
1.0,104378003.0,Wilmington Area SD,Lawrence,23365514.93,8716630.45,779476.9299999999,9496107.38,0.4064,10207528.83,0.4369,729329.72,0.0312,2932549.0,0.1255
1.0,113380303.0,Annville-Cleona SD,Lebanon,24752899.89,15038531.779999997,557523.55,15596055.33,0.6301,8800613.02,0.3555,356231.54,0.0144,,0.0
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,78750147.38,51110045.470000006,2354167.46,53464212.93,0.6789,24014577.94,0.3049,1221015.5,0.0155,50341.01,0.0006
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,43418321.52,28455122.32,1192405.4,29647527.72,0.6828,12573834.82,0.2896,716390.98,0.0165,480568.0,0.0111
1.0,113384603.0,Lebanon SD,Lebanon,76162460.93,19576724.18,3106953.0900000003,22683677.27,0.2978,48016291.23,0.6304,5462492.43,0.0717,,0.0
1.0,113385003.0,Northern Lebanon SD,Lebanon,39247330.63,21857386.52,1405225.6800000002,23262612.2,0.5927,15421817.1,0.3929,562901.33,0.0143,,0.0
1.0,113385303.0,Palmyra Area SD,Lebanon,53766956.13,34696466.48,1937953.09,36634419.57,0.6814,15181648.13,0.2824,1126153.43,0.0209,824735.0,0.0153
1.0,121390302.0,Allentown City SD,Lehigh,331049555.0,101502448.0,6338844.0,107841292.0,0.3258,192070693.0,0.5802,20657119.0,0.0624,10480451.0,0.0317
1.0,121391303.0,Catasauqua Area SD,Lehigh,31227240.03,20077296.149999995,1104224.4000000001,21181520.55,0.6783,9294076.0,0.2976,739211.38,0.0237,12432.1,0.0004
1.0,121392303.0,East Penn SD,Lehigh,148852054.56,109593467.92999999,3179638.17,112773106.1,0.7576,34543740.58,0.2321,1496746.31,0.0101,38461.57,0.0003
1.0,121394503.0,Northern Lehigh SD,Lehigh,32972206.95,17915940.810000002,806469.81,18722410.62,0.5678,13514384.27,0.4099,595153.61,0.0181,140258.45,0.0043
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,43782570.62,28565220.600000005,1514922.68,30080143.28,0.687,13470635.34,0.3077,231792.0,0.0053,,0.0
1.0,121395103.0,Parkland SD,Lehigh,179332189.0,139484069.0,4269526.0,143753595.0,0.8016,33299007.0,0.1857,2262487.0,0.0126,17100.0,0.0001
1.0,121395603.0,Salisbury Township SD,Lehigh,36412131.69,27546573.539999995,731964.2,28278537.74,0.7766,7870347.26,0.2161,263246.69,0.0072,,0.0
1.0,121395703.0,Southern Lehigh SD,Lehigh,65014909.93,49104692.77,1104470.78,50209163.55,0.7723,14481545.49,0.2227,324200.89,0.005,,0.0
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,71023885.56,46531265.260000005,1794737.2399999998,48326002.5,0.6804,21329693.04,0.3003,1340063.77,0.0189,28126.25,0.0004
1.0,118401403.0,Crestwood SD,Luzerne,38978242.36,22448306.839999996,816179.82,23264486.66,0.5969,15116895.44,0.3878,596860.26,0.0153,,0.0
1.0,118401603.0,Dallas SD,Luzerne,39760877.43,25665320.04,496232.84,26161552.88,0.658,12718260.26,0.3199,881064.29,0.0222,,0.0
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,31326212.36,9217476.500000002,601969.19,9819445.69,0.3135,19557215.08,0.6243,1899551.59,0.0606,50000.0,0.0016
1.0,118403003.0,Hanover Area SD,Luzerne,31967773.72,14989117.639999999,718597.59,15707715.23,0.4914,15350049.19,0.4802,910009.3,0.0285,,0.0
1.0,118403302.0,Hazleton Area SD,Luzerne,156652584.88,61897895.63,2421849.3600000003,64319744.99,0.4106,83386046.73,0.5323,8932455.97,0.057,14337.19,0.0001
1.0,118403903.0,Lake-Lehman SD,Luzerne,30853763.62,16782990.72,363211.39999999997,17146202.12,0.5557,13344530.29,0.4325,356000.21,0.0115,7031.0,0.0002
1.0,118406003.0,Northwest Area SD,Luzerne,19428526.0,6668073.0,625191.0,7293264.0,0.3754,11807539.0,0.6077,327723.0,0.0169,,0.0
1.0,118406602.0,Pittston Area SD,Luzerne,52114202.83,29442102.4,628493.64,30070596.04,0.577,20525763.02,0.3939,1511196.06,0.029,6647.71,0.0001
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,128731134.23,65657943.28,4486070.34,70144013.62,0.5449,53002687.97,0.4117,5576690.08,0.0433,7742.56,0.0001
1.0,118409203.0,Wyoming Area SD,Luzerne,36063916.94,18680105.7,637298.8999999999,19317404.6,0.5356,15880699.79,0.4403,865812.55,0.024,,0.0
1.0,118409302.0,Wyoming Valley West SD,Luzerne,76409415.9,36499236.06,1175036.06,37674272.12,0.4931,35022652.17,0.4584,3561315.3,0.0466,151176.31,0.002
