Cat,AUN,LEA Name,County,Total Local Revenue 6000 ,"Current Real Estate Taxes
6111",Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from LEA Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Other Sources 6829,Federal Revenue from Other PA LEAs  6831,Federal IDEA Revenue Received as Pass Through 6832,Federal ARP Act IDEA Revenue Received as Pass Through for Other PA LEAs 6833,Federal ARP Act IDEA Preschool Revenue Received as Pass Through from Other PA LEAs 6834,Federal COVID Related Revenue Received as Pass Through 6837,Federal COVID Related Revenue Received as Pass Through from Other PA LEAs 6838,Federal Revenue from Other Sources 6839,Other Federal Revenue from Intermediary Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1.0,121390302.0,Allentown City SD,Lehigh,130344941.0,99120969.0,7540.0,106800.0,190641.0,,111307.0,,222525.0,,198369.0,,,,12681496.0,,2511488.0,,,,,,,,,,,,,,4842669.0,4383792.0,,,75720.0,,,,3892547.0,,,,,,21715.0,126076.0,101705.0,,,,169794.0,,,,,,,,,,,1579788.0
1.0,121391303.0,Catasauqua Area SD,Lehigh,24840497.02,19597914.67,878244.68,20522.55,1200.0,,,,,,62007.46,,,,1454144.22,,925234.13,,,,,273321.85,,,,,,,,,559701.09,41235.07,,25769.42,,,,3946.02,378291.61,,,,,,,102156.24,,,,,200251.89,,,,4225.73,,,,,4983.44,7205.79,300141.16
1.0,121392303.0,East Penn SD,Lehigh,129066274.25,107050345.75,1454998.32,110210.69,10585.89,,,,,,,,,,11536541.71,,2103559.74,,,,,,,,,,,,,,1629902.59,2056536.4,,289090.7,32625.0,,,28606.0,1595104.17,214657.68,,,,,,47640.68,290784.84,,31550.0,625.0,185837.38,,,22300.0,,,,,,290360.95,39883.76,44527.0
1.0,121394503.0,Northern Lehigh SD,Lehigh,21246644.51,16757307.91,40863.66,18416.23,16399.27,,31161.6,,31161.6,,15141.14,,,,1845641.17,,320264.25,,,,,,,,,,,,,,822272.27,550357.67,,74788.14,,,,5433.7,309559.46,71162.0,,,,,,27043.9,210903.07,,,,,,,,,,,,,70930.68,,27836.79
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,33534709.53,27888609.79,151023.46,29122.05,5732.57,,,,,,60845.02,,,,3036381.11,,494300.47,,,,,,,,,,,,,,689140.73,404380.39,,105384.77,,,,1390.0,404771.29,,,,,,,22402.17,210298.37,,,2357.0,805.3,,,,,,,,,12455.39,,15309.65
1.0,121395103.0,Parkland SD,Lehigh,165310406.78,134453195.39,2073427.89,142768.58,4000.0,,,,,,616295.49,,,,15187239.57,,3955114.89,,,,,,,,,,,,,,1995171.33,3205203.22,,628625.9,,600.0,,,1606490.79,209883.72,,,,,,139513.24,194309.6,,,2980.0,239275.92,,,149990.0,31082.7,,,,,209658.24,,265580.31
1.0,121395603.0,Salisbury Township SD,Lehigh,35034811.6,27461889.62,150798.23,28325.18,667275.38,,37583.08,,75735.3,,144914.65,,,,3164125.67,,,,1304687.88,,,,,,,,,,,,658597.22,668521.24,,16021.0,,,,,389262.83,66415.0,,,,,,7400.0,63976.4,,13936.0,,,,,,,,,,,85348.49,5768.11,24230.32
1.0,121395703.0,Southern Lehigh SD,Lehigh,59517493.94,47350911.9,949087.73,50966.03,359.93,,,,,,60618.97,,,,7152459.5,,1562065.14,,,,,,,,,,,,,,959715.77,829467.22,,54584.13,,,,5778.65,359224.68,25888.15,,,,,,13800.0,90000.0,16021.8,,,,,,,,,,,,,8097.21,28447.13
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,57295258.39,46780449.84,252299.97,46929.47,,,66768.0,,66768.0,,66458.0,,,,4441755.37,,676853.66,,1559568.56,,,,,,,,,,,,1123378.11,921978.88,,84199.74,,,,29382.0,736072.11,48649.52,,,,,,15758.63,152652.08,,11222.0,,179576.05,,,,,,,,,7660.72,,26877.68
1.0,118401403.0,Crestwood SD,Luzerne,27855218.07,21139449.3,,23920.05,37106.06,,,,,,39659.66,,,,3950723.82,,609166.24,,,,,,,,,,,,,,1117573.48,120531.95,,27384.59,,,,,286710.0,,,,,,,8321.7,25571.63,,,9280.0,269108.78,,,,,,,,1323.74,,,189387.07
1.0,118401603.0,Dallas SD,Luzerne,27322611.28,21256019.65,,25748.87,57066.01,,50000.0,,50000.0,,41627.12,,,,3852828.79,,530103.76,,,,,,,,,,,,,,852561.61,162608.1,,,,,,,273300.0,,,,,,,,,,,,,,,426.89,,,,,,,,170320.48
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,10971886.87,6742164.51,,9533.52,90170.61,,51100.56,,,,16681.34,,,,2000023.85,,306620.55,,,,,,,,,,,,,,1129159.84,126575.4,,,,,,10000.0,383530.64,,,,,,,38913.97,,,,,,,,,7080.0,,,,,,,60332.08
1.0,118403003.0,Hanover Area SD,Luzerne,17532158.63,13538724.37,,17049.22,30588.56,,,,34985.4,3048.86,53070.94,,,,1852469.6,,304826.96,,,,,,,,,,,,,,997753.27,189555.09,,18285.94,,,,,280355.0,,,,,,,6000.0,19788.43,,200.0,,,,,,,,,,,75018.1,,110438.89
1.0,118403302.0,Hazleton Area SD,Luzerne,82004025.04,52701710.53,949976.24,67937.1,9784.09,,,4469210.0,,,,,,,13582957.39,,2064531.58,,,,,,,,,,,,,,4109562.31,1262473.68,,87611.0,,117007.92,,,1114398.0,416028.0,,,,,,117042.25,64608.68,,16150.0,87891.0,497029.0,,,,,,,,16706.0,2101.09,25045.22,224263.96
1.0,118403903.0,Lake-Lehman SD,Luzerne,19484829.01,14993587.7,,17314.27,24062.17,,38550.1,,37967.0,,34323.17,,,,2528186.2,,303548.31,,,,,,,,,,,,,,615742.47,369099.51,,43339.71,,,,,334392.0,,,,,,,9929.06,155.0,,,,,,,,,,,,42098.48,,,92533.86
1.0,118406003.0,Northwest Area SD,Luzerne,8279665.1,5843570.01,,,15171.07,,16099.95,,16089.95,23205.9,,,,,1126474.16,,148051.61,,,,,,,,,,,,,,558545.84,113469.3,,19544.0,,,,,148144.0,,,,,,,,,138705.0,,,23126.14,17700.9,,,,,,,,29179.12,,42588.15
1.0,118406602.0,Pittston Area SD,Luzerne,35087781.41,27497247.16,,31559.04,113022.18,,,,,,96553.36,,,,3816257.79,,556769.27,,,,,,,,,,,,,,1677345.68,435819.13,,,,,,,673891.94,,,,,,,,,20257.74,,,,,,,,,,,,3615.61,,165442.51
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,72260442.0,52267152.94,,65216.35,103728.97,,,,135111.32,,211187.82,,,,6399400.32,,1579479.62,,1427732.35,,1462204.4,,,,,,,,,,4931200.82,1963454.0,,21658.25,,,,,955913.0,,,,,,,107393.05,,48964.7,,,134400.0,,,,,,,,,269960.47,,176283.62
1.0,118409203.0,Wyoming Area SD,Luzerne,22711750.61,16777189.55,,19206.89,31382.44,,,,68247.47,,26513.55,,,,2624503.76,,280734.65,,,,,,,,,,,,,,1497193.91,252078.65,,,,600.0,88750.0,,394472.0,,,,,,,1735.0,25058.64,,1440.0,,5068.98,,,360.0,,,,,,550921.26,,66293.86
1.0,118409302.0,Wyoming Valley West SD,Luzerne,41435484.38,29556331.78,113919.98,36583.98,67714.23,,46338.24,,46338.19,,65188.49,,,,5034722.27,,742978.28,,1248104.69,,,,,,,,,,,,2520666.03,241229.67,,29908.5,,,,,1004433.0,74008.5,,,,,,28395.82,,,,,32713.23,,,,,,,339580.92,,20882.67,,185445.91
1.0,117412003.0,East Lycoming SD,Lycoming,13065339.92,7611524.19,49628.38,10199.96,906.0,,,,,,,,,,3480550.43,,189765.51,,,,,,,,,,,,,,521755.44,309300.86,,43024.0,,97795.0,,,311157.57,,,,,,,307273.0,60628.31,,,5900.0,14748.1,,,150.0,,,48801.0,,,,,2232.17
1.0,117414003.0,Jersey Shore Area SD,Lycoming,19962275.25,12817697.17,49087.5,17889.69,238832.07,,,,,,,,,,4857827.69,,307030.28,,,,,,,,,,,,,,706825.55,343390.43,,95599.38,,,,,433517.0,,,,,,,22115.28,31068.25,,,,17089.16,,,,,,,,,6299.37,,18006.43
1.0,117414203.0,Loyalsock Township SD,Lycoming,18517760.16,10900770.8,27213.7,15599.36,143708.27,,,,,,30693.61,,,,4121772.69,,1320353.49,,377057.45,,,,,,,,,,,,341539.73,526557.21,,86394.94,55000.0,25070.0,,,280148.6,65830.13,,,,,,16754.92,26052.66,,,,58044.35,,,,,,,,,69623.64,,29574.61
1.0,117415004.0,Montgomery Area SD,Lycoming,7806473.58,4609876.7,3817.17,6200.11,62436.2,,,,,,,,,,1869504.8,,68746.75,,,,,,,,,,,,,,222504.86,249447.58,,28929.13,,,,,192083.07,37079.83,,,,,,,100376.38,,,,349212.59,,,,,,,,2841.0,,,3417.41
1.0,117415103.0,Montoursville Area SD,Lycoming,19043208.46,12466289.11,18435.46,16778.77,46086.75,,,,,,,,,,4413253.44,,295773.45,,,,,,,,,,,,,,536315.4,440023.91,,83640.54,,,,,356559.21,,,,,,,3533.94,126470.72,,14800.0,,41468.72,,,23150.0,,,,,,137085.17,,23543.87
1.0,117415303.0,Muncy SD,Lycoming,11841077.42,8089100.24,225876.13,10393.37,18936.92,,,,,,30343.45,,,,2335086.31,,209510.09,,,,,,,,,,,,,,374435.11,214646.73,,25489.85,,61954.0,,2090.0,168484.42,,,,,,,,56536.24,,,,,,,,,,5000.0,,,,,13194.56
1.0,117416103.0,South Williamsport Area SD,Lycoming,9921657.45,6069821.41,,8416.89,22095.02,,,,,,,,,,2621849.03,,191255.68,,,,,,,,,,,,,,363822.46,284777.95,,31267.0,,,,,255845.73,15354.58,,,,,,3500.0,22280.58,506.7,,,6805.13,,,,6897.01,,,,,,3614.27,13548.01
1.0,117417202.0,Williamsport Area SD,Lycoming,40870882.39,22068773.62,30359.02,35206.54,241374.14,,,,,,,,,,12562439.56,,779264.35,,,,,,,,,,,,,,1775680.98,1180228.2,,115252.68,,,,,1027624.52,,,,,,,114286.63,108518.19,29599.56,17950.0,,486991.88,,,2040.0,83085.04,,,,,155135.69,3339.44,53732.35
1.0,109420803.0,Bradford Area SD,McKean,12871991.64,8874552.87,,11833.0,52462.25,,,,,,,,,,1819101.4,,258305.98,,,,,,,,,,,,,,788700.7,328478.35,,21034.0,,,,,436337.77,39110.22,,,,129330.36,,5600.0,2831.58,,,,25801.15,,,,,,,,,9077.02,,69434.99
1.0,109422303.0,Kane Area SD,McKean,5032070.02,2907800.6,2161.56,4227.97,14797.72,199331.09,16991.2,289500.21,16991.2,,,,,,743336.57,20057.04,72571.92,,,,,,,,,,,,,,265864.2,229532.77,,25441.0,,,,,188232.0,,,,,,,11930.0,8921.69,,,,257.25,,,,,,,,,1544.12,3691.53,8888.38
1.0,109426003.0,Otto-Eldred SD,McKean,2215136.38,1449799.46,,1949.22,6666.95,,,,,,,,,,319173.56,,26837.75,,,,,,,,,,,,,,195172.39,14179.95,,25192.3,,,,,95497.0,,,,,,,13430.0,25000.0,,,,11872.8,,,,,,,,,,,30365.0
1.0,109426303.0,Port Allegany SD,McKean,4125968.95,2318186.7,,3030.43,29628.18,,10577.3,,10577.5,,,,,,517684.99,,84742.26,,,,,,,,,,,,,,299324.74,184790.1,,27592.0,,338400.0,,,250665.0,,,,,,,,3893.0,,,,,,,,,,,,,,,46876.75
1.0,109427503.0,Smethport Area SD,McKean,5390860.31,3220204.4,,4102.09,97187.86,24177.89,11240.9,,11240.9,,,,,,581624.19,,370704.36,,,,,,,,,,,,,,327041.43,204785.46,,24042.15,,376000.0,,,134040.0,,,,,,,,,,,,,,,,,,,,,,,4468.68
1.0,104431304.0,Commodore Perry SD,Mercer,2776864.0,1926232.0,,2374.0,2819.0,,9145.0,,6822.0,,9776.0,,,,437398.0,,,,,,,,,,,,,,,,107582.0,140685.0,,16368.0,,,,,104064.0,,,,,,,,,,,,,,,,,,,,,,13415.0,184.0
1.0,104432503.0,Farrell Area SD,Mercer,5076162.0,2835440.0,,3569.0,44572.0,,2086.0,,1386.0,1622.0,12533.0,,,,345777.0,,,,,,,,,,,,,,,,396983.0,160188.0,,,,,,770263.0,238397.0,,,,,,54792.0,1275.0,1100.0,3579.0,,,40580.0,,,,,,,,,,,162020.0
1.0,104432803.0,Greenville Area SD,Mercer,8614024.48,5168470.08,,6651.77,,,16018.21,,16018.1,28415.2,,,,,965253.87,,158061.45,,,,,,,,,,,,,,456794.71,257551.17,,50671.25,,,933382.8,,256076.75,28565.16,,,,,,4778.0,50329.48,63700.0,,,89320.33,,,58847.71,,,,,,114.23,,5004.21
1.0,104432903.0,Grove City Area SD,Mercer,20592442.21,11238664.48,,13845.69,1901.39,,40730.58,,40730.5,,55747.95,,,,1948879.75,,265259.18,,,,,,,,,,,,,,354222.86,385464.27,,54216.12,341.34,,,,411024.22,56346.29,,,,,,11449.97,5790.0,20592.0,,,4282869.06,1301582.0,,,,,,,,44903.61,,57880.95
1.0,104433303.0,Hermitage SD,Mercer,20830822.85,16204217.53,,18393.1,,,43553.3,,43553.3,,60961.41,,,,2110671.61,,458654.15,,,,,,,,,,,,,,838332.03,478420.15,,41281.25,,,,,329601.38,,,,,,,3516.26,3910.39,76246.85,1695.0,,,,,28220.0,,,,,,86781.95,371.71,2441.48
1.0,104433604.0,Jamestown Area SD,Mercer,3776116.82,2739104.14,,3238.4,38087.22,,5585.17,,5585.15,,,,,,397852.62,,97269.38,,,,,,,,,,,,,,237918.11,118364.05,,,,,,,67779.79,,,,,,,,6665.09,,,,,,,,,,,,,41665.71,,17001.99
1.0,104433903.0,Lakeview SD,Mercer,6097205.85,4074977.83,,5230.51,,,20738.2,,21079.2,2209.33,,,,,956182.95,,176383.58,,,,,,,,,,,,,,238882.25,258726.8,,29578.07,,,,,160738.54,,,,,,,5877.3,300.0,5309.5,,,20894.19,,,,,,,,,76830.71,,43266.89
1.0,104435003.0,Mercer Area SD,Mercer,8272950.01,5621519.17,,6847.2,218.85,,21856.1,,21856.1,,23703.46,,,,1078493.62,,123630.16,,,,,,,,,,,,,,335835.94,67057.59,,25419.76,,,,299779.77,273883.63,,,,,,73360.0,5825.79,1100.0,,,,30725.46,,,9582.65,,2500.0,,,,111234.8,,138519.96
1.0,104435303.0,Reynolds SD,Mercer,7431195.87,5179210.33,,6036.33,4229.37,,24278.1,,24278.1,,14385.59,,,,892334.57,,110236.23,,,,,,,,,,,,,,352404.46,82506.84,,24817.0,,,,486768.57,191773.26,4566.63,,,,,,500.0,67.67,,,,21550.0,,,,,,,,,,,11252.82
1.0,104435603.0,Sharon City SD,Mercer,11787248.98,6803679.25,,8738.22,13838.69,,20016.51,,40639.59,,23041.3,,,,1011701.02,,179469.44,,,,,,,,,,,,,,994681.82,88221.81,,,,,,1752865.02,688327.79,,,,,,,1947.09,1500.0,8947.17,,,,,,,,,,,3020.0,114951.52,,31662.74
1.0,104435703.0,Sharpsville Area SD,Mercer,6789193.38,4710305.18,,5882.11,6109.6,,18100.86,,18100.85,26993.9,,,,,916611.47,,74424.16,,,,,,,,,,,,,,335893.43,141349.25,,43060.75,,,11644.25,,200676.7,,,,,,,12820.0,1000.0,35449.0,,,212426.74,,,,,,,,,14357.13,,3988.0
1.0,104437503.0,West Middlesex Area SD,Mercer,6389936.88,4621819.7,,5394.64,,,23383.86,,4691.68,,19495.79,,,,816958.53,,,,,,,,,,,,,,,,256889.14,99195.97,,18751.0,,,,,182138.58,,,,,,,,16655.33,14390.39,,,65833.82,,,,,189158.91,,,,31030.86,,24148.68
1.0,111444602.0,Mifflin County SD,Mifflin,38869306.78,25652356.25,36313.66,34097.25,134789.76,,101643.0,,101621.0,,81196.05,,,,8366795.68,,672904.94,,,,,,,,,,,,,,1507987.81,1026570.61,,61538.0,,,,,827983.7,,,,,,,7781.66,5816.96,,10050.0,,22949.58,,,,17157.31,28229.0,30292.82,,,,,141231.74
1.0,120452003.0,East Stroudsburg Area SD,Monroe,114151815.61,92464149.54,123922.04,104596.91,123527.69,,,,,,90111.14,,,,4791658.57,,1729041.17,,,,,,,,,,,,,,9949177.87,2740058.43,,27150.01,,,,6440.0,1049422.59,306434.76,,,,,,56918.22,,,,,307269.55,,,,,,,,176553.95,24241.05,,81142.12
1.0,120455203.0,Pleasant Valley SD,Monroe,59593518.17,47660518.19,178533.29,51357.6,6852.86,,,,,,,,,,4092236.4,,912664.15,,,,,,,,,,,,,,3019641.79,1984673.65,,37418.32,,,,,695905.62,139275.0,,,,,,336625.58,125930.58,,50.0,,44529.14,,,150.0,,,,156156.4,,131219.35,18675.6,1104.65
1.0,120455403.0,Pocono Mountain SD,Monroe,147707818.34,121636099.42,433920.56,133840.49,157704.94,,,,,,,,,,6848393.08,,3688885.99,,,,,,,,,,,,,,9417440.75,2852672.62,,41038.46,,,4050.0,10000.0,1522623.83,240675.7,,,,,,7830.0,155100.0,,,,263427.28,,,,,13008.43,,,,100869.22,171145.8,9091.77
1.0,120456003.0,Stroudsburg Area SD,Monroe,82284160.5,68860820.18,99031.25,73371.27,50466.58,,,,,,84412.98,,,,4229247.6,,1396782.31,,,,,,,,,,,,,,4535485.81,1998395.62,,37615.42,,,,,721691.98,,,,,,,53295.68,54782.63,,8989.32,,,,,,,,,,,37837.65,9817.02,32117.2
1.0,123460302.0,Abington SD,Montgomery,126973792.64,110403584.1,241645.49,113276.14,48869.76,,,,,,,,,,9476914.82,,1871193.22,,,,,,,,,,,,,,1425959.47,1474710.36,,,,,,,1682556.4,64697.2,,,,,,82603.86,65500.0,21481.32,,,,,,,,,,,,,800.5,
1.0,123460504.0,Bryn Athyn SD,Montgomery,123517.0,,,,,,,,,,,,,,91829.0,,,,,,,,,,,,,,,,,31688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,123461302.0,Cheltenham SD,Montgomery,104454969.0,91770332.0,484859.0,92562.0,,,,,,,67700.0,,,,4622956.0,,1242021.0,,,,544951.0,,,,,,,,,,2041625.0,2353230.0,,73867.0,,,,,832485.0,,,,,,,75135.0,,,1500.0,,,,,,,,,,,,,251746.0
1.0,123461602.0,Colonial SD,Montgomery,124610208.89,98190584.18,1843236.67,106362.61,259744.84,,,,,,,,,,12119428.56,,3360097.12,193843.32,,,,,,,,,,,,,1721102.66,2730596.87,,78521.94,,,,,992349.75,84124.5,,,,,,452401.09,121218.5,,,44392.84,2030935.73,,,,,,,,,84309.94,928.05,196029.72
1.0,123463603.0,Hatboro-Horsham SD,Montgomery,95531510.8,78807130.1,812045.9,82374.7,2156.0,,,,,,,,,,7525038.3,,2644601.2,,,,,,,,,,,,,,1955630.3,2214637.6,,32437.0,,,,,862337.0,143884.3,,,,,,47558.0,4500.0,,,,,,,59378.3,,,,16078.0,,272420.0,6066.9,43237.2
1.0,123463803.0,Jenkintown SD,Montgomery,14812339.44,11665926.52,743.0,12995.54,,,,,,,30152.25,,,,1681919.97,,172615.34,,,,64929.31,,,,,,,,,,936441.94,114674.13,,6902.5,,,,,106662.9,,,,,,,6837.5,2147.52,,,,,,,,,,,,,6209.92,,3181.1
1.0,123464502.0,Lower Merion SD,Montgomery,257877522.62,241463707.86,847609.61,234314.61,,,,,,,250156.77,,,,,,4527594.12,,,,,,,,,,,,,,2749883.79,4738950.85,,39623.25,,,,,1645428.97,,,,,,,186825.92,2184.5,,112996.65,,,,,,,,,,60507.0,33428.41,,984310.31
1.0,123464603.0,Lower Moreland Township SD,Montgomery,45497620.4,40161823.0,203461.0,41328.73,,,,,,,,,,,2449099.34,,632936.27,,,,,,,,,,,,,,411118.55,895456.66,,,,,,,349650.39,,,,,,,55400.0,,,,24173.92,,,,248128.56,,,,,19958.0,,4717.0,368.98
1.0,123465303.0,Methacton SD,Montgomery,97231285.81,79860387.14,1215271.92,84826.12,62651.95,,,,,120019.66,,,,,8971299.85,,1548226.54,10811.4,,,,,,,,,,,,,1383523.93,1614963.63,,440432.22,,,,8250.0,868259.02,128671.64,,,,,,129154.36,201789.65,,24945.36,137326.43,303275.0,,,,,7660.0,,,,72411.24,20203.09,16925.66
1.0,123465602.0,Norristown Area SD,Montgomery,125258124.07,102245646.1,,112679.29,63342.48,,85550.14,,85550.12,,,,,,9065841.19,,2305780.88,,,,,,,,,,,,,,5707541.15,3680183.88,,1360.0,,,,613.32,1629431.91,,,,60170.4,,,100390.1,,,,,62770.38,,,,,,,,,,,51272.73
1.0,123465702.0,North Penn SD,Montgomery,235886456.56,195825648.49,1175443.53,204839.06,349.35,,,,,,,,,,20847363.97,,5393368.27,,,,,,,,,,,,,,2184500.37,6063007.53,,391496.9,,,,,2395664.7,373943.06,,,,,,156948.81,250.0,2894.42,,,76657.51,,,,4495.0,,,,,161034.92,20316.38,608234.29
1.0,123466103.0,Perkiomen Valley SD,Montgomery,94730569.82,72117699.65,431112.64,84204.47,275444.0,,,,,,,,,,16150325.59,,1194280.62,,,,,,,,,,,,,,743639.28,1595472.38,,280223.84,,,,,862631.05,207490.3,,,237205.0,,,136629.38,,,680.0,340901.53,,,,,,,,,,,59844.42,12785.67
1.0,123466303.0,Pottsgrove SD,Montgomery,48534527.0,38965535.0,263263.0,42400.0,,,54725.0,,54725.0,,32705.0,,,,3820874.0,,1250254.0,,,,593594.0,,,,,,,,,,708569.0,1344605.0,,68801.0,,,,592.0,642765.0,114991.0,,,,,,29453.0,41663.0,,25.0,,,,,,129855.0,,,,,224887.0,,150246.0
1.0,123466403.0,Pottstown SD,Montgomery,36725541.09,28717381.32,335864.43,32711.26,28156.23,,30159.62,,30159.61,,44011.42,,,,2832671.81,174567.06,835941.63,,,,,,,,,,,,,,1169257.13,577834.28,,19856.66,,,,5163.0,858685.65,180148.38,,,,,,206429.37,25103.29,41674.65,,,121486.35,,,,11807.41,,,,,42310.31,,404160.22
1.0,123467103.0,Souderton Area SD,Montgomery,106151505.09,87297891.29,561416.69,93570.57,350498.76,,140788.8,,140788.8,,,,,,10144361.28,,1716847.43,,,,,,,,,,,,,,975388.53,1614080.75,,592655.19,,,,,1237713.19,,,,200.09,,,151465.96,39284.37,,110.0,84977.0,19899.6,,,,18276.66,42476.28,,,556453.5,7548.62,41643.62,323168.11
1.0,123467203.0,Springfield Township SD,Montgomery,53067547.02,44881622.4,335831.51,45779.74,,,,,,,,,,,4168139.17,,978303.61,,,,,,,,,,,,,,916790.85,1012536.64,,55816.29,,,,,538792.59,,,,,,,91178.0,8306.79,,,,,,,,,,,,2665.0,21051.42,5873.14,4859.87
1.0,123467303.0,Spring-Ford Area SD,Montgomery,146138253.86,118161559.78,1949473.89,123156.21,1750583.44,,,,,,174033.18,,,,13715269.97,,3146002.15,,,,,,,,,,,,,,1570427.84,2594336.9,,386651.32,17926.77,,,9820.01,1886493.91,,,,,,,193140.0,2020.0,,,,105153.67,,,,,,,,,73413.48,206004.05,72787.29
1.0,123468303.0,Upper Dublin SD,Montgomery,95783041.75,81926406.78,1191624.75,82035.92,,,,,,,,,,,7218259.48,,1229598.23,,,,,,,,,,,,,,443278.0,1983013.81,,166295.07,,,,2176.0,741380.34,57427.75,,,,,,53515.0,648850.34,,,,,,,,,,12650.0,,4925.0,9763.18,,11842.1
1.0,123468402.0,Upper Merion Area SD,Montgomery,104097904.63,94938584.16,635229.72,95458.06,121192.46,,,,,,380987.75,,,,,,3150886.96,309832.54,,,,,,,,,,,,,727383.34,2011103.54,,21436.0,,,,,809737.65,170872.45,,,,,,297602.95,,,1575.0,,,,,,,,,,,76138.99,60222.01,289661.05
1.0,123468503.0,Upper Moreland Township SD,Montgomery,57705758.6,50314891.8,47153.46,51744.6,50000.0,,,,,,,,,,4096021.71,,577266.63,,,,,,,,,,,,,,586887.16,849048.03,,97784.0,,,,,605839.26,,,,,,,137555.26,,,,,,,,,,17597.67,,,,109407.3,19993.29,144568.43
1.0,123468603.0,Upper Perkiomen SD,Montgomery,47369126.52,39042545.48,291041.86,42715.05,27.48,,66277.35,,66277.35,,,,,,4394661.85,,684142.71,,,,,,,,,,,,,,580322.5,860229.0,,82193.99,,,,407.8,524528.6,119122.51,,,,,,52362.5,81535.18,,9900.0,,,,,,94419.55,,,,,330277.91,7701.82,38436.03
1.0,123469303.0,Wissahickon SD,Montgomery,96316438.08,78363784.81,426901.62,85427.89,,,,,,,,,,,11232352.28,,2091214.84,,,,,,,,,,,,,,640025.37,1838785.04,,158318.08,,,,958914.09,21949.79,,,,,,,99564.18,113232.1,,11368.0,,122422.29,,,,,,,,140497.5,,,11680.2
1.0,116471803.0,Danville Area SD,Montour,25553517.15,14574814.17,29555.91,21541.11,18886.05,,,,,,,,,,8209259.89,,490414.35,,,,,,,,,,,,,,75914.92,108183.12,,96209.2,,,,,513071.07,,,,,,,1800.0,1106056.72,,,,152667.68,,,,,,,36400.0,,10117.62,4743.66,103881.68
1.0,120480803.0,Bangor Area SD,Northampton,37845970.08,28932101.94,47498.73,34824.71,57.92,,,,,,23397.37,,,,4959690.78,,637127.29,,,,,,,,,,,,,,1395026.25,1151215.39,,56386.72,,,,,418059.87,,,,,,,2300.0,8998.74,,,,,,,,,,,,,76710.14,,102574.23
1.0,120481002.0,Bethlehem Area SD,Northampton,227157551.03,180636308.14,2118066.19,200034.86,1061515.69,,257908.37,,257908.37,,357343.88,,,,19208729.06,,4174262.11,,,,5176481.68,,,,,,,,,,3965408.08,5358847.04,,176266.07,,,,,2119788.19,462694.95,,,,,56727.84,386922.23,558818.9,,900.0,,318641.93,,,,,,,233.9,3500.0,92376.39,,207867.16
1.0,120483302.0,Easton Area SD,Northampton,128584896.0,106092826.64,1114249.69,112684.04,,,,,,,,,,,10795426.17,,2776959.48,,,,,,,,,,,,,,2763716.06,2338043.0,,178848.05,,,,,1258339.14,332537.62,,,,,,171770.77,,63580.64,,,,,,,,,,,,216703.0,,369211.7
1.0,120484803.0,Nazareth Area SD,Northampton,76820812.07,60933747.13,1285350.89,67565.73,2898.89,,,,,,,,,,9051245.36,,1251629.62,,,,,,,,,,,,,,1255666.15,1758309.38,,170733.29,,,,,531101.11,,,,,,,87114.81,234948.25,10062.86,3150.0,,9164.72,,,,,,,,51515.17,73209.88,,43398.83
