Ctgy,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,129547603.0,Tamaqua Area SD,Schuylkill,39146881.6,15449242.47,676157.74,16125400.21,0.4119,12608806.74,0.3221,395104.05,0.0101,10017570.6,0.2559
1.0,129547803.0,Tri-Valley SD,Schuylkill,13461843.57,5448973.6000000015,384484.20999999996,5833457.81,0.4333,7302034.78,0.5424,201350.98,0.015,125000.0,0.0093
1.0,129548803.0,Williams Valley SD,Schuylkill,16598787.96,4081924.74,608999.7899999999,4690924.53,0.2826,10980430.22,0.6615,277012.06,0.0167,650421.15,0.0392
1.0,116555003.0,Midd-West SD,Snyder,36386297.52,17414222.25,774897.0700000001,18189119.32,0.4999,16983025.22,0.4667,1214152.98,0.0334,,0.0
1.0,116557103.0,Selinsgrove Area SD,Snyder,42242282.13,24518333.43,1114827.32,25633160.75,0.6068,15444577.46,0.3656,1163587.02,0.0275,956.9,0.0
1.0,108561003.0,Berlin Brothersvalley SD,Somerset,11872085.22,3325291.46,307213.01,3632504.47,0.306,7981768.88,0.6723,257811.87,0.0217,,0.0
1.0,108561803.0,Conemaugh Township Area SD,Somerset,14655085.55,3806117.0600000005,496773.7700000001,4302890.83,0.2936,10090066.26,0.6885,262128.46,0.0179,,0.0
1.0,108565203.0,Meyersdale Area SD,Somerset,14476491.65,2811775.84,286846.73,3098622.57,0.214,10932884.45,0.7552,440217.83,0.0304,4766.8,0.0003
1.0,108565503.0,North Star SD,Somerset,18809656.81,5192150.52,604459.4199999999,5796609.94,0.3082,12527049.71,0.666,485997.16,0.0258,,0.0
1.0,108566303.0,Rockwood Area SD,Somerset,11234083.45,5546176.14,176613.06,5722789.2,0.5094,5334559.95,0.4749,176734.3,0.0157,,0.0
1.0,108567004.0,Salisbury-Elk Lick SD,Somerset,4757033.46,1213984.5899999999,123816.68999999999,1337801.28,0.2812,2978373.26,0.6261,440858.92,0.0927,,0.0
1.0,108567204.0,Shade-Central City SD,Somerset,8842571.02,2241221.86,308108.48,2549330.34,0.2883,6043968.36,0.6835,249272.32,0.0282,,0.0
1.0,108567404.0,Shanksville-Stonycreek SD,Somerset,6915476.13,3873497.650000001,153379.31,4026876.96,0.5823,2725900.99,0.3942,162698.18,0.0235,,0.0
1.0,108567703.0,Somerset Area SD,Somerset,37327132.38,20779260.860000003,1085043.42,21864304.28,0.5857,14568016.44,0.3903,894811.66,0.024,,0.0
1.0,108568404.0,Turkeyfoot Valley Area SD,Somerset,5528826.68,1678216.37,114026.86,1792243.23,0.3242,3543765.63,0.641,192817.82,0.0349,,0.0
1.0,108569103.0,Windber Area SD,Somerset,17740764.29,3833781.71,481521.53,4315303.24,0.2432,12933297.81,0.729,482341.24,0.0272,9822.0,0.0006
1.0,117576303.0,Sullivan County SD,Sullivan,14582119.17,8951462.879999999,217245.57999999996,9168708.46,0.6288,5229692.43,0.3586,183718.28,0.0126,,0.0
1.0,119581003.0,Blue Ridge SD,Susquehanna,18353075.69,6200088.88,957285.2100000001,7157374.09,0.39,10827058.93,0.5899,368642.67,0.0201,,0.0
1.0,119582503.0,Elk Lake SD,Susquehanna,20016356.3,6815712.629999999,1367957.28,8183669.91,0.4088,11469583.25,0.573,363103.14,0.0181,,0.0
1.0,119583003.0,Forest City Regional SD,Susquehanna,14263212.46,6528650.87,369593.55,6898244.42,0.4836,6909727.31,0.4844,455240.73,0.0319,,0.0
1.0,119584503.0,Montrose Area SD,Susquehanna,26420529.93,10797738.459999999,1187025.76,11984764.22,0.4536,13887543.58,0.5256,547922.13,0.0207,300.0,0.0
1.0,119584603.0,Mountain View SD,Susquehanna,19768982.4,8503608.45,618908.2899999999,9122516.74,0.4615,10250366.52,0.5185,396099.14,0.02,,0.0
1.0,119586503.0,Susquehanna Community SD,Susquehanna,15509450.16,3958482.3499999996,293810.19,4252292.54,0.2742,10926805.59,0.7045,330352.03,0.0213,,0.0
1.0,117596003.0,Northern Tioga SD,Tioga,33604774.67,11424759.510000002,671473.22,12096232.73,0.36,20591994.93,0.6128,916547.01,0.0273,,0.0
1.0,117597003.0,Southern Tioga SD,Tioga,31502491.08,14155863.0,985944.0,15141807.0,0.4807,15829071.0,0.5025,531613.08,0.0169,,0.0
1.0,117598503.0,Wellsboro Area SD,Tioga,25524438.99,13654882.3,660216.26,14315098.56,0.5608,10687518.71,0.4187,521821.72,0.0204,,0.0
1.0,116604003.0,Lewisburg Area SD,Union,34778784.9,24048907.57,1083808.88,25132716.45,0.7226,8912645.17,0.2563,661639.28,0.019,71784.0,0.0021
1.0,116605003.0,Mifflinburg Area SD,Union,31149778.1,15467271.78,946052.4899999999,16413324.27,0.5269,14095133.9,0.4525,583297.43,0.0187,58022.5,0.0019
1.0,106611303.0,Cranberry Area SD,Venango,18738806.04,6801916.109999999,382104.22000000003,7184020.33,0.3834,11327547.51,0.6045,227238.2,0.0121,,0.0
1.0,106612203.0,Franklin Area SD,Venango,33160401.98,11294508.229999999,1386228.7099999997,12680736.94,0.3824,19625139.63,0.5918,837034.11,0.0252,17491.3,0.0005
1.0,106616203.0,Oil City Area SD,Venango,30803698.72,6372839.159999999,451870.20999999996,6824709.37,0.2216,22415933.01,0.7277,1459375.94,0.0474,103680.4,0.0034
1.0,106617203.0,Titusville Area SD,Venango,32570756.44,7845038.339999999,990323.11,8835361.45,0.2713,22196069.32,0.6815,1118098.17,0.0343,421227.5,0.0129
1.0,106618603.0,Valley Grove SD,Venango,13801164.22,3073051.0899999994,331870.65,3404921.74,0.2467,10051390.35,0.7283,285442.13,0.0207,59410.0,0.0043
1.0,105628302.0,Warren County SD,Warren,77990368.78,25872467.560000002,2147079.34,28019546.9,0.3593,45534519.96,0.5838,4423731.32,0.0567,12570.6,0.0002
1.0,101630504.0,Avella Area SD,Washington,10668553.31,3121942.8699999996,287571.17,3409514.04,0.3196,6591860.1,0.6179,167766.47,0.0157,499412.7,0.0468
1.0,101630903.0,Bentworth SD,Washington,18391449.79,6481504.840000001,1190149.5699999998,7671654.41,0.4171,10353517.18,0.563,366278.2,0.0199,,0.0
1.0,101631003.0,Bethlehem-Center SD,Washington,19688861.49,4593968.41,579478.1299999999,5173446.54,0.2628,14164847.1,0.7194,350567.85,0.0178,,0.0
1.0,101631203.0,Burgettstown Area SD,Washington,22349548.06,7869503.180000001,742845.7100000001,8612348.89,0.3853,10884645.37,0.487,277166.01,0.0124,2575387.79,0.1152
1.0,101631503.0,California Area SD,Washington,16284831.16,4943801.199999999,989802.38,5933603.58,0.3644,10130718.66,0.6221,220408.92,0.0135,100.0,0.0
1.0,101631703.0,Canon-McMillan SD,Washington,83878596.39,56237846.36,2909864.47,59147710.83,0.7052,23394509.88,0.2789,669863.62,0.008,666512.06,0.0079
1.0,101631803.0,Charleroi SD,Washington,24898437.0,8986121.46,837177.54,9823299.0,0.3945,14379539.0,0.5775,695599.0,0.0279,,0.0
1.0,101631903.0,Chartiers-Houston SD,Washington,19041960.56,10512055.95,346791.66000000003,10858847.61,0.5703,7986327.43,0.4194,196785.52,0.0103,,0.0
1.0,101632403.0,Fort Cherry SD,Washington,18031565.88,7241275.200000001,436417.38999999996,7677692.59,0.4258,10121784.5,0.5613,232088.79,0.0129,,0.0
1.0,101633903.0,McGuffey SD,Washington,31975868.17,13702735.93,927756.87,14630492.8,0.4575,16978691.76,0.531,366683.61,0.0115,,0.0
1.0,101636503.0,Peters Township SD,Washington,64361141.6,47556406.00000001,1360692.1700000002,48917098.17,0.76,15171170.72,0.2357,271929.71,0.0042,943.0,0.0
1.0,101637002.0,Ringgold SD,Washington,46366870.2,21127145.75,1140245.78,22267391.53,0.4802,23159271.82,0.4995,940206.85,0.0203,,0.0
1.0,101638003.0,Trinity Area SD,Washington,59473397.74,34381787.71,1610972.31,35992760.02,0.6052,22037525.86,0.3705,1439157.58,0.0242,3954.28,0.0001
1.0,101638803.0,Washington SD,Washington,28367493.95,10427077.299999999,788723.9299999999,11215801.23,0.3954,14766741.61,0.5206,1313557.06,0.0463,1071394.05,0.0378
1.0,119648703.0,Wayne Highlands SD,Wayne,55059821.93,33130454.55000001,2114413.57,35244868.12,0.6401,18467333.46,0.3354,1347620.35,0.0245,,0.0
1.0,119648903.0,Western Wayne SD,Wayne,48770680.4,26512448.130000003,1369669.5500000003,27882117.68,0.5717,15815198.28,0.3243,819291.69,0.0168,4254072.75,0.0872
1.0,107650603.0,Belle Vernon Area SD,Westmoreland,37808966.84,18593457.71,798294.1100000001,19391751.82,0.5129,17618074.05,0.466,793760.17,0.021,5380.8,0.0001
1.0,107650703.0,Burrell SD,Westmoreland,28937729.72,16238288.900000002,705490.61,16943779.51,0.5855,11742201.81,0.4058,251748.4,0.0087,,0.0
1.0,107651603.0,Derry Area SD,Westmoreland,34560032.31,12590003.89,1097992.7100000002,13687996.6,0.3961,19977722.98,0.5781,894312.73,0.0259,,0.0
1.0,107652603.0,Franklin Regional SD,Westmoreland,55805826.64,37768273.17999999,1192338.9799999997,38960612.16,0.6981,16439490.62,0.2946,359772.75,0.0064,45951.11,0.0008
1.0,107653102.0,Greater Latrobe SD,Westmoreland,69591624.08,33077402.049999997,1936119.6800000002,35013521.73,0.5031,20666030.35,0.297,791512.99,0.0114,13120559.01,0.1885
1.0,107653203.0,Greensburg Salem SD,Westmoreland,45235617.01,23753599.41,1161949.63,24915549.04,0.5508,19211327.75,0.4247,1108740.22,0.0245,,0.0
1.0,107653802.0,Hempfield Area SD,Westmoreland,118725050.0,57844191.0,2137987.0,59982178.0,0.5052,33192512.0,0.2796,2674368.0,0.0225,22875992.0,0.1927
1.0,107654103.0,Jeannette City SD,Westmoreland,18992290.59,5082796.010000001,419434.36,5502230.37,0.2897,12732690.02,0.6704,722730.46,0.0381,34639.74,0.0018
1.0,107654403.0,Kiski Area SD,Westmoreland,57840178.91,24989138.470000006,1582963.15,26572101.62,0.4594,29590831.62,0.5116,1574872.92,0.0272,102372.75,0.0018
1.0,107654903.0,Ligonier Valley SD,Westmoreland,29477783.48,16863623.490000006,926672.5700000001,17790296.06,0.6035,11251541.81,0.3817,435945.61,0.0148,,0.0
1.0,107655803.0,Monessen City SD,Westmoreland,16182651.55,4322895.07,887315.03,5210210.1,0.322,10524637.39,0.6504,447804.06,0.0277,,0.0
1.0,107655903.0,Mount Pleasant Area SD,Westmoreland,34014897.43,15849585.220000004,1046003.86,16895589.08,0.4967,16407563.57,0.4824,553228.78,0.0163,158516.0,0.0047
1.0,107656303.0,New Kensington-Arnold SD,Westmoreland,38059283.04,11195500.690000001,774799.73,11970300.42,0.3145,21785115.48,0.5724,1932958.61,0.0508,2370908.53,0.0623
1.0,107656502.0,Norwin SD,Westmoreland,70032836.11,38045590.07,1403876.2199999997,39449466.29,0.5633,29745261.8,0.4247,837130.72,0.012,977.3,0.0
1.0,107657103.0,Penn-Trafford SD,Westmoreland,55705175.76,28931001.3,898999.3,29830000.6,0.5355,25224354.27,0.4528,432976.0,0.0078,217844.89,0.0039
1.0,107657503.0,Southmoreland SD,Westmoreland,29494014.81,10867991.319999998,898029.08,11766020.4,0.3989,17176149.57,0.5824,551814.84,0.0187,30.0,0.0
1.0,107658903.0,Yough SD,Westmoreland,32810273.47,13615792.500000002,885861.96,14501654.46,0.442,17699499.45,0.5394,609119.56,0.0186,,0.0
1.0,119665003.0,Lackawanna Trail SD,Wyoming,21786842.0,9869221.0,568970.0,10438191.0,0.4791,10756555.0,0.4937,459250.0,0.0211,132846.0,0.0061
1.0,118667503.0,Tunkhannock Area SD,Wyoming,47466064.62,24032819.669999998,735519.65,24768339.32,0.5218,21829151.43,0.4599,868573.87,0.0183,,0.0
1.0,112671303.0,Central York SD,York,88821313.5,62806340.07000001,2408187.98,65214528.05,0.7342,22667020.21,0.2552,939765.24,0.0106,,0.0
1.0,112671603.0,Dallastown Area SD,York,105714531.4,75515512.4,2499758.8600000003,78015271.26,0.738,26712265.6,0.2527,986994.54,0.0093,,0.0
1.0,112671803.0,Dover Area SD,York,61714512.29,34807611.599999994,1545597.9700000002,36353209.57,0.5891,24312796.21,0.394,1048506.51,0.017,,0.0
1.0,112672203.0,Eastern York SD,York,46574336.6,28758497.660000004,910943.7500000001,29669441.41,0.637,16092167.19,0.3455,812728.0,0.0175,,0.0
1.0,112672803.0,Hanover Public SD,York,43471253.0,23039683.0,1201674.0,24241357.0,0.5576,8377075.0,0.1927,857821.0,0.0197,9995000.0,0.2299
1.0,112674403.0,Northeastern York SD,York,68859687.48,42895682.81,1296826.03,44192508.84,0.6418,23629314.51,0.3432,1037864.13,0.0151,,0.0
1.0,115674603.0,Northern York County SD,York,46759083.58,28921580.130000003,1323083.3,30244663.43,0.6468,16130350.51,0.345,381066.94,0.0081,3002.7,0.0001
1.0,112675503.0,Red Lion Area SD,York,87785348.0,50773159.0,2702909.0,53476068.0,0.6092,33113259.0,0.3772,1196021.0,0.0136,,0.0
1.0,112676203.0,South Eastern SD,York,53526092.7,32953704.43,1211549.0799999998,34165253.51,0.6383,18789926.53,0.351,553950.66,0.0103,16962.0,0.0003
1.0,112676403.0,South Western SD,York,67265617.33,43044803.839999996,1940685.3699999996,44985489.21,0.6688,21661633.07,0.322,618495.05,0.0092,,0.0
1.0,112676503.0,Southern York County SD,York,55091045.5,35426681.379999995,1452098.5399999998,36878779.92,0.6694,17618043.59,0.3198,386797.99,0.007,207424.0,0.0038
1.0,112676703.0,Spring Grove Area SD,York,71036631.81,41904998.50999999,1399670.5699999998,43304669.08,0.6096,23115706.27,0.3254,680256.46,0.0096,3936000.0,0.0554
1.0,115219002.0,West Shore SD,York,116980519.63,80662963.77000001,2640547.1700000004,83303510.94,0.7121,31907150.2,0.2728,1511071.48,0.0129,258787.01,0.0022
1.0,112678503.0,West York Area SD,York,57911049.0,39570445.0,2314206.0,41884651.0,0.7233,15324692.0,0.2646,694206.0,0.012,7500.0,0.0001
1.0,112679002.0,York City SD,York,141223635.04,34364660.78,3155632.7399999998,37520293.52,0.2657,93915188.57,0.665,9552290.68,0.0676,235862.27,0.0017
1.0,112679403.0,York Suburban SD,York,55943667.25,44030070.36,1312583.83,45342654.19,0.8105,10118351.87,0.1809,480941.19,0.0086,1720.0,0.0
3.0,103020407.0,A W Beattie Career Center,Allegheny,9342414.42,0.0,7837643.799999999,7837643.8,0.8389,1234349.62,0.1321,270421.0,0.0289,,0.0
3.0,103023807.0,Forbes Road CTC,Allegheny,6202228.5,0.0,4582639.869999999,4582639.87,0.7389,1181552.63,0.1905,438036.0,0.0706,,0.0
3.0,103027307.0,Parkway West CTC,Allegheny,6957141.0,0.0,5634610.0,5634610.0,0.8099,997406.0,0.1434,325125.0,0.0467,,0.0
3.0,103028807.0,Steel Center for Career and Technical Education,Allegheny,6227095.0,0.0,4713498.0,4713498.0,0.7569,1217078.0,0.1954,296519.0,0.0476,,0.0
3.0,128034607.0,Lenape Tech,Armstrong,8754242.93,0.0,7215966.24,7215966.24,0.8243,1406140.69,0.1606,132136.0,0.0151,,0.0
3.0,127041307.0,Beaver County CTC,Beaver,5936369.0,0.0,4378896.0,4378896.0,0.7376,1213749.0,0.2045,343724.0,0.0579,,0.0
3.0,108051307.0,Bedford County Technical Center,Bedford,1904592.69,0.0,1299201.55,1299201.55,0.6821,531880.14,0.2793,73511.0,0.0386,,0.0
3.0,114060557.0,Berks CTC,Berks,16684637.51,0.0,13312122.7,13312122.7,0.7979,2862203.15,0.1715,475708.0,0.0285,34603.66,0.0021
3.0,114067107.0,Reading Muhlenberg CTC,Berks,9395672.01,0.0,6439410.2,6439410.2,0.6854,2397065.34,0.2551,515961.0,0.0549,43235.47,0.0046
3.0,108070607.0,Greater Altoona CTC,Blair,8793419.48,0.0,6433323.670000001,6433323.67,0.7316,1994639.82,0.2268,357804.0,0.0407,7651.99,0.0009
3.0,117080607.0,Northern Tier Career Center,Bradford,4401976.62,0.0,3457520.53,3457520.53,0.7854,810104.43,0.184,134351.66,0.0305,,0.0
3.0,122091457.0,Bucks County Technical High School,Bucks,25765813.0,0.0,20984753.0,20984753.0,0.8144,3917212.0,0.152,863848.0,0.0335,,0.0
3.0,122097007.0,Middle Bucks Institute of Technology,Bucks,11336307.93,0.0,9676971.06,9676971.06,0.8536,1391615.87,0.1228,267721.0,0.0236,,0.0
3.0,122099007.0,Upper Bucks County Technical School,Bucks,9150449.76,0.0,7749538.580000001,7749538.58,0.8469,1284419.53,0.1404,115783.0,0.0127,708.65,0.0001
3.0,104101307.0,Butler County AVTS,Butler,5048849.0,0.0,3642296.0,3642296.0,0.7214,1144678.0,0.2267,260938.0,0.0517,937.0,0.0002
3.0,108110307.0,Admiral Peary AVTS,Cambria,3340274.5,0.0,2423993.0300000003,2423993.03,0.7257,807404.47,0.2417,108877.0,0.0326,,0.0
3.0,108112607.0,Greater Johnstown CTC,Cambria,6185781.0,0.0,4842547.0,4842547.0,0.7829,1240369.0,0.2005,102865.0,0.0166,,0.0
3.0,121131507.0,Carbon Career & Technical Institute,Carbon,7807310.49,0.0,6520371.0,6520371.0,0.8352,1120376.54,0.1435,166562.95,0.0213,,0.0
3.0,110141607.0,Central PA Institute of Science & Technology,Centre,8330676.8,0.0,6672621.11,6672621.11,0.801,1453203.69,0.1744,204852.0,0.0246,,0.0
3.0,124151607.0,Chester County Technical College HS,Chester,35645726.0,0.0,30709316.0,30709316.0,0.8615,3711518.0,0.1041,1224892.0,0.0344,,0.0
3.0,106161357.0,Clarion County Career Center,Clarion,3223767.3,0.0,1913056.91,1913056.91,0.5934,774987.36,0.2404,535723.03,0.1662,,0.0
3.0,110171607.0,Clearfield County CTC,Clearfield,10384855.35,0.0,4116677.2199999997,4116677.22,0.3964,999445.13,0.0962,272137.0,0.0262,4996596.0,0.4811
3.0,116191757.0,Columbia-Montour AVTS,Columbia,8442943.0,0.0,6954686.0,6954686.0,0.8237,1329424.0,0.1575,158833.0,0.0188,,0.0
3.0,105201407.0,Crawford County CTC,Crawford,6253538.27,0.0,4644618.369999999,4644618.37,0.7427,1134930.9,0.1815,473989.0,0.0758,,0.0
3.0,115211657.0,Cumberland Perry AVTS,Cumberland,7977554.25,0.0,6264203.95,6264203.95,0.7852,1291962.32,0.1619,414787.5,0.052,6600.48,0.0008
3.0,115221607.0,Dauphin County Technical School,Dauphin,19692754.19,0.0,16387665.41,16387665.41,0.8322,2680895.18,0.1361,622622.13,0.0316,1571.47,0.0001
3.0,125232407.0,Delaware County Technical High School,Delaware,15074165.0,0.0,12038699.0,12038699.0,0.7986,2079658.0,0.138,955808.0,0.0634,,0.0
3.0,105252807.0,Erie County Technical School,Erie,6819354.65,0.0,5233427.23,5233427.23,0.7674,1278480.46,0.1875,307446.96,0.0451,,0.0
3.0,101266007.0,Connellsville Area Career & Technical Center,Fayette,3834750.44,0.0,2729337.4899999998,2729337.49,0.7117,1005669.95,0.2623,99743.0,0.026,,0.0
3.0,101262507.0,Fayette County Career & Technical Institute,Fayette,7597860.72,0.0,4457959.32,4457959.32,0.5867,1513239.65,0.1992,1538226.59,0.2025,88435.16,0.0116
3.0,112282307.0,Franklin County CTC,Franklin,8317952.42,0.0,6502434.9399999995,6502434.94,0.7817,1404370.13,0.1688,314177.0,0.0378,96970.35,0.0117
3.0,111292507.0,Fulton County AVTS,Fulton,967347.0,0.0,705179.0,705179.0,0.729,232304.0,0.2401,29864.0,0.0309,,0.0
3.0,101302607.0,Greene County CTC,Greene,3746641.53,0.0,2643829.9899999998,2643829.99,0.7057,628893.54,0.1679,412364.0,0.1101,61554.0,0.0164
3.0,111312607.0,Huntingdon County CTC,Huntingdon,2528422.69,0.0,1925078.0100000002,1925078.01,0.7614,517942.79,0.2048,80588.2,0.0319,4813.69,0.0019
3.0,128324207.0,Indiana County Technology Center,Indiana,6522965.85,0.0,4644033.289999999,4644033.29,0.712,1614590.88,0.2475,263092.5,0.0403,1249.18,0.0002
3.0,106333407.0,Jefferson County-DuBois AVTS,Jefferson,7973259.91,0.0,6231136.11,6231136.11,0.7815,1149961.04,0.1442,592162.76,0.0743,,0.0
3.0,119354207.0,CTC of Lackawanna County,Lackawanna,7386742.0,0.0,4928300.0,4928300.0,0.6672,1525111.0,0.2065,933331.0,0.1264,,0.0
3.0,113363807.0,Lancaster County CTC,Lancaster,28257647.01,0.0,19046176.400000006,19046176.4,0.674,4384359.89,0.1552,4786602.72,0.1694,40508.0,0.0014
3.0,104374207.0,Lawrence County CTC,Lawrence,7231932.0,0.0,5602442.429999999,5602442.43,0.7747,1352069.53,0.187,277420.04,0.0384,,0.0
3.0,113384307.0,Lebanon County CTC,Lebanon,9190743.96,0.0,5604138.16,5604138.16,0.6098,1640024.61,0.1784,1946581.19,0.2118,,0.0
3.0,121393007.0,Lehigh Career & Technical Institute,Lehigh,29996033.7,0.0,23798631.470000003,23798631.47,0.7934,5239666.66,0.1747,893107.1,0.0298,64628.47,0.0022
3.0,118408707.0,West Side CTC,Luzerne,6696074.36,0.0,5308989.53,5308989.53,0.7929,1159896.83,0.1732,227188.0,0.0339,,0.0
3.0,118408607.0,Wilkes-Barre Area CTC,Luzerne,10516746.27,0.0,7682638.78,7682638.78,0.7305,1855903.41,0.1765,362241.8,0.0344,615962.28,0.0586
3.0,117414807.0,Lycoming CTC,Lycoming,1863609.14,0.0,1345165.03,1345165.03,0.7218,416245.11,0.2234,102199.0,0.0548,,0.0
3.0,109420107.0,Seneca Highlands Career and Technical Center,McKean,2037035.55,0.0,1530350.15,1530350.15,0.7513,506685.4,0.2487,,0.0,,0.0
3.0,104435107.0,Mercer County Career Center,Mercer,5678990.0,0.0,4295024.35,4295024.35,0.7563,1025231.65,0.1805,358734.0,0.0632,,0.0
3.0,111444307.0,Mifflin County Academy of Science and Technology,Mifflin,3588558.0,0.0,2752378.0,2752378.0,0.767,670718.0,0.1869,165462.0,0.0461,,0.0
3.0,120454507.0,Monroe Career & Tech Inst,Monroe,10692198.76,0.0,7998143.3,7998143.3,0.748,2241075.46,0.2096,452980.0,0.0424,,0.0
3.0,123460957.0,Central Montco Technical High School,Montgomery,8939426.54,0.0,7608410.159999999,7608410.16,0.8511,1069050.38,0.1196,261966.0,0.0293,,0.0
3.0,123463507.0,Eastern Center for Arts & Technology,Montgomery,9709588.0,0.0,7264218.0,7264218.0,0.7481,1292204.0,0.1331,1152671.0,0.1187,495.0,0.0001
3.0,123465507.0,North Montco Tech Career Center,Montgomery,12666612.43,0.0,10589341.67,10589341.67,0.836,1787342.76,0.1411,289928.0,0.0229,,0.0
3.0,123469007.0,Western Montgomery CTC,Montgomery,6073405.01,0.0,5030474.529999999,5030474.53,0.8283,917911.48,0.1511,116519.0,0.0192,8500.0,0.0014
3.0,120481107.0,Bethlehem AVTS,Northampton,11300315.27,0.0,9150558.969999999,9150558.97,0.8098,1864240.88,0.165,278839.0,0.0247,6676.42,0.0006
3.0,120483007.0,Career Institute of Technology,Northampton,9596055.61,0.0,8060884.240000001,8060884.24,0.84,1308712.4,0.1364,219546.0,0.0229,6912.97,0.0007
3.0,116495207.0,Northumberland County CTC,Northumberland,2146328.96,0.0,1586154.1600000001,1586154.16,0.739,484127.21,0.2256,76047.59,0.0354,,0.0
3.0,126514007.0,Philadelphia AVTS,Philadelphia,31365973.0,0.0,21514554.0,21514554.0,0.6859,9851419.0,0.3141,,0.0,,0.0
3.0,129546907.0,Schuylkill Technology Centers,Schuylkill,8125915.08,0.0,6410463.32,6410463.32,0.7889,1458597.3,0.1795,256854.46,0.0316,,0.0
3.0,108567807.0,Somerset County Technology Center,Somerset,5907657.27,0.0,3760299.05,3760299.05,0.6365,1072366.47,0.1815,1074991.75,0.182,,0.0
3.0,119584707.0,Susquehanna County CTC,Susquehanna,5029303.46,0.0,3638860.5800000005,3638860.58,0.7235,963484.56,0.1916,426958.32,0.0849,,0.0
3.0,116606707.0,SUN Area Technical Institute,Union,6457181.28,0.0,5330948.53,5330948.53,0.8256,973146.75,0.1507,153086.0,0.0237,,0.0
3.0,106619107.0,Venango Technology Center,Venango,6528388.73,0.0,5172976.7299999995,5172976.73,0.7924,1203977.0,0.1844,151435.0,0.0232,,0.0
3.0,101634207.0,Mon Valley CTC,Washington,3343351.59,0.0,2549405.02,2549405.02,0.7625,666306.57,0.1993,127640.0,0.0382,,0.0
3.0,101638907.0,Western Area CTC,Washington,5673362.64,0.0,3597759.9799999995,3597759.98,0.6341,884677.51,0.1559,899881.0,0.1586,291044.15,0.0513
3.0,107651207.0,Central Westmoreland CTC,Westmoreland,8246099.0,0.0,6343477.0,6343477.0,0.7693,1587387.0,0.1925,315235.0,0.0382,,0.0
3.0,107652207.0,Eastern Westmoreland CTC,Westmoreland,4020974.0,0.0,3079235.0,3079235.0,0.7658,755959.0,0.188,91746.0,0.0228,94034.0,0.0234
3.0,107656407.0,Northern Westmoreland CTC,Westmoreland,3503718.73,0.0,2705121.15,2705121.15,0.7721,661967.58,0.1889,136630.0,0.039,,0.0
3.0,112679107.0,York Co School of Technology,York,26996516.96,0.0,21112051.360000003,21112051.36,0.782,4904751.6,0.1817,979714.0,0.0363,,0.0
4.0,197010542.0,Gettysburg Montessori Charter School,Adams,2758092.0,0.0,2682074.0,2682074.0,0.9724,3456.0,0.0013,72562.0,0.0263,,0.0
4.0,141019741.0,Vida Charter School,Adams,3293651.0,0.0,3159940.0,3159940.0,0.9594,27742.0,0.0084,105969.0,0.0322,,0.0
4.0,102020001.0,City CHS,Allegheny,10243381.0,0.0,9853038.0,9853038.0,0.9619,39583.0,0.0039,350760.0,0.0342,,0.0
4.0,199025446.0,Environmental Charter School at Frick Park,Allegheny,11552729.0,0.0,11204887.0,11204887.0,0.9699,53220.0,0.0046,294622.0,0.0255,,0.0
4.0,102023217.0,Hill House Passport Academy Charter School,Allegheny,2815729.0,0.0,2747420.0,2747420.0,0.9757,16131.0,0.0057,52178.0,0.0185,,0.0
4.0,102023030.0,Manchester Academic CS,Allegheny,7877430.0,0.0,7265630.0,7265630.0,0.9223,53451.0,0.0068,558349.0,0.0709,,0.0
4.0,103022481.0,Penn Hills Charter School of Entrepreneurship,Allegheny,6346346.0,0.0,5943567.0,5943567.0,0.9365,112886.0,0.0178,289893.0,0.0457,,0.0
4.0,115220003.0,Pennsylvania Distance Learning CS,Allegheny,12394100.0,0.0,11821028.0,11821028.0,0.9538,22223.0,0.0018,550849.0,0.0444,,0.0
4.0,103024952.0,Propel CS - Hazelwood,Allegheny,4827537.0,0.0,4606745.0,4606745.0,0.9543,18725.0,0.0039,202067.0,0.0419,,0.0
4.0,160028259.0,Propel CS-Braddock Hills,Allegheny,14837589.0,0.0,14177747.0,14177747.0,0.9555,165153.0,0.0111,494689.0,0.0333,,0.0
4.0,103020005.0,Propel CS-East,Allegheny,5847888.0,0.0,5622481.0,5622481.0,0.9615,70883.0,0.0121,154524.0,0.0264,,0.0
4.0,103020002.0,Propel CS-Homestead,Allegheny,10325413.0,0.0,9756694.0,9756694.0,0.9449,111836.0,0.0108,456883.0,0.0442,,0.0
4.0,103020003.0,Propel CS-McKeesport,Allegheny,5572742.0,0.0,5170743.0,5170743.0,0.9279,97629.0,0.0175,304370.0,0.0546,,0.0
4.0,103020004.0,Propel CS-Montour,Allegheny,10249922.0,0.0,9776115.0,9776115.0,0.9538,36561.0,0.0036,437246.0,0.0427,,0.0
4.0,103028192.0,Propel CS-Northside,Allegheny,7314888.0,0.0,7032049.0,7032049.0,0.9613,36671.0,0.005,246168.0,0.0337,,0.0
4.0,103024162.0,Propel CS-Pitcairn,Allegheny,5480970.0,0.0,5289155.0,5289155.0,0.965,29035.0,0.0053,162780.0,0.0297,,0.0
