Ctgy,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
4.0,102027560.0,Provident CS,Allegheny,4181819.02,0.0,3823443.02,3823443.02,0.9143,,0.0,58376.0,0.014,300000.0,0.0717
4.0,103023410.0,Spectrum CS,Allegheny,1200763.0,0.0,1199236.0,1199236.0,0.9987,,0.0,1527.0,0.0013,,0.0
4.0,102020003.0,The New Academy CS,Allegheny,3010579.0,0.0,2627228.0,2627228.0,0.8727,28213.0,0.0094,355138.0,0.118,,0.0
4.0,103023090.0,Urban Academy of Greater Pittsburgh CS,Allegheny,5349067.0,0.0,5137305.0,5137305.0,0.9604,30854.0,0.0058,180908.0,0.0338,,0.0
4.0,102023080.0,Urban Pathways 6-12 CS,Allegheny,6426956.0,0.0,6096138.0,6096138.0,0.9485,51614.0,0.008,278564.0,0.0433,640.0,0.0001
4.0,103028246.0,Urban Pathways K-5 College Charter School,Allegheny,5415225.0,0.0,4999464.0,4999464.0,0.9232,48873.0,0.009,366675.0,0.0677,213.0,0.0
4.0,103028425.0,Westinghouse Arts Academy CS,Allegheny,1625260.0,0.0,1625260.0,1625260.0,1.0,,0.0,,0.0,,0.0
4.0,103020368.0,Young Scholars of McKeesport Charter School,Allegheny,2774367.0,0.0,2520481.0,2520481.0,0.9085,53245.0,0.0192,200641.0,0.0723,,0.0
4.0,103025206.0,Young Scholars of Western Pennsylvania CS,Allegheny,5655013.0,0.0,5196095.0,5196095.0,0.9188,61973.0,0.011,196945.0,0.0348,200000.0,0.0354
4.0,127046517.0,Baden Academy CS,Beaver,7996449.15,0.0,7701517.789999999,7701517.79,0.9631,80821.6,0.0101,214109.76,0.0268,,0.0
4.0,127040002.0,Lincoln Park Performing Arts CS,Beaver,11166044.0,0.0,10820907.0,10820907.0,0.9691,199303.0,0.0178,145834.0,0.0131,,0.0
4.0,127043430.0,Pennsylvania Cyber CS,Beaver,150886775.27,0.0,146565448.76000002,146565448.76,0.9714,1116782.76,0.0074,3180688.79,0.0211,23854.96,0.0002
4.0,108057079.0,HOPE for Hyndman CS,Bedford,2950187.0,0.0,2767768.0,2767768.0,0.9382,24626.0,0.0083,157793.0,0.0535,,0.0
4.0,114060392.0,I-LEAD Charter School,Berks,6429320.0,0.0,5370519.0,5370519.0,0.8353,138109.0,0.0215,920692.0,0.1432,,0.0
4.0,108070001.0,Central PA Digital Learning Foundation CS,Blair,2582920.5,0.0,2515193.74,2515193.74,0.9738,14056.16,0.0054,53670.6,0.0208,,0.0
4.0,122093460.0,Bucks County Montessori CS,Bucks,2622091.09,0.0,2618577.4899999998,2618577.49,0.9987,3513.6,0.0013,,0.0,,0.0
4.0,122090001.0,Center for Student Learning CS at Pennsbury,Bucks,2620528.36,0.0,2543399.6,2543399.6,0.9706,2637.07,0.001,74491.69,0.0284,,0.0
4.0,122093140.0,School Lane CS,Bucks,18618152.44,0.0,17939839.480000004,17939839.48,0.9636,41050.29,0.0022,637262.67,0.0342,,0.0
4.0,110143060.0,Centre Learning Community CS,Centre,1610165.0,0.0,1585196.0,1585196.0,0.9845,1796.0,0.0011,23173.0,0.0144,,0.0
4.0,110143120.0,Nittany Valley CS,Centre,853122.0,0.0,836127.0,836127.0,0.9801,1945.0,0.0023,15050.0,0.0176,,0.0
4.0,110143310.0,Wonderland CS,Centre,,,,,,,,,,,
4.0,110140001.0,Young Scholars of Central PA CS,Centre,6041025.0,0.0,5907143.0,5907143.0,0.9778,22274.0,0.0037,111608.0,0.0185,,0.0
4.0,124150002.0,21st Century Cyber CS,Chester,14931998.0,0.0,14890223.55,14890223.55,0.9972,41774.45,0.0028,,0.0,,0.0
4.0,125230001.0,Achievement House CS,Chester,8638840.16,0.0,8052690.16,8052690.16,0.9321,64173.0,0.0074,521977.0,0.0604,,0.0
4.0,124150003.0,Avon Grove CS,Chester,24185385.0,0.0,23815285.0,23815285.0,0.9847,122528.0,0.0051,247572.0,0.0102,,0.0
4.0,124152880.0,Chester Co Family Academy CS,Chester,1814483.07,0.0,1687053.31,1687053.31,0.9298,19789.47,0.0109,107640.29,0.0593,,0.0
4.0,124153320.0,Collegium CS,Chester,43403552.0,0.0,42860314.0,42860314.0,0.9875,82450.0,0.0019,460788.0,0.0106,,0.0
4.0,124152637.0,Insight PA Cyber CS,Chester,10865359.02,0.0,10838522.65,10838522.65,0.9975,,0.0,26836.37,0.0025,,0.0
4.0,124150004.0,Pennsylvania Leadership Charter School,Chester,43211490.0,0.0,40379474.0,40379474.0,0.9345,41465.0,0.001,1083524.0,0.0251,1707027.0,0.0395
4.0,124153350.0,Renaissance Academy CS,Chester,17575936.0,0.0,17371443.0,17371443.0,0.9884,33497.0,0.0019,170996.0,0.0097,,0.0
4.0,101833400.0,Sugar Valley Rural CS,Clinton,8660658.0,0.0,8278621.66,8278621.66,0.9559,8914.22,0.001,373122.12,0.0431,,0.0
4.0,116493130.0,Susq-Cyber CS,Columbia,1076511.0,0.0,1076511.0,1076511.0,1.0,,0.0,,0.0,,0.0
4.0,115227010.0,Capital Area School for the Arts Charter School,Dauphin,2888089.9,0.0,2847826.2399999998,2847826.24,0.9861,40263.66,0.0139,,0.0,,0.0
4.0,115220002.0,Commonwealth Charter Academy CS,Dauphin,129668443.74,0.0,125496591.25,125496591.25,0.9678,491180.83,0.0038,3676106.45,0.0284,4565.21,0.0
4.0,115220001.0,Infinity CS,Dauphin,5548391.0,0.0,2489453.0,2489453.0,0.4487,2761.0,0.0005,4325.0,0.0008,3051852.0,0.55
4.0,115222343.0,Premier Arts and Science Charter School,Dauphin,3549543.0,0.0,3276517.0,3276517.0,0.9231,32566.0,0.0092,240460.0,0.0677,,0.0
4.0,115227871.0,Reach Cyber CS,Dauphin,26663094.0,0.0,25831857.0,25831857.0,0.9688,,0.0,831237.0,0.0312,,0.0
4.0,115223050.0,Sylvan Heights Science CS,Dauphin,2789222.0,0.0,2565526.0,2565526.0,0.9198,19614.0,0.007,165792.0,0.0594,38290.0,0.0137
4.0,125232950.0,Chester Community CS,Delaware,65988282.51,0.0,60454747.63,60454747.63,0.9161,925231.04,0.014,4527890.94,0.0686,80412.9,0.0012
4.0,125236827.0,Chester CS for the Arts,Delaware,9321123.84,0.0,8445326.66,8445326.66,0.906,123631.0,0.0133,752166.18,0.0807,,0.0
4.0,125233517.0,Vision Academy Charter School,Delaware,3775321.0,0.0,3336906.0,3336906.0,0.8839,28735.0,0.0076,378364.0,0.1002,31316.0,0.0083
4.0,125230002.0,Widener Partnership CS,Delaware,6352157.13,0.0,5944047.5,5944047.5,0.9358,43851.68,0.0069,364257.95,0.0573,,0.0
4.0,105257512.0,Erie Rise Leadership Academy Charter School,Erie,6043584.0,0.0,4855401.0,4855401.0,0.8034,110306.0,0.0183,1077877.0,0.1784,,0.0
4.0,105250004.0,Montessori Regional CS,Erie,5712868.0,0.0,5359696.0,5359696.0,0.9382,52760.0,0.0092,300412.0,0.0526,,0.0
4.0,105250001.0,Perseus House CS of Excellence,Erie,8833497.0,0.0,6948052.0,6948052.0,0.7866,197187.0,0.0223,988258.0,0.1119,700000.0,0.0792
4.0,105252920.0,Robert Benjamin Wiley Community CS,Erie,5292661.35,0.0,5081947.02,5081947.02,0.9602,94760.11,0.0179,115954.22,0.0219,,0.0
4.0,111440001.0,New Day Charter School,Huntingdon,2637470.09,0.0,2470690.4099999997,2470690.41,0.9368,13929.97,0.0053,152849.71,0.058,,0.0
4.0,111315438.0,Stone Valley Community CS,Huntingdon,1037880.66,0.0,918036.79,918036.79,0.8845,10738.22,0.0103,109105.65,0.1051,,0.0
4.0,119350001.0,Fell CS,Lackawanna,2155196.0,0.0,2008878.0,2008878.0,0.9321,18497.0,0.0086,127821.0,0.0593,,0.0
4.0,119355028.0,Howard Gardner Multiple Intelligence CS,Lackawanna,3214890.35,0.0,2984217.24,2984217.24,0.9282,15352.92,0.0048,215320.19,0.067,,0.0
4.0,113362940.0,La Academia Partnership Charter School,Lancaster,3543358.75,0.0,3053597.6199999996,3053597.62,0.8618,54837.03,0.0155,434924.1,0.1227,,0.0
4.0,121395927.0,Arts Academy CS,Lehigh,5113004.0,0.0,4892741.0,4892741.0,0.9569,37123.0,0.0073,183140.0,0.0358,,0.0
4.0,121399898.0,Arts Academy Elementary Charter School,Lehigh,5327674.7,0.0,4955145.43,4955145.43,0.9301,108500.35,0.0204,264028.92,0.0496,,0.0
4.0,121394017.0,Circle of Seasons Charter School,Lehigh,5191131.75,0.0,5022129.5200000005,5022129.52,0.9674,5097.34,0.001,113904.89,0.0219,50000.0,0.0096
4.0,121398065.0,Executive Education Academy Charter School,Lehigh,15484003.0,0.0,14840836.0,14840836.0,0.9585,17897.0,0.0012,625270.0,0.0404,,0.0
4.0,121395526.0,Innovative Arts Academy CS,Lehigh,5426668.44,0.0,5113998.34,5113998.34,0.9424,38621.75,0.0071,274048.35,0.0505,,0.0
4.0,175390169.0,Lincoln Leadership Academy Charter School,Lehigh,10285185.56,0.0,9399816.67,9399816.67,0.9139,139708.77,0.0136,664205.12,0.0646,81455.0,0.0079
4.0,121393330.0,Roberto Clemente CS,Lehigh,9761371.92,0.0,7094988.909999999,7094988.91,0.7268,120608.1,0.0124,850273.91,0.0871,1695501.0,0.1737
4.0,188392660.0,Seven Generations Charter School,Lehigh,4507833.0,0.0,4309239.0,4309239.0,0.9559,17534.0,0.0039,181060.0,0.0402,,0.0
4.0,118400001.0,Bear Creek Community CS,Luzerne,7136312.65,0.0,6649511.37,6649511.37,0.9318,89012.55,0.0125,397788.73,0.0557,,0.0
4.0,104432830.0,Keystone Education Center CS,Mercer,3822911.6,0.0,3555891.67,3555891.67,0.9302,20167.01,0.0053,239784.0,0.0627,7068.92,0.0018
4.0,120450003.0,Evergreen Community CS,Monroe,1589441.12,0.0,1546573.91,1546573.91,0.973,42867.21,0.027,,0.0,,0.0
4.0,126510020.0,Agora Cyber CS,Montgomery,96499879.0,0.0,92236738.0,92236738.0,0.9558,297616.0,0.0031,3965525.0,0.0411,,0.0
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,31080924.37,0.0,30121235.830000002,30121235.83,0.9691,177610.54,0.0057,782078.0,0.0252,,0.0
4.0,123463370.0,Souderton CS Collaborative,Montgomery,3590600.0,0.0,3554706.0,3554706.0,0.99,10787.0,0.003,25107.0,0.007,,0.0
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,4817089.0,0.0,4330869.0,4330869.0,0.8991,,0.0,,0.0,486220.0,0.1009
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,23285258.0,0.0,22606699.0,22606699.0,0.9709,79155.0,0.0034,599404.0,0.0257,,0.0
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,8860265.55,0.0,8719423.0,8719423.0,0.9841,32237.85,0.0036,97166.21,0.011,11438.49,0.0013
4.0,139481451.0,Lehigh Valley Dual Language Charter School,Northampton,5715520.0,0.0,5450384.0,5450384.0,0.9536,28444.0,0.005,236692.0,0.0414,,0.0
4.0,126514368.0,ACT Academy Cyber CS,Philadelphia,1775846.57,0.0,1481710.43,1481710.43,0.8344,9654.14,0.0054,284482.0,0.1602,,0.0
4.0,126510015.0,Ad Prima CS,Philadelphia,7064461.0,0.0,6357402.0,6357402.0,0.8999,129487.0,0.0183,577572.0,0.0818,,0.0
4.0,126512990.0,Alliance for Progress CS,Philadelphia,5792037.0,0.0,5197360.0,5197360.0,0.8973,96489.0,0.0167,498188.0,0.086,,0.0
4.0,104510394.0,Antonia Pantoja Community Charter School,Philadelphia,11487763.0,0.0,10015818.0,10015818.0,0.8719,35734.0,0.0031,1436211.0,0.125,,0.0
4.0,181519176.0,ASPIRA Bilingual Cyber Charter School,Philadelphia,5991925.0,0.0,5282145.0,5282145.0,0.8815,4814.0,0.0008,704966.0,0.1177,,0.0
4.0,126510010.0,Belmont Charter School,Philadelphia,11319192.62,0.0,10316521.92,10316521.92,0.9114,150320.05,0.0133,852350.65,0.0753,,0.0
4.0,185515523.0,Boys Latin of Philadelphia CS,Philadelphia,11608860.0,0.0,10149816.0,10149816.0,0.8743,227402.0,0.0196,1184742.0,0.1021,46900.0,0.004
4.0,126513190.0,Charter High School for Architecture and Design,Philadelphia,8292572.0,0.0,7358975.0,7358975.0,0.8874,146724.0,0.0177,712089.0,0.0859,74784.0,0.009
4.0,126513160.0,Christopher Columbus CS,Philadelphia,10320042.46,0.0,9348484.78,9348484.78,0.9059,79106.69,0.0077,892450.99,0.0865,,0.0
4.0,126512840.0,Community Academy of Philadelphia CS,Philadelphia,17478032.86,0.0,15776689.260000002,15776689.26,0.9027,311006.6,0.0178,1288905.0,0.0737,101432.0,0.0058
4.0,126510011.0,Discovery Charter School,Philadelphia,8137533.0,0.0,7378313.0,7378313.0,0.9067,69961.0,0.0086,689259.0,0.0847,,0.0
4.0,177518712.0,Eastern University Academy Charter School,Philadelphia,4652150.0,0.0,4074815.0,4074815.0,0.8759,101598.0,0.0218,475737.0,0.1023,,0.0
4.0,126513440.0,Esperanza Academy Charter School,Philadelphia,23605904.0,0.0,19923803.0,19923803.0,0.844,403750.0,0.0171,3060377.0,0.1296,217974.0,0.0092
4.0,126511563.0,Esperanza Cyber CS,Philadelphia,3603546.0,0.0,3293581.0,3293581.0,0.914,10386.0,0.0029,299579.0,0.0831,,0.0
4.0,126513100.0,Eugenio Maria De Hostos CS,Philadelphia,7999634.0,0.0,6615443.0,6615443.0,0.827,38277.0,0.0048,1345914.0,0.1682,,0.0
4.0,100510000.0,First Philadelphia Preparatory Charter School,Philadelphia,26084198.0,0.0,23950814.0,23950814.0,0.9182,367932.0,0.0141,1765452.0,0.0677,,0.0
4.0,126510021.0,Folk Arts-Cultural Treasures CS,Philadelphia,6717573.0,0.0,6090401.0,6090401.0,0.9066,118455.0,0.0176,508717.0,0.0757,,0.0
4.0,147513703.0,Franklin Towne Charter Elementary School,Philadelphia,11460585.0,0.0,10379695.0,10379695.0,0.9057,88965.0,0.0078,991925.0,0.0866,,0.0
4.0,126513450.0,Franklin Towne CHS,Philadelphia,15395588.0,0.0,14015458.0,14015458.0,0.9104,102886.0,0.0067,1277244.0,0.083,,0.0
4.0,126518547.0,Frederick Douglass Mastery Charter School,Philadelphia,11169429.0,0.0,9406745.0,9406745.0,0.8422,97449.0,0.0087,1665235.0,0.1491,,0.0
4.0,126513270.0,Freire CS,Philadelphia,13894413.0,0.0,12127348.0,12127348.0,0.8728,261531.0,0.0188,1505534.0,0.1084,,0.0
4.0,126513380.0,Global Leadership Academy CS,Philadelphia,8906301.0,0.0,8051280.0,8051280.0,0.904,102382.0,0.0115,642674.0,0.0722,109965.0,0.0123
4.0,126518004.0,Global Leadership Academy CS Southwest at Huey,Philadelphia,7834395.0,0.0,6793270.0,6793270.0,0.8671,18648.0,0.0024,1022477.0,0.1305,,0.0
4.0,126510005.0,Green Woods CS,Philadelphia,7843584.0,0.0,7091097.0,7091097.0,0.9041,42996.0,0.0055,709491.0,0.0905,,0.0
4.0,126512850.0,Harambee Institute of Science and Technology CS,Philadelphia,6638305.0,0.0,5781354.0,5781354.0,0.8709,35220.0,0.0053,821731.0,0.1238,,0.0
4.0,126512980.0,Imhotep Institute CHS,Philadelphia,7502005.0,0.0,6704057.0,6704057.0,0.8936,80358.0,0.0107,717590.0,0.0957,,0.0
4.0,126513510.0,Independence CS,Philadelphia,10766638.0,0.0,9766743.0,9766743.0,0.9071,168151.0,0.0156,831744.0,0.0773,,0.0
4.0,126512039.0,Independence CS West,Philadelphia,5513744.0,0.0,4888588.0,4888588.0,0.8866,53958.0,0.0098,571198.0,0.1036,,0.0
4.0,126513070.0,Inquiry Charter School,Philadelphia,3167981.19,0.0,2897784.33,2897784.33,0.9147,10144.0,0.0032,260052.86,0.0821,,0.0
4.0,133513315.0,John B Stetson Charter School,Philadelphia,14717466.0,0.0,12789949.0,12789949.0,0.869,41869.0,0.0028,1885648.0,0.1281,,0.0
4.0,182514568.0,Keystone Academy Charter School,Philadelphia,8325268.0,0.0,7669366.0,7669366.0,0.9212,138945.0,0.0167,516957.0,0.0621,,0.0
4.0,126510017.0,Khepera CS,Philadelphia,3795781.13,0.0,3555298.79,3555298.79,0.9366,,0.0,240482.34,0.0634,,0.0
4.0,126514864.0,KIPP DuBois Charter School,Philadelphia,7920687.0,0.0,7377406.0,7377406.0,0.9314,96890.0,0.0122,446391.0,0.0564,,0.0
4.0,126510013.0,KIPP Philadelphia Charter School,Philadelphia,12937114.0,0.0,12018090.0,12018090.0,0.929,92048.0,0.0071,730326.0,0.0565,96650.0,0.0075
4.0,126515492.0,KIPP West Philadelphia CS,Philadelphia,3100864.0,0.0,2847973.0,2847973.0,0.9184,23565.0,0.0076,229326.0,0.074,,0.0
4.0,172510793.0,KIPP West Philadelphia Preparatory Charter School,Philadelphia,4670562.0,0.0,4283165.0,4283165.0,0.9171,86931.0,0.0186,300466.0,0.0643,,0.0
4.0,126513110.0,Laboratory CS,Philadelphia,7095592.0,0.0,6408857.0,6408857.0,0.9032,122937.0,0.0173,563798.0,0.0795,,0.0
4.0,126519476.0,Lindley Academy CS at Birney,Philadelphia,10013389.0,0.0,9249693.0,9249693.0,0.9237,66271.0,0.0066,697425.0,0.0696,,0.0
4.0,126513480.0,Mariana Bracetti Academy CS,Philadelphia,15492292.0,0.0,14085571.0,14085571.0,0.9092,308722.0,0.0199,1097999.0,0.0709,,0.0
4.0,126510014.0,Maritime Academy Charter School,Philadelphia,11126361.0,0.0,9155827.0,9155827.0,0.8229,107602.0,0.0097,1862932.0,0.1674,,0.0
4.0,126513150.0,MAST Community Charter School,Philadelphia,18686610.0,0.0,17056014.0,17056014.0,0.9127,320205.0,0.0171,1210911.0,0.0648,99480.0,0.0053
4.0,126513117.0,MaST Community CS II,Philadelphia,8495775.0,0.0,7426439.0,7426439.0,0.8741,51777.0,0.0061,976109.0,0.1149,41450.0,0.0049
4.0,126510002.0,Mastery CHS - Lenfest Campus,Philadelphia,8962614.0,0.0,8206604.0,8206604.0,0.9156,50151.0,0.0056,705859.0,0.0788,,0.0
4.0,126519644.0,Mastery CS - Cleveland Elementary,Philadelphia,10864963.0,0.0,9332104.0,9332104.0,0.8589,91729.0,0.0084,1441130.0,0.1326,,0.0
4.0,126518795.0,Mastery CS - Francis D. Pastorius Elementary,Philadelphia,8871644.0,0.0,7841581.0,7841581.0,0.8839,23998.0,0.0027,1006065.0,0.1134,,0.0
4.0,126513290.0,Mastery CS - Hardy Williams,Philadelphia,18619388.0,0.0,14718452.0,14718452.0,0.7905,292333.0,0.0157,3608603.0,0.1938,,0.0
4.0,126518118.0,Mastery CS John Wister Elementary,Philadelphia,7375954.0,0.0,6751644.0,6751644.0,0.9154,10000.0,0.0014,614310.0,0.0833,,0.0
4.0,126511748.0,Mastery CS-Clymer Elementary,Philadelphia,8350268.0,0.0,7636552.0,7636552.0,0.9145,55131.0,0.0066,658585.0,0.0789,,0.0
4.0,126513734.0,Mastery CS-Gratz Campus,Philadelphia,25382906.0,0.0,21823850.0,21823850.0,0.8598,160565.0,0.0063,3398491.0,0.1339,,0.0
4.0,126516457.0,Mastery CS-Harrity Campus,Philadelphia,11708586.0,0.0,10666447.0,10666447.0,0.911,87626.0,0.0075,954513.0,0.0815,,0.0
4.0,126519433.0,Mastery CS-Mann Campus,Philadelphia,7127442.0,0.0,6451262.0,6451262.0,0.9051,56343.0,0.0079,619837.0,0.087,,0.0
4.0,151514721.0,Mastery CS-Pickett Campus,Philadelphia,12733930.0,0.0,11482806.0,11482806.0,0.9017,220196.0,0.0173,1030928.0,0.081,,0.0
4.0,126510022.0,Mastery CS-Shoemaker Campus,Philadelphia,11754904.0,0.0,10640415.0,10640415.0,0.9052,197357.0,0.0168,917132.0,0.078,,0.0
4.0,126517286.0,Mastery CS-Smedley Campus,Philadelphia,11231278.0,0.0,9587214.0,9587214.0,0.8536,94328.0,0.0084,1549736.0,0.138,,0.0
4.0,126510023.0,Mastery CS-Thomas Campus,Philadelphia,17726366.0,0.0,15908171.0,15908171.0,0.8974,285464.0,0.0161,1532731.0,0.0865,,0.0
4.0,126513230.0,Math Civics and Sciences CS,Philadelphia,10427103.1,0.0,9317794.27,9317794.27,0.8936,95978.44,0.0092,1013330.39,0.0972,,0.0
4.0,126519392.0,Memphis Street Academy CS @ JP Jones,Philadelphia,13710937.0,0.0,11736586.0,11736586.0,0.856,88887.0,0.0065,1885464.0,0.1375,,0.0
4.0,126513000.0,Multicultural Academy CS,Philadelphia,3200604.0,0.0,2830027.0,2830027.0,0.8842,70954.0,0.0222,299623.0,0.0936,,0.0
4.0,126513420.0,New Foundations CS,Philadelphia,18466383.0,0.0,16627416.0,16627416.0,0.9004,326406.0,0.0177,1377388.0,0.0746,135173.0,0.0073
4.0,126510019.0,Northwood Academy CS,Philadelphia,10243505.28,0.0,9221269.72,9221269.72,0.9002,83917.59,0.0082,870779.97,0.085,67538.0,0.0066
4.0,126513452.0,Olney Charter High School,Philadelphia,29666057.0,0.0,26015317.0,26015317.0,0.8769,71015.0,0.0024,3579725.0,0.1207,,0.0
4.0,173515368.0,Pan American Academy CS,Philadelphia,10453102.0,0.0,9413178.0,9413178.0,0.9005,185592.0,0.0178,854332.0,0.0817,,0.0
4.0,126510004.0,People for People CS,Philadelphia,10454719.44,0.0,7367134.780000001,7367134.78,0.7047,163407.14,0.0156,2924177.52,0.2797,,0.0
4.0,126513280.0,Philadelphia Academy CS,Philadelphia,17168937.0,0.0,15595172.0,15595172.0,0.9083,286161.0,0.0167,1287604.0,0.075,,0.0
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,8411847.34,0.0,7112039.73,7112039.73,0.8455,170482.38,0.0203,1056133.23,0.1256,73192.0,0.0087
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,2646768.0,0.0,2406591.0,2406591.0,0.9093,39263.0,0.0148,200914.0,0.0759,,0.0
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,31511894.0,0.0,28613613.0,28613613.0,0.908,482549.0,0.0153,2415732.0,0.0767,,0.0
4.0,126512960.0,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,7248005.68,0.0,6482996.75,6482996.75,0.8945,164336.52,0.0227,600672.41,0.0829,,0.0
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,6374839.8,0.0,5362665.8,5362665.8,0.8412,128887.0,0.0202,864568.0,0.1356,18719.0,0.0029
4.0,126510001.0,Russell Byers CS,Philadelphia,7735567.0,0.0,6868419.0,6868419.0,0.8879,114068.0,0.0147,753080.0,0.0974,,0.0
4.0,114514135.0,Sankofa Freedom Academy Charter School,Philadelphia,8519234.0,0.0,7732222.0,7732222.0,0.9076,70844.0,0.0083,716168.0,0.0841,,0.0
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,16710436.0,0.0,5817301.0,5817301.0,0.3481,151582.0,0.0091,452346.0,0.0271,10289207.0,0.6157
4.0,192518422.0,Tacony Academy Charter School,Philadelphia,15042720.0,0.0,13754667.0,13754667.0,0.9144,256274.0,0.017,1031779.0,0.0686,,0.0
4.0,126511530.0,TECH Freire CS,Philadelphia,6374544.0,0.0,5353074.0,5353074.0,0.8398,78445.0,0.0123,943025.0,0.1479,,0.0
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,14113272.0,0.0,12940146.0,12940146.0,0.9169,95227.0,0.0067,1077899.0,0.0764,,0.0
4.0,126512674.0,Universal Alcorn CS,Philadelphia,7506588.0,0.0,6445423.0,6445423.0,0.8586,12176.0,0.0016,1048989.0,0.1397,,0.0
4.0,126519434.0,Universal Audenried Charter School,Philadelphia,10985216.0,0.0,7641023.0,7641023.0,0.6956,343852.0,0.0313,3000341.0,0.2731,,0.0
4.0,168513758.0,Universal Bluford Charter School,Philadelphia,7540622.0,0.0,6821451.0,6821451.0,0.9046,56749.0,0.0075,662422.0,0.0878,,0.0
4.0,126517442.0,Universal Creighton Charter School,Philadelphia,9717170.0,0.0,8255333.0,8255333.0,0.8496,108782.0,0.0112,1353055.0,0.1392,,0.0
4.0,103519376.0,Universal Daroff Charter School,Philadelphia,9671433.0,0.0,7992098.0,7992098.0,0.8264,93086.0,0.0096,1586249.0,0.164,,0.0
4.0,126513210.0,Universal Institute CS,Philadelphia,8151474.0,0.0,7368599.0,7368599.0,0.904,171911.0,0.0211,610964.0,0.075,,0.0
4.0,126513415.0,Universal Vare Charter School,Philadelphia,6498279.0,0.0,5735274.0,5735274.0,0.8826,57950.0,0.0089,705055.0,0.1085,,0.0
4.0,126513020.0,West Oak Lane CS,Philadelphia,13575413.0,0.0,11452439.0,11452439.0,0.8436,255198.0,0.0188,1815592.0,0.1337,52184.0,0.0038
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,8418936.0,0.0,4894573.0,4894573.0,0.5814,2525292.0,0.3,999071.0,0.1187,,0.0
4.0,126510007.0,Wissahickon CS,Philadelphia,14674138.0,0.0,13040125.0,13040125.0,0.8886,210437.0,0.0143,1423576.0,0.097,,0.0
4.0,126513250.0,Young Scholars CS,Philadelphia,4190482.0,0.0,3814143.0,3814143.0,0.9102,93986.0,0.0224,282353.0,0.0674,,0.0
4.0,126512870.0,Youth Build Phila CS,Philadelphia,7232918.0,0.0,4768767.0,4768767.0,0.6593,65655.0,0.0091,2398496.0,0.3316,,0.0
4.0,129544907.0,Gillingham Charter School,Schuylkill,3445176.0,0.0,3168026.0,3168026.0,0.9196,82379.0,0.0239,194756.0,0.0565,15.0,0.0
4.0,105620001.0,Tidioute Community CS,Warren,4662958.29,0.0,4505292.630000001,4505292.63,0.9662,28257.56,0.0061,129408.1,0.0278,,0.0
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,4730201.0,0.0,3946564.0,3946564.0,0.8343,33307.0,0.007,750330.0,0.1586,,0.0
4.0,112673300.0,Crispus Attucks CS,York,2090538.0,0.0,1123973.0,1123973.0,0.5376,29890.0,0.0143,936675.0,0.4481,,0.0
4.0,134677866.0,Helen Thackston Charter School,York,,,,,,,,,,,
4.0,112673500.0,Lincoln CS,York,10202837.0,0.0,8590472.0,8590472.0,0.842,279046.0,0.0273,1333319.0,0.1307,,0.0
4.0,189670676.0,York Academy Regional Charter School,York,9335075.93,0.0,8679297.799999999,8679297.8,0.9298,90653.66,0.0097,565124.47,0.0605,,0.0
6.0,113363705.0,Lancaster County Academy,Lancaster,371366.38,0.0,363285.09,363285.09,0.9782,8081.29,0.0218,,0.0,,0.0
6.0,112679205.0,York Adams Academy,York,,,,,,,,,,,
,,,,,,,,,,,,,,
,,School District,,30281513991.070026,16629468592.93,821289748.05,17450758340.979992,0.5763,11494981717.819994,0.3796,896997953.9500004,0.0296,438775978.3199999,0.0145
,,AVTS / CTC,,615335594.5200001,0.0,470316832.63,470316832.62999994,0.7643,107278338.25,0.1743,31266735.250000004,0.0508,6473688.39,0.0105
,,Charter School,,2048850769.7499998,0.0,1868822745.2099996,1868822745.2099996,0.9121,20880303.319999997,0.0102,139253203.74,0.068,19894517.48,0.0097
,,Special Program Jointure,,371366.38,0.0,363285.09,363285.09,0.9782,8081.29,0.0218,0.0,0.0,0.0,0.0
,,Total,,32946071721.720028,16629468592.93,3160792610.9799995,19790261203.909992,0.6007,11623148440.679995,0.3528,1067517892.9400004,0.0324,465144184.1899999,0.0141
