Cat,AUN,LEA Name,County,"Committed
Fund Balance 0830","Assigned
Fund Balance 0840","Unassigned
Fund Balance 0850"
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,,2238983.0,
4.0,126510929.0,Philadelphia Hebrew Public CS,Philadelphia,1500000.0,,225077.0
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,,,1000156.0
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,9672398.0,,
4.0,126512960.0,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,,8543388.0,
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,,1500000.0,685612.0
4.0,126510001.0,Russell Byers CS,Philadelphia,,5000000.0,681867.0
4.0,114514135.0,Sankofa Freedom Academy CS,Philadelphia,,,3353703.0
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,,,180568.0
4.0,192518422.0,Tacony Academy CS,Philadelphia,,,3026316.0
4.0,126511530.0,TECH Freire CS,Philadelphia,,,1864527.0
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,7850000.0,,2058561.0
4.0,126512674.0,Universal Alcorn CS,Philadelphia,,,2571317.0
4.0,126519434.0,Universal Audenried CS,Philadelphia,,,5141982.0
4.0,126517442.0,Universal Creighton CS,Philadelphia,,,4551739.0
4.0,126513210.0,Universal Institute CS,Philadelphia,,,1697766.0
4.0,126513415.0,Universal Vare CS,Philadelphia,,,778410.0
4.0,126513020.0,West Oak Lane CS,Philadelphia,,,2959217.0
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,,2000000.0,2450906.0
4.0,126510007.0,Wissahickon CS,Philadelphia,6600000.0,,1484727.0
4.0,126513250.0,Young Scholars CS,Philadelphia,,1000000.0,1165658.0
4.0,126512870.0,Youth Build Phila CS,Philadelphia,,,4291321.0
4.0,129544907.0,Gillingham Charter School,Schuylkill,391916.0,,629335.0
4.0,105620001.0,Tidioute Community CS,Warren,1979525.0,,251114.0
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,753523.0,,8834969.0
4.0,112673300.0,Crispus Attucks CS,York,,,-152403.0
4.0,112673500.0,Lincoln CS,York,,6768894.0,
4.0,189670676.0,York Academy Regional CS,York,,,3688933.0
6.0,113363705.0,Lancaster County Academy,Lancaster,,187000.0,34939.0
6.0,112679205.0,York Adams Academy,York,,,
,,,,,,
,,School District,,1799733467.0,1522426317.0,2642446365.0
,,AVTS / CTC,,14284791.0,23191874.0,39896995.0
,,Charter School,,386413902.0,206488771.0,591322299.0
,,Special Program Jointure,,0.0,187000.0,34939.0
,,Total,,2200432160.0,1752293962.0,3273700598.0
