Cat,AUN,LEA Name,County,Total State Revenue 7000,Basic Education Funding 7110,Basic Education Funding - Formula 7111,Basic Education Funding - Social Security 7112,Level Up Supplement 7120,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340","Sewage Treatment Operations / Environmental Subsidies
7350",School Safety and Security Grants 7361,School Mental Health & Safety and Security Grants 7362,Other Safe Schools Grants 7369,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1.0,113367003.0,Solanco SD,Lancaster,22377393.94,12115787.62,11311149.56,804638.06,,,77704.77,,,133454.02,,,400.0,,2373558.04,,,,,580.08,2155308.68,55440.0,37138.19,55774.77,704565.34,,,,,,427715.0,,17632.51,,,,,,4222334.92,,,
1.0,113369003.0,Warwick SD,Lancaster,24661385.93,12513239.14,11323119.7,1190119.44,,,116011.07,,,,,,,,2663107.92,,,,,,812675.89,50050.0,795481.35,84635.94,1172877.3,,159555.0,,,,533160.0,,,,,,,,5760592.32,,,
1.0,104372003.0,Ellwood City Area SD,Lawrence,19491939.95,12793724.42,12187327.31,606397.11,,,33825.03,,,,,,,,1557122.48,,,,,,628468.16,15400.0,,26548.04,870039.47,,,237124.06,,,361395.0,,,,,,,,2968293.29,,,
1.0,104374003.0,Laurel SD,Lawrence,12440738.9,8137272.85,7766742.08,370530.77,,,,,,65431.67,,1575.0,,,873102.17,,,,,,354427.67,7315.0,417799.99,17685.39,460698.26,,,41244.0,,,255143.0,,7748.02,,,53502.16,,,1747793.72,,,
1.0,104375003.0,Mohawk Area SD,Lawrence,17514659.29,11187845.74,10657039.42,530806.32,,,90292.26,,,122757.8,,,,,1308838.81,,,,,,725397.24,9625.0,400168.31,26883.29,610165.21,,,88244.59,37617.39,,307754.0,,12820.92,,,14240.5,,,2572008.23,,,
1.0,104375203.0,Neshannock Township SD,Lawrence,7165712.03,3888162.17,3516774.12,371388.05,,,23566.48,,,,,,,,760167.4,,,,,,223128.95,2310.0,203227.32,21741.08,247779.02,,,,,,140499.0,,,,,,,,1655130.61,,,
1.0,104375302.0,New Castle Area SD,Lawrence,44251968.92,29741122.91,28391658.92,1349463.99,1682702.61,,53421.14,,,,,875.0,,,2756399.77,,,,,,746352.42,12705.0,549849.17,,1493449.62,,,124086.31,,,809588.0,,,,,,,,6281416.97,,,
1.0,104376203.0,Shenango Area SD,Lawrence,12672408.42,7938002.83,7666349.26,271653.57,,,41824.09,,,,,,,,909099.92,,,,,,378996.86,6545.0,,19419.5,580084.34,,10500.0,396673.89,,,215465.0,,,,,,,,2175796.99,,,
1.0,104377003.0,Union Area SD,Lawrence,8356831.0,5461064.0,5183562.0,277502.0,,,,,,,,,,,604089.0,,,,,,223651.0,1925.0,,14038.0,317129.0,,67917.0,,40248.0,,152979.0,161526.0,,,,,,,1312265.0,,,
1.0,104378003.0,Wilmington Area SD,Lawrence,11379329.84,6337077.52,6023410.35,313667.17,,,78979.5,,,50573.36,,,,,1138506.93,,,,,,999302.6,76230.0,423106.74,18065.76,477824.19,,,16926.0,,,219259.0,,7379.65,,,25000.0,,,1511098.59,,,
1.0,113380303.0,Annville-Cleona SD,Lebanon,10446727.36,5749743.53,5303412.07,446331.46,,,66082.39,,,,,,360.0,,1037129.81,,,,,700.0,400252.22,19250.0,192319.78,25975.94,330391.22,,295556.19,,,,189420.0,,,,,,,,2139546.28,,,
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,28487366.53,14002109.45,12712555.08,1289554.37,,,100445.63,,,119040.44,,,320.0,,2896018.33,,,,,,1705150.44,17325.0,737219.32,92894.22,1593357.28,,,154153.35,,,528189.0,,14097.26,,,,,,6527046.81,,,
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,14406482.2,6389852.45,5842847.85,547004.6,,,111324.49,,,44427.91,,,,,1448164.73,,,,,,1496496.32,35805.0,366359.77,48200.0,585351.4,,,,66426.2,,258521.0,,,,,,,-16989.2,3572542.13,,,
1.0,113384603.0,Lebanon SD,Lebanon,63894352.43,39692018.66,37780317.21,1911701.45,3016588.74,,12127.32,,,,,175.0,2350.0,,4488118.55,,,,,,936261.55,17710.0,1674098.19,84027.0,2227186.37,,,,,,1130791.0,286772.52,,,,,,,10326127.53,,,
1.0,113385003.0,Northern Lebanon SD,Lebanon,16836704.3,9286958.66,8716186.05,570772.61,,,34417.02,,,139227.75,,,,,1733735.47,,,,,,1458437.41,89320.0,,41994.26,814789.26,,,,,,305011.0,,15544.51,,,40.0,,,2917228.96,,,
1.0,113385303.0,Palmyra Area SD,Lebanon,18324842.14,9176514.68,8221707.37,954807.31,,,67569.09,,,,,,680.0,,1916666.04,,,,,,714182.92,46970.0,827284.66,64082.92,433325.97,,,125411.62,,,361796.0,,,,,,,,4590358.24,,,
1.0,121390302.0,Allentown City SD,Lehigh,263942554.0,163085625.0,157246055.0,5839570.0,15158073.0,,292633.0,,,,,,4360.0,,14997459.0,,,,,,1986338.0,1121120.0,4627468.0,347376.0,12145153.0,,190000.0,,,,14414767.0,,,,,107791.0,,,35464391.0,,,
1.0,121391303.0,Catasauqua Area SD,Lehigh,11470621.21,5815991.18,5299415.46,516575.72,,,56158.59,,,,,,,,1196446.71,,,,,,171101.72,55055.0,340159.83,27107.26,857404.95,,12603.57,,64312.51,,206861.0,1017.22,,,,46888.54,,,2619513.13,,,
1.0,121392303.0,East Penn SD,Lehigh,40638111.65,17952675.5,15386018.66,2566656.84,,,93760.32,,,,,,,,4334036.04,,,,,,1578517.74,284515.0,840813.86,151900.18,2314376.57,,,,,,705924.0,,,,,,,,12381592.44,,,
1.0,121394503.0,Northern Lehigh SD,Lehigh,15665676.36,8426134.02,7831384.15,594749.87,,,105382.86,,,,,,,,1638219.7,,,,,,603144.36,13860.0,198921.8,27058.3,1197682.98,,45596.56,138802.38,25733.03,,298608.0,,,,,7385.0,,,2939147.37,,,
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,14441656.64,6953836.81,6179410.95,774425.86,,,2914.46,,,,,,,,1495667.17,,,,,,821013.17,47355.0,420422.59,35565.14,848258.77,,,24579.0,,,230490.0,,,,,,,,3561554.53,,,
1.0,121395103.0,Parkland SD,Lehigh,41918388.68,15363114.47,11873058.13,3490056.34,,,240878.94,,,,,,120.0,,4329213.56,,,,,,1533981.0,279895.0,446073.46,185333.83,2241122.5,,,49496.44,45116.14,,531722.0,,,,,,,,16672321.34,,,
1.0,121395603.0,Salisbury Township SD,Lehigh,9415895.42,3816855.34,3226863.92,589991.42,,,63404.52,,,,,,,,1200022.5,,,,,,490310.44,122045.0,94426.73,44346.62,632768.86,,,,,,103127.0,,,,,230.96,,,2848357.45,,,
1.0,121395703.0,Southern Lehigh SD,Lehigh,16275066.84,6326845.3,5300822.63,1026022.67,,,40803.82,,,,,10150.0,,,1410862.12,,,,,,1754099.7,208670.0,606045.08,62959.1,838708.79,,57726.26,,,,147449.0,400.0,,,,,,,4810347.67,,,
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,26279458.9,12233203.68,10704239.71,1528963.97,,,86228.8,,,,,,200.0,,2847618.16,,,,,,766060.95,155540.0,559913.84,86048.17,1482693.04,,67884.59,,,,1014816.0,2220.0,,,,700.0,,,6976331.67,,,
1.0,118401403.0,Crestwood SD,Luzerne,16601580.11,8827566.7,8093532.64,734034.06,,,30771.88,,,,,,,,1689808.04,,,,,,1506445.83,102795.0,637.33,51659.43,534281.03,,,99607.25,,,348001.0,,,,,,,,3410006.62,,,
1.0,118401603.0,Dallas SD,Luzerne,14739323.32,7390263.68,6676564.03,713699.65,,,32537.84,,,,,,,,1508852.35,,,,,,594455.76,47740.0,931297.98,90259.53,414885.91,,,150400.0,,,255430.0,,,,,,,,3323200.27,,,
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,23224426.93,14046050.82,13316704.68,729346.14,773426.7,,16426.66,,,,,,,,1947759.37,,,,190000.0,,917712.01,18865.0,450108.49,40491.1,888013.26,,,,,,438389.0,,,,,,,,3497184.52,,,
1.0,118403003.0,Hanover Area SD,Luzerne,20378896.65,10912433.59,10199650.29,712783.3,819679.4,,35454.73,,,,,,,,1933503.37,,,,737659.14,,781546.25,43120.0,,36609.25,1121128.62,,,,,,366048.0,,,,,,,,3591714.3,,,
1.0,118403302.0,Hazleton Area SD,Luzerne,105677860.19,54800820.04,51539924.75,3260895.29,4525534.14,,97869.41,,,573919.49,,,1059.0,3474.0,6134204.33,6313688.0,,,2465000.0,,2421566.83,138215.0,3367077.28,232143.54,3409423.15,,,150594.92,,,1675119.0,,52028.84,,,,,,19316123.22,,,
1.0,118403903.0,Lake-Lehman SD,Luzerne,14142718.98,7714775.01,7236472.58,478302.43,,,91580.04,,,,,,,,1341872.95,,,,,,1509411.3,51590.0,162552.96,29656.98,581829.07,,30000.0,,,,278523.0,,,,,,,,2350927.67,,,
1.0,118406003.0,Northwest Area SD,Luzerne,12444184.17,7811902.08,7493058.44,318843.64,,,47969.96,,,17108.92,,,,,1012875.89,,,,194444.46,,1122709.63,12705.0,,19953.3,614551.32,,,,,,213067.0,,,,,,,,1376896.61,,,
1.0,118406602.0,Pittston Area SD,Luzerne,23720232.07,12985415.13,12018441.55,966973.58,,,10572.91,,,,,,,,1998337.03,,,,,,1621478.24,113575.0,808204.56,,1120539.06,,,,,,495591.0,,,,,,,,4566519.14,,,
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,69774466.55,41066631.18,39039470.08,2027161.1,3870715.45,,55785.57,,,,,,,,6142727.79,,,,,,1031194.15,243705.0,1273331.4,145279.17,3636975.86,,83872.76,,,,1157796.0,,,,,700.0,,12258.05,11053494.17,,,
1.0,118409203.0,Wyoming Area SD,Luzerne,17904910.21,9679568.42,8995666.9,683901.52,,,73628.51,,,,,,,,1814041.16,,,,,,1883773.89,65835.0,114796.26,39479.84,589869.05,,11831.67,,,,357527.0,,,,,,,,3274559.41,,,
1.0,118409302.0,Wyoming Valley West SD,Luzerne,45351961.55,26263781.73,24437455.15,1826326.58,1546970.48,,141247.71,,,,,,,,4631416.28,,,,,,919361.51,138985.0,353074.28,98026.49,1972429.35,,,,,,893171.0,,9563.32,,,389529.76,,,7994404.64,,,
1.0,117412003.0,East Lycoming SD,Lycoming,15779229.19,9383492.07,8899770.59,483721.48,,,44204.48,,,,,,,,1208418.2,,,,384439.76,,1035108.98,3080.0,220290.05,28168.06,672000.66,,,101725.08,,,267638.0,,,,,,,,2430663.85,,,
1.0,117414003.0,Jersey Shore Area SD,Lycoming,24761637.61,14987016.86,14246220.98,740795.88,,,89955.98,,,132481.88,,,,,2038194.28,,,,372667.0,,1212888.73,51205.0,132703.19,40003.25,1442552.1,,,71894.2,,,489271.0,,12428.3,,,,,,3688375.84,,,
1.0,117414203.0,Loyalsock Township SD,Lycoming,8599462.04,4394096.49,3997904.92,396191.57,,,10517.66,,,,,,,,863937.9,,,,165000.0,,163194.18,,421783.86,27037.15,497655.8,,,,,,139676.0,,,,,,,,1916563.0,,,
1.0,117415004.0,Montgomery Area SD,Lycoming,10663947.45,6439128.1,6146431.33,292696.77,,,61480.2,,,9541.09,,,,,680078.48,,,,500000.0,,249586.37,36190.0,437790.51,16151.74,401842.88,,65912.18,112810.82,,,136406.0,,,,,,,,1517029.08,,,
1.0,117415103.0,Montoursville Area SD,Lycoming,14167907.03,8334117.43,7849327.36,484790.07,,,30585.93,,,,,,,,1438392.52,,,,,,525455.47,2695.0,116087.97,31746.24,648403.75,,,182569.31,,,264755.0,107142.84,,,,2065.19,,,2483890.38,,,
1.0,117415303.0,Muncy SD,Lycoming,7880792.76,4676063.46,4388395.29,287668.17,,,95908.58,,,,,1400.0,,,738791.72,,,,,,178706.27,2310.0,174237.96,17306.01,417494.79,,,22534.0,,,134126.0,,,,,,,,1421913.97,,,
1.0,117416103.0,South Williamsport Area SD,Lycoming,11088057.69,7072497.81,6676129.78,396368.03,,,5634.08,,,,,,,,956845.68,,,,,,207382.69,3080.0,,21529.93,707126.29,,,,,,228011.0,,,,,,,,1885950.21,,,
1.0,117417202.0,Williamsport Area SD,Lycoming,57758497.52,33662751.24,31851542.67,1811208.57,2060170.54,,105891.34,,,732166.28,,,,,5164824.98,,,,,,930409.09,6160.0,1289596.18,89112.78,3074672.47,,,239502.06,,,989521.0,,57508.11,,,,,,9356211.45,,,
1.0,109420803.0,Bradford Area SD,McKean,28307347.35,16143904.62,15157606.14,986298.48,,,34853.44,,,268184.79,,,,,2368316.99,,,,900000.0,,946044.08,3080.0,,45895.82,1919207.01,,,,,,501516.0,,25126.95,,,154727.98,,,4996489.67,,,
1.0,109422303.0,Kane Area SD,McKean,14138448.99,9666034.16,9271468.66,394565.5,,,15025.9,,,,,,,,1034810.04,,,,,,354454.95,,299715.25,17820.56,427908.97,,42212.3,,,,246106.0,,,,,,,,2034360.86,,,
1.0,109426003.0,Otto-Eldred SD,McKean,9504853.06,6278187.21,6018385.28,259801.93,,,43420.16,,,171674.38,,,,,664232.73,,,,32270.0,,408748.52,1925.0,131022.2,9431.93,237684.25,,,,,,163416.0,,12163.16,,,,,,1350677.52,,,
1.0,109426303.0,Port Allegany SD,McKean,12380902.32,8185272.57,7837916.31,347356.26,236988.43,,15936.01,,,,,210.0,,,879128.04,,,,,,466147.74,13090.0,238453.8,15479.02,409487.08,,20758.0,32485.0,,,212104.0,,,,,,,,1655362.63,,,
1.0,109427503.0,Smethport Area SD,McKean,11260585.92,7642010.64,7319353.63,322657.01,,,75095.58,,,,,,,,813992.55,,,,,,455935.22,4235.0,29940.3,14175.18,397801.63,,,,,,185322.0,,,,,12000.0,,,1630077.82,,,
1.0,104431304.0,Commodore Perry SD,Mercer,6630769.0,4276047.0,4093966.0,182081.0,,,,,,,,,,,445399.0,,,,,,383732.0,29645.0,14708.0,8178.0,227617.0,,,49616.0,1868.0,,100565.0,,,,,97638.0,,,995756.0,,,
1.0,104432503.0,Farrell Area SD,Mercer,17106318.0,10042260.0,9682801.0,359459.0,732381.0,,26395.0,,,,,,,,1041963.0,,,,,,84104.0,,544947.0,12056.0,335144.0,,,,,,217908.0,,,,,,,,4069160.0,,,
1.0,104432803.0,Greenville Area SD,Mercer,14540263.17,8368236.33,7911091.41,457144.92,344157.36,,120326.02,,,,,1365.0,,,1221838.54,,,,,,446536.11,27720.0,487406.45,24031.9,677920.23,,100839.89,,,,264567.0,,,,,,,,2455318.34,,,
1.0,104432903.0,Grove City Area SD,Mercer,19819751.11,9445761.66,8778433.99,667327.67,,,376698.11,,,40992.12,,,,,1603951.35,,,,,,633684.99,28490.0,3187150.05,41863.9,633002.93,,,22425.47,,,340539.0,,,,,,,,3465191.53,,,
1.0,104433303.0,Hermitage SD,Mercer,13927888.57,7600599.23,6987395.47,613203.76,,,,,,,,,,,1388633.57,,,,,,744122.8,10780.0,335009.67,43109.51,580854.98,,,59070.0,,,267203.0,,,,,,,,2898505.81,,,
1.0,104433604.0,Jamestown Area SD,Mercer,5680855.94,3422044.49,3292352.53,129691.96,,,7551.02,,,,,,,,475424.83,,,,,,352346.84,13475.0,144555.66,7074.6,348197.57,,,4513.44,75000.0,,95731.0,,,,,2266.45,,,732675.04,,,
1.0,104433903.0,Lakeview SD,Mercer,11846467.2,7284789.67,6955022.72,329766.95,,,27285.32,,,,,,,,840876.02,,,,,,814281.71,56210.0,458662.85,19895.05,458531.12,,,70873.4,,,221294.0,,,,,12661.23,,,1581106.83,,,
1.0,104435003.0,Mercer Area SD,Mercer,10686410.37,6134204.15,5844598.79,289605.36,159490.02,,36909.03,,,,,630.0,,,1002432.9,,,,,,606674.99,17710.0,431598.81,18315.44,511553.02,,56969.0,23591.14,38018.0,,214632.0,,,,,,,,1433681.87,,,
1.0,104435303.0,Reynolds SD,Mercer,13805193.79,8876277.74,8503030.23,373247.51,,,120614.86,,,,,,,,1140723.21,,,,,,859554.78,49280.0,30585.75,18798.33,622421.07,,,,,,238412.0,,,,,,,,1848526.05,,,
1.0,104435603.0,Sharon City SD,Mercer,28808459.37,19384634.82,18533446.39,851188.43,1253988.95,,,,,,,,,,2224182.8,,,,,,508867.65,,,30018.11,950473.0,,,,,,493812.0,,,,,149919.57,,,3812562.47,,,
1.0,104435703.0,Sharpsville Area SD,Mercer,11696883.32,7299645.01,6939588.15,360056.86,,,53496.34,,,,,,,,927966.17,,,,,,308594.54,10780.0,221414.85,20240.13,567812.73,,30000.0,136634.69,,,239259.0,,,,,,,,1881039.86,,,
1.0,104437503.0,West Middlesex Area SD,Mercer,9809331.88,5900120.08,5599682.76,300437.32,,,,,,,,,,,811425.48,,,,,,421437.94,33880.0,267260.72,13536.74,505054.13,,,54768.0,,,185880.0,,,,,48771.6,,,1567197.19,,,
1.0,111444602.0,Mifflin County SD,Mifflin,45832320.24,24917379.91,23625259.51,1292120.4,1102471.19,,111723.79,,,,,,,,4019417.47,,,,,,3347770.01,171325.0,1229436.38,92724.92,2422548.4,,269453.2,82591.47,,,968914.0,,,,,,,,7096564.5,,,
1.0,120452003.0,East Stroudsburg Area SD,Monroe,55670607.29,24663832.85,21286643.55,3377189.3,,,505753.58,,,,,,,,5668114.61,,,,,,89958.99,120890.0,1340956.79,134905.12,5475081.78,,18309.0,227014.09,,,1498758.0,,,,,52440.0,,,15874592.48,,,
1.0,120455203.0,Pleasant Valley SD,Monroe,49195719.94,25387326.84,23819982.76,1567344.08,,,240600.57,,,,,,,,4323802.25,,,,,,2789340.82,46200.0,,71364.32,5131909.4,,,112346.01,24875.0,,3521256.0,,,,,,,,7546698.73,,,
1.0,120455403.0,Pocono Mountain SD,Monroe,75996772.14,35093493.51,31730366.24,3363127.27,,,600586.18,,,479602.8,,,,,7510643.69,,,,,,2977365.61,55440.0,1191022.36,161102.31,7816741.75,,,256345.89,19823.86,,2034068.0,,,,,,,,17800536.18,,,
1.0,120456003.0,Stroudsburg Area SD,Monroe,43277125.36,20405531.47,18370451.69,2035079.78,,,138321.19,,,,,,,,3867891.46,,,,,,1616709.31,109340.0,2221552.57,87737.29,3354739.7,,,176893.0,,,776707.0,,,,,,,,10521702.37,,,
1.0,123460302.0,Abington SD,Montgomery,43057428.87,12687290.66,9372362.33,3314928.33,,,94477.19,,,,,,,,4138995.55,,,,,,1002062.92,434665.0,850290.12,182005.41,6424576.14,,84226.19,,30000.0,,401756.0,,,,,,,,16727083.69,,,
1.0,123460504.0,Bryn Athyn SD,Montgomery,59999.0,34388.0,34388.0,,,,,,,,,,,,6131.0,,,,,,,,,,19480.0,,,,,,,,,,,,,,,,,
1.0,123461302.0,Cheltenham SD,Montgomery,26863289.0,7970522.0,6002562.0,1967960.0,,,563590.0,,,,,,,,3125122.0,,,,,,548877.0,191730.0,573933.0,90272.0,4093279.0,,,138964.0,,,340388.0,,,,,,,,9226612.0,,,
1.0,123461602.0,Colonial SD,Montgomery,25270627.96,6647219.4,4314163.46,2333055.94,,,119605.2,,,,,,,,2306259.89,,,,,,577438.36,234850.0,199185.41,129381.57,3861213.99,,1413.59,,,,169916.0,,,,,,,,11024144.55,,,
1.0,123463603.0,Hatboro-Horsham SD,Montgomery,25121181.2,8260347.1,6299223.2,1961123.9,,,73036.2,,,,,,,,2601731.5,,,,,,333496.32,243319.98,280068.5,80427.6,2997686.7,,,103637.2,,,270230.0,,,,,355977.6,,,9521222.5,,,
1.0,123463803.0,Jenkintown SD,Montgomery,3715808.22,1287540.63,1003840.7,283699.93,,,,,,,,,,,340220.35,,,,,,1622.09,,,14003.36,681493.12,,,,,,23471.0,,,,,,,,1367457.67,,,
1.0,123464502.0,Lower Merion SD,Montgomery,45944855.2,10431789.06,5089301.25,5342487.81,,,142488.13,,,,,,,,3395393.45,,,,,,1261054.63,377300.0,288058.7,248312.3,4378610.97,,,,,,240611.0,,,,,,,,25181236.96,,,
1.0,123464603.0,Lower Moreland Township SD,Montgomery,12045455.13,4017311.7,3165077.75,852233.95,,,,,,,,,,,1007780.32,,,,,,420155.99,80465.0,198104.6,53144.01,1836735.62,,,273382.0,,,75809.0,,,,,,,,4082566.89,,,
1.0,123465303.0,Methacton SD,Montgomery,26340363.02,9591029.63,7881756.84,1709272.79,,,82052.28,,,,,,,,2730391.85,,,,,,1611943.14,318010.0,527309.49,84040.72,2519919.01,,,,45000.0,,252829.0,,,,,92470.56,,,8485367.34,,,
1.0,123465602.0,Norristown Area SD,Montgomery,51097087.08,21400085.71,18982457.13,2417628.58,2126794.81,,165896.59,,,,,,,,5990069.35,,,,,,1563823.47,730730.0,763037.82,169552.63,3470173.7,,,,,,1287066.0,,,,,249700.0,,,13180157.0,,,
1.0,123465702.0,North Penn SD,Montgomery,61499303.8,19539583.0,14429639.59,5109943.41,,,220024.45,,,,,,,,7264783.84,,,,,,1623722.08,558250.0,367801.02,279470.58,6373144.69,,,139105.29,,,577539.0,,,,,87272.47,,,24468607.38,,,
1.0,123466103.0,Perkiomen Valley SD,Montgomery,28369466.46,9527819.43,7582965.7,1944853.73,,,13311.22,,,,,,,,2977724.33,,,,,,1603159.45,199430.0,1814902.24,106790.75,2507300.77,,,,,,506099.0,,,,,,,,9112929.27,,,
1.0,123466303.0,Pottsgrove SD,Montgomery,22706294.0,10482518.0,9373391.0,1109127.0,,,156484.0,,,,,,,,2516614.0,,,,,,869815.0,70840.0,421333.0,64929.0,1928142.0,,,,,,422968.0,,,,,,,,5772651.0,,,
1.0,123466403.0,Pottstown SD,Montgomery,39082779.32,16878124.99,15562801.65,1315323.34,1591794.79,,94740.33,,,486542.33,,,,,3024776.75,,,,2820000.0,,445328.52,11550.0,1108305.98,60647.84,2040708.11,,74677.81,,,,3059007.0,,32082.71,,,,,,7354492.16,,,
1.0,123467103.0,Souderton Area SD,Montgomery,33675808.04,13034337.14,10943079.69,2091257.45,,,158223.67,,,,,,40.0,,3682431.87,,,,,,1998962.96,289135.0,777949.67,120304.01,2818508.18,,,,,,524477.0,,,,,624.6,,,10270813.94,,,
1.0,123467203.0,Springfield Township SD,Montgomery,12613388.79,3250594.3,2175459.71,1075134.59,,,-30717.19,,,,,,,,1001292.46,,,,,,260604.41,145915.0,263994.02,96474.82,2264755.48,,,,,,76424.0,,,,,3891.75,,,5280159.74,,,
1.0,123467303.0,Spring-Ford Area SD,Montgomery,38695317.2,15068772.18,12215741.35,2853030.83,,,183017.53,,,,,,,,2998850.58,,,,,,1838244.86,344190.0,1028276.91,161676.29,3073513.13,,,320658.83,85568.51,,442498.0,,,,,,,,13150050.38,,,
1.0,123468303.0,Upper Dublin SD,Montgomery,20471607.35,5331474.12,3528714.03,1802760.09,,,247865.47,,,,,,,,1995131.16,,,,,,439617.77,138600.0,318124.11,92543.57,3035332.09,,,,,,142657.0,,,,,8631.75,,,8721630.31,,,
1.0,123468402.0,Upper Merion Area SD,Montgomery,18087137.74,5455638.77,3529688.23,1925950.54,,,,,,,,,,,1519946.12,,,,,,387152.71,151690.0,197038.0,92917.61,770630.29,,,156599.17,,,137324.0,,,,,,,,9218201.07,,,
1.0,123468503.0,Upper Moreland Township SD,Montgomery,17275732.44,6562034.6,5104631.04,1457403.56,,,68278.17,,,,,,,,1955844.09,,,,,,442309.53,156695.0,400904.11,73338.01,1613225.47,,,,,,187164.0,,,,,,,,5815939.46,,,
1.0,123468603.0,Upper Perkiomen SD,Montgomery,22145782.98,10678181.3,9693776.08,984405.22,,,151148.16,,,,,,,,2246752.93,,,,,,1278614.87,100870.0,856341.61,58749.85,1450301.16,,,51964.29,,,378374.0,,,,,,,,4894484.81,,,
1.0,123469303.0,Wissahickon SD,Montgomery,23242944.54,5793080.47,3691878.51,2101201.96,,,16410.91,,,,,,,,2236577.79,,,,,,331451.74,353430.0,3803.31,112857.9,3876354.14,,,154946.28,,,157053.0,,,,,,,,10206979.0,,,
1.0,116471803.0,Danville Area SD,Montour,16953645.8,8805520.2,8176424.88,629095.32,,,28911.41,,,25469.98,,,,,1729527.12,,,,360000.0,,1222823.58,43505.0,403362.97,40683.72,697058.13,,,79816.0,,,279308.0,,5800.08,,,,,,3231859.61,,,
1.0,120480803.0,Bangor Area SD,Northampton,23528630.18,12270197.25,11252956.61,1017240.64,,,63689.5,,,,,,,,2379252.53,,,,,,1275990.1,37345.0,32278.17,50029.9,2167891.93,,,52179.29,,,511151.0,,,,,,,,4688625.51,,,
1.0,120481002.0,Bethlehem Area SD,Northampton,95278567.47,47060211.91,42833263.9,4226948.01,3803690.96,,648833.62,,,,,,360.0,,9159627.47,,,,1200000.0,,1349391.18,833910.0,1455667.96,302357.34,5994131.49,,,265884.46,,,1797733.0,,,,,414648.7,,,20992119.38,,,
1.0,120483302.0,Easton Area SD,Northampton,58811530.0,27994733.95,25057728.91,2937005.04,,72797.9,177526.26,,,97577.27,,,,,5578043.74,,,,331934.55,,1128868.81,518595.0,2269894.11,147140.56,4157647.83,,,,,,1289684.0,,,,,,,,15047086.02,,,
1.0,120484803.0,Nazareth Area SD,Northampton,26854478.51,12894172.87,11368796.66,1525376.21,,,21520.45,,,,,,,,2413053.49,,,,,,1063869.91,100870.0,262749.49,91840.04,2020901.96,,,90044.39,,,476529.0,,,,,,,,7418926.91,,,
1.0,120484903.0,Northampton Area SD,Northampton,35833179.7,18305468.78,16714521.51,1590947.27,,,292227.66,,,,,,,,3664842.99,,,,,,1542945.95,172865.0,1031301.76,98730.79,1845741.31,,82512.02,12018.89,,,617222.0,,,,,,,,8167302.55,,,
1.0,120485603.0,Pen Argyl Area SD,Northampton,11820037.51,6022459.49,5642257.79,380201.7,,,65971.24,,,,,,,,1386601.8,,,,,,482709.99,19635.0,16701.44,29845.8,874586.2,,,147193.63,,,256790.0,,,,,,,,2517542.92,,,
1.0,120486003.0,Saucon Valley SD,Northampton,11095884.44,4659452.86,3914602.18,744850.68,,,4294.93,,,,,,,,1078761.77,,,,,,260828.2,92400.0,,37020.9,1172390.81,,,2375.0,,,142538.0,,,,,,,,3645821.97,,,
1.0,120488603.0,Wilson Area SD,Northampton,15731569.12,7240378.79,6553926.62,686452.17,,,176382.21,,,,,,,,1874562.62,,,,530000.0,,277423.14,36960.0,578642.3,48924.31,1238766.82,,9800.49,7490.0,,,313967.0,800.0,,,,700.0,,,3396771.44,,,
1.0,116493503.0,Line Mountain SD,Northumberland,12240086.43,7158807.81,6809890.75,348917.06,,,11653.84,,,,,,,,935042.34,,,,,,1417468.18,44275.0,264375.27,19603.38,432198.12,,,,,,210320.0,,,,,,,,1746342.49,,,
1.0,116495003.0,Milton Area SD,Northumberland,18466680.43,10891769.29,10217233.86,674535.43,,,93171.16,,,164662.26,,,158.0,,1687725.25,,,,,,647238.58,26180.0,,35290.84,775689.37,,20000.0,,,,393328.0,,,,,250000.0,,-17368.18,3498835.86,,,
