Cat,AUN,LEA Name,County,Total State Revenue 7000,Basic Education Funding 7110,Basic Education Funding - Formula 7111,Basic Education Funding - Social Security 7112,Level Up Supplement 7120,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340","Sewage Treatment Operations / Environmental Subsidies
7350",School Safety and Security Grants 7361,School Mental Health & Safety and Security Grants 7362,Other Safe Schools Grants 7369,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1.0,108070502.0,Altoona Area SD,Blair,76961158.11,46548500.05,44326330.04,2222170.01,1769875.85,,143244.79,,,,,1890.0,,,6187631.82,1718455.73,72172.0,,287448.03,,1960606.91,124355.0,1386240.5,149707.49,2325785.82,,14680.8,108433.04,101357.58,,1485051.0,,,,,,,,12575721.7,,,
1.0,108071003.0,Bellwood-Antis SD,Blair,11965939.81,7753348.45,7360904.5,392443.95,,,59179.91,,,84884.38,,420.0,,,883973.32,,,,,,379423.53,4620.0,205146.52,22572.58,454062.3,,,65109.62,,,206209.0,,9761.45,,,,,,1837228.75,,,
1.0,108071504.0,Claysburg-Kimmel SD,Blair,9969591.7,6204937.15,5916591.49,288345.66,217717.02,,,,,,,,,,665750.42,,,,,,504042.2,1925.0,181540.78,15586.1,429625.46,,,198498.55,,,173060.0,,,,,,,,1376909.02,,,
1.0,108073503.0,Hollidaysburg Area SD,Blair,22673900.34,13827696.96,13030840.64,796856.32,,,30532.47,,,,,,,,2349405.58,,,,,,860696.5,43120.0,413607.04,62276.26,716273.76,,,95946.01,4615.8,,421318.0,,,,,,,,3848411.96,,,
1.0,108077503.0,Spring Cove SD,Blair,14599326.14,8758113.33,8324088.87,434024.46,,,44965.01,,,59336.62,,,40.0,,1282141.01,,,,,,1018517.78,18095.0,212828.95,31195.18,481289.48,,,2052.0,65000.0,,291450.0,204545.49,9252.92,,,,,,2120503.37,,,
1.0,108078003.0,Tyrone Area SD,Blair,17653344.92,10510667.51,9958875.31,551792.2,,,84532.95,,,90116.38,,1015.0,,,1598133.66,166553.11,,2102.75,696960.25,,752321.24,26565.0,,31933.5,617859.61,,,50754.29,14119.68,,308378.0,,10749.08,,,,,,2690582.91,,,
1.0,108079004.0,Williamsburg Community SD,Blair,5954633.7,3910302.97,3742373.78,167929.19,139628.74,,,,,34610.14,,,,,418964.65,,,,,,281291.44,1925.0,,8549.22,257334.33,,,,,,102791.0,,5583.03,,,,,,793653.18,,,
1.0,117080503.0,Athens Area SD,Bradford,24082662.46,14031018.98,13156208.6,874810.38,,,51360.5,,,61560.97,,,,,1961378.64,,,,,,1500687.68,19250.0,593010.88,37978.86,1168069.58,,,60717.45,,,418272.0,,,,,,,,4179356.92,,,
1.0,117081003.0,Canton Area SD,Bradford,12483228.3,8043011.62,7678934.62,364077.0,,,96906.77,,,14582.59,,,,,820871.18,,,,,,611971.33,,432275.85,,375791.88,,,60396.05,,,203216.0,,,,,,,5072.31,1819132.72,,,
1.0,117083004.0,Northeast Bradford SD,Bradford,9632809.15,6514458.0,6240694.96,273763.04,,,,,,51562.54,,,,,663782.93,,,,,,657737.11,6930.0,29660.71,14472.74,124737.09,,6500.0,43648.96,,,165568.0,,6233.19,,,,,,1347517.88,,,
1.0,117086003.0,Sayre Area SD,Bradford,11737930.01,7543736.64,7172962.93,370773.71,,,,41501.82,,,,1225.0,,,1006419.91,,,17463.48,,,220141.7,10010.0,36789.37,18230.92,739004.72,,-56426.84,,,,201990.0,,,,,,,,1957843.29,,,
1.0,117086503.0,Towanda Area SD,Bradford,16481447.89,8908753.34,8350663.92,558089.42,,,93013.32,,,,,,,,1309135.58,,,,360000.0,,1196935.06,12320.0,678986.23,28586.79,947477.77,,,77573.0,,,290449.0,,,,,110206.72,,-23166.23,2491177.31,,,
1.0,117086653.0,Troy Area SD,Bradford,16976640.33,10536427.39,10081237.91,455189.48,,,15363.86,,,65811.7,,,,,1293147.48,,,,,,1103164.95,1540.0,786105.83,24829.35,430865.92,,,115206.9,,,310736.0,,,,,,,,2293440.95,,,
1.0,117089003.0,Wyalusing Area SD,Bradford,13916706.06,8093681.36,7652224.6,441456.76,,,65175.46,,,,,,,,1135945.94,,,,,,1153233.7,11165.0,695636.36,23267.38,373564.56,,,45807.5,,,231038.0,,,,,,,,2088190.8,,,
1.0,122091002.0,Bensalem Township SD,Bucks,44611903.8,19424513.06,17300278.15,2124234.91,,,202527.68,,,,,1225.0,,,5062946.02,,,,,,1259267.72,748440.0,585102.65,136053.19,2861965.81,,,66737.9,,,584234.0,,,,,2381619.0,,,11297271.77,,,
1.0,122091303.0,Bristol Borough SD,Bucks,13408768.28,7876761.14,7340594.5,536166.64,340097.84,,79725.79,,,,,,,,1357755.84,,,,,,120297.87,10395.0,261571.55,25561.39,626910.81,,,,,,218128.0,,,,,,,,2491563.05,,,
1.0,122091352.0,Bristol Township SD,Bucks,52351857.6,26695183.38,24531737.36,2163446.02,,,26960.77,,,,,,,,5421318.95,,,,800445.05,,1198773.39,395780.0,1520138.2,125420.42,4274274.33,,91013.77,28641.46,,,1029712.0,,,,,,,,10744195.88,,,
1.0,122092002.0,Centennial SD,Bucks,35616916.62,16436017.46,14174166.32,2261851.14,,,18689.0,,,,,,,,3547497.89,,,,,,570075.61,293855.0,974122.89,120305.33,2534197.44,,13360.0,,,,380367.0,,,,,,,,10728429.0,,,
1.0,122092102.0,Central Bucks SD,Bucks,82432624.74,27760591.69,21315067.85,6445523.84,,,119037.58,,,,,,,,7689867.17,,,,,,4101931.33,495880.0,569293.92,335900.6,7605998.22,,,,,,1024042.0,,,,,,,,32730082.23,,,
1.0,122092353.0,Council Rock SD,Bucks,58547805.78,20232969.68,16002356.89,4230612.79,,,70253.67,,,,,,,,6716979.66,,,,,,1401892.15,500115.0,1724287.0,214086.83,6771445.93,,27000.0,,,,416762.0,,,,,,,,20472013.86,,,
1.0,122097203.0,Morrisville Borough SD,Bucks,7734134.0,3670986.0,3359482.0,311504.0,,,,,,,,,,,902710.0,,,,,,34911.0,,,19889.0,487398.0,,,,,,1119607.0,,,,,11137.0,,,1487496.0,,,
1.0,122097502.0,Neshaminy SD,Bucks,50627212.66,18755641.89,16078463.14,2677178.75,,,296235.79,,,,,,,,7399036.84,,,,1500000.0,,1363902.6,250635.0,725025.19,176139.87,4526772.32,,,,,,663751.0,,,,,237200.0,,,14732872.16,,,
1.0,122097604.0,New Hope-Solebury SD,Bucks,6994891.33,2119361.0,1370216.83,749144.17,,,,,,,,,,,522417.6,,,,,,79083.58,,114958.0,23724.03,946296.09,,,,2069.05,,49442.0,,,,,,,486856.12,2650683.86,,,
1.0,122098003.0,Palisades SD,Bucks,10276771.4,3856108.92,3183412.77,672696.15,,,161136.19,,,,,,,,1183000.2,,,,,,238547.28,51975.0,213805.83,29264.3,1150444.55,,15477.31,22908.25,,,67213.0,,,,,,,,3286890.57,,,
1.0,122098103.0,Pennridge SD,Bucks,36989826.81,14868391.0,12461457.0,2406934.0,,,51223.0,,,,,,,,4033635.0,,,,,,1259249.81,170170.0,595145.0,127450.0,3059218.0,,44469.0,81736.0,,,625645.0,,,,,,,,12073495.0,,,
1.0,122098202.0,Pennsbury SD,Bucks,59015007.39,22311695.66,18355884.88,3955810.78,,,93600.9,,,,,,,,6408003.34,,,,900000.0,,1267956.45,662970.0,1783907.71,197739.9,5240826.64,,,,,,783733.0,,,133327.3,,347250.0,,,18883996.49,,,
1.0,122098403.0,Quakertown Community SD,Bucks,30782864.63,13674451.1,12048078.05,1626373.05,,,107778.33,,,,,,,,3451878.35,,,,340000.0,,1038408.33,145145.0,854859.78,87385.23,2604917.83,,114136.02,,,,535278.0,,,,,,,,7828626.66,,,
1.0,104101252.0,Butler Area SD,Butler,50628728.61,29216054.76,27524308.85,1691745.91,,,111554.66,,,,487.33,,,,5177428.8,,,,,,2288820.45,210980.0,1606754.81,113277.68,2467110.76,,,865.0,,,1147945.0,,,,,58610.47,,,8228838.89,,,
1.0,104103603.0,Karns City Area SD,Butler,16908109.0,10747908.0,10252526.0,495382.0,,,29194.0,,,,,,,,1314871.0,,,,,,1285329.0,13090.0,2905.0,23788.0,748448.0,,,99940.0,,,315032.0,,,,,,,,2327604.0,,,
1.0,104107803.0,Knoch SD,Butler,15571437.2,8982829.79,8432576.73,550253.06,,,,,,,,,,,1585698.99,,,,,,1150786.92,100870.0,4021.33,45585.9,749833.05,,21461.02,,,,336435.0,,,,,,,,2593915.2,,,
1.0,104105003.0,Mars Area SD,Butler,15089673.83,7549146.36,6716159.55,832986.81,,,24328.14,,,,,,,,1244107.53,,,,,,614982.69,171710.0,712394.41,67549.96,417179.79,,,150588.0,,,241656.0,,,,,,,,3896030.95,,,
1.0,104105353.0,Moniteau SD,Butler,14341887.15,8553708.69,8132799.59,420909.1,,,24545.06,,,24504.76,,,,,1196161.28,,,,,,1197054.66,6545.0,76638.09,55487.8,761422.04,,,,94389.62,,284091.0,,,,,45727.71,,,1979611.44,42000.0,,
1.0,104107903.0,Seneca Valley SD,Butler,39852188.86,18059323.92,15563536.19,2495787.73,,,151077.82,,,,,,,,4011209.73,,,,,,2251134.35,262185.0,783612.72,161939.12,1541429.52,,259643.5,,,,684267.0,,,,,,,,11686366.18,,,
1.0,104107503.0,Slippery Rock Area SD,Butler,16390671.0,9609673.0,9108399.0,501274.0,,,56017.0,,,,,1295.0,,,1652816.0,,,,,,1465179.0,37730.0,7478.0,37739.0,826536.0,,,,,,334886.0,,,,,,,,2361322.0,,,
1.0,108110603.0,Blacklick Valley SD,Cambria,9584428.84,6195989.29,5994696.43,201292.86,253769.38,,44349.06,,,,,,,,645766.67,,,,,,612604.02,25795.0,320044.2,6475.3,213047.63,,13334.0,,,,141827.0,,,,,,,,1111427.29,,,
1.0,108111203.0,Cambria Heights SD,Cambria,16773287.07,10678951.72,10175505.02,503446.7,,,29737.29,,,,,,,,1130173.44,,,,179739.65,,931009.86,30030.0,595049.2,24753.34,639502.11,,,,,,279447.0,1500.0,,,,,,,2253393.46,,,
1.0,108111303.0,Central Cambria SD,Cambria,14194647.91,8358352.03,7906947.92,451404.11,,,52520.56,,,,,,,,1205325.82,,,,,100000.0,858329.4,50050.0,73042.46,38118.41,491343.4,,,146620.96,,,461606.0,,,,,,,,2306838.87,,,52500.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,10425203.14,6445063.17,6239652.95,205410.22,,,11202.04,,,,,,,,673121.07,,,,430000.0,,588559.54,24640.0,162042.22,13274.5,342977.14,,100000.0,,,,271026.0,,,,,100000.0,,,1263297.46,,,
1.0,108112003.0,Ferndale Area SD,Cambria,9570090.53,6308285.6,6040151.93,268133.67,225587.73,,,,,,,140.0,,,706456.55,,,,,,417279.95,8855.0,,11265.38,382404.08,,44664.0,,,,158485.0,,,,,37443.0,,,1269224.24,,,
1.0,108112203.0,Forest Hills SD,Cambria,20934513.83,13759508.4,13199804.31,559704.09,,,,,,,,,,,1527441.24,,,,,,1189041.08,32725.0,192711.72,32299.5,1038898.49,,6400.0,32143.21,,,397738.0,,,,,,,,2725607.19,,,
1.0,108112502.0,Greater Johnstown SD,Cambria,41302763.52,24381359.26,23349195.21,1032164.05,1629126.95,,18158.21,,,497304.73,,,,,3043509.65,,,,1160000.0,,1152364.98,83089.82,878726.92,57096.54,1721298.16,,,128816.01,,,1174415.0,,34253.87,,,1096.86,,,5342146.56,,,
1.0,108114503.0,Northern Cambria SD,Cambria,15079810.37,9885924.35,9477291.62,408632.73,,2333.38,,,,,,,,,909127.12,,,,209732.16,,1066230.03,62755.0,400101.48,,395912.53,,49833.57,25943.28,,,242060.0,,,,,,,-6994.85,1836852.32,,,
1.0,108116003.0,Penn Cambria SD,Cambria,17269403.21,10602088.01,10127672.92,474415.09,,,,,,,,,,,1380060.34,,,,170000.0,,1219995.08,68530.0,463979.61,29340.3,569941.32,,,52905.37,,,313302.0,,,,,13113.0,,,2386148.18,,,
1.0,108116303.0,Portage Area SD,Cambria,10987613.88,7487350.33,7164253.69,323096.64,,,,,,,,,,,704899.83,,,,,,388891.74,14630.0,278957.78,14498.98,422773.24,,,,,,186456.0,,,,,,,,1489155.98,,,
1.0,108116503.0,Richland SD,Cambria,7941000.09,4239663.25,3879068.99,360594.26,,,,,,,,,,,830077.37,,,,,,395519.07,7123.0,212180.22,28154.57,290488.14,,,72393.59,,,138845.0,,,,,,,,1726555.88,,,
1.0,108118503.0,Westmont Hilltop SD,Cambria,11788291.25,4981062.75,4567626.93,413435.82,,,44602.54,,,,,,,,1029578.23,,,,,,427563.58,23100.0,2119907.77,30081.82,389765.16,,2600.0,128432.51,64319.98,,377493.0,,,,,100000.0,,,2069783.91,,,
1.0,109122703.0,Cameron County SD,Cameron,9847639.0,6274483.0,6061761.0,212722.0,239950.0,,,,,,,,,,789720.0,,,,,,430862.0,4235.0,407570.0,9585.0,544799.0,,,,,,145002.0,,,,,,,,1001433.0,,,
1.0,121135003.0,Jim Thorpe Area SD,Carbon,11440558.44,5180620.43,4629743.66,550876.77,,,101202.79,,,,,,,,1094433.41,,,,182638.87,,885504.92,4620.0,194758.43,33123.0,931976.43,,,,,,219928.0,,,,,,,,2611752.16,,,
1.0,121135503.0,Lehighton Area SD,Carbon,19844511.8,10797603.52,10111510.64,686092.88,,,192046.4,,,,,,,,1928397.76,,,,200000.0,,482965.81,6930.0,960646.52,39775.51,1496287.89,,,,19980.0,,374159.0,,,,,,,,3345719.39,,,
1.0,121136503.0,Palmerton Area SD,Carbon,14453096.74,7841129.91,7265503.32,575626.59,,,54817.39,,,,,,,,1502381.22,,,,300000.0,,347808.79,21560.0,232922.62,32136.91,938846.22,,,48497.48,,,303548.0,,,,,,,,2829448.2,,,
1.0,121136603.0,Panther Valley SD,Carbon,19493069.38,11541939.94,11110640.03,431299.91,887432.94,,31548.88,,,,,,,,1746032.38,,,,480000.0,,801617.16,33110.0,163807.21,34303.22,930898.52,,64779.76,,,,338016.0,,,,,,,,2439583.37,,,
1.0,121139004.0,Weatherly Area SD,Carbon,7368055.44,4221113.19,4011192.82,209920.37,,,22826.22,,,,,,,,557892.13,,,,300000.0,,579059.18,6545.0,,10248.41,460746.53,,,25885.53,40000.0,,98472.0,,,,,280.0,,,1044987.25,,,
1.0,110141003.0,Bald Eagle Area SD,Centre,16715881.25,9694177.58,9140872.51,553305.07,,,26819.3,,,37769.94,,,,,1500177.81,,,,,,625232.0,21560.0,873886.48,27242.92,922858.27,,,,,,310813.0,,,,,30270.15,,,2645073.8,,,
1.0,110141103.0,Bellefonte Area SD,Centre,19338394.91,10101260.75,9347230.88,754029.87,,,,,,18021.36,,2800.0,,,2076280.37,,,,,,685223.43,55825.0,700558.18,48350.2,1479204.34,,,84164.29,,,408961.0,,,,,,,,3677745.99,,,
1.0,110147003.0,Penns Valley Area SD,Centre,11741184.89,6453957.41,6087459.4,366498.01,,,40978.27,,,667.36,,,,,1024808.25,,,,,,744644.55,26180.0,534374.99,21118.12,707034.86,,15540.0,,,,193434.0,160714.26,,,,,,,1817732.82,,,
1.0,110148002.0,State College Area SD,Centre,34675855.2,13384944.15,10597444.2,2787499.95,,,55144.63,,,279629.28,,,,,3485010.08,,,,,,503324.19,256410.0,910863.88,135988.19,1792546.51,,,233420.84,,,310013.0,,34592.16,,,634.3,,,13293333.99,,,
1.0,124150503.0,Avon Grove SD,Chester,35971339.98,17917001.2,16422309.17,1494692.03,,,24317.21,,,,,,3274.0,,3270242.32,,,,,,1737346.08,265650.0,1096257.12,105513.79,3370140.32,,,166379.86,,,754726.0,,,,,,,,7260492.08,,,
1.0,124151902.0,Coatesville Area SD,Chester,61218266.76,31050076.73,29561617.22,1488459.51,1331136.5,,141999.32,,,,,,,,6994324.79,,,,,,4898951.98,1441440.0,1819234.68,104006.71,4896756.63,,,,13000.0,,1103925.0,,,,,,,,7423414.42,,,
1.0,124152003.0,Downingtown Area SD,Chester,59611939.12,21411572.86,17183069.97,4228502.89,,,79824.33,,,,,,,,6826948.5,,,,,,3109111.24,463155.0,1298173.2,307464.21,4904389.12,,,,,,874969.0,,,,,,,,20336331.66,,,
1.0,124153503.0,Great Valley SD,Chester,17576745.34,5255511.59,3561771.4,1693740.19,,,113413.12,,18315.45,,,,,,1737218.7,,,,,,577855.23,200585.0,45967.58,102585.31,1290910.94,,168950.26,,,,136602.0,,,,,1095.23,,,7927734.93,,,
1.0,124154003.0,Kennett Consolidated SD,Chester,21762673.43,8644506.84,7359224.52,1285282.32,,,23438.01,,,,,,2774.0,,2129234.56,,,,,,992990.56,107800.0,477693.98,78810.2,1797651.61,,,61539.0,,,1150617.0,,,,,,,,6295617.67,,,
1.0,124156503.0,Octorara Area SD,Chester,16689836.8,7862239.71,7126400.57,735839.14,,,14698.64,,,185571.42,,,360.0,,1795547.45,,,,,,1312188.22,53130.0,97831.77,47470.42,1436660.55,,,,,,318487.0,,15137.89,,,3226.1,,,3547287.63,,,
1.0,124156603.0,Owen J Roberts SD,Chester,26420296.76,9353028.85,7550112.6,1802916.25,,,80315.21,,,,,,,,2418009.83,,,,500000.0,,1907205.17,166705.0,535582.94,105216.36,1889025.69,,,358311.0,,,292196.0,,,,,,,,8814700.71,,,
1.0,124156703.0,Oxford Area SD,Chester,29500043.92,15678081.83,14590042.61,1088039.22,733078.41,,47224.39,,,,,,,,2732756.5,,,,,,1313114.35,202510.0,1038163.06,65611.63,1979907.99,,,,,,572695.0,,,,,,,,5136900.76,,,
1.0,124157203.0,Phoenixville Area SD,Chester,20273267.6,7530725.51,6028726.31,1501999.2,,,78111.84,,,,,,,,1916350.44,,,,,,751269.21,247170.0,364931.62,76474.02,1693388.84,,,32655.0,,,377795.0,,,,,,,,7204396.12,,,
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,25713932.22,7100748.03,4625336.78,2475411.25,,,8539.13,,,,,,,,2600284.39,,,,,,880663.72,192885.0,-0.01,155235.52,2646884.85,,36326.8,77164.22,,,199614.0,,,,,,,,11815586.57,,,
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,17999362.98,5474188.51,3879738.34,1594450.17,,,2024.8,,,,,945.0,120.0,,1939652.78,,,,,,428766.04,77385.0,301358.22,78171.63,1876394.39,,,63336.0,,,127325.0,,,,,,,,7629695.61,,,
1.0,124159002.0,West Chester Area SD,Chester,49369224.83,14945627.73,10934687.94,4010939.79,,,89497.66,,,,,,,,5966494.72,,,,,,1945989.64,738045.0,985973.71,251754.1,4282501.14,,,382500.0,,,399095.0,,,,,,,,19381746.13,,,
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,10054834.7,6387304.3,6128701.57,258602.73,,,40491.12,,,,,,,,741918.73,,,,,,923193.43,21175.0,,10464.46,352711.84,,,55100.75,,,151489.0,,,,,124131.85,,,1246854.22,,,
1.0,106161203.0,Clarion Area SD,Clarion,6671146.28,3728327.85,3471590.85,256737.0,201946.62,,8847.23,,,,,,,,611961.66,,,,,,233775.43,5005.0,256243.36,14896.8,264643.03,,,,,,99414.0,,,,,,,,1246085.3,,,
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,9644927.42,5904366.46,5580741.23,323625.23,,,10633.97,,,68785.47,,,,,767489.91,,,,,,744621.54,2310.0,,14693.14,416491.09,,25000.0,,,,158575.0,,7515.05,,,,,,1524445.79,,,
1.0,106166503.0,Keystone SD,Clarion,12058858.55,8033783.08,7713239.87,320543.21,,,17589.82,,,,,,,,895798.74,,,,,,777817.63,39655.0,,15360.45,352390.46,,,111909.37,,,194891.0,,,,,,,,1619663.0,,,
1.0,106167504.0,North Clarion County SD,Clarion,6327187.57,3921193.43,3711810.33,209383.1,,,9767.47,,,,,,,,414652.95,,,,280000.0,,461524.14,4235.0,,10400.34,170766.93,,30653.33,,,,91295.0,,,,,85053.01,,,847645.97,,,
1.0,106168003.0,Redbank Valley SD,Clarion,13552260.89,9659779.95,9405594.32,254185.63,,,12266.17,,,,,,,,1025597.66,,,,,,1190736.63,4620.0,,17817.81,315585.84,,,31075.2,33866.02,,229939.0,,,,,,,,1030976.61,,,
1.0,106169003.0,Union SD,Clarion,9557401.25,6600316.82,6321990.53,278326.29,,,,,,,,,,,716266.68,,,,,,504900.81,9240.0,,10053.11,177506.3,,,58309.18,19064.72,,157782.0,,,,,,,,1303961.63,,,
1.0,110171003.0,Clearfield Area SD,Clearfield,24437608.55,14886226.09,14187353.83,698872.26,,,80369.28,,,,,,,,2094666.3,,,,,,1446462.12,17710.0,599386.64,40098.65,1086224.58,,,102815.51,,,471734.0,,,,,,,,3611915.38,,,
1.0,110171803.0,Curwensville Area SD,Clearfield,13704462.46,8681685.37,8283777.0,397908.37,,,116809.0,,,,,,,,889055.0,,,,,61064.11,634456.89,14630.0,575848.0,18270.0,443817.0,,33444.0,13333.0,,,224051.0,,,,,5794.61,,18890.48,1973314.0,,,
1.0,106172003.0,DuBois Area SD,Clearfield,35803061.41,18833257.88,17801228.7,1032029.18,751723.51,,172384.28,,,,,,,,3470753.17,,,,,,2260195.26,102795.0,682891.21,70654.32,2350582.09,,14988.62,27295.95,25000.0,,700394.0,,,,,,,,6340146.12,,,
1.0,110173003.0,Glendale SD,Clearfield,9966313.08,6546376.31,6251169.01,295207.3,,,24092.28,,,,,,,,727105.78,,,,,,616260.73,,,12725.89,392930.54,,51325.58,,,,175503.0,,,,,,,,1419992.97,,,
1.0,110173504.0,Harmony Area SD,Clearfield,4626803.36,3052801.65,2944499.31,108302.34,,,,,,,,350.0,,,296235.89,,,,,,364472.31,30415.0,170942.5,4250.75,101740.94,,,,,,73268.0,,,,,,,,532326.32,,,
1.0,110175003.0,Moshannon Valley SD,Clearfield,12007453.7,7723995.64,7464792.98,259202.66,211908.78,,54305.86,,,,,,,,874371.68,,,,,,628305.49,6930.0,231181.64,15800.28,410439.26,,106249.17,181691.42,,,216577.0,,,,,,,,1345697.48,,,
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,21332201.84,13502623.54,12909997.05,592626.49,,,10825.78,,,,,1680.0,,,1624882.62,,,,,,1112473.31,5390.0,488893.31,30467.54,986092.4,,62000.0,46500.0,,,349206.0,,20227.94,,,,,,3090939.4,,,
1.0,110179003.0,West Branch Area SD,Clearfield,13126853.74,8393302.96,8027982.45,365320.51,240672.68,,2090.36,,,,,875.0,,,978254.33,,,,,,746665.54,3465.0,269020.83,14158.0,356305.26,,36694.0,,,,237979.0,,,,,,,,1847370.78,,,
1.0,110183602.0,Keystone Central SD,Clinton,42658369.87,23763590.13,22502594.19,1260995.94,,,70579.32,,,684282.79,,,,,4012387.36,,,,,,3139264.8,344190.0,353345.59,,2718804.67,,,,,,770674.0,3000.0,44652.13,,,,,,6753599.08,,,
1.0,116191004.0,Benton Area SD,Columbia,7097912.01,3893529.46,3758657.73,134871.73,,,57340.9,,,147044.89,,,,,537196.35,,,,,,597327.49,15785.0,125609.18,11524.43,442606.64,,,,,,112285.0,,13937.53,,,,,,1143725.14,,,
1.0,116191103.0,Berwick Area SD,Columbia,27984599.6,16828070.3,15941272.51,886797.79,581366.37,,43851.49,,,16442.4,,,,,2539845.85,,,,,,948275.84,15785.0,155675.74,48988.57,1381650.89,,,192857.74,,,549482.0,,,,,,,,4682307.41,,,
1.0,116191203.0,Bloomsburg Area SD,Columbia,11882512.9,7059052.95,6635440.37,423612.58,,,3449.29,,,3180.01,,875.0,,,1088400.81,,,,,,591398.54,20405.0,130781.5,30010.72,615058.46,,,75282.56,,,234078.0,,,,,,,,2030540.06,,,
1.0,116191503.0,Central Columbia SD,Columbia,12916764.37,7721725.79,7372540.47,349185.32,,,89298.98,,,84566.57,,,,,1316303.1,,,,,,723148.52,,493071.63,34126.26,454946.43,,,5551.26,,,255774.0,,,,,,,-6020.21,1744272.04,,,
1.0,116195004.0,Millville Area SD,Columbia,7513734.71,4719842.44,4494522.13,225320.31,,,66121.02,,,99194.62,,,,,588012.74,,,,,,402944.88,11550.0,6992.41,10129.49,358387.85,,,,,,115997.0,,,,,,,,1134562.26,,,
1.0,116197503.0,Southern Columbia Area SD,Columbia,10079989.46,5457652.63,5128596.3,329056.33,,,86679.0,,,,,,,,941366.98,,,,,,718969.76,26180.0,449759.86,22710.25,372149.27,,87857.0,4923.0,,,197956.0,,,,,363.64,,,1713422.07,,,
1.0,105201033.0,Conneaut SD,Crawford,21903751.16,12518017.35,12054838.28,463179.07,,,,,,169443.44,,,,,1966984.95,,,,,,2394468.48,99715.0,65207.56,43552.09,1223759.33,,,,,,426026.0,,,,,,,,2996576.96,,,
1.0,105201352.0,Crawford Central SD,Crawford,34996923.75,19421187.5,18384032.33,1037155.17,,,105764.75,,,,,,,,3273856.97,,,,,,1891801.06,86240.0,2020285.19,66827.73,1831710.36,,,36454.39,,,665681.0,,,,,35000.0,,,5562114.8,,,
1.0,105204703.0,Penncrest SD,Crawford,33601548.82,20704690.25,19730001.41,974688.84,,,231770.12,,,,,,,,2774361.91,,,,,,2666250.56,46970.0,80829.08,49301.19,1603105.01,,,,,,619569.0,,,,,,,,4824701.7,,,
1.0,115210503.0,Big Spring SD,Cumberland,21037320.02,11680586.14,10955211.63,725374.51,,,21617.12,,,88965.21,,,,,2303571.06,,,,,,1430080.55,33110.0,489996.03,46415.49,971185.49,,,47192.0,,,401851.0,,,,,,,,3522749.93,,,
1.0,115211003.0,Camp Hill SD,Cumberland,5797478.9,2390040.87,1971274.88,418765.99,,,148.18,,,,,,,,726149.11,,,,,,7148.48,,172113.02,22181.41,325003.15,,4686.0,,,,99838.0,,,,,63.88,,,2050106.8,,,
1.0,115211103.0,Carlisle Area SD,Cumberland,31581451.49,17157622.13,15901888.2,1255733.93,,,20954.02,,,593505.63,,2310.0,,,3519647.81,,,,,,943018.99,45430.0,873994.17,92766.52,1390974.45,,,,,,589782.0,,53922.7,,,,,,6297523.07,,,
1.0,115211603.0,Cumberland Valley SD,Cumberland,39510586.0,17117852.0,14560981.0,2556871.0,,,107040.0,,,94938.0,,,,,3903545.0,,,,,,2314956.0,152845.0,1763289.0,176595.0,1182340.0,,,,,,526437.0,,,,,8678.0,,,12162071.0,,,
1.0,115212503.0,East Pennsboro Area SD,Cumberland,14866257.17,7880164.02,7285892.31,594271.71,458065.35,,12975.13,,,,,,,,1669051.38,,,,,,637902.3,66990.0,3961.77,48921.36,840811.1,,,28344.29,,,327237.0,,,,,,,,2891833.47,,,
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,22166333.57,9842193.88,8567127.09,1275066.79,,,39723.17,,,,,,,,2191084.06,,,,400000.0,,736199.58,65065.0,1059656.98,97610.06,1120388.44,,,198981.0,,,338503.0,,,,,27436.2,,,6049492.2,,,
1.0,115218003.0,Shippensburg Area SD,Cumberland,23366326.35,12334045.22,11370863.99,963181.23,663259.71,,38775.97,,,,,,160.0,,2333699.85,,,,,,1174705.75,35805.0,286750.43,69967.61,1161590.6,,,,,,527156.0,,,,,-3820.82,,,4744231.03,,,
