Cat,AUN,LEA Name,County,"Object 100
Personnel Services - Salaries","Object 200
Personnel Services - Employee Benefits",Object 220 Social Security Contributions,Object 230 Retirement Contributions,"Object 300
Purchased Professional and Technical Services","Object 400
Purchased Property Services","Object 500
Other Purchased Services","Object 600
Supplies","Object 700
Property","Object 800
Other Objects","Object 900
Other Uses of Funds",Total
1.0,108110603.0,Blacklick Valley SD,Cambria,4421309.1899999995,2933747.79,331956.84,1455191.66,767147.32,325525.17,2652445.13,593486.26,13745.0,396341.36,381647.96,12485395.18
1.0,108111203.0,Cambria Heights SD,Cambria,10352392.35,7881003.95,744907.0700000001,3298268.1200000006,1013846.7200000001,2168514.81,3785220.92,1308079.85,354048.11000000004,980916.4500000001,596560.0,28440583.16
1.0,108111303.0,Central Cambria SD,Cambria,10811233.45,7345393.0,807950.9299999999,3605895.16,2179635.65,3122626.81,3224640.43,1547548.4700000002,559991.74,726384.23,895000.0,30412453.78
1.0,108111403.0,Conemaugh Valley SD,Cambria,5382637.8100000005,5282196.32,399793.76,1826828.9900000002,1785573.5799999998,401376.25,2304108.07,608284.3,234507.82,335875.83999999997,529020.51,16863580.5
1.0,108112003.0,Ferndale Area SD,Cambria,4754359.02,3502455.68,356834.32,1630168.08,1174834.27,353771.41000000003,1996793.58,989472.14,0.0,40566.259999999995,141487.49,12953739.85
1.0,108112203.0,Forest Hills SD,Cambria,11794621.36,7849386.65,891020.9500000001,4051229.9899999998,1475133.72,255068.74,3933555.15,1602427.6600000001,2098828.77,710646.04,1347529.26,31067197.35
1.0,108112502.0,Greater Johnstown SD,Cambria,20169300.37,14852888.61,1520900.21,7124781.379999999,4640816.18,1815935.54,10307759.19,3844175.3600000003,11171476.75,1459303.8599999999,4252703.92,72514359.78
1.0,108114503.0,Northern Cambria SD,Cambria,7542535.25,4886618.18,561528.52,2558305.2399999998,1566278.45,556764.38,2977755.75,881870.12,149890.54,292829.87,4644880.0,23499422.54
1.0,108116003.0,Penn Cambria SD,Cambria,10732946.32,7327267.67,807752.09,3706331.5700000003,1239085.88,576031.6699999999,4010049.4499999997,1212132.24,18010.699999999997,42071.09,1600319.17,26757914.19
1.0,108116303.0,Portage Area SD,Cambria,5749719.58,3870103.2400000007,429419.8900000001,1969230.3599999999,815795.8200000001,209621.39,1760043.9200000002,953122.74,65765.68,227954.72,915000.0,14567127.09
1.0,108116503.0,Richland SD,Cambria,9944880.97,6613916.92,755412.6000000001,3456100.1599999997,1381842.96,374734.08999999997,3570380.3,1888641.02,74127.27,1404833.66,1926198.81,27179556.0
1.0,108118503.0,Westmont Hilltop SD,Cambria,9975322.32,6216220.699999999,740593.9400000001,3407732.5300000003,1564830.79,327530.4,3172734.97,1467236.68,349767.79000000004,1044791.8599999999,4844728.19,28963163.7
1.0,109122703.0,Cameron County SD,Cameron,4671907.0,3514138.0,327184.0,1524560.0,1400370.0,462324.0,1877710.0,584991.0,273307.0,169969.0,1135000.0,14089716.0
1.0,121135003.0,Jim Thorpe Area SD,Carbon,15065794.87,11717952.69,1139376.3499999999,5229610.84,3205540.36,472803.75999999995,10090995.45,1343764.77,1203785.69,1129183.43,3177210.01,47407031.03
1.0,121135503.0,Lehighton Area SD,Carbon,15133396.48,12234627.7,1141081.79,5198982.97,3806075.8800000004,457541.8,6494919.540000001,1682767.2700000003,211823.99,1916222.5999999999,1925101.65,43862476.91
1.0,121136503.0,Palmerton Area SD,Carbon,13845435.78,9354990.16,1038983.1799999999,4795953.66,2164281.41,412753.3,7628162.82,1409841.47,493974.1500000001,991097.71,2053982.57,38354519.37
1.0,121136603.0,Panther Valley SD,Carbon,8499026.58,6552719.19,628571.37,2937556.57,3546584.9699999997,378711.42,10284856.299999999,1346103.54,171417.6,1419127.29,445050.0,32643596.89
1.0,121139004.0,Weatherly Area SD,Carbon,5137343.61,4600569.2700000005,383416.79,1779394.0700000003,1196564.3,178029.09999999998,3131569.08,542383.37,98000.0,425886.77999999997,380134.1,15690479.61
1.0,110141003.0,Bald Eagle Area SD,Centre,13195737.97,8672968.59,995747.66,4481079.54,1297720.06,505276.31000000006,6091196.43,2074942.0999999999,281440.4,348663.33999999997,3048281.16,35516226.36
1.0,110141103.0,Bellefonte Area SD,Centre,21731547.910000004,14471069.66,1616603.9200000002,7395852.19,2588145.56,2702911.6300000004,8766337.06,1832732.7999999998,549212.1,1039645.73,3885676.73,57567279.18
1.0,110147003.0,Penns Valley Area SD,Centre,10352381.34,7291441.2,769826.12,3579839.51,1574899.21,866228.38,4994958.66,1688967.7000000002,397107.95999999996,706128.94,2615000.0,30487113.39
1.0,110148002.0,State College Area SD,Centre,77442695.89,49288689.75,5706079.88,26540389.05,4022088.91,1693448.36,12842840.5,8123719.500000001,795090.58,419738.7,28816746.0,183445058.19
1.0,124150503.0,Avon Grove SD,Chester,36138394.92,22854698.099999998,2696864.7800000003,12631384.410000002,9534545.4,2437253.2,17894656.22,2799083.48,323046.41000000003,5367659.46,5726539.86,103075877.05
1.0,124151902.0,Coatesville Area SD,Chester,40223232.93,26241835.650000002,2973424.33,14010716.389999999,25987942.52,3642652.8400000003,82488025.2,4863855.26,2140135.28,6498720.6899999995,11715000.0,203801400.37
1.0,124152003.0,Downingtown Area SD,Chester,115979740.26,76733747.2,8597302.41,40665062.97,15644243.510000002,3245578.1799999997,24443484.16,7242737.52,399984.33,4900970.65,15460263.78,264050749.59
1.0,124153503.0,Great Valley SD,Chester,46831514.849999994,25034355.61,3455961.44,16561477.06,14169928.46,2567791.56,11847259.129999999,4047909.0399999996,418674.23,270586.1,11567354.07,116755373.05
1.0,124154003.0,Kennett Consolidated SD,Chester,34947504.75,21850805.430000003,2590328.8400000003,12154104.0,8494512.93,1178103.75,13740469.63,3883479.5900000003,407256.02,1208815.15,14038673.38,99749620.63
1.0,124156503.0,Octorara Area SD,Chester,20528183.63,12495377.43,1504882.81,7021158.880000001,5007775.92,2068873.5,9691857.08,2001482.13,733472.47,1927902.48,4166883.23,58621807.87
1.0,124156603.0,Owen J Roberts SD,Chester,50518239.910000004,32890036.560000002,3718902.5300000003,17636379.79,7103107.600000001,1488057.4300000002,11828208.86,3893887.7100000004,170978.28000000003,919817.7999999999,17663922.47,126476256.62
1.0,124156703.0,Oxford Area SD,Chester,23996465.48,16468361.549999999,1799637.3,8429423.73,10789960.77,1184140.02,18317500.560000002,3136456.2199999997,622158.48,1251188.03,5416342.0,81182573.11
1.0,124157203.0,Phoenixville Area SD,Chester,40817176.54,26144470.52,2992065.13,14507834.12,6099498.090000001,2681346.93,11835831.88,2980834.56,888649.3200000001,4083264.04,8949831.02,104480902.9
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,67895554.96,39060143.730000004,4996768.600000001,23399734.22,23264270.889999997,3608381.3,12517984.4,6191527.489999999,592589.8200000001,3475428.68,9778821.0,166384702.27
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,44380085.38,28639309.39,3276890.2800000003,15278437.44,7191139.799999999,986700.78,2960186.81,2974116.27,1861221.4000000001,3341521.64,6363659.0,98697940.47
1.0,124159002.0,West Chester Area SD,Chester,112872700.14000002,66662608.75,8145384.5200000005,39361151.410000004,19535691.89,3767033.48,29921596.86,8395686.69,2788948.62,10696496.98,30215269.82,284856033.23
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,6214944.609999999,4847866.8100000005,475849.38999999996,2140388.2800000003,865261.34,143399.89,2857334.44,803770.49,70292.58,60092.259999999995,472275.0,16335237.42
1.0,106161203.0,Clarion Area SD,Clarion,6207603.87,4191368.34,465860.76,2100163.16,651542.9400000001,511630.3,1825444.0,555137.86,1069796.28,230378.05,1253443.11,16496344.75
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,6864839.629999999,4988399.920000001,522974.49,2438866.74,1066322.8,138464.01,2132141.2199999997,688381.02,104666.45,253625.3,155000.0,16391840.35
1.0,106166503.0,Keystone SD,Clarion,6910047.83,5176107.449999999,526976.22,2384094.3,1192098.2,191196.16,2577562.9299999997,658481.2,217084.41,57314.0,1025000.0,18004892.18
1.0,106167504.0,North Clarion County SD,Clarion,4519755.67,3367287.5700000003,345575.41,1566832.45,716043.52,176199.22,1190714.22,342803.07999999996,80335.71,61495.2,690590.8,11145224.99
1.0,106168003.0,Redbank Valley SD,Clarion,7219191.91,4942906.3,543977.0700000001,2411108.9099999997,1580573.4700000002,1197024.29,3889658.7800000003,704221.97,283961.41000000003,249547.51,570000.0,20637085.64
1.0,106169003.0,Union SD,Clarion,5026866.95,3624884.6499999994,384799.83,1731577.2600000002,639570.2999999999,104243.7,2272778.95,502826.13,234549.57,147936.62,1592184.43,14145841.3
1.0,110171003.0,Clearfield Area SD,Clearfield,16834665.12,12098301.639999999,1245633.26,5755688.66,1610230.9100000001,291813.29999999993,7871814.039999999,2231244.3200000003,387717.06999999995,1350334.94,2000452.0,44676573.34
1.0,110171803.0,Curwensville Area SD,Clearfield,7928723.39,5117559.69,595941.2799999999,2248545.79,635575.54,384713.27,2957829.61,1351294.93,481549.42000000004,303407.97,1210941.78,20371595.6
1.0,106172003.0,DuBois Area SD,Clearfield,24914717.84,16791426.92,1834996.75,7719745.13,858246.71,4414467.12,11421986.129999999,2883726.17,191941.0,1418474.34,1820000.0,64714986.23
1.0,110173003.0,Glendale SD,Clearfield,5822357.77,3964637.9499999997,438236.38,1913140.22,988536.3099999999,1430936.5599999998,2725478.9499999997,1131595.5,290704.94,27498.920000000002,497033.35,16878780.25
1.0,110173504.0,Harmony Area SD,Clearfield,2396227.86,1891154.89,180361.5,824238.02,338138.26,62519.39,697147.49,418604.46,160094.5,31767.02,733284.94,6728938.81
1.0,110175003.0,Moshannon Valley SD,Clearfield,5596200.89,4201661.57,421007.29999999993,1918649.7400000002,1143992.5,438673.13999999996,3684290.92,701121.05,293505.06,314589.45999999996,1396433.6,17770468.19
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,13650632.52,10482525.87,1012275.3800000001,4908002.34,2051126.98,431772.34,5119968.21,1897037.88,349075.96,924792.67,1900678.42,36807610.85
1.0,110179003.0,West Branch Area SD,Clearfield,7805536.19,5094708.89,575409.13,2587019.8699999996,745215.47,348479.77,3394840.96,767976.4799999999,469587.73000000004,128961.10999999999,1126250.0,19881556.6
1.0,110183602.0,Keystone Central SD,Clinton,33164890.31,24258519.42,2389391.8000000003,11628400.52,2445890.29,292524.57,16897234.790000003,3215855.87,806060.96,236642.42,2932584.0,84250202.63
1.0,116191004.0,Benton Area SD,Columbia,5992109.16,4094931.48,443193.37,2074349.8800000001,242687.18000000002,948801.44,1813516.27,771675.76,195476.4,242227.27,783000.0,15084424.96
1.0,116191103.0,Berwick Area SD,Columbia,20666582.900000002,14280229.48,1560604.77,7162818.7700000005,1378498.96,507592.56,8534878.32,2331597.18,120631.0,415475.05,2095087.0,50330572.45
1.0,116191203.0,Bloomsburg Area SD,Columbia,11398304.86,7515531.07,835466.78,3824153.7199999997,1456435.28,377419.12000000005,4184736.5300000003,2164419.1999999997,123300.04,90120.11,2192967.81,29503234.02
1.0,116191503.0,Central Columbia SD,Columbia,14452303.959999999,9053076.03,1061123.4300000002,4959783.2,1209120.61,531366.59,4372991.85,1879347.62,84492.78,1155290.99,2445000.0,35182990.43
1.0,116195004.0,Millville Area SD,Columbia,5961456.7700000005,3819813.2800000003,429782.43999999994,2057783.5,395873.53,273254.88,2089451.05,559555.0900000001,172074.08,164121.16,190000.0,13625599.84
1.0,116197503.0,Southern Columbia Area SD,Columbia,9674254.92,6255851.45,706066.59,3274459.3000000003,834878.6000000001,355184.47,3554925.34,988274.73,309788.2,920036.6499999999,1352000.0,24245194.36
1.0,105201033.0,Conneaut SD,Crawford,14027882.15,9783371.45,1062696.51,4812731.89,1788259.16,1423865.4799999997,8200422.110000001,1591144.26,386667.95000000007,898607.45,3841312.5,41941532.51
1.0,105201352.0,Crawford Central SD,Crawford,23999653.64,16882308.53,1827554.6900000002,8382274.899999999,4995125.7299999995,392554.49000000005,11714521.79,2170224.96,1768584.46,630537.2000000001,5245000.0,67798510.8
1.0,105204703.0,Penncrest SD,Crawford,21767687.169999998,17084395.72,1664283.61,7553269.709999999,8020927.7700000005,575900.28,8406224.76,2714452.7300000004,753567.3799999999,966514.6399999999,1227252.5,61516922.95
1.0,115210503.0,Big Spring SD,Cumberland,20263413.009999998,13479165.729999999,1483602.47,7063511.79,4196051.74,592583.98,11340759.0,2223962.54,900768.98,1148731.81,8316097.0,62461533.79
1.0,115211003.0,Camp Hill SD,Cumberland,11920589.770000001,7591540.260000001,875900.84,4136612.33,1643449.28,538923.65,2039862.95,1280623.5,362244.31,640808.23,1541000.0,27559041.95
1.0,115211103.0,Carlisle Area SD,Cumberland,33802171.1,23035901.57,2496863.59,11818716.519999998,9262795.889999999,3912129.9000000004,15850137.47,4353676.25,2987239.5300000003,1829356.56,6173263.56,101206671.83
1.0,115211603.0,Cumberland Valley SD,Cumberland,68210444.0,46173451.0,5084664.0,24143462.0,9531558.0,3916357.0,19150317.0,8540450.0,4363424.0,6155515.0,8451183.0,174492699.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,16898587.439999998,11401347.769999998,1238629.9300000002,5787699.09,7102332.82,864469.5700000001,7459388.7700000005,1482556.91,421401.41000000003,1823131.05,1481881.1,48935096.84
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,35102743.54,24252584.209999997,2610890.4,11988227.04,4681970.27,1512413.45,7905888.570000001,2511430.64,1924821.17,419908.43000000005,11664001.07,89975761.35
1.0,115218003.0,Shippensburg Area SD,Cumberland,24175907.41,16342381.69,1795658.51,8414241.74,4615318.0600000005,4375020.91,9243218.28,2170656.55,1447550.95,526406.2,1483651.77,64380111.82
1.0,115218303.0,South Middleton SD,Cumberland,16080517.769999998,11173946.200000001,1197881.4500000002,5468159.72,1978586.5500000003,1515431.1799999997,5816148.87,2262957.6599999997,48305.2,918118.14,3021043.06,42815054.63
1.0,115221402.0,Central Dauphin SD,Dauphin,86940076.06,62112782.03,6432912.53,30768289.860000003,10251115.44,3459880.67,37865537.48,7841905.83,4379013.93,5196511.15,30173292.91,248220115.5
1.0,115221753.0,Derry Township SD,Dauphin,30341687.650000002,20354565.71,2271225.9099999997,10473830.06,3762934.8000000003,1686114.82,4320758.64,3845203.28,232626.97,470997.6,5103116.8,70118006.27
1.0,115222504.0,Halifax Area SD,Dauphin,7867195.11,6235032.16,591125.2699999999,2826102.11,812542.94,369067.19,3831577.6999999997,1289450.63,18765.0,653021.69,1331638.92,22408291.34
1.0,115222752.0,Harrisburg City SD,Dauphin,47007562.72,32365044.86,3486370.29,16442682.440000001,16108208.86,17329384.52,38991275.44,10240882.31,711505.66,8676874.4,32569141.5,203999880.27
1.0,115224003.0,Lower Dauphin SD,Dauphin,28784299.88,20400035.93,2139039.37,9988107.74,3283040.91,1224648.78,7701767.87,4085397.3800000004,1553971.44,82336.53,3488298.02,70603796.74
1.0,115226003.0,Middletown Area SD,Dauphin,20494587.58,13237865.180000002,1524881.7,7100187.040000001,3327315.0399999996,849898.9800000001,6612282.99,2507420.9000000004,2347821.62,138420.61,7943919.4,57459532.3
1.0,115226103.0,Millersburg Area SD,Dauphin,6175680.09,3943659.48,460962.83,2100251.29,1666997.8399999999,1163308.29,2842765.37,622818.2,55146.89,397679.17000000004,624871.7,17492927.03
1.0,115228003.0,Steelton-Highspire SD,Dauphin,9571102.0,7250931.0,728207.0,3334751.0,3824837.0,658154.0,7146089.39,744044.0,556709.0,640817.5900000001,1660000.0,32052683.98
1.0,115228303.0,Susquehanna Township SD,Dauphin,21090159.130000003,13580565.14,1530718.76,7314052.899999999,4527111.99,925239.91,11032227.34,1764109.8499999999,519056.0,1633541.4000000001,5624243.6,60696254.36
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,9183200.08,6395375.05,676977.12,3197357.9200000004,936440.29,1449166.82,4383168.08,989206.51,244592.97,244653.55000000002,940810.86,24766614.21
1.0,125231232.0,Chester-Upland SD,Delaware,23434555.610000003,17133036.02,459543.39,11494509.459999999,11417562.92,3968960.77,76138683.22,4797137.41,703004.5700000001,5076533.99,5889000.0,148558474.51
1.0,125231303.0,Chichester SD,Delaware,34265972.19,25167776.13,2520045.4400000004,11911887.86,8980041.049999999,3254369.2199999997,8288084.149999999,3720683.8,409001.14,3412788.12,4463968.75,91962684.55
1.0,125234103.0,Garnet Valley SD,Delaware,53379201.66,33948360.669999994,3978721.1500000004,18727841.880000003,4296757.8,4340500.94,4213256.96,3665428.4000000004,205124.96,3616636.22,13257143.39,120922411.0
1.0,125234502.0,Haverford Township SD,Delaware,64867583.28,42203444.620000005,4857735.4399999995,23450035.220000003,5751251.32,3075606.3599999994,7887262.09,4237610.93,692401.0,4840721.279999999,8020000.0,141575880.88
1.0,125235103.0,Interboro SD,Delaware,35401469.24,21961293.86,2680414.55,12190952.190000001,3277724.04,964782.84,4694965.960000001,2823492.8000000003,1133649.74,1845109.0599999998,3385916.0,75488403.54
1.0,125235502.0,Marple Newtown SD,Delaware,40648642.87,26961483.580000002,3002026.4,14077511.97,5544211.74,1172169.72,6356554.46,3796012.04,2177963.0100000002,4119393.33,14605599.96,105382030.71
1.0,125236903.0,Penn-Delco SD,Delaware,29112016.020000003,16851290.509999998,2159820.21,10168805.83,6210043.13,1371753.64,4830649.350000001,2920106.58,74574.09000000001,2728131.03,6486796.27,70585360.62
1.0,125237603.0,Radnor Township SD,Delaware,47981454.71,31156633.980000004,3541239.3299999996,16684712.05,6384687.72,1809372.57,6588562.78,3886586.33,922434.1900000001,3207341.69,9815182.4,111752256.37
1.0,125237702.0,Ridley SD,Delaware,60105453.96,35903474.6,4709806.3,20945164.5,7009220.26,3295124.02,8659551.709999999,4901442.46,54524.95,3380132.29,4207461.28,127516385.53
1.0,125237903.0,Rose Tree Media SD,Delaware,48310164.02,31310732.979999997,3640422.78,16666679.899999999,4530481.6899999995,2296479.84,5726415.0,4153397.1199999996,5154426.84,2770647.01,8941753.99,113194498.49
1.0,125238402.0,Southeast Delco SD,Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,125238502.0,Springfield SD,Delaware,34614971.49,21308329.27,2565003.17,12054464.67,3964620.9699999997,928675.0399999999,7866087.069999999,2350618.7199999997,0.0,4922320.91,5499080.22,81454703.69
1.0,125239452.0,Upper Darby SD,Delaware,93905914.26,56613768.12,6970083.33,32023493.21,22257036.72,10185802.120000001,24480276.02,12335844.229999999,6715348.06,4298407.06,9764908.28,240557304.87
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,39457540.529999994,26078062.17,3088445.58,14557668.92,6872253.98,4066766.4699999997,3202109.6100000003,2877688.2,203781.35,2287628.2,5900000.0,90945830.51
1.0,125239652.0,William Penn SD,Delaware,41308339.09,26008821.740000002,3094835.1699999995,14311422.11,20607349.32,4952310.43,20321493.159999996,3075113.5599999996,0.0,1513854.04,3507976.84,121295258.18
1.0,109243503.0,Johnsonburg Area SD,Elk,4566634.45,3433747.7,347610.88,1558804.52,549307.24,615300.66,1303000.98,631608.2699999999,320262.1,17508.29,1275996.0,12713365.69
1.0,109246003.0,Ridgway Area SD,Elk,6525853.8,5108929.95,487269.27,2289075.72,431372.51999999996,199221.66,1692502.98,1008653.65,83545.75,212189.51,3235000.0,18497269.82
1.0,109248003.0,Saint Marys Area SD,Elk,13379363.7,9599852.040000001,1004080.2000000001,4592422.2,1345752.3900000001,1995831.99,4070389.13,1336712.8399999999,28327.36,176506.38,495000.0,32427735.83
1.0,105251453.0,Corry Area SD,Erie,15308359.68,11055588.97,1152699.3599999999,5397993.74,1723351.36,439658.32999999996,4828833.29,1623044.06,2987493.52,248303.03,1980000.0,40194632.24
1.0,105252602.0,Erie City SD,Erie,83690120.89,62011376.769999996,6244754.050000001,29325154.55,16196298.020000001,3522494.78,42615256.12,6934225.569999999,22658451.9,4979106.0600000005,36613379.94,279220710.05
1.0,105253303.0,Fairview SD,Erie,12340764.66,8196377.37,921668.48,4292128.21,1150851.3,261022.7,3502704.19,1312681.2,24707.72,2998194.86,3401012.0,33188316.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,16942624.59,11293660.76,1297018.76,5794972.58,1295862.0,1174926.28,2015869.48,1615097.83,867951.5800000001,319693.51,3056121.67,38581807.7
1.0,105253903.0,General McLane SD,Erie,16097607.0,11492661.83,1213016.91,5573053.090000001,3017552.97,820443.2,3137814.77,1558703.8099999998,3762510.29,33242.88,261606.79,40182143.54
1.0,105254053.0,Girard SD,Erie,12809577.88,9324290.450000001,979723.1,4481346.7700000005,939868.2799999999,594419.0599999999,2953568.5,1076067.62,3579613.4299999997,1547439.95,9637133.11,42461978.28
1.0,105254353.0,Harbor Creek SD,Erie,15171810.91,11230503.85,1152492.79,5262349.37,937961.14,694538.4700000001,4806256.079999999,1600947.4000000001,122370.38,280612.43,5831535.54,40676536.2
1.0,105256553.0,Iroquois SD,Erie,8961077.57,6100166.97,682383.4,2807212.5300000003,1995586.85,1013961.9400000001,2820231.1,1508821.3099999998,689976.5499999999,803521.37,9310156.0,33203499.66
1.0,105257602.0,Millcreek Township SD,Erie,46426425.85,32154947.82,3491772.8200000003,16240601.780000001,5081584.81,1041292.3500000001,11759320.13,5505966.589999999,4274761.99,4627056.46,6191141.35,117062497.35
1.0,105258303.0,North East SD,Erie,12002058.91,7420337.609999999,900159.7500000001,4134472.12,840920.0499999999,322844.04,2541561.8,1492233.51,182044.37,365074.52,4598700.0,29765774.81
1.0,105258503.0,Northwestern SD,Erie,9136975.3,7037094.759999999,680875.4199999999,3164540.91,1826402.9800000002,1058915.66,3813186.8700000006,1239637.49,420838.25999999995,41255.97,2332618.34,26906925.63
1.0,105259103.0,Union City Area SD,Erie,8060676.399999999,5431286.160000001,628969.36,2920947.6999999997,1361297.3000000003,110113.4,3441140.97,622888.36,2583092.9299999997,35768.74,4732242.85,26378507.11
1.0,105259703.0,Wattsburg Area SD,Erie,9688041.52,7473454.07,733358.48,3365418.76,1080771.53,1119429.15,4134951.65,1600725.23,379359.59,99224.46,4139475.45,29715432.65
1.0,101260303.0,Albert Gallatin Area SD,Fayette,21772508.759999998,15584187.989999998,1647448.3399999999,7577917.73,6093722.930000001,683260.53,9307214.63,2143295.22,1411242.85,188001.69,4267178.73,61450613.33
1.0,101260803.0,Brownsville Area SD,Fayette,10803885.790000001,7628784.43,813255.97,3632719.25,2540306.33,301980.38,7560894.170000001,1333461.49,522610.83999999997,1133910.06,1791671.7,33617505.19
1.0,101261302.0,Connellsville Area SD,Fayette,30190829.339999996,20085633.509999998,2250062.81,10469680.36,3188980.2600000002,771574.21,15388007.18,3676081.6100000003,736178.22,121757.68,8773966.96,82933008.97
1.0,101262903.0,Frazier SD,Fayette,8168051.57,5555597.44,618325.0,2828636.23,1218442.5999999999,177240.48,3498515.5100000002,797710.54,237997.3,789821.73,816112.12,21259489.29
1.0,101264003.0,Laurel Highlands SD,Fayette,23395815.3,15976250.680000002,1770446.65,8145004.4799999995,4683352.38,410410.46,7384959.1,2478479.0,1891071.5899999999,294301.56,4543038.71,61057678.78
1.0,101268003.0,Uniontown Area SD,Fayette,21064653.4,14894201.889999999,1590381.37,7205972.0,2523837.11,1336114.04,11273104.07,2021343.75,110855.08000000002,461885.44,5140833.1,58826827.88
1.0,106272003.0,Forest Area SD,Forest,5153790.48,3722565.83,390989.23,1791889.78,597976.86,405019.38,3320541.6100000003,309233.26999999996,231077.83000000002,328276.34,450000.0,14518481.6
1.0,112281302.0,Chambersburg Area SD,Franklin,61850746.0,44387166.0,4839194.0,21754282.0,12946740.0,13854738.0,18730437.0,9548152.0,425749.0,5968337.0,6792635.0,174504700.0
1.0,112282004.0,Fannett-Metal SD,Franklin,3244474.16,2496797.8200000003,243748.17,1117409.67,587182.1,124548.77999999998,1714731.88,391888.13999999996,1283099.6600000001,17277.37,0.0,9859999.91
1.0,112283003.0,Greencastle-Antrim SD,Franklin,19102416.700000003,12028779.540000001,1442996.1300000001,6673322.84,4793547.68,502354.72,4245423.38,2505384.8200000003,327452.96,914123.0800000001,2137066.79,46556549.67
1.0,112286003.0,Tuscarora SD,Franklin,15416652.0,9893826.0,1153119.0,5340134.0,2917413.0,1550021.0,5694958.0,3096722.0,163015.0,1531138.0,2985000.0,43248745.0
1.0,112289003.0,Waynesboro Area SD,Franklin,28428662.89,18539513.080000002,2125537.42,9862739.83,3290763.3400000003,4295858.94,11892412.17,2632242.4899999998,900854.52,2163425.42,3550562.0,75694294.85
1.0,111291304.0,Central Fulton SD,Fulton,6801119.45,5572611.86,502269.11000000004,2383387.58,1178332.73,95854.25,2776176.14,698377.5900000001,89960.98000000001,301369.91,659838.02,18173640.93
1.0,111292304.0,Forbes Road SD,Fulton,3282279.97,2439251.09,244136.04,1077063.94,408182.19999999995,426344.64999999997,1399345.5899999999,376895.44,189945.33,149712.06,561473.02,9233429.35
1.0,111297504.0,Southern Fulton SD,Fulton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,101301303.0,Carmichaels Area SD,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,101301403.0,Central Greene SD,Greene,12683867.57,8566430.110000001,962549.3699999999,4285336.1,1630577.74,3160286.98,5856361.14,1080084.74,253353.81,1433607.05,2207505.15,36872074.29
1.0,101303503.0,Jefferson-Morgan SD,Greene,6392191.13,4650012.149999999,488278.07,2169834.9299999997,844875.3400000001,306105.32,2081670.5,509503.12,332689.81,668794.52,274574.79,16060416.68
1.0,101306503.0,Southeastern Greene SD,Greene,5165366.720000001,3323946.57,363088.7,1565169.0599999998,747685.6699999999,164858.13,2728488.02,523702.36999999994,721065.56,15834.91,500000.0,13890947.95
1.0,101308503.0,West Greene SD,Greene,6683662.2,4454687.49,499597.41,2255791.17,636576.88,290615.18,2189084.64,1013080.47,200877.41,343719.03,45239.0,15857542.3
1.0,111312503.0,Huntingdon Area SD,Huntingdon,12528393.44,9296885.440000001,897059.6100000001,4272021.54,1698777.5,301347.77999999997,6713379.09,2042104.07,795215.66,975089.72,1590136.36,35941329.06
1.0,111312804.0,Juniata Valley SD,Huntingdon,5723508.42,3825496.66,427339.67,1918877.07,457370.8,78715.79000000001,1457046.75,910260.14,183304.92,107415.04,1630018.13,14373136.65
1.0,111316003.0,Mount Union Area SD,Huntingdon,9068563.719999999,6237554.22,670536.6900000001,3118049.4799999995,635362.1499999999,352676.33,4836777.82,824939.27,83337.57,835255.4600000001,1329995.2,24204461.74
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,6958226.380000001,4337931.44,517591.58999999997,2328947.08,1027919.3800000001,447329.29,4232846.79,1066967.21,286654.62,57106.47,2365750.0,20780731.58
1.0,128323303.0,Homer-Center SD,Indiana,7242473.3,5028245.279999999,548458.16,2443074.5100000002,1405956.31,209881.76,2131270.49,869464.94,156199.08,333039.88,854588.4,18231119.44
1.0,128323703.0,Indiana Area SD,Indiana,25297854.869999997,17148115.45,1906068.58,8753189.590000002,2904767.7,431462.89999999997,7031081.649999999,2154752.7399999998,113051.26999999999,135648.67,4810874.94,60027610.19
1.0,128325203.0,Marion Center Area SD,Indiana,11532410.08,8025506.92,870584.1300000001,3893155.3099999996,673866.51,835670.24,4620325.579999999,1452083.35,220454.5,76278.44,0.0,27436595.62
1.0,128326303.0,Penns Manor Area SD,Indiana,7363715.84,5633216.9799999995,555806.25,2544369.62,1215512.12,173698.38,3224149.8,799732.92,131631.01,66267.53,1006991.69,19614916.27
1.0,128327303.0,Purchase Line SD,Indiana,7633431.8,5665519.62,573641.1000000001,2654727.08,1164829.23,164866.74999999997,3436766.48,1024088.5199999999,232515.57,70641.77999999998,2219811.57,21612471.32
