Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,103026902.0,North Hills SD,Allegheny,72634904.79,53814490.41,1099009.8800000001,54913500.29,0.756,16786371.61,0.2311,931112.89,0.0128,3920.0,0.0001
1.0,103026873.0,Northgate SD,Allegheny,22022352.0,12916518.0,495645.0,13412163.0,0.609,7466830.0,0.3391,1143359.0,0.0519,,0.0
1.0,103027352.0,Penn Hills SD,Allegheny,79675281.54,40941311.83,2029762.6300000004,42971074.46,0.5393,32665862.53,0.41,4010390.17,0.0503,27954.38,0.0004
1.0,103021003.0,Pine-Richland SD,Allegheny,130365767.0,58354584.0,1711357.0,60065941.0,0.4607,15189652.0,0.1165,360744.0,0.0028,54749430.0,0.42
1.0,102027451.0,Pittsburgh SD,Allegheny,622827754.92,291406225.98,14552661.909999998,305958887.89,0.4912,258231610.9,0.4146,57440627.4,0.0922,1196628.73,0.0019
1.0,103027503.0,Plum Borough SD,Allegheny,56548727.53,30433684.22,978867.3099999999,31412551.53,0.5555,23326486.5,0.4125,1086689.5,0.0192,723000.0,0.0128
1.0,103027753.0,Quaker Valley SD,Allegheny,43635448.0,36142460.0,613357.0,36755817.0,0.8423,5773743.0,0.1323,1105888.0,0.0253,,0.0
1.0,103028203.0,Riverview SD,Allegheny,20624889.26,14371392.15,294594.67,14665986.82,0.7111,5763415.1,0.2794,195487.34,0.0095,,0.0
1.0,103028302.0,Shaler Area SD,Allegheny,74708438.37,47553320.480000004,971837.01,48525157.49,0.6495,25170053.5,0.3369,1013227.38,0.0136,,0.0
1.0,103028653.0,South Allegheny SD,Allegheny,21980615.3,6357818.67,547915.79,6905734.46,0.3142,14600905.59,0.6643,470950.25,0.0214,3025.0,0.0001
1.0,103028703.0,South Fayette Township SD,Allegheny,47005753.55,34917202.129999995,839126.81,35756328.94,0.7607,9311935.11,0.1981,1448899.18,0.0308,488590.32,0.0104
1.0,103028753.0,South Park SD,Allegheny,30701819.48,17863051.939999998,622734.9099999999,18485786.85,0.6021,11796046.13,0.3842,419986.5,0.0137,,0.0
1.0,103028833.0,Steel Valley SD,Allegheny,31464018.87,14786621.23,1636011.75,16422632.98,0.5219,13440440.14,0.4272,1600945.75,0.0509,,0.0
1.0,103028853.0,Sto-Rox SD,Allegheny,22054388.33,7544824.2700000005,678880.92,8223705.19,0.3729,12217395.49,0.554,1613287.65,0.0732,,0.0
1.0,103029203.0,Upper Saint Clair SD,Allegheny,74765224.62,50923445.24,2113523.88,53036969.12,0.7094,14317376.0,0.1915,1262267.65,0.0169,6148611.85,0.0822
1.0,103029403.0,West Allegheny SD,Allegheny,55820624.39,41000311.7,943336.6499999999,41943648.35,0.7514,13550329.58,0.2427,326646.46,0.0059,,0.0
1.0,103029553.0,West Jefferson Hills SD,Allegheny,44293842.73,30816845.66,521447.1499999999,31338292.81,0.7075,12706237.84,0.2869,249312.08,0.0056,,0.0
1.0,103029603.0,West Mifflin Area SD,Allegheny,50407410.77,29557012.44,3539592.08,33096604.52,0.6566,16226083.36,0.3219,1080033.07,0.0214,4689.82,0.0001
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,27855395.0,13234914.83,380010.17,13614925.0,0.4888,11685593.0,0.4195,2554877.0,0.0917,,0.0
1.0,103029902.0,Woodland Hills SD,Allegheny,81182988.42,47722486.56,1574600.85,49297087.41,0.6072,28898333.53,0.356,2971859.25,0.0366,15708.23,0.0002
1.0,128030603.0,Apollo-Ridge SD,Armstrong,21626060.64,7944934.93,530679.42,8475614.35,0.3919,12655030.86,0.5852,495415.43,0.0229,,0.0
1.0,128030852.0,Armstrong SD,Armstrong,91539308.42,34619849.6,1301845.3,35921694.9,0.3924,50117992.67,0.5475,4339258.5,0.0474,1160362.35,0.0127
1.0,128033053.0,Freeport Area SD,Armstrong,26758399.13,14491364.030000001,415140.02999999997,14906504.06,0.5571,11600134.83,0.4335,250960.24,0.0094,800.0,0.0
1.0,128034503.0,Leechburg Area SD,Armstrong,12810823.18,5471702.69,191950.07,5663652.76,0.4421,6818946.89,0.5323,318175.52,0.0248,10048.01,0.0008
1.0,127040503.0,Aliquippa SD,Beaver,20972348.17,5769623.260000001,428912.02999999997,6198535.29,0.2956,12990385.42,0.6194,1783347.46,0.085,80.0,0.0
1.0,127040703.0,Ambridge Area SD,Beaver,42651124.63,21774850.360000003,1009041.51,22783891.87,0.5342,18740444.62,0.4394,1108788.14,0.026,18000.0,0.0004
1.0,127041203.0,Beaver Area SD,Beaver,27363748.87,16295120.36,883482.8799999999,17178603.24,0.6278,9816597.88,0.3587,363547.75,0.0133,5000.0,0.0002
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,25256975.0,7618296.0,465047.0,8083343.0,0.32,16185706.0,0.6408,987926.0,0.0391,,0.0
1.0,127041603.0,Blackhawk SD,Beaver,33986942.0,17010661.0,490467.0,17501128.0,0.5149,15780693.0,0.4643,244351.0,0.0072,460770.0,0.0136
1.0,127042003.0,Central Valley SD,Beaver,32594002.98,16499093.479999999,545273.78,17044367.26,0.5229,14089985.33,0.4323,506623.39,0.0155,953027.0,0.0292
1.0,127042853.0,Freedom Area SD,Beaver,21018851.45,7608218.01,481912.41000000003,8090130.42,0.3849,12278699.05,0.5842,477933.81,0.0227,172088.17,0.0082
1.0,127044103.0,Hopewell Area SD,Beaver,35832054.8,17539238.07,678858.0899999999,18218096.16,0.5084,17226706.48,0.4808,381942.34,0.0107,5309.82,0.0001
1.0,127045303.0,Midland Borough SD,Beaver,5332108.63,811544.3600000001,139850.05,951394.41,0.1784,4076274.84,0.7645,244227.26,0.0458,60212.12,0.0113
1.0,127045653.0,New Brighton Area SD,Beaver,22206870.0,5955312.5600000005,450924.53,6406237.09,0.2885,14992124.72,0.6751,808508.19,0.0364,,0.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,22083480.78,8828924.21,311881.63,9140805.84,0.4139,12574414.69,0.5694,368260.25,0.0167,,0.0
1.0,127046903.0,Rochester Area SD,Beaver,16223509.0,4960837.0,465726.0,5426563.0,0.3345,10282276.0,0.6338,514670.0,0.0317,,0.0
1.0,127047404.0,South Side Area SD,Beaver,21776406.0,7691656.0,253845.0,7945501.0,0.3649,13599793.0,0.6245,231112.0,0.0106,,0.0
1.0,127049303.0,Western Beaver County SD,Beaver,21129648.0,3741935.0,485138.0,4227073.0,0.2001,7862482.0,0.3721,272634.0,0.0129,8767459.0,0.4149
1.0,108051003.0,Bedford Area SD,Bedford,30576612.99,11990551.730000002,740166.36,12730718.09,0.4164,12757482.91,0.4172,1637966.59,0.0536,3450445.4,0.1128
1.0,108051503.0,Chestnut Ridge SD,Bedford,19611040.04,5355351.08,886783.8,6242134.88,0.3183,12950904.86,0.6604,418000.3,0.0213,,0.0
1.0,108053003.0,Everett Area SD,Bedford,18492951.51,7248593.7,779953.4099999999,8028547.11,0.4341,9616838.89,0.52,847065.51,0.0458,500.0,0.0
1.0,108056004.0,Northern Bedford County SD,Bedford,12906577.0,3588058.05,388803.80999999994,3976861.86,0.3081,8605910.0,0.6668,323805.14,0.0251,,0.0
1.0,108058003.0,Tussey Mountain SD,Bedford,16650884.15,4016637.1900000004,425370.81000000006,4442008.0,0.2668,11645837.2,0.6994,563038.95,0.0338,,0.0
1.0,114060503.0,Antietam SD,Berks,23541306.51,9687142.86,326952.91000000003,10014095.77,0.4254,5702040.3,0.2422,365068.69,0.0155,7460101.75,0.3169
1.0,114060753.0,Boyertown Area SD,Berks,100764313.95,66331062.96,1959962.5,68291025.46,0.6777,31053270.49,0.3082,1317224.0,0.0131,102794.0,0.001
1.0,114060853.0,Brandywine Heights Area SD,Berks,29656298.57,20242518.109999996,494392.63,20736910.74,0.6992,8539994.82,0.288,363664.01,0.0123,15729.0,0.0005
1.0,114061103.0,Conrad Weiser Area SD,Berks,43507839.17,27266167.939999994,1496990.26,28763158.2,0.6611,13240200.73,0.3043,1504480.24,0.0346,,0.0
1.0,114061503.0,Daniel Boone Area SD,Berks,72846268.42,33006542.68,1042663.5099999999,34049206.19,0.4674,17617792.87,0.2418,972693.81,0.0134,20206575.55,0.2774
1.0,114062003.0,Exeter Township SD,Berks,86621929.64,46666895.95,1156025.84,47822921.79,0.5521,18779555.18,0.2168,617434.43,0.0071,19402018.24,0.224
1.0,114062503.0,Fleetwood Area SD,Berks,41868904.91,26682751.540000003,719487.76,27402239.3,0.6545,14088523.84,0.3365,378141.77,0.009,,0.0
1.0,114063003.0,Governor Mifflin SD,Berks,62566951.25,45792842.75999999,1332318.93,47125161.69,0.7532,14725183.19,0.2354,625678.68,0.01,90927.69,0.0015
1.0,114063503.0,Hamburg Area SD,Berks,37840885.04,23694226.060000002,629696.15,24323922.21,0.6428,12805904.26,0.3384,416628.79,0.011,294429.78,0.0078
1.0,114064003.0,Kutztown Area SD,Berks,40203305.13,21684766.17,479664.46,22164430.63,0.5513,7760521.64,0.193,283352.86,0.007,9995000.0,0.2486
1.0,114065503.0,Muhlenberg SD,Berks,51995780.24,37361256.339999996,710301.9600000002,38071558.3,0.7322,12991137.86,0.2498,924929.58,0.0178,8154.5,0.0002
1.0,114066503.0,Oley Valley SD,Berks,29300377.53,19708177.680000003,460669.05,20168846.73,0.6883,8734142.11,0.2981,268533.69,0.0092,128855.0,0.0044
1.0,114067002.0,Reading SD,Berks,224827690.28,36417901.98,4729413.6,41147315.58,0.183,162512474.96,0.7228,21130981.08,0.094,36918.66,0.0002
1.0,114067503.0,Schuylkill Valley SD,Berks,59433257.74,26053151.340000004,1044125.3400000001,27097276.68,0.4559,7335487.25,0.1234,268947.15,0.0045,24731546.66,0.4161
1.0,114068003.0,Tulpehocken Area SD,Berks,28518234.41,18255293.43,587366.01,18842659.44,0.6607,8944082.07,0.3136,731492.9,0.0257,,0.0
1.0,114068103.0,Twin Valley SD,Berks,55667136.91,39193686.949999996,2432508.92,41626195.87,0.7478,13283793.8,0.2386,696964.88,0.0125,60182.36,0.0011
1.0,114069103.0,Wilson  SD,Berks,92860257.24,69751296.03999999,2762511.6100000003,72513807.65,0.7809,19049950.59,0.2051,1036111.49,0.0112,260387.51,0.0028
1.0,114069353.0,Wyomissing Area SD,Berks,33502697.21,26215165.209999997,562947.15,26778112.36,0.7993,5535257.16,0.1652,334078.76,0.01,855248.93,0.0255
1.0,108070502.0,Altoona Area SD,Blair,92518348.83,24807020.25,3254277.4000000004,28061297.65,0.3033,58125248.17,0.6283,4438562.96,0.048,1893240.05,0.0205
1.0,108071003.0,Bellwood-Antis SD,Blair,24613824.57,5697620.759999999,488808.44,6186429.2,0.2513,9760001.22,0.3965,223860.15,0.0091,8443534.0,0.343
1.0,108071504.0,Claysburg-Kimmel SD,Blair,11190449.95,3102928.2199999997,300703.33999999997,3403631.56,0.3042,7501103.3,0.6703,281636.09,0.0252,4079.0,0.0004
1.0,108073503.0,Hollidaysburg Area SD,Blair,45071070.65,23734134.28,1247458.1199999999,24981592.4,0.5543,19306845.94,0.4284,777910.96,0.0173,4721.35,0.0001
1.0,108077503.0,Spring Cove SD,Blair,22988289.33,10299148.819999998,664761.47,10963910.29,0.4769,11530851.54,0.5016,493527.5,0.0215,,0.0
1.0,108078003.0,Tyrone Area SD,Blair,22629279.33,6338869.65,565955.53,6904825.18,0.3051,14477585.79,0.6398,1241201.36,0.0548,5667.0,0.0003
1.0,108079004.0,Williamsburg Community SD,Blair,7340053.87,2031131.4700000002,149989.62,2181121.09,0.2972,4951628.85,0.6746,207303.93,0.0282,,0.0
1.0,117080503.0,Athens Area SD,Bradford,35661783.05,14966769.690000001,629015.94,15595785.63,0.4373,19127029.78,0.5363,701967.64,0.0197,237000.0,0.0066
1.0,117081003.0,Canton Area SD,Bradford,14433692.53,3755298.6600000006,393998.81999999995,4149297.48,0.2875,9937971.98,0.6885,346423.07,0.024,,0.0
1.0,117083004.0,Northeast Bradford SD,Bradford,12868944.4,3701852.43,273594.77,3975447.2,0.3089,8632712.2,0.6708,260785.0,0.0203,,0.0
1.0,117086003.0,Sayre Area SD,Bradford,16864347.16,7183795.32,281830.85,7465626.17,0.4427,9118338.99,0.5407,280382.0,0.0166,,0.0
1.0,117086503.0,Towanda Area SD,Bradford,24021945.57,9785991.41,800040.5700000001,10586031.98,0.4407,11922557.37,0.4963,1233093.57,0.0513,280262.65,0.0117
1.0,117086653.0,Troy Area SD,Bradford,22492079.89,7571011.679999999,469452.16,8040463.84,0.3575,13975548.79,0.6214,476067.26,0.0212,,0.0
1.0,117089003.0,Wyalusing Area SD,Bradford,21159880.46,9115080.500000002,481967.80000000005,9597048.3,0.4535,11177000.57,0.5282,385831.59,0.0182,,0.0
1.0,122091002.0,Bensalem Township SD,Bucks,129723658.0,96361125.0,2948162.7300000004,99309287.73,0.7655,28796226.0,0.222,1615577.35,0.0125,2566.92,0.0
1.0,122091303.0,Bristol Borough SD,Bucks,21849849.03,11220938.39,499800.75,11720739.14,0.5364,9534488.46,0.4364,594621.43,0.0272,,0.0
1.0,122091352.0,Bristol Township SD,Bucks,124634701.88,81149453.66,1971921.2400000002,83121374.9,0.6669,39014398.31,0.313,2459234.67,0.0197,39694.0,0.0003
1.0,122092002.0,Centennial SD,Bucks,105010289.64,73500294.53,1331779.81,74832074.34,0.7126,28595472.78,0.2723,1118522.52,0.0107,464220.0,0.0044
1.0,122092102.0,Central Bucks SD,Bucks,318190508.14,240494041.73000002,7882613.24,248376654.97,0.7806,55457418.98,0.1743,2050533.72,0.0064,12305900.47,0.0387
1.0,122092353.0,Council Rock SD,Bucks,215779441.22,165907671.21,3664496.1,169572167.31,0.7859,44902403.34,0.2081,1257182.69,0.0058,47687.88,0.0002
1.0,122097203.0,Morrisville Borough SD,Bucks,18065945.76,11507033.739999998,260633.19,11767666.93,0.6514,5504383.47,0.3047,793895.36,0.0439,,0.0
1.0,122097502.0,Neshaminy SD,Bucks,194895011.1,122059201.74999997,3450909.58,125510111.33,0.644,38626670.74,0.1982,899697.03,0.0046,29858532.0,0.1532
1.0,122097604.0,New Hope-Solebury SD,Bucks,35824131.2,30060636.35,389694.86000000004,30450331.21,0.85,5295946.77,0.1478,77853.22,0.0022,,0.0
1.0,122098003.0,Palisades SD,Bucks,40060842.69,30476094.29,1245460.99,31721555.28,0.7918,8037385.92,0.2006,301901.49,0.0075,,0.0
1.0,122098103.0,Pennridge SD,Bucks,124234976.0,93612433.0,2024748.0,95637181.0,0.7698,25806232.0,0.2077,1417452.0,0.0114,1374111.0,0.0111
1.0,122098202.0,Pennsbury SD,Bucks,190940448.36,134111412.54,3536212.1799999997,137647624.72,0.7209,41741608.35,0.2186,1521500.67,0.008,10029714.62,0.0525
1.0,122098403.0,Quakertown Community SD,Bucks,93477121.07,68596148.0,2121634.63,70717782.63,0.7565,21704768.68,0.2322,553198.76,0.0059,501371.0,0.0054
1.0,104101252.0,Butler Area SD,Butler,95747617.51,45637530.389999986,2743183.41,48380713.8,0.5053,44475189.34,0.4645,2391714.37,0.025,500000.0,0.0052
1.0,104103603.0,Karns City Area SD,Butler,21933299.14,6316912.96,736119.5,7053032.46,0.3216,14875336.85,0.6782,4929.83,0.0002,,0.0
1.0,104105003.0,Mars Area SD,Butler,41979314.59,29162474.63,1006754.95,30169229.58,0.7187,11810085.01,0.2813,,0.0,,0.0
1.0,104105353.0,Moniteau SD,Butler,19368168.07,5944420.040000001,588423.6499999999,6532843.69,0.3373,12675295.59,0.6544,99767.59,0.0052,60261.2,0.0031
1.0,104107903.0,Seneca Valley SD,Butler,109503413.22,75485546.94999999,3811462.05,79297009.0,0.7242,29985922.97,0.2738,220481.25,0.002,,0.0
1.0,104107503.0,Slippery Rock Area SD,Butler,29193108.14,14453182.0,961607.0,15414789.0,0.528,13731319.14,0.4704,47000.0,0.0016,,0.0
1.0,104107803.0,South Butler County SD,Butler,34201166.46,18468508.569999997,934824.74,19403333.31,0.5673,14250067.12,0.4167,321266.04,0.0094,226499.99,0.0066
1.0,108110603.0,Blacklick Valley SD,Cambria,9151657.08,1654932.0399999998,200105.08,1855037.12,0.2027,7052570.48,0.7706,244049.48,0.0267,,0.0
1.0,108111203.0,Cambria Heights SD,Cambria,19405603.85,5075157.430000001,324509.17,5399666.6,0.2783,13571005.95,0.6993,434931.3,0.0224,,0.0
1.0,108111303.0,Central Cambria SD,Cambria,22410014.0,9692939.569999998,831631.3599999999,10524570.93,0.4696,11475646.17,0.5121,409796.9,0.0183,,0.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,11460173.81,2738473.0799999996,201223.62000000002,2939696.7,0.2565,8258254.88,0.7206,241151.23,0.021,21071.0,0.0018
1.0,108112003.0,Ferndale Area SD,Cambria,10482792.47,2237164.5100000002,171791.51999999996,2408956.03,0.2298,7757510.39,0.74,316326.05,0.0302,,0.0
1.0,108112203.0,Forest Hills SD,Cambria,24592067.85,5289380.48,547140.2999999999,5836520.78,0.2373,18288319.14,0.7437,467227.93,0.019,,0.0
1.0,108112502.0,Greater Johnstown SD,Cambria,48041555.0,9917718.0,1388571.0,11306289.0,0.2353,26487311.0,0.5513,4396648.0,0.0915,5851307.0,0.1218
1.0,108114503.0,Northern Cambria SD,Cambria,16395901.29,3263766.47,278142.7899999999,3541909.26,0.216,12460468.44,0.76,393523.59,0.024,,0.0
1.0,108116003.0,Penn Cambria SD,Cambria,22820561.35,6288047.35,954088.8099999999,7242136.16,0.3174,14814713.42,0.6492,763711.77,0.0335,,0.0
1.0,108116303.0,Portage Area SD,Cambria,12619449.08,2392998.05,278733.95,2671732.0,0.2117,9209518.27,0.7298,338694.81,0.0268,399504.0,0.0317
1.0,108116503.0,Richland SD,Cambria,58639368.42,13564939.329999998,736068.9299999999,14301008.26,0.2439,6233885.16,0.1063,241295.7,0.0041,37863179.3,0.6457
1.0,108118503.0,Westmont Hilltop SD,Cambria,21242412.56,13306535.029999997,394621.3,13701156.33,0.645,6808619.94,0.3205,386301.29,0.0182,346335.0,0.0163
1.0,109122703.0,Cameron County SD,Cameron,14486747.49,3498091.5799999996,511628.86,4009720.44,0.2768,7941080.05,0.5482,,0.0,2535947.0,0.1751
1.0,121135003.0,Jim Thorpe Area SD,Carbon,62241566.58,31419985.200000003,1553114.7,32973099.9,0.5298,7088005.29,0.1139,469386.44,0.0075,21711074.95,0.3488
1.0,121135503.0,Lehighton Area SD,Carbon,38666359.0,20162758.0,3157333.0,23320091.0,0.6031,14825440.0,0.3834,518050.0,0.0134,2778.0,0.0001
1.0,121136503.0,Palmerton Area SD,Carbon,28643606.84,17067892.87,523184.65,17591077.52,0.6141,10568877.43,0.369,483651.89,0.0169,,0.0
1.0,121136603.0,Panther Valley SD,Carbon,23978774.27,9869282.42,852579.5,10721861.92,0.4471,12424857.86,0.5182,832054.49,0.0347,,0.0
1.0,121139004.0,Weatherly Area SD,Carbon,11304340.24,5810181.96,247252.62,6057434.58,0.5359,5037515.85,0.4456,189268.28,0.0167,20121.53,0.0018
1.0,110141003.0,Bald Eagle Area SD,Centre,29595787.67,14214618.610000001,420210.92,14634829.53,0.4945,14570211.3,0.4923,379426.93,0.0128,11319.91,0.0004
1.0,110141103.0,Bellefonte Area SD,Centre,45064094.41,28328522.91,674303.7999999999,29002826.71,0.6436,15043425.07,0.3338,575842.63,0.0128,442000.0,0.0098
1.0,110147003.0,Penns Valley Area SD,Centre,25343706.49,14763706.549999999,580833.6799999999,15344540.23,0.6055,9078565.13,0.3582,647435.23,0.0255,273165.9,0.0108
1.0,110148002.0,State College Area SD,Centre,130642863.93,104976134.38999999,2298319.3200000003,107274453.71,0.8211,21832410.51,0.1671,1528805.04,0.0117,7194.67,0.0001
1.0,124150503.0,Avon Grove SD,Chester,80264595.16,50188035.14999999,1284014.2199999997,51472049.37,0.6413,27660747.18,0.3446,1131798.61,0.0141,,0.0
1.0,124151902.0,Coatesville Area SD,Chester,149660475.16,98060701.26999998,1879178.0199999998,99939879.29,0.6678,46603775.89,0.3114,3116819.98,0.0208,,0.0
1.0,124152003.0,Downingtown Area SD,Chester,204754737.88,157527908.17999998,3922301.69,161450209.87,0.7885,40489476.53,0.1977,2758809.1,0.0135,56242.38,0.0003
1.0,124153503.0,Great Valley SD,Chester,84614536.33,70714403.41000001,1613395.51,72327798.92,0.8548,11806511.19,0.1395,477457.12,0.0056,2769.1,0.0
1.0,124154003.0,Kennett Consolidated SD,Chester,76224761.93,59535245.12,1226389.4400000002,60761634.56,0.7971,14759516.59,0.1936,703610.78,0.0092,,0.0
1.0,124156503.0,Octorara Area SD,Chester,47146646.0,32386306.860000003,876367.1400000001,33262674.0,0.7055,12922293.0,0.2741,961679.0,0.0204,,0.0
1.0,124156603.0,Owen J Roberts SD,Chester,90316163.06,70733637.66000001,1525056.69,72258694.35,0.8001,17755913.02,0.1966,298306.74,0.0033,3248.95,0.0
1.0,124156703.0,Oxford Area SD,Chester,58620697.54,35389170.88,1122723.72,36511894.6,0.6228,21162927.65,0.361,942889.29,0.0161,2986.0,0.0001
1.0,124157203.0,Phoenixville Area SD,Chester,81362720.03,65370479.2,1379948.7599999998,66750427.96,0.8204,14019522.52,0.1723,592769.55,0.0073,,0.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,118340058.02,97174699.89,2146014.27,99320714.16,0.8393,18209381.91,0.1539,809961.95,0.0068,,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,76740418.84,62482360.4,1289702.5099999998,63772062.91,0.831,12754330.67,0.1662,214025.26,0.0028,,0.0
1.0,124159002.0,West Chester Area SD,Chester,213970535.56,175369608.99000004,2646933.38,178016542.37,0.832,34209926.32,0.1599,1744066.87,0.0082,,0.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,14812334.87,3620811.3100000005,1401840.61,5022651.92,0.3391,8784960.07,0.5931,1004722.88,0.0678,,0.0
1.0,106161203.0,Clarion Area SD,Clarion,12202078.07,6946549.8100000005,326623.88999999996,7273173.7,0.5961,4736340.42,0.3882,192563.95,0.0158,,0.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,13253484.21,4787763.23,232488.08000000002,5020251.31,0.3788,7800136.7,0.5885,432947.2,0.0327,149.0,0.0
1.0,106166503.0,Keystone  SD,Clarion,14760502.62,4294783.59,398089.19999999995,4692872.79,0.3179,9678443.75,0.6557,389186.08,0.0264,,0.0
