Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,106167504.0,North Clarion County SD,Clarion,8426376.96,2636053.44,216702.05000000002,2852755.49,0.3386,5393802.1,0.6401,179819.37,0.0213,,0.0
1.0,106168003.0,Redbank Valley SD,Clarion,16092838.18,2960691.9899999998,294305.29000000004,3254997.28,0.2023,12250289.36,0.7612,587551.54,0.0365,,0.0
1.0,106169003.0,Union SD,Clarion,10235502.67,2035154.4100000001,352647.69000000006,2387802.1,0.2333,7544806.31,0.7371,302894.26,0.0296,,0.0
1.0,110171003.0,Clearfield Area SD,Clearfield,35131647.22,14145001.879999999,1223287.66,15368289.54,0.4374,18703492.87,0.5324,1056218.58,0.0301,3646.23,0.0001
1.0,110171803.0,Curwensville Area SD,Clearfield,15736715.57,3940824.249999999,249726.63,4190550.88,0.2663,10866623.7,0.6905,679540.99,0.0432,,0.0
1.0,106172003.0,Dubois Area SD,Clearfield,55084993.2,23604166.949999996,1809302.3000000003,25413469.25,0.4614,28316407.58,0.514,1355116.37,0.0246,,0.0
1.0,110173003.0,Glendale SD,Clearfield,12641608.91,3006896.9000000004,329419.04,3336315.94,0.2639,8321625.51,0.6583,983667.46,0.0778,,0.0
1.0,110173504.0,Harmony Area SD,Clearfield,6306470.68,1180187.7200000002,79520.78000000001,1259708.5,0.1997,4278423.43,0.6784,763323.75,0.121,5015.0,0.0008
1.0,110175003.0,Moshannon Valley SD,Clearfield,13845772.41,3321004.04,232411.69,3553415.73,0.2566,9868121.74,0.7127,424234.94,0.0306,,0.0
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,42507735.55,10526342.81,1008473.8600000001,11534816.67,0.2714,16841068.09,0.3962,1258349.73,0.0296,12873501.06,0.3029
1.0,110179003.0,West Branch Area SD,Clearfield,15877503.72,4489521.07,287200.77,4776721.84,0.3008,10699700.3,0.6739,394855.38,0.0249,6226.2,0.0004
1.0,110183602.0,Keystone Central SD,Clinton,67228583.79,29392924.49,1234232.3299999998,30627156.82,0.4556,34353611.48,0.511,2247815.49,0.0334,,0.0
1.0,116191004.0,Benton Area SD,Columbia,17749825.0,5332614.0,278150.0,5610764.0,0.3161,5054251.0,0.2847,168060.0,0.0095,6916750.0,0.3897
1.0,116191103.0,Berwick Area SD,Columbia,51555941.95,18460016.83,1481229.9000000001,19941246.73,0.3868,22435324.72,0.4352,1178976.97,0.0229,8000393.53,0.1552
1.0,116191203.0,Bloomsburg Area SD,Columbia,22993964.08,12914054.01,495849.67000000004,13409903.68,0.5832,9150972.23,0.398,432717.17,0.0188,371.0,0.0
1.0,116191503.0,Central Columbia SD,Columbia,28013639.84,15957315.909999996,682565.4600000001,16639881.37,0.594,10878418.24,0.3883,479525.23,0.0171,15815.0,0.0006
1.0,116195004.0,Millville Area SD,Columbia,12088550.0,5161213.0,306968.0,5468181.0,0.4523,6304757.0,0.5215,307110.0,0.0254,8502.0,0.0007
1.0,116197503.0,Southern Columbia Area SD,Columbia,18847606.81,10196585.27,465493.18999999994,10662078.46,0.5657,7799433.28,0.4138,380913.67,0.0202,5181.4,0.0003
1.0,105201033.0,Conneaut SD,Crawford,37787845.53,15167880.1,689268.61,15857148.71,0.4196,19230201.79,0.5089,1112328.43,0.0294,1588166.6,0.042
1.0,105201352.0,Crawford Central SD,Crawford,56018312.72,24677112.999999996,1497222.48,26174335.48,0.4672,27280220.14,0.487,1974844.59,0.0353,588912.51,0.0105
1.0,105204703.0,Penncrest SD,Crawford,56459329.33,14752030.93,2476292.0900000003,17228323.02,0.3051,29422887.54,0.5211,1579511.47,0.028,8228607.3,0.1457
1.0,115210503.0,Big Spring SD,Cumberland,44965960.9,26313622.470000006,943498.25,27257120.72,0.6062,17139990.18,0.3812,568850.0,0.0127,,0.0
1.0,115211003.0,Camp Hill SD,Cumberland,29300218.84,14881470.209999999,967379.9800000001,15848850.19,0.5409,3341893.5,0.1141,119475.15,0.0041,9990000.0,0.341
1.0,115211103.0,Carlisle Area SD,Cumberland,73775714.07,47489106.29,1714172.0300000003,49203278.32,0.6669,22518628.46,0.3052,1862876.24,0.0253,190931.05,0.0026
1.0,115211603.0,Cumberland Valley SD,Cumberland,114891752.0,86465736.0,2579099.0,89044835.0,0.775,25068535.0,0.2182,763369.0,0.0066,15013.0,0.0001
1.0,115212503.0,East Pennsboro Area SD,Cumberland,37430225.68,25333738.209999997,914186.7399999999,26247924.95,0.7012,10854970.81,0.29,327329.92,0.0087,,0.0
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,59713897.65,42941546.010000005,2315382.52,45256928.53,0.7579,13742262.56,0.2301,707630.16,0.0119,7076.4,0.0001
1.0,115218003.0,Shippensburg Area SD,Cumberland,44439729.91,25616667.14,933269.5800000001,26549936.72,0.5974,16750587.62,0.3769,1139205.57,0.0256,,0.0
1.0,115218303.0,South Middleton SD,Cumberland,31223682.91,21468274.989999995,597779.36,22066054.35,0.7067,8959451.56,0.2869,198177.0,0.0063,,0.0
1.0,115221402.0,Central Dauphin SD,Dauphin,171371568.0,120023632.69999999,5753993.58,125777626.28,0.7339,39312184.88,0.2294,2602001.92,0.0152,3679754.92,0.0215
1.0,115221753.0,Derry Township SD,Dauphin,57477665.39,44898398.620000005,1206771.69,46105170.31,0.8021,8810616.73,0.1533,475257.35,0.0083,2086621.0,0.0363
1.0,115222504.0,Halifax Area SD,Dauphin,18626843.74,8459705.28,754379.8,9214085.08,0.4947,9016704.51,0.4841,393369.73,0.0211,2684.42,0.0001
1.0,115222752.0,Harrisburg City SD,Dauphin,130561567.85,47445233.91000001,3152117.59,50597351.5,0.3875,67360742.19,0.5159,11916580.81,0.0913,686893.35,0.0053
1.0,115224003.0,Lower Dauphin SD,Dauphin,57599823.57,36356642.059999995,1673284.84,38029926.9,0.6602,19035701.67,0.3305,479195.0,0.0083,55000.0,0.001
1.0,115226003.0,Middletown Area SD,Dauphin,42242944.74,26517904.34,1148036.34,27665940.68,0.6549,13865341.13,0.3282,648404.17,0.0153,63258.76,0.0015
1.0,115226103.0,Millersburg Area SD,Dauphin,13598472.43,6341499.1,1135535.31,7477034.41,0.5498,5911377.36,0.4347,210060.66,0.0154,,0.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,19695358.0,6216544.0,685748.0,6902292.0,0.3505,12045552.0,0.6116,747514.0,0.038,,0.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,44736359.5,34762182.16,635494.65,35397676.81,0.7913,9024416.04,0.2017,314266.65,0.007,,0.0
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,18402145.11,8058637.789999998,538527.95,8597165.74,0.4672,9307743.56,0.5058,497235.81,0.027,,0.0
1.0,125231232.0,Chester-Upland SD,Delaware,126190626.56,18565765.79,3566046.8999999994,22131812.69,0.1754,90270060.82,0.7153,5998868.05,0.0475,7789885.0,0.0617
1.0,125231303.0,Chichester SD,Delaware,68272613.74,44456994.190000005,1284244.16,45741238.35,0.67,20373600.16,0.2984,1942064.17,0.0284,215711.06,0.0032
1.0,125234103.0,Garnet Valley SD,Delaware,90373771.29,72452638.28,2621878.76,75074517.04,0.8307,14977573.17,0.1657,321681.08,0.0036,,0.0
1.0,125234502.0,Haverford Township SD,Delaware,104514319.33,86401070.4,1261241.56,87662311.96,0.8388,16271671.76,0.1557,580335.61,0.0056,,0.0
1.0,125235103.0,Interboro SD,Delaware,61226308.5,37585762.220000006,1346867.9300000002,38932630.15,0.6359,18901739.24,0.3087,1218360.6,0.0199,2173578.51,0.0355
1.0,125235502.0,Marple Newtown SD,Delaware,73761320.31,59566077.79,1648309.0799999998,61214386.87,0.8299,11829672.35,0.1604,717261.09,0.0097,,0.0
1.0,125236903.0,Penn-Delco SD,Delaware,53250324.21,37320419.10999999,1438989.7999999998,38759408.91,0.7279,14134204.13,0.2654,356711.17,0.0067,,0.0
1.0,125237603.0,Radnor Township SD,Delaware,85638023.13,69892043.95,2942676.0700000003,72834720.02,0.8505,12137004.67,0.1417,666298.44,0.0078,,0.0
1.0,125237702.0,Ridley SD,Delaware,96886035.85,68494164.97,1519063.58,70013228.55,0.7226,25781629.33,0.2661,1091177.97,0.0113,,0.0
1.0,125237903.0,Rose Tree Media SD,Delaware,84464822.12,67312308.02,2873938.6999999997,70186246.72,0.831,13197776.92,0.1563,860725.43,0.0102,220073.05,0.0026
1.0,125238402.0,Southeast Delco SD,Delaware,68598601.8,34993711.23,1520187.74,36513898.97,0.5323,28310751.84,0.4127,3767450.99,0.0549,6500.0,0.0001
1.0,125238502.0,Springfield SD,Delaware,67756595.52,53150300.49000001,2653223.7800000003,55803524.27,0.8236,10532756.25,0.1554,318118.0,0.0047,1102197.0,0.0163
1.0,125239452.0,Upper Darby SD,Delaware,175033432.66,95886319.66999999,4174067.11,100060386.78,0.5717,66177771.87,0.3781,6381045.42,0.0365,2414228.59,0.0138
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,69848068.77,54713053.67,1695731.3,56408784.97,0.8076,13139695.42,0.1881,299588.38,0.0043,,0.0
1.0,125239652.0,William Penn SD,Delaware,87519529.88,44868271.17,1210672.0,46078943.17,0.5265,38116983.09,0.4355,3323603.62,0.038,,0.0
1.0,109243503.0,Johnsonburg Area SD,Elk,10422866.77,2424736.96,247163.7,2671900.66,0.2563,7553291.95,0.7247,197674.16,0.019,,0.0
1.0,109246003.0,Ridgway Area SD,Elk,12668219.84,4635489.530000001,480538.32,5116027.85,0.4038,7468296.07,0.5895,83895.92,0.0066,,0.0
1.0,109248003.0,Saint Marys Area SD,Elk,25718465.09,13879609.939999998,524437.64,14404047.58,0.5601,10795905.06,0.4198,518512.45,0.0202,,0.0
1.0,105251453.0,Corry Area SD,Erie,29691495.17,7920295.860000001,767075.93,8687371.79,0.2926,19580952.53,0.6595,1494412.85,0.0503,-71242.0,-0.0024
1.0,105252602.0,Erie City SD,Erie,180440822.45,53684769.11,9251343.5,62936112.61,0.3488,99766027.49,0.5529,15186942.35,0.0842,2551740.0,0.0141
1.0,105253303.0,Fairview SD,Erie,23974380.0,16549723.0,376570.0,16926293.0,0.706,6461941.0,0.2695,224002.0,0.0093,362144.0,0.0151
1.0,105253553.0,Fort LeBoeuf SD,Erie,33689905.55,16041347.09,649802.27,16691149.36,0.4954,12088838.65,0.3588,415739.85,0.0123,4494177.69,0.1334
1.0,105253903.0,General McLane SD,Erie,31334755.54,12853603.250000002,1170063.11,14023666.36,0.4475,16855305.49,0.5379,455783.69,0.0145,,0.0
1.0,105254053.0,Girard SD,Erie,46096280.27,8565749.129999999,672684.02,9238433.15,0.2004,13805911.72,0.2995,824840.95,0.0179,22227094.45,0.4822
1.0,105254353.0,Harbor Creek SD,Erie,30866602.04,15830921.96,517485.04,16348407.0,0.5296,14196125.96,0.4599,322069.08,0.0104,,0.0
1.0,105256553.0,Iroquois SD,Erie,17758391.5,5150576.78,494747.74000000005,5645324.52,0.3179,11812171.5,0.6652,300895.48,0.0169,,0.0
1.0,105257602.0,Millcreek Township SD,Erie,90780412.22,58047567.18999999,3780119.079999999,61827686.27,0.6811,26777018.55,0.295,1450487.55,0.016,725219.85,0.008
1.0,105258303.0,North East SD,Erie,22606215.14,8716457.94,401653.44,9118111.38,0.4033,12953006.56,0.573,535097.2,0.0237,,0.0
1.0,105258503.0,Northwestern  SD,Erie,19078468.14,4808035.680000001,538725.4700000001,5346761.15,0.2803,13194482.8,0.6916,537224.19,0.0282,,0.0
1.0,105259103.0,Union City Area SD,Erie,16973308.17,3102489.1900000004,393375.34,3495864.53,0.206,12964964.73,0.7638,512478.91,0.0302,,0.0
1.0,105259703.0,Wattsburg Area SD,Erie,22004320.0,9845785.0,790481.0,10636266.0,0.4834,11256959.0,0.5116,99833.0,0.0045,11262.0,0.0005
1.0,101260303.0,Albert Gallatin Area SD,Fayette,48623268.97,10228733.360000001,892810.01,11121543.37,0.2287,34211261.36,0.7036,3145464.24,0.0647,145000.0,0.003
1.0,101260803.0,Brownsville Area SD,Fayette,25255899.65,5930879.9,511990.14,6442870.04,0.2551,17219165.11,0.6818,1578278.5,0.0625,15586.0,0.0006
1.0,101261302.0,Connellsville Area SD,Fayette,68818771.22,16105675.650000002,1868290.9099999997,17973966.56,0.2612,46882437.89,0.6812,3962366.77,0.0576,,0.0
1.0,101262903.0,Frazier SD,Fayette,16335000.23,5050609.97,471852.25,5522462.22,0.3381,10342105.35,0.6331,358935.16,0.022,111497.5,0.0068
1.0,101264003.0,Laurel Highlands SD,Fayette,43433490.13,18620942.64,781332.4600000001,19402275.1,0.4467,22482442.51,0.5176,1548772.52,0.0357,,0.0
1.0,101268003.0,Uniontown Area SD,Fayette,45189963.18,14232330.32,964219.5099999999,15196549.83,0.3363,27329224.83,0.6048,2641188.52,0.0584,23000.0,0.0005
1.0,106272003.0,Forest Area SD,Forest,11800188.61,6221134.14,348269.66000000003,6569403.8,0.5567,4736951.01,0.4014,366248.14,0.031,127585.66,0.0108
1.0,112281302.0,Chambersburg Area SD,Franklin,170790196.0,72632902.0,2519918.0,75152820.0,0.44,37013756.0,0.2167,4262022.0,0.025,54361598.0,0.3183
1.0,112282004.0,Fannett-Metal SD,Franklin,7342829.85,3053295.08,234120.75,3287415.83,0.4477,3675443.27,0.5005,379970.75,0.0517,,0.0
1.0,112283003.0,Greencastle-Antrim SD,Franklin,39929747.26,22516716.75,1072307.82,23589024.57,0.5908,11640158.66,0.2915,1531455.67,0.0384,3169108.36,0.0794
1.0,112286003.0,Tuscarora SD,Franklin,49478944.96,18668199.660000004,495655.07999999996,19163854.74,0.3873,14952017.47,0.3022,638210.75,0.0129,14724862.0,0.2976
1.0,112289003.0,Waynesboro Area SD,Franklin,50451658.61,24561565.65,3555894.14,28117459.79,0.5573,21269342.15,0.4216,1054302.6,0.0209,10554.07,0.0002
1.0,111291304.0,Central Fulton SD,Fulton,24111295.0,5269907.0,276851.0,5546758.0,0.23,8217090.0,0.3408,697447.0,0.0289,9650000.0,0.4002
1.0,111292304.0,Forbes Road SD,Fulton,6821927.01,2470654.01,71273.41,2541927.42,0.3726,4171418.87,0.6115,107980.72,0.0158,600.0,0.0001
1.0,111297504.0,Southern Fulton SD,Fulton,11414552.4,3859358.8000000003,232353.43999999997,4091712.24,0.3585,7136686.54,0.6252,186153.62,0.0163,,0.0
1.0,101301303.0,Carmichaels Area SD,Greene,14868767.93,4224033.0,381367.71,4605400.71,0.3097,9768469.65,0.657,456169.21,0.0307,38728.36,0.0026
1.0,101301403.0,Central Greene SD,Greene,32688410.98,16126862.46,799073.91,16925936.37,0.5178,14279164.12,0.4368,969125.5,0.0296,514184.99,0.0157
1.0,101303503.0,Jefferson-Morgan SD,Greene,13176417.4,4318153.31,295316.55000000005,4613469.86,0.3501,8289775.51,0.6291,273172.03,0.0207,,0.0
1.0,101306503.0,Southeastern Greene SD,Greene,10809475.51,2808725.8999999994,391461.0,3200186.9,0.2961,7364681.12,0.6813,244607.49,0.0226,,0.0
1.0,101308503.0,West Greene SD,Greene,17478047.19,11042635.43,271774.06,11314409.49,0.6473,5545146.69,0.3173,618491.01,0.0354,,0.0
1.0,111312503.0,Huntingdon Area SD,Huntingdon,26050803.27,11143547.57,646488.87,11790036.44,0.4526,13606742.82,0.5223,654024.01,0.0251,,0.0
1.0,111312804.0,Juniata Valley SD,Huntingdon,11311859.81,3650764.87,321229.79,3971994.66,0.3511,7166488.01,0.6335,166771.37,0.0147,6605.77,0.0006
1.0,111316003.0,Mount Union Area SD,Huntingdon,23113986.36,5081101.25,591840.64,5672941.89,0.2454,12718597.59,0.5503,1638946.88,0.0709,3083500.0,0.1334
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,16523782.08,4597676.07,493793.2,5091469.27,0.3081,10209277.08,0.6179,1223035.73,0.074,,0.0
1.0,128321103.0,Blairsville-Saltsburg SD,Indiana,31970586.07,12911323.38,479151.81,13390475.19,0.4188,16576658.36,0.5185,1438608.38,0.045,564844.14,0.0177
1.0,128323303.0,Homer-Center SD,Indiana,15184581.02,6414921.090000001,242283.5,6657204.59,0.4384,8276762.11,0.5451,250614.32,0.0165,,0.0
1.0,128323703.0,Indiana Area SD,Indiana,50169818.64,31802451.050000004,1302092.4000000001,33104543.45,0.6598,16318069.73,0.3253,747205.46,0.0149,,0.0
1.0,128325203.0,Marion Center Area SD,Indiana,22992491.62,7207461.45,282033.20000000007,7489494.65,0.3257,14840841.5,0.6455,662155.47,0.0288,,0.0
1.0,128326303.0,Penns Manor Area SD,Indiana,15621714.88,4109629.2800000003,305576.88,4415206.16,0.2826,10921841.91,0.6991,284666.81,0.0182,,0.0
1.0,128327303.0,Purchase Line SD,Indiana,18286562.89,3479868.63,322445.47000000003,3802314.1,0.2079,13613269.12,0.7444,870979.67,0.0476,,0.0
1.0,128328003.0,United SD,Indiana,19906989.19,5810628.859999999,347162.96,6157791.82,0.3093,12671304.87,0.6365,997292.5,0.0501,80600.0,0.004
1.0,106330703.0,Brockway Area SD,Jefferson,13738272.35,3111538.8,317888.29,3429427.09,0.2496,9980743.94,0.7265,328101.32,0.0239,,0.0
1.0,106330803.0,Brookville Area SD,Jefferson,23781962.4,7845259.41,388374.32,8233633.73,0.3462,14439691.44,0.6072,1108637.23,0.0466,,0.0
1.0,106338003.0,Punxsutawney Area SD,Jefferson,36088913.5,10303004.66,650703.7400000001,10953708.4,0.3035,23988651.29,0.6647,1144362.75,0.0317,2191.06,0.0001
1.0,111343603.0,Juniata County SD,Juniata,34043708.48,15445528.64,634953.0499999999,16080481.69,0.4723,16980053.24,0.4988,982698.9,0.0289,474.65,0.0
1.0,119350303.0,Abington Heights SD,Lackawanna,44663067.04,29815846.5,748854.4400000001,30564700.94,0.6843,13685618.33,0.3064,412747.77,0.0092,,0.0
1.0,119351303.0,Carbondale Area SD,Lackawanna,21968277.39,6380584.26,757761.08,7138345.34,0.3249,12397462.33,0.5643,2432469.72,0.1107,,0.0
1.0,119352203.0,Dunmore SD,Lackawanna,18562446.64,10433693.76,729641.95,11163335.71,0.6014,7016538.05,0.378,382572.88,0.0206,,0.0
1.0,119354603.0,Lakeland SD,Lackawanna,20708838.82,9869930.580000002,270351.0,10140281.58,0.4897,9419512.32,0.4549,262688.76,0.0127,886356.16,0.0428
1.0,119355503.0,Mid Valley SD,Lackawanna,23337757.82,15218941.88,699567.36,15918509.24,0.6821,6908219.47,0.296,510125.26,0.0219,903.85,0.0
1.0,119356503.0,North Pocono SD,Lackawanna,48191237.94,29572997.470000003,1413118.3900000001,30986115.86,0.643,16504648.17,0.3425,700473.91,0.0145,,0.0
1.0,119356603.0,Old Forge SD,Lackawanna,12278978.3,6966903.9799999995,278465.02,7245369.0,0.5901,4743239.81,0.3863,290369.49,0.0236,,0.0
1.0,119357003.0,Riverside SD,Lackawanna,22582860.25,13387508.120000001,427658.76,13815166.88,0.6118,8187894.6,0.3626,579798.77,0.0257,,0.0
1.0,119357402.0,Scranton SD,Lackawanna,133111445.14,57880784.370000005,3149598.26,61030382.63,0.4585,62970259.47,0.4731,5226770.04,0.0393,3884033.0,0.0292
1.0,119358403.0,Valley View SD,Lackawanna,28821402.0,13835610.0,757330.0,14592940.0,0.5063,13158243.0,0.4565,619519.0,0.0215,450700.0,0.0156
1.0,113361303.0,Cocalico SD,Lancaster,51410311.64,34695797.04000001,1179321.77,35875118.81,0.6978,14936658.25,0.2905,593121.39,0.0115,5413.19,0.0001
1.0,113361503.0,Columbia Borough SD,Lancaster,22318677.39,10303917.84,652401.92,10956319.76,0.4909,10472559.02,0.4692,889798.61,0.0399,,0.0
1.0,113361703.0,Conestoga Valley SD,Lancaster,59559532.63,44356701.33,1774154.56,46130855.89,0.7745,11341148.98,0.1904,2087527.76,0.035,,0.0
1.0,113362203.0,Donegal SD,Lancaster,45576781.31,29404704.42,827456.28,30232160.7,0.6633,12837380.32,0.2817,1624658.61,0.0356,882581.68,0.0194
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,49986039.96,34041616.12,3526246.69,37567862.81,0.7516,10991899.08,0.2199,1404635.07,0.0281,21643.0,0.0004
1.0,113362403.0,Elizabethtown Area SD,Lancaster,53413206.67,33427388.050000004,1848228.4600000002,35275616.51,0.6604,16953190.08,0.3174,581839.08,0.0109,602561.0,0.0113
1.0,113362603.0,Ephrata Area SD,Lancaster,60511859.39,40742185.989999995,1426678.4200000002,42168864.41,0.6969,17228627.83,0.2847,861695.57,0.0142,252671.58,0.0042
1.0,113363103.0,Hempfield  SD,Lancaster,108810089.59,76725900.5,2455137.37,79181037.87,0.7277,27772749.19,0.2552,1748758.03,0.0161,107544.5,0.001
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,46617992.76,35258960.089999996,857226.0699999998,36116186.16,0.7747,10054893.58,0.2157,446913.02,0.0096,,0.0
1.0,113364002.0,Lancaster SD,Lancaster,202168205.0,75020775.0,5839524.0,80860299.0,0.4,92879786.0,0.4594,14361489.0,0.071,14066631.0,0.0696
1.0,113364403.0,Manheim Central SD,Lancaster,48369477.88,32087956.929999996,1150565.2,33238522.13,0.6872,13267415.13,0.2743,1863540.62,0.0385,,0.0
1.0,113364503.0,Manheim Township SD,Lancaster,85207645.38,65635651.81,2572372.09,68208023.9,0.8005,15217224.35,0.1786,738404.04,0.0087,1043993.09,0.0123
1.0,113365203.0,Penn Manor SD,Lancaster,70640857.0,45675590.0,2154336.0,47829926.0,0.6771,21860197.0,0.3095,949059.0,0.0134,1675.0,0.0
1.0,113365303.0,Pequea Valley SD,Lancaster,33083851.93,24252623.469999995,660315.17,24912938.64,0.753,6726292.0,0.2033,1417357.74,0.0428,27263.55,0.0008
1.0,113367003.0,Solanco SD,Lancaster,49865846.11,28810896.63,1003115.77,29814012.4,0.5979,17781054.06,0.3566,2202988.71,0.0442,67790.94,0.0014
1.0,113369003.0,Warwick SD,Lancaster,63701147.07,43037959.0,1269391.0,44307350.0,0.6956,18811028.07,0.2953,582769.0,0.0091,,0.0
1.0,104372003.0,Ellwood City Area SD,Lawrence,26180629.66,8798552.979999999,883151.1199999999,9681704.1,0.3698,16382891.11,0.6258,16034.45,0.0006,100000.0,0.0038
1.0,104374003.0,Laurel SD,Lawrence,17523428.48,4813272.39,1035652.6099999999,5848925.0,0.3338,11167262.42,0.6373,488846.06,0.0279,18395.0,0.001
1.0,104375003.0,Mohawk Area SD,Lawrence,22125309.55,6474251.99,786845.9600000001,7261097.95,0.3282,14793889.24,0.6686,58516.36,0.0026,11806.0,0.0005
1.0,104375203.0,Neshannock Township SD,Lawrence,17713261.56,11167664.209999999,492351.13000000006,11660015.34,0.6583,5677966.22,0.3205,18608.0,0.0011,356672.0,0.0201
1.0,104375302.0,New Castle Area SD,Lawrence,47376842.85,10093692.700000001,1002378.9299999998,11096071.63,0.2342,32255770.36,0.6808,3708860.86,0.0783,316140.0,0.0067
1.0,104376203.0,Shenango Area SD,Lawrence,16465840.47,5309954.89,658203.6000000001,5968158.49,0.3625,10482983.6,0.6367,12198.38,0.0007,2500.0,0.0002
1.0,104377003.0,Union Area SD,Lawrence,10726133.0,3592357.0,390210.0,3982567.0,0.3713,6736531.0,0.628,3979.0,0.0004,3056.0,0.0003
1.0,104378003.0,Wilmington Area SD,Lawrence,18826007.12,7787661.4,1272268.5,9059929.9,0.4812,9719650.18,0.5163,46427.04,0.0025,,0.0
1.0,113380303.0,Annville-Cleona SD,Lebanon,21274237.02,13014285.44,409343.4,13423628.84,0.631,7599334.61,0.3572,251273.57,0.0118,,0.0
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,67495241.0,44601947.0,1485032.0,46086979.0,0.6828,20468506.0,0.3033,929333.0,0.0138,10423.0,0.0002
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,36909433.81,24853333.320000004,865468.5700000001,25718801.89,0.6968,10009273.63,0.2712,591573.32,0.016,589784.97,0.016
1.0,113384603.0,Lebanon SD,Lebanon,65434222.33,17396023.92,2293109.84,19689133.76,0.3009,40519980.3,0.6192,5223083.27,0.0798,2025.0,0.0
1.0,113385003.0,Northern Lebanon SD,Lebanon,33604597.65,18974523.429999996,727990.4500000001,19702513.88,0.5863,13138007.27,0.391,569662.53,0.017,194413.97,0.0058
1.0,113385303.0,Palmyra Area SD,Lebanon,43177995.1,28960063.02,1157327.72,30117390.74,0.6975,12013072.27,0.2782,1044945.09,0.0242,2587.0,0.0001
1.0,121390302.0,Allentown City SD,Lehigh,257654303.0,90519740.0,6038831.0,96558571.0,0.3748,144345564.0,0.5602,14995001.0,0.0582,1755167.0,0.0068
1.0,121391303.0,Catasauqua Area SD,Lehigh,26804424.79,17561317.34,693027.13,18254344.47,0.681,7999560.6,0.2984,533971.39,0.0199,16548.33,0.0006
1.0,121392303.0,East Penn SD,Lehigh,125220779.54,94347364.17,1795779.84,96143144.01,0.7678,27855333.92,0.2224,1207234.61,0.0096,15067.0,0.0001
1.0,121394503.0,Northern Lehigh SD,Lehigh,29998099.63,16640756.239999998,538205.77,17178962.01,0.5727,12108772.84,0.4037,533143.08,0.0178,177221.7,0.0059
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,38515322.07,25978370.89,986108.9100000001,26964479.8,0.7001,11340879.38,0.2945,209962.89,0.0055,,0.0
1.0,121395103.0,Parkland SD,Lehigh,150112586.0,120155733.0,2296463.0,122452196.0,0.8157,25733245.0,0.1714,1787029.0,0.0119,140116.0,0.0009
1.0,121395603.0,Salisbury Township SD,Lehigh,34366723.65,26237111.96,648957.29,26886069.25,0.7823,6683617.16,0.1945,329845.74,0.0096,467191.5,0.0136
1.0,121395703.0,Southern Lehigh SD,Lehigh,57274233.04,44077879.66,817168.15,44895047.81,0.7839,11997049.72,0.2095,267135.51,0.0047,115000.0,0.002
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,59891576.65,41979096.32,1236686.73,43215783.05,0.7216,15812665.74,0.264,858557.02,0.0143,4570.84,0.0001
1.0,118401403.0,Crestwood SD,Luzerne,34385241.4,20044977.02,579093.26,20624070.28,0.5998,13373068.92,0.3889,388102.2,0.0113,,0.0
1.0,118401603.0,Dallas SD,Luzerne,34872339.01,22830337.3,468666.29,23299003.59,0.6681,10785510.29,0.3093,787825.13,0.0226,,0.0
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,26055753.82,8211640.109999999,356380.18000000005,8568020.29,0.3288,16177713.46,0.6209,1260020.07,0.0484,50000.0,0.0019
1.0,118403003.0,Hanover Area SD,Luzerne,27576603.29,13722748.770000001,243389.6,13966138.37,0.5064,12629370.0,0.458,981094.92,0.0356,,0.0
1.0,118403302.0,Hazleton Area SD,Luzerne,131082842.34,57936346.62,1950823.8800000001,59887170.5,0.4569,64535420.16,0.4923,6600947.94,0.0504,59303.74,0.0005
1.0,118403903.0,Lake-Lehman SD,Luzerne,27979945.51,15060078.01,473963.30999999994,15534041.32,0.5552,11794420.62,0.4215,499083.57,0.0178,152400.0,0.0054
1.0,118406003.0,Northwest Area SD,Luzerne,18441324.46,6055871.199999999,409301.3400000001,6465172.54,0.3506,11453719.71,0.6211,522432.21,0.0283,,0.0
1.0,118406602.0,Pittston Area SD,Luzerne,44577222.57,25160962.049999997,567730.0,25728692.05,0.5772,17338888.86,0.389,1207141.66,0.0271,302500.0,0.0068
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,104762179.68,56549234.190000005,1299600.87,57848835.06,0.5522,42464194.19,0.4053,4449150.43,0.0425,,0.0
1.0,118409203.0,Wyoming Area SD,Luzerne,31090095.9,16655385.170000002,386670.4000000001,17042055.57,0.5482,13279243.64,0.4271,738280.06,0.0237,30516.63,0.001
