Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,103021752.0,Chartiers Valley SD,Allegheny,72389670.55,51733411.440000005,1899407.1,53632818.54,0.7409,16466873.96,0.2275,1644253.05,0.0227,645725.0,0.0089
1.0,103021903.0,Clairton City SD,Allegheny,19699841.679999996,3696818.9600000004,671554.1200000001,4368373.08,0.2217,12575051.54,0.6383,2688061.06,0.1365,68356.0,0.0035
1.0,103022103.0,Cornell SD,Allegheny,17062022.0,10177856.0,508650.0,10686506.0,0.6263,4447202.0,0.2606,1865062.0,0.1093,63252.0,0.0037
1.0,103022253.0,Deer Lakes SD,Allegheny,39320452.94,22857529.819999997,1019431.15,23876960.97,0.6072,13822028.91,0.3515,1459288.11,0.0371,162174.95,0.0041
1.0,103022503.0,Duquesne City SD,Allegheny,21673672.0,1838896.0,575949.0,2414845.0,0.1114,16387964.0,0.7561,2870863.0,0.1325,0.0,0.0
1.0,103022803.0,East Allegheny SD,Allegheny,37308241.0,16323467.71,1499321.2900000003,17822789.0,0.4777,17652646.0,0.4732,1832806.0,0.0491,0.0,0.0
1.0,103023153.0,Elizabeth Forward SD,Allegheny,49131298.84,24498277.9,1762426.9499999997,26260704.85,0.5345,20358338.38,0.4144,1802602.69,0.0367,709652.92,0.0144
1.0,103023912.0,Fox Chapel Area SD,Allegheny,108781435.01,82252963.00000001,1482393.1400000001,83735356.14,0.7698,20955927.11,0.1926,3886549.84,0.0357,203601.92,0.0019
1.0,103024102.0,Gateway SD,Allegheny,82996751.86,55761773.07,1187804.6,56949577.67,0.6862,21072078.28,0.2539,4975095.91,0.0599,0.0,0.0
1.0,103024603.0,Hampton Township SD,Allegheny,57049797.06,40759672.949999996,507630.8,41267303.75,0.7234,15133595.97,0.2653,367937.34,0.0064,280960.0,0.0049
1.0,103024753.0,Highlands SD,Allegheny,48054312.0,21336024.0,974651.0,22310675.0,0.4643,23334773.0,0.4856,2146953.0,0.0447,261911.0,0.0055
1.0,103025002.0,Keystone Oaks SD,Allegheny,45525233.0,31441843.0,1011317.0,32453160.0,0.7129,11917249.0,0.2618,1148719.0,0.0252,6105.0,0.0001
1.0,103026002.0,McKeesport Area SD,Allegheny,79162154.0,18835543.0,1651454.0,20486997.0,0.2588,47062225.0,0.5945,11612932.0,0.1467,0.0,0.0
1.0,103026303.0,Montour SD,Allegheny,78405972.82,58728669.519999996,449604.42999999993,59178273.95,0.7548,14460735.46,0.1844,3092260.78,0.0394,1674702.63,0.0214
1.0,103026343.0,Moon Area SD,Allegheny,86256437.83,62739183.220000006,1536129.55,64275312.77,0.7452,19299001.52,0.2237,1726946.83,0.02,955176.71,0.0111
1.0,103026402.0,Mt Lebanon SD,Allegheny,109886799.61000001,79304742.68,1626289.72,80931032.4,0.7365,24440072.42,0.2224,4504128.79,0.041,11566.0,0.0001
1.0,103026852.0,North Allegheny SD,Allegheny,186012542.6,138824453.01999998,2730713.0,141555166.02,0.761,38541853.11,0.2072,2457553.04,0.0132,3457970.43,0.0186
1.0,103026902.0,North Hills SD,Allegheny,87931052.92,64190820.56,1292125.8599999999,65482946.42,0.7447,21202916.34,0.2411,1244671.16,0.0142,519.0,0.0
1.0,103026873.0,Northgate SD,Allegheny,26391521.0,14983410.0,556755.0,15540165.0,0.5888,8958169.0,0.3394,1893187.0,0.0717,0.0,0.0
1.0,103027352.0,Penn Hills SD,Allegheny,98442515.63,52251475.54,1398535.8599999999,53650011.4,0.545,34648010.58,0.352,10144493.65,0.103,0.0,0.0
1.0,103021003.0,Pine-Richland SD,Allegheny,103397926.0,75111055.0,1786882.0,76897937.0,0.7437,19357035.0,0.1872,1257904.0,0.0122,5885050.0,0.0569
1.0,102027451.0,Pittsburgh SD,Allegheny,767613574.9699999,393292580.18,8740253.409999998,402032833.59,0.5237,297498163.99,0.3876,67764056.87,0.0883,318520.52,0.0004
1.0,103027503.0,Plum Borough SD,Allegheny,66977649.489999995,36879159.12,1072813.46,37951972.58,0.5666,27301656.41,0.4076,1724020.5,0.0257,0.0,0.0
1.0,103027753.0,Quaker Valley SD,Allegheny,55536902.36,44662874.45999999,581190.6900000001,45244065.15,0.8147,9166891.64,0.1651,1125945.57,0.0203,0.0,0.0
1.0,103028203.0,Riverview SD,Allegheny,26514254.0,17987635.0,289059.0,18276694.0,0.6893,6988976.0,0.2636,1248584.0,0.0471,0.0,0.0
1.0,103028302.0,Shaler Area SD,Allegheny,109946743.34,56851389.7,1575120.1700000002,58426509.87,0.5314,27857225.6,0.2534,3959413.8,0.036,19703594.07,0.1792
1.0,103028653.0,South Allegheny SD,Allegheny,28630629.42,8093574.580000001,921149.22,9014723.8,0.3149,16794292.76,0.5866,2670511.63,0.0933,151101.23,0.0053
1.0,103028703.0,South Fayette Township SD,Allegheny,66294327.0,47973097.0,929280.0,48902377.0,0.7377,14412417.0,0.2174,2040565.0,0.0308,938968.0,0.0142
1.0,103028753.0,South Park SD,Allegheny,38306131.59,22945108.72,588869.24,23533977.96,0.6144,13723386.06,0.3583,1048767.57,0.0274,0.0,0.0
1.0,103028833.0,Steel Valley SD,Allegheny,38678321.87,20138586.37,770302.81,20908889.18,0.5406,16342585.76,0.4225,1277506.01,0.033,149340.92,0.0039
1.0,103028853.0,Sto-Rox SD,Allegheny,34474410.26,8918554.19,594201.34,9512755.53,0.2759,20633267.47,0.5985,4328387.26,0.1256,0.0,0.0
1.0,103029203.0,Upper St. Clair SD,Allegheny,131338791.50999999,70460696.65,1835136.6700000002,72295833.32,0.5505,18820739.83,0.1433,1353774.36,0.0103,38868444.0,0.2959
1.0,103029403.0,West Allegheny SD,Allegheny,75404136.56,54671733.18000001,1009150.6900000001,55680883.87,0.7384,17169576.63,0.2277,2553676.06,0.0339,0.0,0.0
1.0,103029553.0,West Jefferson Hills SD,Allegheny,59800681.230000004,40629437.01,849597.85,41479034.86,0.6936,16258900.23,0.2719,1704282.46,0.0285,358463.68,0.006
1.0,103029603.0,West Mifflin Area SD,Allegheny,60652665.53999999,30648915.510000005,4986001.36,35634916.87,0.5875,21187135.34,0.3493,3266603.33,0.0539,564010.0,0.0093
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,35986989.199999996,12783077.64,557055.67,13340133.31,0.3707,16998706.06,0.4724,5275491.83,0.1466,372658.0,0.0104
1.0,103029902.0,Woodland Hills SD,Allegheny,109692976.85,59031613.75,1827447.75,60859061.5,0.5548,36219950.83,0.3302,9412024.25,0.0858,3201940.27,0.0292
1.0,128030603.0,Apollo-Ridge SD,Armstrong,25789764.75,8231009.0600000005,455764.74,8686773.8,0.3368,15195091.28,0.5892,1618604.67,0.0628,289295.0,0.0112
1.0,128030852.0,Armstrong SD,Armstrong,106905604.25999999,37638665.25999999,2818605.96,40457271.22,0.3784,58126841.44,0.5437,8321491.6,0.0778,0.0,0.0
1.0,128033053.0,Freeport Area SD,Armstrong,34237677.54,19046657.73,570773.1999999998,19617430.93,0.573,13310331.84,0.3888,1168516.24,0.0341,141398.53,0.0041
1.0,128034503.0,Leechburg Area SD,Armstrong,16337594.190000001,6527653.22,453238.68000000005,6980891.9,0.4273,7467529.92,0.4571,1889076.37,0.1156,96.0,0.0
1.0,127040503.0,Aliquippa SD,Beaver,21868349.34,6560748.989999999,408815.13,6969564.12,0.3187,14440080.59,0.6603,458704.63,0.021,0.0,0.0
1.0,127040703.0,Ambridge Area SD,Beaver,52921611.37,25533278.810000002,936552.71,26469831.52,0.5002,21523810.73,0.4067,4493201.12,0.0849,434768.0,0.0082
1.0,127041203.0,Beaver Area SD,Beaver,37641750.39000001,22413887.1,1293757.1300000001,23707644.23,0.6298,12286399.39,0.3264,1622824.6,0.0431,24882.17,0.0007
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,34042477.52,8425499.95,510698.75999999995,8936198.71,0.2625,20676383.22,0.6074,4274869.57,0.1256,155026.02,0.0046
1.0,127041603.0,Blackhawk SD,Beaver,40513050.89,20542435.53,817570.47,21360006.0,0.5272,18099245.92,0.4468,779921.97,0.0193,273877.0,0.0068
1.0,127042003.0,Central Valley SD,Beaver,42059479.75,22289816.250000004,579082.77,22868899.02,0.5437,16342863.38,0.3886,1941990.35,0.0462,905727.0,0.0215
1.0,127042853.0,Freedom Area SD,Beaver,24846101.2,10616182.15,423581.32999999996,11039763.48,0.4443,13097036.53,0.5271,709301.19,0.0285,0.0,0.0
1.0,127044103.0,Hopewell Area SD,Beaver,44176211.559999995,22007938.289999995,881339.81,22889278.1,0.5181,19884609.23,0.4501,1402324.23,0.0317,0.0,0.0
1.0,127045303.0,Midland Borough SD,Beaver,6431954.0,883671.59,267045.29,1150716.88,0.1789,4658028.21,0.7242,623208.91,0.0969,0.0,0.0
1.0,127045653.0,New Brighton Area SD,Beaver,28245431.38,7714105.05,483042.22,8197147.27,0.2902,18050849.14,0.6391,1997434.97,0.0707,0.0,0.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,26294080.139999997,10392181.620000001,405326.57,10797508.19,0.4106,14289893.0,0.5435,1204085.14,0.0458,2593.81,0.0001
1.0,127046903.0,Rochester Area SD,Beaver,19676925.47,5850789.070000001,298057.52,6148846.59,0.3125,11540155.03,0.5865,1987923.85,0.101,0.0,0.0
1.0,127047404.0,South Side Area SD,Beaver,25621028.490000002,9103770.37,385224.59,9488994.96,0.3704,14835518.0,0.579,1296515.53,0.0506,0.0,0.0
1.0,127049303.0,Western Beaver County SD,Beaver,14600374.89,4669711.59,337496.07,5007207.66,0.343,9335712.21,0.6394,257455.02,0.0176,0.0,0.0
1.0,108051003.0,Bedford Area SD,Bedford,33872582.81,14788356.72,1532146.8099999998,16320503.53,0.4818,14624671.62,0.4318,2888332.66,0.0853,39075.0,0.0012
1.0,108051503.0,Chestnut Ridge SD,Bedford,22847969.8,6574199.66,748743.11,7322942.77,0.3205,14338255.16,0.6276,1186771.87,0.0519,0.0,0.0
1.0,108053003.0,Everett Area SD,Bedford,23786062.450000003,8555529.680000002,842086.3300000001,9397616.01,0.3951,11898937.23,0.5002,2489509.21,0.1047,0.0,0.0
1.0,108056004.0,Northern Bedford County SD,Bedford,15124796.74,4177989.879999999,405399.61000000004,4583389.49,0.303,9374027.77,0.6198,384379.48,0.0254,783000.0,0.0518
1.0,108058003.0,Tussey Mountain SD,Bedford,19593572.09,5102264.68,495009.05,5597273.73,0.2857,12530064.17,0.6395,1466234.19,0.0748,0.0,0.0
1.0,114060503.0,Antietam SD,Berks,21611082.459999997,11895404.390000002,436848.73,12332253.12,0.5706,7942013.64,0.3675,1334315.7,0.0617,2500.0,0.0001
1.0,114060753.0,Boyertown Area SD,Berks,134283520.51999998,90479705.69,3396372.59,93876078.28,0.6991,36247608.85,0.2699,4159833.39,0.031,0.0,0.0
1.0,114060853.0,Brandywine Heights Area SD,Berks,35432318.47,22066812.749999996,491192.51,22558005.26,0.6367,10433298.4,0.2945,1437656.65,0.0406,1003358.16,0.0283
1.0,114061103.0,Conrad Weiser Area SD,Berks,56877253.79,34954547.57,1735550.2400000002,36690097.81,0.6451,16456992.75,0.2893,3730163.23,0.0656,0.0,0.0
1.0,114061503.0,Daniel Boone Area SD,Berks,63038997.17999999,40018630.6,1409159.38,41427789.98,0.6572,19553481.51,0.3102,2057725.69,0.0326,0.0,0.0
1.0,114062003.0,Exeter Township SD,Berks,81075418.11000001,53858130.739999995,1251028.4999999998,55109159.24,0.6797,23077162.94,0.2846,2855852.93,0.0352,33243.0,0.0004
1.0,114062503.0,Fleetwood Area SD,Berks,49252036.87,30919499.01,885957.46,31805456.47,0.6458,15530268.9,0.3153,1915212.05,0.0389,1099.45,0.0
1.0,114063003.0,Governor Mifflin SD,Berks,77157029.07,51985840.62,1464240.19,53450080.81,0.6927,20281751.67,0.2629,2831029.24,0.0367,594167.35,0.0077
1.0,114063503.0,Hamburg Area SD,Berks,47490343.97,28985646.230000004,689493.3699999999,29675139.6,0.6249,15273127.31,0.3216,1904082.48,0.0401,637994.58,0.0134
1.0,114064003.0,Kutztown Area SD,Berks,44314197.12,23781382.74,554645.6,24336028.34,0.5492,9191466.49,0.2074,1298896.36,0.0293,9487805.93,0.2141
1.0,114065503.0,Muhlenberg SD,Berks,71428085.77999999,44252391.21999999,1041207.85,45293599.07,0.6341,20528094.4,0.2874,5545915.1,0.0776,60477.21,0.0008
1.0,114066503.0,Oley Valley SD,Berks,37643992.8,23749505.61,648246.68,24397752.29,0.6481,9979388.62,0.2651,3007062.35,0.0799,259789.54,0.0069
1.0,114067002.0,Reading SD,Berks,307890090.24,44936420.620000005,5879503.059999999,50815923.68,0.165,222515177.45,0.7227,30780574.88,0.1,3778414.23,0.0123
1.0,114067503.0,Schuylkill Valley SD,Berks,41808387.3,30417090.749999996,821406.89,31238497.64,0.7472,9938736.26,0.2377,627328.4,0.015,3825.0,0.0001
1.0,114068003.0,Tulpehocken Area SD,Berks,36963556.32,25244589.5,492078.11999999994,25736667.62,0.6963,9884294.37,0.2674,1286217.0,0.0348,56377.33,0.0015
1.0,114068103.0,Twin Valley SD,Berks,67364191.49,47939443.50999999,1459294.72,49398738.23,0.7333,16740039.36,0.2485,1223292.9,0.0182,2121.0,0.0
1.0,114069103.0,Wilson SD,Berks,121894687.56,84442343.14999999,2935697.3800000004,87378040.53,0.7168,27310754.0,0.2241,6004013.0,0.0493,1201880.03,0.0099
1.0,114069353.0,Wyomissing Area SD,Berks,41638432.22,31064719.14,496628.93,31561348.07,0.758,7673699.97,0.1843,2166065.29,0.052,237318.89,0.0057
1.0,108070502.0,Altoona Area SD,Blair,198845007.76999998,28398191.110000003,3786589.0200000005,32184780.13,0.1619,70618330.41,0.3551,15863826.8,0.0798,80178070.43,0.4032
1.0,108071003.0,Bellwood-Antis SD,Blair,20396716.08,6513069.689999999,616521.14,7129590.83,0.3495,11593600.43,0.5684,1146359.82,0.0562,527165.0,0.0258
1.0,108071504.0,Claysburg-Kimmel SD,Blair,14628931.860000001,3279294.9299999997,409584.65,3688879.58,0.2522,8908231.38,0.6089,2031820.9,0.1389,0.0,0.0
1.0,108073503.0,Hollidaysburg Area SD,Blair,53044225.690000005,27087570.499999996,1845511.6200000003,28933082.12,0.5455,21900692.14,0.4129,2204052.37,0.0416,6399.06,0.0001
1.0,108077503.0,Spring Cove SD,Blair,29275385.810000002,12184084.579999998,868375.5700000001,13052460.15,0.4459,14279251.95,0.4878,1943673.71,0.0664,0.0,0.0
1.0,108078003.0,Tyrone Area SD,Blair,27004594.0,7729981.0,684416.0,8414397.0,0.3116,16622126.0,0.6155,1968071.0,0.0729,0.0,0.0
1.0,108079004.0,Williamsburg Community SD,Blair,9062703.74,2163273.6799999997,139564.03,2302837.71,0.2541,5419882.45,0.598,1246010.58,0.1375,93973.0,0.0104
1.0,117080503.0,Athens Area SD,Bradford,42689008.81,16429597.0,1008207.0,17437804.0,0.4085,22465517.81,0.5263,2785687.0,0.0653,0.0,0.0
1.0,117081003.0,Canton Area SD,Bradford,18778150.16,4149564.1999999997,601921.29,4751485.49,0.253,11641200.54,0.6199,2385464.13,0.127,0.0,0.0
1.0,117083004.0,Northeast Bradford SD,Bradford,15960338.170000002,4526326.04,522921.39999999997,5049247.44,0.3164,9538832.68,0.5977,1372258.05,0.086,0.0,0.0
1.0,117086003.0,Sayre Area SD,Bradford,21919501.79,8503928.64,460832.75,8964761.39,0.409,10801087.54,0.4928,2153652.86,0.0983,0.0,0.0
1.0,117086503.0,Towanda Area SD,Bradford,30056972.849999998,12054578.769999998,1060160.56,13114739.33,0.4363,14697956.14,0.489,2244277.38,0.0747,0.0,0.0
1.0,117086653.0,Troy Area SD,Bradford,27688197.419999998,9016518.040000001,697669.8700000001,9714187.91,0.3508,16066235.31,0.5803,1907774.2,0.0689,0.0,0.0
1.0,117089003.0,Wyalusing Area SD,Bradford,27447959.369999997,11278017.969999997,896651.15,12174669.12,0.4436,13165214.32,0.4796,2060458.93,0.0751,47617.0,0.0017
1.0,122091002.0,Bensalem Township SD,Bucks,163574385.88,112104737.56,3710290.5500000003,115815028.11,0.708,38456914.36,0.2351,9302443.41,0.0569,0.0,0.0
1.0,122091303.0,Bristol Borough SD,Bucks,28022196.69,11881540.4,900046.25,12781586.65,0.4561,12324220.19,0.4398,2916389.85,0.1041,0.0,0.0
1.0,122091352.0,Bristol Township SD,Bucks,203735014.26,93865340.42999999,2454144.0200000005,96319484.45,0.4728,48631740.99,0.2387,12773788.82,0.0627,46010000.0,0.2258
1.0,122092002.0,Centennial SD,Bucks,134537480.17000002,95472521.63999999,1540742.6400000001,97013264.28,0.7211,32903446.9,0.2446,4620768.99,0.0343,0.0,0.0
1.0,122092102.0,Central Bucks SD,Bucks,355763329.91,269964700.78999996,7502660.4399999995,277467361.23,0.7799,73318164.43,0.2061,4942954.25,0.0139,34850.0,0.0001
1.0,122092353.0,Council Rock SD,Bucks,259181272.53,197908056.59999996,2781602.7299999995,200689659.33,0.7743,55477609.13,0.214,3014004.07,0.0116,0.0,0.0
1.0,122097203.0,Morrisville Borough SD,Bucks,24056024.0,14014882.0,389551.0,14404433.0,0.5988,7582424.0,0.3152,2069167.0,0.086,0.0,0.0
1.0,122097502.0,Neshaminy SD,Bucks,190763656.67,137023905.32999998,3136800.07,140160705.4,0.7347,47614976.6,0.2496,2812974.67,0.0147,175000.0,0.0009
1.0,122097604.0,New Hope-Solebury SD,Bucks,47192867.349999994,39154329.08,361578.58,39515907.66,0.8373,7115653.83,0.1508,561305.86,0.0119,0.0,0.0
1.0,122098003.0,Palisades SD,Bucks,46307271.330000006,33608296.24,1281248.8900000001,34889545.13,0.7534,10360153.86,0.2237,1057572.34,0.0228,0.0,0.0
1.0,122098103.0,Pennridge SD,Bucks,159736763.99,109001184.7,2455806.18,111456990.88,0.6978,34325136.25,0.2149,4651548.86,0.0291,9303088.0,0.0582
1.0,122098202.0,Pennsbury SD,Bucks,227579705.25,162599263.82999998,4873422.9799999995,167472686.81,0.7359,53931744.2,0.237,6164043.24,0.0271,11231.0,0.0
1.0,122098403.0,Quakertown Community SD,Bucks,118627841.32,85145937.25,2171928.82,87317866.07,0.7361,27711882.77,0.2336,2876922.98,0.0243,721169.5,0.0061
1.0,104101252.0,Butler Area SD,Butler,110395167.45,51662856.0,3266845.0,54929701.0,0.4976,48700294.0,0.4411,5871681.0,0.0532,893491.45,0.0081
1.0,104103603.0,Karns City Area SD,Butler,25231296.0,7423988.0,1123433.0,8547421.0,0.3388,16453795.0,0.6521,223093.0,0.0088,6987.0,0.0003
1.0,104107803.0,Knoch SD,Butler,38060180.89,19766467.249999996,1455422.25,21221889.5,0.5576,15319766.55,0.4025,1306394.84,0.0343,212130.0,0.0056
1.0,104105003.0,Mars Area SD,Butler,54200661.01,37972299.37,1215905.23,39188204.6,0.723,14186667.44,0.2617,825788.97,0.0152,0.0,0.0
1.0,104105353.0,Moniteau SD,Butler,22029124.84,6969278.239999999,749878.72,7719156.96,0.3504,13366521.87,0.6068,943446.01,0.0428,0.0,0.0
1.0,104107903.0,Seneca Valley SD,Butler,149396937.6,102154898.84,7107845.23,109262744.07,0.7314,36321855.61,0.2431,3812337.92,0.0255,0.0,0.0
1.0,104107503.0,Slippery Rock Area SD,Butler,33993445.11,16883050.11,1007342.0,17890392.11,0.5263,15703363.0,0.462,399690.0,0.0118,0.0,0.0
1.0,108110603.0,Blacklick Valley SD,Cambria,12866345.69,1964807.06,396675.6,2361482.66,0.1835,8870217.55,0.6894,1588909.94,0.1235,45735.54,0.0036
1.0,108111203.0,Cambria Heights SD,Cambria,22947659.2,6191682.200000001,399408.6,6591090.8,0.2872,15367522.19,0.6697,989046.21,0.0431,0.0,0.0
1.0,108111303.0,Central Cambria SD,Cambria,,,,,,,,,,,
1.0,108111403.0,Conemaugh Valley SD,Cambria,13575959.96,3011949.0199999996,282920.81,3294869.83,0.2427,9505079.91,0.7001,776010.22,0.0572,0.0,0.0
1.0,108112003.0,Ferndale Area SD,Cambria,13483761.440000001,2660492.42,317944.08999999997,2978436.51,0.2209,8844006.88,0.6559,842644.15,0.0625,818673.9,0.0607
1.0,108112203.0,Forest Hills SD,Cambria,28435967.72,5769694.75,756425.0399999998,6526119.79,0.2295,19880940.6,0.6991,1871354.52,0.0658,157552.81,0.0055
1.0,108112502.0,Greater Johnstown SD,Cambria,75015591.27,11519305.93,1313398.86,12832704.79,0.1711,36760750.28,0.49,25266499.99,0.3368,155636.21,0.0021
1.0,108114503.0,Northern Cambria SD,Cambria,18511475.73,3687539.0999999996,27064.4,3714603.5,0.2007,14215208.71,0.7679,407537.28,0.022,174126.24,0.0094
1.0,108116003.0,Penn Cambria SD,Cambria,27360361.97,7286769.000000001,696685.1400000001,7983454.14,0.2918,16739248.37,0.6118,2637659.46,0.0964,0.0,0.0
1.0,108116303.0,Portage Area SD,Cambria,14450301.500000002,2727557.3599999994,297248.37,3024805.73,0.2093,10509082.89,0.7273,916412.88,0.0634,0.0,0.0
1.0,108116503.0,Richland SD,Cambria,24017984.7,14741021.8,471667.05,15212688.85,0.6334,7240353.97,0.3015,1564939.18,0.0652,2.7,0.0
1.0,108118503.0,Westmont Hilltop SD,Cambria,24236803.220000003,13486977.159999998,664643.4,14151620.56,0.5839,8852029.07,0.3652,1152325.2,0.0475,80828.39,0.0033
1.0,109122703.0,Cameron County SD,Cameron,13750075.0,3845365.0,270669.0,4116034.0,0.2993,8831198.0,0.6423,802843.0,0.0584,0.0,0.0
1.0,121135003.0,Jim Thorpe Area SD,Carbon,57463316.08,33286670.57,1908517.57,35195188.14,0.6125,10620427.43,0.1848,5357350.51,0.0932,6290350.0,0.1095
1.0,121135503.0,Lehighton Area SD,Carbon,47470714.23,23272067.55,2293192.38,25565259.93,0.5385,18403833.79,0.3877,3470325.23,0.0731,31295.28,0.0007
1.0,121136503.0,Palmerton Area SD,Carbon,36952530.53,20721606.720000003,760875.64,21482482.36,0.5814,13751201.63,0.3721,1620846.54,0.0439,98000.0,0.0027
1.0,121136603.0,Panther Valley SD,Carbon,50373888.57,11372236.56,1272260.17,12644496.73,0.251,16030865.77,0.3182,7222778.6,0.1434,14475747.47,0.2874
1.0,121139004.0,Weatherly Area SD,Carbon,15639316.52,7859711.869999999,424178.13,8283890.0,0.5297,6541635.38,0.4183,813791.14,0.052,0.0,0.0
1.0,110141003.0,Bald Eagle Area SD,Centre,34718760.169999994,16842958.03,393596.55,17236554.58,0.4965,16298469.51,0.4694,1183736.08,0.0341,0.0,0.0
1.0,110141103.0,Bellefonte Area SD,Centre,61214314.199999996,34315288.47,731892.5399999999,35047181.01,0.5725,18189390.39,0.2971,2049785.69,0.0335,5927957.11,0.0968
1.0,110147003.0,Penns Valley Area SD,Centre,30572131.74,17570332.979999997,635266.02,18205599.0,0.5955,10737865.02,0.3512,1520620.32,0.0497,108047.4,0.0035
1.0,110148002.0,State College Area SD,Centre,177666991.35,135876462.14000002,2687837.4000000004,138564299.54,0.7799,34456309.47,0.1939,4626114.96,0.026,20267.38,0.0001
1.0,124150503.0,Avon Grove SD,Chester,102721771.96000001,63206450.46,1400836.88,64607287.34,0.629,34227480.84,0.3332,3802261.69,0.037,84742.09,0.0008
1.0,124151902.0,Coatesville Area SD,Chester,196548250.49,128131398.69999999,2963635.89,131095034.59,0.667,55998578.94,0.2849,8304800.58,0.0423,1149836.38,0.0059
1.0,124152003.0,Downingtown Area SD,Chester,250750104.41000003,183991266.95000002,5713372.970000001,189704639.92,0.7565,56302669.39,0.2245,4027663.77,0.0161,715131.33,0.0029
1.0,124153503.0,Great Valley SD,Chester,118724660.44000001,97263466.63000001,2282201.2,99545667.83,0.8385,16798208.6,0.1415,1958963.37,0.0165,421820.64,0.0036
1.0,124154003.0,Kennett Consolidated SD,Chester,96489869.93,73697373.41000001,1046795.8999999999,74744169.31,0.7746,18511531.81,0.1918,3234168.81,0.0335,0.0,0.0
1.0,124156503.0,Octorara Area SD,Chester,58389318.690000005,38433185.169999994,989954.42,39423139.59,0.6752,15812918.6,0.2708,3126955.5,0.0536,26305.0,0.0005
1.0,124156603.0,Owen J Roberts SD,Chester,123843283.74,92005574.73,2042943.47,94048518.2,0.7594,26113356.68,0.2109,3599524.62,0.0291,81884.24,0.0007
1.0,124156703.0,Oxford Area SD,Chester,76202147.2,42082071.04000001,1101034.99,43183106.03,0.5667,26984755.84,0.3541,5343965.53,0.0701,690319.8,0.0091
1.0,124157203.0,Phoenixville Area SD,Chester,106316678.61000001,82720170.97000001,1764989.7599999998,84485160.73,0.7947,18905607.59,0.1778,2925910.29,0.0275,0.0,0.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,158416968.69,130281075.33999999,2944536.64,133225611.98,0.841,23848128.02,0.1505,1343228.69,0.0085,0.0,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,93521801.65,74334569.29000002,1290969.8899999997,75625539.18,0.8086,16835618.81,0.18,1057017.66,0.0113,3626.0,0.0
1.0,124159002.0,West Chester Area SD,Chester,280461303.44,223457900.56,2855223.63,226313124.19,0.8069,46937782.62,0.1674,4460396.63,0.0159,2750000.0,0.0098
