Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,15836252.46,4378114.73,329483.26,4707597.99,0.2973,9668389.71,0.6105,1460264.76,0.0922,0.0,0.0
1.0,106161203.0,Clarion Area SD,Clarion,17243473.970000003,8012010.13,727554.26,8739564.39,0.5068,7358627.62,0.4267,1145281.96,0.0664,0.0,0.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,23060533.009999998,5526206.900000001,306620.76,5832827.66,0.2529,9255611.09,0.4014,1290346.11,0.056,6681748.15,0.2897
1.0,106166503.0,Keystone SD,Clarion,18805534.130000003,5001665.350000001,588846.3400000001,5590511.69,0.2973,11360957.66,0.6041,1854064.78,0.0986,0.0,0.0
1.0,106167504.0,North Clarion County SD,Clarion,10646775.66,3461392.200000001,280691.05,3742083.25,0.3515,5869706.3,0.5513,1034986.11,0.0972,0.0,0.0
1.0,106168003.0,Redbank Valley SD,Clarion,19996253.1,4278579.51,603663.14,4882242.65,0.2442,13714237.58,0.6858,1399772.87,0.07,0.0,0.0
1.0,106169003.0,Union SD,Clarion,17522923.14,2327329.9099999997,322800.65,2650130.56,0.1512,9138144.98,0.5215,1734647.6,0.099,4000000.0,0.2283
1.0,110171003.0,Clearfield Area SD,Clearfield,52746849.489999995,16085326.06,1191884.0400000003,17277210.1,0.3275,22658085.79,0.4296,4284672.02,0.0812,8526881.58,0.1617
1.0,110171803.0,Curwensville Area SD,Clearfield,18479686.57,4500613.4399999995,332647.05999999994,4833260.5,0.2615,12839744.99,0.6948,806681.08,0.0437,0.0,0.0
1.0,106172003.0,DuBois Area SD,Clearfield,63081641.120000005,25391772.130000003,1328629.6500000001,26720401.78,0.4236,31962127.2,0.5067,4399112.14,0.0697,0.0,0.0
1.0,110173003.0,Glendale SD,Clearfield,13909787.81,3515992.4800000004,269176.93,3785169.41,0.2721,9429947.63,0.6779,686870.77,0.0494,7800.0,0.0006
1.0,110173504.0,Harmony Area SD,Clearfield,6693106.34,1286274.3900000001,302581.14,1588855.53,0.2374,4448381.93,0.6646,565112.48,0.0844,90756.4,0.0136
1.0,110175003.0,Moshannon Valley SD,Clearfield,27229235.0,3822649.22,395384.78,4218034.0,0.1549,11207162.0,0.4116,1346004.0,0.0494,10458035.0,0.3841
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,36101261.83,11644076.959999997,583834.2100000001,12227911.17,0.3387,20005633.79,0.5542,3867716.87,0.1071,0.0,0.0
1.0,110179003.0,West Branch Area SD,Clearfield,20574553.25,5227243.18,697086.6600000001,5924329.84,0.2879,12233518.45,0.5946,2416704.96,0.1175,0.0,0.0
1.0,110183602.0,Keystone Central SD,Clinton,83040557.27999999,34019215.309999995,1374889.65,35394104.96,0.4262,39843306.86,0.4798,7803145.46,0.094,0.0,0.0
1.0,116191004.0,Benton Area SD,Columbia,18486914.689999998,6837373.59,483468.74,7320842.33,0.396,6418341.46,0.3472,1000730.9,0.0541,3747000.0,0.2027
1.0,116191103.0,Berwick Area SD,Columbia,48427741.470000006,19873491.85,1065960.68,20939452.53,0.4324,24559923.47,0.5071,2885172.7,0.0596,43192.77,0.0009
1.0,116191203.0,Bloomsburg Area SD,Columbia,28653033.62,16183291.899999999,584897.29,16768189.19,0.5852,11244441.99,0.3924,640402.44,0.0224,0.0,0.0
1.0,116191503.0,Central Columbia SD,Columbia,43455040.19,18193614.09,1263305.57,19456919.66,0.4477,12171394.85,0.2801,2041725.68,0.047,9785000.0,0.2252
1.0,116195004.0,Millville Area SD,Columbia,14471092.390000002,5824694.160000001,438083.98,6262778.14,0.4328,7031608.25,0.4859,1151206.12,0.0796,25499.88,0.0018
1.0,116197503.0,Southern Columbia Area SD,Columbia,23575944.32,14071398.86,192935.62,14264334.48,0.605,8747590.71,0.371,564019.13,0.0239,0.0,0.0
1.0,105201033.0,Conneaut SD,Crawford,42683683.480000004,16926292.18,284455.32999999996,17210747.51,0.4032,21124842.52,0.4949,4348023.45,0.1019,70.0,0.0
1.0,105201352.0,Crawford Central SD,Crawford,66967126.96,26977651.569999993,1224138.04,28201789.61,0.4211,31988519.03,0.4777,6751607.32,0.1008,25211.0,0.0004
1.0,105204703.0,Penncrest SD,Crawford,56443299.589999996,17029098.310000002,2305520.32,19334618.63,0.3425,32176110.63,0.5701,4898916.33,0.0868,33654.0,0.0006
1.0,115210503.0,Big Spring SD,Cumberland,60876086.75999999,35790388.44,1720009.17,37510397.61,0.6162,19594637.38,0.3219,3528119.66,0.058,242932.11,0.004
1.0,115211003.0,Camp Hill SD,Cumberland,27416942.789999995,19842175.330000002,1410766.2500000002,21252941.58,0.7752,5262320.06,0.1919,900626.61,0.0328,1054.54,0.0
1.0,115211103.0,Carlisle Area SD,Cumberland,99150838.19,62927709.059999995,1738823.8699999999,64666532.93,0.6522,29031340.08,0.2928,5452965.18,0.055,0.0,0.0
1.0,115211603.0,Cumberland Valley SD,Cumberland,158135439.0,119687789.0,2521857.0,122209646.0,0.7728,34154956.0,0.216,1530268.0,0.0097,240569.0,0.0015
1.0,115212503.0,East Pennsboro Area SD,Cumberland,47723314.96,30531348.780000005,1078117.68,31609466.46,0.6623,13432741.57,0.2815,2642078.93,0.0554,39028.0,0.0008
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,83197460.96000001,58489621.05,2563603.09,61053224.14,0.7338,20238697.98,0.2433,1898038.84,0.0228,7500.0,0.0001
1.0,115218003.0,Shippensburg Area SD,Cumberland,58815055.16,33890983.35,1157429.3800000001,35048412.73,0.5959,20219136.88,0.3438,3547505.55,0.0603,0.0,0.0
1.0,115218303.0,South Middleton SD,Cumberland,41378606.20999999,28606766.3,892527.91,29499294.21,0.7129,10953054.98,0.2647,674754.01,0.0163,251503.01,0.0061
1.0,115221402.0,Central Dauphin SD,Dauphin,246736652.47,157567755.27000004,6840273.13,164408028.4,0.6663,53647975.65,0.2174,13728098.94,0.0556,14952549.48,0.0606
1.0,115221753.0,Derry Township SD,Dauphin,71153698.46,50460122.1,1056866.3,51516988.4,0.724,12647977.48,0.1778,3243819.41,0.0456,3744913.17,0.0526
1.0,115222504.0,Halifax Area SD,Dauphin,22326834.270000003,9563033.850000001,548339.96,10111373.81,0.4529,10696187.82,0.4791,1429811.54,0.064,89461.1,0.004
1.0,115222752.0,Harrisburg City SD,Dauphin,179851414.84,59000442.39,2658162.62,61658605.01,0.3428,91419529.55,0.5083,26773280.28,0.1489,0.0,0.0
1.0,115224003.0,Lower Dauphin SD,Dauphin,66016728.61,40164917.81,1131165.94,41296083.75,0.6255,22627303.66,0.3428,2046026.78,0.031,47314.42,0.0007
1.0,115226003.0,Middletown Area SD,Dauphin,54139629.83,30965541.08,1183760.9000000001,32149301.98,0.5938,17515488.81,0.3235,4470898.44,0.0826,3940.6,0.0001
1.0,115226103.0,Millersburg Area SD,Dauphin,15924010.459999999,7281365.899999999,873441.1399999999,8154807.04,0.5121,7267359.48,0.4564,501843.94,0.0315,0.0,0.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,31393523.0,7503320.0,1013517.0,8516837.0,0.2713,17002538.0,0.5416,5874148.0,0.1871,0.0,0.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,60550812.70999999,41398653.730000004,725387.7900000002,42124041.52,0.6957,12303660.87,0.2032,5413867.52,0.0894,709242.8,0.0117
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,24084851.28,9461855.209999997,666236.6200000001,10128091.83,0.4205,10924298.65,0.4536,3032460.8,0.1259,0.0,0.0
1.0,125231232.0,Chester-Upland SD,Delaware,142861872.78,25187057.089999996,1197206.15,26384263.24,0.1847,107026261.96,0.7492,9443281.58,0.0661,8066.0,0.0001
1.0,125231303.0,Chichester SD,Delaware,85710004.64999999,51637756.42,1772338.25,53410094.67,0.6231,27568834.05,0.3217,4609685.97,0.0538,121389.96,0.0014
1.0,125234103.0,Garnet Valley SD,Delaware,115917275.0,91998397.0,1692984.0,93691381.0,0.8083,21230409.0,0.1832,936231.0,0.0081,59254.0,0.0005
1.0,125234502.0,Haverford Township SD,Delaware,132921916.27,107028165.89,1925167.0999999999,108953332.99,0.8197,23827991.8,0.1793,138591.48,0.001,2000.0,0.0
1.0,125235103.0,Interboro SD,Delaware,77310062.47999999,45223741.81,1916570.4100000001,47140312.22,0.6098,25186183.08,0.3258,4483953.71,0.058,499613.47,0.0065
1.0,125235502.0,Marple Newtown SD,Delaware,105023566.52,78946815.50999999,3267305.6599999997,82214121.17,0.7828,15918647.87,0.1516,2383693.07,0.0227,4507104.41,0.0429
1.0,125236903.0,Penn-Delco SD,Delaware,68085651.0,47295925.0,995287.0,48291212.0,0.7093,17979427.0,0.2641,1815012.0,0.0267,0.0,0.0
1.0,125237603.0,Radnor Township SD,Delaware,108398447.83,87394714.70000002,2321247.1500000004,89715961.85,0.8276,15790163.87,0.1457,2867660.11,0.0265,24662.0,0.0002
1.0,125237702.0,Ridley SD,Delaware,117227701.0,75972011.47999999,3502434.22,79474445.7,0.6779,34660530.83,0.2957,2858585.47,0.0244,234139.0,0.002
1.0,125237903.0,Rose Tree Media SD,Delaware,106739556.0,84151007.79,2179376.84,86330384.63,0.8088,19116665.51,0.1791,1172486.19,0.011,120019.67,0.0011
1.0,125238402.0,Southeast Delco SD,Delaware,99664314.0,44388404.0,1820032.0,46208436.0,0.4636,39054922.0,0.3919,13363313.0,0.1341,1037643.0,0.0104
1.0,125238502.0,Springfield SD,Delaware,81800862.77,64131628.56000001,1382725.57,65514354.13,0.8009,15267844.32,0.1866,1010815.32,0.0124,7849.0,0.0001
1.0,125239452.0,Upper Darby SD,Delaware,225351206.54999998,112274796.78999999,4149335.76,116424132.55,0.5166,87273616.15,0.3873,20218383.75,0.0897,1435074.1,0.0064
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,101915180.44999999,69031692.0,1431346.67,70463038.67,0.6914,16847688.96,0.1653,529452.82,0.0052,14075000.0,0.1381
1.0,125239652.0,William Penn SD,Delaware,120391930.69,51028097.44,1904313.26,52932410.7,0.4397,50074038.78,0.4159,9008149.52,0.0748,8377331.69,0.0696
1.0,109243503.0,Johnsonburg Area SD,Elk,11476436.47,2629529.7200000007,343318.42000000004,2972848.14,0.259,7911773.02,0.6894,591815.31,0.0516,0.0,0.0
1.0,109246003.0,Ridgway Area SD,Elk,15222852.19,4725098.53,661912.15,5387010.68,0.3539,8938269.64,0.5872,897571.87,0.059,0.0,0.0
1.0,109248003.0,Saint Marys Area SD,Elk,30221702.26,15397990.82,662020.58,16060011.4,0.5314,12683730.13,0.4197,1477960.73,0.0489,0.0,0.0
1.0,105251453.0,Corry Area SD,Erie,36699613.42,8927526.290000001,928689.1900000001,9856215.48,0.2686,23758963.6,0.6474,2974054.49,0.081,110379.85,0.003
1.0,105252602.0,Erie City SD,Erie,247738134.27,61089339.0,5552915.0,66642254.0,0.269,139480822.27,0.563,41339676.0,0.1669,275382.0,0.0011
1.0,105253303.0,Fairview SD,Erie,29963528.0,20917352.0,449561.0,21366913.0,0.7131,8165094.0,0.2725,427516.0,0.0143,4005.0,0.0001
1.0,105253553.0,Fort LeBoeuf SD,Erie,38452099.440000005,19323242.17,724284.0300000001,20047526.2,0.5214,15097982.89,0.3926,2495935.39,0.0649,810654.96,0.0211
1.0,105253903.0,General McLane SD,Erie,35286576.45,14838755.159999998,1022601.3200000001,15861356.48,0.4495,17870228.02,0.5064,1554991.95,0.0441,0.0,0.0
1.0,105254053.0,Girard SD,Erie,47208842.739999995,10562107.73,711505.9,11273613.63,0.2388,16776090.12,0.3554,5463857.33,0.1157,13695281.66,0.2901
1.0,105254353.0,Harbor Creek SD,Erie,38004267.1,20537684.029999997,460727.1,20998411.13,0.5525,16093030.23,0.4235,827637.65,0.0218,85188.09,0.0022
1.0,105256553.0,Iroquois SD,Erie,24212999.14,7056717.18,752094.49,7808811.67,0.3225,14210895.37,0.5869,2193292.1,0.0906,0.0,0.0
1.0,105257602.0,Millcreek Township SD,Erie,112098862.17,67757897.79999998,4060920.01,71818817.81,0.6407,33042939.85,0.2948,7116394.51,0.0635,120710.0,0.0011
1.0,105258303.0,North East SD,Erie,48038138.489999995,9740092.47,1037600.57,10777693.04,0.2244,18347590.94,0.3819,4980406.56,0.1037,13932447.95,0.29
1.0,105258503.0,Northwestern SD,Erie,24457115.14,5680171.6400000015,800520.99,6480692.63,0.265,15347851.62,0.6275,2588370.89,0.1058,40200.0,0.0016
1.0,105259103.0,Union City Area SD,Erie,20614735.25,3638007.160000001,377252.39999999997,4015259.56,0.1948,14917447.98,0.7236,1682027.71,0.0816,0.0,0.0
1.0,105259703.0,Wattsburg Area SD,Erie,27888266.11,13158845.83,541237.33,13700083.16,0.4912,12238919.78,0.4389,1767596.41,0.0634,181666.76,0.0065
1.0,101260303.0,Albert Gallatin Area SD,Fayette,63034747.260000005,13009045.58,1972123.56,14981169.14,0.2377,39330949.6,0.624,8719671.02,0.1383,2957.5,0.0
1.0,101260803.0,Brownsville Area SD,Fayette,42866462.22,7188173.53,781851.83,7970025.36,0.1859,21300609.36,0.4969,3784911.5,0.0883,9810916.0,0.2289
1.0,101261302.0,Connellsville Area SD,Fayette,88413662.81,18961455.48,2065568.4999999998,21027023.98,0.2378,52183025.0,0.5902,15112388.83,0.1709,91225.0,0.001
1.0,101262903.0,Frazier SD,Fayette,19590214.8,6772853.109999999,326090.37,7098943.48,0.3624,11566160.66,0.5904,925110.66,0.0472,0.0,0.0
1.0,101264003.0,Laurel Highlands SD,Fayette,58501878.48,24116068.839999996,1330416.2000000002,25446485.04,0.435,26595198.5,0.4546,6460194.94,0.1104,0.0,0.0
1.0,101268003.0,Uniontown Area SD,Fayette,55118786.72,17873414.52,1308104.33,19181518.85,0.348,27977885.47,0.5076,7959382.4,0.1444,0.0,0.0
1.0,106272003.0,Forest Area SD,Forest,14744029.11,7441551.68,274861.12,7716412.8,0.5234,5736611.01,0.3891,1291005.3,0.0876,0.0,0.0
1.0,112281302.0,Chambersburg Area SD,Franklin,170807420.0,100398061.0,3639646.0,104037707.0,0.6091,50717312.0,0.2969,14362585.0,0.0841,1689816.0,0.0099
1.0,112282004.0,Fannett-Metal SD,Franklin,10647861.14,3592094.1300000004,212815.83,3804909.96,0.3573,3843499.86,0.361,2898822.62,0.2722,100628.7,0.0095
1.0,112283003.0,Greencastle-Antrim SD,Franklin,58847514.39,29431405.460000005,1284561.12,30715966.58,0.522,14732052.36,0.2503,3936376.45,0.0669,9463119.0,0.1608
1.0,112286003.0,Tuscarora SD,Franklin,43816440.0,22888767.0,591562.0,23480329.0,0.5359,17183241.0,0.3922,3152870.0,0.072,0.0,0.0
1.0,112289003.0,Waynesboro Area SD,Franklin,71024289.69,31980240.900000002,2877749.94,34857990.84,0.4908,28775793.4,0.4052,7390505.45,0.1041,0.0,0.0
1.0,111291304.0,Central Fulton SD,Fulton,23869772.099999998,5898239.210000001,248754.03,6146993.24,0.2575,9509053.62,0.3984,1437637.99,0.0602,6776087.25,0.2839
1.0,111292304.0,Forbes Road SD,Fulton,8158156.49,2788842.0,167912.0,2956754.0,0.3624,4776661.06,0.5855,222636.49,0.0273,202104.94,0.0248
1.0,111297504.0,Southern Fulton SD,Fulton,14138220.57,4767612.85,303239.92000000004,5070852.77,0.3587,8025418.15,0.5676,1041949.65,0.0737,0.0,0.0
1.0,101301303.0,Carmichaels Area SD,Greene,19649916.020000003,5083895.69,499074.33,5582970.02,0.2841,12068886.47,0.6142,1998059.53,0.1017,0.0,0.0
1.0,101301403.0,Central Greene SD,Greene,34008204.73,16060110.719999999,883591.8200000001,16943702.54,0.4982,15687531.32,0.4613,1376970.87,0.0405,0.0,0.0
1.0,101303503.0,Jefferson-Morgan SD,Greene,16379188.33,4966259.75,540387.1699999999,5506646.92,0.3362,9730215.24,0.5941,1142326.17,0.0697,0.0,0.0
1.0,101306503.0,Southeastern Greene SD,Greene,13241721.33,2982264.4999999995,298980.25,3281244.75,0.2478,8399087.01,0.6343,1561389.57,0.1179,0.0,0.0
1.0,101308503.0,West Greene SD,Greene,17875492.09,9795294.690000003,1144670.74,10939965.43,0.612,6050059.98,0.3385,877705.4,0.0491,7761.28,0.0004
1.0,111312503.0,Huntingdon Area SD,Huntingdon,42804238.05,13909791.54,522191.56999999995,14431983.11,0.3372,15841964.6,0.3701,2420355.51,0.0565,10109934.83,0.2362
1.0,111312804.0,Juniata Valley SD,Huntingdon,13917372.44,4230931.06,223077.25,4454008.31,0.32,8342019.29,0.5994,1118588.84,0.0804,2756.0,0.0002
1.0,111316003.0,Mount Union Area SD,Huntingdon,22433902.25,5201931.18,605264.27,5807195.45,0.2589,14805737.19,0.66,1820969.61,0.0812,0.0,0.0
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,19232451.86,5150885.840000001,495822.33,5646708.17,0.2936,11752029.11,0.6111,1832260.08,0.0953,1454.5,0.0001
1.0,128323303.0,Homer-Center SD,Indiana,17564736.96,6621082.86,358963.79,6980046.65,0.3974,9694319.55,0.5519,890370.76,0.0507,0.0,0.0
1.0,128323703.0,Indiana Area SD,Indiana,57350859.519999996,33644965.24,1322564.39,34967529.63,0.6097,19716918.31,0.3438,2570531.9,0.0448,95879.68,0.0017
1.0,128325203.0,Marion Center Area SD,Indiana,27558086.98,7785633.630000001,382948.31,8168581.94,0.2964,16661801.17,0.6046,2727703.87,0.099,0.0,0.0
1.0,128326303.0,Penns Manor Area SD,Indiana,19440703.98,5094350.330000002,464262.55000000005,5558612.88,0.2859,12440995.3,0.6399,1437762.8,0.074,3333.0,0.0002
1.0,128327303.0,Purchase Line SD,Indiana,20780320.89,3414438.59,496150.43000000005,3910589.02,0.1882,14577148.61,0.7015,2292583.26,0.1103,0.0,0.0
1.0,128321103.0,River Valley SD,Indiana,36080990.0,13523022.0,911667.0,14434689.0,0.4001,17985692.0,0.4985,3373423.0,0.0935,287186.0,0.008
1.0,128328003.0,United SD,Indiana,23220025.49,5915265.089999999,307288.04,6222553.13,0.268,15135774.5,0.6518,1788937.49,0.077,72760.37,0.0031
1.0,106330703.0,Brockway Area SD,Jefferson,17086855.37,4309621.46,314275.55,4623897.01,0.2706,11157296.66,0.653,1302664.7,0.0762,2997.0,0.0002
1.0,106330803.0,Brookville Area SD,Jefferson,28257131.68,9418439.040000001,488199.44,9906638.48,0.3506,15971278.77,0.5652,2379214.43,0.0842,0.0,0.0
1.0,106338003.0,Punxsutawney Area SD,Jefferson,44057191.24999999,11532314.27,942786.9,12475101.17,0.2832,26890256.06,0.6103,4679204.62,0.1062,12629.4,0.0003
1.0,111343603.0,Juniata County SD,Juniata,70141283.62,19439395.41,848350.57,20287745.98,0.2892,20289543.58,0.2893,5476224.25,0.0781,24087769.81,0.3434
1.0,119350303.0,Abington Heights SD,Lackawanna,52506098.28,33668975.13,818730.64,34487705.77,0.6568,15713729.25,0.2993,2304663.26,0.0439,0.0,0.0
1.0,119351303.0,Carbondale Area SD,Lackawanna,28706294.36,7845057.399999999,1467953.14,9313010.54,0.3244,15930668.74,0.555,3462615.08,0.1206,0.0,0.0
1.0,119352203.0,Dunmore SD,Lackawanna,25806291.12,13367633.41,586513.6100000001,13954147.02,0.5407,8503048.32,0.3295,3349095.78,0.1298,0.0,0.0
1.0,119354603.0,Lakeland SD,Lackawanna,25849239.66,12398131.239999998,549902.35,12948033.59,0.5009,11040213.82,0.4271,1860992.25,0.072,0.0,0.0
1.0,119355503.0,Mid Valley SD,Lackawanna,33679743.31,18714878.93,1389296.19,20104175.12,0.5969,10087224.41,0.2995,3201958.44,0.0951,286385.34,0.0085
1.0,119356503.0,North Pocono SD,Lackawanna,63488980.47,36707946.38,1937344.94,38645291.32,0.6087,23463701.46,0.3696,1379987.69,0.0217,0.0,0.0
1.0,119356603.0,Old Forge SD,Lackawanna,35205378.65,8378516.52,290458.6,8668975.12,0.2462,7530048.32,0.2139,1459745.21,0.0415,17546610.0,0.4984
1.0,119357003.0,Riverside SD,Lackawanna,29041065.64,16765056.66,160969.52000000002,16926026.18,0.5828,10621346.13,0.3657,1155491.33,0.0398,338202.0,0.0116
1.0,119357402.0,Scranton SD,Lackawanna,179145502.25,71611881.62,3641593.3599999994,75253474.98,0.4201,91131558.73,0.5087,12759395.36,0.0712,1073.18,0.0
1.0,119358403.0,Valley View SD,Lackawanna,39794741.0,20601908.0,876946.0,21478854.0,0.5397,15661659.0,0.3936,2648721.0,0.0666,5507.0,0.0001
1.0,113361303.0,Cocalico SD,Lancaster,64114386.91,40977213.94,1233265.44,42210479.38,0.6584,18061854.31,0.2817,3077772.12,0.048,764281.1,0.0119
1.0,113361503.0,Columbia Borough SD,Lancaster,32362092.19,12009359.05,685866.22,12695225.27,0.3923,14828004.12,0.4582,4831285.8,0.1493,7577.0,0.0002
1.0,113361703.0,Conestoga Valley SD,Lancaster,77964837.35000001,56746113.1,1898547.9300000002,58644661.03,0.7522,15806363.4,0.2027,3491351.42,0.0448,22461.5,0.0003
1.0,113362203.0,Donegal SD,Lancaster,59490638.1,34907810.48,1159446.68,36067257.16,0.6063,18774634.2,0.3156,4648746.74,0.0781,0.0,0.0
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,65290530.169999994,42128215.92,3760240.9100000006,45888456.83,0.7028,14442988.37,0.2212,4635637.5,0.071,323447.47,0.005
1.0,113362403.0,Elizabethtown Area SD,Lancaster,71529509.89999999,47313058.480000004,1756947.3900000001,49070005.87,0.686,20706833.17,0.2895,1752670.86,0.0245,0.0,0.0
1.0,113362603.0,Ephrata Area SD,Lancaster,77464500.17,49793000.57,1479657.1600000001,51272657.73,0.6619,23028726.64,0.2973,3106926.25,0.0401,56189.55,0.0007
1.0,113363103.0,Hempfield SD,Lancaster,139098273.70000002,92468454.98999998,6839475.600000001,99307930.59,0.7139,34815460.68,0.2503,3584410.43,0.0258,1390472.0,0.01
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,56674219.269999996,41788253.13,167965.61,41956218.74,0.7403,13129342.45,0.2317,1577358.08,0.0278,11300.0,0.0002
1.0,113364002.0,Lancaster SD,Lancaster,253858178.0,90501418.0,7427606.0,97929024.0,0.3858,119720880.0,0.4716,31915256.0,0.1257,4293018.0,0.0169
1.0,113364403.0,Manheim Central SD,Lancaster,62314642.4,41256118.0,1358799.0,42614917.0,0.6839,16342461.0,0.2623,3308451.0,0.0531,48813.4,0.0008
1.0,113364503.0,Manheim Township SD,Lancaster,111918491.86999999,80829463.02,2412336.0799999996,83241799.1,0.7438,22053880.07,0.1971,3517552.95,0.0314,3105259.75,0.0277
1.0,113365203.0,Penn Manor SD,Lancaster,97827454.61999999,61956774.07999999,1927316.82,63884090.9,0.653,28718684.83,0.2936,5211056.89,0.0533,13622.0,0.0001
1.0,113365303.0,Pequea Valley SD,Lancaster,46235075.480000004,30187500.64,751153.7999999999,30938654.44,0.6692,8670855.33,0.1875,5541898.63,0.1199,1083667.08,0.0234
1.0,113367003.0,Solanco SD,Lancaster,65136580.53,37529751.629999995,1350397.8800000001,38880149.51,0.5969,20846716.98,0.32,5224214.84,0.0802,185499.2,0.0028
1.0,113369003.0,Warwick SD,Lancaster,82019005.76,54161114.29000001,1411524.38,55572638.67,0.6776,23748331.78,0.2895,2692735.31,0.0328,5300.0,0.0001
1.0,104372003.0,Ellwood City Area SD,Lawrence,31123646.280000005,9465048.780000001,942554.35,10407603.13,0.3344,18373535.35,0.5903,2320609.02,0.0746,21898.78,0.0007
1.0,104374003.0,Laurel SD,Lawrence,19515697.67,5853254.699999999,293669.81,6146924.51,0.315,12212665.74,0.6258,1151248.42,0.059,4859.0,0.0002
1.0,104375003.0,Mohawk Area SD,Lawrence,27015411.42,8212923.32,477183.79000000004,8690107.11,0.3217,16691180.21,0.6178,1619894.1,0.06,14230.0,0.0005
1.0,104375203.0,Neshannock Township SD,Lawrence,22565946.6,14209499.0,524595.07,14734094.07,0.6529,6784408.24,0.3006,1047444.29,0.0464,0.0,0.0
1.0,104375302.0,New Castle Area SD,Lawrence,68576191.42,9550103.69,1078621.4500000002,10628725.14,0.155,41772821.81,0.6091,16164574.72,0.2357,10069.75,0.0001
1.0,104376203.0,Shenango Area SD,Lawrence,22540464.43,6554752.290000001,426204.43000000005,6980956.72,0.3097,12060747.77,0.5351,3498145.94,0.1552,614.0,0.0
1.0,104377003.0,Union Area SD,Lawrence,13575835.0,4251535.0,594716.0,4846251.0,0.357,7721836.0,0.5688,1004573.0,0.074,3175.0,0.0002
1.0,104378003.0,Wilmington Area SD,Lawrence,21827702.58,8840977.08,676262.34,9517239.42,0.436,10642602.03,0.4876,1667861.13,0.0764,0.0,0.0
1.0,113380303.0,Annville-Cleona SD,Lebanon,28353831.01,17127157.229999997,565239.3199999998,17692396.55,0.624,9535601.59,0.3363,1125832.87,0.0397,0.0,0.0
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,93378191.6,59409930.550000004,2053155.2600000002,61463085.81,0.6582,26764068.54,0.2866,4700890.22,0.0503,450147.03,0.0048
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,49880110.910000004,31055612.55,1323337.21,32378949.76,0.6491,13702560.34,0.2747,2595342.81,0.052,1203258.0,0.0241
1.0,113384603.0,Lebanon SD,Lebanon,91831074.02,21248447.370000005,3132572.4499999997,24381019.82,0.2655,58161445.43,0.6334,8231504.24,0.0896,1057104.53,0.0115
1.0,113385003.0,Northern Lebanon SD,Lebanon,44549742.27,24643436.269999996,1548160.1300000001,26191596.4,0.5879,16277014.06,0.3654,2081131.81,0.0467,0.0,0.0
1.0,113385303.0,Palmyra Area SD,Lebanon,60834812.25,38971769.019999996,1645603.12,40617372.14,0.6677,16745148.32,0.2753,2710422.79,0.0446,761869.0,0.0125
1.0,121390302.0,Allentown City SD,Lehigh,401820381.0,114473703.0,6080854.0,120554557.0,0.3,217284526.0,0.5408,63649571.0,0.1584,331727.0,0.0008
1.0,121391303.0,Catasauqua Area SD,Lehigh,37892266.54,21941102.200000003,904764.69,22845866.89,0.6029,11088368.43,0.2926,3423908.97,0.0904,534122.25,0.0141
1.0,121392303.0,East Penn SD,Lehigh,170427679.36999997,119682207.14999999,2481426.7,122163633.85,0.7168,35999463.3,0.2112,10318389.38,0.0605,1946192.84,0.0114
1.0,121394503.0,Northern Lehigh SD,Lehigh,37085308.2,19404263.330000002,635123.16,20039386.49,0.5404,14344079.05,0.3868,2538270.06,0.0684,163572.6,0.0044
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,47579478.61,31250954.819999997,1102811.2,32353766.02,0.68,13867562.56,0.2915,1358150.03,0.0285,0.0,0.0
1.0,121395103.0,Parkland SD,Lehigh,199957844.10999998,152369733.20000002,4076009.91,156445743.11,0.7824,36670124.51,0.1834,6002944.95,0.03,839031.54,0.0042
1.0,121395603.0,Salisbury Township SD,Lehigh,45683755.89,31142363.549999997,1109663.78,32252027.33,0.706,7987802.15,0.1748,2806159.03,0.0614,2637767.38,0.0577
1.0,121395703.0,Southern Lehigh SD,Lehigh,71731681.8,54408449.379999995,784473.79,55192923.17,0.7694,15174385.88,0.2115,1364372.75,0.019,0.0,0.0
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,84130751.61,53316365.43999999,1558726.1499999997,54875091.59,0.6523,23412334.35,0.2783,4840816.19,0.0575,1002509.48,0.0119
1.0,118401403.0,Crestwood SD,Luzerne,75962373.89,25961933.62,823051.05,26784984.67,0.3526,15705853.11,0.2068,2201136.11,0.029,31270400.0,0.4117
