Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)",Local Other (6500-6999),Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Total Federal Revenue 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
4.0,121393330.0,Roberto Clemente CS,Lehigh,3473483.4000000004,,2875967.62,2875967.62,0.828,263459.2,0.0758,329256.58,0.0948,4800.0,0.0014
4.0,188392660.0,Seven Generations Charter School,Lehigh,4677634.0,,4326535.0,4326535.0,0.9249,172856.0,0.037,28243.0,0.006,150000.0,0.0321
4.0,118400001.0,Bear Creek Community CS,Luzerne,5420077.05,,4822757.1,4822757.1,0.8898,325230.47,0.06,240123.48,0.0443,31966.0,0.0059
4.0,104432830.0,Keystone Education Center CS,Mercer,4219393.02,,3543305.6400000006,3543305.64,0.8398,320733.38,0.076,355354.0,0.0842,,0.0
4.0,120450003.0,Evergreen Community CS,Monroe,1273568.0,,938838.52,938838.52,0.7372,105594.59,0.0829,,0.0,229134.89,0.1799
4.0,120450002.0,Pocono Mountain Charter School,Monroe,0.0,,,,,,,,,,
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,31631086.040000003,,29543748.419999998,29543748.42,0.934,899429.62,0.0284,1187908.0,0.0376,,0.0
4.0,123463370.0,Souderton CS Collaborative,Montgomery,2624923.0,,2474507.0,2474507.0,0.9427,128355.0,0.0489,22061.0,0.0084,,0.0
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,14293096.0,,13338136.0,13338136.0,0.9332,552235.0,0.0386,249462.0,0.0175,153263.0,0.0107
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,5815907.15,,5475236.08,5475236.08,0.9414,275052.61,0.0473,61368.46,0.0106,4250.0,0.0007
4.0,139481451.0,Lehigh Valley Dual Language Charter School,Northampton,4574837.89,,4157845.46,4157845.46,0.9089,211289.43,0.0462,205703.0,0.045,,0.0
4.0,126514368.0,ACT Academy Cyber CS,Philadelphia,1779620.0,,1659297.0,1659297.0,0.9324,49661.0,0.0279,70662.0,0.0397,,0.0
4.0,126510015.0,Ad Prima CS,Philadelphia,5564516.27,,4814122.1,4814122.1,0.8651,454765.52,0.0817,295628.65,0.0531,,0.0
4.0,126512990.0,Alliance for Progress CS,Philadelphia,5041461.0,,4436117.0,4436117.0,0.8799,334774.0,0.0664,270570.0,0.0537,,0.0
4.0,104510394.0,Antonia Pantoja Community Charter School,Philadelphia,10481978.0,,5694917.0,5694917.0,0.5433,4156014.0,0.3965,595845.0,0.0568,35202.0,0.0034
4.0,168518013.0,ARISE Academy Charter High School,Philadelphia,3010489.0,,2595194.0,2595194.0,0.8621,118573.0,0.0394,296722.0,0.0986,,0.0
4.0,181519176.0,ASPIRA Bilingual Cyber Charter School,Philadelphia,2356505.0,,1220766.0,1220766.0,0.518,1107923.0,0.4702,27816.0,0.0118,,0.0
4.0,126513070.0,Belmont Academy Charter School,Philadelphia,1477230.56,,1304362.8,1304362.8,0.883,69212.68,0.0469,103655.08,0.0702,,0.0
4.0,126510010.0,Belmont Charter School,Philadelphia,6513202.38,,5578220.83,5578220.83,0.8564,456540.63,0.0701,478440.92,0.0735,,0.0
4.0,126519476.0,Birney Preparatory Academy,Philadelphia,8037063.859999999,,6973619.460000001,6973619.46,0.8677,510128.06,0.0635,553316.34,0.0688,,0.0
4.0,185515523.0,Boys Latin of Philadelphia CS,Philadelphia,8313309.0,,7414956.0,7414956.0,0.8919,506158.0,0.0609,392195.0,0.0472,,0.0
4.0,126513190.0,Charter High School for Architecture and Design,Philadelphia,8228745.0,,7098183.0,7098183.0,0.8626,565254.0,0.0687,565308.0,0.0687,,0.0
4.0,126513160.0,Christopher Columbus CS,Philadelphia,9266925.0,,8041011.0,8041011.0,0.8677,525276.0,0.0567,700638.0,0.0756,,0.0
4.0,126512840.0,Community Academy of Philadelphia CS,Philadelphia,15942767.0,,13529698.0,13529698.0,0.8486,1063619.0,0.0667,1233753.0,0.0774,115697.0,0.0073
4.0,126513470.0,Delaware Valley CHS,Philadelphia,9090250.03,,7792391.970000001,7792391.97,0.8572,580663.51,0.0639,717194.55,0.0789,,0.0
4.0,126510011.0,Discovery Charter School,Philadelphia,8432319.0,,7466015.0,7466015.0,0.8854,393313.0,0.0466,572991.0,0.068,,0.0
4.0,177518712.0,Eastern University Academy Charter School,Philadelphia,4142312.0,,3609726.0,3609726.0,0.8714,284083.0,0.0686,248503.0,0.06,,0.0
4.0,126513440.0,Esperanza Academy Charter School,Philadelphia,13667645.0,,11458502.0,11458502.0,0.8384,945750.0,0.0692,1263393.0,0.0924,,0.0
4.0,126511563.0,Esperanza Cyber CS,Philadelphia,1712724.0,,1511595.0,1511595.0,0.8826,98852.0,0.0577,102277.0,0.0597,,0.0
4.0,126513100.0,Eugenio Maria De Hostos CS,Philadelphia,6755690.0,,3267414.0,3267414.0,0.4837,2862040.0,0.4236,626236.0,0.0927,,0.0
4.0,100510000.0,First Philadelphia Preparatory Charter School,Philadelphia,15641140.0,,14093094.0,14093094.0,0.901,903497.0,0.0578,644549.0,0.0412,,0.0
4.0,126510021.0,Folk Arts-Cultural Treasures CS,Philadelphia,6051261.0,,5167603.0,5167603.0,0.854,444448.0,0.0734,439210.0,0.0726,,0.0
4.0,147513703.0,Franklin Towne Charter Elementary School,Philadelphia,12821659.0,,9260771.0,9260771.0,0.7223,406859.0,0.0317,725867.0,0.0566,2428162.0,0.1894
4.0,126513450.0,Franklin Towne CHS,Philadelphia,15358028.0,,12923572.0,12923572.0,0.8415,730648.0,0.0476,1703808.0,0.1109,,0.0
4.0,126513270.0,Freire CS,Philadelphia,11729199.71,,10041864.66,10041864.66,0.8561,547701.72,0.0467,1139633.33,0.0972,,0.0
4.0,126513380.0,Global Leadership Academy CS,Philadelphia,8184380.0,,7290486.0,7290486.0,0.8908,430180.0,0.0526,463714.0,0.0567,,0.0
4.0,126510005.0,Green Woods CS,Philadelphia,5289086.0,,4518401.0,4518401.0,0.8543,312510.0,0.0591,309884.0,0.0586,148291.0,0.028
4.0,126513200.0,Imani Education Circle CS,Philadelphia,5945783.0,,5298012.0,5298012.0,0.8911,261559.0,0.044,386212.0,0.065,,0.0
4.0,126512980.0,Imhotep Institute CHS,Philadelphia,7566043.0,,6327189.0,6327189.0,0.8363,483755.0,0.0639,755099.0,0.0998,,0.0
4.0,126513510.0,Independence CS,Philadelphia,9674223.0,,8439298.0,8439298.0,0.8723,668168.0,0.0691,536757.0,0.0555,30000.0,0.0031
4.0,133513315.0,John B Stetson Charter School,Philadelphia,10539720.0,,5708851.0,5708851.0,0.5417,4220790.0,0.4005,563117.0,0.0534,46962.0,0.0045
4.0,182514568.0,Keystone Academy Charter School,Philadelphia,5231225.0,,4518443.0,4518443.0,0.8637,330666.0,0.0632,382116.0,0.073,,0.0
4.0,126510017.0,Khepera CS,Philadelphia,5153960.960000001,,4474655.079999999,4474655.08,0.8682,278754.86,0.0541,400551.02,0.0777,,0.0
4.0,126510013.0,KIPP Philadelphia Charter School,Philadelphia,19251126.0,,17100742.0,17100742.0,0.8883,898356.0,0.0467,1009341.0,0.0524,242687.0,0.0126
4.0,172510793.0,KIPP West Philadelphia Preparatory Charter School,Philadelphia,4278613.0,,3814357.0,3814357.0,0.8915,242505.0,0.0567,221751.0,0.0518,,0.0
4.0,126513110.0,Laboratory CS,Philadelphia,5063026.0,,4389758.0,4389758.0,0.867,352072.0,0.0695,321196.0,0.0634,,0.0
4.0,126513480.0,Mariana Bracetti Academy CS,Philadelphia,14672806.0,,12845199.0,12845199.0,0.8754,997740.0,0.068,829867.0,0.0566,,0.0
4.0,126510014.0,Maritime Academy Charter School,Philadelphia,9265519.0,,8071234.0,8071234.0,0.8711,628912.0,0.0679,565373.0,0.061,,0.0
4.0,126513150.0,MAST Community Charter School,Philadelphia,16263918.0,,14400697.0,14400697.0,0.8854,968406.0,0.0595,894815.0,0.055,,0.0
4.0,126510002.0,Mastery CHS - Lenfest Campus,Philadelphia,23919744.0,,18286123.0,18286123.0,0.7645,1096673.0,0.0458,4536948.0,0.1897,,0.0
4.0,126519644.0,Mastery CS - Cleveland Elementary,Philadelphia,10017640.0,,8218317.0,8218317.0,0.8204,110005.0,0.011,1689318.0,0.1686,,0.0
4.0,126518795.0,Mastery CS - Francis D. Pastorius Elementary,Philadelphia,7130711.0,,6608008.0,6608008.0,0.9267,138355.0,0.0194,384348.0,0.0539,,0.0
4.0,126513290.0,Mastery CS - Hardy Williams,Philadelphia,14502517.0,,11596193.0,11596193.0,0.7996,635763.0,0.0438,2270561.0,0.1566,,0.0
4.0,126511748.0,Mastery CS-Clymer Elementary,Philadelphia,7568810.0,,6767351.0,6767351.0,0.8941,246422.0,0.0326,555037.0,0.0733,,0.0
4.0,126513734.0,Mastery CS-Gratz Campus,Philadelphia,18360496.0,,15700359.0,15700359.0,0.8551,617857.0,0.0337,2042280.0,0.1112,,0.0
4.0,126516457.0,Mastery CS-Harrity Campus,Philadelphia,10463862.0,,9284686.0,9284686.0,0.8873,373696.0,0.0357,805480.0,0.077,,0.0
4.0,126519433.0,Mastery CS-Mann Campus,Philadelphia,6929382.0,,5886762.0,5886762.0,0.8495,275637.0,0.0398,766983.0,0.1107,,0.0
4.0,151514721.0,Mastery CS-Pickett Campus,Philadelphia,11667567.0,,9553333.0,9553333.0,0.8188,539019.0,0.0462,1575215.0,0.135,,0.0
4.0,126510022.0,Mastery CS-Shoemaker Campus,Philadelphia,10311009.0,,8490265.0,8490265.0,0.8234,499233.0,0.0484,1321511.0,0.1282,,0.0
4.0,126517286.0,Mastery CS-Smedley Campus,Philadelphia,9626895.0,,8442255.0,8442255.0,0.8769,395453.0,0.0411,789187.0,0.082,,0.0
4.0,126510023.0,Mastery CS-Thomas Campus,Philadelphia,15665107.0,,14069122.0,14069122.0,0.8981,618578.0,0.0395,977407.0,0.0624,,0.0
4.0,126513230.0,Math Civics and Sciences CS,Philadelphia,10591491.0,,8714388.0,8714388.0,0.8228,809605.0,0.0764,1067498.0,0.1008,,0.0
4.0,126519392.0,Memphis Street Academy CS @ JP Jones,Philadelphia,12288622.34,,10594430.800000003,10594430.8,0.8621,545118.54,0.0444,1149073.0,0.0935,,0.0
4.0,126513000.0,Multi-Cultural Academy CS,Philadelphia,2975583.0,,2516510.0,2516510.0,0.8457,171663.0,0.0577,196240.0,0.066,91170.0,0.0306
4.0,126513420.0,New Foundations CS,Philadelphia,14074313.0,,12413206.0,12413206.0,0.882,898158.0,0.0638,762949.0,0.0542,,0.0
4.0,126510018.0,New Media Technology CS,Philadelphia,0.0,,,,,,,,,,
4.0,126510019.0,Northwood Academy CS,Philadelphia,9899186.780000001,,8725018.379999999,8725018.38,0.8814,421205.4,0.0425,718711.0,0.0726,34252.0,0.0035
4.0,126513452.0,Olney Charter High School,Philadelphia,28195894.0,,11230443.0,11230443.0,0.3983,10930548.0,0.3877,6034903.0,0.214,,0.0
4.0,173515368.0,Pan American Academy CS,Philadelphia,8854806.0,,7598542.0,7598542.0,0.8581,575006.0,0.0649,681258.0,0.0769,,0.0
4.0,126510004.0,People for People CS,Philadelphia,7962794.0,,5764579.0,5764579.0,0.7239,490753.0,0.0616,1707462.0,0.2144,,0.0
4.0,126513280.0,Philadelphia Academy CS,Philadelphia,16693022.0,,14701396.0,14701396.0,0.8807,1098690.0,0.0658,845830.0,0.0507,47106.0,0.0028
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,7396808.0,,6295240.0,6295240.0,0.8511,515983.0,0.0698,585585.0,0.0792,,0.0
4.0,126512850.0,Philadelphia Harambee Inst CS,Philadelphia,6155462.0,,5490642.0,5490642.0,0.892,329683.0,0.0536,335137.0,0.0544,,0.0
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,2421935.0,,2097450.0,2097450.0,0.866,159796.0,0.066,164689.0,0.068,,0.0
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,16439075.0,,14758937.0,14758937.0,0.8978,899926.0,0.0547,698874.0,0.0425,81338.0,0.0049
4.0,126512960.0,"Preparatory CS of Mathematics, Science, Tech, and",Philadelphia,6418751.16,,5390336.42,5390336.42,0.8398,481117.8,0.075,547296.94,0.0853,,0.0
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,6064718.0,,5317802.0,5317802.0,0.8768,378850.0,0.0625,368066.0,0.0607,,0.0
4.0,126510001.0,Russell Byers CS,Philadelphia,6236054.0,,5499641.0,5499641.0,0.8819,351843.0,0.0564,384570.0,0.0617,,0.0
4.0,114514135.0,Sankofa Freedom Academy Charter School,Philadelphia,7473153.0,,6571692.0,6571692.0,0.8794,445911.0,0.0597,455550.0,0.061,,0.0
4.0,126512213.0,"Solomon Charter School, Inc.",Philadelphia,0.0,,,,,,,,,,
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,5158236.0,,4766075.0,4766075.0,0.924,71575.0,0.0139,313819.0,0.0608,6767.0,0.0013
4.0,192518422.0,Tacony Academy Charter School,Philadelphia,13604997.0,,11909432.0,11909432.0,0.8754,669884.0,0.0492,1025681.0,0.0754,,0.0
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Ed,Philadelphia,12673551.0,,10745270.0,10745270.0,0.8478,649306.0,0.0512,1278975.0,0.1009,,0.0
4.0,171510293.0,Truebright Science Academy CS,Philadelphia,0.0,,,,,,,,,,
4.0,126512674.0,Universal Alcorn CS,Philadelphia,6040010.0,,5456873.0,5456873.0,0.9035,114743.0,0.019,468394.0,0.0775,,0.0
4.0,126519434.0,Universal Audenried Charter School,Philadelphia,10151118.0,,8271473.0,8271473.0,0.8148,770279.0,0.0759,1109366.0,0.1093,,0.0
4.0,168513758.0,Universal Bluford Charter School,Philadelphia,6769505.0,,5963133.0,5963133.0,0.8809,391274.0,0.0578,415098.0,0.0613,,0.0
4.0,126517442.0,Universal Creighton Charter School,Philadelphia,9394994.0,,7804281.0,7804281.0,0.8307,470977.0,0.0501,1119736.0,0.1192,,0.0
4.0,103519376.0,Universal Daroff Charter School,Philadelphia,8904821.0,,7276799.0,7276799.0,0.8172,565361.0,0.0635,1062661.0,0.1193,,0.0
4.0,126513210.0,Universal Institute CS,Philadelphia,8072317.0,,7098871.0,7098871.0,0.8794,391654.0,0.0485,538432.0,0.0667,43360.0,0.0054
4.0,126513415.0,Universal Vare Charter School,Philadelphia,5808313.0,,4729666.0,4729666.0,0.8143,345237.0,0.0594,733410.0,0.1263,,0.0
4.0,126513220.0,Wakisha CS,Philadelphia,0.0,,,,,,,,,,
4.0,126513490.0,Walter D Palmer Leadership Learning Partners CS,Philadelphia,16481896.0,,13639266.0,13639266.0,0.8275,1928025.0,0.117,914605.0,0.0555,,0.0
4.0,126513020.0,West Oak Lane CS,Philadelphia,10787854.0,,9377683.0,9377683.0,0.8693,462131.0,0.0428,948040.0,0.0879,,0.0
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,6770807.0,,3815524.0,3815524.0,0.5635,2505422.0,0.37,449861.0,0.0664,,0.0
4.0,126510007.0,Wissahickon CS,Philadelphia,8662659.0,,6267694.0,6267694.0,0.7235,365774.0,0.0422,301364.0,0.0348,1727827.0,0.1995
4.0,126512860.0,World Communications CS,Philadelphia,6496070.0,,5668506.0,5668506.0,0.8726,396555.0,0.061,431009.0,0.0663,,0.0
4.0,126513250.0,Young Scholars CS,Philadelphia,3282955.84,,2863684.87,2863684.87,0.8723,156764.3,0.0478,262506.67,0.08,,0.0
4.0,126518547.0,Young Scholars Frederick Douglas Charter School,Philadelphia,10623169.139999999,,8644192.930000002,8644192.93,0.8137,635190.62,0.0598,1343785.59,0.1265,,0.0
4.0,126514720.0,Young Scholars Kenderton CS,Philadelphia,6959975.32,,6498590.4799999995,6498590.48,0.9337,129033.84,0.0185,332351.0,0.0478,,0.0
4.0,126512870.0,Youth Build Phila CS,Philadelphia,4895852.73,,3160728.35,3160728.35,0.6456,31537.84,0.0064,1703586.54,0.348,,0.0
4.0,129544907.0,Gillingham Charter School,Schuylkill,2812783.0,,2369887.0,2369887.0,0.8425,160527.0,0.0571,282369.0,0.1004,,0.0
4.0,105620001.0,Tidioute Community CS,Warren,3592153.8,,3282854.2699999996,3282854.27,0.9139,217836.65,0.0606,91462.88,0.0255,,0.0
4.0,107653040.0,"Dr Robert Ketterer CS, Inc.",Westmoreland,3692905.0,,3164950.0,3164950.0,0.857,186087.0,0.0504,341868.0,0.0926,,0.0
4.0,112673300.0,Crispus Attucks Youthbuild CS,York,1682805.51,,824227.97,824227.97,0.4898,126591.67,0.0752,731985.87,0.435,,0.0
4.0,134677866.0,Helen Thackston Charter School,York,8381375.690000001,,7992948.73,7992948.73,0.9537,252484.23,0.0301,135942.73,0.0162,,0.0
4.0,112673500.0,Lincoln CS,York,8400985.020000001,,7495028.61,7495028.61,0.8922,573554.86,0.0683,332401.55,0.0396,,0.0
4.0,181677919.0,New Hope Academy CS,York,0.0,,,,,,,,,,
4.0,189670676.0,York Academy Regional Charter School,York,5165837.4399999995,,4774662.0,4774662.0,0.9243,190064.17,0.0368,201111.27,0.0389,,0.0
6.0,103022956.0,Eastern Area Special School,Allegheny,90760.0,,90760.0,90760.0,1.0,,0.0,,0.0,,0.0
6.0,103028225.0,South Central Area Special Sch,Allegheny,364928.0,,364928.0,364928.0,1.0,,0.0,,0.0,,0.0
6.0,103028255.0,Southeastern Area Special Sch,Allegheny,177475.46,,177475.46,177475.46,1.0,,0.0,,0.0,,0.0
6.0,112281315.0,Franklin Learning Center,Franklin,1152210.24,,1152210.24,1152210.24,1.0,,0.0,,0.0,,0.0
6.0,113363705.0,Lancaster County Academy,Lancaster,370207.86,,361657.37,361657.37,0.9769,8550.49,0.0231,,0.0,,0.0
6.0,112679205.0,York County HS,York,705201.4500000001,,685156.4199999999,685156.42,0.9716,20045.03,0.0284,,0.0,,0.0
,,,,,,,,,,,,,,
,,School District,,26217725425.590004,14634261263.619999,727191839.8999999,15361453103.520002,0.5859,9582676901.820015,0.3655,812525403.8400004,0.031,461070016.40999985,0.0176
,,AVTS / CTC,,544456311.5100001,0.0,428031671.8400002,428031671.84000015,0.7862,81872395.41,0.1504,30305838.30000001,0.0557,4246405.960000001,0.0078
,,Charter School,,1623716605.1,0.0,1419509256.85,1419509256.85,0.8742,92460781.32,0.0569,97077516.19000001,0.0598,14669050.74,0.009
,,Special Program Jointure,,2860783.0100000002,0.0,2832187.4899999998,2832187.4899999998,0.99,28595.519999999997,0.01,0.0,0.0,0.0,0.0
,,Total,,28388759125.21,14634261263.619999,2577564956.08,17211826219.700005,0.6063,9757038674.070015,0.3437,939908758.3300004,0.0331,479985473.10999984,0.0169
