Cat,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,Actual Instruction Expense (AIE),"Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,122098202.0,Pennsbury SD,Bucks,137941578.28,56624749.86,1177172.85,195743500.98999998,,31798651.76,227542152.75,150989542.77,85822347.5,42565034.96,7735121.6,989521.59,6372.64,,,823179.99,9312583.41,4225073.8,9707656.35,3105341.37,2125796.11,15211864.41,9210146.16,3606388.09,119900.16
1.0,122098403.0,Quakertown Community SD,Bucks,65547529.47,29922884.34,1039504.61,96509918.42,112914.0,11991856.77,108614689.19,75215789.81,42776666.4,15433310.12,3860071.0,3152023.92,27758.63,,,297699.4,5026127.55,3849807.77,5282656.88,1225543.53,794263.43,7238900.49,3644844.37,2802811.5,57928.82
1.0,104101252.0,Butler Area SD,Butler,63222376.27,29587301.55,1631838.73,94441516.55000001,,7363712.2,101805228.75,67131049.75,43103790.8,16662424.8,1987397.95,1332490.05,136272.67,,,,2779276.08,3747695.1,5582276.2,1680305.22,1215967.99,8125990.04,4720006.54,1643464.98,92319.4
1.0,104103603.0,Karns City Area SD,Butler,13976624.43,8299531.73,588812.55,22864968.71,269169.36,2039399.25,25173537.32,15350391.56,11746907.7,1716613.71,443760.39,69342.63,,,,,744884.4,1155799.92,1613792.22,301571.77,445782.83,1953940.14,2070319.78,,13440.67
1.0,104105003.0,Mars Area SD,Butler,28876625.84,12935287.26,1250529.55,43062442.65,,6496744.2,49559186.85,33472542.81,21060635.75,7312710.43,341260.77,162018.89,,,,,916257.17,2343513.62,2289791.38,542443.28,632462.0,4156524.05,1986620.87,,67674.89
1.0,104105353.0,Moniteau SD,Butler,12123138.73,7066621.11,939726.48,20129486.32,97246.38,1207346.69,21434079.39,13894680.66,8605308.65,3128354.32,386113.67,3362.09,,,,,477685.24,679282.53,1451402.64,209380.77,334696.67,2305932.96,1408670.29,185871.58,13698.43
1.0,104107903.0,Seneca Valley SD,Butler,82691945.5,33139449.37,2119077.91,117950472.78,23131.72,13991050.44,131964654.94,87655367.66,57115001.8,21467571.28,3821817.46,262194.96,25360.0,,,,3982117.3,2579651.05,6733684.74,1196551.93,644251.16,7730041.92,6404449.93,858276.89,3010424.45
1.0,104107503.0,Slippery Rock Area SD,Butler,20652263.0,8563926.0,863357.0,30079546.0,,2130000.0,32209546.0,22832495.16,14289833.0,5812909.0,484508.0,54090.0,10923.0,,,,940013.0,614500.0,2266113.0,358969.0,593152.0,2065930.0,1347493.0,246287.0,131469.0
1.0,104107803.0,South Butler County SD,Butler,20584910.0,10882435.0,935299.0,32402644.0,,2266437.0,34669081.0,24236158.63,15273782.0,3579747.0,1724849.0,6532.0,,,,,851892.0,1766587.0,2241262.0,301880.0,442690.0,3061377.0,1909444.0,269908.0,37395.0
1.0,108110603.0,Blacklick Valley SD,Cambria,5719716.35,3818103.22,345729.1,9883548.67,,5951452.01,15835000.68,6103427.73,3674271.24,1689721.72,280949.0,52688.39,22086.0,,,,562718.84,198745.0,921760.8,114862.63,206002.2,813303.18,803175.24,196269.22,1266.11
1.0,108111203.0,Cambria Heights SD,Cambria,13754676.28,6181148.95,599527.64,20535352.87,1477310.4,1009866.3,23022529.57,15209261.92,9478602.61,2473594.04,1131511.88,432610.78,,,,238356.97,696584.69,496709.41,1073269.65,205282.79,255710.73,1641571.3,1679916.28,128723.54,3380.56
1.0,108111303.0,Central Cambria SD,Cambria,14251119.5,8001225.74,582310.03,22834655.270000003,,3292369.08,26127024.35,15823024.24,10198136.36,2994872.84,497396.52,560713.78,,,,,957500.76,1168709.25,1417506.49,462802.18,341413.16,2118066.34,1402422.76,126093.42,6711.38
1.0,108111403.0,Conemaugh Valley SD,Cambria,7145780.89,4620238.3,433753.89,12199773.08,,823313.67,13023086.75,8367771.76,4630921.76,1651174.14,311249.11,284831.91,2089.5,,,265514.47,269242.77,226685.93,924012.43,118323.8,351225.4,1839214.41,881260.92,8516.4,1756.24
1.0,108112003.0,Ferndale Area SD,Cambria,6979969.03,3991443.44,285956.87,11257369.34,,,11257369.34,7239067.82,4974514.48,1571949.6,192254.25,1254.8,11791.31,,,228204.59,445100.79,264722.48,1213471.14,136486.21,348526.49,799826.67,782396.82,,912.84
1.0,108112203.0,Forest Hills SD,Cambria,15470126.71,8125781.0,801350.86,24397258.57,,4470342.5,28867601.07,16286084.74,10734395.34,3144062.52,1280626.39,85335.65,,,,225706.81,828347.17,1055405.38,1714454.93,429385.01,349794.25,2098822.97,1545236.44,,104334.85
1.0,108112502.0,Greater Johnstown SD,Cambria,31504307.32,11813164.27,928019.0,44245490.59,,4800687.88,49046178.47,26402327.97,20822023.5,7120353.61,1550102.0,596348.43,216772.0,,263393.0,935314.78,1426566.29,1182730.56,2520645.59,305737.43,675592.28,2798641.0,2525419.12,98697.0,279135.0
1.0,108114503.0,Northern Cambria SD,Cambria,10385524.84,5613575.46,414667.52,16413767.82,25342.01,1036857.9,17475967.73,11168102.42,7738354.79,2220469.83,313968.86,93507.36,19224.0,,,,650247.62,593704.09,1017622.71,262740.61,270816.85,1524052.26,1286110.34,6183.5,2097.48
1.0,108116003.0,Penn Cambria SD,Cambria,15002455.86,7417654.06,555038.44,22975148.36,819581.56,1587528.87,25382258.79,16370387.09,9877554.1,4130293.39,717820.98,82476.15,29435.77,,,164875.47,693340.26,813368.57,1513217.69,363005.6,324450.8,1860418.63,1532320.88,312755.52,4776.11
1.0,108116303.0,Portage Area SD,Cambria,7379377.36,4619651.87,519176.71,12518205.940000001,,8436575.74,20954781.68,8274430.53,5490693.11,1363064.62,301492.92,50758.34,794.0,,,172574.37,308654.75,263620.12,1417991.77,251321.05,359525.27,1086880.87,641951.9,287905.58,1800.56
1.0,108116503.0,Richland SD,Cambria,12670803.91,7673825.85,865879.39,21210509.15,,2648372.05,23858881.2,15705373.68,9466557.18,2233625.27,916759.95,41828.77,12032.74,,,,572625.85,1501149.0,1255669.99,197676.89,385760.61,2471597.01,1279967.33,255.0,9124.17
1.0,108118503.0,Westmont Hilltop SD,Cambria,13086241.97,6449388.06,576231.4,20111861.43,45905.84,2079116.3,22236883.57,14570960.58,9524174.55,2746142.83,796451.05,15607.38,3866.16,,,,1162862.9,158550.24,1362213.64,339683.2,304994.71,1729870.57,922867.63,463047.47,5297.7
1.0,109122703.0,Cameron County SD,Cameron,7375906.69,4005853.89,266356.25,11648116.83,,3582151.34,15230268.17,8428972.89,5225964.48,1598791.16,475725.93,75425.12,,,,,233182.25,870520.8,659820.05,196130.93,294950.27,1124714.03,596233.28,,30302.28
1.0,121135003.0,Jim Thorpe Area SD,Carbon,31212432.56,12506954.3,1072235.64,44791622.5,,11107612.11,55899234.61,33543669.03,19422025.67,7913792.86,2541793.19,943204.53,,144384.0,81732.0,165500.31,1189092.96,818729.25,2085279.33,290061.4,753883.51,3559140.66,3036795.76,692309.77,81661.66
1.0,121135503.0,Lehighton Area SD,Carbon,27229474.97,10027807.62,911527.18,38168809.769999996,308675.56,3771608.57,42249093.9,27082370.4,18292522.48,6971978.72,1728837.84,,,181473.0,51923.0,2739.93,1163287.32,1004895.9,2195031.51,393609.58,632843.46,2843568.42,1244585.06,520023.12,29963.25
1.0,121136503.0,Palmerton Area SD,Carbon,20762630.08,7742459.15,968511.39,29473600.619999997,,2671713.44,32145314.06,22126205.88,12594273.96,5199614.69,2273900.47,202429.96,4688.0,211550.0,,276173.0,827901.66,562350.68,1520041.11,277695.48,484223.54,2333614.53,1293594.71,421934.46,21102.98
1.0,121136603.0,Panther Valley SD,Carbon,19579248.04,5998875.17,405357.19,25983480.400000002,,8083919.63,34067400.03,18363300.75,9873435.2,6874233.27,1472978.82,1234027.71,,124573.04,,,522376.01,243877.5,1481849.78,258396.39,432852.26,1465050.8,1585138.07,,9334.36
1.0,121139004.0,Weatherly Area SD,Carbon,8334180.48,4997049.2,248398.49,13579628.17,,497879.71,14077507.88,9602577.07,5544119.2,1970366.66,397668.43,59953.54,,,,362072.65,533699.15,231222.4,961662.08,174093.4,385505.82,1656571.7,857108.51,188518.31,8667.83
1.0,110141003.0,Bald Eagle Area SD,Centre,17495632.55,10341472.52,788849.94,28625955.01,915707.14,11096526.05,40638188.2,21439498.13,11365186.56,3797765.55,2012859.99,319820.45,,,,,1231744.0,1836739.38,1767559.94,362934.14,420701.34,2802463.73,1820593.99,45999.69,52736.31
1.0,110141103.0,Bellefonte Area SD,Centre,30712094.15,18217484.63,1023832.39,49953411.17,,4337943.81,54291354.98,39577114.19,19750843.1,7979286.41,2732624.1,227956.95,21383.59,,,,1472373.65,1151208.36,3639590.41,370942.49,642192.91,7611429.5,2217405.16,1112342.15,
1.0,110147003.0,Penns Valley Area SD,Centre,14716636.27,10341214.8,672694.09,25730545.16,,3165204.89,28895750.05,17340413.08,10692806.25,3358282.71,581526.09,84021.22,,,,,691182.56,1472196.36,1511264.9,247613.95,307579.48,4187566.2,1828951.4,94859.95,
1.0,110148002.0,State College Area SD,Centre,90266111.38,46253518.69,2788232.62,139307862.69,30655.59,19125504.61,158464022.89,108719344.08,63307630.99,20923840.07,3747736.44,2268695.01,11752.65,6456.22,,,5561722.51,5711596.55,8007354.69,1937612.38,1475358.48,10797226.35,6377155.57,6385492.16,
1.0,124150503.0,Avon Grove SD,Chester,59156295.96,23843701.86,1212251.62,84212249.44,,6891265.73,91103515.17,67567250.56,42597952.8,13310511.91,3158057.11,81869.14,7905.0,,,,4246422.64,2647502.24,4318097.91,964644.3,877075.83,3497827.7,5249634.33,1872765.13,169731.78
1.0,124151902.0,Coatesville Area SD,Chester,134895804.85,38365624.13,1010760.79,174272189.76999998,,9840486.02,184112675.79,141813412.44,78683326.65,51743992.37,4227163.0,132119.2,54545.0,,,54658.63,3542866.46,3666202.62,7834275.32,922683.11,1128410.28,7822363.95,10310846.67,3014401.31,123574.41
1.0,124152003.0,Downingtown Area SD,Chester,138616270.69,63990978.87,3741355.81,206348605.37,332381.81,21546212.16,228227199.34,157583964.77,98038430.1,32559700.58,6273663.68,1739711.33,4765.0,,,,9096831.15,6867838.79,12316950.91,2744747.44,2133674.67,14511208.77,10990896.51,5125996.13,202834.5
1.0,124153503.0,Great Valley SD,Chester,59816512.74,29427674.32,1661147.97,90905335.03,,10383201.94,101288536.97,72141423.46,41785460.48,16856050.67,1088967.33,65650.46,20383.8,,,,3872386.12,3592058.04,5529212.82,1011143.27,1220037.34,6316365.09,4676493.65,3166334.41,43643.58
1.0,124154003.0,Kennett Consolidated SD,Chester,47470066.1,24819144.14,1525931.43,73815141.67000002,226026.81,14144518.22,88185686.7,57041622.47,34498424.18,10862873.58,1910213.69,197480.65,1074.0,,,,2512717.81,2794565.41,4382738.99,850186.14,1084961.34,6241469.91,4636248.52,2282074.5,34181.52
1.0,124156503.0,Octorara Area SD,Chester,32924795.3,13925025.22,759954.56,47609775.080000006,,5798225.02,53408000.1,35872271.98,20677531.21,9161645.55,2164912.77,920705.77,,,,,1567503.07,1170278.18,2771093.06,665255.99,593938.74,3076279.72,2933050.94,1132649.53,14975.99
1.0,124156603.0,Owen J Roberts SD,Chester,62467286.51,32291969.25,1966850.17,96726105.92999999,,11791639.06,108517744.99,77003395.99,42642726.68,17031436.17,2135770.05,657353.61,,,,,4361375.67,3389684.62,5496132.28,1162256.01,1583644.53,9614243.11,3953374.95,2268360.28,462897.8
1.0,124156703.0,Oxford Area SD,Chester,46363240.65,16822733.28,1024585.48,64210559.41,,24921450.27,89132009.68,49103194.53,28942736.86,14975094.21,2224242.0,204219.57,16948.01,,,,1730232.89,1177875.09,4055610.24,608052.72,578109.12,4319451.35,2959806.06,1373926.91,19668.9
1.0,124157203.0,Phoenixville Area SD,Chester,52940769.0,24386572.0,1939884.0,79267225.0,,12112362.0,91379587.0,63402314.36,38687059.0,13390300.0,750500.0,112910.0,,,,,3820228.0,1630664.0,4377914.0,826532.0,829641.0,6289987.0,3845369.0,2729475.0,36762.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,91354287.28,43133936.94,1862731.62,136350955.84,,11974867.37,148325823.21,110370312.47,64055356.19,26604238.41,643503.0,51189.68,,,,,5466593.43,4006207.69,8773742.34,1414467.8,1338333.43,11393355.06,7115360.22,3554620.95,71256.02
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,50901212.55,27122775.58,1741839.84,79765827.97,,9362972.29,89128800.26,62007898.84,35011714.99,14815984.96,714659.97,358852.63,,,,,4012648.06,5181124.52,4019572.45,764168.18,1120325.05,6581382.15,4295099.46,1107826.39,40629.32
1.0,124159002.0,West Chester Area SD,Chester,139156058.6,62518123.92,4854312.93,206528495.45,,31993263.93,238521759.38,160147270.11,94197737.43,37658953.6,6292292.89,940636.4,66438.28,,,,9151408.09,5668075.35,11293929.1,2395807.14,1787150.88,16068868.04,12409575.0,3595538.88,147771.44
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,10135921.48,4996096.74,288500.48,15420518.700000001,,579813.49,16000332.19,9671744.33,6395436.29,2726335.75,668397.88,345751.56,,,,,469412.12,499891.19,880471.26,215501.72,206749.13,1479547.76,1231779.03,792.0,11952.53
1.0,106161203.0,Clarion Area SD,Clarion,8851198.15,3944758.78,372597.43,13168554.36,,1672251.0,14840805.36,8005983.94,6211562.74,2317791.35,309229.13,8223.68,4391.25,,,,508077.6,348506.51,758907.23,175274.33,249929.14,1260904.55,627962.51,,15196.91
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,9324879.7,4872455.35,290719.87,14488054.919999998,,434739.63,14922794.55,9891301.51,6440880.42,2202903.81,659604.6,21490.87,,,,,575057.17,717574.95,938503.53,206805.84,226000.1,1234874.33,955007.85,5875.58,12756.0
1.0,106166503.0,Keystone SD,Clarion,10050286.03,5311827.08,258191.2,15620304.309999999,,922397.0,16542701.31,10600852.46,7164192.11,2338708.56,533787.56,13597.8,,,,,509535.07,242130.78,1455132.72,177166.09,370922.23,1258817.02,1153002.05,102091.47,43029.65
1.0,106167504.0,North Clarion County SD,Clarion,6200775.92,2993129.16,125474.28,9319379.36,,735909.31,10055288.67,6639256.33,4352489.09,1123146.37,281173.14,178136.48,20830.84,,,245000.0,298930.55,281998.33,667141.44,143454.1,180998.57,593860.42,532259.74,269359.11,25126.9
