Cat,AUN,LEA Name,County,"Object 100
Personnel Services - Salaries","Object 200
Personnel Services - Employee Benefits",Object 220 Social Security Contributions,Object 230 Retirement Contributions,"Object 300
Purchased Professional and Technical Services","Object 400
Purchased Property Services","Object 500
Other Purchased Services","Object 600
Supplies","Object 700
Property","Object 800
Other Objects","Object 900
Other Uses of Funds",Total
1.0,108116503.0,Richland SD,Cambria,9694095.88,6464255.69,736052.32,3352425.8499999996,1475669.1500000001,384015.66,2717008.1999999997,1753031.3099999998,101763.17,1227244.66,1497000.0,25314083.719999995
1.0,108118503.0,Westmont Hilltop SD,Cambria,9602491.53,5917290.54,711837.5,3249902.3000000003,1318547.0100000002,201184.36,2439535.92,1207320.2500000002,418336.22,1051537.56,2117633.41,24273876.8
1.0,109122703.0,Cameron County SD,Cameron,4549780.0,3309168.0,322084.0,1475005.0,1483361.0,266342.0,1871959.0,599583.0,324828.0,203830.0,1441210.0,14050061.0
1.0,121135003.0,Jim Thorpe Area SD,Carbon,15794087.32,11796566.86,1178353.16,5368525.319999999,3215925.68,676821.03,10406259.700000001,1690158.3800000001,475457.17000000004,1104084.23,8835051.19,53994411.559999995
1.0,121135503.0,Lehighton Area SD,Carbon,14332387.62,11688348.38,1088689.7200000002,4885111.73,3517449.7399999998,531667.12,6788124.65,2010782.35,0.0,1929490.04,1906739.87,42704989.769999996
1.0,121136503.0,Palmerton Area SD,Carbon,13190083.63,8415701.81,988849.87,4512461.91,1904248.7400000002,544881.71,7433421.559999999,1133589.85,508229.05,932073.04,1556762.0,35618991.39
1.0,121136603.0,Panther Valley SD,Carbon,7774272.74,6883910.97,583604.3300000001,3299112.27,3332064.22,249343.99,9141794.01,981158.4600000001,0.0,752861.24,15763871.96,44879277.59
1.0,121139004.0,Weatherly Area SD,Carbon,4832214.3,4467998.39,361193.21,1678225.32,1122505.3,341139.15,2770874.1500000004,522390.06000000006,213650.93000000002,409630.42,319975.0,15000377.7
1.0,110141003.0,Bald Eagle Area SD,Centre,12872740.54,8864196.69,966676.8899999999,4317217.819999999,1350179.3099999998,1089959.02,5714057.21,2171604.88,255803.53,321494.82,1895745.0,34535781.0
1.0,110141103.0,Bellefonte Area SD,Centre,20640433.209999997,13993325.21,1540750.45,7048871.73,2926033.11,1871285.81,8188753.94,1608536.1600000001,895657.45,963876.0800000001,9383187.84,60471088.81
1.0,110147003.0,Penns Valley Area SD,Centre,10547987.200000001,7235619.24,785073.71,3575309.6999999997,945978.14,737598.01,4542319.5200000005,1782606.3299999998,187513.75,589584.12,2535000.0,29104206.310000002
1.0,110148002.0,State College Area SD,Centre,74651306.82,46881364.01,5500557.56,25309536.759999998,3268369.0300000003,1954582.18,12576269.06,7291477.77,509706.76,462892.96,21933100.0,169529068.59000003
1.0,124150503.0,Avon Grove SD,Chester,34800445.47,22215636.11,2596237.7900000005,12110167.84,9707289.36,2492730.49,18136480.61,2431780.09,95665.31,4782736.66,4365185.95,99027950.04999998
1.0,124151902.0,Coatesville Area SD,Chester,40179019.68,24342177.7,2970364.92,13894221.71,24294724.77,3830254.96,71849367.35,4621900.71,1443345.11,6148899.85,2153000.0,178862690.13
1.0,124152003.0,Downingtown Area SD,Chester,110683828.84,69500396.93,8194840.629999999,38376793.33,14551001.09,3113142.86,24794605.52,6582947.69,242925.5,5802632.65,14348046.65,249619527.73
1.0,124153503.0,Great Valley SD,Chester,44544766.76,25520189.470000003,3288157.44,14998433.11,13319655.090000002,2051747.99,10938516.120000001,3646896.5,179.75,148478.88,9789349.54,109959780.1
1.0,124154003.0,Kennett Consolidated SD,Chester,33400193.82,21851299.81,2469411.4699999997,11454676.899999999,6815848.64,1455667.1400000001,13201684.82,3531692.48,456524.49,1265091.49,14280709.24,96258711.92999998
1.0,124156503.0,Octorara Area SD,Chester,19867182.71,12104602.209999999,1494437.44,6712000.659999999,5110767.02,988069.5300000001,9574725.6,1930242.3599999999,1184542.5699999998,2024962.54,5604224.72,58389319.26
1.0,124156603.0,Owen J Roberts SD,Chester,48724919.45,32782234.38,3582208.34,16925877.16,6147879.819999999,1743257.8199999998,11643516.48,3369573.77,70763.01000000001,1289458.2000000002,16946826.0,122718428.93
1.0,124156703.0,Oxford Area SD,Chester,23712393.4,14915153.84,1761313.88,8228753.22,10125127.219999999,1621447.28,16676757.469999999,2204308.23,2710273.29,1973479.4900000002,5291342.0,79230282.22
1.0,124157203.0,Phoenixville Area SD,Chester,39601079.64,25061631.419999998,2916187.9000000004,13636986.790000001,5447982.25,1276553.27,11900149.61,2535632.94,863868.3899999999,4560492.09,7150000.02,98397389.63
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,65216211.61,38232690.01,4770789.86,22495981.180000003,20303473.59,2968992.44,11543479.01,5065920.190000001,553460.4,2610120.73,11655516.0,158149863.98
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,42821686.8,26640110.14,3122438.78,14673751.370000001,6334981.93,985414.51,3112481.7399999998,2906207.3600000003,1685026.7100000002,2933134.26,6353395.0,93772438.44999999
1.0,124159002.0,West Chester Area SD,Chester,107520451.7,64238933.06,7760785.26,37070698.34,20029642.69,3523654.58,27415021.89,7583853.9399999995,243442.32,10886617.399999999,24560204.26,266001821.84000003
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,6195790.56,4646963.98,463626.25999999995,2056935.79,1086552.2100000002,654609.57,2745775.25,715644.8200000001,41338.39,15933.6,573099.38,16675707.76
1.0,106161203.0,Clarion Area SD,Clarion,5940984.84,4048620.4700000007,447669.51,2002925.96,701946.6100000001,454195.96,1960082.24,485283.27999999997,484844.83,158047.93,1155000.0,15389006.16
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,6836798.449999999,5083650.600000001,519888.21,2329175.87,860369.76,111403.08,1971753.04,755857.1,31498.25,189604.6,6945720.19,22786655.07
1.0,106166503.0,Keystone SD,Clarion,6860955.720000001,5095923.069999999,523163.98000000004,2332425.68,1116196.25,143880.01,3133717.72,669219.19,155371.66999999998,38228.28,708000.0,17921491.91
1.0,106167504.0,North Clarion County SD,Clarion,4021097.02,3057973.66,313110.29000000004,1388956.5799999998,975187.11,162666.22,1340313.01,425381.24,5984.0,16526.41,752095.0,10757223.67
1.0,106168003.0,Redbank Valley SD,Clarion,7470682.07,5162752.220000001,567744.06,2429483.36,1302015.84,379751.37,3921520.8099999996,967829.23,389977.68,170182.27000000002,565000.0,20329711.490000002
1.0,106169003.0,Union SD,Clarion,4924331.84,3672649.2899999996,376835.76,1691199.66,406179.18999999994,1391031.67,1900350.18,434696.64,256939.56,131876.92,5293102.13,18411157.419999998
1.0,110171003.0,Clearfield Area SD,Clearfield,16307851.9,11948846.389999999,1212959.53,5563636.86,1415245.18,198596.91999999998,7416788.359999999,2104863.55,333818.97000000003,1320929.25,10285338.0,51332278.52
1.0,110171803.0,Curwensville Area SD,Clearfield,7597622.340000001,5364850.03,571234.84,2576018.91,571259.0499999999,317816.10000000003,2805044.5,2765258.19,251356.82,464942.49,994444.08,21132593.6
1.0,106172003.0,DuBois Area SD,Clearfield,24461900.990000002,19086780.299999997,1803222.37,8374515.5200000005,1224311.62,1705389.17,10014434.649999999,2665552.06,431039.4,1871990.73,1710000.0,63171398.92
1.0,110173003.0,Glendale SD,Clearfield,5549633.819999999,3911735.9599999995,416250.21,1884079.7,642917.76,415295.14,2177119.9499999997,837072.43,75706.90000000001,17010.59,484168.4,14110660.95
1.0,110173504.0,Harmony Area SD,Clearfield,2355595.12,1830769.65,177197.5,808547.61,325291.6,49258.1,824904.32,254009.75999999998,135213.48,12289.96,737882.4,6525214.390000001
1.0,110175003.0,Moshannon Valley SD,Clearfield,5576290.09,4252661.07,416771.04000000004,1893123.4599999997,736528.67,383784.74999999994,3607100.9099999997,757618.7100000001,328013.18,598012.64,11795254.92,28035264.939999998
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,13466274.290000001,9878446.4,983436.6799999999,4500011.55,2311055.06,334688.55999999994,4589949.26,1501868.5,395616.73,1126638.94,1782617.44,35387155.18
1.0,110179003.0,West Branch Area SD,Clearfield,7456432.13,5099553.12,559873.19,2498790.84,703020.69,312181.57999999996,3240775.66,768695.93,1000106.01,140026.46,1139262.33,19860053.91
1.0,110183602.0,Keystone Central SD,Clinton,32420004.2,22168358.72,2399575.84,11231619.610000001,2602307.36,424444.35,15871086.23,2815637.73,597552.91,291644.29000000004,4894132.09,82085167.88
1.0,116191004.0,Benton Area SD,Columbia,5877920.0600000005,4017513.0699999994,423045.01999999996,1982193.89,282767.04,533498.22,1787547.1600000001,567969.17,476223.74,300215.7,4390000.0,18233654.159999996
1.0,116191103.0,Berwick Area SD,Columbia,20853501.22,15042380.780000001,1575697.73,7202918.22,1158807.13,420801.0,8013249.65,2838578.4400000004,185642.2,768824.77,5870456.13,55152241.32000001
1.0,116191203.0,Bloomsburg Area SD,Columbia,11319964.89,7361434.659999999,842138.98,3809116.85,987978.23,236268.53999999998,4081757.84,1757111.9000000001,361685.93000000005,55001.25,3043736.54,29204939.78
1.0,116191503.0,Central Columbia SD,Columbia,13961988.02,9488489.04,1026784.7000000001,4756496.659999999,1404833.78,551370.84,3721493.5500000003,2470230.63,352721.8,1146409.5999999999,12085752.89,45183290.150000006
1.0,116195004.0,Millville Area SD,Columbia,6028222.53,3910555.95,441467.62,2068477.08,382333.75,262070.55,2252910.11,538059.2699999999,452014.91000000003,215309.27,206907.76,14248384.1
1.0,116197503.0,Southern Columbia Area SD,Columbia,9520889.05,6032337.63,691115.0499999999,3170210.62,822012.65,362460.02,3789505.7600000002,1025842.02,362314.67000000004,915721.7100000001,1215392.11,24046475.62
1.0,105201033.0,Conneaut SD,Crawford,14293979.66,10725465.000000002,1075294.94,4888222.65,2033986.2599999998,2282817.64,7932488.029999999,1875454.87,565809.22,1036533.34,2805000.0,43551534.02
1.0,105201352.0,Crawford Central SD,Crawford,23591935.49,16091952.83,1796257.13,8197306.899999999,3954621.5300000003,478372.05,11192884.370000001,3553490.68,404280.99,740790.67,8225700.0,68234028.61
1.0,105204703.0,Penncrest SD,Crawford,21645227.87,16419060.66,1651707.0799999998,7466671.11,5432846.98,568402.7,8283606.640000001,2672480.35,608210.82,531604.99,1105810.17,57267251.18
1.0,115210503.0,Big Spring SD,Cumberland,19819615.89,12557103.290000001,1453795.98,6837986.0,4144572.4200000004,601924.15,9904802.08,2257561.44,1416058.17,1011561.61,5668742.49,57381941.54
1.0,115211003.0,Camp Hill SD,Cumberland,11334236.8,7076125.5200000005,831410.18,3839795.77,1294648.5000000002,747087.88,1700514.2599999998,963006.1199999999,749177.97,935846.4500000001,1270239.13,26070882.630000003
1.0,115211103.0,Carlisle Area SD,Cumberland,33076455.979999997,21295188.029999997,2368666.32,11116813.120000001,7215200.53,3613748.39,14084036.77,4142185.67,749063.05,1819618.2200000002,8373641.23,94369137.87
1.0,115211603.0,Cumberland Valley SD,Cumberland,63277345.0,41506196.0,4675127.0,22160823.0,8321533.0,3948874.0,17096818.0,7775614.0,1978973.0,5487531.0,9419011.0,158811895.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,17010150.48,10841045.83,1256426.24,5879597.31,6827469.21,1554316.87,7888226.8,2191718.91,163431.4,1825205.08,1765900.12,50067464.699999996
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,33671486.75,23888766.17,2505154.7899999996,11626303.3,3721667.3200000003,1285998.2200000002,6661772.149999999,2434527.33,1291641.71,380884.39,9540724.13,82877468.17
1.0,115218003.0,Shippensburg Area SD,Cumberland,22621350.69,15204580.12,1679030.5,7807545.9399999995,3986479.8400000003,1194089.54,8447836.26,1824333.55,986716.9,220439.0,1151745.73,55637571.63
1.0,115218303.0,South Middleton SD,Cumberland,15347633.03,10723084.64,1194183.52,5160996.430000001,2077717.2699999998,1489008.12,5569751.0200000005,1776594.22,186177.24,854492.7300000001,2643853.0,40668311.27
1.0,115221402.0,Central Dauphin SD,Dauphin,85187400.04,59837610.46,6331235.279999999,29839293.89,8521034.42,3397812.57,36538311.71,8888758.59,1620328.3399999999,5584720.79,30730697.07,240306673.99
1.0,115221753.0,Derry Township SD,Dauphin,29628894.84,19876669.84,2220755.1599999997,10246389.45,3551500.89,1287613.3,3777793.2300000004,3260065.44,844412.5800000001,351141.76,5654298.54,68232390.41999999
1.0,115222504.0,Halifax Area SD,Dauphin,7824903.44,5938040.73,580573.09,2668288.4699999997,592596.09,509850.67000000004,4002524.66,1095626.82,146189.14,709478.55,1535082.48,22354292.58
1.0,115222752.0,Harrisburg City SD,Dauphin,45716832.260000005,31200329.75,3408303.4899999998,15499770.93,9603290.19,7462344.010000001,35034249.56999999,9986673.6,589593.03,421226.85000000003,36476856.34,176491395.59999996
1.0,115224003.0,Lower Dauphin SD,Dauphin,28105339.43,19293778.35,2073948.6300000001,9642995.379999999,3041767.5,1000896.97,8116675.44,3377479.97,292924.6,75727.45999999999,3166897.27,66471486.99
1.0,115226003.0,Middletown Area SD,Dauphin,19746863.55,12899860.09,1460762.97,6787221.61,3667647.8600000003,672280.2200000001,5948666.83,2216693.0500000003,597061.89,112337.1,7923439.55,53784850.14
1.0,115226103.0,Millersburg Area SD,Dauphin,6144390.050000001,3986687.2099999995,455111.32,2060983.97,1546954.6400000001,145294.98,2599564.4899999998,466968.93,107006.97,237305.11,513170.22,15747342.6
1.0,115228003.0,Steelton-Highspire SD,Dauphin,9398166.0,7033312.0,716641.0,3322349.0,4346025.0,454390.0,7051754.0,1024004.0,74274.0,44112.0,2652839.0,32078876.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,20291650.37,13491393.110000001,1503006.04,6974618.8100000005,4322128.94,1281021.46,10260135.43,1091159.49,749356.62,1738568.14,7301365.05,60526778.61
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,8767433.29,6031316.010000001,646023.8699999999,3001476.7199999997,987867.0,2336176.41,3901821.7600000002,729207.02,217365.76,241107.03,793520.0,24005814.28
1.0,125231232.0,Chester-Upland SD,Delaware,24740234.369999997,10233705.86,1829718.75,8216536.55,12487422.94,2123628.9400000004,67115842.5,2871376.49,744685.01,1973289.64,8910529.86,131200715.61
1.0,125231303.0,Chichester SD,Delaware,32875662.84,22819480.46,2418314.56,11350996.09,6822703.539999999,1905580.3800000001,7824210.89,3330048.98,1269848.33,2991702.8000000003,5294855.27,85134093.49
1.0,125234103.0,Garnet Valley SD,Delaware,52879322.95999999,32754364.939999998,3884425.42,18157240.099999998,3855003.7800000003,3922172.9199999995,4416013.88,3082190.5999999996,86138.89,3368654.85,11276897.22,115640760.03999999
1.0,125234502.0,Haverford Township SD,Delaware,55989884.29,36371979.120000005,4184709.6700000004,19413022.55,4358860.5200000005,3111360.5300000003,6753199.49,2747549.21,256361.18,5039951.16,8008973.45,122638118.95
1.0,125235103.0,Interboro SD,Delaware,33904319.370000005,21049811.72,2566340.3499999996,11564196.6,2739958.5100000002,1269736.8499999999,4325993.55,2829943.8000000003,1515689.11,2002347.65,3219121.94,72856922.5
1.0,125235502.0,Marple Newtown SD,Delaware,39246900.69,26393159.419999998,2899675.61,13474217.760000002,5192344.96,915656.9500000001,6352364.6,3474529.24,4813895.04,4382006.07,12158043.9,102928900.87
1.0,125236903.0,Penn-Delco SD,Delaware,27987414.58,16568427.97,2072110.21,9672267.19,5052716.67,1180444.42,4222861.37,2630082.7700000005,75122.23000000001,2630150.65,4030098.95,64377319.61000001
1.0,125237603.0,Radnor Township SD,Delaware,47347772.35,30154858.07,3501016.22,16113544.36,6587967.5,1418500.6400000001,5930802.680000001,3870145.67,1002696.11,3468982.01,5947055.89,105728780.92
1.0,125237702.0,Ridley SD,Delaware,57065593.190000005,36333763.09,4271700.25,19967169.25,5648460.930000001,3131076.4899999998,8837638.12,2840681.7100000004,676476.32,1804960.01,4105972.0,120444621.86
1.0,125237903.0,Rose Tree Media SD,Delaware,46780219.28,30164312.800000004,3533802.31,16116886.14,4213926.02,2254331.46,5243544.54,3565611.08,171758.63,2514501.89,10912713.0,105820918.7
1.0,125238402.0,Southeast Delco SD,Delaware,33497950.549999997,19744459.83,2505317.5,11543712.33,7066665.76,10733409.24,16827102.21,3252819.51,1326652.96,4159055.38,2753479.0,99361594.44
1.0,125238502.0,Springfield SD,Delaware,33967000.690000005,23811740.97,2512944.9499999997,11781956.32,4318552.640000001,823064.6000000001,7892711.649999999,2695137.52,20376.8,4939000.470000001,4948571.34,83416156.67999999
1.0,125239452.0,Upper Darby SD,Delaware,88730854.46000001,57310569.1,6594130.3,30480061.089999996,17042054.749999996,4472542.94,22687686.939999998,14568721.16,1758004.89,3393335.36,13218941.55,223182711.15
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,37828517.45,24716043.169999998,2779143.6,12938092.31,7059191.62,3214489.73,3051260.3200000003,2497559.0,280222.55,1837297.8600000003,20363000.0,100847581.7
1.0,125239652.0,William Penn SD,Delaware,38670626.52,25269224.36,2873906.11,13166144.69,20372155.03,1746661.72,18977583.189999998,3856195.75,787541.78,1217732.1099999999,11387431.2,122285151.66000001
1.0,109243503.0,Johnsonburg Area SD,Elk,4541237.090000001,3343757.77,344590.28,1535402.9200000002,410188.51,71532.73,1014234.5299999999,689798.48,181987.53,15703.34,0.0,10268439.98
1.0,109246003.0,Ridgway Area SD,Elk,6554499.58,4743296.56,481093.67000000004,2138562.31,367434.5,340588.75,1660538.73,1010022.82,0.0,8587.75,330378.41,15015347.100000001
1.0,109248003.0,Saint Marys Area SD,Elk,12679214.129999999,8397245.11,951590.3,4355244.430000001,1323009.05,1983811.58,3269649.3600000003,1224923.42,131723.55,31452.07,0.0,29041028.27
1.0,105251453.0,Corry Area SD,Erie,15014109.42,10783510.66,1132111.1900000002,5268888.73,1495954.37,397353.75999999995,4099438.1899999995,1632897.62,344513.87,259675.63999999998,1955000.0,35982453.53
1.0,105252602.0,Erie City SD,Erie,75926053.16,56740441.83,5563514.66,26717188.3,11093385.360000001,3284809.92,40151678.419999994,6293050.45,16031631.540000001,5105416.12,16333679.1,230960145.9
1.0,105253303.0,Fairview SD,Erie,11823596.110000001,8150090.850000001,883976.61,4106372.96,1014389.69,232191.6,4310324.8,1336068.0000000002,30900.22,2583986.73,1293441.0,30774989.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,16345260.24,10839735.000000002,1256924.68,5698522.26,1314624.98,666334.32,2270711.2899999996,1417409.3099999998,679387.27,199267.74,3302639.36,37035369.51
1.0,105253903.0,General McLane SD,Erie,16608562.880000003,10827939.59,1247060.86,5678637.55,2364027.1,622307.2999999999,4400615.31,1352207.29,383734.44,22992.469999999998,2167720.82,38750107.199999996
1.0,105254053.0,Girard SD,Erie,12481773.719999999,8540831.379999999,954679.98,4365906.37,955040.9199999999,578020.97,3648865.8600000003,1002527.07,2528357.02,1505995.6199999999,15096081.58,46337494.14
1.0,105254353.0,Harbor Creek SD,Erie,14742086.61,10364264.86,1120079.59,5059882.44,942215.79,318726.66,5845284.470000001,1237637.7,82353.95,104436.13,3806060.06,37443066.23
1.0,105256553.0,Iroquois SD,Erie,8576368.49,5797504.71,649361.1100000001,2873965.3800000004,2460717.16,860066.31,2480088.2399999998,1664774.52,415977.69,992520.0700000001,960000.0,24208017.19
1.0,105257602.0,Millcreek Township SD,Erie,45201297.28,31082212.529999997,3403401.5100000002,15767847.53,5069626.1,1214734.22,18326231.47,4301308.55,697421.65,2878684.93,5845827.0,114617343.72999999
1.0,105258303.0,North East SD,Erie,11845249.39,7342702.180000001,889090.56,4067634.73,720581.72,366531.50999999995,3247891.6599999997,1660702.06,129593.95999999999,377981.65,18721800.61,44413034.739999995
1.0,105258503.0,Northwestern SD,Erie,9126705.54,6632941.800000001,682716.49,3149892.73,2366798.4699999997,219058.59,4108239.4899999998,1329486.69,176742.22,27615.460000000003,843418.0,24831006.259999998
1.0,105259103.0,Union City Area SD,Erie,7703216.930000001,5049186.28,592712.4099999999,2681287.76,1349027.0999999999,109291.79000000001,3544339.75,1025215.35,237189.4,34558.46,1354400.0,20406425.06
1.0,105259703.0,Wattsburg Area SD,Erie,9355707.24,6985342.930000001,712686.87,3274885.96,841016.03,740360.04,3910689.38,2015330.07,61912.35,68001.6,3789159.83,27767519.47
1.0,101260303.0,Albert Gallatin Area SD,Fayette,21652232.860000003,15055006.08,1637911.1300000001,7525862.350000001,4938890.94,653725.03,8886868.840000002,3217516.1700000004,1310404.68,150541.44999999998,3918132.82,59783318.870000005
1.0,101260803.0,Brownsville Area SD,Fayette,10833699.74,7435579.390000001,811263.72,3588635.14,2168100.91,166202.74,6699018.510000001,1062059.49,463265.48,1464959.47,11139077.0,41431962.730000004
1.0,101261302.0,Connellsville Area SD,Fayette,29515808.38,19388095.64,2192285.78,10178458.69,2122716.13,959440.64,15155527.840000002,2534961.8,241841.29,227580.96000000002,10239867.73,80385840.41
1.0,101262903.0,Frazier SD,Fayette,7957586.51,5449377.47,601178.42,2715071.2199999997,972436.99,202236.63,3262158.8699999996,768364.23,90471.27,793432.93,610000.0,20106064.900000002
1.0,101264003.0,Laurel Highlands SD,Fayette,22028531.76,15280250.410000002,1668700.9000000001,7550058.970000001,4338049.29,382461.10000000003,6943126.08,2956718.39,2512239.7800000003,73255.23999999999,4433724.24,58948356.29
1.0,101268003.0,Uniontown Area SD,Fayette,20146218.5,13830017.030000001,1521112.3300000003,6880775.81,1740136.66,1048828.26,9298581.92,1845321.83,369680.06000000006,528472.69,4936698.64,53743955.59
1.0,106272003.0,Forest Area SD,Forest,5097663.7,3646985.97,384316.7,1750988.08,605915.78,341719.32999999996,2997643.8099999996,437577.88,327526.36,308355.05,355000.0,14118387.88
1.0,112281302.0,Chambersburg Area SD,Franklin,62247373.0,43081673.0,4627452.0,21194027.0,13033858.0,7488508.0,17346191.0,7296312.0,2547162.0,5952380.0,11214843.0,170208300.0
1.0,112282004.0,Fannett-Metal SD,Franklin,3182514.1199999996,2463778.32,239531.59,1093737.7600000002,634844.75,312472.06,1588682.28,440943.75,1800128.9,30436.17,21913.42,10475713.770000001
1.0,112283003.0,Greencastle-Antrim SD,Franklin,17989731.56,11598304.88,1354248.46,6249596.819999999,4294613.02,2341672.89,3752573.12,1584354.1800000002,725143.95,1115174.9300000002,10861010.17,54262578.7
1.0,112286003.0,Tuscarora SD,Franklin,15656433.0,10074487.0,1164165.0,5324700.0,2847995.0,1647456.0,5441040.0,3625924.0,68575.0,948004.0,2505000.0,42814914.0
1.0,112289003.0,Waynesboro Area SD,Franklin,26518959.03,17221114.330000002,1987616.8499999999,9016279.71,3341643.15,1613414.95,10583862.11,2378109.1399999997,737444.3799999999,2684797.29,3525383.72,68604728.1
1.0,111291304.0,Central Fulton SD,Fulton,6602664.88,5135272.51,489559.87000000005,2286292.69,1240656.8199999998,77752.47,2533276.89,867597.9199999999,219861.72,542184.63,7136342.61,24355610.450000003
1.0,111292304.0,Forbes Road SD,Fulton,3159282.9699999997,2287641.71,235277.66999999998,1044523.25,475123.55999999994,272948.93,1383830.56,193902.48,156029.11000000002,152060.65,513541.83,8594361.8
1.0,111297504.0,Southern Fulton SD,Fulton,5173401.08,4185618.0300000003,386232.88999999996,1729395.28,657016.11,322290.36,2330249.55,397797.92,496890.71,152721.49000000002,379932.52,14095917.770000001
1.0,101301303.0,Carmichaels Area SD,Greene,7642453.23,5230143.13,566115.13,2552154.16,971553.1099999999,212218.54,2675985.88,1161800.19,411817.47000000003,828027.15,732674.0,19866672.700000003
1.0,101301403.0,Central Greene SD,Greene,12566788.27,8555450.16,952351.18,4194685.92,1595594.56,424076.08,5463471.5600000005,1008040.24,308001.82,1074273.37,2140000.0,33135696.060000002
1.0,101303503.0,Jefferson-Morgan SD,Greene,6246474.45,4543242.79,477180.62999999995,2118983.28,834589.79,294922.70999999996,1853795.66,430039.77,503750.97,618861.01,257624.16,15583301.31
1.0,101306503.0,Southeastern Greene SD,Greene,4561712.34,3113177.61,347450.00999999995,1514056.1500000001,688381.1599999999,198357.27000000002,2280369.7700000005,610319.99,538514.81,26324.25,800000.0,12817157.2
1.0,101308503.0,West Greene SD,Greene,6521880.71,4548729.4399999995,484011.09,2177678.05,399769.56,282016.7,2203324.89,1218535.27,65309.28,82237.4,0.0,15321803.25
1.0,111312503.0,Huntingdon Area SD,Huntingdon,11296729.299999999,8506476.31,822978.23,3857283.47,1638496.4,381325.74,6670509.739999999,2564953.98,103432.38,1209757.3599999999,11240891.88,43612573.09
1.0,111312804.0,Juniata Valley SD,Huntingdon,5572114.68,3757965.69,417662.68999999994,1836603.71,505934.67,117284.73,1389038.76,782008.64,124017.28,119788.95999999999,1040000.0,13408153.41
1.0,111316003.0,Mount Union Area SD,Huntingdon,8876601.92,6008979.41,666181.96,3009597.3400000003,387259.87,348843.36999999994,4419122.64,846725.58,783860.97,941060.23,750680.32,23363134.31
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,6815352.5600000005,4373592.35,507435.35000000003,2317200.71,729819.15,372540.9,3721633.05,1190026.07,102807.18,75350.97,2420000.0,19801122.23
1.0,128323303.0,Homer-Center SD,Indiana,7113955.239999999,4902274.600000001,539770.52,2367605.2199999997,1394637.26,227384.16,2128280.7399999998,717446.65,142014.69999999998,342486.33999999997,817000.0,17785479.69
1.0,128323703.0,Indiana Area SD,Indiana,25232993.669999998,16640553.790000001,1887415.3,8541753.3,2321708.4299999997,410742.37,6249153.66,1817048.71,101004.82,109888.41,4474425.25,57357519.10999999
1.0,128325203.0,Marion Center Area SD,Indiana,11387587.32,7716811.61,856332.9,3886109.5599999996,606611.12,254349.28,4246668.2299999995,1439282.62,101249.23999999999,79595.67,0.0,25832155.090000004
1.0,128326303.0,Penns Manor Area SD,Indiana,7240894.609999999,5260169.49,545278.7000000001,2470768.98,1209383.0,193191.49,3090272.1300000004,731639.7699999999,15980.14,76593.62,1247621.57,19065745.82
1.0,128327303.0,Purchase Line SD,Indiana,7642803.75,5578776.16,575605.2699999999,2662095.89,1063190.03,114549.01999999999,3177278.48,693931.3,253998.71000000002,64568.22000000001,1211762.52,19800858.189999998
1.0,128321103.0,River Valley SD,Indiana,13739733.0,8880279.0,1040848.0,4643823.0,1850781.0,649050.0,5563593.0,2327801.0,256304.0,55937.0,2929034.0,36252512.0
1.0,128328003.0,United SD,Indiana,8727719.19,6081304.960000001,663701.9500000001,2930084.24,470200.45,195985.61000000002,4246902.65,701746.46,222709.07,47421.18,1377631.0,22071620.57
1.0,106330703.0,Brockway Area SD,Jefferson,7423879.45,5526955.6,558930.65,2481928.83,245069.31999999998,373436.32,2218882.6899999995,454687.3,122807.68,117732.43999999999,92075.0,16575525.799999999
1.0,106330803.0,Brookville Area SD,Jefferson,10162196.39,6608327.739999999,759062.9199999999,3409556.31,1345444.33,234047.09000000003,3972896.66,1240929.1300000001,56671.65,27045.27,2829050.77,26476609.029999997
1.0,106338003.0,Punxsutawney Area SD,Jefferson,15094207.49,9514525.0,1144109.12,5044166.96,1339728.91,465591.97,9763207.6,3098699.44,60292.76,48845.130000000005,3327358.08,42712456.37999999
1.0,111343603.0,Juniata County SD,Juniata,15947697.6,11009494.08,1180533.13,5588978.46,1497536.49,865871.79,8474314.98,1826415.61,1460219.44,2366977.49,23971593.12,67420120.6
1.0,119350303.0,Abington Heights SD,Lackawanna,23602800.85,15545679.84,1773004.55,8203642.19,1738729.57,1772313.93,5820135.48,2562789.2600000002,33726.99,55192.28,1373398.81,52504767.01
1.0,119351303.0,Carbondale Area SD,Lackawanna,10012349.559999999,7562027.81,775028.37,3486593.94,1113634.15,605556.27,5799284.42,1209564.91,419477.64,20988.760000000002,2232964.03,28975847.55
1.0,119352203.0,Dunmore SD,Lackawanna,9942400.58,7321110.46,744832.68,3432343.69,2033568.12,512696.87,3356379.91,1439637.18,1336071.1,198253.62,363000.0,26503117.84
