Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,120486003.0,Saucon Valley SD,Northampton,49488795.86,35895336.82,462923.94999999995,36358260.77,0.7347,10310228.95,0.2083,744739.27,0.015,2075566.87,0.0419
1.0,120488603.0,Wilson Area SD,Northampton,44172726.28,27874536.459999997,530863.23,28405399.69,0.6431,14024121.44,0.3175,1743205.15,0.0395,,0.0
1.0,116493503.0,Line Mountain SD,Northumberland,21167241.0,8400275.28,313533.72,8713809.0,0.4117,11566329.0,0.5464,887103.0,0.0419,,0.0
1.0,116495003.0,Milton Area SD,Northumberland,37426564.78,16722293.69,658729.44,17381023.13,0.4644,17498623.54,0.4675,1682003.16,0.0449,864914.95,0.0231
1.0,116495103.0,Mount Carmel Area SD,Northumberland,21746422.64,5023304.12,512130.48,5535434.6,0.2545,14688950.8,0.6755,1520296.24,0.0699,1741.0,0.0001
1.0,116496503.0,Shamokin Area SD,Northumberland,30701287.32,6397577.130000001,1481539.1800000002,7879116.31,0.2566,20443021.86,0.6659,2225252.15,0.0725,153897.0,0.005
1.0,116496603.0,Shikellamy SD,Northumberland,60287965.78,21521897.400000002,1438876.57,22960773.97,0.3809,24112891.79,0.4,3188232.02,0.0529,10026068.0,0.1663
1.0,116498003.0,Warrior Run SD,Northumberland,26143781.02,12512401.12,636195.11,13148596.23,0.5029,11463741.05,0.4385,1528641.74,0.0585,2802.0,0.0001
1.0,115503004.0,Greenwood SD,Perry,17423996.55,7304099.65,254999.3,7559098.95,0.4338,7244605.31,0.4158,460368.29,0.0264,2159924.0,0.124
1.0,115504003.0,Newport SD,Perry,21039082.55,8411856.030000001,551399.19,8963255.22,0.426,10838348.49,0.5152,852384.18,0.0405,385094.66,0.0183
1.0,115506003.0,Susquenita SD,Perry,43184144.0,16072694.29,639838.0,16712532.29,0.387,15256720.71,0.3533,561285.0,0.013,10653606.0,0.2467
1.0,115508003.0,West Perry SD,Perry,43788732.54,22301877.84,735829.99,23037707.83,0.5261,19068003.26,0.4355,1683021.45,0.0384,,0.0
1.0,126515001.0,Philadelphia City SD,Philadelphia,3791073043.45,1334275353.36,278613995.74,1612889349.1,0.4254,1725180048.83,0.4551,432698437.23,0.1141,20305208.29,0.0054
1.0,120522003.0,Delaware Valley SD,Pike,89509302.02,50247293.53,1671501.83,51918795.36,0.58,33130131.22,0.3701,4460375.44,0.0498,,0.0
1.0,119648303.0,Wallenpaupack Area SD,Pike,81710851.5,57759268.57999999,1870028.27,59629296.85,0.7298,18715230.83,0.229,3361023.82,0.0411,5300.0,0.0001
1.0,109530304.0,Austin Area SD,Potter,4520657.0,1729213.0,145088.0,1874301.0,0.4146,2398846.0,0.5306,247510.0,0.0548,,0.0
1.0,109531304.0,Coudersport Area SD,Potter,13844461.78,5636410.6099999985,299391.55000000005,5935802.16,0.4287,7320589.3,0.5288,588070.32,0.0425,,0.0
1.0,109532804.0,Galeton Area SD,Potter,8109427.94,3551581.25,268409.52,3819990.77,0.4711,3794204.24,0.4679,495232.93,0.0611,,0.0
1.0,109535504.0,Northern Potter SD,Potter,13924326.23,3479356.1299999994,150817.87000000002,3630174.0,0.2607,7079449.21,0.5084,735703.02,0.0528,2479000.0,0.178
1.0,109537504.0,Oswayo Valley SD,Potter,9392827.22,2303886.25,101961.46,2405847.71,0.2561,6137913.85,0.6535,849065.66,0.0904,,0.0
1.0,129540803.0,Blue Mountain SD,Schuylkill,54526042.96,26376916.97,1722755.5700000003,28099672.54,0.5153,17908605.58,0.3284,2004892.64,0.0368,6512872.2,0.1194
1.0,129544503.0,Mahanoy Area SD,Schuylkill,26330205.84,5670896.32,417055.99,6087952.31,0.2312,12839022.3,0.4876,1922839.78,0.073,5480391.45,0.2081
1.0,129544703.0,Minersville Area SD,Schuylkill,22822317.6,8131659.680000001,545135.26,8676794.94,0.3802,10460823.68,0.4584,2016216.27,0.0883,1668482.71,0.0731
1.0,129545003.0,North Schuylkill SD,Schuylkill,33192523.22,12672374.249999998,895748.9500000002,13568123.2,0.4088,17687798.4,0.5329,1936601.62,0.0583,,0.0
1.0,129546003.0,Pine Grove Area SD,Schuylkill,26559155.0,12355247.629999999,647684.4800000001,13002932.11,0.4896,12488465.28,0.4702,1067757.61,0.0402,,0.0
1.0,129546103.0,Pottsville Area SD,Schuylkill,47135008.57,16165470.610000001,2936631.37,19102101.98,0.4053,21425599.56,0.4546,1737996.48,0.0369,4869310.55,0.1033
1.0,129546803.0,Saint Clair Area SD,Schuylkill,11967303.65,5174040.93,287880.47,5461921.4,0.4564,5920169.31,0.4947,577212.94,0.0482,8000.0,0.0007
1.0,129547303.0,Schuylkill Haven Area SD,Schuylkill,22439469.43,8548201.58,811673.22,9359874.8,0.4171,11500993.78,0.5125,1282380.75,0.0571,296220.1,0.0132
1.0,129547203.0,Shenandoah Valley SD,Schuylkill,20276030.25,4835813.92,583391.22,5419205.14,0.2673,12803080.94,0.6314,2014444.17,0.0994,39300.0,0.0019
1.0,129547603.0,Tamaqua Area SD,Schuylkill,33849457.24,16696898.280000001,1330480.69,18027378.97,0.5326,15034747.39,0.4442,767355.88,0.0227,19975.0,0.0006
1.0,129547803.0,Tri-Valley SD,Schuylkill,14461142.21,5885458.239999999,274047.45,6159505.69,0.4259,7803044.37,0.5396,498592.15,0.0345,,0.0
1.0,129548803.0,Williams Valley SD,Schuylkill,17248959.34,4193344.76,439555.1400000001,4632899.9,0.2686,11831504.09,0.6859,784555.35,0.0455,,0.0
1.0,116555003.0,Midd-West SD,Snyder,39410614.98,18080704.44,885876.79,18966581.23,0.4813,18206905.48,0.462,2237128.27,0.0568,,0.0
1.0,116557103.0,Selinsgrove Area SD,Snyder,45692060.86,25944538.170000006,679127.0199999999,26623665.19,0.5827,17247472.4,0.3775,1795573.62,0.0393,25349.65,0.0006
1.0,108561003.0,Berlin Brothersvalley SD,Somerset,12618170.37,3554599.79,230615.89,3785215.68,0.3,8188794.34,0.649,644160.35,0.0511,,0.0
1.0,108561803.0,Conemaugh Township Area SD,Somerset,15104690.23,3924398.360000001,363173.19,4287571.55,0.2839,10260642.08,0.6793,539225.6,0.0357,17251.0,0.0011
1.0,108565203.0,Meyersdale Area SD,Somerset,16242201.05,3006463.16,262571.23,3269034.39,0.2013,10937237.08,0.6734,1364547.5,0.084,671382.08,0.0413
1.0,108565503.0,North Star SD,Somerset,19248496.03,5372784.440000001,331669.67000000004,5704454.11,0.2964,12542338.01,0.6516,1001703.91,0.052,,0.0
1.0,108566303.0,Rockwood Area SD,Somerset,12211283.88,5849907.49,136411.5,5986318.99,0.4902,5583216.53,0.4572,641748.36,0.0526,,0.0
1.0,108567004.0,Salisbury-Elk Lick SD,Somerset,5933876.46,1230686.1300000001,96261.2,1326947.33,0.2236,3320324.74,0.5596,1286604.39,0.2168,,0.0
1.0,108567204.0,Shade-Central City SD,Somerset,9433707.68,2383561.5700000003,257720.94999999998,2641282.52,0.28,6052742.83,0.6416,739682.33,0.0784,,0.0
1.0,108567404.0,Shanksville-Stonycreek SD,Somerset,7345074.59,3998062.09,110477.26,4108539.35,0.5594,2736843.88,0.3726,499691.36,0.068,,0.0
1.0,108567703.0,Somerset Area SD,Somerset,41251395.64,21217454.62,824772.3099999999,22042226.93,0.5343,15741755.15,0.3816,3467413.56,0.0841,,0.0
1.0,108568404.0,Turkeyfoot Valley Area SD,Somerset,5825293.56,1746372.3599999999,63278.58,1809650.94,0.3107,3640803.8,0.625,374838.82,0.0643,,0.0
1.0,108569103.0,Windber Area SD,Somerset,19013335.33,4275366.539999999,849892.2500000001,5125258.79,0.2696,13029928.82,0.6853,858147.72,0.0451,,0.0
1.0,117576303.0,Sullivan County SD,Sullivan,15713297.05,9606281.78,180593.02,9786874.8,0.6228,5358575.81,0.341,567799.97,0.0361,46.47,0.0
1.0,119581003.0,Blue Ridge SD,Susquehanna,19216313.9,6395145.5,623965.91,7019111.41,0.3653,11390729.97,0.5928,806472.52,0.042,,0.0
1.0,119582503.0,Elk Lake SD,Susquehanna,22193152.13,7920860.460000001,1204073.33,9124933.79,0.4112,11871484.33,0.5349,1196734.01,0.0539,,0.0
1.0,119583003.0,Forest City Regional SD,Susquehanna,16194373.0,7172299.0,360110.0,7532409.0,0.4651,7860132.0,0.4854,799419.0,0.0494,2413.0,0.0001
1.0,119584503.0,Montrose Area SD,Susquehanna,27731803.17,11357597.379999999,696468.0599999999,12054065.44,0.4347,14353426.09,0.5176,1321912.58,0.0477,2399.06,0.0001
1.0,119584603.0,Mountain View SD,Susquehanna,21433606.56,9386325.190000001,1083049.9500000002,10469375.14,0.4885,10160023.12,0.474,804208.3,0.0375,,0.0
1.0,119586503.0,Susquehanna Community SD,Susquehanna,16974998.22,4346652.0600000005,328677.11000000004,4675329.17,0.2754,11578975.01,0.6821,720609.04,0.0425,85.0,0.0
1.0,117596003.0,Northern Tioga SD,Tioga,38652364.19,12553557.189999998,566566.1000000001,13120123.29,0.3394,21765141.37,0.5631,3767099.53,0.0975,,0.0
1.0,117597003.0,Southern Tioga SD,Tioga,34579566.3,15249832.819999998,919510.3400000001,16169343.16,0.4676,16987033.46,0.4912,1410458.68,0.0408,12731.0,0.0004
1.0,117598503.0,Wellsboro Area SD,Tioga,27658965.48,14606296.6,425795.36000000004,15032091.96,0.5435,11008079.0,0.398,1618794.52,0.0585,,0.0
1.0,116604003.0,Lewisburg Area SD,Union,39720757.29,25662205.700000003,742115.3899999999,26404321.09,0.6647,10614631.33,0.2672,2036937.8,0.0513,664867.07,0.0167
1.0,116605003.0,Mifflinburg Area SD,Union,35664570.18,17524749.99,737508.01,18262258.0,0.5121,16056612.53,0.4502,1224549.45,0.0343,121150.2,0.0034
1.0,106611303.0,Cranberry Area SD,Venango,21169074.99,7286182.239999999,454444.17999999993,7740626.42,0.3657,12012429.67,0.5675,1416018.9,0.0669,,0.0
1.0,106612203.0,Franklin Area SD,Venango,34486338.89,11712848.420000002,878786.2100000001,12591634.63,0.3651,20327350.34,0.5894,1567353.92,0.0454,,0.0
1.0,106616203.0,Oil City Area SD,Venango,35114958.06,6432162.1899999995,2500495.8600000003,8932658.05,0.2544,24150668.76,0.6878,2031631.25,0.0579,,0.0
1.0,106617203.0,Titusville Area SD,Venango,34622046.25,8469232.940000001,1058304.26,9527537.2,0.2752,22303815.71,0.6442,2788981.52,0.0806,1711.82,0.0
1.0,106618603.0,Valley Grove SD,Venango,14415105.88,3110404.9899999998,261015.72000000003,3371420.71,0.2339,10404572.98,0.7218,638418.44,0.0443,693.75,0.0
1.0,105628302.0,Warren County SD,Warren,84814421.59,26560906.859999992,3575718.66,30136625.52,0.3553,47570590.26,0.5609,7104280.2,0.0838,2925.61,0.0
1.0,101630504.0,Avella Area SD,Washington,17152727.26,3409930.32,366854.05000000005,3776784.37,0.2202,6826236.96,0.398,442974.23,0.0258,6106731.7,0.356
1.0,101630903.0,Bentworth SD,Washington,20138253.22,7100587.199999999,779597.61,7880184.81,0.3913,10813367.11,0.537,1006538.3,0.05,438163.0,0.0218
1.0,101631003.0,Bethlehem-Center SD,Washington,20702044.82,5033696.29,704659.66,5738355.95,0.2772,14080447.31,0.6801,855566.56,0.0413,27675.0,0.0013
1.0,101631203.0,Burgettstown Area SD,Washington,21234743.47,9006313.36,574691.38,9581004.74,0.4512,11022120.66,0.5191,615162.09,0.029,16455.98,0.0008
1.0,101631503.0,California Area SD,Washington,15955253.81,5609731.190000002,256040.77,5865771.96,0.3676,9462780.86,0.5931,626700.99,0.0393,,0.0
1.0,101631703.0,Canon-McMillan SD,Washington,95817171.29,65954438.120000005,2991307.62,68945745.74,0.7196,25013083.32,0.2611,1224781.46,0.0128,633560.77,0.0066
1.0,101631803.0,Charleroi SD,Washington,27359956.2,9986553.579999998,337900.82,10324454.4,0.3774,15438701.86,0.5643,1596799.94,0.0584,,0.0
1.0,101631903.0,Chartiers-Houston SD,Washington,21826775.56,12570098.229999999,418161.41000000003,12988259.64,0.5951,8514903.88,0.3901,323612.04,0.0148,,0.0
1.0,101632403.0,Fort Cherry SD,Washington,20127962.49,8323409.02,450586.37,8773995.39,0.4359,10803818.44,0.5368,550148.66,0.0273,,0.0
1.0,101633903.0,McGuffey SD,Washington,32232667.24,13266482.29,716036.04,13982518.33,0.4338,17256058.94,0.5354,994089.97,0.0308,,0.0
1.0,101636503.0,Peters Township SD,Washington,70851945.0,52344643.0,1034122.0,53378765.0,0.7534,16421959.0,0.2318,1050361.0,0.0148,860.0,0.0
1.0,101637002.0,Ringgold SD,Washington,48374755.64,22778698.19,902302.7699999999,23681000.96,0.4895,22971595.78,0.4749,1663361.0,0.0344,58797.9,0.0012
1.0,101638003.0,Trinity Area SD,Washington,63505606.19,35817981.29,1534261.12,37352242.41,0.5882,23445876.95,0.3692,2690507.93,0.0424,16978.9,0.0003
1.0,101638803.0,Washington SD,Washington,30976938.7,10989281.479999999,632269.5399999999,11621551.02,0.3752,15921197.82,0.514,2352899.57,0.076,1081290.29,0.0349
1.0,119648703.0,Wayne Highlands SD,Wayne,60457908.97,36782495.9,2003334.84,38785830.74,0.6415,19262932.47,0.3186,2409145.76,0.0398,,0.0
1.0,119648903.0,Western Wayne SD,Wayne,49221868.82,28453013.870000005,1230015.99,29683029.86,0.603,17388434.78,0.3533,2142392.18,0.0435,8012.0,0.0002
1.0,107650603.0,Belle Vernon Area SD,Westmoreland,40170360.0,19342004.0,632236.0,19974240.0,0.4972,18119331.0,0.4511,1533652.0,0.0382,543137.0,0.0135
1.0,107650703.0,Burrell SD,Westmoreland,31524741.89,17855771.2,790592.0599999999,18646363.26,0.5915,12169435.79,0.386,708942.84,0.0225,,0.0
1.0,107651603.0,Derry Area SD,Westmoreland,37472876.59,14220236.67,1140930.21,15361166.88,0.4099,20203555.38,0.5392,1908154.33,0.0509,,0.0
1.0,107652603.0,Franklin Regional SD,Westmoreland,61237382.06,41658314.70999999,1241717.72,42900032.43,0.7006,17395958.29,0.2841,794312.46,0.013,147078.88,0.0024
1.0,107653102.0,Greater Latrobe SD,Westmoreland,59105971.64,35083408.46000001,1314578.14,36397986.6,0.6158,21219226.33,0.359,1485283.71,0.0251,3475.0,0.0001
1.0,107653203.0,Greensburg Salem SD,Westmoreland,49066222.14,24758311.319999997,712788.72,25471100.04,0.5191,19829175.84,0.4041,2815946.26,0.0574,950000.0,0.0194
1.0,107653802.0,Hempfield Area SD,Westmoreland,97811724.0,59276049.0,1767318.0,61043367.0,0.6241,34565602.0,0.3534,2199782.0,0.0225,2973.0,0.0
1.0,107654103.0,Jeannette City SD,Westmoreland,20363477.37,5460507.35,632725.26,6093232.61,0.2992,12971188.33,0.637,1299056.43,0.0638,,0.0
1.0,107654403.0,Kiski Area SD,Westmoreland,59896553.55,26122314.35,1410910.9500000002,27533225.3,0.4597,30260051.57,0.5052,2070061.63,0.0346,33215.05,0.0006
1.0,107654903.0,Ligonier Valley SD,Westmoreland,32917412.79,18295608.53,941016.4199999999,19236624.95,0.5844,12038288.82,0.3657,1642499.02,0.0499,,0.0
1.0,107655803.0,Monessen City SD,Westmoreland,16784700.84,4459637.4399999995,355710.08,4815347.52,0.2869,10494473.62,0.6252,1474879.7,0.0879,,0.0
1.0,107655903.0,Mount Pleasant Area SD,Westmoreland,45739672.91,16665341.729999999,806243.04,17471584.77,0.382,16468030.75,0.36,1225593.18,0.0268,10574464.21,0.2312
1.0,107656303.0,New Kensington-Arnold SD,Westmoreland,39156289.27,11637106.209999999,852458.4799999999,12489564.69,0.319,22734609.83,0.5806,3932114.75,0.1004,,0.0
1.0,107656502.0,Norwin SD,Westmoreland,76830697.24,42550697.95000001,1152579.8900000001,43703277.84,0.5688,30711857.03,0.3997,2415041.07,0.0314,521.3,0.0
1.0,107657103.0,Penn-Trafford SD,Westmoreland,73549760.36,32604630.140000004,863779.4200000002,33468409.56,0.455,26666009.2,0.3626,1181533.7,0.0161,12233807.9,0.1663
1.0,107657503.0,Southmoreland SD,Westmoreland,31579453.04,12579453.059999999,479172.99999999994,13058626.06,0.4135,17299818.3,0.5478,1071008.68,0.0339,150000.0,0.0047
1.0,107658903.0,Yough SD,Westmoreland,34869472.54,13951591.600000003,902961.2,14854552.8,0.426,18447982.33,0.5291,1566937.41,0.0449,,0.0
1.0,119665003.0,Lackawanna Trail SD,Wyoming,22788684.0,10318142.0,545098.0,10863240.0,0.4767,10330582.0,0.4533,1593174.0,0.0699,1688.0,0.0001
1.0,118667503.0,Tunkhannock Area SD,Wyoming,50026143.18,25456349.450000003,730332.85,26186682.3,0.5235,21902496.99,0.4378,1936963.89,0.0387,,0.0
1.0,112671303.0,Central York SD,York,96469033.24,67335973.09,1045847.6000000001,68381820.69,0.7088,24766354.71,0.2567,3320857.84,0.0344,,0.0
1.0,112671603.0,Dallastown Area SD,York,111962972.26,78241257.69,1945269.74,80186527.43,0.7162,29465787.06,0.2632,2305376.76,0.0206,5281.01,0.0
1.0,112671803.0,Dover Area SD,York,67413920.39,37661715.36000001,1442262.5399999998,39103977.9,0.5801,26042842.41,0.3863,2050527.06,0.0304,216573.02,0.0032
1.0,112672203.0,Eastern York SD,York,49924393.62,31042856.740000002,722348.9800000001,31765205.72,0.6363,17021709.62,0.3409,1132236.68,0.0227,5241.6,0.0001
1.0,112672803.0,Hanover Public SD,York,40255707.0,24684330.0,737331.0,25421661.0,0.6315,9853632.0,0.2448,1580414.0,0.0393,3400000.0,0.0845
1.0,112674403.0,Northeastern York SD,York,75303604.21,47433184.38999999,956729.16,48389913.55,0.6426,25435516.22,0.3378,1478174.44,0.0196,,0.0
1.0,115674603.0,Northern York County SD,York,68826715.64,32670302.220000003,1104973.4200000002,33775275.64,0.4907,17131773.75,0.2489,1739794.48,0.0253,16179871.77,0.2351
1.0,112675503.0,Red Lion Area SD,York,95655706.0,52137964.0,2150207.0,54288171.0,0.5675,35703947.0,0.3733,5663588.0,0.0592,,0.0
1.0,112676203.0,South Eastern SD,York,57391823.13,35122995.69,762310.09,35885305.78,0.6253,19497176.32,0.3397,1986239.25,0.0346,23101.78,0.0004
1.0,112676403.0,South Western SD,York,73656951.0,48344490.449999996,1058189.2,49402679.65,0.6707,23011691.4,0.3124,1242579.95,0.0169,,0.0
1.0,112676503.0,Southern York County SD,York,58568584.75,37843344.46,1086252.7,38929597.16,0.6647,18637325.49,0.3182,986105.1,0.0168,15557.0,0.0003
1.0,112676703.0,Spring Grove Area SD,York,112843818.47,46493401.42999999,1875364.17,48368765.6,0.4286,24025439.69,0.2129,1212113.18,0.0107,39237500.0,0.3477
1.0,115219002.0,West Shore SD,York,143542636.21,88937848.02999999,2792458.09,91730306.12,0.639,34140690.57,0.2378,3442149.42,0.024,14229490.1,0.0991
1.0,112678503.0,West York Area SD,York,61685826.0,41027503.0,2007324.0,43034827.0,0.6976,17245006.0,0.2796,1124211.0,0.0182,281782.0,0.0046
1.0,112679002.0,York City SD,York,180580575.62,36415962.489999995,2935206.29,39351168.78,0.2179,103362248.27,0.5724,12772158.57,0.0707,25095000.0,0.139
1.0,112679403.0,York Suburban SD,York,61465305.47,47389627.01,1233896.62,48623523.63,0.7911,11423906.62,0.1859,769935.16,0.0125,647940.06,0.0105
3.0,112015106.0,Adams County Technical Institute,Adams,1376847.33,0.0,1237272.3299999998,1237272.33,0.8986,0.0,0.0,139575.0,0.1014,,0.0
3.0,103020407.0,A W Beattie Career Center,Allegheny,10719154.54,0.0,8403467.39,8403467.39,0.784,1800572.15,0.168,515115.0,0.0481,,0.0
3.0,103023807.0,Forbes Road CTC,Allegheny,6643198.26,0.0,4409566.909999999,4409566.91,0.6638,1528813.35,0.2301,704818.0,0.1061,,0.0
3.0,103027307.0,Parkway West CTC,Allegheny,8686568.0,0.0,6366781.0,6366781.0,0.7329,1550218.0,0.1785,754569.0,0.0869,15000.0,0.0017
3.0,103028807.0,Steel Center for Career and Technical Education,Allegheny,6426707.04,0.0,4487351.050000001,4487351.05,0.6982,1613730.1,0.2511,325625.89,0.0507,,0.0
3.0,128034607.0,Lenape Tech,Armstrong,9426821.73,0.0,7393418.7700000005,7393418.77,0.7843,1850735.8,0.1963,182667.16,0.0194,,0.0
3.0,127041307.0,Beaver County CTC,Beaver,6833205.59,0.0,4739191.96,4739191.96,0.6936,1567222.67,0.2294,521790.96,0.0764,5000.0,0.0007
3.0,108051307.0,Bedford County Technical Center,Bedford,2127492.08,0.0,1344821.95,1344821.95,0.6321,564683.56,0.2654,217986.57,0.1025,,0.0
3.0,114060557.0,Berks CTC,Berks,19064878.52,0.0,14664163.48,14664163.48,0.7692,3467201.11,0.1819,898796.25,0.0471,34717.68,0.0018
3.0,114067107.0,Reading Muhlenberg CTC,Berks,11760097.48,0.0,7608439.28,7608439.28,0.647,3298132.94,0.2805,852943.86,0.0725,581.4,0.0
3.0,108070607.0,Greater Altoona CTC,Blair,12304038.2,0.0,8337701.13,8337701.13,0.6776,2548003.34,0.2071,1418333.73,0.1153,,0.0
3.0,117080607.0,Northern Tier Career Center,Bradford,4862289.46,0.0,3263558.0599999996,3263558.06,0.6712,989708.87,0.2035,609022.53,0.1253,,0.0
3.0,122091457.0,Bucks County Technical High School,Bucks,29497381.0,0.0,23255741.0,23255741.0,0.7884,4639857.0,0.1573,1314373.0,0.0446,287410.0,0.0097
3.0,122097007.0,Middle Bucks Institute of Technology,Bucks,12208884.42,0.0,9919103.95,9919103.95,0.8124,1811847.63,0.1484,477932.84,0.0391,,0.0
3.0,122099007.0,Upper Bucks County Technical School,Bucks,10732085.24,0.0,9032512.25,9032512.25,0.8416,1432924.99,0.1335,266648.0,0.0248,,0.0
3.0,104101307.0,Butler County AVTS,Butler,5523395.0,0.0,3545752.0,3545752.0,0.642,1535434.0,0.278,442209.0,0.0801,,0.0
3.0,108110307.0,Admiral Peary AVTS,Cambria,5934065.3,0.0,3243764.17,3243764.17,0.5466,1179657.12,0.1988,140546.01,0.0237,1370098.0,0.2309
3.0,108112607.0,Greater Johnstown CTC,Cambria,8069906.42,0.0,4469398.62,4469398.62,0.5538,1495226.3,0.1853,2105281.5,0.2609,,0.0
3.0,121131507.0,Carbon Career & Technical Institute,Carbon,8248540.0,0.0,6461694.0,6461694.0,0.7834,1567771.0,0.1901,219075.0,0.0266,,0.0
3.0,110141607.0,Central PA Institute of Science & Technology,Centre,9287778.5,0.0,6488701.67,6488701.67,0.6986,1736377.83,0.187,1062699.0,0.1144,,0.0
3.0,124151607.0,Chester County Technical College HS,Chester,32686035.32,0.0,25916098.15,25916098.15,0.7929,4748697.83,0.1453,2021239.34,0.0618,,0.0
3.0,106161357.0,Clarion County Career Center,Clarion,2891355.17,0.0,1897554.02,1897554.02,0.6563,754911.15,0.2611,238890.0,0.0826,,0.0
3.0,110171607.0,Clearfield County CTC,Clearfield,6714700.16,0.0,4493285.63,4493285.63,0.6692,1225730.8,0.1825,995683.73,0.1483,,0.0
3.0,116191757.0,Columbia-Montour AVTS,Columbia,9924595.0,0.0,7893268.0,7893268.0,0.7953,1749209.0,0.1762,278293.0,0.028,3825.0,0.0004
3.0,105201407.0,Crawford County CTC,Crawford,7153059.92,0.0,5204169.1899999995,5204169.19,0.7275,1190569.31,0.1664,758321.42,0.106,,0.0
3.0,115211657.0,Cumberland Perry Area Career & Technical Center,Cumberland,9945246.33,0.0,7230628.970000001,7230628.97,0.727,1973047.1,0.1984,740070.26,0.0744,1500.0,0.0002
3.0,115221607.0,Dauphin County Technical School,Dauphin,21836323.81,0.0,17500818.92,17500818.92,0.8015,3245600.06,0.1486,1089904.83,0.0499,,0.0
3.0,125232407.0,Delaware County Technical High School,Delaware,18563219.89,0.0,14174023.510000002,14174023.51,0.7636,2775245.53,0.1495,1613950.85,0.0869,,0.0
3.0,105252807.0,Erie County Technical School,Erie,7687179.39,0.0,5475886.0,5475886.0,0.7123,1603271.24,0.2086,547160.17,0.0712,60861.98,0.0079
3.0,101266007.0,Connellsville Area Career & Technical Center,Fayette,4064882.08,0.0,2595636.8000000003,2595636.8,0.6386,1276596.28,0.3141,192649.0,0.0474,,0.0
3.0,101262507.0,Fayette County Career & Technical Institute,Fayette,8799566.73,0.0,4543895.4799999995,4543895.48,0.5164,1788820.22,0.2033,2418541.36,0.2748,48309.67,0.0055
3.0,112282307.0,Franklin County CTC,Franklin,20122127.35,0.0,6253043.03,6253043.03,0.3108,2014498.81,0.1001,642972.0,0.032,11211613.51,0.5572
3.0,111292507.0,Fulton County Center for Career and Technology,Fulton,1174966.0,0.0,726924.0,726924.0,0.6187,285711.0,0.2432,162331.0,0.1382,,0.0
3.0,101302607.0,Greene County CTC,Greene,3969155.19,0.0,2482643.97,2482643.97,0.6255,750590.22,0.1891,618811.0,0.1559,117110.0,0.0295
3.0,111312607.0,Huntingdon County CTC,Huntingdon,2781736.71,0.0,1942648.6300000001,1942648.63,0.6984,614619.47,0.2209,213760.61,0.0768,10708.0,0.0038
3.0,128324207.0,Indiana County Technology Center,Indiana,7244972.48,0.0,4928533.869999999,4928533.87,0.6803,1377696.72,0.1902,936726.36,0.1293,2015.53,0.0003
3.0,106333407.0,Jefferson County-DuBois AVTS,Jefferson,8737086.07,0.0,6471991.9,6471991.9,0.7407,1387308.93,0.1588,877785.24,0.1005,,0.0
3.0,119354207.0,CTC of Lackawanna County,Lackawanna,8070919.0,0.0,4657089.0,4657089.0,0.577,2145242.0,0.2658,1268588.0,0.1572,,0.0
3.0,113363807.0,Lancaster County CTC,Lancaster,30707494.21,0.0,19019578.000000004,19019578.0,0.6194,5207178.0,0.1696,5520861.0,0.1798,959877.21,0.0313
3.0,104374207.0,Lawrence County CTC,Lawrence,6966163.38,0.0,5245061.29,5245061.29,0.7529,1287558.09,0.1848,433544.0,0.0622,,0.0
3.0,113384307.0,Lebanon County CTC,Lebanon,10668866.17,0.0,5934975.57,5934975.57,0.5563,1988920.73,0.1864,2743769.87,0.2572,1200.0,0.0001
3.0,121393007.0,Lehigh Career & Technical Institute,Lehigh,32415137.42,0.0,24290480.409999996,24290480.41,0.7494,6275791.54,0.1936,1848380.5,0.057,484.97,0.0
3.0,118408707.0,West Side CTC,Luzerne,8279271.3,0.0,6377469.04,6377469.04,0.7703,1469036.04,0.1774,432766.22,0.0523,,0.0
3.0,118408607.0,Wilkes-Barre Area CTC,Luzerne,10357312.29,0.0,7550198.21,7550198.21,0.729,2240065.08,0.2163,567049.0,0.0547,,0.0
3.0,117414807.0,Lycoming CTC,Lycoming,2092865.2,0.0,1391598.6,1391598.6,0.6649,518021.31,0.2475,183245.29,0.0876,,0.0
3.0,109420107.0,Seneca Highlands Career and Technical Center,McKean,2309616.0,0.0,1494648.18,1494648.18,0.6471,682106.83,0.2953,132860.99,0.0575,,0.0
3.0,104435107.0,Mercer County Career Center,Mercer,5920081.0,0.0,4141873.0,4141873.0,0.6996,1196347.0,0.2021,577756.0,0.0976,4105.0,0.0007
3.0,111444307.0,Mifflin County Academy of Science and Technology,Mifflin,4573795.0,0.0,2912849.0,2912849.0,0.6369,1025488.0,0.2242,624492.0,0.1365,10966.0,0.0024
3.0,120454507.0,Monroe Career & Tech Inst,Monroe,10544817.91,0.0,7213843.81,7213843.81,0.6841,2615977.29,0.2481,706228.41,0.067,8768.4,0.0008
3.0,123460957.0,Central Montco Technical High School,Montgomery,9950567.75,0.0,7723072.75,7723072.75,0.7761,1737051.0,0.1746,490444.0,0.0493,,0.0
3.0,123463507.0,Eastern Center for Arts & Technology,Montgomery,11025661.43,0.0,7418045.529999999,7418045.53,0.6728,1813433.58,0.1645,1790026.32,0.1624,4156.0,0.0004
