Cat,AUN,School District,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Cuurent Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,"Actual Instruction Expense
Summer 2024","Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
3.0,117414807.0,Lycoming CTC,Lycoming,1338773.64,501252.06,,1840025.7,2736.41,318552.0,2161314.11,,,,1338773.64,,,,,,36720.0,57706.84,326041.34,,29248.24,,,51535.64,
3.0,109420107.0,Seneca Highlands Career and Technical Center,McKean,1709665.56,947018.4,,2656683.96,,,2656683.96,,134130.19,,1540782.82,34752.55,,,,,43166.82,58596.6,326406.97,,80227.11,437670.29,,950.61,
3.0,104435107.0,Mercer County Career Center,Mercer,3173200.65,2510995.0,4755.0,5688950.65,156348.0,967950.0,6813248.65,,-0.35,,3057309.0,,,115892.0,,,203353.0,241581.0,953387.0,148749.0,271180.0,692745.0,,,
3.0,111444307.0,Mifflin County Academy of Science and Technology,Mifflin,3442967.0,1448855.0,19527.0,4911349.0,,179428.0,5090777.0,,,130407.0,1793044.0,,,1519516.0,,,,,519664.0,42926.0,243388.0,587698.0,,55179.0,
3.0,120454507.0,Monroe Career & Tech Inst,Monroe,6183196.09,4306782.53,43061.95,10533040.57,,298603.84,10831644.41,,536865.7,495812.29,4736840.88,,,413677.22,,,666399.28,347112.86,782142.72,110869.25,436185.6,1506678.35,,457394.47,
3.0,123460957.0,Central Montco Technical High School,Montgomery,4951424.0,4216909.0,49113.0,9217446.0,697241.0,1598762.0,11513449.0,,,2.0,4949543.0,1879.0,,,,,1143113.0,,981150.0,107076.0,354000.0,1380139.0,,251431.0,
3.0,123463507.0,Eastern Center for Arts & Technology,Montgomery,5471721.0,5107438.0,49249.0,10628408.0,14221.0,314025.0,10956654.0,,,515246.0,4895658.0,25471.0,,35346.0,,,574743.0,69484.0,1821270.0,78911.0,845574.0,933488.0,,783968.0,
3.0,123465507.0,North Montco Tech Career Center,Montgomery,9314138.0,5491237.0,36345.0,14841720.0,218093.0,1002196.0,16062009.0,,1195711.0,963863.0,6028089.0,205485.0,,920990.0,,,802474.0,96378.0,1503674.0,54800.0,479797.0,1877058.0,,677056.0,
3.0,123469007.0,Western Montgomery CTC,Montgomery,4598549.39,3199547.7,82068.53,7880165.62,76215.0,606784.0,8563164.62,,89731.35,649342.15,3848352.54,,,11123.35,,,198730.59,48033.32,743667.51,71264.79,243779.99,1386104.62,227997.03,279969.85,
3.0,120481107.0,Bethlehem AVTS,Northampton,6704876.9,5355086.26,131317.66,12191280.82,624547.76,1360888.86,14176717.44,,693035.35,556640.38,5455201.17,,,,,,1336035.43,56541.32,875282.68,96392.1,550340.79,1925270.78,,515223.16,
3.0,120483007.0,Career Institute of Technology,Northampton,3825292.99,3704971.84,51971.74,7582236.57,53534.42,1175656.43,8811427.42,,323668.41,109442.79,3390141.79,,,,2040.0,,534568.86,155249.61,806704.34,74872.06,444882.91,1307593.41,17482.51,356315.89,7302.25
3.0,116495207.0,Northumberland County CTC,Northumberland,1194618.57,839355.84,,2033974.41,,24391.25,2058365.66,,,,1194618.57,,,,,,,4224.91,346496.25,,191331.05,293595.83,,3707.8,
3.0,126514007.0,Philadelphia AVTS,Philadelphia,28253157.42,9519013.6,147341.98,37919513.0,,,37919513.0,,22903749.69,,5349407.73,,,,,,2182980.72,777656.19,3509018.52,275365.3,213793.81,2236241.17,,323957.89,
3.0,129546907.0,Schuylkill Technology Centers,Schuylkill,4652206.28,4326219.38,20844.34,8999270.0,,,8999270.0,,408495.19,586832.91,3656878.18,,,,,,350784.02,223071.74,837732.27,210171.05,595488.46,1563165.21,545806.63,,
3.0,108567807.0,Somerset County Technology Center,Somerset,3965585.31,3083872.97,45459.03,7094917.31,,31745.53,7126662.84,,,,2952587.58,,,1012997.73,,,236873.9,160467.03,230867.98,117777.82,258318.44,1022883.6,553657.5,367978.29,135048.41
3.0,119584707.0,Susquehanna County CTC,Susquehanna,2941008.04,3069093.21,8274.63,6018375.88,,6347.76,6024723.64,,,,2220708.55,,,719799.49,500.0,,250869.24,45008.89,713809.51,,144707.36,1227993.27,561930.23,124774.71,
3.0,116606707.0,SUN Area Technical Institute,Union,4291018.67,2619501.77,19976.18,6930496.62,288021.61,179940.04,7398458.27,,129881.07,632416.56,3511633.68,12107.61,,4979.75,,,140882.23,616055.44,584529.35,83274.18,138344.29,1008686.13,,47730.15,
3.0,106619107.0,Venango Technology Center,Venango,4719315.72,2605116.58,,7324432.3,210973.85,378139.69,7913545.84,,,121830.84,3560864.95,,,1036619.93,,,456674.78,166487.8,392076.06,225.14,226134.67,834075.76,446102.94,83339.43,
3.0,101634207.0,Mon Valley CTC,Washington,2101184.64,1290851.72,44710.58,3436746.94,87451.0,423536.9,3947734.84,,135128.63,117615.63,1847753.08,,,687.3,,,86766.04,31234.36,325265.97,2001.0,103950.56,571107.03,,170526.76,
3.0,101638907.0,Western Area CTC,Washington,3237259.71,2047016.94,51378.7,5335655.35,56995.0,292095.73,5684746.08,,250082.49,,2084726.06,,,902451.16,,,298635.47,,570273.79,65353.67,198371.6,794035.45,,120346.96,
3.0,107651207.0,Central Westmoreland CTC,Westmoreland,6246346.31,4284678.88,37409.23,10568434.42,500672.88,65000.0,11134107.3,,200244.68,652797.13,5090359.24,295.23,,302650.03,,,477391.14,91718.76,1218497.26,99171.58,188986.29,1674437.04,24000.0,510476.81,
3.0,107652207.0,Eastern Westmoreland CTC,Westmoreland,2704587.91,1639291.54,15257.01,4359136.46,,,4359136.46,,,131243.19,2442134.19,115435.49,,15775.04,,,226254.29,48084.42,553482.9,1070.72,258174.04,552225.17,,,
3.0,107656407.0,Northern Westmoreland CTC,Westmoreland,2038136.84,1596284.3,9182.86,3643604.0,77743.13,9296.82,3730643.95,,,141072.88,1852910.59,,,44153.37,,,211027.67,231723.33,338367.75,,233667.51,579204.57,,2293.47,
3.0,112679107.0,York Co School of Technology,York,20802154.01,11210250.06,847586.07,32859990.14,,105277.2,32965267.34,,7583899.2,1975668.85,6717130.11,19901.29,,4505554.56,,,1450878.01,735624.51,1726943.72,213849.83,583069.63,3189304.69,2224680.95,1085898.72,
4.0,197010542.0,Gettysburg Montessori CS,Adams,2107845.0,1662891.0,54877.0,3825613.0,15302.0,331347.0,4172262.0,,1747572.0,360273.0,,,,,,,122075.0,69103.0,687933.0,62801.0,89486.0,498360.0,133133.0,,
4.0,141019741.0,Vida CS,Adams,2421681.63,1162745.0,71660.0,3656086.63,,,3656086.63,,2181719.63,239962.0,,,,,,,11530.0,94574.0,661325.0,67040.0,88903.0,212813.0,25060.0,1500.0,
4.0,102024758.0,Catalyst Academy CS,Allegheny,1976616.0,2938832.0,263068.0,5178516.0,,6656.0,5185172.0,,1505886.0,470730.0,,,,,,,659631.0,81860.0,1001708.0,,99101.0,1017773.0,2175.0,76584.0,
4.0,102020001.0,City CHS,Allegheny,7790173.0,11252452.0,157765.0,19200390.0,,1618132.0,20818522.0,,5941559.0,1819667.0,,,,,28947.0,,700200.0,345148.0,753103.0,106779.0,174390.0,8064747.0,73704.0,987392.0,46989.0
4.0,199025446.0,Environmental CS at Frick Park,Allegheny,14678898.0,22042539.0,,36721437.0,,3396537.0,40117974.0,,10758627.0,3920271.0,,,,,,,2510047.0,1108419.0,3275499.0,327087.0,417932.0,14403555.0,,,
4.0,103029865.0,Life Male STEAM Academy CS,Allegheny,1226133.0,1140808.0,132379.0,2499320.0,,,2499320.0,,1006192.0,219941.0,,,,,,,99920.0,,643784.0,51430.0,108393.0,237281.0,,,
4.0,102023030.0,Manchester Academic CS,Allegheny,4950917.0,4106723.0,631223.0,9688863.0,79320.0,24741.0,9792924.0,,4088700.0,860717.0,,1500.0,,,,,221714.0,996870.0,951875.0,57932.0,610124.0,1125031.0,127485.0,15692.0,
4.0,102023217.0,Passport Academy CS,Allegheny,1452596.0,2426465.0,37545.0,3916606.0,,375853.0,4292459.0,,1169688.0,282908.0,,,,,,,156299.0,236535.0,304030.0,74814.0,334336.0,1007295.0,61599.0,249800.0,1757.0
4.0,103022481.0,Penn Hills CS of Entrepreneurship,Allegheny,4833817.0,3288394.0,194954.0,8317165.0,1430146.0,195124.0,9942435.0,,4185016.0,626789.0,,22012.0,,,,,269804.0,62114.0,1647359.0,136783.0,194283.0,929246.0,48805.0,,
4.0,115220003.0,Pennsylvania Distance Learning CS,Allegheny,14092040.0,8996294.0,120421.0,23208755.0,,1289879.0,24498634.0,,10204473.0,3884228.0,,3339.0,,,,,4048572.0,244451.0,3573724.0,123735.0,801990.0,203822.0,,,
4.0,160028259.0,Propel CS-Braddock Hills,Allegheny,9378009.0,7026553.0,162795.0,16567357.0,,1804786.0,18372143.0,,5841127.0,3388561.0,1104.0,147217.0,,,,,1350818.0,209342.0,3695513.0,308117.0,22321.0,1167277.0,24776.0,248389.0,
4.0,103020005.0,Propel CS-East,Allegheny,3942870.0,2909260.0,37191.0,6889321.0,,410642.0,7299963.0,,2942508.0,984370.0,,15992.0,,,,,472461.0,95438.0,1464645.0,65410.0,7910.0,545349.0,13576.0,97428.0,147043.0
4.0,103024952.0,Propel CS-Hazelwood,Allegheny,3758419.0,2948545.0,26442.0,6733406.0,,563634.0,7297040.0,,2093503.0,1631288.0,3200.0,30428.0,,,,,371265.0,35037.0,1450122.0,108179.0,7439.0,494298.0,626.0,92341.0,389238.0
4.0,103020002.0,Propel CS-Homestead,Allegheny,7164019.0,4773348.0,117450.0,12054817.0,360.0,2331805.0,14386982.0,,4352717.0,2720411.0,675.0,90216.0,,,,,857794.0,171042.0,2234878.0,239152.0,23629.0,1080069.0,15557.0,151227.0,
4.0,103020003.0,Propel CS-McKeesport,Allegheny,3865823.0,2297219.0,33448.0,6196490.0,,1604042.0,7800532.0,,2557291.0,1272251.0,2500.0,33781.0,,,,,378974.0,82567.0,1059344.0,144972.0,7616.0,525720.0,1379.0,96647.0,
4.0,103020004.0,Propel CS-Montour,Allegheny,8628960.0,6996020.0,151564.0,15776544.0,,1365132.0,17141676.0,,5374763.0,3107033.0,6350.0,140814.0,,,,,1270351.0,165446.0,3886431.0,226948.0,19998.0,1201432.0,5562.0,219852.0,
4.0,103028192.0,Propel CS-Northside,Allegheny,4299148.0,3912460.0,25410.0,8237018.0,,1212027.0,9449045.0,,2289186.0,1975276.0,,34686.0,,,,,423348.0,158021.0,2415193.0,113746.0,7934.0,690819.0,137.0,103262.0,
4.0,103024162.0,Propel CS-Pitcairn,Allegheny,3736122.0,1424041.0,28811.0,5188974.0,,51882.0,5240856.0,,2218511.0,1469664.0,,47947.0,,,,,225734.0,73692.0,503643.0,88349.0,7547.0,424788.0,12598.0,87690.0,
4.0,102027560.0,Provident CS,Allegheny,5241206.88,4695755.4,428.0,9937390.28,67950.92,3730000.0,13735341.2,,2668392.55,2541814.18,,31000.15,,,,,821955.16,1012748.43,1056031.6,214467.72,303096.38,1019492.48,114714.29,153249.34,
4.0,103023410.0,Spectrum CS,Allegheny,685961.0,730662.0,16656.0,1433279.0,50843.0,1619.0,1485741.0,,,652487.0,33474.0,,,,,,176906.0,6688.0,198729.0,47270.0,137859.0,139480.0,3883.0,19847.0,
4.0,102020003.0,The New Academy CS,Allegheny,1008570.0,1003262.0,123551.0,2135383.0,57463.0,,2192846.0,,665688.0,342882.0,,,,,,,,311883.0,313091.0,56984.0,103102.0,96033.0,119806.0,2363.0,
4.0,103023090.0,Urban Academy of Greater Pittsburgh CS,Allegheny,3473057.0,3497231.0,631787.0,7602075.0,606987.0,974939.0,9184001.0,,2973484.0,499573.0,,,,,,,480023.0,32340.0,1840697.0,113468.0,356367.0,576319.0,98017.0,,
4.0,102023080.0,Urban Pathways 6-12 CS,Allegheny,3918022.0,3165739.0,341731.0,7425492.0,,678280.0,8103772.0,,3002890.0,882421.0,,32711.0,,,,,841651.0,62904.0,1451907.0,135047.0,147508.0,517606.0,9116.0,,
4.0,103028246.0,Urban Pathways K-5 College CS,Allegheny,3151790.0,4385407.0,358016.0,7895213.0,,,7895213.0,,2602567.0,538282.0,,10941.0,,,,,182289.0,194357.0,1335732.0,136103.0,544824.0,1512998.0,330490.0,148614.0,
4.0,103028425.0,Westinghouse Arts Academy CS,Allegheny,2279869.09,3208558.86,149289.55,5637717.5,603221.02,74134.44,6315072.96,,2026392.76,245803.56,,7672.77,,,,,249626.84,10945.47,606253.49,102865.57,487385.48,1235536.32,233073.61,253386.37,29485.71
4.0,103020368.0,Young Scholars of Greater Allegheny CS,Allegheny,3863851.0,2264278.0,51599.0,6179728.0,,,6179728.0,,3367291.0,496560.0,,,,,,,,695375.0,739041.0,88729.0,274613.0,466520.0,,,
4.0,103025206.0,Young Scholars of Western Pennsylvania CS,Allegheny,4280079.0,2431045.0,95099.0,6806223.0,84490.0,674837.0,7565550.0,,3867798.0,412281.0,,,,,,,,1047932.0,641695.0,114990.0,337915.0,288513.0,,,
4.0,127046517.0,Baden Academy CS,Beaver,5563221.15,3352151.93,1441.38,8916814.46,95169.63,606090.48,9618074.57,,4067923.9,1495078.31,,218.94,,,,,411703.01,329837.57,772884.54,92089.35,284517.22,1164345.01,104454.08,131702.37,60618.78
4.0,127040002.0,Lincoln Park Performing Arts CS,Beaver,5833308.84,4682177.01,427989.37,10943475.22,54553.25,1169172.0,12167200.47,,5540698.63,284472.71,8137.5,,,,,,331112.59,24025.76,930387.17,120532.36,203426.49,2105538.39,753381.67,213772.58,
4.0,127041735.0,Midland Innovation & Technology CS,Beaver,1185790.91,4879473.13,8427.83,6073691.87,221963.12,506498.15,6802153.14,,956358.94,224201.77,,5230.2,,,,,136383.11,393837.44,776869.13,83660.04,159821.02,3175391.51,108244.95,44360.87,905.06
4.0,127043430.0,Pennsylvania Cyber CS,Beaver,112270052.73,56126507.41,473220.14,168869780.28,3599280.83,2639374.68,175108435.79,,71885774.17,38986195.87,,1398082.69,,,,,13445089.78,3832505.13,8432825.33,1104555.2,7369459.22,12811138.58,,9130934.17,
4.0,108057079.0,HOPE for Hyndman CS,Bedford,1515993.0,1962058.0,332097.0,3810148.0,,250000.0,4060148.0,,1274629.0,175506.0,,65858.0,,,,,30307.0,1929.0,352603.0,25064.0,123874.0,1333873.0,94408.0,,
4.0,108070001.0,Central PA Digital Learning Foundation CS,Blair,2260512.3,1320327.35,,3580839.65,21682.0,62573.0,3665094.65,,1509751.55,684732.53,27779.07,38249.15,,,,,401295.74,48164.94,490443.58,5598.69,225893.94,27084.22,,121846.24,
4.0,122093460.0,Bucks County Montessori CS,Bucks,1919613.0,1136921.0,32718.0,3089252.0,84701.0,,3173953.0,,1177076.0,656306.0,,86231.0,,,,,55820.0,43387.0,575253.0,93735.0,5913.0,249482.0,,113331.0,
4.0,122090001.0,Center for Student Learning CS at Pennsbury,Bucks,1826602.0,1226426.0,50.0,3053078.0,63424.0,162936.0,3279438.0,,1430898.0,394579.0,,,,,1125.0,,144457.0,41.0,573534.0,78356.0,208148.0,166466.0,10576.0,44848.0,
4.0,122093140.0,School Lane CS,Bucks,12053429.5,7723282.06,103541.17,19880252.73,,3006650.0,22886902.73,,8585958.4,3416224.07,,51247.03,,,,,904576.49,344493.49,2676561.08,375166.47,1022130.48,2383949.0,2628.24,13776.81,
4.0,110143060.0,Centre Learning Community CS,Centre,1190690.72,374986.19,3597.0,1569273.91,21969.46,40746.24,1631989.61,,993187.23,174564.04,,22939.45,,,,,90741.9,1710.0,60139.4,13015.7,132090.59,77047.59,241.01,,
4.0,110143120.0,Nittany Valley CS,Centre,705291.0,226726.0,6796.0,938813.0,,42644.0,981457.0,,480170.0,225121.0,,,,,,,,,100520.0,4575.0,28498.0,93133.0,,,
4.0,110140001.0,Young Scholars of Central PA CS,Centre,4738822.0,2048014.0,33790.0,6820626.0,47713.0,700957.0,7569296.0,,3409205.0,1329617.0,,,,,,,26073.0,200756.0,815433.0,26108.0,715918.0,263726.0,,,
4.0,124150002.0,21st Century Cyber CS,Chester,9310839.38,9554463.98,62483.65,18927787.01,,312005.76,19239792.77,,6766309.93,2278346.18,57524.14,194892.67,,,13766.46,,1356841.74,1705779.76,2766447.83,114057.68,945485.65,807746.99,20995.65,1837108.68,
4.0,125230001.0,Achievement House CS,Chester,8915989.0,7544706.0,58971.0,16519666.0,,353940.0,16873606.0,,5995774.0,2799049.0,,121166.0,,,,,2832670.0,974636.0,2491900.0,74640.0,919169.0,251691.0,,,
4.0,124150003.0,Avon Grove CS,Chester,18799100.0,10692398.0,321933.0,29813431.0,3328485.0,1590047.0,34731963.0,,13984312.0,4814788.0,,,,,,,972557.0,314348.0,2890350.0,270731.0,1094195.0,4088229.0,360876.0,701112.0,
4.0,124152880.0,Chester Co Family Academy CS,Chester,364667.17,558603.54,44809.97,968080.68,,,968080.68,,205122.78,159544.39,,,,,,,,56608.46,318994.57,4250.0,66071.79,112678.72,,,
4.0,124153320.0,Collegium CS,Chester,38326931.0,12827950.0,108776.0,51263657.0,,8842060.0,60105717.0,,15892716.0,22434215.0,,,,,,,920103.0,3653657.0,3956361.0,369583.0,434816.0,3493430.0,,,
4.0,124152637.0,Insight PA Cyber CS,Chester,34075392.0,35409568.0,12686.0,69497646.0,,,69497646.0,,22776586.0,10851565.0,,447241.0,,,,,9741721.0,1955063.0,21795162.0,329324.0,1103390.0,167434.0,221.0,317253.0,
4.0,124150004.0,Pennsylvania Leadership CS,Chester,35848003.0,16751237.0,113049.0,52712289.0,7541182.0,3614009.0,63867480.0,,27496771.0,8056924.0,,294308.0,,,,,4787103.0,3962806.0,5147950.0,420640.0,401771.0,1558307.0,,472660.0,
4.0,124153350.0,Renaissance Academy CS,Chester,14960223.0,5222924.0,213972.0,20397119.0,541041.0,1663003.0,22601163.0,,7700727.0,7259496.0,,,,,,,741770.0,205431.0,1759548.0,215158.0,351655.0,1228789.0,,720573.0,
4.0,101833400.0,Sugar Valley Rural CS,Clinton,4870336.45,2955192.75,150426.61,7975955.81,437044.33,518103.19,8931103.33,,3456746.8,1407409.47,,5080.33,,,1099.85,,197080.82,414162.44,824441.27,256341.98,183561.61,600670.69,21898.24,457035.7,
4.0,115227010.0,Capital Area School for the Arts CS,Dauphin,1940736.62,1098600.25,72040.8,3111377.67,,401938.01,3513315.68,,26000.0,244195.41,,1670541.21,,,,,160752.55,32223.83,538244.77,128923.31,76309.47,106730.64,,55415.68,
4.0,115220002.0,Commonwealth Charter Academy CS,Dauphin,200818178.94,124387307.16,6308079.38,331513565.48,,86157060.55,417670626.03,,136977094.28,60383692.18,2342950.8,938016.52,,,176425.16,,33602719.11,34897761.37,28434950.0,349650.83,4025542.2,7815565.38,189449.18,13111705.6,1959963.49
4.0,115220001.0,Infinity CS,Dauphin,1762692.0,1046003.0,50.0,2808745.0,1753917.0,318742.0,4881404.0,,1627302.0,135390.0,,,,,,,124520.0,123071.0,424097.0,35559.0,73694.0,260467.0,,4595.0,
4.0,115227398.0,Pennsylvania STEAM Academy CS,Dauphin,1934907.0,1292453.0,4498.0,3231858.0,78292.0,8448786.0,11758936.0,,1796425.0,138482.0,,,,,,,179542.0,19311.0,444050.0,50036.0,59508.0,540006.0,,,
4.0,115222343.0,Premier Arts and Science CS,Dauphin,1336079.21,1633064.26,333949.53,3303093.0,,33478.0,3336571.0,,1090022.81,246056.4,,,,,,,131279.2,,666765.86,82383.79,139633.11,495917.29,,117085.01,
4.0,115227871.0,Reach Cyber CS,Dauphin,89517795.39,44130598.08,5351798.48,139000191.95,,,139000191.95,,68791147.36,19932813.71,,789804.98,,,4029.34,,14016618.02,4933624.92,6790336.49,1022230.15,861439.42,13053370.43,,3452978.65,
4.0,115223050.0,Sylvan Heights Science CS,Dauphin,2456736.0,1288664.0,2497.0,3747897.0,,36240.0,3784137.0,,2010217.0,446519.0,,,,,,,247937.0,100661.0,598428.0,42288.0,140857.0,158493.0,,,
4.0,125236827.0,Chester Charter Scholars Academy CS,Delaware,6372572.48,3449353.95,644975.27,10466901.7,3178769.0,2001552.0,15647222.7,,4202254.48,1853036.0,,317282.0,,,,,117471.95,22123.0,2174411.0,83641.0,189188.0,847750.0,14769.0,,
4.0,125232950.0,Chester Community CS,Delaware,34580541.08,58462663.24,109620.07,93152824.39,,1455281.27,94608105.66,,23631481.54,10334759.96,,614299.58,,,,,3673163.94,6628104.22,13688057.88,747398.82,11291561.69,16135982.66,415608.93,5882735.1,50.0
4.0,125233517.0,Vision Academy CS,Delaware,4439614.0,3904706.0,191382.0,8535702.0,1434266.0,426124.0,10396092.0,,3596103.0,773725.0,,69786.0,,,,,750992.0,121573.0,1651045.0,98522.0,295735.0,986839.0,,,
4.0,105257512.0,Erie Rise Leadership Academy CS,Erie,3007826.0,2880626.0,320687.0,6209139.0,,246548.0,6455687.0,,2471181.0,451145.0,,85500.0,,,,,396486.0,17453.0,1419470.0,134730.0,129447.0,434630.0,348410.0,,
4.0,105250004.0,Montessori Regional CS,Erie,4329529.0,2619773.0,57154.0,7006456.0,715426.0,673212.0,8395094.0,,3837048.0,492481.0,,,,,,,285503.0,134655.0,468004.0,95561.0,309371.0,866032.0,70658.0,389989.0,
4.0,105250001.0,Perseus House CS of Excellence,Erie,6143863.22,4455700.28,21568.66,10621132.16,183357.0,272214.46,11076703.62,,4773128.53,1365182.84,,,,,5551.85,,925646.28,319017.43,1372858.21,233263.71,150041.2,799167.37,13060.63,314673.43,327972.02
4.0,105252920.0,Robert Benjamin Wiley Community CS,Erie,4836996.89,3682876.7,117871.76,8637745.35,,,8637745.35,,3934154.94,858441.22,,44400.73,,,,,648319.53,50822.82,972572.22,106552.53,284457.57,1032283.13,370623.1,209208.73,8037.07
4.0,111440001.0,New Day CS,Huntingdon,1494953.09,1845673.78,,3340626.87,92564.0,,3433190.87,,897066.72,573286.37,,24600.0,,,,,314753.25,11827.28,960663.62,117529.32,118371.89,321810.78,,717.64,
4.0,111315438.0,Stone Valley Community CS,Huntingdon,897119.56,497117.95,14223.68,1408461.19,,5652.0,1414113.19,,764147.09,132972.47,,,,,,,,,111597.78,53772.48,116177.53,215570.16,,,
4.0,119350001.0,Fell CS,Lackawanna,1058343.0,817458.0,95918.0,1971719.0,,262200.0,2233919.0,,731644.0,326699.0,,,,,,,58164.0,141301.0,291986.0,65263.0,76563.0,184181.0,,,
4.0,119355028.0,Howard Gardner Multiple Intelligence CS,Lackawanna,2777766.38,2198427.88,173250.68,5149444.94,512340.53,242443.25,5904228.72,,2388524.49,389241.89,,,,,,,439650.7,1496432.78,262344.4,,,,,,
4.0,113362940.0,La Academia Partnership CS,Lancaster,3418159.0,1709181.0,203274.0,5330614.0,80.0,321120.0,5651814.0,,2794406.0,623423.0,,330.0,,,,,310151.0,219034.0,749179.0,,165943.0,193653.0,35273.0,35948.0,
4.0,121395927.0,Arts Academy CS,Lehigh,2517888.31,2442235.47,136909.65,5097033.43,,19222.5,5116255.93,,2149523.26,368365.05,,,,,,,118080.94,,821204.52,103386.64,270728.75,911876.75,61258.79,155699.08,
4.0,121399898.0,Arts Academy Elementary CS,Lehigh,4357651.44,2896902.97,39174.43,7293728.84,14500.0,20006.0,7328234.84,,3534218.07,553700.1,,269733.27,,,,,584726.45,,738793.92,136152.68,149191.9,1177087.55,,110950.47,
4.0,121394017.0,Circle of Seasons CS,Lehigh,4282231.6,2055247.57,143473.47,6480952.64,,256602.14,6737554.78,,3193063.95,1089167.65,,,,,,,212008.8,,936173.66,177619.98,137608.7,534431.43,,57405.0,
4.0,121398065.0,Executive Education Academy CS,Lehigh,12189599.0,5133313.0,676305.0,17999217.0,1688612.0,3573590.0,23261419.0,,11028814.0,1160785.0,,,,,,,90059.0,367414.0,2502319.0,246965.0,344354.0,1312428.0,20582.0,249192.0,
4.0,121395526.0,Innovative Arts Academy CS,Lehigh,4319780.7,4191946.13,174029.68,8685756.51,38548.0,,8724304.51,,3824213.2,495567.5,,,,,,,762867.76,,1274372.32,70970.24,143208.38,1640418.36,,300109.07,
4.0,175390169.0,Lincoln Leadership Academy CS,Lehigh,7829604.75,4628812.04,1167964.56,13626381.35,47865.41,251944.77,13926191.53,,7398050.0,431554.75,,,,,,,1092757.63,,1238862.89,143247.45,243364.5,1618844.66,71307.7,220427.21,
4.0,121393330.0,Roberto Clemente CS,Lehigh,4744935.0,4180178.0,701653.0,9626766.0,109527.0,756840.0,10493133.0,,3935037.0,567077.0,,239041.0,,,3780.0,,571299.0,535746.0,925752.0,306756.0,352737.0,1071042.0,,416846.0,
4.0,188392660.0,Seven Generations CS,Lehigh,4498809.0,2174306.0,29093.0,6702208.0,,,6702208.0,,3580793.0,918016.0,,,,,,,301666.0,6425.0,940659.0,116952.0,108105.0,633558.0,66941.0,,
4.0,118400001.0,Bear Creek Community CS,Luzerne,4455642.24,3342046.37,30154.06,7827842.67,9837.84,1039709.82,8877390.33,,3329116.46,1060927.62,,65598.16,,,,,174545.9,404743.8,561487.33,187859.28,291711.09,1276975.54,,298112.22,146611.21
4.0,104432830.0,Keystone Education Center CS,Mercer,3243094.45,1796105.2,3150.83,5042350.48,,93934.66,5136285.14,,2189700.51,1053393.94,,,,,,,258744.08,11353.68,617937.49,111533.45,225357.32,341261.32,229917.86,,
4.0,120450003.0,Evergreen Community CS,Monroe,1170066.99,547027.0,59481.0,1776574.99,,180000.0,1956574.99,,894752.23,275314.76,,,,,,,,,344173.0,78074.0,,124780.0,,,
4.0,126510020.0,Agora Cyber CS,Montgomery,72990365.0,34372826.0,137795.0,107500986.0,,,107500986.0,,37016430.0,34141146.0,,1832789.0,,,,,14335482.0,2226489.0,5944575.0,803780.0,2828737.0,6256.0,811950.0,7415557.0,
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,8377749.0,1019505.0,,9397254.0,480743.0,,9877997.0,,6386678.0,1991071.0,,,,,,,,,965154.0,,,54351.0,,,
4.0,123463370.0,Souderton CS Collaborative,Montgomery,3351207.0,690312.0,,4041519.0,59440.0,230077.0,4331036.0,,2115052.0,1236155.0,,,,,,,24000.0,7054.0,401957.0,58795.0,23633.0,174873.0,,,
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,2171266.0,12237210.0,197321.0,14605797.0,,595338.0,15201135.0,,2011781.0,159485.0,,,,,,,97349.0,42917.0,1647706.0,144543.0,248333.0,9947203.0,109159.0,,
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,21991733.0,10488383.0,486081.0,32966197.0,,205770.0,33171967.0,,18476255.0,3408852.0,,106626.0,,,,,955727.0,749586.0,1870488.0,470504.0,242647.0,5324220.0,46107.0,829104.0,
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,5661277.52,4167939.26,70465.55,9899682.33,6170.85,63042.72,9968895.9,,5312952.88,315142.42,,33182.22,,,,,566529.05,150955.64,1114985.16,166561.33,320694.58,1618937.02,87797.69,141209.81,268.98
4.0,139481451.0,Lehigh Valley Dual Language CS,Northampton,3747977.0,2292946.0,444321.0,6485244.0,98762.0,622498.0,7206504.0,,3367506.0,285973.0,,94498.0,,,,,192350.0,37845.0,1109081.0,103749.0,119234.0,705019.0,25668.0,,
4.0,126510015.0,Ad Prima CS,Philadelphia,7630194.0,4625290.0,92772.0,12348256.0,,19242.0,12367498.0,,5380384.0,2249810.0,,,,,,,193883.0,88032.0,2634786.0,68045.0,122497.0,1518047.0,,,
