Cat,AUN,School District,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Cuurent Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,"Actual Instruction Expense
Summer 2024","Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,116191503.0,Central Columbia SD,Columbia,20383286.43,10397018.23,856645.77,31636950.43,,3546040.0,35182990.43,,13145786.48,3811151.98,3305838.37,107003.12,13506.48,,,,1030887.98,2056835.44,2191001.67,314586.33,421528.77,2774387.98,1575163.38,32626.68,
1.0,116195004.0,Millville Area SD,Columbia,8203478.62,4756620.55,283898.26,13243997.43,62653.71,318948.7,13625599.84,,5404764.06,1959294.98,775220.43,64199.15,,,,,676306.89,498393.77,896492.88,132057.1,444557.48,1269666.66,801144.75,38001.02,
1.0,116197503.0,Southern Columbia Area SD,Columbia,13952064.01,7484672.62,611177.03,22047913.66,,2197280.7,24245194.36,,9118269.51,3242032.26,1520989.24,66657.0,1616.0,,,2500.0,657998.19,384907.78,1276055.76,204664.09,424890.6,2010982.12,1912384.5,612789.58,
1.0,105201033.0,Conneaut SD,Crawford,21526978.05,14681614.64,1011601.96,37220194.65,13712.86,4707625.0,41941532.51,,13989644.88,4475285.26,2831205.11,193595.87,37246.93,,,,1339655.7,1200846.14,2539787.6,538520.82,479636.3,3106335.89,4526969.12,897393.99,52469.08
1.0,105201352.0,Crawford Central SD,Crawford,39009913.87,21656228.67,1331923.59,61998066.13,,5800444.67,67798510.8,,26245251.48,10833740.72,1588035.44,309166.51,33719.72,,,,2579067.59,2781526.45,3759690.41,958173.52,721568.35,5132690.84,4832093.25,823650.44,67767.82
1.0,105204703.0,Penncrest SD,Crawford,36365618.96,18167901.02,1125373.82,55658893.8,3711277.83,2146751.32,61516922.95,,25500017.96,7169254.34,1632228.0,2013822.41,50296.25,,,,1445831.47,2255325.45,3584397.59,748826.44,560706.97,4276630.51,5033611.22,208840.07,53731.3
1.0,115210503.0,Big Spring SD,Cumberland,35211448.45,16622067.79,1379634.29,53213150.53,,9248383.26,62461533.79,,22009618.32,12332418.37,776542.22,87437.54,5432.0,,,,2025885.02,1392909.29,3168689.56,682798.12,440972.77,4602402.87,2646204.11,1633562.23,28643.82
1.0,115211003.0,Camp Hill SD,Cumberland,16139520.55,8148111.02,1149592.74,25437224.31,,2121817.64,27559041.95,,11598218.87,4330174.65,120304.0,9298.03,5140.0,76385.0,,,1411278.26,1460508.27,1940119.65,278269.88,488219.78,2289245.46,141654.16,125623.77,13191.79
1.0,115211103.0,Carlisle Area SD,Cumberland,60146144.52,29093794.31,1770598.26,91010537.09,2638763.2,7557371.54,101206671.83,,38394723.21,15637815.43,2284082.88,3590378.45,32350.55,206794.0,,,5016737.83,2881467.08,4903128.91,1492331.1,822798.87,6701660.63,4587195.1,2636046.71,52428.08
1.0,115211603.0,Cumberland Valley SD,Cumberland,93443038.0,63013064.0,2949975.0,159406077.0,1183416.0,13903206.0,174492699.0,,64812364.0,24834600.0,1102956.0,2201144.0,2897.0,449012.0,28500.0,11565.0,6200819.0,10221025.0,8952334.0,1500432.0,2290191.0,17599447.0,8718747.0,7397979.0,132090.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,31467492.25,13318714.09,886606.81,45672813.15,26696.11,3235587.58,48935096.84,,22214761.6,8652082.5,405136.0,1285.15,6032.0,188195.0,,,1359952.5,1100413.54,3260987.53,685033.06,799503.29,3306030.72,1841713.15,935553.37,29526.93
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,51388249.71,24200072.38,2678553.3,78266875.39,8500.0,11700385.96,89975761.35,,36468506.39,13656166.69,389936.2,237089.22,11159.21,225392.0,,400000.0,3681002.54,2444925.15,4478031.57,1076875.07,1369926.21,6176050.82,2456296.22,2464380.11,52584.69
1.0,115218003.0,Shippensburg Area SD,Cumberland,39521754.77,18171056.89,1124737.61,58817549.27,3601303.72,1961258.83,64380111.82,,26091551.03,10905865.92,1797358.46,711156.36,6927.0,,8896.0,,2904998.09,3167029.54,3144881.1,788732.64,546096.76,3736334.07,3501222.45,348625.65,33136.59
1.0,115218303.0,South Middleton SD,Cumberland,25128778.67,12868111.36,965499.15,38962389.18,,3852665.45,42815054.63,,18149029.18,6431627.17,448249.0,1484.86,14254.46,84134.0,,,1553153.72,1743896.44,2680872.63,748426.49,709617.69,3369321.42,1827386.59,204743.87,30692.51
1.0,115221402.0,Central Dauphin SD,Dauphin,146937950.87,62739341.09,3477819.05,213155111.01,,35065004.49,248220115.5,,99558633.4,37457041.29,7127639.0,1771476.98,5576.2,1017584.0,,,7531405.55,3468522.74,12182518.98,2865012.14,1438716.75,16219467.8,10851620.91,7942200.47,239875.75
1.0,115221753.0,Derry Township SD,Dauphin,38962253.37,24055381.22,1920082.48,64937717.07,,5180289.2,70118006.27,,28223875.59,8903913.28,1528085.82,164300.11,6134.57,135944.0,,,2234190.18,3017498.84,4177222.29,1193335.83,866336.02,7019324.45,3760233.92,1734971.02,52268.67
1.0,115222504.0,Halifax Area SD,Dauphin,13266147.97,6666933.82,496401.89,20429483.68,51700.0,1927107.66,22408291.34,,8795404.7,3315715.5,919005.48,559.04,,,63322.0,172141.25,865573.3,665033.79,1244531.93,202090.96,450783.71,1545354.66,1094781.02,590336.08,8448.37
1.0,115222752.0,Harrisburg City SD,Dauphin,101984704.6,47831835.73,1705531.72,151522072.05,11504964.71,40972843.51,203999880.27,,66010350.26,27604067.07,3723540.6,3617191.46,517428.57,377719.0,,134407.64,4829212.2,4759618.34,8673267.04,2379178.43,1549055.28,16111158.07,4847024.38,4644199.31,39122.68
1.0,115224003.0,Lower Dauphin SD,Dauphin,43087628.11,22892863.59,1119757.02,67100248.72,,3503548.02,70603796.74,,27507340.24,11468010.96,2809987.91,1104690.52,,186867.0,,10731.48,2871395.98,3044070.78,4332668.49,809970.3,622963.58,7730091.0,2957872.62,484640.51,39190.33
1.0,115226003.0,Middletown Area SD,Dauphin,30535070.34,17423144.2,1502907.5,49461122.04,39302.04,7959108.22,57459532.3,,20872215.91,8195035.88,1097977.55,219511.2,7300.8,143029.0,,,3346603.5,1958073.78,2764451.34,823969.87,854835.91,4140240.33,1953835.27,1554719.66,26414.54
1.0,115226103.0,Millersburg Area SD,Dauphin,10645698.4,4490052.49,321612.35,15457363.24,1038351.2,997212.59,17492927.03,,7376400.97,3029238.88,181799.91,12648.64,,45610.0,,,419561.5,540853.44,1098819.04,216346.97,353245.89,988369.28,571762.56,295088.78,6005.03
1.0,115228003.0,Steelton-Highspire SD,Dauphin,20425306.0,9397155.39,72718.0,29895179.39,,2157504.59,32052683.98,,11562973.0,6653059.0,529175.0,1088495.0,53181.0,,95544.0,442879.0,1340599.0,931279.0,1638933.0,356622.0,745043.0,1806521.0,1532032.39,958896.0,87230.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,35585642.73,17039799.37,920062.08,53545504.18,10850.0,7139900.18,60696254.36,,23554117.04,9570591.16,2067720.45,99684.12,33155.96,260374.0,,,1834484.17,794328.17,3651357.21,556008.42,1239167.88,4484080.49,2714882.44,1719176.76,46313.83
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,15174778.5,6771980.26,577632.66,22524391.42,1088004.83,1154217.96,24766614.21,,9737774.97,4302741.44,782314.99,138040.16,19078.0,54909.0,,139919.94,706453.66,325343.58,1332157.4,233584.22,332520.56,2024923.44,1427717.79,380121.52,9158.09
1.0,125231232.0,Chester-Upland SD,Delaware,103235447.88,35150027.86,657129.77,139042605.51,,9515869.0,148558474.51,,54693539.25,44085050.97,1370988.89,1921011.02,349948.17,8465.0,,806444.58,7296715.07,3390760.06,6424035.3,1157562.28,382125.49,8999883.0,5461823.62,1999189.97,37933.07
1.0,125231303.0,Chichester SD,Delaware,55710274.98,26746690.83,1437889.1,83894854.91,311127.7,7756701.94,91962684.55,,34860633.23,18401002.55,878844.94,1555016.26,14778.0,,,,4892615.25,1636926.5,4448884.07,773567.66,1055882.95,6596622.73,4109842.24,3196139.9,36209.53
1.0,125234103.0,Garnet Valley SD,Delaware,72646264.15,29222869.04,2402929.15,104272062.34,11350.0,16638998.66,120922411.0,,50372109.24,21540814.2,515883.4,1081.56,,216375.75,,,3196109.51,2697927.41,6833458.79,735457.49,1182340.94,7071669.73,4645956.88,2775495.65,84452.64
1.0,125234502.0,Haverford Township SD,Delaware,84312213.06,43057257.77,1657065.58,129026536.41,,12549344.47,141575880.88,,55755564.84,25524681.74,973250.08,673441.4,,1385275.0,,,7499233.37,4080874.61,7350516.69,2221427.1,1670116.14,9906118.94,7253645.28,2957677.88,117647.76
1.0,125235103.0,Interboro SD,Delaware,45716584.44,23116382.33,1183863.56,70016830.33,433752.05,5037821.16,75488403.54,,30913959.95,12602163.97,827588.0,223603.66,,486499.75,,662769.11,3933204.71,1226699.14,5503880.37,1007222.6,930940.2,5443154.7,2702338.03,2330800.33,38142.25
1.0,125235502.0,Marple Newtown SD,Delaware,51428218.33,33560107.03,1809776.79,86798102.15,,18583928.56,105382030.71,,30997433.14,19821855.19,420567.25,139104.68,49258.07,,,,3393376.4,3563031.03,4647152.62,1965652.74,1457149.67,8697204.73,6874400.97,2835757.62,126381.25
1.0,125236903.0,Penn-Delco SD,Delaware,38556418.1,21684048.72,1185529.79,61425996.61,42717.38,9116646.63,70585360.62,,25544535.49,12122797.9,834448.85,41129.03,12035.63,1471.2,,,2822413.16,2018352.69,4004071.44,951596.11,983301.91,5473202.08,3608035.43,1778944.73,44131.17
1.0,125237603.0,Radnor Township SD,Delaware,60963671.2,36217021.81,1716240.55,98896933.56,85056.8,12770266.01,111752256.37,,43783099.5,14943855.78,653283.89,246237.81,44623.67,1228186.0,,64384.55,5206693.71,4497016.13,6426970.21,1377425.14,1319134.31,9652156.9,5327166.3,2330892.1,79567.01
1.0,125237702.0,Ridley SD,Delaware,85428075.74,33105212.41,1525294.82,120058582.97,,7457802.56,127516385.53,,57998387.69,23533141.67,1319813.71,1860022.67,,,716710.0,,4670692.3,3865674.18,6584613.08,1978202.3,1205820.14,8294870.41,3394883.62,3053579.6,56876.78
1.0,125237903.0,Rose Tree Media SD,Delaware,60370910.16,34854220.53,1891328.81,97116459.5,5016006.25,11062032.74,113194498.49,,43220335.6,14968589.59,360011.0,578037.06,9900.91,1234036.0,,,3767325.03,5000629.61,6457612.88,1040940.59,1410979.34,9058065.31,6497441.29,1456121.27,165105.21
1.0,125238402.0,Southeast Delco SD,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,125238502.0,Springfield SD,Delaware,46527700.36,22617638.94,1981682.16,71127021.46,,10327682.23,81454703.69,,32900602.38,11985857.19,778754.0,248964.79,2433.0,603809.0,7280.0,,4388979.39,1373889.83,4719066.36,822675.62,812560.77,5160559.46,2966884.29,2307692.56,65330.66
1.0,125239452.0,Upper Darby SD,Delaware,152576827.45,61742587.49,3432296.94,217751711.88,9847912.85,12957680.14,240557304.87,,98471957.33,48236953.67,2266561.9,2476084.14,290464.41,834806.0,,,10046418.11,7068368.57,11856383.62,1936741.96,2067405.95,16031436.66,9356391.34,3298190.66,81250.62
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,53478901.29,28692169.65,1616149.04,83787219.98,97344.0,7061266.53,90945830.51,,38025215.59,14702828.65,421939.29,144217.76,,184700.0,,,4087399.09,3822225.79,6456873.55,1415481.86,871408.29,6347277.52,3932340.56,1711342.69,47820.3
1.0,125239652.0,William Penn SD,Delaware,79133078.02,33097948.04,1920389.52,114151415.58,2569871.66,4573970.94,121295258.18,,53575202.25,22066741.7,1459904.51,1618015.82,,73899.0,339314.74,,4037173.74,2837940.68,8033087.13,1169671.51,1157805.69,7275898.83,6278002.47,2276586.93,31781.06
1.0,109243503.0,Johnsonburg Area SD,Elk,6469914.79,4107977.56,289005.1,10866897.45,570472.24,1275996.0,12713365.69,,4528567.61,1373093.73,203789.0,212325.46,,,,152138.99,396869.75,152218.75,856494.9,149132.5,402837.49,1429461.95,540105.83,157000.0,23856.39
1.0,109246003.0,Ridgway Area SD,Elk,9765569.69,5042370.42,251053.18,15058993.29,,3438276.53,18497269.82,,7412201.75,2353367.94,,,,,,,645955.55,453650.32,925179.09,256816.04,372205.86,1478874.59,873312.45,,36376.52
1.0,109248003.0,Saint Marys Area SD,Elk,19853613.42,11244469.04,727503.37,31825585.83,,602150.0,32427735.83,,13932288.41,5116343.88,412359.67,167642.75,88125.92,,,136852.79,1162259.06,980920.55,2572471.57,595457.11,662670.49,2826872.59,2108614.38,190288.92,144914.37
1.0,105251453.0,Corry Area SD,Erie,22690894.34,11470587.24,1103839.62,35265321.2,2932909.64,1996401.4,40194632.24,,14621158.67,5136531.38,1809326.36,518603.08,,,59382.76,545892.09,1302688.79,1001381.45,2877187.95,292292.5,807095.98,2802781.58,2349627.49,8088.0,29443.5
1.0,105252602.0,Erie City SD,Erie,155897920.71,59863517.08,3043576.49,218805014.28,19484113.25,40931582.52,279220710.05,,100940325.56,44580642.71,4065004.96,3363022.31,745858.92,52169.85,,2150896.4,9059503.08,10482420.6,11432688.27,2163692.96,2983909.12,15474294.29,6728354.67,1381451.49,157202.6
1.0,105253303.0,Fairview SD,Erie,16550456.75,9262859.37,1017356.38,26830672.5,,6357643.5,33188316.0,,12371764.41,3042817.47,1100488.2,22245.14,2669.31,,10472.22,,787714.17,827086.7,2124490.71,270569.27,642884.49,2767034.55,1379937.3,414446.17,48696.01
1.0,105253553.0,Fort LeBoeuf SD,Erie,22160908.25,11594102.98,819714.34,34574725.57,710588.45,3296493.68,38581807.7,,15221601.98,5887440.51,905920.57,104233.96,41711.23,,,,1561043.17,1452283.7,2359584.33,679899.21,288255.23,2686850.12,1887635.26,606712.64,71839.32
1.0,105253903.0,General McLane SD,Erie,23086973.57,12259717.49,1145783.12,36492474.18,3423865.57,265803.79,40182143.54,,14597517.94,5238303.75,2134948.85,1112540.03,3663.0,,,,1372944.19,1870513.66,2623013.2,503648.51,464379.88,3415331.72,1860594.39,96913.67,52378.27
1.0,105254053.0,Girard SD,Erie,18284414.95,10400992.69,727478.93,29412886.57,2006988.2,11042103.51,42461978.28,,12616227.0,4470302.75,921682.32,269498.91,6703.97,,,,1314027.54,690497.53,2022990.97,487360.45,434789.9,2658594.47,2292458.25,473292.18,26981.4
1.0,105254353.0,Harbor Creek SD,Erie,22616564.6,10811841.54,602237.27,34030643.41,572798.51,6073094.28,40676536.2,,16742480.7,4414936.28,1223520.62,229505.4,6121.6,,,,1131137.22,1017500.49,2046275.08,504765.12,557609.85,2940192.44,2149958.06,411310.16,53093.12
1.0,105256553.0,Iroquois SD,Erie,14418573.99,8181725.42,610102.22,23210401.63,,9993098.03,33203499.66,,8975915.81,4055347.06,631098.15,653230.28,,,,102982.69,616914.96,928522.82,1865348.97,192072.46,470050.87,2811565.73,774917.88,507758.33,14573.4
1.0,105257602.0,Millcreek Township SD,Erie,65855764.0,38438053.26,2088315.25,106382132.51,165000.0,10515364.84,117062497.35,,46079728.51,15208814.2,3838916.31,583193.58,134639.18,10472.22,,,4500531.96,4275795.14,6894647.6,1411345.69,1187379.97,11085397.19,4927989.2,3953562.81,201403.7
1.0,105258303.0,North East SD,Erie,15572771.45,8460705.16,787448.2,24820924.81,,4944850.0,29765774.81,,10852788.42,3092509.14,1383454.68,224266.23,19752.98,,,,999362.36,900143.15,2074430.46,262249.51,445118.93,2591116.0,1156196.87,,32087.88
1.0,105258503.0,Northwestern SD,Erie,16738897.0,6992876.13,550520.14,24282293.27,276102.43,2348529.93,26906925.63,,10858892.37,4368331.74,1397982.15,106709.26,,,6981.48,,818134.34,1169778.64,1690632.78,274691.14,382902.13,1174334.75,1396631.25,61993.73,23777.37
1.0,105259103.0,Union City Area SD,Erie,11732738.88,6873638.4,674236.76,19280614.04,2362611.44,4735281.63,26378507.11,,8136133.19,2689962.8,722985.23,183657.66,,,,,613218.32,382602.43,1310578.06,213729.11,418484.52,1665416.67,1986169.34,268950.12,14489.83
1.0,105259703.0,Wattsburg Area SD,Erie,14042411.28,10661948.89,808146.09,25512506.26,,4202926.39,29715432.65,,10634920.4,2848449.35,410319.96,139600.57,9121.0,,,,1077698.59,1428563.43,2111068.28,365679.37,549309.88,3039216.32,2025463.89,33618.55,31330.58
1.0,101260303.0,Albert Gallatin Area SD,Fayette,35723827.08,19407656.17,883624.84,56015108.09,1055375.26,4380129.98,61450613.33,,22909002.93,10913256.99,1572464.0,282806.39,43431.69,,,2865.08,1704208.72,1514634.65,3943668.88,591648.44,639999.05,6124719.13,3813931.42,1050952.51,23893.37
1.0,101260803.0,Brownsville Area SD,Fayette,19592662.57,10162379.93,559779.23,30314821.73,404689.02,2897994.44,33617505.19,,11719716.27,6512156.02,703746.32,623940.62,33103.34,,,,1203553.83,456964.79,1603270.92,364280.77,416374.18,2851836.07,2959428.3,296871.45,9799.62
1.0,101261302.0,Connellsville Area SD,Fayette,48779038.48,24115473.77,1264529.76,74159042.01,,8773966.96,82933008.97,,30242650.3,13844166.14,2905467.57,1670525.47,116229.0,,,,1915251.84,1963854.2,3198086.43,856171.03,842773.6,6736388.41,6701958.97,1865244.98,35744.31
1.0,101262903.0,Frazier SD,Fayette,13176419.38,5938542.8,425724.76,19540686.94,155216.78,1563585.57,21259489.29,,9698423.59,2887168.56,455335.7,13419.51,2021.0,,,120051.02,290886.29,581453.66,1315101.33,225114.82,449217.44,1472647.85,1594420.98,,9700.43
1.0,101264003.0,Laurel Highlands SD,Fayette,36621766.1,17414802.27,781125.48,54817693.85,1696946.22,4543038.71,61057678.78,,25219656.74,9839182.2,1433064.95,99885.42,28693.29,,1283.5,,2089049.77,979423.94,3545862.78,872088.25,1051866.22,5014284.04,3269817.83,326574.33,265835.11
1.0,101268003.0,Uniontown Area SD,Fayette,34882085.08,18169851.34,610077.92,53662014.34,23980.44,5140833.1,58826827.88,,22688373.32,9176490.7,1774194.48,695084.93,90542.65,,,457399.0,1544946.65,772316.04,2783647.24,820641.0,995687.35,5907799.52,4495284.38,817897.82,31631.34
1.0,106272003.0,Forest Area SD,Forest,7905606.76,5223060.91,440614.51,13569282.18,221385.66,727813.76,14518481.6,,5296647.14,1605101.09,753554.44,93565.64,,,4125.0,152613.45,382702.73,210836.27,1223247.82,270303.25,277095.71,1043709.7,1435531.44,362951.7,16682.29
1.0,112281302.0,Chambersburg Area SD,Franklin,103898895.0,45625894.0,2512041.0,152036830.0,11467951.0,10999919.0,174504700.0,,71623371.0,25290125.0,2432363.0,2875554.0,57482.0,,,1620000.0,5481873.0,3974203.0,8713925.0,2978904.0,1041752.0,11453816.0,7679719.0,4285971.0,15731.0
1.0,112282004.0,Fannett-Metal SD,Franklin,5465347.04,2981336.76,180342.09,8627025.89,1232974.02,,9859999.91,,4091731.86,1112963.74,191315.34,69336.1,,,,,228637.54,412754.44,833796.95,150265.45,198202.46,670294.76,486347.04,,1038.12
1.0,112283003.0,Greencastle-Antrim SD,Franklin,29325319.7,13406978.44,788788.74,43521086.88,411127.92,2624334.87,46556549.67,,21642647.23,6169175.11,885513.88,256303.66,4384.0,,,367295.82,1778566.64,1652971.03,2919996.58,484823.3,563230.27,2811452.11,2098751.17,1091872.5,5314.84
1.0,112286003.0,Tuscarora SD,Franklin,24098106.0,14902828.0,854578.0,39855512.0,,3393233.0,43248745.0,,18646129.0,4063126.0,674060.0,356881.0,1648.0,,,356262.0,1622536.0,1681379.0,2153869.0,667182.0,517457.0,2993558.0,3088099.0,2174778.0,3970.0
1.0,112289003.0,Waynesboro Area SD,Franklin,48347514.02,18629672.36,1223662.51,68200848.89,3258321.72,4235124.24,75694294.85,,31456482.65,9702713.44,1940398.51,3863252.19,3674.0,20993.23,,1360000.0,2758338.31,2001928.85,3220429.2,759484.5,1021372.64,4221172.79,3283273.92,1188377.29,175294.86
1.0,111291304.0,Central Fulton SD,Fulton,11884471.94,4538762.0,803593.62,17226827.56,13500.0,933313.37,18173640.93,,8848877.0,2550381.32,477478.65,7734.97,,,,,432362.07,384504.54,852378.9,163694.05,364053.45,1048543.05,1054672.86,238553.08,
1.0,111292304.0,Forbes Road SD,Fulton,4886528.45,3500047.03,175339.15,8561914.63,,671514.72,9233429.35,,3510745.28,808940.07,376648.42,9146.42,,,,181048.26,280020.49,312886.02,772402.98,107191.34,134877.73,1274961.89,617706.58,,
1.0,111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301403.0,Central Greene SD,Greene,19999722.68,10065431.94,793359.03,30858513.65,2816744.21,3196816.43,36872074.29,,12250043.92,5903757.0,1670154.1,175767.66,,,,,725012.09,884901.36,2358443.67,379155.18,515090.09,2526569.75,2654142.42,2400.0,19717.38
1.0,101303503.0,Jefferson-Morgan SD,Greene,9877324.21,4947046.38,422498.3,15246868.89,,813547.79,16060416.68,,7164904.58,2002026.24,409153.83,301239.56,,,,,330260.5,293021.94,911320.52,116670.09,367142.66,1974236.07,948875.24,,5519.36
1.0,101306503.0,Southeastern Greene SD,Greene,7500691.9,5469823.5,420425.55,13390940.95,,500007.0,13890947.95,,4698509.56,1816712.14,378195.14,607275.06,,,,,169740.25,735.71,1437303.8,77864.82,454579.04,1701304.48,1462868.12,161107.27,4320.01
1.0,101308503.0,West Greene SD,Greene,9448922.3,5921027.43,442353.57,15812303.3,,45239.0,15857542.3,,6497948.34,2186331.95,763925.0,717.01,,,,,328820.12,918705.28,1363252.62,136363.68,233608.63,1920366.18,1004258.2,167.75,15484.97
1.0,111312503.0,Huntingdon Area SD,Huntingdon,22066101.68,10778900.51,613877.6,33458879.79,-100.0,2482549.27,35941329.06,,12443707.67,6360258.9,995744.01,1839544.02,,,,426847.08,1008703.64,1609665.61,2101737.19,297637.1,542390.88,2746595.21,2449941.35,22229.53,
1.0,111312804.0,Juniata Valley SD,Huntingdon,7912429.64,4220211.9,508013.05,12640654.59,8163.34,1724318.72,14373136.65,,5277284.87,2056409.08,562176.26,16559.43,,,,,363507.15,725702.58,1150743.86,121027.28,167599.16,1002787.52,680821.62,8022.73,
1.0,111316003.0,Mount Union Area SD,Huntingdon,15474275.44,6078519.81,520031.63,22072826.88,,2131634.86,24204461.74,,9348785.72,4923438.83,1083933.63,118117.26,,,,,492107.23,453895.01,1493820.94,277269.61,250608.01,1466992.01,1293278.93,350548.07,
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,11403567.87,6643283.08,368130.63,18414981.58,,2365750.0,20780731.58,,7414315.51,3040570.93,867772.03,80909.4,,,,,848849.41,756957.89,1171066.31,117314.79,326100.18,1911953.54,1484541.56,22258.97,4240.43
1.0,128323303.0,Homer-Center SD,Indiana,11207209.95,5430460.78,499984.87,17137655.6,,1093463.84,18231119.44,,8285116.33,2465045.31,444244.65,5435.16,7368.5,,,,653074.8,612211.18,1164985.7,381962.96,322887.65,1451260.4,752250.13,64219.83,27608.13
1.0,128323703.0,Indiana Area SD,Indiana,38549374.14,15471596.49,1195662.27,55216632.9,,4810977.29,60027610.19,,28777150.2,7632268.78,1037481.26,652121.75,22858.23,,,427493.92,2063067.84,1259533.85,2683019.58,1011786.58,496453.36,4275290.11,2518904.89,1004563.47,158976.81
1.0,128325203.0,Marion Center Area SD,Indiana,16599804.06,9653635.97,615658.1,26869098.13,567497.49,,27436595.62,,11191321.9,3716829.51,817810.01,482566.52,8627.06,,,382649.06,1409823.94,370345.18,1921034.9,477045.44,608495.07,2465633.0,1992457.9,362307.46,46493.08
1.0,128326303.0,Penns Manor Area SD,Indiana,11854491.34,6208235.67,542381.55,18605108.56,,1009807.71,19614916.27,,7381690.01,3053356.39,1027553.9,265479.32,6411.72,,,120000.0,745630.69,251241.03,1145629.13,252356.19,293602.23,1451602.05,1335791.68,709505.67,22877.0
1.0,128327303.0,Purchase Line SD,Indiana,12116000.17,6780264.1,435544.5,19331808.77,59596.19,2221066.36,21612471.32,,7836922.54,3247334.85,670778.6,181342.99,,,,179621.19,686356.03,1012303.61,1085588.15,246120.08,350674.72,1604588.79,1644631.5,123967.05,26034.17
1.0,128321103.0,River Valley SD,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,128328003.0,United SD,Indiana,14254805.17,6974124.05,544007.15,21772936.37,30140.0,1423718.86,23226795.23,,9688862.71,3442707.58,638878.35,182384.37,1976.7,,,299995.46,620609.85,411472.94,1197014.94,289014.75,370207.03,1725703.81,1932015.07,393492.7,34592.96
1.0,106330703.0,Brockway Area SD,Jefferson,10917960.5,6032522.76,607510.95,17557994.21,474202.13,580343.5,18612539.84,,7814624.94,1990920.03,1053029.14,56480.47,2905.92,,,,555361.06,583528.58,1237693.61,171298.0,576081.91,1731519.66,1005172.97,158343.2,13523.77
1.0,106330803.0,Brookville Area SD,Jefferson,15306170.44,8541091.95,669906.59,24517168.98,119317.95,4237516.36,28874003.29,,10582158.56,3485455.99,1025939.26,210592.71,2023.92,,,,847072.88,932164.07,1449076.28,326555.89,653096.21,2007217.31,1965398.77,334616.16,25894.38
1.0,106338003.0,Punxsutawney Area SD,Jefferson,25908735.5,12430489.79,908164.14,39247389.43,1380035.33,3609397.35,44236822.11,,15407454.99,7660054.25,2606701.99,172461.63,62062.64,,,,1236116.4,2366871.07,1891897.82,471437.41,525187.22,2469362.84,3423908.66,11810.38,33897.99
1.0,111343603.0,Juniata County SD,Juniata,27501591.12,13210252.34,783743.37,41495586.83,1598935.03,7882104.68,50976626.54,,17402461.98,8052159.5,1881997.28,98594.31,66378.05,,,,1193124.68,1265068.12,2763585.43,555099.78,664320.56,2981374.94,3787819.95,-141.12,
1.0,119350303.0,Abington Heights SD,Lackawanna,36018096.6,15965144.24,1007876.82,52991117.66,,2662733.0,55653850.66,,28032091.35,7458489.75,439740.1,79466.84,8308.56,,,,2529024.83,790537.31,3255721.88,795355.75,623389.22,4794809.61,2529152.22,595887.74,51265.68
1.0,119351303.0,Carbondale Area SD,Lackawanna,19254938.84,7867917.99,398365.37,27521222.2,1693682.2,2437038.0,31651942.4,,9491427.54,7807525.43,488074.43,1003611.09,,,,464300.35,1045999.36,801324.07,1601819.89,343652.65,416781.77,2078206.45,1570969.16,,9164.64
1.0,119352203.0,Dunmore SD,Lackawanna,16859444.9,7686985.74,915348.1,25461778.74,,595039.2,26056817.94,,12298899.5,3817130.58,710225.24,33189.58,,,,,995287.02,756994.55,1643483.46,325329.72,488651.63,2707684.99,751894.05,,17660.32
1.0,119354603.0,Lakeland SD,Lackawanna,17307287.95,8815479.58,877951.43,27000718.96,,390254.35,27390973.31,,11051425.25,5240961.32,982587.41,32313.97,,,,,838861.54,705624.75,1353164.92,484936.85,194917.99,2236464.75,2409243.76,469371.13,122893.89
1.0,119355503.0,Mid Valley SD,Lackawanna,22155194.65,8855116.73,910805.98,31921117.36,,3130437.64,35051555.0,,14316436.86,6787687.8,864733.03,175263.96,11073.0,,,,1142074.75,701560.38,1824827.99,173285.27,238969.77,2373383.97,1673685.41,701370.61,25958.58
1.0,119356503.0,North Pocono SD,Lackawanna,38075889.71,18704972.17,1665849.56,58446711.44,383750.0,5852532.5,64682993.94,,27539826.77,8815324.75,1640720.41,80017.78,,,,,2047631.04,906617.93,3328676.81,660307.14,967715.72,5254985.93,4259861.39,1235096.68,44079.53
