Name,AcademicYearId,AUN,DataElement,DisplayValue
North Montco Tech Career Center,18,123465507,SupportServices,4239547.7
Western Montgomery CTC,18,123469007,SupportServices,2222411.15
Chester County Technical College HS,18,124151607,SupportServices,15576400.0
Delaware County Technical High School,18,125232407,SupportServices,5634640.0
Philadelphia AVTS,18,126514007,SupportServices,7906006.03
Beaver County CTC,18,127041307,SupportServices,2375830.0
Lenape Tech,18,128034607,SupportServices,4046414.06
Indiana County Technology Center,18,128324207,SupportServices,1647799.09
Schuylkill Technology Centers,18,129546907,SupportServices,3368023.05
First Philadelphia Preparatory Charter School,18,100510000,SupportServices,11762093.0
Sugar Valley Rural CS,18,101833400,SupportServices,2854482.93
City CHS,18,102020001,SupportServices,4074400.0
The New Academy CS,18,102020003,SupportServices,1131043.0
Manchester Academic CS,18,102023030,SupportServices,1548732.0
Urban Pathways 6-12 CS,18,102023080,SupportServices,2129406.0
Passport Academy CS,18,102023217,SupportServices,1463723.0
Provident CS,18,102027560,SupportServices,1617146.1
Propel CS-Homestead,18,103020002,SupportServices,4630202.0
Propel CS-McKeesport,18,103020003,SupportServices,2292973.0
Propel CS-Montour,18,103020004,SupportServices,3842855.0
Propel CS-East,18,103020005,SupportServices,2362684.0
Young Scholars of McKeesport Charter School,18,103020368,SupportServices,813935.0
Penn Hills Charter School of Entrepreneurship,18,103022481,SupportServices,2242558.0
Urban Academy of Greater Pittsburgh CS,18,103023090,SupportServices,2004887.0
Spectrum CS,18,103023410,SupportServices,510157.0
Propel CS-Pitcairn,18,103024162,SupportServices,1744555.0
Propel CS-Hazelwood,18,103024952,SupportServices,2202288.0
Young Scholars of Western Pennsylvania CS,18,103025206,SupportServices,1630584.0
Propel CS-Northside,18,103028192,SupportServices,3723394.0
Urban Pathways K-5 College Charter School,18,103028246,SupportServices,1470897.0
Westinghouse Arts Academy CS,18,103028425,SupportServices,1747435.93
Universal Daroff Charter School,18,103519376,SupportServices,2985718.0
Keystone Education Center CS,18,104432830,SupportServices,1168276.97
Antonia Pantoja Community Charter School,18,104510394,SupportServices,4304044.0
Perseus House CS of Excellence,18,105250001,SupportServices,3553702.6
Montessori Regional CS,18,105250004,SupportServices,1634695.0
Robert Benjamin Wiley Community CS,18,105252920,SupportServices,2008766.23
Erie Rise Leadership Academy Charter School,18,105257512,SupportServices,2216524.0
Tidioute Community CS,18,105620001,SupportServices,1350959.55
Dr Robert Ketterer CS Inc,18,107653040,SupportServices,1735038.0
HOPE for Hyndman CS,18,108057079,SupportServices,811206.0
Central PA Digital Learning Foundation CS,18,108070001,SupportServices,710755.28
Southwest Leadership Academy CS,18,108515107,SupportServices,3072490.0
Young Scholars of Central PA CS,18,110140001,SupportServices,1977950.0
Centre Learning Community CS,18,110143060,SupportServices,277507.0
Nittany Valley CS,18,110143120,SupportServices,148136.0
Wonderland CS,18,110143310,SupportServices,0.0
Stone Valley Community CS,18,111315438,SupportServices,315278.72
New Day Charter School,18,111440001,SupportServices,1243505.74
Crispus Attucks CS,18,112673300,SupportServices,1105129.0
Lincoln CS,18,112673500,SupportServices,3026866.0
La Academia Partnership Charter School,18,113362940,SupportServices,1303930.79
I-LEAD Charter School,18,114060392,SupportServices,3104895.0
Sankofa Freedom Academy Charter School,18,114514135,SupportServices,3302965.0
Infinity CS,18,115220001,SupportServices,668717.96
Commonwealth Charter Academy CS,18,115220002,SupportServices,41012416.1
Pennsylvania Distance Learning CS,18,115220003,SupportServices,3712189.0
Premier Arts and Science Charter School,18,115222343,SupportServices,1351971.0
Sylvan Heights Science CS,18,115223050,SupportServices,705402.0
Capital Area School for the Arts Charter School,18,115227010,SupportServices,950455.16
Reach Cyber CS,18,115227871,SupportServices,5289739.84
Susq-Cyber CS,18,116493130,SupportServices,569906.75
Bear Creek Community CS,18,118400001,SupportServices,3202840.04
Fell CS,18,119350001,SupportServices,748086.0
Howard Gardner Multiple Intelligence CS,18,119355028,SupportServices,1025723.78
Evergreen Community CS,18,120450003,SupportServices,457300.01
Lehigh Valley Academy Regional CS,18,120480002,SupportServices,8648712.0
Lehigh Valley Charter High School for the Arts,18,120483170,SupportServices,3743444.93
Easton Arts Academy Elementary CS,18,120486892,SupportServices,2599535.0
Roberto Clemente CS,18,121393330,SupportServices,2930656.0
Circle of Seasons Charter School,18,121394017,SupportServices,1776545.94
Innovative Arts Academy CS,18,121395526,SupportServices,2328782.77
Arts Academy CS,18,121395927,SupportServices,1999348.51
Executive Education Academy Charter School,18,121398065,SupportServices,6957402.0
Arts Academy Elementary Charter School,18,121399898,SupportServices,2198573.96
Center for Student Learning CS at Pennsbury,18,122090001,SupportServices,1146760.04
School Lane CS,18,122093140,SupportServices,5580490.44
Bucks County Montessori CS,18,122093460,SupportServices,1143270.39
Pennsylvania Virtual CS,18,123460001,SupportServices,13381904.04
Souderton CS Collaborative,18,123463370,SupportServices,841530.0
21st Century Cyber CS,18,124150002,SupportServices,7566153.03
Avon Grove CS,18,124150003,SupportServices,5435633.0
Pennsylvania Leadership Charter School,18,124150004,SupportServices,13645323.0
Insight PA Cyber CS,18,124152637,SupportServices,4735291.87
Chester Co Family Academy CS,18,124152880,SupportServices,479430.8
Collegium CS,18,124153320,SupportServices,13070200.0
Renaissance Academy CS,18,124153350,SupportServices,4560932.0
Achievement House CS,18,125230001,SupportServices,3262558.62
Widener Partnership CS,18,125230002,SupportServices,3001130.01
Chester Community CS,18,125232950,SupportServices,37010365.92
Vision Academy Charter School,18,125233517,SupportServices,1625352.98
Chester Charter Scholars Academy CS,18,125236827,SupportServices,2264359.07
Russell Byers CS,18,126510001,SupportServices,3209669.0
Mastery CHS-Lenfest Campus,18,126510002,SupportServices,2808306.0
People for People CS,18,126510004,SupportServices,4988269.14
Green Woods CS,18,126510005,SupportServices,2071652.0
West Phila. Achievement CES,18,126510006,SupportServices,3001494.0
Wissahickon CS,18,126510007,SupportServices,5598784.0
Richard Allen Preparatory CS,18,126510008,SupportServices,2899164.0
Philadelphia Electrical & Tech CHS,18,126510009,SupportServices,3808570.43
Belmont Charter School,18,126510010,SupportServices,4398006.0
Discovery Charter School,18,126510011,SupportServices,2751965.0
KIPP Philadelphia Charter School,18,126510013,SupportServices,3469855.0
Maritime Academy Charter School,18,126510014,SupportServices,3763300.0
Ad Prima CS,18,126510015,SupportServices,2683524.0
Philadelphia Montessori CS,18,126510016,SupportServices,1083068.0
Khepera CS,18,126510017,SupportServices,493607.91
Northwood Academy CS,18,126510019,SupportServices,2529071.21
Agora Cyber CS,18,126510020,SupportServices,28874097.0
Folk Arts-Cultural Treasures CS,18,126510021,SupportServices,2678879.0
Mastery CS-Shoemaker Campus,18,126510022,SupportServices,3620574.0
Mastery CS-Thomas Campus,18,126510023,SupportServices,5585463.0
TECH Freire CS,18,126511530,SupportServices,3143582.0
Esperanza Cyber CS,18,126511563,SupportServices,1180584.0
Mastery CS-Clymer Elementary,18,126511748,SupportServices,2537584.0
Independence CS West,18,126512039,SupportServices,2124092.0
Universal Alcorn CS,18,126512674,SupportServices,2636290.0
Community Academy of Philadelphia CS,18,126512840,SupportServices,5400969.0
Harambee Institute of Science and Technology CS,18,126512850,SupportServices,2074644.0
Youth Build Phila CS,18,126512870,SupportServices,3164039.0
Preparatory CS of Mathematics Science Tech and Careers,18,126512960,SupportServices,2389174.08
Imhotep Institute CHS,18,126512980,SupportServices,2935094.0
Alliance for Progress CS,18,126512990,SupportServices,2041587.0
Multicultural Academy CS,18,126513000,SupportServices,1099396.0
West Oak Lane CS,18,126513020,SupportServices,5630548.0
Inquiry Charter School,18,126513070,SupportServices,1320464.18
Eugenio Maria De Hostos CS,18,126513100,SupportServices,2551594.0
Laboratory CS,18,126513110,SupportServices,3247066.0
MaST Community CS II,18,126513117,SupportServices,3598439.0
MAST Community CS,18,126513150,SupportServices,7491775.0
Christopher Columbus CS,18,126513160,SupportServices,3435134.57
Charter High School for Architecture and Design,18,126513190,SupportServices,3665365.0
Universal Institute CS,18,126513210,SupportServices,3117032.0
Math Civics and Sciences CS,18,126513230,SupportServices,3936258.0
Young Scholars CS,18,126513250,SupportServices,1920538.0
Freire CS,18,126513270,SupportServices,6048646.0
Philadelphia Academy CS,18,126513280,SupportServices,6305412.0
Mastery CS-Hardy Williams,18,126513290,SupportServices,5237682.0
Global Leadership Academy CS,18,126513380,SupportServices,3538716.0
Philadelphia Performing Arts CS,18,126513400,SupportServices,13549716.0
Universal Vare Charter School,18,126513415,SupportServices,1781372.0
New Foundations CS,18,126513420,SupportServices,6983691.0
Esperanza Academy Charter School,18,126513440,SupportServices,9870031.0
Franklin Towne CHS,18,126513450,SupportServices,5932466.0
Olney Charter High School,18,126513452,SupportServices,12117425.0
Mariana Bracetti Academy CS,18,126513480,SupportServices,6487835.0
Independence CS,18,126513510,SupportServices,3952865.0
Mastery CS-Gratz Campus,18,126513734,SupportServices,7738846.0
ACT Academy Cyber CS,18,126514368,SupportServices,1247180.6
KIPP DuBois Charter School,18,126514864,SupportServices,2851616.0
KIPP West Philadelphia CS,18,126515492,SupportServices,1028986.0
The Philadelphia CS for Arts and Sciences at HR Edmunds,18,126515691,SupportServices,4509929.0
Mastery CS-Harrity Campus,18,126516457,SupportServices,3687154.0
Mastery CS-Smedley Campus,18,126517286,SupportServices,2644341.0
Universal Creighton Charter School,18,126517442,SupportServices,2981421.0
Global Leadership Academy CS Southwest at Huey,18,126518004,SupportServices,3172861.0
Mastery CS John Wister Elementary,18,126518118,SupportServices,2259654.0
Frederick Douglass Mastery Charter School,18,126518547,SupportServices,3205433.0
Mastery CS-Francis D. Pastorius Elementary,18,126518795,SupportServices,2319243.0
Memphis Street Academy CS @ JP Jones,18,126519392,SupportServices,5110801.0
Mastery CS-Mann Campus,18,126519433,SupportServices,2287269.0
Universal Audenried Charter School,18,126519434,SupportServices,4370334.0
Lindley Academy CS at Birney,18,126519476,SupportServices,3074302.0
Mastery CS-Cleveland Elementary,18,126519644,SupportServices,2725255.0
Lincoln Park Performing Arts CS,18,127040002,SupportServices,4376495.0
Pennsylvania Cyber CS,18,127043430,SupportServices,40005335.69
Baden Academy CS,18,127046517,SupportServices,2549133.11
Gillingham Charter School,18,129544907,SupportServices,1318938.0
John B Stetson Charter School,18,133513315,SupportServices,5275942.0
Helen Thackston Charter School,18,134677866,SupportServices,0.0
Lehigh Valley Dual Language Charter School,18,139481451,SupportServices,2128194.17
Vida Charter School,18,141019741,SupportServices,1340752.0
Franklin Towne Charter Elementary School,18,147513703,SupportServices,4562653.0
Mastery CS-Pickett Campus,18,151514721,SupportServices,4182971.0
Propel CS-Braddock Hills,18,160028259,SupportServices,5861392.0
Universal Bluford Charter School,18,168513758,SupportServices,3045369.0
KIPP West Philadelphia Preparatory Charter School,18,172510793,SupportServices,1539921.0
Pan American Academy CS,18,173515368,SupportServices,4207873.0
Lincoln Leadership Academy Charter School,18,175390169,SupportServices,2858607.35
Eastern University Academy Charter School,18,177518712,SupportServices,2448132.0
ASPIRA Bilingual Cyber Charter School,18,181519176,SupportServices,1947714.0
Keystone Academy Charter School,18,182514568,SupportServices,3425386.0
Boys Latin of Philadelphia CS,18,185515523,SupportServices,3103569.0
Seven Generations Charter School,18,188392660,SupportServices,1703861.0
York Academy Regional Charter School,18,189670676,SupportServices,3693194.58
Tacony Academy Charter School,18,192518422,SupportServices,7376656.0
Gettysburg Montessori Charter School,18,197010542,SupportServices,741312.0
Environmental Charter School at Frick Park,18,199025446,SupportServices,4665100.0
Albert Gallatin Area SD,18,101260303,Non-instructional,942869.77
Brownsville Area SD,18,101260803,Non-instructional,502142.25
Connellsville Area SD,18,101261302,Non-instructional,1190306.37
Frazier SD,18,101262903,Non-instructional,426170.59
Laurel Highlands SD,18,101264003,Non-instructional,700781.27
Uniontown Area SD,18,101268003,Non-instructional,619017.86
Carmichaels Area SD,18,101301303,Non-instructional,670318.41
Central Greene SD,18,101301403,Non-instructional,723598.21
Jefferson-Morgan SD,18,101303503,Non-instructional,381647.99
Southeastern Greene SD,18,101306503,Non-instructional,302925.97
West Greene SD,18,101308503,Non-instructional,387908.24
Avella Area SD,18,101630504,Non-instructional,383415.62
Bentworth SD,18,101630903,Non-instructional,460190.4
Bethlehem-Center SD,18,101631003,Non-instructional,420837.09
Burgettstown Area SD,18,101631203,Non-instructional,348409.94
California Area SD,18,101631503,Non-instructional,412685.52
Canon-McMillan SD,18,101631703,Non-instructional,1867025.0
Charleroi SD,18,101631803,Non-instructional,461235.35
Chartiers-Houston SD,18,101631903,Non-instructional,445605.61
Fort Cherry SD,18,101632403,Non-instructional,411900.96
McGuffey SD,18,101633903,Non-instructional,913840.76
Peters Township SD,18,101636503,Non-instructional,1602628.95
Ringgold SD,18,101637002,Non-instructional,949349.12
Trinity Area SD,18,101638003,Non-instructional,1271209.64
Washington SD,18,101638803,Non-instructional,703438.04
Pittsburgh SD,18,102027451,Non-instructional,5714355.99
Allegheny Valley SD,18,103020603,Non-instructional,715676.04
Avonworth SD,18,103020753,Non-instructional,970823.9
Pine-Richland SD,18,103021003,Non-instructional,1998094.0
Baldwin-Whitehall SD,18,103021102,Non-instructional,1362070.7
Bethel Park SD,18,103021252,Non-instructional,1529252.57
Brentwood Borough SD,18,103021453,Non-instructional,762936.64
Carlynton SD,18,103021603,Non-instructional,648041.0
Chartiers Valley SD,18,103021752,Non-instructional,1463305.44
Clairton City SD,18,103021903,Non-instructional,398820.0
Cornell SD,18,103022103,Non-instructional,455742.0
Deer Lakes SD,18,103022253,Non-instructional,708388.74
Duquesne City SD,18,103022503,Non-instructional,52211.54
East Allegheny SD,18,103022803,Non-instructional,447886.49
Elizabeth Forward SD,18,103023153,Non-instructional,1265688.74
Fox Chapel Area SD,18,103023912,Non-instructional,2690046.1
Gateway SD,18,103024102,Non-instructional,1283849.73
Hampton Township SD,18,103024603,Non-instructional,1315914.5
Highlands SD,18,103024753,Non-instructional,721357.91
Keystone Oaks SD,18,103025002,Non-instructional,1047597.47
McKeesport Area SD,18,103026002,Non-instructional,1089591.0
Montour SD,18,103026303,Non-instructional,1354196.65
Moon Area SD,18,103026343,Non-instructional,1664835.51
Mt Lebanon SD,18,103026402,Non-instructional,2584464.94
North Allegheny SD,18,103026852,Non-instructional,4022373.33
Northgate SD,18,103026873,Non-instructional,605099.0
North Hills SD,18,103026902,Non-instructional,1423186.01
Penn Hills SD,18,103027352,Non-instructional,1046532.66
Plum Borough SD,18,103027503,Non-instructional,1349284.58
Quaker Valley SD,18,103027753,Non-instructional,1643668.0
Riverview SD,18,103028203,Non-instructional,706261.17
Shaler Area SD,18,103028302,Non-instructional,1938412.51
South Allegheny SD,18,103028653,Non-instructional,668971.17
South Fayette Township SD,18,103028703,Non-instructional,1683531.56
South Park SD,18,103028753,Non-instructional,980550.17
Steel Valley SD,18,103028833,Non-instructional,657336.08
Sto-Rox SD,18,103028853,Non-instructional,328056.87
Upper Saint Clair SD,18,103029203,Non-instructional,1721811.4
West Allegheny SD,18,103029403,Non-instructional,1755762.9
West Jefferson Hills SD,18,103029553,Non-instructional,1405310.79
West Mifflin Area SD,18,103029603,Non-instructional,1371284.37
Wilkinsburg Borough SD,18,103029803,Non-instructional,71177.66
Woodland Hills SD,18,103029902,Non-instructional,1575728.33
Butler Area SD,18,104101252,Non-instructional,1748040.93
Karns City Area SD,18,104103603,Non-instructional,562641.41
Mars Area SD,18,104105003,Non-instructional,1411208.65
Moniteau SD,18,104105353,Non-instructional,1041048.19
Slippery Rock Area SD,18,104107503,Non-instructional,861651.0
South Butler County SD,18,104107803,Non-instructional,931378.09
Seneca Valley SD,18,104107903,Non-instructional,2112698.29
Ellwood City Area SD,18,104372003,Non-instructional,556574.3
Laurel SD,18,104374003,Non-instructional,505538.19
Mohawk Area SD,18,104375003,Non-instructional,508377.46
Neshannock Township SD,18,104375203,Non-instructional,581009.58
New Castle Area SD,18,104375302,Non-instructional,995161.34
Shenango Area SD,18,104376203,Non-instructional,581257.18
Union Area SD,18,104377003,Non-instructional,410709.0
Wilmington Area SD,18,104378003,Non-instructional,485171.14
Commodore Perry SD,18,104431304,Non-instructional,226329.43
Farrell Area SD,18,104432503,Non-instructional,1078460.0
Greenville Area SD,18,104432803,Non-instructional,959348.09
Grove City Area SD,18,104432903,Non-instructional,930214.99
Hermitage SD,18,104433303,Non-instructional,878571.9
Jamestown Area SD,18,104433604,Non-instructional,208792.25
Lakeview SD,18,104433903,Non-instructional,449850.51
Mercer Area SD,18,104435003,Non-instructional,609833.67
Reynolds SD,18,104435303,Non-instructional,569750.04
Sharon City SD,18,104435603,Non-instructional,1049392.91
Sharpsville Area SD,18,104435703,Non-instructional,449167.06
West Middlesex Area SD,18,104437503,Non-instructional,500820.65
Conneaut SD,18,105201033,Non-instructional,775626.87
Crawford Central SD,18,105201352,Non-instructional,1158445.77
Penncrest SD,18,105204703,Non-instructional,970951.08
Corry Area SD,18,105251453,Non-instructional,914824.64
Erie City SD,18,105252602,Non-instructional,2303585.51
Fairview SD,18,105253303,Non-instructional,888621.89
Fort LeBoeuf SD,18,105253553,Non-instructional,677820.57
General McLane SD,18,105253903,Non-instructional,868793.85
Girard SD,18,105254053,Non-instructional,689036.91
Harbor Creek SD,18,105254353,Non-instructional,562405.56
Iroquois SD,18,105256553,Non-instructional,552013.02
Millcreek Township SD,18,105257602,Non-instructional,1795087.47
North East SD,18,105258303,Non-instructional,641639.63
Northwestern SD,18,105258503,Non-instructional,465802.74
Union City Area SD,18,105259103,Non-instructional,698370.03
Wattsburg Area SD,18,105259703,Non-instructional,529472.4
Warren County SD,18,105628302,Non-instructional,1117530.01
Allegheny-Clarion Valley SD,18,106160303,Non-instructional,325624.01
Clarion Area SD,18,106161203,Non-instructional,366120.03
Clarion-Limestone Area SD,18,106161703,Non-instructional,298754.97
Keystone SD,18,106166503,Non-instructional,269238.36
North Clarion County SD,18,106167504,Non-instructional,109944.45
Redbank Valley SD,18,106168003,Non-instructional,379880.49
Union SD,18,106169003,Non-instructional,280273.86
Dubois Area SD,18,106172003,Non-instructional,747541.46
Forest Area SD,18,106272003,Non-instructional,305525.06
Brockway Area SD,18,106330703,Non-instructional,520427.94
Brookville Area SD,18,106330803,Non-instructional,573472.49
Punxsutawney Area SD,18,106338003,Non-instructional,873115.92
Cranberry Area SD,18,106611303,Non-instructional,373288.35
Franklin Area SD,18,106612203,Non-instructional,598990.21
Oil City Area SD,18,106616203,Non-instructional,731827.43
Titusville Area SD,18,106617203,Non-instructional,762703.04
Valley Grove SD,18,106618603,Non-instructional,257083.54
Belle Vernon Area SD,18,107650603,Non-instructional,1263519.83
Burrell SD,18,107650703,Non-instructional,621413.63
Derry Area SD,18,107651603,Non-instructional,723141.3
Franklin Regional SD,18,107652603,Non-instructional,1393410.61
Greater Latrobe SD,18,107653102,Non-instructional,1246998.55
Greensburg Salem SD,18,107653203,Non-instructional,995184.65
Hempfield Area SD,18,107653802,Non-instructional,1697054.0
Jeannette City SD,18,107654103,Non-instructional,407135.29
Kiski Area SD,18,107654403,Non-instructional,1361767.82
Ligonier Valley SD,18,107654903,Non-instructional,579194.41
Monessen City SD,18,107655803,Non-instructional,306663.15
Mount Pleasant Area SD,18,107655903,Non-instructional,756616.8
New Kensington-Arnold SD,18,107656303,Non-instructional,668468.4
Norwin SD,18,107656502,Non-instructional,2013903.42
Penn-Trafford SD,18,107657103,Non-instructional,1807090.74
Southmoreland SD,18,107657503,Non-instructional,920011.79
Yough SD,18,107658903,Non-instructional,804263.95
Bedford Area SD,18,108051003,Non-instructional,585367.07
Chestnut Ridge SD,18,108051503,Non-instructional,454052.24
Everett Area SD,18,108053003,Non-instructional,429416.71
Northern Bedford County SD,18,108056004,Non-instructional,329988.62
Tussey Mountain SD,18,108058003,Non-instructional,408577.56
Altoona Area SD,18,108070502,Non-instructional,2046411.16
Bellwood-Antis SD,18,108071003,Non-instructional,551492.2
Claysburg-Kimmel SD,18,108071504,Non-instructional,350977.09
Hollidaysburg Area SD,18,108073503,Non-instructional,986859.49
Spring Cove SD,18,108077503,Non-instructional,572341.25
Tyrone Area SD,18,108078003,Non-instructional,507858.0
Williamsburg Community SD,18,108079004,Non-instructional,236658.04
Blacklick Valley SD,18,108110603,Non-instructional,360072.1
Cambria Heights SD,18,108111203,Non-instructional,551859.98
Central Cambria SD,18,108111303,Non-instructional,514847.71
Conemaugh Valley SD,18,108111403,Non-instructional,385769.66
Ferndale Area SD,18,108112003,Non-instructional,256289.74
Forest Hills SD,18,108112203,Non-instructional,847299.57
Greater Johnstown SD,18,108112502,Non-instructional,1038388.55
Northern Cambria SD,18,108114503,Non-instructional,408098.15
Penn Cambria SD,18,108116003,Non-instructional,565250.46
Portage Area SD,18,108116303,Non-instructional,655162.68
Richland SD,18,108116503,Non-instructional,878582.32
Westmont Hilltop SD,18,108118503,Non-instructional,644070.13
Berlin Brothersvalley SD,18,108561003,Non-instructional,333383.55
Conemaugh Township Area SD,18,108561803,Non-instructional,596790.47
Meyersdale Area SD,18,108565203,Non-instructional,417054.02
North Star SD,18,108565503,Non-instructional,422948.02
Rockwood Area SD,18,108566303,Non-instructional,272189.28
Salisbury-Elk Lick SD,18,108567004,Non-instructional,124765.25
Shade-Central City SD,18,108567204,Non-instructional,262581.67
Shanksville-Stonycreek SD,18,108567404,Non-instructional,143928.0
Somerset Area SD,18,108567703,Non-instructional,1299557.38
Turkeyfoot Valley Area SD,18,108568404,Non-instructional,77510.93
Windber Area SD,18,108569103,Non-instructional,605784.03
Cameron County SD,18,109122703,Non-instructional,348572.03
Johnsonburg Area SD,18,109243503,Non-instructional,279419.53
Ridgway Area SD,18,109246003,Non-instructional,261703.33
Saint Marys Area SD,18,109248003,Non-instructional,648793.57
Bradford Area SD,18,109420803,Non-instructional,924147.18
Kane Area SD,18,109422303,Non-instructional,437698.16
Otto-Eldred SD,18,109426003,Non-instructional,326993.05
Port Allegany SD,18,109426303,Non-instructional,384555.4
Smethport Area SD,18,109427503,Non-instructional,372730.13
Austin Area SD,18,109530304,Non-instructional,81697.15
Coudersport Area SD,18,109531304,Non-instructional,361843.97
Galeton Area SD,18,109532804,Non-instructional,188831.0
Northern Potter SD,18,109535504,Non-instructional,154600.5
Oswayo Valley SD,18,109537504,Non-instructional,306242.7
Bald Eagle Area SD,18,110141003,Non-instructional,771552.34
Bellefonte Area SD,18,110141103,Non-instructional,850633.88
Penns Valley Area SD,18,110147003,Non-instructional,632471.56
State College Area SD,18,110148002,Non-instructional,2803368.15
Clearfield Area SD,18,110171003,Non-instructional,788496.85
Curwensville Area SD,18,110171803,Non-instructional,276474.84
Glendale SD,18,110173003,Non-instructional,352219.31
Harmony Area SD,18,110173504,Non-instructional,109999.47
Moshannon Valley SD,18,110175003,Non-instructional,392487.33
Philipsburg-Osceola Area SD,18,110177003,Non-instructional,724601.15
West Branch Area SD,18,110179003,Non-instructional,404233.28
Keystone Central SD,18,110183602,Non-instructional,1125999.34
Central Fulton SD,18,111291304,Non-instructional,888914.37
Forbes Road SD,18,111292304,Non-instructional,122431.61
Southern Fulton SD,18,111297504,Non-instructional,255830.3
Huntingdon Area SD,18,111312503,Non-instructional,594290.13
Juniata Valley SD,18,111312804,Non-instructional,379884.61
Mount Union Area SD,18,111316003,Non-instructional,433335.77
Southern Huntingdon County SD,18,111317503,Non-instructional,242675.55
Juniata County SD,18,111343603,Non-instructional,706227.58
Mifflin County SD,18,111444602,Non-instructional,1129465.78
Bermudian Springs SD,18,112011103,Non-instructional,978961.51
Conewago Valley SD,18,112011603,Non-instructional,825201.61
Fairfield Area SD,18,112013054,Non-instructional,509398.32
Gettysburg Area SD,18,112013753,Non-instructional,1209951.6
Littlestown Area SD,18,112015203,Non-instructional,540555.74
Upper Adams SD,18,112018523,Non-instructional,625785.0
Chambersburg Area SD,18,112281302,Non-instructional,2140590.0
Fannett-Metal SD,18,112282004,Non-instructional,179396.09
Greencastle-Antrim SD,18,112283003,Non-instructional,750787.76
Tuscarora SD,18,112286003,Non-instructional,742104.42
Waynesboro Area SD,18,112289003,Non-instructional,889359.82
Central York SD,18,112671303,Non-instructional,1740952.39
Dallastown Area SD,18,112671603,Non-instructional,1792150.59
Dover Area SD,18,112671803,Non-instructional,1027101.66
Eastern York SD,18,112672203,Non-instructional,953237.41
Hanover Public SD,18,112672803,Non-instructional,617672.0
Northeastern York SD,18,112674403,Non-instructional,998216.44
Red Lion Area SD,18,112675503,Non-instructional,1252740.0
South Eastern SD,18,112676203,Non-instructional,1210523.77
South Western SD,18,112676403,Non-instructional,1173494.09
Southern York County SD,18,112676503,Non-instructional,975527.37
Spring Grove Area SD,18,112676703,Non-instructional,1186949.3
West York Area SD,18,112678503,Non-instructional,843073.0
York City SD,18,112679002,Non-instructional,1041916.27
York Suburban SD,18,112679403,Non-instructional,973534.96
Cocalico SD,18,113361303,Non-instructional,1121988.8
Columbia Borough SD,18,113361503,Non-instructional,368710.62
Conestoga Valley SD,18,113361703,Non-instructional,1401797.67
Donegal SD,18,113362203,Non-instructional,758636.39
Eastern Lancaster County SD,18,113362303,Non-instructional,1124922.24
Elizabethtown Area SD,18,113362403,Non-instructional,1296465.27
Ephrata Area SD,18,113362603,Non-instructional,1477607.59
Hempfield SD,18,113363103,Non-instructional,1922482.08
Lampeter-Strasburg SD,18,113363603,Non-instructional,1012594.77
Lancaster SD,18,113364002,Non-instructional,3082902.0
Manheim Central SD,18,113364403,Non-instructional,1205810.33
Manheim Township SD,18,113364503,Non-instructional,1567890.6
Penn Manor SD,18,113365203,Non-instructional,1438682.39
Pequea Valley SD,18,113365303,Non-instructional,683557.05
Solanco SD,18,113367003,Non-instructional,1126218.8
Warwick SD,18,113369003,Non-instructional,1572232.9
Annville-Cleona SD,18,113380303,Non-instructional,737553.45
Cornwall-Lebanon SD,18,113381303,Non-instructional,1418843.42
Eastern Lebanon County SD,18,113382303,Non-instructional,909448.25
Lebanon SD,18,113384603,Non-instructional,1329010.9
Northern Lebanon SD,18,113385003,Non-instructional,746362.28
Palmyra Area SD,18,113385303,Non-instructional,1048007.89
Antietam SD,18,114060503,Non-instructional,396463.01
Boyertown Area SD,18,114060753,Non-instructional,1566252.35
Brandywine Heights Area SD,18,114060853,Non-instructional,654409.61
Conrad Weiser Area SD,18,114061103,Non-instructional,957292.47
Daniel Boone Area SD,18,114061503,Non-instructional,757037.63
Exeter Township SD,18,114062003,Non-instructional,1504818.19
Fleetwood Area SD,18,114062503,Non-instructional,723803.34
Governor Mifflin SD,18,114063003,Non-instructional,1745592.72
Hamburg Area SD,18,114063503,Non-instructional,829376.37
Kutztown Area SD,18,114064003,Non-instructional,756103.7
Muhlenberg SD,18,114065503,Non-instructional,1526909.1
Oley Valley SD,18,114066503,Non-instructional,752273.81
Reading SD,18,114067002,Non-instructional,3006995.82
Schuylkill Valley SD,18,114067503,Non-instructional,1250036.22
Tulpehocken Area SD,18,114068003,Non-instructional,483046.64
Twin Valley SD,18,114068103,Non-instructional,803727.9
Wilson SD,18,114069103,Non-instructional,2410301.45
Wyomissing Area SD,18,114069353,Non-instructional,991297.34
Big Spring SD,18,115210503,Non-instructional,933197.94
Camp Hill SD,18,115211003,Non-instructional,965415.67
Carlisle Area SD,18,115211103,Non-instructional,1312705.66
Cumberland Valley SD,18,115211603,Non-instructional,2444294.0
East Pennsboro Area SD,18,115212503,Non-instructional,716377.56
Mechanicsburg Area SD,18,115216503,Non-instructional,1926722.45
Shippensburg Area SD,18,115218003,Non-instructional,771601.5
South Middleton SD,18,115218303,Non-instructional,874204.83
West Shore SD,18,115219002,Non-instructional,2047905.24
Central Dauphin SD,18,115221402,Non-instructional,3163359.36
Derry Township SD,18,115221753,Non-instructional,1595893.57
Halifax Area SD,18,115222504,Non-instructional,448614.23
Harrisburg City SD,18,115222752,Non-instructional,1350282.2
