Ctgy,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,"Actual
Instruction Expense (AIE)","Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,103027352.0,Penn Hills SD,Allegheny,53001589.67,24503498.99,1186256.1,78691344.75999999,,11923586.93,90614931.69,51364746.89,36202536.83,14065293.22,1903560.09,352674.44,109459.9,,,368065.19,2554363.53,2152773.73,2866112.39,693334.61,860939.34,7794894.79,7121531.13,411788.3,47761.17
1.0,103021003.0,Pine-Richland SD,Allegheny,48074175.12,23297374.83,2035368.23,73406918.17999999,,22810224.21,96217142.39,56232785.31,36125807.07,11274948.53,590150.9,44213.77,39054.85,,,,2794078.9,1475962.09,4270034.39,880028.64,998512.35,5639457.32,5278186.06,1876807.08,84308.0
1.0,102027451.0,Pittsburgh SD,Allegheny,426292836.39,215510007.06,5983239.01,647786082.46,1627694.89,51204643.98,700618421.33,455755542.64,286568760.26,100819950.73,7242190.33,4718169.69,613905.64,,,26329859.74,20553358.17,31672644.68,42081712.5,12606036.28,6530285.99,57171090.24,33626156.7,10615325.82,653396.68
1.0,103027503.0,Plum Borough SD,Allegheny,36455300.47,16966660.69,1368293.29,54790254.449999996,,8830239.45,63620493.9,39089198.78,28782093.52,6994457.83,656175.38,22573.74,,,,,1829069.68,654141.77,3246513.99,615835.82,423233.58,5313845.64,3838518.88,998534.52,46966.81
1.0,103027753.0,Quaker Valley SD,Allegheny,24483179.0,15207988.0,1628603.0,41319770.0,,8790683.0,50110453.0,32423885.06,18952777.0,5332537.0,183298.0,13371.0,1196.0,,,,1674031.0,2527839.0,2588902.0,359370.0,711816.0,4061826.0,2186011.0,922962.0,175231.0
1.0,103028203.0,Riverview SD,Allegheny,12390935.82,7607831.2,752537.58,20751304.599999998,9298.0,1482500.36,22243102.96,16189807.42,9227889.77,2420695.27,531775.1,210575.68,,,,,530330.01,1890576.81,1864706.71,138882.45,394014.47,1703822.15,1066217.88,,19280.72
1.0,103028302.0,Shaler Area SD,Allegheny,49958858.73,24930472.66,1967634.99,76856966.38,,7330472.87,84187439.25,55982541.06,33920694.63,13248689.48,1577083.73,1201626.39,10764.5,,,,3513865.96,1797982.86,3874584.0,1065016.68,827775.45,7540354.21,4757036.43,1490841.33,63015.74
1.0,103028653.0,South Allegheny SD,Allegheny,16470578.07,7308723.64,740273.75,24519575.46,4953.5,1253504.32,25778033.28,16729777.65,10507697.34,5108586.36,726480.61,126729.76,1084.0,,,,840244.04,683954.85,1749582.53,230421.6,276847.05,1907432.91,1482792.03,127427.35,10021.28
1.0,103028703.0,South Fayette Township SD,Allegheny,27677445.22,17641510.4,1812673.38,47131629.0,,8449878.44,55581507.44,33785300.91,21527575.05,5627350.04,497772.81,24747.32,,,,,1904130.77,1484782.72,2728067.86,497762.75,757383.97,5136755.19,4190900.11,902821.08,38905.95
1.0,103028753.0,South Park SD,Allegheny,17781215.38,10092047.73,945184.77,28818447.88,,5084329.56,33902777.44,20995999.05,13140778.99,3875971.68,762276.99,2187.72,,,,,962731.75,1243967.31,2203673.16,303929.41,416715.11,3287208.65,1649861.79,,23960.55
1.0,103028833.0,Steel Valley SD,Allegheny,24614763.19,9744520.41,727160.1,35086443.7,1600.0,3759793.22,38847836.92,26807312.23,16740517.27,7525491.92,278550.0,70204.0,,,,,1087548.96,1111682.29,2174768.41,384375.11,456496.88,2926289.68,902664.97,226506.35,474187.76
1.0,103028853.0,Sto-Rox SD,Allegheny,19099370.63,7220838.98,350732.56,26670942.169999998,,4766258.95,31437201.12,18187673.99,11380143.01,6458939.5,564055.06,569199.06,127034.0,,,,698716.38,583638.42,1162289.92,259790.75,449815.07,1791030.2,2041912.18,223613.88,10032.18
1.0,103029203.0,Upper Saint Clair SD,Allegheny,44890422.16,29008288.15,1751356.41,75650066.72,,66018512.36,141668579.08,57344276.73,34228640.66,10084369.28,295551.41,281860.81,,,,,2479120.43,3920430.94,4985654.38,582301.47,1063034.2,9284568.14,5043784.2,1370612.19,278782.2
1.0,103029403.0,West Allegheny SD,Allegheny,31946397.84,20400111.94,1707969.58,54054479.36,654869.23,8673187.05,63382535.64,41392587.28,23195790.76,6131880.1,2463192.64,155534.34,,,,,2327982.13,2830035.3,3980635.55,617527.34,632184.87,6139827.87,3686333.84,119344.06,66240.98
1.0,103029553.0,West Jefferson Hills SD,Allegheny,27824793.96,16915787.15,1494256.17,46234837.28,4607115.8,8859029.0,59700982.08,39289774.22,23066257.02,4271285.9,450712.0,35777.54,761.5,,,,1861274.53,1742993.75,3042268.18,538626.86,412473.97,4688806.83,2939431.67,1646453.54,43457.82
1.0,103029603.0,West Mifflin Area SD,Allegheny,30972776.18,16400236.86,1510589.99,48883603.03,118017.06,18115291.11,67116911.2,31112576.95,21151095.94,8732897.77,1034019.49,37162.48,17600.5,,,,1341834.19,943492.38,3599590.55,584099.87,994167.45,5056742.8,2762369.62,1087394.9,30545.1
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,19678585.51,8918916.93,61554.15,28659056.59,,1183600.35,29842656.94,20350780.01,12627709.42,5875714.75,24964.33,119634.5,132976.06,,,897586.45,904482.93,1068963.68,1098629.06,320166.3,571056.71,2311029.85,2372426.57,259372.01,12789.82
1.0,103029902.0,Woodland Hills SD,Allegheny,65775450.41,24478195.88,1442113.83,91695760.11999999,,6488240.84,98184000.96,67996202.73,40322797.82,24001510.32,639503.31,102691.71,96947.25,,,612000.0,2942942.86,1592727.13,4700651.16,806059.24,582454.46,5600575.07,6894662.14,1299114.73,59009.09
1.0,128030603.0,Apollo-Ridge SD,Armstrong,14593681.52,8020413.43,475825.51,23089920.46,175363.0,1730103.13,24995386.59,15528533.91,9394424.27,3355790.77,1637461.51,31295.83,4387.47,,,170321.67,859152.73,662951.44,1393549.55,377578.27,351699.54,2181433.59,1764760.42,362999.19,66288.7
1.0,128030852.0,Armstrong SD,Armstrong,60352760.89,26810562.26,1317356.23,88480679.38000001,525785.76,10370001.73,99376466.87,56344009.49,39782331.73,14383115.67,5587846.43,548619.11,50847.95,,,,1908740.78,1921199.31,4791956.4,1328704.9,814365.29,7669741.73,7329196.46,867365.28,179292.11
1.0,128033053.0,Freeport Area SD,Armstrong,17783320.35,9695975.61,646441.36,28125737.32,,4116064.5,32241801.82,20990857.71,14370637.11,2946135.59,293590.39,169188.71,3768.55,,,,832670.01,1005578.05,2259557.29,278858.39,474930.55,2949871.05,1589981.53,222577.65,81951.09
1.0,128034503.0,Leechburg Area SD,Armstrong,8946397.5,4494439.54,480680.16,13921517.2,,684259.63,14605776.83,10129377.39,6539872.42,1763487.93,478841.17,1090.58,,,,163105.4,373388.2,259153.51,947016.34,137492.66,241713.75,1408556.21,577637.66,526084.4,23396.81
1.0,127040503.0,Aliquippa SD,Beaver,13922285.77,7015208.65,431847.44,21369341.860000003,,28137669.25,49507011.11,14655144.44,8915385.37,4361010.15,565904.62,65757.44,14228.19,,,,634857.98,204778.9,2006181.04,201249.39,281040.91,2208147.62,1140173.29,333535.54,5243.98
1.0,127040703.0,Ambridge Area SD,Beaver,29768719.5,13816613.57,977837.49,44563170.56,372423.02,5875882.62,50811476.2,31818232.75,19537571.59,8931763.35,484221.18,392979.0,29340.94,,,392843.44,1019759.25,587040.55,2206913.31,456925.37,743638.79,4312411.03,3412231.72,1055860.94,21832.61
1.0,127041203.0,Beaver Area SD,Beaver,16732081.48,12469428.71,895212.87,30096723.060000002,,2977534.74,33074257.8,21309864.99,12534211.59,3314383.43,743453.18,116356.34,23676.94,,,,1812148.32,1064266.62,2289652.2,299939.11,638340.98,3956747.24,2350045.62,39466.3,18822.32
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,17332230.27,8927586.82,726570.51,26986387.6,795799.55,1957065.08,29739252.23,18549869.79,12235421.56,3717079.83,700134.37,253529.58,37163.33,,,388901.6,1307210.99,156979.99,1939756.0,339328.89,417480.38,2839704.41,1388804.92,530943.66,7377.58
1.0,127041603.0,Blackhawk SD,Beaver,21624315.64,10835531.26,1208606.45,33668453.35,6865.75,4659042.9,38334362.0,25438841.57,15251328.05,4679602.9,1476139.16,217245.53,,,,,824746.66,1051802.1,2252214.69,430676.33,376028.29,3422716.21,2443912.22,11901.31,21533.45
1.0,127042003.0,Central Valley SD,Beaver,22700499.36,10421570.03,1027227.48,34149296.87,,2261915.48,36411212.35,25408438.1,17921979.56,4415143.57,355653.64,7722.59,,,,,1046388.07,322775.97,1663041.0,355913.84,729904.87,3443836.77,2036787.5,797696.37,25225.64
1.0,127042853.0,Freedom Area SD,Beaver,14187463.6,6788852.5,605996.5,21582312.6,149739.09,2026960.61,23759012.3,16004728.51,10283656.21,3440099.47,455926.25,2405.34,3376.33,,,2000.0,882934.11,377739.89,1307630.64,167283.17,378789.79,2119781.23,1189171.8,353493.56,12028.31
1.0,127044103.0,Hopewell Area SD,Beaver,24466104.15,12495648.32,997661.75,37959414.22,2686.0,3278907.04,41241007.26,27918287.72,17015342.07,6219359.53,998491.25,215815.16,17096.14,,,,1041909.05,693023.57,2514456.36,673596.56,663660.63,3962181.43,2372713.38,554959.87,19147.47
1.0,127045303.0,Midland Borough SD,Beaver,3608673.54,1656649.13,70201.11,5335523.78,,205532.0,5541055.78,3538035.76,2745745.7,861427.04,,1500.8,,,,,18454.15,20385.24,506880.12,91880.61,150417.18,367999.42,499208.37,,1424.04
1.0,127045653.0,New Brighton Area SD,Beaver,15173299.8,7198256.03,695353.91,23066909.740000002,5237.0,1749612.42,24821759.16,15499009.04,10516116.66,3243992.57,1285995.34,120150.2,7045.03,,,,838501.52,504215.51,1394119.62,261971.25,314598.61,2318400.1,1125017.46,424881.75,16550.21
1.0,127045853.0,Riverside Beaver County SD,Beaver,14198123.68,7960984.06,583512.8,22742620.54,70485.0,2353219.86,25166325.4,16468518.82,10474953.56,3343087.59,200177.86,9904.67,,,,170000.0,931152.51,910080.69,1684419.89,215045.74,514566.09,2431426.06,1251831.65,10723.51,11737.92
1.0,127046903.0,Rochester Area SD,Beaver,10798060.61,5203544.21,391727.73,16393332.55,,1236314.29,17629646.84,11873834.65,6686395.03,3766846.44,233722.53,99397.61,11699.0,,,,460575.73,968848.98,1064858.9,191819.74,352463.44,1370576.81,529950.1,258259.7,6190.81
1.0,127047404.0,South Side Area SD,Beaver,13142435.71,7872588.57,697365.05,21712389.330000002,617388.65,1425355.53,23755133.51,16032901.24,10336265.25,2562404.7,203844.82,39920.94,,,,,724559.82,862306.15,1592856.9,238933.24,410463.1,2437662.41,1541908.29,53015.14,10883.52
1.0,127049303.0,Western Beaver County SD,Beaver,8685750.08,4442004.54,297281.05,13425035.670000002,65018.0,601990.91,14092044.58,9568766.77,5011957.26,2130080.46,639619.68,88508.47,3242.0,,,812342.21,409566.08,164973.68,1096292.41,161304.64,111118.23,1337759.88,1155688.67,,5300.95
1.0,108051003.0,Bedford Area SD,Bedford,16824086.36,9736725.33,638445.37,27199257.06,,2158411.19,29357668.25,18915635.05,11798094.23,3277510.96,955705.57,786644.65,,,,6130.95,713021.29,947615.75,2224700.32,379401.72,395370.35,2097888.77,2168132.84,381045.8,429548.49
1.0,108051503.0,Chestnut Ridge SD,Bedford,12056077.99,6669061.87,471874.82,19197014.68,,2202766.01,21399780.69,13030255.05,8069800.21,2444156.15,891690.69,313847.1,,,,336583.84,579427.1,447432.55,1487758.51,282099.67,433812.42,1495400.13,1743678.79,193821.55,5631.15
1.0,108053003.0,Everett Area SD,Bedford,10751526.92,6169614.08,445433.74,17366574.74,208445.73,3588625.63,21163646.1,11570674.42,7239466.4,2469667.06,716405.12,325988.34,,,,,606672.91,270628.01,1182778.93,229037.0,290232.79,1630964.1,1494867.45,193776.72,270656.17
1.0,108056004.0,Northern Bedford County SD,Bedford,7976568.4,3985020.38,337548.76,12299137.540000001,,930513.48,13229651.02,8323783.5,5745001.1,1404345.14,550683.73,194658.02,,,,81880.41,471413.5,135566.57,1087296.91,134819.22,156099.7,1087852.7,801380.69,107227.87,3363.22
1.0,108058003.0,Tussey Mountain SD,Bedford,9027451.74,5017729.86,430802.44,14475984.040000001,131555.33,2247908.69,16855448.06,9476894.25,6032364.46,2048782.5,442293.2,312320.34,,,,191691.24,460686.49,99555.73,1237877.45,316176.77,230787.41,1135534.42,1221993.2,226816.11,88302.28
1.0,114060503.0,Antietam SD,Berks,11839000.99,5785144.42,401673.06,18025818.47,,1784791.53,19810610.0,13641416.99,7479671.19,3878460.15,396482.96,58797.49,25589.2,,,,673031.44,864517.77,1574211.8,187222.89,343966.15,1475809.4,243135.59,405671.15,17578.23
1.0,114060753.0,Boyertown Area SD,Berks,74635219.07,33136915.44,1587404.76,109359539.27,,8073978.54,117433517.81,82808543.95,51013418.87,20737465.72,2318730.63,339170.74,896.94,198.0,,225338.17,3492655.15,4971017.78,6064888.32,1191926.44,1250634.52,7187378.85,6019326.79,2858728.38,100359.21
1.0,114060853.0,Brandywine Heights Area SD,Berks,17320860.28,9189396.97,761268.54,27271525.79,191683.53,3918076.5,31381285.82,20926055.96,12369606.32,4362167.73,584936.04,4150.19,,,,,1097091.64,1236600.55,1386155.73,366816.62,539452.27,2380684.78,1584857.5,574210.02,23527.86
1.0,114061103.0,Conrad Weiser Area SD,Berks,31819554.47,13678605.73,1019699.01,46517859.21,,5075145.19,51593004.4,32240989.67,20251454.5,9162971.2,1971827.41,433301.36,,,,,1792307.94,1521998.85,2486295.65,572439.59,693232.53,3733674.05,2189358.03,654020.86,35278.23
1.0,114061503.0,Daniel Boone Area SD,Berks,34284883.58,15324462.35,857614.63,50466960.56,,8693585.37,59160545.93,37332709.25,24210192.22,8816416.67,1223935.77,34064.59,274.33,,,,1514582.09,3080725.81,2646067.88,611945.39,750282.66,3037295.31,3577757.2,68424.46,37381.55
1.0,114062003.0,Exeter Township SD,Berks,44365549.06,20502940.94,1644889.48,66513379.48,463735.26,17198851.69,84175966.43,50843200.01,30461668.09,12558028.41,1334442.84,6120.11,5289.61,,,,2287982.93,2571853.6,3883791.57,812637.2,655253.63,5352444.78,3306228.35,1584222.07,48526.81
1.0,114062503.0,Fleetwood Area SD,Berks,27620009.51,13075018.63,783306.42,41478334.56,,5023980.26,46502314.82,31231132.15,18569496.38,7218355.56,1800772.05,21099.52,10286.0,,,,1348766.67,2012121.14,2522773.88,633680.98,523066.07,3588343.52,2076155.15,336843.08,33268.14
1.0,114063003.0,Governor Mifflin SD,Berks,42047260.24,19870672.14,1807963.07,63725895.45,62101.72,7278047.71,71066044.88,49550534.35,28015723.33,12350565.05,1164092.04,162465.95,21731.4,,,332682.47,2521451.49,3025232.66,3761394.38,581901.19,1200365.05,5298361.55,2521463.8,904996.66,55505.36
1.0,114063503.0,Hamburg Area SD,Berks,23828002.71,12507719.21,851877.81,37187599.730000004,4932.0,5170339.04,42362870.77,27899750.11,16570063.65,6373071.4,856196.54,25262.04,3409.08,,,,1484378.77,1195791.98,1992654.47,476873.56,551381.68,3495761.9,1971665.52,1309229.98,29981.35
1.0,114064003.0,Kutztown Area SD,Berks,19149528.95,10110556.75,784857.0,30044942.7,,2803311.3,32848254.0,23112464.91,13378476.87,4544040.96,1039775.63,182631.3,,4604.19,,,1067879.12,1655864.75,2120882.72,547903.93,469542.74,2632874.08,1489687.59,98940.21,26981.61
1.0,114065503.0,Muhlenberg SD,Berks,35781170.54,17416173.04,1589346.09,54786689.67,,7759422.37,62546112.04,40629928.68,24932717.48,8449193.67,1790298.73,558315.86,50644.8,,,,2635232.58,1588762.13,3462178.04,680269.89,566870.8,4836152.8,2556577.91,1046511.22,43617.67
1.0,114066503.0,Oley Valley SD,Berks,19107864.92,10204480.64,744792.86,30057138.42,,2763900.26,32821038.68,22747862.15,12566459.9,5587532.35,897578.7,51478.97,4815.0,,,,1182918.39,936356.83,2244758.21,541343.88,461476.66,2707997.48,1728863.15,373759.59,27006.45
1.0,114067002.0,Reading SD,Berks,159187806.6,75863964.56,3067534.63,238119305.79,5487716.27,41066722.3,284673744.36,158757582.09,99544761.37,48633657.42,5247073.96,3117892.46,616415.61,10472.0,,2017533.78,10778610.48,6004905.27,19588756.16,4073755.7,2018608.78,20450116.53,5606207.21,7251517.58,91486.85
1.0,114067503.0,Schuylkill Valley SD,Berks,23776173.88,10076782.84,1258727.32,35111684.04,,3507271.41,38618955.45,26912349.49,17430593.65,5215818.95,489812.04,635103.0,4846.24,,,,1170275.44,724997.31,2409743.93,365859.29,569626.15,2220154.12,1911003.67,673194.14,31928.79
1.0,114068003.0,Tulpehocken Area SD,Berks,17967487.43,9036841.78,480203.41,27484532.62,,5087951.17,32572483.79,20539158.93,12991362.5,4125236.17,633824.01,211962.51,5102.24,,,,1020621.82,915724.85,1525689.29,354206.15,451156.01,2467079.26,1543557.09,735878.09,22929.22
1.0,114068103.0,Twin Valley SD,Berks,37409802.68,17411881.65,811290.85,55632975.18,,16407571.84,72040547.02,40948802.5,22893505.03,11305707.11,1649306.03,1558377.51,2907.0,,,,2595016.39,3318246.26,2762346.73,514022.67,705870.27,3549999.21,3633606.28,277288.03,55485.81
1.0,114069103.0,Wilson SD,Berks,60790857.91,28478323.65,2435081.24,91704262.8,,12271539.17,103975801.97,71121351.65,41871336.83,15969828.68,2516369.8,407400.07,25922.53,,,,3701765.95,5878253.46,5760062.83,855885.15,985072.54,7164766.13,3309484.48,631498.9,191534.21
