Ctgy,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,"Actual
Instruction Expense (AIE)","Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,116191503.0,Central Columbia SD,Columbia,18280965.41,9743967.87,698581.48,28723514.76,,3019353.5,31742868.26,21369989.94,11885405.08,3908254.09,2394303.87,87356.87,5645.5,,,,952521.08,1852009.05,2175795.78,300528.66,524867.39,2420550.41,1497314.05,20381.45,
1.0,116195004.0,Millville Area SD,Columbia,7791262.0,5008878.0,283468.0,13083608.0,,337331.0,13420939.0,9464137.05,4750145.0,1791313.0,636235.0,613569.0,,,,,584661.0,863480.0,996067.0,125436.0,369886.0,1269933.0,766724.0,32691.0,
1.0,116197503.0,Southern Columbia Area SD,Columbia,12904163.29,6828352.77,607047.87,20339563.93,348644.69,1912718.24,22600926.86,14772092.23,8539898.99,2969565.61,1333709.22,58489.47,,,,2500.0,639478.91,424449.89,1381822.0,202344.93,300844.41,1656044.14,1768798.94,454569.55,
1.0,105201033.0,Conneaut SD,Crawford,20273046.77,13670137.11,828549.96,34771733.839999996,25427.42,5731103.39,40528264.65,22875488.33,12952847.05,4980823.37,2123807.88,211952.47,3616.0,,,,1039242.52,1260541.32,2343965.85,577116.63,539946.14,3016893.69,3866599.61,972772.47,53058.88
1.0,105201352.0,Crawford Central SD,Crawford,34439249.37,18330857.26,1160592.23,53930698.85999999,,8063245.03,61993943.89,36231506.87,22960488.9,9465880.74,1596953.11,394344.06,16618.64,4963.92,,,2023840.13,2663303.6,3224442.71,869988.78,543266.06,4368779.2,3854918.46,713961.36,68356.96
1.0,105204703.0,Penncrest SD,Crawford,33295683.04,15410867.95,988817.25,49695368.239999995,,2347210.84,52042579.08,31163124.76,23444787.9,6370263.36,1692629.11,1521966.18,266036.49,,,,1221654.36,2166038.34,2721371.49,903184.14,648520.22,3791568.92,3817335.8,87178.21,54016.47
1.0,115210503.0,Big Spring SD,Cumberland,29566121.05,14600313.24,990226.19,45156660.48,,5252384.23,50409044.71,34119459.68,19824082.64,9019044.54,641342.06,78687.81,2964.0,,,,1701131.28,1484486.57,2750769.27,540932.86,394699.0,4163172.76,2519368.92,1017993.0,27759.58
1.0,115211003.0,Camp Hill SD,Cumberland,13315713.54,6205088.79,1056615.7,20577418.029999997,,3204361.55,23781779.58,16227646.7,9897857.3,3281439.73,52799.0,9428.71,1247.0,72941.8,,,1212412.86,798299.14,1541646.61,228801.12,375618.3,1927273.91,107653.48,,13383.37
1.0,115211103.0,Carlisle Area SD,Cumberland,47313340.17,25551858.82,1411307.32,74276506.31,,8651796.2,82928302.51,55441336.34,31874791.46,10845374.41,1564263.51,2723632.17,41098.86,255527.6,8652.16,,3869822.82,2193531.69,5198739.75,1104584.22,830012.1,6343972.51,3753948.95,2205287.25,51959.53
1.0,115211603.0,Cumberland Valley SD,Cumberland,75439741.0,46805321.0,2540363.0,124785425.0,178227.0,12699844.0,137663496.0,96698648.24,51339605.0,21096304.0,923734.0,1365245.0,8580.0,566458.0,132275.0,7540.0,4046261.0,8539731.0,7528966.0,1248613.0,2102049.0,13004918.0,7255235.0,2956354.0,123194.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,25595449.97,11629030.99,773352.39,37997833.35,154602.0,4248624.14,42401059.49,29514748.32,17968600.75,6975562.14,427784.0,4289.08,7227.0,211987.0,,,1186991.66,1290696.93,2431686.85,404588.15,546914.46,3181306.71,1815626.31,740315.79,30904.13
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,41391328.95,18951733.72,2185633.68,62528696.35,18787.43,8881681.93,71429165.71,47879129.74,30689071.76,9907652.49,368408.86,145033.38,10234.26,263444.4,,7483.8,2916390.39,2118913.53,3929423.44,896222.74,820507.99,4256362.71,1864152.39,1882509.63,267250.9
1.0,115218003.0,Shippensburg Area SD,Cumberland,30650115.43,13439559.28,766068.46,44855743.17,100044.68,3556339.22,48512127.07,32405404.72,21281072.84,7345192.06,1760366.76,250109.77,,,13374.0,,1907276.44,2129531.71,2555085.94,614866.76,620555.74,3000781.55,2414509.61,163472.16,33479.37
1.0,115218303.0,South Middleton SD,Cumberland,20088567.24,10883712.41,835056.88,31807336.529999997,,3864262.52,35671599.05,24555476.52,14480865.22,5038950.45,370098.0,81571.57,,117082.0,,,1148494.08,1943799.78,2271104.69,584411.96,573799.35,2511366.07,1789478.14,29256.0,32002.34
1.0,115221402.0,Central Dauphin SD,Dauphin,127242934.2,55318703.2,3466827.0,186028464.4,,20516250.77,206544715.17,140813948.0,85980847.13,32516289.27,6275027.57,1353716.43,,1117053.8,,,6718609.89,3746847.89,11328237.68,2750813.04,1337914.72,15028891.2,9011603.16,5137062.04,258723.58
1.0,115221753.0,Derry Township SD,Dauphin,34829454.61,20248628.4,1676974.54,56755057.55,,6292711.45,63047769.0,43807554.56,24876512.28,8293112.57,1330453.82,140335.74,,189040.2,,,1957682.7,2477650.47,3996901.57,1006366.08,812253.65,5683033.76,2495739.19,1767404.13,51596.85
1.0,115222504.0,Halifax Area SD,Dauphin,12200431.25,6409876.58,446152.1,19056459.93,,10673902.94,29730362.87,13911828.72,8047336.7,3144960.27,634092.92,5978.91,,69069.8,,298992.65,721401.13,613766.72,1368816.7,180787.72,478761.31,1474700.34,1116449.78,446636.89,8555.99
1.0,115222752.0,Harrisburg City SD,Dauphin,95582433.0,37122725.1,1176164.35,133881322.44999999,,21659840.0,155541162.45,91027563.47,57715637.0,28295465.0,3890749.0,4978676.0,305497.0,223457.0,,172952.0,4861223.67,3615828.4,7434147.99,801921.1,1270815.48,10877615.42,3874982.19,3417259.17,968931.68
1.0,115224003.0,Lower Dauphin SD,Dauphin,40132177.33,19224519.03,1072903.35,60429599.71,,3633420.58,64063020.29,46039080.62,24899446.47,11013798.47,2804242.05,1178820.1,,223716.2,,12154.04,2387578.1,2515471.28,3823541.29,713624.5,496619.31,6016043.12,2794113.81,436060.05,41467.57
1.0,115226003.0,Middletown Area SD,Dauphin,25191254.08,14274600.03,1378082.09,40843936.2,27551.31,6249281.35,47120768.86,29556815.38,16880666.55,6742894.73,1309553.9,80876.35,15112.75,162149.8,,,2372567.82,1307846.9,2548987.69,681677.25,664921.28,3854639.69,1488958.61,1330056.52,24944.27
1.0,115226103.0,Millersburg Area SD,Dauphin,8829000.0,4296055.97,321324.48,13446380.45,20400.0,1537823.95,15004604.4,9300235.54,6569476.28,2105662.8,94075.5,9792.62,,49992.8,,,347843.0,591060.04,1083945.65,186608.67,346843.49,1090468.56,439141.53,203782.97,6362.06
1.0,115228003.0,Steelton-Highspire SD,Dauphin,15050515.4,6432437.92,166290.18,21649243.5,,2829494.9,24478738.4,13522721.34,8964759.82,4388120.58,437661.0,521361.0,28085.0,48742.0,,661786.0,990094.0,311944.0,1380302.0,194571.0,529884.0,1595914.0,587289.42,837417.0,5022.5
1.0,115228303.0,Susquehanna Township SD,Dauphin,33104911.37,14184748.82,1080800.55,48370460.739999995,,13879564.37,62250025.11,38261231.27,21739410.1,9154321.52,1614539.72,277630.88,27939.35,291069.8,,,1571492.1,954167.71,2673073.41,450546.05,1070948.72,3776878.47,2280031.12,1361014.47,46596.77
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,12627741.02,5726176.43,448773.3,18802690.75,,1091012.32,19893703.07,13568701.9,8659978.68,3028658.32,697260.61,61412.38,,75245.4,,105185.63,591778.97,410354.56,1169512.43,212207.98,294952.72,1696245.9,1110301.32,231404.03,9418.52
1.0,125231232.0,Chester-Upland SD,Delaware,101016573.84,24203464.6,676102.45,125896140.89,152902.96,7982579.35,134031623.2,97136993.58,59081900.63,37652757.52,1273523.79,1777495.19,142034.0,,22394.85,1066467.86,4061586.54,2317677.08,4032647.52,1078848.8,508166.92,5255785.94,5934677.69,989595.24,24478.87
1.0,125231303.0,Chichester SD,Delaware,44281641.0,22328631.42,1609771.96,68220044.38,,7745247.42,75965291.8,51100245.91,28204781.8,14197892.36,521190.0,1344996.84,12780.0,,,,3211041.3,1356881.27,3824483.92,598689.76,886248.85,5981100.34,4083757.15,2336033.34,50395.49
1.0,125234103.0,Garnet Valley SD,Delaware,68430549.23,25376968.82,2400843.4,96208361.45000002,,11550912.32,107759273.77,76802908.56,47119596.09,20497304.52,596035.0,3206.62,,214407.0,,,2763490.22,2187309.59,5825963.37,828224.32,1094135.52,6538712.66,4313390.38,1740017.48,85725.28
1.0,125234502.0,Haverford Township SD,Delaware,73989015.54,34820587.23,1636293.11,110445895.88000001,,10763821.16,121209717.04,86935835.37,47779470.64,23543878.41,686125.1,644062.89,12262.5,1323216.0,,,5519293.67,4142187.49,5593926.35,2395031.89,1216861.15,8762331.64,5236076.82,1842750.79,112127.43
1.0,125235103.0,Interboro SD,Delaware,41258598.26,20309186.79,973875.76,62541660.809999995,55495.58,4561293.25,67158449.64,45837342.25,28520158.02,10465825.97,996191.0,525420.29,,463378.0,,287624.98,3269792.33,1424948.28,4657796.44,922253.45,694979.3,4681690.35,2995065.4,1625047.09,37614.15
1.0,125235502.0,Marple Newtown SD,Delaware,45459270.31,28415029.46,1613625.47,75487925.24000001,,13114000.0,88601925.24,55250878.92,27775756.68,17143545.3,355534.08,116495.1,67939.15,,,,3113415.55,3395093.51,3660965.24,1852139.05,1078983.46,6880836.83,6257197.15,2065270.16,111128.51
1.0,125236903.0,Penn-Delco SD,Delaware,34138329.85,19810147.69,1059348.63,55007826.17000001,57303.37,6597621.41,61662750.95,42333617.6,23120985.58,10413368.71,539853.34,36531.12,16234.0,11357.1,,,2118190.78,2094858.13,3846200.06,786868.99,988644.32,4718198.35,3225699.04,1986743.75,44744.27
1.0,125237603.0,Radnor Township SD,Delaware,56750032.27,31441262.02,1399527.78,89590822.07000001,,8444820.32,98035642.39,68853509.97,39648963.3,15720224.6,228753.7,3537.67,,1148553.0,,,4218835.18,4311037.83,5716641.22,1131894.31,1055154.77,8441535.29,4600920.29,1884256.55,80986.58
1.0,125237702.0,Ridley SD,Delaware,75715664.05,27754045.09,1325076.89,104794786.03,,5871027.8,110665813.83,81324298.22,53317431.2,19340996.38,1150837.0,1224656.47,,681743.0,,,3780982.5,1171881.68,6514122.33,1764779.72,1194789.4,7872348.34,2264708.35,3133489.81,56942.96
1.0,125237903.0,Rose Tree Media SD,Delaware,54828358.32,29334909.74,1718919.4,85882187.46000001,,11814779.5,97696966.96,65803793.23,38218275.09,14255273.76,371919.0,1048313.47,10920.0,923657.0,,,3055227.32,4072105.29,5254838.87,876039.03,1209436.02,7810211.19,5664789.57,1270406.47,121855.98
1.0,125238402.0,Southeast Delco SD,Delaware,53830830.65,22438874.69,1034192.4,77303897.74000001,,7523328.0,84827225.74,52809292.36,31122063.07,18963686.54,942032.91,2508880.43,,294167.7,,,2941347.63,2150679.16,4466088.87,788216.25,1060020.79,5594873.45,4931847.63,476622.05,29178.86
1.0,125238502.0,Springfield SD,Delaware,43452186.08,22042662.39,1899546.59,67394395.06,,7580747.26,74975142.32,53772980.63,29768546.03,11999760.47,664932.0,416129.67,7643.91,579129.0,16045.0,,3320009.9,1741088.64,4159443.11,703753.59,854029.75,5438047.69,3390681.13,2368207.12,67401.46
1.0,125239452.0,Upper Darby SD,Delaware,132760783.9,54052871.76,4791885.92,191605541.57999998,1146296.2,9789317.73,202541155.51,137178932.32,86906439.54,41631996.34,1141053.05,1945332.4,287249.57,848713.0,,,7283139.84,7639519.58,9635388.93,1687175.65,1828258.86,13705362.06,9505039.08,2681709.41,87278.35
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,47500092.24,23647890.23,1711511.21,72859493.67999999,,7538814.85,80398308.53,56733045.35,33756080.27,13042591.81,292715.0,227702.16,2037.0,178966.0,,,3036010.71,2681520.89,5237953.35,1073877.1,902179.64,5370173.36,3828230.05,1468997.71,48947.42
1.0,125239652.0,William Penn SD,Delaware,68482010.0,29125205.0,1652295.0,99259510.0,,4285431.0,103544941.0,67764532.63,42962837.0,23708713.0,1337917.0,143501.0,,305936.0,23106.0,,3498013.0,2552880.0,6013748.0,1018269.0,901031.0,6922992.0,6519082.0,1666961.0,32229.0
1.0,109243503.0,Johnsonburg Area SD,Elk,5660477.62,3545776.25,296168.18,9502422.05,83982.25,,9586404.3,6647339.6,3854601.07,1228223.69,274201.85,172378.92,,,,131072.09,309277.09,126104.93,842966.99,180636.29,382875.86,1035063.12,519375.89,121869.09,27606.99
1.0,109246003.0,Ridgway Area SD,Elk,8798672.62,4513998.38,222441.15,13535112.15,,276571.23,13811683.38,9872187.49,6564863.45,2227374.46,,6434.71,,,,,514769.8,370737.21,904945.29,211456.77,345995.67,1409491.57,713301.22,,43300.85
1.0,109248003.0,Saint Marys Area SD,Elk,17007259.85,10171869.44,659095.79,27838225.08,,1610838.5,29449063.58,20230630.16,12261271.31,4159608.53,398025.31,110989.27,77365.43,,,,943825.69,1019731.67,2590735.34,463286.56,486435.25,2483383.67,1875317.84,142915.63,166237.79
1.0,105251453.0,Corry Area SD,Erie,18784539.49,10429226.55,1008874.3,30222640.34,61955.39,2168708.29,32453304.02,18866520.6,12359424.71,4047649.76,1576717.9,441417.75,,,43591.6,315737.77,1033335.33,984046.03,2561634.36,252954.13,943630.33,2455359.95,2151954.55,17444.79,28867.08
1.0,105252602.0,Erie City SD,Erie,127553275.39,44104381.42,2227786.42,173885443.23,1010933.0,117966540.64,292862916.87,109435836.4,86397762.84,34344692.04,3165836.55,1294122.68,575992.86,180180.41,,1594688.01,6325172.52,5585537.25,9826662.05,1736741.66,2260195.86,12272759.33,5018386.69,926219.98,152706.08
1.0,105253303.0,Fairview SD,Erie,13317823.74,8020662.69,940169.87,22278656.3,,4571903.7,26850560.0,16822673.83,10441074.19,2697126.72,145801.68,21499.37,3100.0,,9221.78,,518769.49,886184.89,1841956.22,237693.0,592350.72,2324572.15,1247580.12,324216.04,47340.06
1.0,105253553.0,Fort LeBoeuf SD,Erie,19232962.53,10214147.71,679017.97,30126128.21,32617.37,4519707.55,34678453.13,21480441.65,13105214.69,5136612.07,865645.13,96768.53,28722.11,,,,1319195.88,1269993.66,2122207.14,596238.6,251777.03,2280917.39,1832658.27,464596.79,76562.95
1.0,105253903.0,General McLane SD,Erie,19478483.2,10107970.78,949087.0,30535540.979999997,564099.0,2050197.24,33149837.22,21862347.93,13710871.31,3779654.25,1381045.31,606912.33,,,,,1166461.38,1430270.15,2017806.43,462824.01,378354.65,2734252.7,1762714.25,103503.03,51784.18
1.0,105254053.0,Girard SD,Erie,16201323.9,7884876.68,724140.4,24810340.979999997,,2556011.94,27366352.92,17187222.7,11802101.35,3808316.27,383096.04,108030.2,3487.6,,,96292.44,989559.1,715637.25,1877900.92,361191.53,386455.41,2187330.88,1014142.82,325665.25,26993.52
1.0,105254353.0,Harbor Creek SD,Erie,19482079.89,9409773.97,565939.83,29457793.689999998,,6113772.01,35571565.7,21094030.56,14866050.4,3936655.39,430420.04,240374.49,8579.57,,,,828673.75,954306.04,1843079.23,386779.92,465778.51,2481549.08,1974201.92,423744.2,51661.32
1.0,105256553.0,Iroquois SD,Erie,11200364.94,6019099.21,549029.21,17768493.36,542515.36,1849036.64,20160045.36,12815481.1,7117081.28,3265950.5,124251.36,587118.17,,,,105963.63,466214.27,401145.9,1451572.77,193420.71,433083.7,1883410.42,715606.75,461560.98,13083.71
1.0,105257602.0,Millcreek Township SD,Erie,56649550.17,31268791.54,1752669.17,89671010.88000001,,9577708.53,99248719.41,63278519.02,39381626.18,13582596.5,3098186.82,433912.59,144006.3,9221.78,,,4322149.93,3121760.9,5830583.93,1359220.06,1055137.42,8965679.74,4854063.54,1554378.71,205817.31
1.0,105258303.0,North East SD,Erie,13962973.89,7160547.73,597410.31,21720931.93,,6742179.71,28463111.64,15289384.05,10069841.96,2923408.62,715132.58,254590.73,,,,,541965.06,773753.05,1981047.47,282732.63,353011.32,2182469.93,1014628.74,,30939.53
1.0,105258503.0,Northwestern SD,Erie,13526874.05,6328240.53,508366.99,20363481.57,,105000.0,20468481.57,13157055.0,9549809.42,2926715.65,1006687.58,40587.47,,,3073.93,,567710.54,1104102.91,1477981.83,233344.54,317555.41,1117951.39,1486013.68,,23580.23
1.0,105259103.0,Union City Area SD,Erie,11241900.35,5529188.89,714104.89,17485194.13,45827.15,847984.0,18379005.28,11310391.27,8482413.28,2179893.0,360679.96,217414.11,,,1500.0,,440317.47,336218.91,1009202.2,187776.57,369332.21,1385315.08,1450736.97,335804.02,14485.46
1.0,105259703.0,Wattsburg Area SD,Erie,12475464.0,8791132.0,581010.0,21847606.0,,3561855.0,25409461.0,15489904.17,9517846.0,2538785.0,303248.0,112980.0,2605.0,,,,801281.0,1445879.0,1920025.0,284715.0,524329.0,1960202.0,1816707.0,6488.0,31506.0
1.0,101260303.0,Albert Gallatin Area SD,Fayette,32238976.73,16842619.64,845178.91,49926775.28,14779.5,4121251.39,54062806.17,32574981.31,21588280.85,8396922.63,1691651.0,528290.2,33832.05,,,,1765992.1,676073.63,3928142.98,468999.76,616828.75,5610764.89,3188123.42,563454.07,24240.04
1.0,101260803.0,Brownsville Area SD,Fayette,17505127.49,8551971.69,567365.79,26624464.97,,14251321.33,40875786.3,17398138.31,11104121.08,5557675.33,429881.18,399039.68,14410.22,,,,706077.05,624405.24,1562131.49,328622.59,408140.37,2446273.07,2227541.41,238770.79,10009.68
1.0,101261302.0,Connellsville Area SD,Fayette,44032511.18,21533220.36,1215684.88,66781416.42,,7738486.75,74519903.17,40971699.01,28416730.64,10104155.73,4458237.21,974466.46,78921.14,,,,1370138.23,1587523.78,2693685.91,677452.98,650415.88,6410475.37,6153541.97,1948673.23,41313.01
1.0,101262903.0,Frazier SD,Fayette,11258707.35,4921743.43,401493.53,16581944.309999999,,1764422.29,18346366.6,11511138.61,8054202.44,2527013.86,575914.21,18634.11,,,,82942.73,250132.07,478946.87,1227263.27,202306.69,342999.39,1237539.11,1167096.8,5400.0,10059.23
1.0,101264003.0,Laurel Highlands SD,Fayette,30631315.67,14799490.81,721722.84,46152529.32000001,,2796130.77,48948660.09,31919471.33,21196796.67,7692965.55,1141855.37,582609.12,17088.96,,,,1745286.09,1060431.84,2917565.97,848574.39,972143.19,4518063.9,2439082.76,263834.59,34508.08
1.0,101268003.0,Uniontown Area SD,Fayette,28975087.71,14758600.22,613666.21,44347354.14,17985.33,2903177.46,47268516.93,28766373.02,19420529.69,6849667.11,2142331.59,338778.19,53781.13,,,170000.0,1285757.84,692144.29,2544450.34,683808.46,376024.36,4911314.06,3584875.48,647534.61,32690.78
1.0,106272003.0,Forest Area SD,Forest,7203549.0,4278723.28,322815.67,11805087.950000001,148182.0,956840.88,12910110.83,8362851.29,5228893.68,1309871.21,506184.69,8835.54,-88.16,,,149852.04,177418.59,150023.14,1011776.37,241518.69,210559.3,887550.36,1278070.38,304134.44,17672.01
1.0,112281302.0,Chambersburg Area SD,Franklin,86950503.0,41271228.0,2243648.0,130465379.0,,32967490.0,163432869.0,95268814.25,57902636.0,22187527.0,2620128.0,2852860.0,10352.0,,,1377000.0,4443185.0,4867412.0,8273849.0,2164751.0,755448.0,9573090.0,7182630.0,3946288.0,64575.0
1.0,112282004.0,Fannett-Metal SD,Franklin,4912877.13,2631261.69,190593.59,7734732.41,72785.48,,7807517.89,5359490.14,3734758.14,872382.81,85968.0,75268.18,,,,144500.0,227918.48,304320.6,714700.12,145695.82,191713.63,539781.79,503302.59,,3828.66
1.0,112283003.0,Greencastle-Antrim SD,Franklin,26341302.52,10814297.98,740043.18,37895643.68,55164.43,2674824.2,40625632.31,28914076.17,20060343.32,4893787.12,845532.43,388639.65,,,,153000.0,1213622.16,1074209.07,2633808.61,349632.55,486744.27,2325425.22,1797323.15,913908.91,19624.04
1.0,112286003.0,Tuscarora SD,Franklin,20411378.32,12416437.61,778926.52,33606742.45,27124.0,3402287.81,37036154.26,24293953.61,15950275.33,3092392.55,564169.8,487016.64,11524.0,,,306000.0,1221803.22,1387865.02,1872673.79,666259.14,620713.73,3057988.64,2430534.7,1142288.32,16311.05
1.0,112289003.0,Waynesboro Area SD,Franklin,39646237.8,15107636.48,1000943.15,55754817.43,376707.7,4277433.15,60408958.28,38065125.35,25778549.61,7527182.27,1729652.82,3863620.03,,20739.33,,726493.74,2046689.01,1462998.77,2859551.18,613528.77,809997.09,3662867.85,2756802.12,871325.78,23875.91
1.0,111291304.0,Central Fulton SD,Fulton,10221387.88,4364653.87,902420.16,15488461.91,1560.0,962218.63,16452240.54,11269146.61,7773560.73,1825237.33,501663.07,13569.75,,,,107357.0,541755.82,436763.84,1098325.74,132714.24,257404.7,1045042.61,732643.27,120003.65,
1.0,111292304.0,Forbes Road SD,Fulton,4063802.57,2813704.65,133688.8,7011196.02,,623669.95,7634865.97,4947997.72,2933422.3,572855.19,316177.06,149372.32,,,,91975.7,173752.59,355598.41,885212.8,72311.23,16361.66,706374.55,604093.41,,
1.0,111297504.0,Southern Fulton SD,Fulton,7904872.77,3793227.48,259339.97,11957440.22,,359237.9,12316678.12,8765310.0,5303830.7,1646427.02,644612.76,38946.69,,,,271055.6,159003.78,326539.76,1038113.94,191260.91,182067.08,912052.37,709236.74,220850.02,54102.88
1.0,101301303.0,Carmichaels Area SD,Greene,10260782.15,5302712.48,621452.98,16184947.610000001,34.5,1831214.15,18016196.26,10771675.36,6703863.0,2698092.25,685329.63,73919.93,,,,99577.34,194703.71,351411.57,1178312.55,71260.14,316193.92,1672012.17,1239213.08,271395.17,8210.17
1.0,101301403.0,Central Greene SD,Greene,18431007.75,10541679.26,778582.27,29751269.279999997,,3105861.92,32857131.2,20213748.39,11318054.39,5638661.89,1459648.45,14643.02,,,,,629707.03,620263.58,2557043.74,277785.06,605025.04,2954158.02,2846280.81,18505.8,32910.18
1.0,101303503.0,Jefferson-Morgan SD,Greene,8927349.01,4180676.54,377637.8,13485663.350000001,,948387.68,14434051.03,9351054.47,6343451.08,1862011.16,340373.16,381513.61,,,,,212004.86,271473.99,827823.5,98782.99,298693.44,1484603.38,981654.81,,5639.57
1.0,101306503.0,Southeastern Greene SD,Greene,6785476.92,4244068.35,340207.85,11369753.12,1170.28,604000.0,11974923.4,7058972.47,4213542.67,1911274.64,280664.64,379994.97,,,,,92848.99,10761.07,1309906.93,132913.51,295374.46,785098.82,1370618.23,242416.32,4130.02
1.0,101308503.0,West Greene SD,Greene,9568853.98,4952778.45,397112.96,14918745.39,,874293.46,15793038.85,11031779.28,6678026.3,2261948.65,626855.53,2023.5,,,,,225193.59,648288.48,1245389.28,96089.39,223603.71,1433977.23,1063494.79,,16741.98
1.0,111312503.0,Huntingdon Area SD,Huntingdon,16710073.66,9468817.98,620941.04,26799832.68,,2469792.73,29269625.41,18276749.35,10444841.09,5070103.42,904439.31,290689.84,,,,,967752.29,1654793.66,1645728.49,382066.24,416824.79,2349222.26,2034017.07,18413.18,
1.0,111312804.0,Juniata Valley SD,Huntingdon,6883994.16,3478721.75,373549.52,10736265.43,7635.0,1326297.37,12070197.8,7484991.0,4476862.61,1831749.61,537480.23,37901.71,,,,,269256.11,564038.79,886128.78,104554.43,167892.75,830717.82,650019.82,6113.25,
1.0,111316003.0,Mount Union Area SD,Huntingdon,13980489.87,5940866.9,432436.77,20353793.54,,14298676.85,34652470.39,13191998.48,8401217.1,4284627.42,1116482.16,178163.19,,,,,527188.4,279153.16,1475014.11,162824.76,429867.89,1615165.3,1009936.19,356459.52,85257.57
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,10198864.57,5681492.97,282931.37,16163288.909999998,,2823261.55,18986550.46,10665228.92,6711101.01,2406942.69,867001.89,213818.98,,,,,458114.83,642742.74,1074496.1,197443.32,300004.22,1690132.91,1316282.65,2116.2,160.0
1.0,128321103.0,Blairsville-Saltsburg SD,Indiana,20046997.0,10027415.63,837296.83,30911709.46,,2647539.8,33559249.26,21491869.26,13367134.33,4694151.82,1289614.12,341114.69,,,,354982.04,1309140.4,1150208.76,1652881.93,463625.87,451111.41,2750103.17,2160656.14,35179.74,54508.21
1.0,128323303.0,Homer-Center SD,Indiana,9574070.32,4879007.49,391710.73,14844788.540000001,,1476142.74,16320931.28,10495427.85,6715880.35,2208918.0,380021.63,267105.8,2144.54,,,,489996.73,709892.93,1034500.08,381282.17,274534.65,1289691.41,619523.38,52439.75,27146.39
1.0,128323703.0,Indiana Area SD,Indiana,35073080.94,14703979.06,1109302.89,50886362.89,,3214288.6,54100651.49,37832842.9,26838155.29,6437002.88,910146.68,510343.07,20070.17,,1000.0,356362.85,1750821.41,1404255.78,2707699.39,1018062.17,472658.34,4014455.84,2244445.37,935998.71,155582.05
1.0,128325203.0,Marion Center Area SD,Indiana,14650157.77,8580883.79,551309.43,23782350.99,,1442036.47,25224387.46,15468623.31,10503841.49,2891631.03,778985.0,246170.44,8029.81,,,221500.0,712577.49,327742.45,1655884.61,371330.88,558524.23,2521180.51,2060429.17,322892.8,50321.65
1.0,128326303.0,Penns Manor Area SD,Indiana,11024919.09,5384779.16,489592.36,16899290.61,,1888396.43,18787687.04,11622539.76,6812670.52,2783617.53,904182.22,416460.45,5988.37,,,102000.0,541383.88,291859.55,878416.09,230609.42,273343.21,1388929.62,1273645.96,483637.31,22954.12
1.0,128327303.0,Purchase Line SD,Indiana,10990116.76,6659637.83,331806.7,17981561.29,20474.0,887678.11,18889713.4,11412778.17,7209447.23,2737661.28,791843.18,251165.07,,,,,749751.1,989839.71,1027843.2,262638.72,307172.8,1492636.33,1685889.79,118609.71,25256.47
1.0,128328003.0,United SD,Indiana,13100621.98,6450539.06,400628.64,19951789.68,,1561754.81,21513544.49,13614404.19,8733694.57,2755416.55,888246.18,459550.14,3012.58,,,260701.96,511595.02,373151.69,1187426.72,255173.59,344398.36,1735853.08,1693196.88,314862.11,34881.61
1.0,106330703.0,Brockway Area SD,Jefferson,9878708.91,5135113.45,537390.65,15551213.01,164550.29,,15715763.3,11150609.01,7443492.1,1600156.5,783177.94,45444.37,6438.0,,,,413833.14,479990.14,1104332.48,144409.77,481502.59,1525633.63,795241.78,177616.73,12553.19
1.0,106330803.0,Brookville Area SD,Jefferson,13896925.51,7948241.89,563618.33,22408785.729999997,67106.0,2110837.8,24586729.53,15255860.9,9693112.95,3074582.85,963034.52,166195.19,,,,,631972.05,884386.87,1495124.51,296071.47,516577.22,2024981.3,1775815.27,298144.62,25168.58
1.0,106338003.0,Punxsutawney Area SD,Jefferson,23485608.39,12206166.33,919316.22,36611090.94,75543.15,2636408.44,39323042.53,24471703.35,14301781.65,6486981.26,2573236.16,85343.15,38266.17,,,,1149901.89,2525908.65,1851303.51,501131.9,511278.89,2686629.36,2938573.41,8181.98,33256.74
1.0,111343603.0,Juniata County SD,Juniata,23896645.7,12010776.66,672411.84,36579834.2,17140.67,3288284.04,39885258.91,24388685.58,16316394.15,5312071.25,2008840.91,215597.99,43741.4,,,,1207421.69,1116952.03,2482432.67,553657.27,470689.44,2665641.14,3512737.42,1245.0,
1.0,119350303.0,Abington Heights SD,Lackawanna,30344300.46,13549848.39,982155.33,44876304.18,,3672704.08,48549008.26,34364046.59,24490979.24,5468213.6,327184.1,57923.52,,,,,2209660.49,679500.09,2419377.25,632804.96,459689.69,4271417.9,2315175.12,504810.11,57412.78
