Unnamed: 0,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,106166503.0,Keystone SD,Clarion,18651023.33,4951744.41,681931.03,5633675.44,0.3021,12058858.55,0.6466,873476.25,0.0468,85013.09,0.0046
1.0,106167504.0,North Clarion County SD,Clarion,11131071.19,3580174.86,285014.14,3865189.0,0.3472,6327187.57,0.5684,937892.62,0.0843,802.0,0.0001
1.0,106168003.0,Redbank Valley SD,Clarion,20392929.23,4433624.1,574072.47,5007696.57,0.2456,13552260.89,0.6646,1832971.77,0.0899,,0.0
1.0,106169003.0,Union SD,Clarion,13390010.58,2419961.28,634988.76,3054950.04,0.2282,9557401.25,0.7138,777659.29,0.0581,,0.0
1.0,110171003.0,Clearfield Area SD,Clearfield,45322470.06,16311518.54,1400477.89,17711996.43,0.3908,24437608.55,0.5392,3050970.72,0.0673,121894.36,0.0027
1.0,110171803.0,Curwensville Area SD,Clearfield,20080313.75,4564944.0,8290.41,4573234.41,0.2277,13704462.46,0.6825,1802616.88,0.0898,,0.0
1.0,106172003.0,DuBois Area SD,Clearfield,70041734.56,25246296.09,2358542.31,27604838.4,0.3941,35803061.41,0.5112,6633834.75,0.0947,,0.0
1.0,110173003.0,Glendale SD,Clearfield,16955768.27,3541209.32,435006.34,3976215.66,0.2345,9966313.08,0.5878,1425071.12,0.084,1588168.41,0.0937
1.0,110173504.0,Harmony Area SD,Clearfield,7624645.69,1259020.13,283139.47,1542159.6,0.2023,4626803.36,0.6068,1455682.73,0.1909,,0.0
1.0,110175003.0,Moshannon Valley SD,Clearfield,17669645.0,3857780.73,383837.14,4241617.87,0.2401,12007453.7,0.6796,1420573.43,0.0804,,0.0
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,36743836.0,12100307.27,854583.99,12954891.26,0.3526,21332201.84,0.5806,2456742.9,0.0669,,0.0
1.0,110179003.0,West Branch Area SD,Clearfield,21050429.45,5375080.33,965328.26,6340408.59,0.3012,13126853.74,0.6236,1583167.12,0.0752,,0.0
1.0,110183602.0,Keystone Central SD,Clinton,86277024.53,34982263.73,1379039.64,36361303.37,0.4214,42658369.87,0.4944,6864181.29,0.0796,393170.0,0.0046
1.0,116191004.0,Benton Area SD,Columbia,15832168.27,7130058.91,932659.54,8062718.45,0.5093,7097912.01,0.4483,671537.81,0.0424,,0.0
1.0,116191103.0,Berwick Area SD,Columbia,55819013.25,20838895.54,1660682.35,22499577.89,0.4031,27984599.6,0.5013,5334835.76,0.0956,,0.0
1.0,116191203.0,Bloomsburg Area SD,Columbia,31975920.13,16807330.42,975729.93,17783060.35,0.5561,11882512.9,0.3716,2294413.88,0.0718,15933.0,0.0005
1.0,116191503.0,Central Columbia SD,Columbia,34743257.04,19280415.9,1717293.07,20997708.97,0.6044,12916764.37,0.3718,828783.7,0.0239,,0.0
1.0,116195004.0,Millville Area SD,Columbia,14876817.42,6171949.87,466858.78,6638808.65,0.4463,7513734.71,0.5051,724274.06,0.0487,,0.0
1.0,116197503.0,Southern Columbia Area SD,Columbia,26806877.1,14386663.67,803721.82,15190385.49,0.5667,10079989.46,0.376,1530400.05,0.0571,6102.1,0.0002
1.0,105201033.0,Conneaut SD,Crawford,42821680.6,16695497.7,124036.59,16819534.29,0.3928,21903751.16,0.5115,4092930.95,0.0956,5464.2,0.0001
1.0,105201352.0,Crawford Central SD,Crawford,71776190.71,27410493.5,2052380.0,29462873.5,0.4105,34996923.75,0.4876,7316393.46,0.1019,,0.0
1.0,105204703.0,Penncrest SD,Crawford,61714602.99,16919729.78,3560664.1,20480393.88,0.3319,33601548.82,0.5445,7626608.29,0.1236,6052.0,0.0001
1.0,115210503.0,Big Spring SD,Cumberland,63155141.92,37130767.47,2213804.56,39344572.03,0.623,21037320.02,0.3331,2354623.87,0.0373,418626.0,0.0066
1.0,115211003.0,Camp Hill SD,Cumberland,28625461.31,20410812.8,1233758.08,21644570.88,0.7561,5797478.9,0.2025,1183411.53,0.0413,,0.0
1.0,115211103.0,Carlisle Area SD,Cumberland,105238427.98,65220816.24,2276794.62,67497610.86,0.6414,31581451.49,0.3001,6044503.63,0.0574,114862.0,0.0011
1.0,115211603.0,Cumberland Valley SD,Cumberland,173550789.0,124956713.0,4411430.0,129368143.0,0.7454,39510586.0,0.2277,3185492.0,0.0184,1486568.0,0.0086
1.0,115212503.0,East Pennsboro Area SD,Cumberland,49458990.74,31641259.95,1152641.19,32793901.14,0.6631,14866257.17,0.3006,1681971.93,0.034,116860.5,0.0024
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,90665073.43,62628052.63,3600584.0,66228636.63,0.7305,22166333.57,0.2445,1989029.34,0.0219,281073.89,0.0031
1.0,115218003.0,Shippensburg Area SD,Cumberland,65697007.16,34588065.82,1587465.44,36175531.26,0.5506,23366326.35,0.3557,6096693.55,0.0928,58456.0,0.0009
1.0,115218303.0,South Middleton SD,Cumberland,44307366.53,30266533.98,1226568.85,31493102.83,0.7108,11322309.94,0.2555,1491953.76,0.0337,,0.0
1.0,115221402.0,Central Dauphin SD,Dauphin,249737825.03,161235884.62,9040620.7,170276505.32,0.6818,58308514.16,0.2335,18422023.67,0.0738,2730781.88,0.0109
1.0,115221753.0,Derry Township SD,Dauphin,73368413.53,51576993.26,1674022.97,53251016.23,0.7258,14522611.99,0.1979,3206800.53,0.0437,2387984.78,0.0325
1.0,115222504.0,Halifax Area SD,Dauphin,22756136.17,9989638.13,537899.3,10527537.43,0.4626,11081597.37,0.487,895788.27,0.0394,251213.1,0.011
1.0,115222752.0,Harrisburg City SD,Dauphin,204043181.22,59214672.12,4848916.08,64063588.2,0.314,105867274.87,0.5188,34112318.15,0.1672,,0.0
1.0,115224003.0,Lower Dauphin SD,Dauphin,70234209.61,41800437.12,2048157.48,43848594.6,0.6243,24110812.7,0.3433,2227729.02,0.0317,47073.29,0.0007
1.0,115226003.0,Middletown Area SD,Dauphin,58756477.0,32507915.17,2194344.29,34702259.46,0.5906,18462610.88,0.3142,5311851.5,0.0904,279755.16,0.0048
1.0,115226103.0,Millersburg Area SD,Dauphin,17747902.98,7561655.86,650328.85,8211984.71,0.4627,7832429.14,0.4413,1661208.68,0.0936,42280.45,0.0024
1.0,115228003.0,Steelton-Highspire SD,Dauphin,29166694.05,6864120.22,809612.56,7673732.78,0.2631,18148522.25,0.6222,3344439.02,0.1147,,0.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,61171747.23,42642686.96,1293560.89,43936247.85,0.7182,13535256.53,0.2213,3286681.85,0.0537,413561.0,0.0068
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,24646534.57,9622039.99,668551.4,10290591.39,0.4175,11774181.39,0.4777,2581761.79,0.1048,,0.0
1.0,125231232.0,Chester-Upland SD,Delaware,148018012.5,18904931.28,1975933.16,20880864.44,0.1411,119813374.83,0.8095,7323773.23,0.0495,,0.0
1.0,125231303.0,Chichester SD,Delaware,87234280.2,52232521.11,2809703.29,55042224.4,0.631,29201981.72,0.3348,3011853.08,0.0345,-21779.0,-0.0002
1.0,125234103.0,Garnet Valley SD,Delaware,121247701.0,94113597.0,3394779.0,97508376.0,0.8042,22699457.0,0.1872,828995.0,0.0068,210873.0,0.0017
1.0,125234502.0,Haverford Township SD,Delaware,143772650.54,111346164.76,4319851.41,115666016.17,0.8045,26670376.47,0.1855,1436257.9,0.01,,0.0
1.0,125235103.0,Interboro SD,Delaware,78966616.06,45638838.43,2344026.83,47982865.26,0.6076,27734695.45,0.3512,2823752.35,0.0358,425303.0,0.0054
1.0,125235502.0,Marple Newtown SD,Delaware,106540777.64,81217225.8,4720104.15,85937329.95,0.8066,16886060.04,0.1585,1997445.83,0.0187,1719941.82,0.0161
1.0,125236903.0,Penn-Delco SD,Delaware,73239005.98,49149723.71,2052234.15,51201957.86,0.6991,20179701.31,0.2755,1857346.81,0.0254,,0.0
1.0,125237603.0,Radnor Township SD,Delaware,113603518.39,90395796.98,3862012.22,94257809.2,0.8297,16828468.22,0.1481,2179286.53,0.0192,337954.44,0.003
1.0,125237702.0,Ridley SD,Delaware,125048718.0,77425719.06,3156894.93,80582613.99,0.6444,37775442.47,0.3021,4492991.54,0.0359,2197670.0,0.0176
1.0,125237903.0,Rose Tree Media SD,Delaware,112043576.91,87947835.49,4192310.49,92140145.98,0.8224,19120714.38,0.1707,775334.19,0.0069,7382.36,0.0001
1.0,125238402.0,Southeast Delco SD,Delaware,,,,,,,,,,,
1.0,125238502.0,Springfield SD,Delaware,85434952.23,65881523.79,1720409.09,67601932.88,0.7913,16824231.04,0.1969,1000895.3,0.0117,7893.01,0.0001
1.0,125239452.0,Upper Darby SD,Delaware,244542777.01,110520100.64,4935529.66,115455630.3,0.4721,104567139.92,0.4276,23976438.63,0.098,543568.16,0.0022
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,93374767.08,70660453.57,4131225.78,74791679.35,0.801,18554437.93,0.1987,28649.8,0.0003,,0.0
1.0,125239652.0,William Penn SD,Delaware,121243070.88,50894557.15,1736022.92,52630580.07,0.4341,57214044.31,0.4719,11341386.77,0.0935,57059.73,0.0005
1.0,109243503.0,Johnsonburg Area SD,Elk,12624354.43,2793385.03,432711.62,3226096.65,0.2555,8410935.48,0.6662,987322.3,0.0782,,0.0
1.0,109246003.0,Ridgway Area SD,Elk,16334313.08,4974656.08,660760.21,5635416.29,0.345,9343977.27,0.572,1354919.52,0.0829,,0.0
1.0,109248003.0,Saint Marys Area SD,Elk,32105742.67,16117982.21,765093.03,16883075.24,0.5259,13559455.99,0.4223,1663211.44,0.0518,,0.0
1.0,105251453.0,Corry Area SD,Erie,42085834.59,9059142.23,1101466.53,10160608.76,0.2414,25785229.27,0.6127,6139996.56,0.1459,,0.0
1.0,105252602.0,Erie City SD,Erie,280585395.0,63421791.0,7890125.92,71311916.92,0.2542,164418326.08,0.586,44848336.0,0.1598,6816.0,0.0
1.0,105253303.0,Fairview SD,Erie,33352518.0,21658596.0,1100058.0,22758654.0,0.6824,9316421.0,0.2793,487144.0,0.0146,790299.0,0.0237
1.0,105253553.0,Fort LeBoeuf SD,Erie,38660550.73,19321830.95,1005187.63,20327018.58,0.5258,15471723.7,0.4002,2856052.37,0.0739,5756.08,0.0001
1.0,105253903.0,General McLane SD,Erie,49715432.56,15323205.91,1609473.25,16932679.16,0.3406,18693847.46,0.376,4059539.49,0.0817,10029366.45,0.2017
1.0,105254053.0,Girard SD,Erie,42405725.76,10899717.73,950596.18,11850313.91,0.2795,17665659.07,0.4166,3813192.9,0.0899,9076559.88,0.214
1.0,105254353.0,Harbor Creek SD,Erie,40208960.67,20569211.75,1473945.8,22043157.55,0.5482,17064795.17,0.4244,1093307.95,0.0272,7700.0,0.0002
1.0,105256553.0,Iroquois SD,Erie,33274246.51,7153748.88,1026491.5,8180240.38,0.2458,15972467.58,0.48,1743989.25,0.0524,7377549.3,0.2217
1.0,105257602.0,Millcreek Township SD,Erie,119203936.45,70829730.54,5057175.98,75886906.52,0.6366,35038897.62,0.2939,6917315.12,0.058,1360817.19,0.0114
1.0,105258303.0,North East SD,Erie,27935904.45,10250574.78,821876.94,11072451.72,0.3964,16062269.7,0.575,801183.03,0.0287,,0.0
1.0,105258503.0,Northwestern SD,Erie,26001021.92,5827826.43,1191969.04,7019795.47,0.27,15846600.62,0.6095,2730675.01,0.105,403950.82,0.0155
1.0,105259103.0,Union City Area SD,Erie,23833872.6,3670845.84,723328.25,4394174.09,0.1844,15950186.86,0.6692,3398879.77,0.1426,90631.88,0.0038
1.0,105259703.0,Wattsburg Area SD,Erie,29331187.96,13690141.89,674108.73,14364250.62,0.4897,13144062.35,0.4481,1560485.99,0.0532,262389.0,0.0089
1.0,101260303.0,Albert Gallatin Area SD,Fayette,63362287.4,12959428.59,2128296.76,15087725.35,0.2381,41325505.93,0.6522,6907711.06,0.109,41345.06,0.0007
1.0,101260803.0,Brownsville Area SD,Fayette,34606886.23,6947202.71,784776.08,7731978.79,0.2234,23302285.24,0.6733,3572622.2,0.1032,,0.0
1.0,101261302.0,Connellsville Area SD,Fayette,86080256.75,18844111.16,2345209.33,21189320.49,0.2462,56453655.45,0.6558,8003241.22,0.093,434039.59,0.005
1.0,101262903.0,Frazier SD,Fayette,20791642.63,6981932.23,387857.46,7369789.69,0.3545,12478174.99,0.6002,943677.95,0.0454,,0.0
1.0,101264003.0,Laurel Highlands SD,Fayette,61098428.0,24647185.03,1377621.26,26024806.29,0.4259,29886454.34,0.4892,5187167.37,0.0849,,0.0
1.0,101268003.0,Uniontown Area SD,Fayette,60249608.31,17964166.36,1426315.85,19390482.21,0.3218,32010683.31,0.5313,8848442.79,0.1469,,0.0
1.0,106272003.0,Forest Area SD,Forest,15103469.18,7221217.29,476926.21,7698143.5,0.5097,6142165.69,0.4067,1263159.99,0.0836,,0.0
1.0,112281302.0,Chambersburg Area SD,Franklin,184190304.0,103698855.0,5257625.0,108956480.0,0.5915,54789211.0,0.2975,19855859.0,0.1078,588754.0,0.0032
1.0,112282004.0,Fannett-Metal SD,Franklin,10288207.68,3598245.41,310053.99,3908299.4,0.3799,4133663.53,0.4018,2245408.75,0.2183,836.0,0.0001
1.0,112283003.0,Greencastle-Antrim SD,Franklin,50176662.33,29477482.17,1839202.72,31316684.89,0.6241,16148934.2,0.3218,1662562.14,0.0331,1048481.1,0.0209
1.0,112286003.0,Tuscarora SD,Franklin,45343559.0,23257988.0,1027733.0,24285721.0,0.5356,18114572.0,0.3995,2943266.0,0.0649,,0.0
1.0,112289003.0,Waynesboro Area SD,Franklin,78392191.62,33526011.73,3328679.69,36854691.42,0.4701,31255273.85,0.3987,10261499.35,0.1309,20727.0,0.0003
1.0,111291304.0,Central Fulton SD,Fulton,18060993.86,5869920.41,300728.06,6170648.47,0.3417,10179867.05,0.5636,1710478.34,0.0947,,0.0
1.0,111292304.0,Forbes Road SD,Fulton,8567723.0,2753157.0,346157.0,3099314.0,0.3617,5094015.0,0.5946,203530.0,0.0238,170864.0,0.0199
1.0,111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,
1.0,101301403.0,Central Greene SD,Greene,38352234.58,15890136.81,1127678.83,17017815.64,0.4437,17099134.74,0.4458,4235284.2,0.1104,,0.0
1.0,101303503.0,Jefferson-Morgan SD,Greene,16618472.5,5051764.57,629793.99,5681558.56,0.3419,9991365.24,0.6012,945548.7,0.0569,,0.0
1.0,101306503.0,Southeastern Greene SD,Greene,13985304.26,3020423.03,260879.26,3281302.29,0.2346,8744296.69,0.6252,1959705.28,0.1401,,0.0
1.0,101308503.0,West Greene SD,Greene,18956456.44,9384095.99,1789536.01,11173632.0,0.5894,6861543.02,0.362,909027.77,0.048,12253.65,0.0006
1.0,111312503.0,Huntingdon Area SD,Huntingdon,35894936.43,15057971.88,855606.64,15913578.52,0.4433,16844158.33,0.4693,3137199.58,0.0874,,0.0
1.0,111312804.0,Juniata Valley SD,Huntingdon,14931390.51,4555437.9,493525.64,5048963.54,0.3381,8806855.01,0.5898,950882.46,0.0637,124689.5,0.0084
1.0,111316003.0,Mount Union Area SD,Huntingdon,23573941.92,5275669.57,475542.5,5751212.07,0.244,15914685.77,0.6751,1840706.51,0.0781,67337.57,0.0029
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,20496696.96,5350501.11,745363.65,6095864.76,0.2974,12052109.31,0.588,2348722.89,0.1146,,0.0
1.0,128323303.0,Homer-Center SD,Indiana,18831563.94,6667419.8,522454.05,7189873.85,0.3818,10720167.07,0.5693,921523.02,0.0489,,0.0
1.0,128323703.0,Indiana Area SD,Indiana,60611347.97,33631098.79,1874283.46,35505382.25,0.5858,21637317.99,0.357,2543496.8,0.042,925150.93,0.0153
1.0,128325203.0,Marion Center Area SD,Indiana,29773461.45,7927228.36,736109.45,8663337.81,0.291,17676389.65,0.5937,3433733.99,0.1153,,0.0
1.0,128326303.0,Penns Manor Area SD,Indiana,20603438.18,5140372.32,402645.85,5543018.17,0.269,13190506.59,0.6402,1770394.61,0.0859,99518.81,0.0048
1.0,128327303.0,Purchase Line SD,Indiana,21697076.15,3587465.73,768482.32,4355948.05,0.2008,15114623.95,0.6966,2226504.15,0.1026,,0.0
1.0,128321103.0,River Valley SD,Indiana,,,,,,,,,,,
1.0,128328003.0,United SD,Indiana,24214420.32,5909142.41,665157.99,6574300.4,0.2715,15739962.96,0.65,1900156.96,0.0785,,0.0
1.0,106330703.0,Brockway Area SD,Jefferson,18168908.1,4325358.78,461143.01,4786501.79,0.2634,11886381.53,0.6542,1493774.78,0.0822,2250.0,0.0001
1.0,106330803.0,Brookville Area SD,Jefferson,29772026.17,9632448.92,778539.13,10410988.05,0.3497,16707913.95,0.5612,2648405.17,0.089,4719.0,0.0002
1.0,106338003.0,Punxsutawney Area SD,Jefferson,46736060.07,11358508.56,1330337.59,12688846.15,0.2715,28686113.76,0.6138,5235800.72,0.112,125299.44,0.0027
1.0,111343603.0,Juniata County SD,Juniata,45344280.88,19616613.88,915454.28,20532068.16,0.4528,20085110.07,0.4429,4322309.29,0.0953,404793.36,0.0089
1.0,119350303.0,Abington Heights SD,Lackawanna,55549883.37,34488047.61,1689503.39,36177551.0,0.6513,17050251.91,0.3069,2322080.46,0.0418,,0.0
1.0,119351303.0,Carbondale Area SD,Lackawanna,32975791.1,8039453.2,1668931.57,9708384.77,0.2944,18283565.28,0.5545,4983841.05,0.1511,,0.0
1.0,119352203.0,Dunmore SD,Lackawanna,25997348.41,13687735.27,750443.17,14438178.44,0.5554,9446046.46,0.3633,2113123.51,0.0813,,0.0
1.0,119354603.0,Lakeland SD,Lackawanna,26408046.2,12862314.19,537229.15,13399543.34,0.5074,11502756.62,0.4356,1441271.15,0.0546,64475.09,0.0024
1.0,119355503.0,Mid Valley SD,Lackawanna,35344122.85,19101427.67,1862369.92,20963797.59,0.5931,12087906.41,0.342,2292418.85,0.0649,,0.0
1.0,119356503.0,North Pocono SD,Lackawanna,61907580.57,37099200.2,1206521.88,38305722.08,0.6188,21972452.62,0.3549,1311405.87,0.0212,318000.0,0.0051
1.0,119356603.0,Old Forge SD,Lackawanna,19189613.54,8831949.95,492358.54,9324308.49,0.4859,8527946.67,0.4444,1337358.38,0.0697,,0.0
1.0,119357003.0,Riverside SD,Lackawanna,32278724.88,17041247.04,608356.25,17649603.29,0.5468,11951221.96,0.3703,2677899.63,0.083,,0.0
1.0,119357402.0,Scranton SD,Lackawanna,208181456.81,68018233.38,3404802.32,71423035.7,0.3431,112064683.47,0.5383,24693737.64,0.1186,,0.0
1.0,119358403.0,Valley View SD,Lackawanna,41463183.0,20634678.0,783397.0,21418075.0,0.5166,17722703.0,0.4274,2322405.0,0.056,,0.0
1.0,113361303.0,Cocalico SD,Lancaster,66512325.1,41934299.03,2508511.17,44442810.2,0.6682,19765262.28,0.2972,1857366.26,0.0279,446886.36,0.0067
1.0,113361503.0,Columbia Borough SD,Lancaster,34922154.06,11988012.52,1360873.03,13348885.55,0.3822,16609913.9,0.4756,4963354.61,0.1421,,0.0
1.0,113361703.0,Conestoga Valley SD,Lancaster,90001587.33,59476879.83,3460508.78,62937388.61,0.6993,18596817.6,0.2066,8450329.12,0.0939,17052.0,0.0002
1.0,113362203.0,Donegal SD,Lancaster,59122389.81,35190078.8,2049344.0,37239422.8,0.6299,18089814.71,0.306,3791252.3,0.0641,1900.0,0.0
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,68580276.96,43217015.75,4656373.37,47873389.12,0.6981,14793110.76,0.2157,4777715.11,0.0697,1136061.97,0.0166
1.0,113362403.0,Elizabethtown Area SD,Lancaster,78931000.87,48680527.28,2613012.9,51293540.18,0.6499,22050128.74,0.2794,2303855.69,0.0292,3283476.26,0.0416
1.0,113362603.0,Ephrata Area SD,Lancaster,83771858.17,51318503.87,2989868.05,54308371.92,0.6483,25869775.73,0.3088,3346681.67,0.0399,247028.85,0.0029
1.0,113363103.0,Hempfield SD,Lancaster,146600859.92,96308647.73,5734082.22,102042729.95,0.6961,37864039.67,0.2583,6181621.3,0.0422,512469.0,0.0035
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,61617993.83,43237321.14,1285688.9,44523010.04,0.7226,13840024.6,0.2246,3134284.77,0.0509,120674.42,0.002
1.0,113364002.0,Lancaster SD,Lancaster,273446802.0,92054841.0,10269018.0,102323859.0,0.3742,134227700.0,0.4909,31048431.0,0.1135,5846812.0,0.0214
1.0,113364403.0,Manheim Central SD,Lancaster,68975170.45,42358120.9,2736632.62,45094753.52,0.6538,18590315.88,0.2695,3312646.05,0.048,1977455.0,0.0287
1.0,113364503.0,Manheim Township SD,Lancaster,116359397.64,83331367.37,4172093.81,87503461.18,0.752,24491058.67,0.2105,3780354.49,0.0325,584523.3,0.005
1.0,113365203.0,Penn Manor SD,Lancaster,100849344.22,63382065.15,3536333.06,66918398.21,0.6635,31236190.09,0.3097,2635697.56,0.0261,59058.36,0.0006
1.0,113365303.0,Pequea Valley SD,Lancaster,47710081.49,31698548.67,1895026.84,33593575.51,0.7041,8861204.6,0.1857,5204145.97,0.1091,51155.41,0.0011
1.0,113367003.0,Solanco SD,Lancaster,74550793.7,39527618.24,2136874.06,41664492.3,0.5589,22377393.94,0.3002,10181188.46,0.1366,327719.0,0.0044
1.0,113369003.0,Warwick SD,Lancaster,83909535.76,54856895.23,2965552.82,57822448.05,0.6891,24661385.93,0.2939,1400701.78,0.0167,25000.0,0.0003
1.0,104372003.0,Ellwood City Area SD,Lawrence,32760133.7,10149877.75,1122437.3,11272315.05,0.3441,19491939.95,0.595,1995878.7,0.0609,,0.0
1.0,104374003.0,Laurel SD,Lawrence,19993994.8,5991819.06,660617.21,6652436.27,0.3327,12440738.9,0.6222,896455.19,0.0448,4364.44,0.0002
1.0,104375003.0,Mohawk Area SD,Lawrence,29505032.49,8199337.78,767096.69,8966434.47,0.3039,17514659.29,0.5936,2958907.41,0.1003,65031.32,0.0022
1.0,104375203.0,Neshannock Township SD,Lawrence,23590058.53,14645230.67,1013155.13,15658385.8,0.6638,7165712.03,0.3038,518891.34,0.022,247069.36,0.0105
1.0,104375302.0,New Castle Area SD,Lawrence,67085371.3,9901739.19,1964992.76,11866731.95,0.1769,44251968.92,0.6596,10966670.43,0.1635,,0.0
1.0,104376203.0,Shenango Area SD,Lawrence,21827558.96,6750072.93,557628.45,7307701.38,0.3348,12672408.42,0.5806,1818363.46,0.0833,29085.7,0.0013
1.0,104377003.0,Union Area SD,Lawrence,14012782.0,4140991.0,642241.0,4783232.0,0.3413,8356831.0,0.5964,819369.0,0.0585,53350.0,0.0038
1.0,104378003.0,Wilmington Area SD,Lawrence,23743429.0,8952611.26,770253.7,9722864.96,0.4095,11379329.84,0.4793,2641234.2,0.1112,,0.0
1.0,113380303.0,Annville-Cleona SD,Lebanon,31539045.86,18511527.67,1104932.09,19616459.76,0.622,10446727.36,0.3312,1178358.74,0.0374,297500.0,0.0094
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,98421652.74,62048111.53,3703388.83,65751500.36,0.6681,28487366.53,0.2894,3788347.27,0.0385,394438.58,0.004
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,53605507.43,32135360.62,2012791.56,34148152.18,0.637,14406482.2,0.2688,3537899.6,0.066,1512973.45,0.0282
1.0,113384603.0,Lebanon SD,Lebanon,111275027.1,21647251.05,4905163.73,26552414.78,0.2386,63894352.43,0.5742,20731665.89,0.1863,96594.0,0.0009
1.0,113385003.0,Northern Lebanon SD,Lebanon,46399771.84,25882538.04,1833686.44,27716224.48,0.5973,16836704.3,0.3629,1841175.06,0.0397,5668.0,0.0001
1.0,113385303.0,Palmyra Area SD,Lebanon,65037145.55,40404393.61,2413383.76,42817777.37,0.6584,18324842.14,0.2818,2508598.19,0.0386,1385927.85,0.0213
1.0,121390302.0,Allentown City SD,Lehigh,449689317.0,119993804.0,10351137.0,130344941.0,0.2899,263942554.0,0.5869,54743224.0,0.1217,658598.0,0.0015
1.0,121391303.0,Catasauqua Area SD,Lehigh,40246484.71,23772290.65,1068206.37,24840497.02,0.6172,11470621.21,0.285,3390235.22,0.0842,545131.26,0.0135
1.0,121392303.0,East Penn SD,Lehigh,172731885.17,123896144.69,5170129.56,129066274.25,0.7472,40638111.65,0.2353,2426369.84,0.014,601129.43,0.0035
1.0,121394503.0,Northern Lehigh SD,Lehigh,39347002.7,19898629.1,1348015.41,21246644.51,0.54,15665676.36,0.3981,1792221.83,0.0455,642460.0,0.0163
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,49282065.37,32355155.2,1179554.33,33534709.53,0.6805,14441656.64,0.293,1301512.65,0.0264,4186.55,0.0001
1.0,121395103.0,Parkland SD,Lehigh,215110729.66,158427213.14,6883193.64,165310406.78,0.7685,41918388.68,0.1949,7819042.34,0.0363,62891.86,0.0003
1.0,121395603.0,Salisbury Township SD,Lehigh,45637872.24,33693932.21,1340879.39,35034811.6,0.7677,9415895.42,0.2063,1187165.22,0.026,,0.0
1.0,121395703.0,Southern Lehigh SD,Lehigh,79031913.29,58086184.97,1431308.97,59517493.94,0.7531,16275066.84,0.2059,685350.51,0.0087,2554002.0,0.0323
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,89915973.79,55081228.98,2214029.41,57295258.39,0.6372,26279458.9,0.2923,6309296.35,0.0702,31960.15,0.0004
1.0,118401403.0,Crestwood SD,Luzerne,47442782.24,26917598.61,937619.46,27855218.07,0.5871,16601580.11,0.3499,2739093.7,0.0577,246890.36,0.0052
1.0,118401603.0,Dallas SD,Luzerne,44307105.75,26715955.81,606655.47,27322611.28,0.6167,14739323.32,0.3327,2245171.15,0.0507,,0.0
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,39235445.2,10345454.78,626432.09,10971886.87,0.2796,23224426.93,0.5919,4989131.4,0.1272,50000.0,0.0013
1.0,118403003.0,Hanover Area SD,Luzerne,41401153.05,16832517.18,699641.45,17532158.63,0.4235,20378896.65,0.4922,3490097.77,0.0843,,0.0
1.0,118403302.0,Hazleton Area SD,Luzerne,219502569.06,77955669.24,4048355.8,82004025.04,0.3736,105677860.19,0.4814,31808283.83,0.1449,12400.0,0.0001
1.0,118403903.0,Lake-Lehman SD,Luzerne,35154135.61,18593281.39,891547.62,19484829.01,0.5543,14142718.98,0.4023,1526587.62,0.0434,,0.0
1.0,118406003.0,Northwest Area SD,Luzerne,21606164.53,7747208.49,532456.61,8279665.1,0.3832,12444184.17,0.576,882315.26,0.0408,,0.0
1.0,118406602.0,Pittston Area SD,Luzerne,66199548.03,33788754.48,1299026.93,35087781.41,0.53,23720232.07,0.3583,7366664.44,0.1113,24870.11,0.0004
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,160102751.79,68582414.91,3678027.09,72260442.0,0.4513,69774466.55,0.4358,17963764.41,0.1122,104078.83,0.0007
1.0,118409203.0,Wyoming Area SD,Luzerne,44723646.24,21324972.22,1386778.39,22711750.61,0.5078,17904910.21,0.4003,4100877.12,0.0917,6108.3,0.0001
1.0,118409302.0,Wyoming Valley West SD,Luzerne,95982313.78,39478886.16,1956598.22,41435484.38,0.4317,45351961.55,0.4725,9191732.85,0.0958,3135.0,0.0
1.0,117412003.0,East Lycoming SD,Lycoming,30462297.62,11864329.91,1201010.01,13065339.92,0.4289,15779229.19,0.518,1617728.51,0.0531,,0.0
1.0,117414003.0,Jersey Shore Area SD,Lycoming,47516914.65,18995189.95,967085.3,19962275.25,0.4201,24761637.61,0.5211,2784197.79,0.0586,8804.0,0.0002
