Unnamed: 0,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,117414203.0,Loyalsock Township SD,Lycoming,30436248.94,17278709.1,1239051.06,18517760.16,0.6084,8599462.04,0.2825,1748807.28,0.0575,1570219.46,0.0516
1.0,117415004.0,Montgomery Area SD,Lycoming,20445895.24,6843086.59,963386.99,7806473.58,0.3818,10663947.45,0.5216,1928788.98,0.0943,46685.23,0.0023
1.0,117415103.0,Montoursville Area SD,Lycoming,35055904.78,17792932.38,1250276.08,19043208.46,0.5432,14167907.03,0.4042,1810239.29,0.0516,34550.0,0.001
1.0,117415303.0,Muncy SD,Lycoming,20877744.56,11293681.62,547395.8,11841077.42,0.5672,7880792.76,0.3775,1155874.38,0.0554,,0.0
1.0,117416103.0,South Williamsport Area SD,Lycoming,22280177.9,9277260.49,644396.96,9921657.45,0.4453,11088057.69,0.4977,1270462.76,0.057,,0.0
1.0,117417202.0,Williamsport Area SD,Lycoming,112966151.63,37493098.21,3377784.18,40870882.39,0.3618,57758497.52,0.5113,14199722.58,0.1257,137049.14,0.0012
1.0,109420803.0,Bradford Area SD,McKean,48234918.06,11804956.2,1067035.44,12871991.64,0.2669,28307347.35,0.5869,6951489.43,0.1441,104089.64,0.0022
1.0,109422303.0,Kane Area SD,McKean,20963553.56,4553631.28,478438.74,5032070.02,0.24,14138448.99,0.6744,1772105.53,0.0845,20929.02,0.001
1.0,109426003.0,Otto-Eldred SD,McKean,13182054.18,1999599.33,215537.05,2215136.38,0.168,9504853.06,0.721,1415912.74,0.1074,46152.0,0.0035
1.0,109426303.0,Port Allegany SD,McKean,19501992.0,3273752.1,852216.85,4125968.95,0.2116,12380902.32,0.6349,2995120.73,0.1536,,0.0
1.0,109427503.0,Smethport Area SD,McKean,18619235.44,4647524.02,743336.29,5390860.31,0.2895,11260585.92,0.6048,1967789.21,0.1057,,0.0
1.0,104431304.0,Commodore Perry SD,Mercer,10361139.0,2502148.0,274716.0,2776864.0,0.268,6630769.0,0.64,894600.0,0.0863,58906.0,0.0057
1.0,104432503.0,Farrell Area SD,Mercer,25230639.0,3643968.0,1432194.0,5076162.0,0.2012,17106318.0,0.678,3048159.0,0.1208,,0.0
1.0,104432803.0,Greenville Area SD,Mercer,25177270.04,6815683.39,1798341.09,8614024.48,0.3421,14540263.17,0.5775,2021308.37,0.0803,1674.02,0.0001
1.0,104432903.0,Grove City Area SD,Mercer,44003410.38,13959982.38,6632459.83,20592442.21,0.468,19819751.11,0.4504,3591217.06,0.0816,,0.0
1.0,104433303.0,Hermitage SD,Mercer,37039757.02,19778336.43,1052486.42,20830822.85,0.5624,13927888.57,0.376,2277195.6,0.0615,3850.0,0.0001
1.0,104433604.0,Jamestown Area SD,Mercer,10575672.7,3524640.19,251476.63,3776116.82,0.3571,5680855.94,0.5372,1118699.94,0.1058,,0.0
1.0,104433903.0,Lakeview SD,Mercer,21012107.46,5495683.85,601522.0,6097205.85,0.2902,11846467.2,0.5638,2930920.99,0.1395,137513.42,0.0065
1.0,104435003.0,Mercer Area SD,Mercer,21440962.04,7233960.6,1038989.41,8272950.01,0.3858,10686410.37,0.4984,2481601.66,0.1157,,0.0
1.0,104435303.0,Reynolds SD,Mercer,23693878.79,6607393.08,823802.79,7431195.87,0.3136,13805193.79,0.5826,2457489.13,0.1037,,0.0
1.0,104435603.0,Sharon City SD,Mercer,45302635.45,9095805.84,2691443.14,11787248.98,0.2602,28808459.37,0.6359,4706927.1,0.1039,,0.0
1.0,104435703.0,Sharpsville Area SD,Mercer,19920316.15,6112421.56,676771.82,6789193.38,0.3408,11696883.32,0.5872,1401144.24,0.0703,33095.21,0.0017
1.0,104437503.0,West Middlesex Area SD,Mercer,17632301.17,5748633.34,641303.54,6389936.88,0.3624,9809331.88,0.5563,1433032.41,0.0813,,0.0
1.0,111444602.0,Mifflin County SD,Mifflin,97100918.66,36689705.4,2179601.38,38869306.78,0.4003,45832320.24,0.472,10888543.17,0.1121,1510748.47,0.0156
1.0,120452003.0,East Stroudsburg Area SD,Monroe,179219707.49,109376184.93,4775630.68,114151815.61,0.6369,55670607.29,0.3106,7425262.29,0.0414,1972022.3,0.011
1.0,120455203.0,Pleasant Valley SD,Monroe,113138943.56,55921804.28,3671713.89,59593518.17,0.5267,49195719.94,0.4348,3280723.13,0.029,1068982.32,0.0094
1.0,120455403.0,Pocono Mountain SD,Monroe,240575340.65,142316285.23,5391533.11,147707818.34,0.614,75996772.14,0.3159,16858600.17,0.0701,12150.0,0.0001
1.0,120456003.0,Stroudsburg Area SD,Monroe,136454893.99,79329617.98,2954542.52,82284160.5,0.603,43277125.36,0.3172,9922495.59,0.0727,971112.54,0.0071
1.0,123460302.0,Abington SD,Montgomery,174525860.09,123581443.0,3392349.64,126973792.64,0.7275,43057428.87,0.2467,4494638.58,0.0258,,0.0
1.0,123460504.0,Bryn Athyn SD,Montgomery,183516.0,91829.0,31688.0,123517.0,0.6731,59999.0,0.3269,,0.0,,0.0
1.0,123461302.0,Cheltenham SD,Montgomery,133988268.0,100867006.0,3587963.0,104454969.0,0.7796,26863289.0,0.2005,2670010.0,0.0199,,0.0
1.0,123461602.0,Colonial SD,Montgomery,151299460.09,117794399.96,6815808.93,124610208.89,0.8236,25270627.96,0.167,1418623.24,0.0094,,0.0
1.0,123463603.0,Hatboro-Horsham SD,Montgomery,125100687.1,91828976.5,3702534.3,95531510.8,0.7636,25121181.2,0.2008,3417360.0,0.0273,1030635.1,0.0082
1.0,123463803.0,Jenkintown SD,Montgomery,18948823.36,14565723.87,246615.57,14812339.44,0.7817,3715808.22,0.1961,420675.7,0.0222,,0.0
1.0,123464502.0,Lower Merion SD,Montgomery,306995968.71,250073266.76,7804255.86,257877522.62,0.84,45944855.2,0.1497,3173590.89,0.0103,,0.0
1.0,123464603.0,Lower Moreland Township SD,Montgomery,58584261.39,43899766.89,1597853.51,45497620.4,0.7766,12045455.13,0.2056,654269.85,0.0112,386916.01,0.0066
1.0,123465303.0,Methacton SD,Montgomery,124830266.05,93257018.51,3974267.3,97231285.81,0.7789,26340363.02,0.211,1021009.48,0.0082,237607.74,0.0019
1.0,123465602.0,Norristown Area SD,Montgomery,197674309.06,119671931.35,5586192.72,125258124.07,0.6337,51097087.08,0.2585,21319097.91,0.1078,,0.0
1.0,123465702.0,North Penn SD,Montgomery,304658325.36,225631513.04,10254943.52,235886456.56,0.7743,61499303.8,0.2019,6422565.0,0.0211,850000.0,0.0028
1.0,123466103.0,Perkiomen Valley SD,Montgomery,124361197.31,90996706.25,3733863.57,94730569.82,0.7617,28369466.46,0.2281,1261161.03,0.0101,,0.0
1.0,123466303.0,Pottsgrove SD,Montgomery,75426071.0,45786644.0,2747883.0,48534527.0,0.6435,22706294.0,0.301,2801497.0,0.0371,1383753.0,0.0183
1.0,123466403.0,Pottstown SD,Montgomery,82531328.67,34230881.52,2494659.57,36725541.09,0.445,39082779.32,0.4736,6666518.77,0.0808,56489.49,0.0007
1.0,123467103.0,Souderton Area SD,Montgomery,142116235.67,101421552.15,4729952.94,106151505.09,0.7469,33675808.04,0.237,2119083.47,0.0149,169839.07,0.0012
1.0,123467203.0,Springfield Township SD,Montgomery,68342772.23,51326467.28,1741079.74,53067547.02,0.7765,12613388.79,0.1846,1855994.17,0.0272,805842.25,0.0118
1.0,123467303.0,Spring-Ford Area SD,Montgomery,188925136.65,140590506.46,5547747.4,146138253.86,0.7735,38695317.2,0.2048,2407307.59,0.0127,1684258.0,0.0089
1.0,123468303.0,Upper Dublin SD,Montgomery,120620107.55,92091203.16,3691838.59,95783041.75,0.7941,20471607.35,0.1697,1192402.07,0.0099,3173056.38,0.0263
1.0,123468402.0,Upper Merion Area SD,Montgomery,126171050.85,100359554.99,3738349.64,104097904.63,0.8251,18087137.74,0.1434,1815732.97,0.0144,2170275.51,0.0172
1.0,123468503.0,Upper Moreland Township SD,Montgomery,76504926.23,55723965.36,1981793.24,57705758.6,0.7543,17275732.44,0.2258,1423435.19,0.0186,100000.0,0.0013
1.0,123468603.0,Upper Perkiomen SD,Montgomery,71132920.25,45168011.63,2201114.89,47369126.52,0.6659,22145782.98,0.3113,1537536.98,0.0216,80473.77,0.0011
1.0,123469303.0,Wissahickon SD,Montgomery,121169123.4,92839706.81,3476731.27,96316438.08,0.7949,23242944.54,0.1918,1561543.78,0.0129,48197.0,0.0004
1.0,116471803.0,Danville Area SD,Montour,45794396.69,23420386.4,2133130.75,25553517.15,0.558,16953645.8,0.3702,3287233.74,0.0718,,0.0
1.0,120480803.0,Bangor Area SD,Northampton,63674501.42,36029724.99,1816245.09,37845970.08,0.5944,23528630.18,0.3695,2299901.16,0.0361,,0.0
1.0,120481002.0,Bethlehem Area SD,Northampton,337136331.61,217413966.43,9743584.6,227157551.03,0.6738,95278567.47,0.2826,14479288.44,0.0429,220924.67,0.0007
1.0,120483302.0,Easton Area SD,Northampton,198773217.0,123655862.08,4929033.92,128584896.0,0.6469,58811530.0,0.2959,10674900.0,0.0537,701891.0,0.0035
1.0,120484803.0,Nazareth Area SD,Northampton,105589285.66,73848103.77,2972708.3,76820812.07,0.7275,26854478.51,0.2543,1618435.93,0.0153,295559.15,0.0028
1.0,120484903.0,Northampton Area SD,Northampton,125942312.51,80685666.29,3679744.51,84365410.8,0.6699,35833179.7,0.2845,4609864.9,0.0366,1133857.11,0.009
1.0,120485603.0,Pen Argyl Area SD,Northampton,36568793.23,22269172.81,1006692.83,23275865.64,0.6365,11820037.51,0.3232,1472890.08,0.0403,,0.0
1.0,120486003.0,Saucon Valley SD,Northampton,52460065.05,37666401.58,1560156.23,39226557.81,0.7477,11095884.44,0.2115,2137622.8,0.0407,,0.0
1.0,120488603.0,Wilson Area SD,Northampton,47533540.22,27616168.33,1491217.69,29107386.02,0.6124,15731569.12,0.331,2694585.08,0.0567,,0.0
1.0,116493503.0,Line Mountain SD,Northumberland,23194911.58,8457180.35,498012.22,8955192.57,0.3861,12240086.43,0.5277,1999632.58,0.0862,,0.0
1.0,116495003.0,Milton Area SD,Northumberland,40711564.77,18144204.17,964827.86,19109032.03,0.4694,18466680.43,0.4536,3135852.31,0.077,,0.0
1.0,116495103.0,Mount Carmel Area SD,Northumberland,23575142.38,5395004.22,672149.1,6067153.32,0.2574,16223461.83,0.6882,1284527.23,0.0545,,0.0
1.0,116496503.0,Shamokin Area SD,Northumberland,40060820.52,6949813.68,1742163.52,8691977.2,0.217,23747611.52,0.5928,7618231.8,0.1902,3000.0,0.0001
1.0,116496603.0,Shikellamy SD,Northumberland,56740386.9,21646995.83,1805816.12,23452811.95,0.4133,26371379.15,0.4648,6916195.8,0.1219,,0.0
1.0,116498003.0,Warrior Run SD,Northumberland,29935294.4,13515447.73,1230998.39,14746446.12,0.4926,12774485.94,0.4267,2408117.34,0.0804,6245.0,0.0002
1.0,115503004.0,Greenwood SD,Perry,16741149.07,7818418.27,425804.21,8244222.48,0.4925,7661364.11,0.4576,675933.48,0.0404,159629.0,0.0095
1.0,115504003.0,Newport SD,Perry,24260191.79,9128313.76,802396.15,9930709.91,0.4093,11763519.67,0.4849,1823860.09,0.0752,742102.12,0.0306
1.0,115506003.0,Susquenita SD,Perry,,,,,,,,,,,
1.0,115508003.0,West Perry SD,Perry,47183854.49,24720967.77,1173034.57,25894002.34,0.5488,19807912.81,0.4198,1481939.34,0.0314,,0.0
1.0,126515001.0,Philadelphia City SD,Philadelphia,4446558223.98,1488882248.52,367792971.95,1856675220.47,0.4176,2032931942.91,0.4572,545129608.54,0.1226,11821452.06,0.0027
1.0,120522003.0,Delaware Valley SD,Pike,94305484.45,51668050.8,2342831.67,54010882.47,0.5727,36749847.62,0.3897,3544754.36,0.0376,,0.0
1.0,119648303.0,Wallenpaupack Area SD,Pike,85675559.94,58264297.68,3149192.9,61413490.58,0.7168,20932537.92,0.2443,2907908.61,0.0339,421622.83,0.0049
1.0,109530304.0,Austin Area SD,Potter,4836462.0,1807927.0,200445.0,2008372.0,0.4153,2555971.0,0.5285,272119.0,0.0563,,0.0
1.0,109531304.0,Coudersport Area SD,Potter,15497609.77,5677702.39,408487.67,6086190.06,0.3927,8346195.2,0.5385,1065224.51,0.0687,,0.0
1.0,109532804.0,Galeton Area SD,Potter,9777297.28,3753836.99,421581.45,4175418.44,0.4271,4138008.67,0.4232,1463774.17,0.1497,96.0,0.0
1.0,109535504.0,Northern Potter SD,Potter,12384452.89,3653070.6,563329.61,4216400.21,0.3405,7526256.08,0.6077,641796.6,0.0518,,0.0
1.0,109537504.0,Oswayo Valley SD,Potter,9465388.01,2506517.82,283412.16,2789929.98,0.2948,6088525.65,0.6432,579832.38,0.0613,7100.0,0.0008
1.0,129540803.0,Blue Mountain SD,Schuylkill,50312727.63,27396533.34,1679088.06,29075621.4,0.5779,18610640.66,0.3699,2286324.87,0.0454,340140.7,0.0068
1.0,129544503.0,Mahanoy Area SD,Schuylkill,25158420.07,5690146.67,540955.87,6231102.54,0.2477,15196936.5,0.604,3729881.03,0.1483,500.0,0.0
1.0,129544703.0,Minersville Area SD,Schuylkill,23239957.06,9058490.4,638772.46,9697262.86,0.4173,12294041.93,0.529,1238130.93,0.0533,10521.34,0.0005
1.0,129545003.0,North Schuylkill SD,Schuylkill,37724038.49,13303904.32,1276504.41,14580408.73,0.3865,19473694.05,0.5162,2469935.71,0.0655,1200000.0,0.0318
1.0,129546003.0,Pine Grove Area SD,Schuylkill,30077314.68,13425468.95,847943.5,14273412.45,0.4746,13762154.6,0.4576,2041747.63,0.0679,,0.0
1.0,129546103.0,Pottsville Area SD,Schuylkill,51093606.63,16635295.14,3670170.67,20305465.81,0.3974,25836356.54,0.5057,4128386.35,0.0808,823397.93,0.0161
1.0,129546803.0,Saint Clair Area SD,Schuylkill,14498277.41,5407449.29,690694.96,6098144.25,0.4206,7117529.31,0.4909,1265075.92,0.0873,17527.93,0.0012
1.0,129547303.0,Schuylkill Haven Area SD,Schuylkill,23631439.02,8885933.94,1152408.29,10038342.23,0.4248,12482515.88,0.5282,924377.91,0.0391,186203.0,0.0079
1.0,129547203.0,Shenandoah Valley SD,Schuylkill,25899110.38,4951523.57,718241.18,5669764.75,0.2189,15546163.46,0.6003,4683182.17,0.1808,,0.0
1.0,129547603.0,Tamaqua Area SD,Schuylkill,39405300.5,17597299.54,1474290.78,19071590.32,0.484,16559099.3,0.4202,3774610.88,0.0958,,0.0
1.0,129547803.0,Tri-Valley SD,Schuylkill,15836954.88,6499098.65,393367.22,6892465.87,0.4352,8291949.47,0.5236,652539.54,0.0412,,0.0
1.0,129548803.0,Williams Valley SD,Schuylkill,19860730.43,4279548.97,538058.5,4817607.47,0.2426,12166949.76,0.6126,2876173.2,0.1448,,0.0
1.0,116555003.0,Midd-West SD,Snyder,,,,,,,,,,,
1.0,116557103.0,Selinsgrove Area SD,Snyder,50985242.04,27506562.7,1174059.13,28680621.83,0.5625,17710482.48,0.3474,4576320.61,0.0898,17817.12,0.0003
1.0,108561003.0,Berlin Brothersvalley SD,Somerset,14211290.79,3750499.31,394579.1,4145078.41,0.2917,8745963.81,0.6154,1245905.41,0.0877,74343.16,0.0052
1.0,108561803.0,Conemaugh Township Area SD,Somerset,16817133.94,4014552.61,481698.65,4496251.26,0.2674,10644806.3,0.633,1623744.47,0.0966,52331.91,0.0031
1.0,108565203.0,Meyersdale Area SD,Somerset,17592050.27,3051543.64,549324.35,3600867.99,0.2047,11608180.26,0.6599,2337077.39,0.1328,45924.63,0.0026
1.0,108565503.0,North Star SD,Somerset,21244006.22,5678515.58,708451.31,6386966.89,0.3006,13389310.68,0.6303,1467728.65,0.0691,,0.0
1.0,108566303.0,Rockwood Area SD,Somerset,13227598.65,6005973.76,364596.71,6370570.47,0.4816,6218915.79,0.4701,638112.39,0.0482,,0.0
1.0,108567004.0,Salisbury-Elk Lick SD,Somerset,7004563.6,1213221.34,192183.64,1405404.98,0.2006,3343865.4,0.4774,2254232.22,0.3218,1061.0,0.0002
1.0,108567204.0,Shade-Central City SD,Somerset,9323821.87,2350079.51,243955.26,2594034.77,0.2782,6174946.3,0.6623,487246.04,0.0523,67594.76,0.0072
1.0,108567404.0,Shanksville-Stonycreek SD,Somerset,8481684.01,4017264.06,270400.07,4287664.13,0.5055,2929257.91,0.3454,1264761.97,0.1491,,0.0
1.0,108567703.0,Somerset Area SD,Somerset,44009800.9,22817606.83,1333712.73,24151319.56,0.5488,17519903.24,0.3981,2338578.1,0.0531,,0.0
1.0,108568404.0,Turkeyfoot Valley Area SD,Somerset,6646765.84,1883713.61,173814.75,2057528.36,0.3096,3830356.81,0.5763,754812.67,0.1136,4068.0,0.0006
1.0,108569103.0,Windber Area SD,Somerset,22483419.38,4580590.06,1202174.55,5782764.61,0.2572,14256296.06,0.6341,2394035.57,0.1065,50323.14,0.0022
1.0,117576303.0,Sullivan County SD,Sullivan,17434626.29,10041109.16,334180.86,10375290.02,0.5951,6057900.88,0.3475,736416.31,0.0422,265019.08,0.0152
1.0,119581003.0,Blue Ridge SD,Susquehanna,22527583.61,6487883.51,1066025.43,7553908.94,0.3353,13190715.55,0.5855,1774455.34,0.0788,8503.78,0.0004
1.0,119582503.0,Elk Lake SD,Susquehanna,24937749.96,8567723.11,1794442.13,10362165.24,0.4155,12831887.21,0.5146,1743697.51,0.0699,,0.0
1.0,119583003.0,Forest City Regional SD,Susquehanna,18348172.75,7541840.7,463924.95,8005765.65,0.4363,8522133.18,0.4645,1800378.44,0.0981,19895.48,0.0011
1.0,119584503.0,Montrose Area SD,Susquehanna,30794694.54,11092313.81,1636118.4,12728432.21,0.4133,15536302.24,0.5045,2529960.09,0.0822,,0.0
1.0,119584603.0,Mountain View SD,Susquehanna,22947912.28,9983181.69,1042705.46,11025887.15,0.4805,10617072.59,0.4627,1304952.54,0.0569,,0.0
1.0,119586503.0,Susquehanna Community SD,Susquehanna,19080779.78,4752677.96,411975.39,5164653.35,0.2707,12673915.97,0.6642,1239525.46,0.065,2685.0,0.0001
1.0,117596003.0,Northern Tioga SD,Tioga,42362040.2,12888516.85,1212984.54,14101501.39,0.3329,24146102.22,0.57,4114436.59,0.0971,,0.0
1.0,117597003.0,Southern Tioga SD,Tioga,38554474.82,16022226.09,1608572.75,17630798.84,0.4573,18216126.65,0.4725,2685160.63,0.0696,22388.7,0.0006
1.0,117598503.0,Wellsboro Area SD,Tioga,30023867.1,15218677.45,641092.27,15859769.72,0.5282,12123645.41,0.4038,2012626.97,0.067,27825.0,0.0009
1.0,116604003.0,Lewisburg Area SD,Union,43476563.12,27763481.76,1201032.88,28964514.64,0.6662,11164111.18,0.2568,550404.3,0.0127,2797533.0,0.0643
1.0,116605003.0,Mifflinburg Area SD,Union,39620900.19,19296289.69,1606713.06,20903002.75,0.5276,16226587.45,0.4095,2490892.71,0.0629,417.28,0.0
1.0,106611303.0,Cranberry Area SD,Venango,30231530.71,7134043.03,852831.34,7986874.37,0.2642,12918901.24,0.4273,589106.25,0.0195,8736648.85,0.289
1.0,106612203.0,Franklin Area SD,Venango,37793766.39,11425225.22,1530375.01,12955600.23,0.3428,22065215.76,0.5838,2629364.04,0.0696,143586.36,0.0038
1.0,106616203.0,Oil City Area SD,Venango,38027978.06,6281929.44,897170.05,7179099.49,0.1888,27336662.9,0.7189,3511264.1,0.0923,951.57,0.0
1.0,106617203.0,Titusville Area SD,Venango,40210570.38,8766462.46,2020889.46,10787351.92,0.2683,25052095.78,0.623,4232149.66,0.1052,138973.02,0.0035
1.0,106618603.0,Valley Grove SD,Venango,16257720.39,3219488.81,671948.87,3891437.68,0.2394,11373240.95,0.6996,993041.76,0.0611,,0.0
1.0,105628302.0,Warren County SD,Warren,92084515.26,25633035.51,3463393.98,29096429.49,0.316,51357571.52,0.5577,11597735.7,0.1259,32778.55,0.0004
1.0,101630504.0,Avella Area SD,Washington,,,,,,,,,,,
1.0,101630903.0,Bentworth SD,Washington,21854322.75,7666161.32,954743.5,8620904.82,0.3945,11391655.66,0.5213,1566693.5,0.0717,275068.77,0.0126
1.0,101631003.0,Bethlehem-Center SD,Washington,21974156.81,5133330.48,619203.96,5752534.44,0.2618,15207713.76,0.6921,1013908.61,0.0461,,0.0
1.0,101631203.0,Burgettstown Area SD,Washington,23558778.06,9509156.83,747304.27,10256461.1,0.4354,12077890.68,0.5127,1183016.43,0.0502,41409.85,0.0018
1.0,101631503.0,California Area SD,Washington,18983223.33,6929135.81,643494.89,7572630.7,0.3989,10353118.81,0.5454,1057473.82,0.0557,,0.0
1.0,101631703.0,Canon-McMillan SD,Washington,106978014.51,72168611.07,4722157.44,76890768.51,0.7188,28346761.36,0.265,1625437.68,0.0152,115046.96,0.0011
1.0,101631803.0,Charleroi SD,Washington,31459573.21,10766476.27,1216800.27,11983276.54,0.3809,17034359.11,0.5415,2439279.51,0.0775,2658.05,0.0001
1.0,101631903.0,Chartiers-Houston SD,Washington,24804640.48,14060513.93,1061621.88,15122135.81,0.6096,9055266.94,0.3651,593211.17,0.0239,34026.56,0.0014
1.0,101632403.0,Fort Cherry SD,Washington,22073224.88,9236472.9,898250.8,10134723.7,0.4591,11159488.26,0.5056,779012.92,0.0353,,0.0
1.0,101633903.0,McGuffey SD,Washington,34137882.63,13352284.65,1295806.07,14648090.72,0.4291,18226967.37,0.5339,1262824.54,0.037,,0.0
1.0,101636503.0,Peters Township SD,Washington,79554817.46,57849815.68,2260366.56,60110182.24,0.7556,18467736.81,0.2321,965263.41,0.0121,11635.0,0.0001
1.0,101637002.0,Ringgold SD,Washington,54697134.44,24083348.91,1454891.16,25538240.07,0.4669,25768911.46,0.4711,3363631.77,0.0615,26351.14,0.0005
1.0,101638003.0,Trinity Area SD,Washington,69935906.28,38310183.9,2860524.97,41170708.87,0.5887,25433768.0,0.3637,3303635.22,0.0472,27794.19,0.0004
1.0,101638803.0,Washington SD,Washington,34176125.39,10495328.55,1000421.19,11495749.74,0.3364,17290663.56,0.5059,4352556.24,0.1274,1037155.85,0.0303
1.0,119648703.0,Wayne Highlands SD,Wayne,65960746.59,36839600.68,2460597.82,39300198.5,0.5958,21143220.54,0.3205,5517327.55,0.0836,,0.0
1.0,119648903.0,Western Wayne SD,Wayne,51180880.68,29269730.71,1275964.93,30545695.64,0.5968,18243101.61,0.3564,2392083.43,0.0467,,0.0
1.0,107650603.0,Belle Vernon Area SD,Westmoreland,45504135.0,20514927.0,1227224.0,21742151.0,0.4778,19482128.0,0.4281,3677050.0,0.0808,602806.0,0.0132
1.0,107650703.0,Burrell SD,Westmoreland,33912118.98,18187656.91,1086100.87,19273757.78,0.5683,13399464.1,0.3951,1162777.1,0.0343,76120.0,0.0022
1.0,107651603.0,Derry Area SD,Westmoreland,40823948.54,14219133.17,1510018.07,15729151.24,0.3853,21402590.71,0.5243,3551158.51,0.087,141048.08,0.0035
1.0,107652603.0,Franklin Regional SD,Westmoreland,65380556.02,43877670.12,1987660.95,45865331.07,0.7015,18660390.85,0.2854,772965.65,0.0118,81868.45,0.0013
1.0,107653102.0,Greater Latrobe SD,Westmoreland,66762976.99,35850350.66,2274418.71,38124769.37,0.571,23261964.56,0.3484,5354580.34,0.0802,21662.72,0.0003
1.0,107653203.0,Greensburg Salem SD,Westmoreland,52985160.25,24802188.64,1238755.27,26040943.91,0.4915,21466878.22,0.4051,5451137.68,0.1029,26200.44,0.0005
1.0,107653802.0,Hempfield Area SD,Westmoreland,105247980.33,60003059.28,3201093.69,63204152.97,0.6005,38497705.02,0.3658,3540312.18,0.0336,5810.16,0.0001
1.0,107654103.0,Jeannette City SD,Westmoreland,23321262.35,5446559.51,611515.28,6058074.79,0.2598,14749003.52,0.6324,2507784.04,0.1075,6400.0,0.0003
1.0,107654403.0,Kiski Area SD,Westmoreland,64838472.66,26872002.46,1423796.55,28295799.01,0.4364,32056287.61,0.4944,4484842.04,0.0692,1544.0,0.0
1.0,107654903.0,Ligonier Valley SD,Westmoreland,34075179.77,18403554.24,1452478.76,19856033.0,0.5827,12588054.92,0.3694,1631091.85,0.0479,,0.0
1.0,107655803.0,Monessen City SD,Westmoreland,17653335.67,4620939.55,652730.85,5273670.4,0.2987,11452412.95,0.6487,927252.32,0.0525,,0.0
1.0,107655903.0,Mount Pleasant Area SD,Westmoreland,38108423.54,16667230.25,1120336.28,17787566.53,0.4668,17829746.9,0.4679,2391132.35,0.0627,99977.76,0.0026
1.0,107656303.0,New Kensington-Arnold SD,Westmoreland,47867991.84,12296296.61,929500.03,13225796.64,0.2763,26837529.9,0.5607,7242520.08,0.1513,562145.22,0.0117
1.0,107656502.0,Norwin SD,Westmoreland,83414564.55,44058179.52,2405950.83,46464130.35,0.557,34185526.7,0.4098,2739557.9,0.0328,25349.6,0.0003
1.0,107657103.0,Penn-Trafford SD,Westmoreland,66618464.97,34640858.63,1576860.89,36217719.52,0.5437,28437329.76,0.4269,1854150.69,0.0278,109265.0,0.0016
1.0,107657503.0,Southmoreland SD,Westmoreland,35083496.91,13522227.45,699629.54,14221856.99,0.4054,18591239.78,0.5299,2270400.14,0.0647,,0.0
1.0,107658903.0,Yough SD,Westmoreland,37395225.09,14472491.65,1306376.71,15778868.36,0.4219,19458422.75,0.5203,2157933.98,0.0577,,0.0
1.0,119665003.0,Lackawanna Trail SD,Wyoming,23524969.0,10894971.0,840661.0,11735632.0,0.4989,11244741.0,0.478,544246.0,0.0231,350.0,0.0
1.0,118667503.0,Tunkhannock Area SD,Wyoming,52813088.85,26690516.87,1545751.47,28236268.34,0.5346,22482118.14,0.4257,2094702.37,0.0397,,0.0
1.0,112671303.0,Central York SD,York,105946425.65,71747155.65,2899779.63,74646935.28,0.7046,27205637.26,0.2568,3906214.71,0.0369,187638.4,0.0018
1.0,112671603.0,Dallastown Area SD,York,131241318.57,87137290.07,3235300.51,90372590.58,0.6886,35473556.42,0.2703,5019428.57,0.0382,375743.0,0.0029
1.0,112671803.0,Dover Area SD,York,71149034.7,36578523.92,2221532.15,38800056.07,0.5453,28249563.39,0.397,4082480.24,0.0574,16935.0,0.0002
1.0,112672203.0,Eastern York SD,York,54043302.91,32051585.46,1450237.14,33501822.6,0.6199,18676589.95,0.3456,1864890.36,0.0345,,0.0
1.0,112672803.0,Hanover Public SD,York,49004369.0,26560839.0,857631.0,27418470.0,0.5595,11886884.0,0.2426,3934015.0,0.0803,5765000.0,0.1176
1.0,112674403.0,Northeastern York SD,York,85351385.8,52211646.21,2211791.67,54423437.88,0.6376,27938698.35,0.3273,2989249.57,0.035,,0.0
1.0,115674603.0,Northern York County SD,York,63841134.84,39381642.04,2532017.36,41913659.4,0.6565,20624043.11,0.3231,1291846.33,0.0202,11586.0,0.0002
1.0,112675503.0,Red Lion Area SD,York,100070009.43,53120212.0,3858101.0,56978313.0,0.5694,38112885.43,0.3809,4359660.0,0.0436,619151.0,0.0062
1.0,112676203.0,South Eastern SD,York,60099882.8,35956915.84,2066164.74,38023080.58,0.6327,20597609.27,0.3427,1479193.44,0.0246,-0.49,0.0
1.0,112676403.0,South Western SD,York,83667739.91,54356652.79,1930996.3,56287649.09,0.6728,26569756.4,0.3176,587502.42,0.007,222832.0,0.0027
1.0,112676503.0,Southern York County SD,York,63320532.03,40136540.0,2148451.0,42284991.0,0.6678,19642772.05,0.3102,1349018.98,0.0213,43750.0,0.0007
1.0,112676703.0,Spring Grove Area SD,York,83232391.61,47408954.42,2483564.93,49892519.35,0.5994,28244494.59,0.3393,3247329.0,0.039,1848048.67,0.0222
1.0,115219002.0,West Shore SD,York,146611058.0,96796094.0,4806417.0,101602511.0,0.693,37615049.0,0.2566,7390505.0,0.0504,2993.0,0.0
