District,Subject,Demographic,Total_Students,p4,p5,p6,p7
A W BEATTIE CAREER CENTER,Literature,All Students,6,NULL,NULL,NULL,NULL
A W BEATTIE CAREER CENTER,Literature,Historically Underperforming,5,NULL,NULL,NULL,NULL
ALLEGHENY VALLEY SD,Algebra I,All Students,56,8.9,58.899999999999984,26.8,5.4
ALLEGHENY VALLEY SD,Algebra I,Historically Underperforming,30,3.3000000000000003,53.29999999999999,33.3,10.0
ALLEGHENY VALLEY SD,Biology,All Students,53,22.6,49.1,17.0,11.3
ALLEGHENY VALLEY SD,Biology,Historically Underperforming,27,14.800000000000002,51.9,22.2,11.1
ALLEGHENY VALLEY SD,Literature,All Students,55,10.9,69.1,18.2,1.8000000000000003
ALLEGHENY VALLEY SD,Literature,Historically Underperforming,29,13.8,58.599999999999994,24.1,3.4000000000000004
AVONWORTH SD,Algebra I,All Students,106,34.9,33.0,25.5,6.6000000000000005
AVONWORTH SD,Algebra I,Historically Underperforming,24,16.699999999999996,25.0,37.5,20.800000000000004
AVONWORTH SD,Biology,All Students,113,23.9,38.099999999999994,24.8,13.3
AVONWORTH SD,Biology,Historically Underperforming,26,0.0,26.899999999999995,38.5,34.6
AVONWORTH SD,Literature,All Students,116,19.0,67.19999999999999,12.1,1.7000000000000002
AVONWORTH SD,Literature,Historically Underperforming,26,3.8,61.5,26.899999999999995,7.699999999999998
BALDWIN-WHITEHALL SD,Algebra I,All Students,358,16.5,51.4,23.699999999999996,8.4
BALDWIN-WHITEHALL SD,Algebra I,Historically Underperforming,142,9.2,37.3,38.0,15.5
BALDWIN-WHITEHALL SD,Biology,All Students,360,28.9,43.3,19.699999999999996,8.1
BALDWIN-WHITEHALL SD,Biology,Historically Underperforming,145,11.7,38.6,31.7,17.9
BALDWIN-WHITEHALL SD,Literature,All Students,354,14.099999999999998,64.4,15.5,5.900000000000001
BALDWIN-WHITEHALL SD,Literature,Historically Underperforming,138,4.3,54.29999999999999,26.8,14.499999999999998
BETHEL PARK SD,Algebra I,All Students,329,27.699999999999996,52.900000000000006,16.7,2.7
BETHEL PARK SD,Algebra I,Historically Underperforming,67,16.4,34.3,37.3,11.9
BETHEL PARK SD,Biology,All Students,329,42.6,36.5,15.5,5.499999999999999
BETHEL PARK SD,Biology,Historically Underperforming,68,22.1,35.3,26.5,16.2
BETHEL PARK SD,Literature,All Students,329,16.7,71.7,9.1,2.4
BETHEL PARK SD,Literature,Historically Underperforming,68,10.3,58.8,22.1,8.8
BRENTWOOD BOROUGH SD,Algebra I,All Students,86,15.1,37.2,34.9,12.8
BRENTWOOD BOROUGH SD,Algebra I,Historically Underperforming,51,3.9,29.4,47.1,19.6
BRENTWOOD BOROUGH SD,Biology,All Students,86,18.6,32.6,29.100000000000005,19.800000000000004
BRENTWOOD BOROUGH SD,Biology,Historically Underperforming,51,7.8,27.500000000000004,37.3,27.500000000000004
BRENTWOOD BOROUGH SD,Literature,All Students,86,11.6,48.79999999999999,24.399999999999995,15.1
BRENTWOOD BOROUGH SD,Literature,Historically Underperforming,51,3.9,41.2,33.3,21.6
CARLYNTON SD,Algebra I,All Students,97,15.5,49.5,26.8,8.2
CARLYNTON SD,Algebra I,Historically Underperforming,52,11.5,38.5,36.5,13.5
CARLYNTON SD,Biology,All Students,97,26.8,53.6,13.4,6.2
CARLYNTON SD,Biology,Historically Underperforming,52,21.2,46.2,21.2,11.5
CARLYNTON SD,Literature,All Students,96,24.0,51.0,17.699999999999996,7.3
CARLYNTON SD,Literature,Historically Underperforming,51,13.699999999999998,47.1,25.5,13.699999999999998
CHARTIERS VALLEY SD,Algebra I,All Students,247,15.4,59.099999999999994,19.4,6.1
CHARTIERS VALLEY SD,Algebra I,Historically Underperforming,80,12.5,47.5,26.3,13.8
CHARTIERS VALLEY SD,Biology,All Students,248,33.5,50.8,11.7,4.0
CHARTIERS VALLEY SD,Biology,Historically Underperforming,81,23.5,48.10000000000001,18.5,9.9
CHARTIERS VALLEY SD,Literature,All Students,246,11.0,70.7,13.0,5.3
CHARTIERS VALLEY SD,Literature,Historically Underperforming,82,6.1,61.0,20.7,12.2
CITY CHS,Algebra I,All Students,122,9.8,30.3,41.8,18.0
CITY CHS,Algebra I,Historically Underperforming,85,4.7,22.4,50.6,22.4
CITY CHS,Biology,All Students,122,22.1,23.0,33.6,21.3
CITY CHS,Biology,Historically Underperforming,85,10.6,22.4,40.0,27.1
CITY CHS,Literature,All Students,123,7.3,59.3,22.8,10.6
CITY CHS,Literature,Historically Underperforming,87,4.6,55.2,25.3,14.899999999999999
CLAIRTON CITY SD,Algebra I,All Students,37,8.1,43.2,35.1,13.5
CLAIRTON CITY SD,Algebra I,Historically Underperforming,33,6.1,45.5,33.3,15.2
CLAIRTON CITY SD,Biology,All Students,35,5.7,37.1,22.899999999999995,34.3
CLAIRTON CITY SD,Biology,Historically Underperforming,31,6.5,32.3,25.8,35.5
CLAIRTON CITY SD,Literature,All Students,36,2.8000000000000003,50.0,25.0,22.2
CLAIRTON CITY SD,Literature,Historically Underperforming,32,3.1,46.9,25.0,25.0
CORNELL SD,Algebra I,All Students,46,4.3,28.300000000000004,39.1,28.300000000000004
CORNELL SD,Algebra I,Historically Underperforming,41,4.8999999999999995,24.4,39.0,31.7
CORNELL SD,Biology,All Students,46,10.9,39.1,28.300000000000004,21.7
CORNELL SD,Biology,Historically Underperforming,41,7.3,39.0,29.299999999999997,24.4
CORNELL SD,Literature,All Students,46,4.3,45.7,37.0,13.0
CORNELL SD,Literature,Historically Underperforming,41,2.4,41.5,41.5,14.6
DEER LAKES SD,Algebra I,All Students,112,29.5,40.2,22.3,8.0
DEER LAKES SD,Algebra I,Historically Underperforming,41,19.5,36.6,26.8,17.1
DEER LAKES SD,Biology,All Students,114,32.5,39.5,24.6,3.5000000000000004
DEER LAKES SD,Biology,Historically Underperforming,42,26.200000000000003,31.0,33.3,9.5
DEER LAKES SD,Literature,All Students,112,18.8,62.5,14.3,4.5
DEER LAKES SD,Literature,Historically Underperforming,40,10.0,55.00000000000001,27.500000000000004,7.5
EAST ALLEGHENY SD,Algebra I,All Students,112,1.7999999999999998,33.0,37.5,27.699999999999996
EAST ALLEGHENY SD,Algebra I,Historically Underperforming,59,0.0,22.0,42.4,35.6
EAST ALLEGHENY SD,Biology,All Students,115,7.8,27.800000000000004,34.8,29.600000000000005
EAST ALLEGHENY SD,Biology,Historically Underperforming,62,1.6,19.4,45.2,33.9
EAST ALLEGHENY SD,Literature,All Students,114,1.8000000000000003,48.2,35.1,14.899999999999999
EAST ALLEGHENY SD,Literature,Historically Underperforming,61,0.0,39.3,41.0,19.7
ELIZABETH FORWARD SD,Algebra I,All Students,146,29.5,48.6,20.5,1.3999999999999997
ELIZABETH FORWARD SD,Algebra I,Historically Underperforming,48,16.699999999999996,47.89999999999999,31.3,4.2
ELIZABETH FORWARD SD,Biology,All Students,152,31.6,49.3,14.499999999999998,4.6
ELIZABETH FORWARD SD,Biology,Historically Underperforming,56,19.6,42.9,26.8,10.7
ELIZABETH FORWARD SD,Literature,All Students,138,19.6,58.70000000000001,15.9,5.8
ELIZABETH FORWARD SD,Literature,Historically Underperforming,48,8.3,47.89999999999999,29.2,14.6
FORBES ROAD CTC,Algebra I,All Students,11,0.0,27.3,36.39999999999999,36.39999999999999
FORBES ROAD CTC,Algebra I,Historically Underperforming,8,NULL,NULL,NULL,NULL
FORBES ROAD CTC,Biology,All Students,11,0.0,27.3,18.199999999999996,54.50000000000001
FORBES ROAD CTC,Biology,Historically Underperforming,8,NULL,NULL,NULL,NULL
FORBES ROAD CTC,Literature,All Students,8,NULL,NULL,NULL,NULL
FORBES ROAD CTC,Literature,Historically Underperforming,6,NULL,NULL,NULL,NULL
FOX CHAPEL AREA SD,Algebra I,All Students,336,54.79999999999999,34.8,6.5,3.9
FOX CHAPEL AREA SD,Algebra I,Historically Underperforming,109,27.500000000000004,45.00000000000001,16.5,11.0
FOX CHAPEL AREA SD,Biology,All Students,335,54.0,36.1,6.9,2.9999999999999996
FOX CHAPEL AREA SD,Biology,Historically Underperforming,108,28.7,47.2,14.800000000000002,9.300000000000002
FOX CHAPEL AREA SD,Literature,All Students,332,34.9,55.39999999999999,5.4,4.2
FOX CHAPEL AREA SD,Literature,Historically Underperforming,106,11.3,62.3,13.200000000000001,13.200000000000001
GATEWAY SD,Algebra I,All Students,214,21.5,51.9,21.5,5.1
GATEWAY SD,Algebra I,Historically Underperforming,108,13.900000000000002,41.7,35.2,9.300000000000002
GATEWAY SD,Biology,All Students,215,43.7,36.7,11.2,8.4
GATEWAY SD,Biology,Historically Underperforming,109,29.4,37.6,17.4,15.6
GATEWAY SD,Literature,All Students,212,12.7,71.2,10.4,5.699999999999999
GATEWAY SD,Literature,Historically Underperforming,106,8.5,62.3,17.9,11.3
HAMPTON TOWNSHIP SD,Algebra I,All Students,231,51.5,39.8,7.8,0.9000000000000001
HAMPTON TOWNSHIP SD,Algebra I,Historically Underperforming,39,35.9,35.9,23.1,5.1
HAMPTON TOWNSHIP SD,Biology,All Students,231,53.7,34.2,10.8,1.3
HAMPTON TOWNSHIP SD,Biology,Historically Underperforming,39,33.3,30.8,28.199999999999996,7.7
HAMPTON TOWNSHIP SD,Literature,All Students,231,45.0,48.5,5.6,0.9000000000000001
HAMPTON TOWNSHIP SD,Literature,Historically Underperforming,39,23.1,48.7,23.1,5.1
HIGHLANDS SD,Algebra I,All Students,145,9.7,51.0,34.5,4.8
HIGHLANDS SD,Algebra I,Historically Underperforming,69,5.8,39.1,44.9,10.1
HIGHLANDS SD,Biology,All Students,142,4.2,33.8,44.4,17.6
HIGHLANDS SD,Biology,Historically Underperforming,69,1.4,24.6,43.5,30.4
HIGHLANDS SD,Literature,All Students,144,4.9,69.4,21.5,4.2
HIGHLANDS SD,Literature,Historically Underperforming,69,0.0,60.9,30.4,8.7
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Algebra I,All Students,39,0.0,2.6,33.3,64.1
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,33,0.0,3.0,36.4,60.6
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Biology,All Students,35,0.0,2.9,11.4,85.7
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Biology,Historically Underperforming,29,0.0,3.4000000000000004,13.8,82.80000000000001
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Literature,All Students,34,0.0,8.8,32.4,58.8
HILL HOUSE PASSPORT ACADEMY CHARTER SCHOOL,Literature,Historically Underperforming,27,0.0,7.400000000000001,29.600000000000005,63.0
KEYSTONE OAKS SD,Algebra I,All Students,138,23.2,57.2,15.9,3.6000000000000005
KEYSTONE OAKS SD,Algebra I,Historically Underperforming,51,11.8,43.099999999999994,37.3,7.8
KEYSTONE OAKS SD,Biology,All Students,140,12.099999999999998,39.3,37.1,11.4
KEYSTONE OAKS SD,Biology,Historically Underperforming,52,5.800000000000001,26.899999999999995,46.2,21.2
KEYSTONE OAKS SD,Literature,All Students,138,8.0,65.2,21.7,5.1
KEYSTONE OAKS SD,Literature,Historically Underperforming,50,2.0,56.00000000000001,28.000000000000004,14.000000000000002
MCKEESPORT AREA SD,Algebra I,All Students,211,6.200000000000001,21.8,36.0,36.0
MCKEESPORT AREA SD,Algebra I,Historically Underperforming,131,1.5,18.3,34.4,45.8
MCKEESPORT AREA SD,Biology,All Students,206,9.2,23.8,23.3,43.7
MCKEESPORT AREA SD,Biology,Historically Underperforming,125,3.2,20.0,19.2,57.60000000000001
MCKEESPORT AREA SD,Literature,All Students,215,4.2,45.1,32.6,18.1
MCKEESPORT AREA SD,Literature,Historically Underperforming,135,0.7,34.1,38.5,26.700000000000003
MCKEESPORT AREA TECH CTR,Algebra I,All Students,6,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Algebra I,Historically Underperforming,4,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,All Students,6,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,Historically Underperforming,4,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,All Students,6,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,Historically Underperforming,4,NULL,NULL,NULL,NULL
MONTOUR SD,Algebra I,All Students,237,24.5,48.5,20.7,6.3
MONTOUR SD,Algebra I,Historically Underperforming,79,13.900000000000002,36.7,31.6,17.7
MONTOUR SD,Biology,All Students,238,29.799999999999997,38.7,23.1,8.4
MONTOUR SD,Biology,Historically Underperforming,81,16.0,27.200000000000003,41.99999999999999,14.800000000000002
MONTOUR SD,Literature,All Students,240,15.8,70.8,10.0,3.3000000000000003
MONTOUR SD,Literature,Historically Underperforming,82,11.0,59.8,20.7,8.5
MOON AREA SD,Algebra I,All Students,267,30.7,52.1,14.2,3.0
MOON AREA SD,Algebra I,Historically Underperforming,61,13.100000000000001,37.7,36.1,13.100000000000001
MOON AREA SD,Biology,All Students,265,45.7,37.7,10.2,6.4
MOON AREA SD,Biology,Historically Underperforming,60,18.3,41.7,13.3,26.700000000000003
MOON AREA SD,Literature,All Students,266,23.3,65.8,7.1,3.8
MOON AREA SD,Literature,Historically Underperforming,61,6.6000000000000005,55.7,21.3,16.4
MT LEBANON SD,Algebra I,All Students,422,45.7,44.5,8.8,0.9000000000000001
MT LEBANON SD,Algebra I,Historically Underperforming,95,22.1,44.2,29.5,4.2
MT LEBANON SD,Biology,All Students,418,52.900000000000006,37.1,6.9,3.1
MT LEBANON SD,Biology,Historically Underperforming,94,27.699999999999996,39.4,22.3,10.600000000000001
MT LEBANON SD,Literature,All Students,421,32.50000000000001,61.0,5.2,1.2000000000000002
MT LEBANON SD,Literature,Historically Underperforming,94,12.8,64.9,18.1,4.3
NORTH ALLEGHENY SD,Algebra I,All Students,639,47.699999999999996,37.9,11.6,2.8000000000000003
NORTH ALLEGHENY SD,Algebra I,Historically Underperforming,98,19.4,33.7,30.599999999999998,16.3
NORTH ALLEGHENY SD,Biology,All Students,636,50.3,33.5,10.5,5.7
NORTH ALLEGHENY SD,Biology,Historically Underperforming,95,17.9,32.6,20.0,29.5
NORTH ALLEGHENY SD,Literature,All Students,635,35.4,56.2,6.3,2.0
NORTH ALLEGHENY SD,Literature,Historically Underperforming,95,15.8,47.400000000000006,24.2,12.6
NORTH HILLS SD,Algebra I,All Students,268,41.0,39.6,16.8,2.6
NORTH HILLS SD,Algebra I,Historically Underperforming,74,23.0,36.5,32.4,8.1
NORTH HILLS SD,Biology,All Students,269,34.9,39.8,20.1,5.2
NORTH HILLS SD,Biology,Historically Underperforming,76,15.8,38.2,31.6,14.499999999999998
NORTH HILLS SD,Literature,All Students,268,22.8,61.6,10.1,5.6
NORTH HILLS SD,Literature,Historically Underperforming,76,9.2,53.900000000000006,19.7,17.1
NORTHGATE SD,Algebra I,All Students,63,12.7,33.3,44.4,9.5
NORTHGATE SD,Algebra I,Historically Underperforming,30,6.7,26.700000000000003,50.0,16.7
NORTHGATE SD,Biology,All Students,64,12.5,50.0,32.8,4.7
NORTHGATE SD,Biology,Historically Underperforming,31,6.5,41.9,41.9,9.7
NORTHGATE SD,Literature,All Students,63,14.3,54.0,23.8,7.9
NORTHGATE SD,Literature,Historically Underperforming,31,3.2,41.9,38.7,16.1
PARKWAY WEST CTC,Algebra I,All Students,3,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Biology,All Students,3,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Literature,All Students,3,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
PENN HILLS SD,Algebra I,All Students,256,3.9,24.2,41.8,30.099999999999998
PENN HILLS SD,Algebra I,Historically Underperforming,166,3.0,16.9,39.2,41.0
PENN HILLS SD,Biology,All Students,256,8.2,30.5,25.0,36.3
PENN HILLS SD,Biology,Historically Underperforming,162,4.3,20.999999999999996,27.800000000000004,46.9
PENN HILLS SD,Literature,All Students,277,1.1,45.5,33.2,20.2
PENN HILLS SD,Literature,Historically Underperforming,178,0.6,33.7,38.199999999999996,27.500000000000004
PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,All Students,64,6.3,18.8,43.8,31.3
PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,24,0.0,16.699999999999996,37.5,45.8
PENNSYLVANIA DISTANCE LEARNING CS,Biology,All Students,63,1.6,22.2,39.7,36.5
PENNSYLVANIA DISTANCE LEARNING CS,Biology,Historically Underperforming,24,0.0,25.0,29.2,45.8
PENNSYLVANIA DISTANCE LEARNING CS,Literature,All Students,63,3.2,44.4,30.2,22.2
PENNSYLVANIA DISTANCE LEARNING CS,Literature,Historically Underperforming,24,0.0,41.7,25.0,33.3
PINE-RICHLAND SD,Algebra I,All Students,343,41.7,49.0,7.9,1.5
PINE-RICHLAND SD,Algebra I,Historically Underperforming,59,22.0,39.0,30.5,8.5
PINE-RICHLAND SD,Biology,All Students,341,34.9,49.6,12.000000000000002,3.5000000000000004
PINE-RICHLAND SD,Biology,Historically Underperforming,58,22.4,32.8,25.900000000000002,19.0
PINE-RICHLAND SD,Literature,All Students,342,18.7,73.4,6.7,1.2
PINE-RICHLAND SD,Literature,Historically Underperforming,59,6.800000000000001,61.0,27.1,5.1
PITTSBURGH SD,Algebra I,All Students,1302,13.924500768049155,36.638786482334865,33.70906298003072,15.521198156682026
PITTSBURGH SD,Algebra I,Historically Underperforming,780,5.884487179487179,27.577435897435898,41.558333333333344,23.979358974358973
PITTSBURGH SD,Biology,All Students,1286,12.531104199066876,29.065863141524105,28.06827371695179,30.096811819595647
PITTSBURGH SD,Biology,Historically Underperforming,766,3.790078328981724,19.46227154046998,32.10248041775458,43.610574412532635
PITTSBURGH SD,Literature,All Students,1293,8.578963650425367,52.598762567672075,24.289559164733177,14.215313225058004
PITTSBURGH SD,Literature,Historically Underperforming,772,2.452072538860104,42.3458549222798,31.480958549222805,22.539119170984456
PLUM BOROUGH SD,Algebra I,All Students,284,28.9,45.1,22.900000000000002,3.2
PLUM BOROUGH SD,Algebra I,Historically Underperforming,89,14.6,37.1,40.4,7.9
PLUM BOROUGH SD,Biology,All Students,287,26.5,47.39999999999999,20.6,5.6
PLUM BOROUGH SD,Biology,Historically Underperforming,91,14.3,37.4,37.4,11.0
PLUM BOROUGH SD,Literature,All Students,285,14.400000000000002,69.1,14.400000000000002,2.1
PLUM BOROUGH SD,Literature,Historically Underperforming,89,5.599999999999999,55.1,32.6,6.7
PROPEL CS-BRADDOCK HILLS,Algebra I,All Students,62,8.1,22.6,40.3,28.999999999999996
PROPEL CS-BRADDOCK HILLS,Algebra I,Historically Underperforming,50,2.0,22.0,46.0,30.0
PROPEL CS-BRADDOCK HILLS,Biology,All Students,60,8.3,20.0,31.7,40.0
PROPEL CS-BRADDOCK HILLS,Biology,Historically Underperforming,49,4.1,20.399999999999995,32.7,42.9
PROPEL CS-BRADDOCK HILLS,Literature,All Students,56,0.0,55.39999999999999,28.6,16.1
PROPEL CS-BRADDOCK HILLS,Literature,Historically Underperforming,45,0.0,53.29999999999999,28.9,17.800000000000004
PROPEL CS-HOMESTEAD,Algebra I,All Students,30,6.7,20.0,46.7,26.700000000000003
PROPEL CS-HOMESTEAD,Algebra I,Historically Underperforming,23,8.7,13.0,43.50000000000001,34.8
PROPEL CS-HOMESTEAD,Biology,All Students,30,0.0,36.7,13.3,50.0
PROPEL CS-HOMESTEAD,Biology,Historically Underperforming,23,0.0,34.8,13.0,52.2
PROPEL CS-HOMESTEAD,Literature,All Students,31,0.0,28.999999999999996,45.2,25.8
PROPEL CS-HOMESTEAD,Literature,Historically Underperforming,24,0.0,25.0,45.8,29.2
PROPEL CS-MONTOUR,Algebra I,All Students,11,18.199999999999996,18.199999999999996,45.5,18.199999999999996
PROPEL CS-MONTOUR,Algebra I,Historically Underperforming,8,NULL,NULL,NULL,NULL
PROPEL CS-MONTOUR,Biology,All Students,11,9.099999999999998,9.099999999999998,45.5,36.39999999999999
PROPEL CS-MONTOUR,Biology,Historically Underperforming,8,NULL,NULL,NULL,NULL
PROPEL CS-MONTOUR,Literature,All Students,11,9.099999999999998,27.3,36.39999999999999,27.3
PROPEL CS-MONTOUR,Literature,Historically Underperforming,8,NULL,NULL,NULL,NULL
QUAKER VALLEY SD,Algebra I,All Students,140,49.3,32.1,13.600000000000001,5.0
QUAKER VALLEY SD,Algebra I,Historically Underperforming,33,27.3,21.2,33.3,18.2
QUAKER VALLEY SD,Biology,All Students,139,39.6,43.9,12.199999999999998,4.3
QUAKER VALLEY SD,Biology,Historically Underperforming,32,18.8,40.6,25.0,15.6
QUAKER VALLEY SD,Literature,All Students,142,18.3,69.7,9.2,2.8
QUAKER VALLEY SD,Literature,Historically Underperforming,33,6.1,57.60000000000001,27.3,9.1
RIVERVIEW SD,Algebra I,All Students,84,20.200000000000003,59.5,17.9,2.4
RIVERVIEW SD,Algebra I,Historically Underperforming,29,6.9,58.599999999999994,27.6,6.9
RIVERVIEW SD,Biology,All Students,83,26.5,45.8,26.5,1.2
RIVERVIEW SD,Biology,Historically Underperforming,28,10.7,46.4,39.3,3.5999999999999996
RIVERVIEW SD,Literature,All Students,85,20.0,69.4,9.4,1.2
RIVERVIEW SD,Literature,Historically Underperforming,31,12.9,61.3,22.6,3.2
SHALER AREA SD,Algebra I,All Students,317,11.7,55.8,26.5,6.0
SHALER AREA SD,Algebra I,Historically Underperforming,109,8.3,40.4,34.9,16.5
SHALER AREA SD,Biology,All Students,317,32.8,35.3,21.799999999999997,10.1
SHALER AREA SD,Biology,Historically Underperforming,111,21.6,27.0,29.7,21.6
SHALER AREA SD,Literature,All Students,313,19.5,59.099999999999994,16.3,5.1
SHALER AREA SD,Literature,Historically Underperforming,106,9.4,48.1,29.2,13.200000000000001
SOUTH ALLEGHENY SD,Algebra I,All Students,89,4.5,46.1,42.70000000000001,6.7
SOUTH ALLEGHENY SD,Algebra I,Historically Underperforming,48,4.2,35.39999999999999,52.1,8.3
SOUTH ALLEGHENY SD,Biology,All Students,90,13.3,33.3,36.7,16.7
SOUTH ALLEGHENY SD,Biology,Historically Underperforming,49,10.199999999999998,20.399999999999995,44.9,24.499999999999996
SOUTH ALLEGHENY SD,Literature,All Students,90,2.2,63.3,27.800000000000004,6.7
SOUTH ALLEGHENY SD,Literature,Historically Underperforming,49,0.0,57.10000000000001,30.599999999999998,12.2
SOUTH FAYETTE TOWNSHIP SD,Algebra I,All Students,213,49.3,39.4,9.399999999999999,1.9
SOUTH FAYETTE TOWNSHIP SD,Algebra I,Historically Underperforming,28,21.4,35.7,28.6,14.3
SOUTH FAYETTE TOWNSHIP SD,Biology,All Students,214,32.2,58.9,8.400000000000002,0.5
SOUTH FAYETTE TOWNSHIP SD,Biology,Historically Underperforming,28,14.3,50.0,32.1,3.5999999999999996
SOUTH FAYETTE TOWNSHIP SD,Literature,All Students,214,24.800000000000004,68.7,5.6,0.9000000000000001
SOUTH FAYETTE TOWNSHIP SD,Literature,Historically Underperforming,28,17.9,50.0,25.0,7.1
SOUTH PARK SD,Algebra I,All Students,148,46.6,37.2,14.2,2.0
SOUTH PARK SD,Algebra I,Historically Underperforming,45,28.9,37.8,26.700000000000003,6.7
SOUTH PARK SD,Biology,All Students,146,38.4,31.5,23.3,6.800000000000001
SOUTH PARK SD,Biology,Historically Underperforming,44,15.9,25.0,40.9,18.199999999999996
SOUTH PARK SD,Literature,All Students,146,17.1,63.0,17.8,2.1
SOUTH PARK SD,Literature,Historically Underperforming,44,6.800000000000001,50.0,36.39999999999999,6.800000000000001
SPECTRUM CS,Algebra I,All Students,2,NULL,NULL,NULL,NULL
SPECTRUM CS,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
