BERMUDIAN SPRINGS SD,Algebra I,All Students,162,29.6,41.4,21.6,7.4,2018
BERMUDIAN SPRINGS SD,Algebra I,Historically Underperforming,69,24.6,29,30.4,15.9,2018
BERMUDIAN SPRINGS SD,Biology,All Students,159,23.3,42.1,22,12.6,2018
BERMUDIAN SPRINGS SD,Biology,Historically Underperforming,67,9,37.3,28.4,25.4,2018
BERMUDIAN SPRINGS SD,Literature,All Students,159,11.3,66,15.1,7.5,2018
BERMUDIAN SPRINGS SD,Literature,Historically Underperforming,68,4.4,58.8,20.6,16.2,2018
CONEWAGO VALLEY SD,Algebra I,All Students,276,35.1,42.4,16.3,6.2,2018
CONEWAGO VALLEY SD,Algebra I,Historically Underperforming,99,18.2,42.4,23.2,16.2,2018
CONEWAGO VALLEY SD,Biology,All Students,277,42.2,35.4,13,9.4,2018
CONEWAGO VALLEY SD,Biology,Historically Underperforming,100,24,37,21,18,2018
CONEWAGO VALLEY SD,Literature,All Students,277,11.2,69,14.8,5.1,2018
CONEWAGO VALLEY SD,Literature,Historically Underperforming,100,6,55,27,12,2018
FAIRFIELD AREA SD,Algebra I,All Students,93,17.2,59.1,21.5,2.2,2018
FAIRFIELD AREA SD,Algebra I,Historically Underperforming,19,5.3,63.2,26.3,5.3,2018
FAIRFIELD AREA SD,Biology,All Students,93,25.8,43,24.7,6.5,2018
FAIRFIELD AREA SD,Biology,Historically Underperforming,19,21.1,26.3,42.1,10.5,2018
FAIRFIELD AREA SD,Literature,All Students,93,10.8,71,16.1,2.2,2018
FAIRFIELD AREA SD,Literature,Historically Underperforming,19,0,73.7,21.1,5.3,2018
GETTYSBURG AREA SD,Algebra I,All Students,221,29.4,42.1,20.4,8.1,2018
GETTYSBURG AREA SD,Algebra I,Historically Underperforming,105,15.2,38.1,32.4,14.3,2018
GETTYSBURG AREA SD,Biology,All Students,221,26.7,45.7,18.6,9,2018
GETTYSBURG AREA SD,Biology,Historically Underperforming,104,15.4,41.3,26,17.3,2018
GETTYSBURG AREA SD,Literature,All Students,222,9.9,68.9,17.1,4.1,2018
GETTYSBURG AREA SD,Literature,Historically Underperforming,104,4.8,57.7,30.8,6.7,2018
LITTLESTOWN AREA SD,Algebra I,All Students,137,44.5,39.4,11.7,4.4,2018
LITTLESTOWN AREA SD,Algebra I,Historically Underperforming,43,27.9,34.9,23.3,14,2018
LITTLESTOWN AREA SD,Biology,All Students,137,46,36.5,12.4,5.1,2018
