District,Subject,Demographic,Total_Students,p4,p5,p6,p7
ALTOONA AREA SD,Literature,Historically Underperforming,19,5.299999999999999,21.1,47.400000000000006,26.3
BELLWOOD-ANTIS SD,Algebra I,All Students,56,51.800000000000004,32.1,14.3,1.7999999999999998
BELLWOOD-ANTIS SD,Algebra I,Historically Underperforming,18,55.60000000000001,16.7,27.800000000000004,0.0
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Algebra I,All Students,10,NULL,NULL,NULL,NULL
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Algebra I,Historically Underperforming,8,NULL,NULL,NULL,NULL
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Biology,All Students,8,NULL,NULL,NULL,NULL
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Biology,Historically Underperforming,7,NULL,NULL,NULL,NULL
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Literature,All Students,2,NULL,NULL,NULL,NULL
CENTRAL PA DIGITAL LRNG FOUNDATION CS,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
CLAYSBURG-KIMMEL SD,Algebra I,All Students,43,18.6,67.4,14.000000000000002,0.0
CLAYSBURG-KIMMEL SD,Algebra I,Historically Underperforming,16,18.8,62.5,18.8,0.0
CLAYSBURG-KIMMEL SD,Biology,All Students,36,2.8000000000000003,58.3,36.1,2.8000000000000003
CLAYSBURG-KIMMEL SD,Biology,Historically Underperforming,12,0.0,58.3,33.3,8.3
CLAYSBURG-KIMMEL SD,Literature,All Students,1,NULL,NULL,NULL,NULL
HOLLIDAYSBURG AREA SD,Algebra I,All Students,253,30.8,37.9,22.5,8.7
HOLLIDAYSBURG AREA SD,Algebra I,Historically Underperforming,95,16.8,27.399999999999995,35.8,20.0
HOLLIDAYSBURG AREA SD,Biology,All Students,158,27.800000000000004,38.0,16.5,17.7
HOLLIDAYSBURG AREA SD,Biology,Historically Underperforming,60,13.3,20.0,25.0,41.7
HOLLIDAYSBURG AREA SD,Literature,All Students,1,NULL,NULL,NULL,NULL
SPRING COVE SD,Algebra I,All Students,136,22.8,32.4,37.5,7.400000000000001
SPRING COVE SD,Algebra I,Historically Underperforming,48,22.9,22.9,39.60000000000001,14.6
SPRING COVE SD,Biology,All Students,28,67.9,28.6,3.5999999999999996,0.0
SPRING COVE SD,Biology,Historically Underperforming,5,NULL,NULL,NULL,NULL
TYRONE AREA SD,Algebra I,All Students,92,38.0,45.7,10.9,5.4
TYRONE AREA SD,Algebra I,Historically Underperforming,33,27.3,42.4,18.2,12.1
TYRONE AREA SD,Biology,All Students,3,NULL,NULL,NULL,NULL
TYRONE AREA SD,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
TYRONE AREA SD,Literature,All Students,2,NULL,NULL,NULL,NULL
TYRONE AREA SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
WILLIAMSBURG COMMUNITY SD,Algebra I,All Students,30,3.3000000000000003,26.700000000000003,56.7,13.3
WILLIAMSBURG COMMUNITY SD,Algebra I,Historically Underperforming,17,0.0,41.2,41.2,17.6
WILLIAMSBURG COMMUNITY SD,Biology,All Students,32,3.1,37.5,46.9,12.5
WILLIAMSBURG COMMUNITY SD,Biology,Historically Underperforming,19,0.0,42.1,42.1,15.8
WILLIAMSBURG COMMUNITY SD,Literature,All Students,1,NULL,NULL,NULL,NULL
ATHENS AREA SD,Algebra I,All Students,104,42.3,26.899999999999995,25.0,5.800000000000001
ATHENS AREA SD,Algebra I,Historically Underperforming,31,16.1,28.999999999999996,38.7,16.1
ATHENS AREA SD,Biology,All Students,54,55.60000000000001,33.3,3.7000000000000006,7.400000000000001
ATHENS AREA SD,Biology,Historically Underperforming,12,16.699999999999996,50.0,0.0,33.3
ATHENS AREA SD,Literature,All Students,1,NULL,NULL,NULL,NULL
ATHENS AREA SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
CANTON AREA SD,Algebra I,All Students,42,7.1,42.9,33.3,16.7
CANTON AREA SD,Algebra I,Historically Underperforming,4,NULL,NULL,NULL,NULL
CANTON AREA SD,Biology,All Students,1,NULL,NULL,NULL,NULL
CANTON AREA SD,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
CANTON AREA SD,Literature,All Students,1,NULL,NULL,NULL,NULL
NORTHEAST BRADFORD SD,Algebra I,All Students,41,36.6,31.7,31.7,0.0
NORTHEAST BRADFORD SD,Algebra I,Historically Underperforming,15,33.3,26.700000000000003,40.0,0.0
NORTHEAST BRADFORD SD,Biology,All Students,13,84.6,15.399999999999997,0.0,0.0
NORTHEAST BRADFORD SD,Biology,Historically Underperforming,3,NULL,NULL,NULL,NULL
NORTHEAST BRADFORD SD,Literature,All Students,1,NULL,NULL,NULL,NULL
NORTHERN TIER CAREER CENTER,Algebra I,All Students,2,NULL,NULL,NULL,NULL
NORTHERN TIER CAREER CENTER,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
NORTHERN TIER CAREER CENTER,Biology,All Students,2,NULL,NULL,NULL,NULL
NORTHERN TIER CAREER CENTER,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
NORTHERN TIER CAREER CENTER,Literature,All Students,1,NULL,NULL,NULL,NULL
SAYRE AREA SD,Algebra I,All Students,56,16.1,32.1,37.5,14.3
SAYRE AREA SD,Algebra I,Historically Underperforming,24,4.2,33.3,33.3,29.2
SAYRE AREA SD,Biology,All Students,19,68.4,21.1,5.299999999999999,5.299999999999999
SAYRE AREA SD,Biology,Historically Underperforming,8,NULL,NULL,NULL,NULL
SAYRE AREA SD,Literature,All Students,4,NULL,NULL,NULL,NULL
SAYRE AREA SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
TOWANDA AREA SD,Algebra I,All Students,61,16.4,55.7,18.0,9.8
TOWANDA AREA SD,Algebra I,Historically Underperforming,37,5.4,59.5,18.9,16.2
TOWANDA AREA SD,Biology,All Students,26,34.6,42.3,15.399999999999997,7.699999999999998
TOWANDA AREA SD,Biology,Historically Underperforming,13,23.1,30.799999999999994,30.799999999999994,15.399999999999997
TOWANDA AREA SD,Literature,All Students,3,NULL,NULL,NULL,NULL
TOWANDA AREA SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
TROY AREA SD,Algebra I,All Students,85,20.0,42.4,29.4,8.2
TROY AREA SD,Algebra I,Historically Underperforming,36,8.3,33.3,41.7,16.7
TROY AREA SD,Biology,All Students,81,33.3,32.1,27.200000000000003,7.400000000000001
TROY AREA SD,Biology,Historically Underperforming,35,25.7,28.6,28.6,17.1
TROY AREA SD,Literature,All Students,54,13.0,64.80000000000001,16.7,5.6
TROY AREA SD,Literature,Historically Underperforming,23,4.3,65.2,21.7,8.7
WYALUSING AREA SD,Algebra I,All Students,43,27.9,30.2,14.000000000000002,27.9
WYALUSING AREA SD,Algebra I,Historically Underperforming,13,15.399999999999997,0.0,15.399999999999997,69.2
WYALUSING AREA SD,Biology,All Students,31,61.3,25.8,6.5,6.5
WYALUSING AREA SD,Biology,Historically Underperforming,6,NULL,NULL,NULL,NULL
WYALUSING AREA SD,Literature,All Students,3,NULL,NULL,NULL,NULL
WYALUSING AREA SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
BENSALEM TOWNSHIP SD,Algebra I,All Students,300,25.7,38.0,25.7,10.7
BENSALEM TOWNSHIP SD,Algebra I,Historically Underperforming,139,25.900000000000002,28.1,23.7,22.3
BENSALEM TOWNSHIP SD,Biology,All Students,375,22.900000000000002,40.5,24.5,12.0
BENSALEM TOWNSHIP SD,Biology,Historically Underperforming,191,19.899999999999995,34.60000000000001,26.200000000000003,19.4
BENSALEM TOWNSHIP SD,Literature,All Students,15,13.3,6.7,20.0,60.0
BENSALEM TOWNSHIP SD,Literature,Historically Underperforming,12,8.3,8.3,25.0,58.3
BRISTOL BOROUGH SD,Algebra I,All Students,51,27.500000000000004,31.4,27.500000000000004,13.699999999999998
BRISTOL BOROUGH SD,Algebra I,Historically Underperforming,28,17.9,21.4,35.7,25.0
BRISTOL BOROUGH SD,Biology,All Students,10,NULL,NULL,NULL,NULL
BRISTOL BOROUGH SD,Biology,Historically Underperforming,9,NULL,NULL,NULL,NULL
BRISTOL BOROUGH SD,Literature,All Students,7,NULL,NULL,NULL,NULL
BRISTOL BOROUGH SD,Literature,Historically Underperforming,7,NULL,NULL,NULL,NULL
BRISTOL TOWNSHIP SD,Algebra I,All Students,178,11.8,42.1,30.3,15.7
BRISTOL TOWNSHIP SD,Algebra I,Historically Underperforming,83,10.8,41.0,26.5,21.7
BRISTOL TOWNSHIP SD,Biology,All Students,75,29.299999999999997,37.3,14.7,18.7
BRISTOL TOWNSHIP SD,Biology,Historically Underperforming,41,14.6,39.0,17.1,29.299999999999997
BRISTOL TOWNSHIP SD,Literature,All Students,20,0.0,20.0,30.0,50.0
BRISTOL TOWNSHIP SD,Literature,Historically Underperforming,17,0.0,17.6,29.4,52.900000000000006
BUCKS COUNTY TECHNICAL HIGH SCHOOL,Algebra I,All Students,215,10.2,27.399999999999995,56.7,5.6
BUCKS COUNTY TECHNICAL HIGH SCHOOL,Algebra I,Historically Underperforming,111,7.200000000000001,20.7,64.0,8.1
BUCKS COUNTY TECHNICAL HIGH SCHOOL,Biology,All Students,3,NULL,NULL,NULL,NULL
BUCKS COUNTY TECHNICAL HIGH SCHOOL,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
CENTENNIAL SD,Algebra I,All Students,414,16.7,25.6,39.4,18.4
CENTENNIAL SD,Algebra I,Historically Underperforming,183,8.2,13.100000000000001,44.3,34.4
CENTENNIAL SD,Biology,All Students,407,22.6,40.99999999999999,24.6,11.8
CENTENNIAL SD,Biology,Historically Underperforming,172,13.4,30.8,30.8,25.0
CENTENNIAL SD,Literature,All Students,1,NULL,NULL,NULL,NULL
CENTENNIAL SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Algebra I,All Students,8,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Algebra I,Historically Underperforming,8,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Biology,All Students,3,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Biology,Historically Underperforming,3,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Literature,All Students,1,NULL,NULL,NULL,NULL
CENTER FOR STUDENT LRNG CS PENNSBURY,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
CENTRAL BUCKS SD,Algebra I,All Students,1230,58.877560975609754,34.32121951219512,6.162195121951219,0.6390243902439025
CENTRAL BUCKS SD,Algebra I,Historically Underperforming,141,36.87872340425532,43.256028368794325,15.619858156028368,4.277304964539008
CENTRAL BUCKS SD,Biology,All Students,33,30.29090909090909,6.066666666666667,3.0121212121212118,3.0121212121212118
CENTRAL BUCKS SD,Literature,All Students,10,NULL,NULL,NULL,NULL
CENTRAL BUCKS SD,Literature,Historically Underperforming,8,NULL,NULL,NULL,NULL
CENTRAL BUCKS SD,Biology,Historically Underperforming,4,NULL,NULL,NULL,NULL
COUNCIL ROCK SD,Algebra I,All Students,796,51.1321608040201,39.19346733668342,9.170100502512563,0.5042713567839197
COUNCIL ROCK SD,Algebra I,Historically Underperforming,155,32.887096774193544,47.725806451612904,16.783870967741933,2.606451612903226
COUNCIL ROCK SD,Biology,All Students,223,79.8188340807175,13.877578475336325,3.1121076233183853,3.139461883408072
COUNCIL ROCK SD,Biology,Historically Underperforming,26,53.8076923076923,15.373076923076923,11.523076923076923,19.238461538461536
COUNCIL ROCK SD,Literature,All Students,4,NULL,NULL,NULL,NULL
COUNCIL ROCK SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,Algebra I,All Students,1,NULL,NULL,NULL,NULL
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,Biology,All Students,1,NULL,NULL,NULL,NULL
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,Literature,All Students,1,NULL,NULL,NULL,NULL
MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
MORRISVILLE BOROUGH SD,Algebra I,All Students,12,8.3,33.3,41.7,16.699999999999996
MORRISVILLE BOROUGH SD,Algebra I,Historically Underperforming,5,NULL,NULL,NULL,NULL
MORRISVILLE BOROUGH SD,Biology,All Students,9,NULL,NULL,NULL,NULL
MORRISVILLE BOROUGH SD,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
MORRISVILLE BOROUGH SD,Literature,All Students,2,NULL,NULL,NULL,NULL
MORRISVILLE BOROUGH SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
NESHAMINY SD,Algebra I,All Students,507,34.5,42.4,19.9,3.2
NESHAMINY SD,Algebra I,Historically Underperforming,124,21.8,41.1,28.199999999999996,8.9
NESHAMINY SD,Biology,All Students,273,56.39999999999999,30.4,11.7,1.5
NESHAMINY SD,Biology,Historically Underperforming,44,43.2,29.5,20.5,6.800000000000001
NESHAMINY SD,Literature,All Students,7,NULL,NULL,NULL,NULL
NESHAMINY SD,Literature,Historically Underperforming,6,NULL,NULL,NULL,NULL
NEW HOPE-SOLEBURY SD,Algebra I,All Students,115,53.0,33.9,10.4,2.6
NEW HOPE-SOLEBURY SD,Algebra I,Historically Underperforming,19,21.1,21.1,47.400000000000006,10.5
NEW HOPE-SOLEBURY SD,Biology,All Students,114,61.4,29.799999999999997,7.000000000000001,1.8000000000000003
NEW HOPE-SOLEBURY SD,Biology,Historically Underperforming,18,33.3,33.3,22.2,11.1
PALISADES SD,Algebra I,All Students,107,27.1,43.9,21.5,7.5
PALISADES SD,Algebra I,Historically Underperforming,25,0.0,48.0,32.0,20.0
PALISADES SD,Biology,All Students,98,52.0,41.8,5.099999999999999,1.0
PALISADES SD,Biology,Historically Underperforming,19,31.6,52.6,10.5,5.299999999999999
PALISADES SD,Literature,All Students,4,NULL,NULL,NULL,NULL
PALISADES SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
PENNRIDGE SD,Algebra I,All Students,492,23.399999999999995,44.1,28.300000000000004,4.3
PENNRIDGE SD,Algebra I,Historically Underperforming,144,13.900000000000002,32.6,42.4,11.1
PENNRIDGE SD,Biology,All Students,523,44.7,33.1,16.8,5.4
PENNRIDGE SD,Biology,Historically Underperforming,162,26.5,29.600000000000005,31.5,12.3
PENNRIDGE SD,Literature,All Students,6,NULL,NULL,NULL,NULL
PENNRIDGE SD,Literature,Historically Underperforming,6,NULL,NULL,NULL,NULL
PENNSBURY SD,Algebra I,All Students,656,32.0,35.7,28.499999999999996,3.8
PENNSBURY SD,Algebra I,Historically Underperforming,215,14.000000000000002,27.399999999999995,48.4,10.2
PENNSBURY SD,Biology,All Students,31,48.4,9.7,19.4,22.6
PENNSBURY SD,Biology,Historically Underperforming,15,13.3,6.7,33.3,46.7
PENNSBURY SD,Literature,All Students,8,NULL,NULL,NULL,NULL
PENNSBURY SD,Literature,Historically Underperforming,6,NULL,NULL,NULL,NULL
QUAKERTOWN COMMUNITY SD,Algebra I,All Students,338,43.5,36.1,17.8,2.7
QUAKERTOWN COMMUNITY SD,Algebra I,Historically Underperforming,109,35.8,29.4,28.4,6.4
QUAKERTOWN COMMUNITY SD,Biology,All Students,122,71.3,19.7,2.5,6.6000000000000005
QUAKERTOWN COMMUNITY SD,Biology,Historically Underperforming,25,52.0,20.0,4.0,24.0
QUAKERTOWN COMMUNITY SD,Literature,All Students,8,NULL,NULL,NULL,NULL
QUAKERTOWN COMMUNITY SD,Literature,Historically Underperforming,7,NULL,NULL,NULL,NULL
SCHOOL LANE CS,Algebra I,All Students,69,11.6,44.9,31.900000000000002,11.6
SCHOOL LANE CS,Algebra I,Historically Underperforming,36,11.1,38.9,33.3,16.7
SCHOOL LANE CS,Biology,All Students,72,6.9,40.3,34.7,18.1
SCHOOL LANE CS,Biology,Historically Underperforming,40,2.5,32.5,37.5,27.500000000000004
SCHOOL LANE CS,Literature,All Students,2,NULL,NULL,NULL,NULL
SCHOOL LANE CS,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
UPPER BUCKS COUNTY TECHNICAL SCHOOL,Algebra I,All Students,2,NULL,NULL,NULL,NULL
UPPER BUCKS COUNTY TECHNICAL SCHOOL,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
UPPER BUCKS COUNTY TECHNICAL SCHOOL,Biology,All Students,1,NULL,NULL,NULL,NULL
UPPER BUCKS COUNTY TECHNICAL SCHOOL,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
BUTLER AREA SD,Algebra I,All Students,367,30.5,42.8,24.0,2.7
BUTLER AREA SD,Algebra I,Historically Underperforming,119,17.6,39.5,37.0,5.9
BUTLER AREA SD,Biology,All Students,291,30.9,57.70000000000001,8.6,2.7
BUTLER AREA SD,Biology,Historically Underperforming,72,15.299999999999999,61.1,13.900000000000002,9.7
BUTLER AREA SD,Literature,All Students,14,0.0,35.7,28.6,35.7
BUTLER AREA SD,Literature,Historically Underperforming,10,NULL,NULL,NULL,NULL
BUTLER COUNTY AVTS,Algebra I,All Students,1,NULL,NULL,NULL,NULL
BUTLER COUNTY AVTS,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
BUTLER COUNTY AVTS,Biology,All Students,2,NULL,NULL,NULL,NULL
BUTLER COUNTY AVTS,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
KARNS CITY AREA SD,Algebra I,All Students,86,37.2,38.4,23.3,1.2
KARNS CITY AREA SD,Algebra I,Historically Underperforming,21,19.0,33.3,42.9,4.8
KARNS CITY AREA SD,Biology,All Students,27,33.3,48.10000000000001,11.1,7.400000000000001
KARNS CITY AREA SD,Biology,Historically Underperforming,3,NULL,NULL,NULL,NULL
MARS AREA SD,Algebra I,All Students,230,43.9,39.1,13.0,3.9
MARS AREA SD,Algebra I,Historically Underperforming,17,5.9,5.9,35.3,52.900000000000006
MARS AREA SD,Biology,All Students,232,49.6,36.2,9.5,4.7
MARS AREA SD,Biology,Historically Underperforming,23,4.3,21.7,34.8,39.1
MARS AREA SD,Literature,All Students,227,22.5,70.5,6.6000000000000005,0.4
MARS AREA SD,Literature,Historically Underperforming,17,0.0,47.099999999999994,47.099999999999994,5.9
MONITEAU SD,Algebra I,All Students,55,32.7,49.1,12.7,5.5
MONITEAU SD,Algebra I,Historically Underperforming,15,13.3,53.29999999999999,13.3,20.0
MONITEAU SD,Biology,All Students,87,13.8,52.900000000000006,25.3,8.0
MONITEAU SD,Biology,Historically Underperforming,35,8.6,40.0,34.3,17.1
MONITEAU SD,Literature,All Students,5,NULL,NULL,NULL,NULL
MONITEAU SD,Literature,Historically Underperforming,5,NULL,NULL,NULL,NULL
SENECA VALLEY SD,Algebra I,All Students,495,34.3,37.8,24.0,3.8
SENECA VALLEY SD,Algebra I,Historically Underperforming,108,17.6,27.800000000000004,43.5,11.1
SENECA VALLEY SD,Biology,All Students,555,35.0,42.0,16.6,6.5
SENECA VALLEY SD,Biology,Historically Underperforming,154,14.899999999999999,35.1,34.4,15.6
SENECA VALLEY SD,Literature,All Students,3,NULL,NULL,NULL,NULL
SENECA VALLEY SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
SLIPPERY ROCK AREA SD,Algebra I,All Students,118,36.4,36.4,24.6,2.5
SLIPPERY ROCK AREA SD,Algebra I,Historically Underperforming,39,28.199999999999996,35.9,28.199999999999996,7.7
SLIPPERY ROCK AREA SD,Biology,All Students,144,33.3,38.9,19.4,8.3
SLIPPERY ROCK AREA SD,Biology,Historically Underperforming,56,17.9,37.5,28.6,16.1
SLIPPERY ROCK AREA SD,Literature,All Students,4,NULL,NULL,NULL,NULL
SLIPPERY ROCK AREA SD,Literature,Historically Underperforming,4,NULL,NULL,NULL,NULL
SOUTH BUTLER COUNTY SD,Algebra I,All Students,137,19.0,51.1,27.0,2.9
SOUTH BUTLER COUNTY SD,Algebra I,Historically Underperforming,46,13.0,52.2,30.4,4.3
SOUTH BUTLER COUNTY SD,Biology,All Students,179,38.0,33.0,19.6,9.5
SOUTH BUTLER COUNTY SD,Biology,Historically Underperforming,72,30.599999999999998,27.800000000000004,20.8,20.8
SOUTH BUTLER COUNTY SD,Literature,All Students,2,NULL,NULL,NULL,NULL
SOUTH BUTLER COUNTY SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
ADMIRAL PEARY AVTS,Algebra I,All Students,6,NULL,NULL,NULL,NULL
ADMIRAL PEARY AVTS,Algebra I,Historically Underperforming,3,NULL,NULL,NULL,NULL
ADMIRAL PEARY AVTS,Biology,All Students,5,NULL,NULL,NULL,NULL
ADMIRAL PEARY AVTS,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
BLACKLICK VALLEY SD,Algebra I,All Students,42,26.200000000000003,40.5,16.7,16.7
BLACKLICK VALLEY SD,Algebra I,Historically Underperforming,15,13.3,40.0,13.3,33.3
BLACKLICK VALLEY SD,Biology,All Students,47,8.5,42.6,23.4,25.5
BLACKLICK VALLEY SD,Biology,Historically Underperforming,19,5.299999999999999,42.1,10.5,42.1
BLACKLICK VALLEY SD,Literature,All Students,26,0.0,80.8,7.699999999999998,11.5
BLACKLICK VALLEY SD,Literature,Historically Underperforming,7,NULL,NULL,NULL,NULL
CAMBRIA HEIGHTS SD,Algebra I,All Students,93,22.6,44.1,28.999999999999996,4.3
CAMBRIA HEIGHTS SD,Algebra I,Historically Underperforming,26,26.899999999999995,34.6,34.6,3.8
CAMBRIA HEIGHTS SD,Biology,All Students,98,18.4,45.9,26.5,9.2
CAMBRIA HEIGHTS SD,Biology,Historically Underperforming,30,13.3,40.0,33.3,13.3
CAMBRIA HEIGHTS SD,Literature,All Students,96,5.200000000000001,71.89999999999999,20.800000000000004,2.1
CAMBRIA HEIGHTS SD,Literature,Historically Underperforming,29,6.9,58.599999999999994,31.0,3.4000000000000004
CENTRAL CAMBRIA SD,Algebra I,All Students,134,23.899999999999995,41.8,32.1,2.2
CENTRAL CAMBRIA SD,Algebra I,Historically Underperforming,38,15.8,42.1,36.8,5.299999999999999
CENTRAL CAMBRIA SD,Biology,All Students,73,27.399999999999995,53.400000000000006,15.1,4.1
CENTRAL CAMBRIA SD,Biology,Historically Underperforming,14,42.9,42.9,0.0,14.3
CONEMAUGH VALLEY SD,Algebra I,All Students,28,7.1,64.3,21.4,7.1
CONEMAUGH VALLEY SD,Algebra I,Historically Underperforming,16,6.3,62.5,18.8,12.5
CONEMAUGH VALLEY SD,Biology,All Students,13,15.399999999999997,69.2,15.399999999999997,0.0
CONEMAUGH VALLEY SD,Biology,Historically Underperforming,6,NULL,NULL,NULL,NULL
FERNDALE AREA SD,Algebra I,All Students,11,45.5,45.5,9.099999999999998,0.0
FERNDALE AREA SD,Algebra I,Historically Underperforming,7,NULL,NULL,NULL,NULL
FERNDALE AREA SD,Biology,All Students,13,53.79999999999999,38.5,7.699999999999998,0.0
FERNDALE AREA SD,Biology,Historically Underperforming,9,NULL,NULL,NULL,NULL
FERNDALE AREA SD,Literature,All Students,1,NULL,NULL,NULL,NULL
FOREST HILLS SD,Algebra I,All Students,117,22.2,52.1,22.2,3.4000000000000004
FOREST HILLS SD,Algebra I,Historically Underperforming,44,15.9,38.60000000000001,36.39999999999999,9.099999999999998
FOREST HILLS SD,Biology,All Students,141,32.6,34.0,21.3,12.1
FOREST HILLS SD,Biology,Historically Underperforming,67,17.9,34.3,23.899999999999995,23.899999999999995
FOREST HILLS SD,Literature,All Students,6,NULL,NULL,NULL,NULL
FOREST HILLS SD,Literature,Historically Underperforming,5,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Algebra I,All Students,2,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Biology,All Students,1,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Literature,All Students,1,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN CTC,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
GREATER JOHNSTOWN SD,Algebra I,All Students,99,4.072727272727273,14.157575757575755,22.206060606060603,56.533333333333324
GREATER JOHNSTOWN SD,Algebra I,Historically Underperforming,89,3.382022471910113,13.528089887640451,23.57752808988764,56.14157303370786
GREATER JOHNSTOWN SD,Biology,All Students,28,0.0,7.1499999999999995,17.82857142857143,67.87857142857143
GREATER JOHNSTOWN SD,Biology,Historically Underperforming,25,0.0,8.004,16.008,67.98800000000001
GREATER JOHNSTOWN SD,Literature,All Students,52,1.9230769230769231,53.846153846153854,13.461538461538463,26.923076923076927
GREATER JOHNSTOWN SD,Literature,Historically Underperforming,48,2.1083333333333334,56.25416666666667,12.458333333333334,25.0125
NORTHERN CAMBRIA SD,Algebra I,All Students,67,28.4,56.7,7.5,7.5
NORTHERN CAMBRIA SD,Algebra I,Historically Underperforming,27,14.800000000000002,48.10000000000001,18.5,18.5
NORTHERN CAMBRIA SD,Biology,All Students,53,22.6,56.60000000000001,7.5,13.200000000000001
NORTHERN CAMBRIA SD,Biology,Historically Underperforming,22,9.099999999999998,40.9,18.199999999999996,31.8
NORTHERN CAMBRIA SD,Literature,All Students,4,NULL,NULL,NULL,NULL
NORTHERN CAMBRIA SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
PENN CAMBRIA SD,Algebra I,All Students,119,31.1,37.0,30.3,1.7000000000000002
PENN CAMBRIA SD,Algebra I,Historically Underperforming,37,27.0,16.2,51.4,5.4
PENN CAMBRIA SD,Biology,All Students,3,NULL,NULL,NULL,NULL
PENN CAMBRIA SD,Biology,Historically Underperforming,3,NULL,NULL,NULL,NULL
PENN CAMBRIA SD,Literature,All Students,1,NULL,NULL,NULL,NULL
PENN CAMBRIA SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
PORTAGE AREA SD,Algebra I,All Students,69,34.8,30.4,24.6,10.1
PORTAGE AREA SD,Algebra I,Historically Underperforming,30,26.700000000000003,20.0,33.3,20.0
PORTAGE AREA SD,Biology,All Students,2,NULL,NULL,NULL,NULL
PORTAGE AREA SD,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
PORTAGE AREA SD,Literature,All Students,2,NULL,NULL,NULL,NULL
PORTAGE AREA SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
RICHLAND SD,Algebra I,All Students,108,45.4,34.3,15.7,4.6
RICHLAND SD,Algebra I,Historically Underperforming,37,32.4,29.7,24.3,13.5
RICHLAND SD,Biology,All Students,24,58.3,37.5,4.2,0.0
RICHLAND SD,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
RICHLAND SD,Literature,All Students,106,17.0,70.8,5.699999999999999,6.6000000000000005
RICHLAND SD,Literature,Historically Underperforming,36,11.1,61.1,8.3,19.4
WESTMONT HILLTOP SD,Algebra I,All Students,121,18.2,38.8,32.2,10.7
WESTMONT HILLTOP SD,Algebra I,Historically Underperforming,41,9.799999999999999,34.1,34.1,22.0
WESTMONT HILLTOP SD,Biology,All Students,53,45.3,39.6,15.1,0.0
WESTMONT HILLTOP SD,Biology,Historically Underperforming,10,NULL,NULL,NULL,NULL
WESTMONT HILLTOP SD,Literature,All Students,4,NULL,NULL,NULL,NULL
WESTMONT HILLTOP SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
