District,Subject,Demographic,Total_Students,p4,p5,p6,p7
ACHIEVEMENT HOUSE CS,Literature,Historically Underperforming,69,0.0,39.1,36.2,24.6
AGORA CYBER CS,Algebra I,All Students,499,3.8,23.0,48.3,24.8
AGORA CYBER CS,Algebra I,Historically Underperforming,351,3.1,19.7,47.3,29.9
AGORA CYBER CS,Biology,All Students,497,5.4,25.8,40.0,28.800000000000004
AGORA CYBER CS,Biology,Historically Underperforming,349,4.0,22.9,41.0,32.1
AGORA CYBER CS,Literature,All Students,499,1.4,51.1,32.7,14.800000000000002
AGORA CYBER CS,Literature,Historically Underperforming,350,1.1,44.3,36.9,17.7
AVON GROVE CS,Algebra I,All Students,71,19.7,40.8,29.600000000000005,9.9
AVON GROVE CS,Algebra I,Historically Underperforming,28,7.1,28.6,46.4,17.9
AVON GROVE CS,Biology,All Students,72,22.2,50.0,13.900000000000002,13.900000000000002
AVON GROVE CS,Biology,Historically Underperforming,28,7.1,35.7,28.6,28.6
AVON GROVE CS,Literature,All Students,74,14.899999999999999,55.39999999999999,20.3,9.5
AVON GROVE CS,Literature,Historically Underperforming,30,6.7,40.0,33.3,20.0
AVON GROVE SD,Algebra I,All Students,431,41.8,37.8,16.2,4.2
AVON GROVE SD,Algebra I,Historically Underperforming,131,20.6,37.4,28.999999999999996,13.0
AVON GROVE SD,Biology,All Students,431,33.9,40.6,18.1,7.400000000000001
AVON GROVE SD,Biology,Historically Underperforming,130,10.8,40.8,27.699999999999996,20.8
AVON GROVE SD,Literature,All Students,433,12.0,71.4,11.5,5.1
AVON GROVE SD,Literature,Historically Underperforming,130,1.5,58.5,24.6,15.4
CHESTER COUNTY TECHNICAL COLLEGE,Algebra I,All Students,40,5.0025,12.469999999999999,32.48,22.475
CHESTER COUNTY TECHNICAL COLLEGE,Algebra I,Historically Underperforming,32,3.15,9.375,37.5,24.974999999999998
CHESTER COUNTY TECHNICAL COLLEGE,Biology,All Students,44,0.0,13.600000000000001,36.39545454545454,27.277272727272724
CHESTER COUNTY TECHNICAL COLLEGE,Biology,Historically Underperforming,37,0.0,10.816216216216217,37.85675675675675,29.705405405405404
CHESTER COUNTY TECHNICAL COLLEGE,Literature,All Students,42,2.361904761904762,19.047619047619047,28.57142857142857,26.209523809523805
CHESTER COUNTY TECHNICAL COLLEGE,Literature,Historically Underperforming,35,0.0,17.125714285714285,31.397142857142857,28.54285714285714
COATESVILLE AREA SD,Algebra I,All Students,489,7.943762781186095,31.712883435582828,37.81881390593047,22.531083844580778
COATESVILLE AREA SD,Algebra I,Historically Underperforming,272,2.223529411764706,17.316176470588232,44.4470588235294,36.01323529411764
COATESVILLE AREA SD,Biology,All Students,479,10.686012526096034,26.3294363256785,30.513361169102293,32.56492693110647
COATESVILLE AREA SD,Biology,Historically Underperforming,264,3.0625000000000004,14.768939393939393,33.36628787878788,48.88787878787878
COATESVILLE AREA SD,Literature,All Students,481,3.0735966735966738,52.16819126819128,24.283783783783782,20.381288981288982
COATESVILLE AREA SD,Literature,Historically Underperforming,265,0.0,34.756981132075474,30.566037735849054,34.676981132075476
COLLEGIUM CS,Algebra I,All Students,85,16.5,44.699999999999996,31.8,7.1
COLLEGIUM CS,Algebra I,Historically Underperforming,42,9.5,28.6,47.6,14.3
COLLEGIUM CS,Biology,All Students,85,28.199999999999996,34.1,24.700000000000003,12.9
COLLEGIUM CS,Biology,Historically Underperforming,42,11.9,31.0,33.3,23.8
COLLEGIUM CS,Literature,All Students,85,10.6,61.199999999999996,20.0,8.2
COLLEGIUM CS,Literature,Historically Underperforming,42,2.4,50.0,31.0,16.7
DOWNINGTOWN AREA SD,Algebra I,All Students,987,42.146808510638294,48.319554204660584,7.795238095238095,1.6370820668693011
DOWNINGTOWN AREA SD,Algebra I,Historically Underperforming,226,19.896902654867258,46.89734513274336,26.1,6.614601769911505
DOWNINGTOWN AREA SD,Biology,All Students,988,45.85414979757085,43.808805668016184,7.591194331983806,2.601417004048583
DOWNINGTOWN AREA SD,Biology,Historically Underperforming,227,18.049339207048458,50.22907488986784,22.05286343612335,9.228193832599118
DOWNINGTOWN AREA SD,Literature,All Students,991,22.52008072653885,70.13794147325933,5.648335015136227,1.5927346115035317
DOWNINGTOWN AREA SD,Literature,Historically Underperforming,229,7.4082969432314405,65.08951965065502,20.504366812227072,6.561135371179039
GREAT VALLEY SD,Algebra I,All Students,305,54.400000000000006,29.2,12.8,3.6000000000000005
GREAT VALLEY SD,Algebra I,Historically Underperforming,82,19.5,36.6,30.5,13.4
GREAT VALLEY SD,Biology,All Students,302,53.6,36.8,5.3,4.3
GREAT VALLEY SD,Biology,Historically Underperforming,82,22.0,47.6,15.9,14.6
GREAT VALLEY SD,Literature,All Students,308,24.699999999999996,65.3,6.2,3.9
GREAT VALLEY SD,Literature,Historically Underperforming,84,10.7,59.5,15.5,14.3
KENNETT CONSOLIDATED SD,Algebra I,All Students,303,36.0,35.3,21.5,7.3
KENNETT CONSOLIDATED SD,Algebra I,Historically Underperforming,144,13.900000000000002,34.7,36.1,15.299999999999999
KENNETT CONSOLIDATED SD,Biology,All Students,302,30.8,38.7,20.5,9.9
KENNETT CONSOLIDATED SD,Biology,Historically Underperforming,144,10.4,31.3,37.5,20.8
KENNETT CONSOLIDATED SD,Literature,All Students,303,16.5,62.7,14.499999999999998,6.3
KENNETT CONSOLIDATED SD,Literature,Historically Underperforming,144,3.5000000000000004,52.800000000000004,30.599999999999998,13.200000000000001
OCTORARA AREA SD,Algebra I,All Students,154,27.3,45.50000000000001,21.4,5.799999999999999
OCTORARA AREA SD,Algebra I,Historically Underperforming,63,12.7,39.7,36.5,11.1
OCTORARA AREA SD,Biology,All Students,155,27.1,38.1,21.3,13.5
OCTORARA AREA SD,Biology,Historically Underperforming,64,15.6,23.4,34.4,26.6
OCTORARA AREA SD,Literature,All Students,154,10.4,68.2,13.600000000000001,7.8
OCTORARA AREA SD,Literature,Historically Underperforming,63,3.2,54.0,23.8,19.0
OWEN J ROBERTS SD,Algebra I,All Students,367,22.9,57.99999999999999,15.0,4.1
OWEN J ROBERTS SD,Algebra I,Historically Underperforming,102,4.9,48.0,32.4,14.7
OWEN J ROBERTS SD,Biology,All Students,359,43.2,43.2,11.4,2.2
OWEN J ROBERTS SD,Biology,Historically Underperforming,99,16.2,47.5,28.300000000000004,8.1
OWEN J ROBERTS SD,Literature,All Students,367,13.600000000000001,72.99999999999999,12.0,1.4000000000000001
OWEN J ROBERTS SD,Literature,Historically Underperforming,99,4.0,63.6,27.3,5.1
OXFORD AREA SD,Algebra I,All Students,301,16.9,42.9,28.9,11.299999999999999
OXFORD AREA SD,Algebra I,Historically Underperforming,128,8.6,32.8,34.4,24.2
OXFORD AREA SD,Biology,All Students,306,19.9,38.9,27.1,14.099999999999998
OXFORD AREA SD,Biology,Historically Underperforming,130,6.200000000000001,28.499999999999996,36.9,28.499999999999996
OXFORD AREA SD,Literature,All Students,301,10.6,58.099999999999994,20.9,10.3
OXFORD AREA SD,Literature,Historically Underperforming,125,2.4,47.2,29.600000000000005,20.8
PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,All Students,315,19.0,37.1,33.7,10.199999999999998
PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,Historically Underperforming,150,10.0,30.0,42.70000000000001,17.3
PENNSYLVANIA LEADERSHIP CHARTER,Biology,All Students,314,19.7,34.7,29.299999999999997,16.2
PENNSYLVANIA LEADERSHIP CHARTER,Biology,Historically Underperforming,150,9.3,30.0,36.0,24.699999999999996
PENNSYLVANIA LEADERSHIP CHARTER,Literature,All Students,312,7.7,63.5,22.1,6.7
PENNSYLVANIA LEADERSHIP CHARTER,Literature,Historically Underperforming,148,4.7,52.0,31.1,12.200000000000001
PHOENIXVILLE AREA SD,Algebra I,All Students,250,40.0,38.8,16.4,4.8
PHOENIXVILLE AREA SD,Algebra I,Historically Underperforming,71,12.7,33.8,36.6,16.9
PHOENIXVILLE AREA SD,Biology,All Students,246,38.2,41.5,13.4,6.9
PHOENIXVILLE AREA SD,Biology,Historically Underperforming,70,17.1,41.4,27.1,14.3
PHOENIXVILLE AREA SD,Literature,All Students,251,17.5,66.9,10.8,4.8
PHOENIXVILLE AREA SD,Literature,Historically Underperforming,71,5.6,54.89999999999999,25.4,14.099999999999998
RENAISSANCE ACAD CS,Algebra I,All Students,67,40.3,37.3,20.9,1.4999999999999998
RENAISSANCE ACAD CS,Algebra I,Historically Underperforming,23,21.7,39.1,34.8,4.3
RENAISSANCE ACAD CS,Biology,All Students,67,37.3,32.8,23.899999999999995,5.999999999999999
RENAISSANCE ACAD CS,Biology,Historically Underperforming,23,8.7,30.4,43.50000000000001,17.4
RENAISSANCE ACAD CS,Literature,All Students,67,9.0,67.2,19.4,4.5
RENAISSANCE ACAD CS,Literature,Historically Underperforming,23,0.0,47.8,39.1,13.0
TREDYFFRIN-EASTTOWN SD,Algebra I,All Students,494,65.8,28.499999999999996,4.9,0.8
TREDYFFRIN-EASTTOWN SD,Algebra I,Historically Underperforming,103,45.6,35.0,16.5,2.9
TREDYFFRIN-EASTTOWN SD,Biology,All Students,496,59.3,32.5,7.1,1.2
TREDYFFRIN-EASTTOWN SD,Biology,Historically Underperforming,103,34.0,36.9,23.3,5.8
TREDYFFRIN-EASTTOWN SD,Literature,All Students,493,23.5,68.4,7.3,0.8
TREDYFFRIN-EASTTOWN SD,Literature,Historically Underperforming,100,10.0,60.0,26.0,4.0
UNIONVILLE-CHADDS FORD SD,Algebra I,All Students,355,57.49999999999999,33.0,8.7,0.8
UNIONVILLE-CHADDS FORD SD,Algebra I,Historically Underperforming,60,28.300000000000004,38.3,30.0,3.3000000000000003
UNIONVILLE-CHADDS FORD SD,Biology,All Students,355,53.79999999999999,36.1,8.2,2.0
UNIONVILLE-CHADDS FORD SD,Biology,Historically Underperforming,59,20.3,42.4,27.1,10.2
UNIONVILLE-CHADDS FORD SD,Literature,All Students,358,31.6,61.7,5.6,1.1
UNIONVILLE-CHADDS FORD SD,Literature,Historically Underperforming,61,13.100000000000001,59.0,23.0,4.9
WEST CHESTER AREA SD,Algebra I,All Students,894,47.29060402684564,42.29753914988814,8.733557046979865,1.6447427293064878
WEST CHESTER AREA SD,Algebra I,Historically Underperforming,188,21.29468085106383,43.09095744680851,29.250531914893617,6.397872340425533
WEST CHESTER AREA SD,Biology,All Students,907,53.712017640573315,33.07254685777288,9.956670341786108,3.3250275633958104
WEST CHESTER AREA SD,Biology,Historically Underperforming,199,24.62462311557789,34.65628140703518,29.150753768844222,11.568341708542713
WEST CHESTER AREA SD,Literature,All Students,905,18.484198895027625,68.71082872928177,9.843977900552485,2.9945856353591163
WEST CHESTER AREA SD,Literature,Historically Underperforming,196,2.03469387755102,61.23163265306122,24.4765306122449,12.25714285714286
ALLEGHENY-CLARION VALLEY SD,Algebra I,All Students,58,24.1,51.7,24.1,0.0
ALLEGHENY-CLARION VALLEY SD,Algebra I,Historically Underperforming,20,20.0,50.0,30.0,0.0
ALLEGHENY-CLARION VALLEY SD,Biology,All Students,58,36.2,43.1,17.2,3.4000000000000004
ALLEGHENY-CLARION VALLEY SD,Biology,Historically Underperforming,20,45.0,40.0,10.0,5.0
ALLEGHENY-CLARION VALLEY SD,Literature,All Students,58,5.2,77.6,15.5,1.7000000000000002
ALLEGHENY-CLARION VALLEY SD,Literature,Historically Underperforming,20,0.0,85.0,10.0,5.0
CLARION AREA SD,Algebra I,All Students,67,17.9,49.3,19.4,13.4
CLARION AREA SD,Algebra I,Historically Underperforming,22,13.600000000000001,22.7,36.39999999999999,27.3
CLARION AREA SD,Biology,All Students,67,20.9,43.3,22.4,13.4
CLARION AREA SD,Biology,Historically Underperforming,22,4.5,27.3,40.9,27.3
CLARION AREA SD,Literature,All Students,67,9.0,62.7,20.9,7.5
CLARION AREA SD,Literature,Historically Underperforming,22,4.5,40.9,31.8,22.7
CLARION COUNTY CAREER CENTER,Algebra I,All Students,4,NULL,NULL,NULL,NULL
CLARION COUNTY CAREER CENTER,Algebra I,Historically Underperforming,3,NULL,NULL,NULL,NULL
CLARION COUNTY CAREER CENTER,Biology,All Students,3,NULL,NULL,NULL,NULL
CLARION COUNTY CAREER CENTER,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
CLARION COUNTY CAREER CENTER,Literature,All Students,4,NULL,NULL,NULL,NULL
CLARION COUNTY CAREER CENTER,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
CLARION-LIMESTONE AREA SD,Algebra I,All Students,54,27.800000000000004,55.60000000000001,13.0,3.7000000000000006
CLARION-LIMESTONE AREA SD,Algebra I,Historically Underperforming,15,6.7,46.7,33.3,13.3
CLARION-LIMESTONE AREA SD,Biology,All Students,54,25.900000000000002,59.3,14.800000000000002,0.0
CLARION-LIMESTONE AREA SD,Biology,Historically Underperforming,15,20.0,46.7,33.3,0.0
CLARION-LIMESTONE AREA SD,Literature,All Students,54,5.6,88.9,5.6,0.0
CLARION-LIMESTONE AREA SD,Literature,Historically Underperforming,15,0.0,86.69999999999999,13.3,0.0
KEYSTONE SD,Algebra I,All Students,73,4.1,56.2,34.2,5.499999999999999
KEYSTONE SD,Algebra I,Historically Underperforming,30,0.0,30.0,63.30000000000001,6.7
KEYSTONE SD,Biology,All Students,73,10.999999999999998,45.2,35.6,8.2
KEYSTONE SD,Biology,Historically Underperforming,30,3.3000000000000003,26.700000000000003,53.29999999999999,16.7
KEYSTONE SD,Literature,All Students,72,4.2,69.4,16.7,9.7
KEYSTONE SD,Literature,Historically Underperforming,29,0.0,51.7,31.0,17.2
NORTH CLARION COUNTY SD,Algebra I,All Students,47,29.799999999999997,57.4,8.5,4.3
NORTH CLARION COUNTY SD,Algebra I,Historically Underperforming,24,29.2,45.8,16.699999999999996,8.3
NORTH CLARION COUNTY SD,Biology,All Students,47,8.5,66.0,21.3,4.3
NORTH CLARION COUNTY SD,Biology,Historically Underperforming,24,4.2,45.8,41.7,8.3
NORTH CLARION COUNTY SD,Literature,All Students,47,2.1,74.5,17.0,6.4
NORTH CLARION COUNTY SD,Literature,Historically Underperforming,24,0.0,54.2,33.3,12.5
REDBANK VALLEY SD,Algebra I,All Students,86,16.3,31.4,46.5,5.8
REDBANK VALLEY SD,Algebra I,Historically Underperforming,45,11.1,31.1,48.9,8.900000000000002
REDBANK VALLEY SD,Biology,All Students,87,9.2,47.1,36.8,6.9
REDBANK VALLEY SD,Biology,Historically Underperforming,46,2.1999999999999997,52.2,34.8,10.9
REDBANK VALLEY SD,Literature,All Students,87,4.6,71.3,19.5,4.6
REDBANK VALLEY SD,Literature,Historically Underperforming,46,2.1999999999999997,69.6,19.6,8.7
UNION SD,Algebra I,All Students,31,6.5,61.3,25.8,6.5
UNION SD,Algebra I,Historically Underperforming,14,14.3,50.0,21.4,14.3
UNION SD,Biology,All Students,31,6.5,58.099999999999994,32.3,3.2
UNION SD,Biology,Historically Underperforming,14,14.3,42.9,35.7,7.1
UNION SD,Literature,All Students,31,0.0,71.0,25.8,3.2
UNION SD,Literature,Historically Underperforming,14,0.0,57.10000000000001,35.7,7.1
CLEARFIELD AREA SD,Algebra I,All Students,155,9.7,47.7,28.4,14.2
CLEARFIELD AREA SD,Algebra I,Historically Underperforming,71,5.6,28.199999999999996,36.6,29.600000000000005
CLEARFIELD AREA SD,Biology,All Students,154,18.2,37.7,29.9,14.3
CLEARFIELD AREA SD,Biology,Historically Underperforming,71,8.5,25.4,39.4,26.8
CLEARFIELD AREA SD,Literature,All Students,156,9.6,62.8,21.800000000000004,5.800000000000001
CLEARFIELD AREA SD,Literature,Historically Underperforming,72,5.6000000000000005,47.2,34.7,12.5
CLEARFIELD CO CTC,Algebra I,All Students,9,NULL,NULL,NULL,NULL
CLEARFIELD CO CTC,Algebra I,Historically Underperforming,9,NULL,NULL,NULL,NULL
CLEARFIELD CO CTC,Biology,All Students,8,NULL,NULL,NULL,NULL
CLEARFIELD CO CTC,Biology,Historically Underperforming,8,NULL,NULL,NULL,NULL
CLEARFIELD CO CTC,Literature,All Students,9,NULL,NULL,NULL,NULL
CLEARFIELD CO CTC,Literature,Historically Underperforming,9,NULL,NULL,NULL,NULL
CURWENSVILLE AREA SD,Algebra I,All Students,67,14.899999999999999,47.79999999999999,26.899999999999995,10.4
CURWENSVILLE AREA SD,Algebra I,Historically Underperforming,34,14.7,35.3,29.4,20.6
CURWENSVILLE AREA SD,Biology,All Students,67,14.899999999999999,53.7,25.4,5.999999999999999
CURWENSVILLE AREA SD,Biology,Historically Underperforming,34,2.9,58.8,29.4,8.8
CURWENSVILLE AREA SD,Literature,All Students,68,2.9,67.6,20.6,8.8
CURWENSVILLE AREA SD,Literature,Historically Underperforming,35,0.0,62.9,22.899999999999995,14.3
DUBOIS AREA SD,Algebra I,All Students,201,24.9,56.7,10.0,8.5
DUBOIS AREA SD,Algebra I,Historically Underperforming,89,15.7,48.300000000000004,18.0,18.0
DUBOIS AREA SD,Biology,All Students,201,28.4,43.3,20.4,8.000000000000002
DUBOIS AREA SD,Biology,Historically Underperforming,89,22.500000000000004,36.0,27.0,14.6
DUBOIS AREA SD,Literature,All Students,202,9.9,70.8,13.4,5.9
DUBOIS AREA SD,Literature,Historically Underperforming,90,5.599999999999999,60.0,21.1,13.3
GLENDALE SD,Algebra I,All Students,64,12.5,64.1,23.4,0.0
GLENDALE SD,Algebra I,Historically Underperforming,35,11.4,51.4,37.1,0.0
GLENDALE SD,Biology,All Students,64,35.9,46.9,14.099999999999998,3.1
GLENDALE SD,Biology,Historically Underperforming,35,25.7,48.599999999999994,20.0,5.7
GLENDALE SD,Literature,All Students,64,0.0,81.3,14.099999999999998,4.7
GLENDALE SD,Literature,Historically Underperforming,35,0.0,68.6,22.899999999999995,8.6
HARMONY AREA SD,Algebra I,All Students,16,25.0,50.0,25.0,0.0
HARMONY AREA SD,Algebra I,Historically Underperforming,10,NULL,NULL,NULL,NULL
HARMONY AREA SD,Biology,All Students,16,12.5,50.0,31.3,6.3
HARMONY AREA SD,Biology,Historically Underperforming,10,NULL,NULL,NULL,NULL
HARMONY AREA SD,Literature,All Students,16,6.3,81.3,12.5,0.0
HARMONY AREA SD,Literature,Historically Underperforming,10,NULL,NULL,NULL,NULL
MOSHANNON VALLEY SD,Algebra I,All Students,65,6.200000000000001,41.5,36.9,15.4
MOSHANNON VALLEY SD,Algebra I,Historically Underperforming,28,0.0,25.0,42.9,32.1
MOSHANNON VALLEY SD,Biology,All Students,65,9.2,43.1,40.0,7.7
MOSHANNON VALLEY SD,Biology,Historically Underperforming,28,3.5999999999999996,17.9,64.3,14.3
MOSHANNON VALLEY SD,Literature,All Students,65,1.5,64.6,24.6,9.2
MOSHANNON VALLEY SD,Literature,Historically Underperforming,28,3.5999999999999996,39.3,39.3,17.9
PHILIPSBURG-OSCEOLA AREA SD,Algebra I,All Students,109,3.7000000000000006,54.1,32.10000000000001,10.1
PHILIPSBURG-OSCEOLA AREA SD,Algebra I,Historically Underperforming,48,4.2,41.7,35.39999999999999,18.800000000000004
PHILIPSBURG-OSCEOLA AREA SD,Biology,All Students,111,24.3,41.4,25.2,9.0
PHILIPSBURG-OSCEOLA AREA SD,Biology,Historically Underperforming,48,18.800000000000004,41.7,22.9,16.699999999999996
PHILIPSBURG-OSCEOLA AREA SD,Literature,All Students,114,0.9000000000000001,52.6,34.199999999999996,12.3
PHILIPSBURG-OSCEOLA AREA SD,Literature,Historically Underperforming,51,0.0,37.3,45.1,17.6
WEST BRANCH AREA SD,Algebra I,All Students,92,17.4,33.7,35.9,13.0
WEST BRANCH AREA SD,Algebra I,Historically Underperforming,50,16.0,22.0,40.0,22.0
WEST BRANCH AREA SD,Biology,All Students,93,30.099999999999998,43.00000000000001,18.3,8.6
WEST BRANCH AREA SD,Biology,Historically Underperforming,51,19.6,39.2,25.5,15.7
WEST BRANCH AREA SD,Literature,All Students,93,6.5,55.89999999999999,21.500000000000004,16.1
WEST BRANCH AREA SD,Literature,Historically Underperforming,51,0.0,52.900000000000006,19.6,27.500000000000004
KEYSTONE CENTRAL SD,Algebra I,All Students,287,27.149128919860626,34.80905923344948,28.25226480836237,9.800348432055749
KEYSTONE CENTRAL SD,Algebra I,Historically Underperforming,118,17.830508474576273,25.428813559322034,35.6,21.222033898305085
KEYSTONE CENTRAL SD,Biology,All Students,281,16.761921708185053,37.05409252669039,34.49288256227758,11.702491103202847
KEYSTONE CENTRAL SD,Biology,Historically Underperforming,115,9.556521739130433,25.245217391304354,45.19043478260869,19.988695652173917
KEYSTONE CENTRAL SD,Literature,All Students,283,5.315901060070671,57.277031802120135,29.696466431095402,7.799293286219082
KEYSTONE CENTRAL SD,Literature,Historically Underperforming,115,3.448695652173913,41.779999999999994,38.2695652173913,16.501739130434785
SUGAR VALLEY RURAL CS,Algebra I,All Students,26,3.8,26.899999999999995,42.3,26.899999999999995
SUGAR VALLEY RURAL CS,Algebra I,Historically Underperforming,19,5.299999999999999,10.5,47.400000000000006,36.8
SUGAR VALLEY RURAL CS,Biology,All Students,24,0.0,16.699999999999996,45.8,37.5
SUGAR VALLEY RURAL CS,Biology,Historically Underperforming,18,0.0,0.0,50.0,50.0
SUGAR VALLEY RURAL CS,Literature,All Students,25,0.0,40.0,32.0,28.000000000000004
SUGAR VALLEY RURAL CS,Literature,Historically Underperforming,18,0.0,27.800000000000004,38.9,33.3
BENTON AREA SD,Algebra I,All Students,36,13.900000000000002,61.1,16.7,8.3
BENTON AREA SD,Algebra I,Historically Underperforming,24,12.5,58.3,16.699999999999996,12.5
BENTON AREA SD,Biology,All Students,35,37.1,48.599999999999994,5.7,8.6
BENTON AREA SD,Biology,Historically Underperforming,23,43.50000000000001,34.8,8.7,13.0
BENTON AREA SD,Literature,All Students,35,8.6,74.3,11.4,5.7
BENTON AREA SD,Literature,Historically Underperforming,23,8.7,65.2,17.4,8.7
BERWICK AREA SD,Algebra I,All Students,155,22.6,54.2,18.1,5.2
BERWICK AREA SD,Algebra I,Historically Underperforming,69,20.3,42.0,30.4,7.200000000000001
BERWICK AREA SD,Biology,All Students,155,31.6,39.4,14.800000000000002,14.2
BERWICK AREA SD,Biology,Historically Underperforming,71,19.7,33.8,22.5,23.899999999999995
BERWICK AREA SD,Literature,All Students,154,9.1,68.8,15.6,6.5
BERWICK AREA SD,Literature,Historically Underperforming,70,2.9,55.7,28.6,12.9
BLOOMSBURG AREA SD,Algebra I,All Students,75,25.3,45.29999999999999,25.3,4.0
BLOOMSBURG AREA SD,Algebra I,Historically Underperforming,29,24.1,44.8,24.1,6.9
BLOOMSBURG AREA SD,Biology,All Students,76,17.1,42.1,35.5,5.299999999999999
BLOOMSBURG AREA SD,Biology,Historically Underperforming,29,10.3,37.9,37.9,13.8
BLOOMSBURG AREA SD,Literature,All Students,77,2.6,77.9,14.3,5.2
BLOOMSBURG AREA SD,Literature,Historically Underperforming,30,3.3000000000000003,70.0,13.3,13.3
CENTRAL COLUMBIA SD,Algebra I,All Students,128,41.4,46.1,12.5,0.0
CENTRAL COLUMBIA SD,Algebra I,Historically Underperforming,38,26.3,50.0,23.700000000000003,0.0
CENTRAL COLUMBIA SD,Biology,All Students,128,42.2,45.3,8.6,3.9
CENTRAL COLUMBIA SD,Biology,Historically Underperforming,37,21.6,59.5,13.5,5.4
CENTRAL COLUMBIA SD,Literature,All Students,129,15.5,74.4,7.8,2.3
CENTRAL COLUMBIA SD,Literature,Historically Underperforming,38,5.299999999999999,76.3,13.200000000000001,5.299999999999999
COLUMBIA - MONTOUR AVTS,Algebra I,All Students,137,8.0,46.0,35.8,10.2
COLUMBIA - MONTOUR AVTS,Algebra I,Historically Underperforming,90,4.4,41.1,40.0,14.400000000000002
COLUMBIA - MONTOUR AVTS,Biology,All Students,138,14.499999999999998,34.1,37.0,14.499999999999998
COLUMBIA - MONTOUR AVTS,Biology,Historically Underperforming,90,11.1,31.1,37.8,20.0
COLUMBIA - MONTOUR AVTS,Literature,All Students,138,1.4,42.0,42.0,14.499999999999998
COLUMBIA - MONTOUR AVTS,Literature,Historically Underperforming,90,0.0,42.2,38.9,18.9
MILLVILLE AREA SD,Algebra I,All Students,42,31.0,35.7,23.8,9.5
MILLVILLE AREA SD,Algebra I,Historically Underperforming,14,7.1,35.7,42.9,14.3
MILLVILLE AREA SD,Biology,All Students,42,33.3,31.0,23.8,11.9
MILLVILLE AREA SD,Biology,Historically Underperforming,15,6.7,26.700000000000003,40.0,26.700000000000003
MILLVILLE AREA SD,Literature,All Students,41,0.0,68.3,24.4,7.3
MILLVILLE AREA SD,Literature,Historically Underperforming,14,0.0,42.9,35.7,21.4
SOUTHERN COLUMBIA AREA SD,Algebra I,All Students,106,22.6,63.2,13.200000000000001,0.9000000000000001
SOUTHERN COLUMBIA AREA SD,Algebra I,Historically Underperforming,23,17.4,39.1,39.1,4.3
SOUTHERN COLUMBIA AREA SD,Biology,All Students,107,13.100000000000001,68.2,15.9,2.8
SOUTHERN COLUMBIA AREA SD,Biology,Historically Underperforming,23,4.3,47.8,39.1,8.7
SOUTHERN COLUMBIA AREA SD,Literature,All Students,107,15.9,72.0,9.300000000000002,2.8
SOUTHERN COLUMBIA AREA SD,Literature,Historically Underperforming,23,4.3,56.49999999999999,26.1,13.0
SUSQ-CYBER CS,Algebra I,All Students,10,NULL,NULL,NULL,NULL
SUSQ-CYBER CS,Algebra I,Historically Underperforming,10,NULL,NULL,NULL,NULL
SUSQ-CYBER CS,Biology,All Students,11,0.0,18.199999999999996,36.39999999999999,45.5
SUSQ-CYBER CS,Biology,Historically Underperforming,11,0.0,18.199999999999996,36.39999999999999,45.5
SUSQ-CYBER CS,Literature,All Students,10,NULL,NULL,NULL,NULL
SUSQ-CYBER CS,Literature,Historically Underperforming,10,NULL,NULL,NULL,NULL
CONNEAUT SD,Algebra I,All Students,148,11.5,44.599999999999994,31.8,12.200000000000001
CONNEAUT SD,Algebra I,Historically Underperforming,73,5.499999999999999,31.5,43.8,19.2
CONNEAUT SD,Biology,All Students,150,18.7,32.0,34.0,15.299999999999999
CONNEAUT SD,Biology,Historically Underperforming,74,13.5,24.3,39.2,23.0
CONNEAUT SD,Literature,All Students,147,3.4000000000000004,68.0,19.7,8.8
CONNEAUT SD,Literature,Historically Underperforming,72,1.4000000000000001,51.4,31.900000000000002,15.299999999999999
CRAWFORD CENTRAL SD,Algebra I,All Students,267,13.471910112359552,46.43857677902622,26.24868913857678,13.840823970037452
CRAWFORD CENTRAL SD,Algebra I,Historically Underperforming,116,2.575,35.35,33.62499999999999,28.425
CRAWFORD CENTRAL SD,Biology,All Students,270,20.76296296296296,47.76222222222221,17.796296296296298,13.678518518518521
CRAWFORD CENTRAL SD,Biology,Historically Underperforming,117,5.1299145299145295,45.32649572649572,21.37692307692308,28.21709401709402
CRAWFORD CENTRAL SD,Literature,All Students,272,11.010294117647058,59.94191176470588,20.198529411764703,8.779411764705882
CRAWFORD CENTRAL SD,Literature,Historically Underperforming,120,1.6558333333333335,49.1975,29.19333333333333,20.005
PENNCREST SD,Algebra I,All Students,226,15.488495575221242,45.99734513274337,23.43185840707965,15.043805309734514
PENNCREST SD,Algebra I,Historically Underperforming,99,6.069696969696969,30.290909090909096,32.326262626262626,31.313131313131315
PENNCREST SD,Biology,All Students,228,17.535087719298247,46.920175438596495,21.935087719298245,13.609649122807019
PENNCREST SD,Biology,Historically Underperforming,101,8.927722772277228,34.63960396039604,31.699999999999996,24.737623762376238
PENNCREST SD,Literature,All Students,228,11.833333333333334,65.33991228070177,13.13421052631579,9.65701754385965
PENNCREST SD,Literature,Historically Underperforming,100,2.9819999999999998,58.994,18.996000000000002,18.986
BIG SPRING SD,Algebra I,All Students,189,17.999999999999996,36.99999999999999,34.4,10.6
BIG SPRING SD,Algebra I,Historically Underperforming,54,7.400000000000001,22.2,37.0,33.3
