District,Subject,Demographic,Total_Students,p4,p5,p6,p7
AVONWORTH SD,Literature,All Students,116,16.4,80.2,0.9000000000000001,2.6
AVONWORTH SD,Literature,Historically Underperforming,28,0.0,85.7,3.5999999999999996,10.7
BALDWIN-WHITEHALL SD,Algebra I,All Students,314,13.699999999999998,69.4,13.699999999999998,3.2
BALDWIN-WHITEHALL SD,Algebra I,Historically Underperforming,119,5.9,63.9,22.7,7.6
BALDWIN-WHITEHALL SD,Biology,All Students,315,23.5,52.1,18.4,6.0
BALDWIN-WHITEHALL SD,Biology,Historically Underperforming,121,13.200000000000001,47.1,24.8,14.899999999999999
BALDWIN-WHITEHALL SD,Literature,All Students,313,8.0,77.6,11.500000000000002,2.9000000000000004
BALDWIN-WHITEHALL SD,Literature,Historically Underperforming,120,3.3000000000000003,70.8,19.2,6.7
BETHEL PARK SD,Algebra I,All Students,353,27.200000000000003,49.9,20.400000000000002,2.5
BETHEL PARK SD,Algebra I,Historically Underperforming,75,8.0,42.70000000000001,40.0,9.3
BETHEL PARK SD,Biology,All Students,351,31.3,44.699999999999996,16.2,7.7
BETHEL PARK SD,Biology,Historically Underperforming,73,16.4,32.9,24.7,26.0
BETHEL PARK SD,Literature,All Students,346,10.4,78.29999999999998,8.7,2.6
BETHEL PARK SD,Literature,Historically Underperforming,71,4.2,60.6,25.4,9.9
BRENTWOOD BOROUGH SD,Algebra I,All Students,84,2.4,66.7,23.8,7.1
BRENTWOOD BOROUGH SD,Algebra I,Historically Underperforming,39,2.6,48.7,35.9,12.8
BRENTWOOD BOROUGH SD,Biology,All Students,85,16.5,52.900000000000006,18.8,11.8
BRENTWOOD BOROUGH SD,Biology,Historically Underperforming,39,5.1,43.60000000000001,28.199999999999996,23.1
BRENTWOOD BOROUGH SD,Literature,All Students,85,3.5000000000000004,74.1,18.8,3.5000000000000004
BRENTWOOD BOROUGH SD,Literature,Historically Underperforming,39,2.6,61.5,28.199999999999996,7.7
CARLYNTON SD,Algebra I,All Students,100,9.0,45.0,34.0,12.0
CARLYNTON SD,Algebra I,Historically Underperforming,45,2.2,31.1,44.4,22.2
CARLYNTON SD,Biology,All Students,101,29.7,42.6,21.8,5.9
CARLYNTON SD,Biology,Historically Underperforming,45,17.800000000000004,44.4,26.700000000000003,11.1
CARLYNTON SD,Literature,All Students,100,9.0,70.0,19.0,2.0
CARLYNTON SD,Literature,Historically Underperforming,44,0.0,61.4,34.1,4.5
CHARTIERS VALLEY SD,Algebra I,All Students,265,20.0,59.599999999999994,17.0,3.4000000000000004
CHARTIERS VALLEY SD,Algebra I,Historically Underperforming,77,14.3,42.9,33.8,9.1
CHARTIERS VALLEY SD,Biology,All Students,267,33.7,54.7,7.5,4.1
CHARTIERS VALLEY SD,Biology,Historically Underperforming,79,22.8,50.6,16.5,10.1
CHARTIERS VALLEY SD,Literature,All Students,269,12.3,69.9,14.099999999999998,3.7000000000000006
CHARTIERS VALLEY SD,Literature,Historically Underperforming,81,2.5,63.0,25.900000000000002,8.6
CITY CHS,Algebra I,All Students,133,23.3,49.60000000000001,21.8,5.3
CITY CHS,Algebra I,Historically Underperforming,89,18.0,50.6,27.0,4.5
CITY CHS,Biology,All Students,132,26.5,49.2,15.2,9.1
CITY CHS,Biology,Historically Underperforming,88,21.6,50.0,18.199999999999996,10.2
CITY CHS,Literature,All Students,133,4.5,72.2,20.3,3.0
CITY CHS,Literature,Historically Underperforming,89,3.4000000000000004,68.5,23.6,4.5
CLAIRTON CITY SD,Algebra I,All Students,39,5.1,51.300000000000004,41.0,2.6
CLAIRTON CITY SD,Algebra I,Historically Underperforming,29,0.0,41.400000000000006,55.2,3.4000000000000004
CLAIRTON CITY SD,Biology,All Students,39,5.1,35.9,30.8,28.199999999999996
CLAIRTON CITY SD,Biology,Historically Underperforming,29,3.4000000000000004,24.1,34.5,37.9
CLAIRTON CITY SD,Literature,All Students,38,2.6,63.2,21.1,13.200000000000001
CLAIRTON CITY SD,Literature,Historically Underperforming,28,3.5999999999999996,50.0,28.6,17.9
CORNELL SD,Algebra I,All Students,38,2.6,50.0,36.8,10.5
CORNELL SD,Algebra I,Historically Underperforming,38,2.6,50.0,36.8,10.5
CORNELL SD,Biology,All Students,38,5.299999999999999,47.400000000000006,36.8,10.5
CORNELL SD,Biology,Historically Underperforming,38,5.299999999999999,47.400000000000006,36.8,10.5
CORNELL SD,Literature,All Students,38,7.9,68.4,13.200000000000001,10.5
CORNELL SD,Literature,Historically Underperforming,38,7.9,68.4,13.200000000000001,10.5
DEER LAKES SD,Algebra I,All Students,139,14.400000000000002,39.6,41.7,4.3
DEER LAKES SD,Algebra I,Historically Underperforming,41,2.4,31.7,53.7,12.2
DEER LAKES SD,Biology,All Students,145,33.1,37.2,18.6,11.0
DEER LAKES SD,Biology,Historically Underperforming,43,18.6,25.6,34.9,20.9
DEER LAKES SD,Literature,All Students,146,7.5,79.5,10.999999999999998,2.1
DEER LAKES SD,Literature,Historically Underperforming,43,2.3,67.4,23.3,7.000000000000001
EAST ALLEGHENY SD,Algebra I,All Students,113,12.4,30.099999999999998,33.6,23.9
EAST ALLEGHENY SD,Algebra I,Historically Underperforming,68,2.9,22.1,41.2,33.8
EAST ALLEGHENY SD,Biology,All Students,112,17.0,36.6,16.1,30.4
EAST ALLEGHENY SD,Biology,Historically Underperforming,68,7.400000000000001,32.4,19.1,41.2
EAST ALLEGHENY SD,Literature,All Students,115,0.0,56.49999999999999,29.600000000000005,13.900000000000002
EAST ALLEGHENY SD,Literature,Historically Underperforming,70,0.0,38.6,41.4,20.0
ELIZABETH FORWARD SD,Algebra I,All Students,166,15.7,58.4,23.5,2.4
ELIZABETH FORWARD SD,Algebra I,Historically Underperforming,63,11.1,46.0,36.5,6.3
ELIZABETH FORWARD SD,Biology,All Students,163,30.099999999999998,45.4,16.6,8.0
ELIZABETH FORWARD SD,Biology,Historically Underperforming,62,17.7,37.1,28.999999999999996,16.1
ELIZABETH FORWARD SD,Literature,All Students,159,14.499999999999998,65.4,14.499999999999998,5.7
ELIZABETH FORWARD SD,Literature,Historically Underperforming,58,8.6,51.7,27.6,12.1
FORBES RD CAREER & TECH CTR,Algebra I,All Students,19,5.299999999999999,21.1,42.1,31.6
FORBES RD CAREER & TECH CTR,Algebra I,Historically Underperforming,16,6.3,25.0,31.3,37.5
FORBES RD CAREER & TECH CTR,Biology,All Students,18,5.6000000000000005,16.7,33.3,44.4
FORBES RD CAREER & TECH CTR,Biology,Historically Underperforming,15,6.7,13.3,33.3,46.7
FORBES RD CAREER & TECH CTR,Literature,All Students,12,0.0,41.7,50.0,8.3
FORBES RD CAREER & TECH CTR,Literature,Historically Underperforming,12,0.0,41.7,50.0,8.3
FOX CHAPEL AREA SD,Algebra I,All Students,319,36.4,56.7,6.000000000000001,0.9000000000000001
FOX CHAPEL AREA SD,Algebra I,Historically Underperforming,62,21.0,61.3,12.9,4.8
FOX CHAPEL AREA SD,Biology,All Students,318,55.3,38.4,5.3,0.9000000000000001
FOX CHAPEL AREA SD,Biology,Historically Underperforming,62,28.999999999999996,51.6,14.499999999999998,4.8
FOX CHAPEL AREA SD,Literature,All Students,317,24.0,72.6,2.2,1.3
FOX CHAPEL AREA SD,Literature,Historically Underperforming,62,8.1,77.4,8.1,6.5
GATEWAY SD,Algebra I,All Students,270,17.0,62.6,17.8,2.6
GATEWAY SD,Algebra I,Historically Underperforming,116,7.8,55.2,31.0,6.0
GATEWAY SD,Biology,All Students,272,37.1,39.3,16.2,7.400000000000001
GATEWAY SD,Biology,Historically Underperforming,117,23.1,40.2,22.2,14.499999999999998
GATEWAY SD,Literature,All Students,270,21.5,60.699999999999996,13.3,4.4
GATEWAY SD,Literature,Historically Underperforming,117,9.4,57.3,23.1,10.3
HAMPTON TOWNSHIP SD,Algebra I,All Students,254,45.3,40.9,11.8,2.0
HAMPTON TOWNSHIP SD,Algebra I,Historically Underperforming,29,24.1,24.1,37.9,13.8
HAMPTON TOWNSHIP SD,Biology,All Students,254,44.9,39.0,12.2,3.9
HAMPTON TOWNSHIP SD,Biology,Historically Underperforming,29,17.2,34.5,20.700000000000003,27.6
HAMPTON TOWNSHIP SD,Literature,All Students,253,31.6,61.3,5.9,1.2
HAMPTON TOWNSHIP SD,Literature,Historically Underperforming,29,0.0,65.5,24.1,10.3
HIGHLANDS SD,Algebra I,All Students,156,10.3,50.6,32.7,6.4
HIGHLANDS SD,Algebra I,Historically Underperforming,86,9.3,38.4,40.7,11.6
HIGHLANDS SD,Biology,All Students,158,17.7,34.8,29.7,17.7
HIGHLANDS SD,Biology,Historically Underperforming,87,13.8,28.7,32.2,25.3
HIGHLANDS SD,Literature,All Students,158,1.9,63.9,21.5,12.7
HIGHLANDS SD,Literature,Historically Underperforming,87,1.1,54.0,23.0,21.8
HILL HOUSE PASSPORT ACADEMY CS,Algebra I,All Students,52,0.0,1.9,57.70000000000001,40.4
HILL HOUSE PASSPORT ACADEMY CS,Algebra I,Historically Underperforming,24,0.0,0.0,58.3,41.7
HILL HOUSE PASSPORT ACADEMY CS,Biology,All Students,46,0.0,0.0,10.9,89.1
HILL HOUSE PASSPORT ACADEMY CS,Biology,Historically Underperforming,21,0.0,0.0,4.8,95.2
HILL HOUSE PASSPORT ACADEMY CS,Literature,All Students,49,0.0,14.3,65.3,20.399999999999995
HILL HOUSE PASSPORT ACADEMY CS,Literature,Historically Underperforming,21,0.0,4.8,66.7,28.6
KEYSTONE OAKS SD,Algebra I,All Students,141,16.3,65.2,12.8,5.700000000000001
KEYSTONE OAKS SD,Algebra I,Historically Underperforming,67,11.9,55.2,22.4,10.4
KEYSTONE OAKS SD,Biology,All Students,141,10.6,44.7,34.8,9.9
KEYSTONE OAKS SD,Biology,Historically Underperforming,67,2.9999999999999996,35.8,46.3,14.899999999999999
KEYSTONE OAKS SD,Literature,All Students,143,5.6,77.6,14.7,2.1
KEYSTONE OAKS SD,Literature,Historically Underperforming,69,0.0,72.5,23.2,4.3
MCKEESPORT AREA SD,Algebra I,All Students,209,8.600000000000001,31.6,44.49999999999999,15.299999999999999
MCKEESPORT AREA SD,Algebra I,Historically Underperforming,141,8.5,29.100000000000005,45.4,17.0
MCKEESPORT AREA SD,Biology,All Students,211,17.5,26.1,28.000000000000004,28.4
MCKEESPORT AREA SD,Biology,Historically Underperforming,143,12.6,25.2,28.000000000000004,34.3
MCKEESPORT AREA SD,Literature,All Students,214,6.1,52.300000000000004,32.2,9.300000000000002
MCKEESPORT AREA SD,Literature,Historically Underperforming,146,3.4000000000000004,47.9,35.6,13.0
MCKEESPORT AREA TECH CTR,Algebra I,All Students,7,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Algebra I,Historically Underperforming,5,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,All Students,7,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,Historically Underperforming,6,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,All Students,8,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,Historically Underperforming,7,NULL,NULL,NULL,NULL
MONTOUR SD,Algebra I,All Students,244,20.1,64.3,12.7,2.9
MONTOUR SD,Algebra I,Historically Underperforming,69,14.499999999999998,49.300000000000004,27.500000000000004,8.7
MONTOUR SD,Biology,All Students,244,38.9,44.7,11.9,4.5
MONTOUR SD,Biology,Historically Underperforming,69,21.7,42.0,20.3,15.9
MONTOUR SD,Literature,All Students,244,11.5,75.4,9.8,3.3000000000000003
MONTOUR SD,Literature,Historically Underperforming,69,2.9,63.800000000000004,21.7,11.6
MOON AREA SD,Algebra I,All Students,285,26.700000000000003,64.2,5.3,3.9
MOON AREA SD,Algebra I,Historically Underperforming,49,8.2,51.0,18.4,22.4
MOON AREA SD,Biology,All Students,284,48.2,42.3,6.7,2.8
MOON AREA SD,Biology,Historically Underperforming,49,16.3,44.9,22.4,16.3
MOON AREA SD,Literature,All Students,285,17.5,77.5,3.5000000000000004,1.4
MOON AREA SD,Literature,Historically Underperforming,49,8.2,65.3,18.4,8.2
MT LEBANON SD,Algebra I,All Students,424,32.8,59.20000000000001,5.9,2.1
MT LEBANON SD,Algebra I,Historically Underperforming,87,16.1,51.7,21.8,10.3
MT LEBANON SD,Biology,All Students,421,43.0,43.89999999999999,10.200000000000001,2.9
MT LEBANON SD,Biology,Historically Underperforming,85,27.1,32.9,25.900000000000002,14.099999999999998
MT LEBANON SD,Literature,All Students,421,20.400000000000002,74.1,3.6000000000000005,1.9
MT LEBANON SD,Literature,Historically Underperforming,87,8.0,67.8,14.899999999999999,9.2
NORTH ALLEGHENY SD,Algebra I,All Students,651,40.39999999999999,51.6,6.1,1.8000000000000003
NORTH ALLEGHENY SD,Algebra I,Historically Underperforming,90,16.7,42.2,27.800000000000004,13.3
NORTH ALLEGHENY SD,Biology,All Students,648,53.5,33.6,9.4,3.4000000000000004
NORTH ALLEGHENY SD,Biology,Historically Underperforming,89,15.7,32.6,31.5,20.2
NORTH ALLEGHENY SD,Literature,All Students,651,29.5,64.5,4.6,1.4
NORTH ALLEGHENY SD,Literature,Historically Underperforming,90,5.599999999999999,60.0,24.400000000000002,10.0
NORTH HILLS SD,Algebra I,All Students,376,38.0,44.1,13.3,4.5
NORTH HILLS SD,Algebra I,Historically Underperforming,113,18.6,35.4,31.0,15.0
NORTH HILLS SD,Biology,All Students,375,34.9,47.199999999999996,11.199999999999998,6.7
NORTH HILLS SD,Biology,Historically Underperforming,111,16.2,41.4,24.3,18.0
NORTH HILLS SD,Literature,All Students,372,17.2,70.4,8.3,4.0
NORTH HILLS SD,Literature,Historically Underperforming,108,6.5,60.19999999999999,21.299999999999997,12.0
NORTHGATE SD,Algebra I,All Students,78,6.4,44.9,35.9,12.8
NORTHGATE SD,Algebra I,Historically Underperforming,44,6.800000000000001,27.3,50.0,15.9
NORTHGATE SD,Biology,All Students,79,20.300000000000004,26.6,25.3,27.800000000000004
NORTHGATE SD,Biology,Historically Underperforming,45,8.900000000000002,24.400000000000002,28.9,37.8
NORTHGATE SD,Literature,All Students,78,10.3,59.0,21.800000000000004,9.0
NORTHGATE SD,Literature,Historically Underperforming,45,6.7,46.7,31.1,15.6
PA DISTANCE LEARNING CS,Algebra I,All Students,35,2.9,28.6,51.4,17.1
PA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,13,0.0,7.699999999999998,69.2,23.1
PA DISTANCE LEARNING CS,Biology,All Students,35,11.4,37.1,25.7,25.7
PA DISTANCE LEARNING CS,Biology,Historically Underperforming,13,7.699999999999998,15.399999999999997,23.1,53.79999999999999
PA DISTANCE LEARNING CS,Literature,All Students,35,2.9,57.10000000000001,31.4,8.6
PA DISTANCE LEARNING CS,Literature,Historically Underperforming,13,0.0,30.799999999999994,53.79999999999999,15.399999999999997
PARKWAY WEST AVTS,Algebra I,All Students,4,NULL,NULL,NULL,NULL
PARKWAY WEST AVTS,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
PARKWAY WEST AVTS,Biology,All Students,4,NULL,NULL,NULL,NULL
PARKWAY WEST AVTS,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
PARKWAY WEST AVTS,Literature,All Students,3,NULL,NULL,NULL,NULL
PARKWAY WEST AVTS,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
PENN HILLS SD,Algebra I,All Students,303,7.6,33.0,40.6,18.8
PENN HILLS SD,Algebra I,Historically Underperforming,170,5.3,27.1,42.4,25.3
PENN HILLS SD,Biology,All Students,303,13.900000000000002,31.4,27.399999999999995,27.399999999999995
PENN HILLS SD,Biology,Historically Underperforming,162,9.9,24.1,28.4,37.7
PENN HILLS SD,Literature,All Students,309,3.6000000000000005,53.7,31.4,11.3
PENN HILLS SD,Literature,Historically Underperforming,170,1.8000000000000003,45.3,37.1,15.9
PINE-RICHLAND SD,Algebra I,All Students,340,40.900000000000006,49.1,8.5,1.5
PINE-RICHLAND SD,Algebra I,Historically Underperforming,73,31.5,32.9,28.800000000000004,6.800000000000001
PINE-RICHLAND SD,Biology,All Students,348,40.5,47.1,9.8,2.6
PINE-RICHLAND SD,Biology,Historically Underperforming,73,28.800000000000004,35.6,23.3,12.3
PINE-RICHLAND SD,Literature,All Students,347,13.8,80.10000000000001,5.5,0.6
PINE-RICHLAND SD,Literature,Historically Underperforming,74,5.4,67.6,24.3,2.7
PITTSBURGH SD,Algebra I,All Students,1376,9.452834302325583,41.48800872093023,36.41206395348838,12.637645348837209
PITTSBURGH SD,Algebra I,Historically Underperforming,938,4.884434968017058,35.50031982942431,42.55735607675907,17.05597014925373
PITTSBURGH SD,Biology,All Students,1369,13.431921110299488,29.25010956902849,28.99846603360117,28.347772096420748
PITTSBURGH SD,Biology,Historically Underperforming,937,5.135538954108858,24.43553895410886,34.06136606189969,36.388473852721454
PITTSBURGH SD,Literature,All Students,1363,6.234336023477622,60.030887747615544,23.336463683052088,10.422450476889217
PITTSBURGH SD,Literature,Historically Underperforming,927,2.6908306364617047,53.62179072276161,29.77820927723841,13.902912621359222
PLUM BOROUGH SD,Algebra I,All Students,308,10.7,71.8,14.6,2.8999999999999995
PLUM BOROUGH SD,Algebra I,Historically Underperforming,82,2.4,59.8,26.8,11.0
PLUM BOROUGH SD,Biology,All Students,307,31.6,45.9,17.3,5.2
PLUM BOROUGH SD,Biology,Historically Underperforming,80,15.0,42.5,26.3,16.3
PLUM BOROUGH SD,Literature,All Students,308,13.3,73.4,11.4,1.9
PLUM BOROUGH SD,Literature,Historically Underperforming,82,6.1,59.8,28.000000000000004,6.1
PROPEL CS - BRADDOCK HILLS,Algebra I,All Students,67,1.4999999999999998,43.3,46.3,9.0
PROPEL CS - BRADDOCK HILLS,Algebra I,Historically Underperforming,50,0.0,40.0,48.0,12.0
PROPEL CS - BRADDOCK HILLS,Biology,All Students,62,4.8,17.7,28.999999999999996,48.4
PROPEL CS - BRADDOCK HILLS,Biology,Historically Underperforming,47,2.1,19.1,27.699999999999996,51.1
PROPEL CS - BRADDOCK HILLS,Literature,All Students,65,6.200000000000001,50.8,24.6,18.5
PROPEL CS - BRADDOCK HILLS,Literature,Historically Underperforming,49,6.1,46.9,24.499999999999996,22.4
PROPEL CS - HOMESTEAD,Algebra I,All Students,38,0.0,39.5,42.1,18.4
PROPEL CS - HOMESTEAD,Algebra I,Historically Underperforming,31,0.0,38.7,38.7,22.6
PROPEL CS - HOMESTEAD,Biology,All Students,38,2.6,21.1,23.700000000000003,52.6
PROPEL CS - HOMESTEAD,Biology,Historically Underperforming,31,0.0,22.6,25.8,51.6
PROPEL CS - HOMESTEAD,Literature,All Students,38,2.6,47.400000000000006,36.8,13.200000000000001
PROPEL CS - HOMESTEAD,Literature,Historically Underperforming,31,0.0,51.6,32.3,16.1
QUAKER VALLEY SD,Algebra I,All Students,147,36.7,49.7,8.8,4.8
QUAKER VALLEY SD,Algebra I,Historically Underperforming,27,18.5,37.0,25.900000000000002,18.5
QUAKER VALLEY SD,Biology,All Students,146,61.0,23.3,9.6,6.2
QUAKER VALLEY SD,Biology,Historically Underperforming,27,25.900000000000002,11.1,37.0,25.900000000000002
QUAKER VALLEY SD,Literature,All Students,149,23.5,67.1,5.4,4.0
QUAKER VALLEY SD,Literature,Historically Underperforming,28,7.1,53.6,21.4,17.9
RIVERVIEW SD,Algebra I,All Students,76,19.7,40.8,31.6,7.9
RIVERVIEW SD,Algebra I,Historically Underperforming,41,7.3,31.7,48.8,12.2
RIVERVIEW SD,Biology,All Students,75,30.7,33.3,16.0,20.0
RIVERVIEW SD,Biology,Historically Underperforming,40,7.5,35.0,22.5,35.0
RIVERVIEW SD,Literature,All Students,75,6.7,66.7,20.0,6.7
RIVERVIEW SD,Literature,Historically Underperforming,40,0.0,57.49999999999999,30.0,12.5
SHALER AREA SD,Algebra I,All Students,336,10.7,62.2,21.099999999999998,6.0
SHALER AREA SD,Algebra I,Historically Underperforming,126,6.3,50.8,29.4,13.5
SHALER AREA SD,Biology,All Students,335,24.5,47.8,17.0,10.7
SHALER AREA SD,Biology,Historically Underperforming,126,14.3,42.9,24.6,18.3
SHALER AREA SD,Literature,All Students,333,4.5,78.1,11.7,5.7
SHALER AREA SD,Literature,Historically Underperforming,123,0.0,71.5,13.0,15.4
SOUTH ALLEGHENY SD,Algebra I,All Students,92,4.3,46.70000000000001,44.60000000000001,4.3
SOUTH ALLEGHENY SD,Algebra I,Historically Underperforming,46,4.3,37.0,50.0,8.7
SOUTH ALLEGHENY SD,Biology,All Students,92,14.099999999999998,46.70000000000001,23.9,15.2
SOUTH ALLEGHENY SD,Biology,Historically Underperforming,46,10.9,39.1,21.7,28.300000000000004
SOUTH ALLEGHENY SD,Literature,All Students,92,4.3,67.4,23.9,4.3
SOUTH ALLEGHENY SD,Literature,Historically Underperforming,46,4.3,54.29999999999999,34.8,6.5
SOUTH FAYETTE TOWNSHIP SD,Algebra I,All Students,194,37.6,55.2,5.7,1.4999999999999998
SOUTH FAYETTE TOWNSHIP SD,Algebra I,Historically Underperforming,45,15.6,60.0,17.800000000000004,6.7
SOUTH FAYETTE TOWNSHIP SD,Biology,All Students,194,39.7,44.3,13.4,2.6
SOUTH FAYETTE TOWNSHIP SD,Biology,Historically Underperforming,45,17.800000000000004,37.8,33.3,11.1
SOUTH FAYETTE TOWNSHIP SD,Literature,All Students,194,18.000000000000004,69.6,8.8,3.6000000000000005
SOUTH FAYETTE TOWNSHIP SD,Literature,Historically Underperforming,45,8.900000000000002,53.29999999999999,24.400000000000002,13.3
SOUTH PARK SD,Algebra I,All Students,143,23.799999999999997,55.2,16.1,4.9
SOUTH PARK SD,Algebra I,Historically Underperforming,45,17.800000000000004,37.8,28.9,15.6
SOUTH PARK SD,Biology,All Students,144,38.2,38.9,13.200000000000001,9.7
SOUTH PARK SD,Biology,Historically Underperforming,45,20.0,35.60000000000001,15.6,28.9
SOUTH PARK SD,Literature,All Students,144,8.3,76.4,10.4,4.9
SOUTH PARK SD,Literature,Historically Underperforming,45,6.7,57.8,20.0,15.6
SPECTRUM CS,Algebra I,All Students,2,NULL,NULL,NULL,NULL
SPECTRUM CS,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
SPECTRUM CS,Biology,All Students,1,NULL,NULL,NULL,NULL
