RIVERVIEW SD,Literature,All Students,65,10.8,72.3,13.8,3.1,2017
RIVERVIEW SD,Literature,Historically Underperforming,27,0,66.7,25.9,7.4,2017
SHALER AREA SD,Algebra I,All Students,350,12.9,58,26.3,2.9,2017
SHALER AREA SD,Algebra I,Historically Underperforming,120,6.7,47.5,38.3,7.5,2017
SHALER AREA SD,Biology,All Students,354,29.9,37.9,22.3,9.9,2017
SHALER AREA SD,Biology,Historically Underperforming,125,16.8,32,29.6,21.6,2017
SHALER AREA SD,Literature,All Students,350,5.7,68,20.3,6,2017
SHALER AREA SD,Literature,Historically Underperforming,121,5,50.4,29.8,14.9,2017
SOUTH ALLEGHENY SD,Algebra I,All Students,105,3.8,45.7,44.8,5.7,2017
SOUTH ALLEGHENY SD,Algebra I,Historically Underperforming,48,2.1,33.3,54.2,10.4,2017
SOUTH ALLEGHENY SD,Biology,All Students,105,18.1,33.3,31.4,17.1,2017
SOUTH ALLEGHENY SD,Biology,Historically Underperforming,48,6.3,35.4,33.3,25,2017
SOUTH ALLEGHENY SD,Literature,All Students,105,1,63.8,26.7,8.6,2017
SOUTH ALLEGHENY SD,Literature,Historically Underperforming,48,0,62.5,25,12.5,2017
SOUTH FAYETTE TOWNSHIP SD,Algebra I,All Students,191,43.5,46.6,7.9,2.1,2017
