District,Subject,Demographic,Total_Students,p4,p5,p6,p7
CHARTIERS VALLEY SD,Algebra I,All Students,263,14.099999999999998,58.20000000000001,23.6,4.2
CHARTIERS VALLEY SD,Algebra I,Historically Underperforming,88,9.099999999999998,48.89999999999999,34.1,8.0
CHARTIERS VALLEY SD,Biology,All Students,263,41.4,44.9,9.5,4.2
CHARTIERS VALLEY SD,Biology,Historically Underperforming,88,28.4,40.9,22.7,8.0
CHARTIERS VALLEY SD,Literature,All Students,260,4.6,72.3,17.7,5.4
CHARTIERS VALLEY SD,Literature,Historically Underperforming,85,2.4,56.49999999999999,30.599999999999998,10.6
CITY CHS,Algebra I,All Students,145,15.9,48.3,23.4,12.4
CITY CHS,Algebra I,Historically Underperforming,90,13.3,44.4,26.700000000000003,15.6
CITY CHS,Biology,All Students,145,13.8,42.1,20.7,23.4
CITY CHS,Biology,Historically Underperforming,90,8.900000000000002,37.8,26.700000000000003,26.700000000000003
CITY CHS,Literature,All Students,150,6.7,66.0,22.7,4.7
CITY CHS,Literature,Historically Underperforming,96,5.200000000000001,60.4,27.1,7.3
CLAIRTON CITY SD,Algebra I,All Students,49,0.0,20.399999999999995,67.3,12.2
CLAIRTON CITY SD,Algebra I,Historically Underperforming,40,0.0,15.0,70.0,15.0
CLAIRTON CITY SD,Biology,All Students,50,0.0,14.000000000000002,44.0,42.0
CLAIRTON CITY SD,Biology,Historically Underperforming,40,0.0,10.0,40.0,50.0
CLAIRTON CITY SD,Literature,All Students,49,0.0,38.8,55.1,6.1
CLAIRTON CITY SD,Literature,Historically Underperforming,40,0.0,37.5,55.00000000000001,7.5
CORNELL SD,Algebra I,All Students,46,2.1999999999999997,32.6,47.8,17.4
CORNELL SD,Algebra I,Historically Underperforming,46,2.1999999999999997,32.6,47.8,17.4
CORNELL SD,Biology,All Students,46,15.2,32.6,32.6,19.6
CORNELL SD,Biology,Historically Underperforming,46,15.2,32.6,32.6,19.6
CORNELL SD,Literature,All Students,46,0.0,58.70000000000001,32.6,8.7
CORNELL SD,Literature,Historically Underperforming,46,0.0,58.70000000000001,32.6,8.7
DEER LAKES SD,Algebra I,All Students,155,17.4,41.3,32.9,8.4
DEER LAKES SD,Algebra I,Historically Underperforming,59,5.1,30.5,49.2,15.299999999999999
DEER LAKES SD,Biology,All Students,157,34.4,33.1,25.5,7.000000000000001
DEER LAKES SD,Biology,Historically Underperforming,61,16.4,31.1,37.7,14.800000000000002
DEER LAKES SD,Literature,All Students,153,9.2,65.4,18.3,7.200000000000001
DEER LAKES SD,Literature,Historically Underperforming,58,3.4000000000000004,51.7,29.299999999999997,15.5
EAST ALLEGHENY SD,Algebra I,All Students,106,10.4,34.0,33.0,22.6
EAST ALLEGHENY SD,Algebra I,Historically Underperforming,63,3.2,33.3,38.1,25.4
EAST ALLEGHENY SD,Biology,All Students,109,16.5,25.7,30.3,27.500000000000004
EAST ALLEGHENY SD,Biology,Historically Underperforming,65,12.3,20.0,32.3,35.4
EAST ALLEGHENY SD,Literature,All Students,107,1.9,43.0,37.4,17.8
EAST ALLEGHENY SD,Literature,Historically Underperforming,62,3.2,32.3,40.3,24.2
ELIZABETH FORWARD SD,Algebra I,All Students,194,9.3,59.3,26.8,4.6
ELIZABETH FORWARD SD,Algebra I,Historically Underperforming,75,2.7,45.29999999999999,40.0,12.0
ELIZABETH FORWARD SD,Biology,All Students,192,18.800000000000004,53.6,19.800000000000004,7.8
ELIZABETH FORWARD SD,Biology,Historically Underperforming,74,10.8,39.2,32.4,17.6
ELIZABETH FORWARD SD,Literature,All Students,185,6.5,66.5,18.9,8.1
ELIZABETH FORWARD SD,Literature,Historically Underperforming,70,0.0,47.099999999999994,32.9,20.0
FOX CHAPEL AREA SD,Algebra I,All Students,334,39.8,50.6,9.3,0.3
FOX CHAPEL AREA SD,Algebra I,Historically Underperforming,79,20.300000000000004,51.9,26.6,1.3
FOX CHAPEL AREA SD,Biology,All Students,332,57.8,33.1,6.6000000000000005,2.4
FOX CHAPEL AREA SD,Biology,Historically Underperforming,77,29.9,45.50000000000001,16.9,7.8
FOX CHAPEL AREA SD,Literature,All Students,332,25.6,70.8,3.0,0.6
FOX CHAPEL AREA SD,Literature,Historically Underperforming,77,3.9,81.8,11.700000000000001,2.6
GATEWAY SD,Algebra I,All Students,250,16.0,61.6,18.8,3.6000000000000005
GATEWAY SD,Algebra I,Historically Underperforming,85,7.1,55.3,30.599999999999998,7.1
GATEWAY SD,Biology,All Students,248,35.9,40.7,17.3,6.0
GATEWAY SD,Biology,Historically Underperforming,85,21.2,36.5,30.599999999999998,11.8
GATEWAY SD,Literature,All Students,250,15.6,72.4,10.0,2.0
GATEWAY SD,Literature,Historically Underperforming,85,2.4,71.8,21.2,4.7
HAMPTON TOWNSHIP SD,Algebra I,All Students,256,35.5,53.1,10.5,0.8
HAMPTON TOWNSHIP SD,Algebra I,Historically Underperforming,27,7.400000000000001,48.10000000000001,37.0,7.400000000000001
HAMPTON TOWNSHIP SD,Biology,All Students,258,45.3,41.9,10.5,2.3
HAMPTON TOWNSHIP SD,Biology,Historically Underperforming,29,10.3,51.7,24.1,13.8
HAMPTON TOWNSHIP SD,Literature,All Students,258,20.5,75.2,3.5000000000000004,0.8
HAMPTON TOWNSHIP SD,Literature,Historically Underperforming,29,3.4000000000000004,65.5,24.1,6.9
HIGHLANDS SD,Algebra I,All Students,163,6.7,46.0,35.0,12.3
HIGHLANDS SD,Algebra I,Historically Underperforming,104,1.0,42.3,38.5,18.3
HIGHLANDS SD,Biology,All Students,158,15.8,35.4,34.2,14.6
HIGHLANDS SD,Biology,Historically Underperforming,99,9.1,34.29999999999999,38.4,18.2
HIGHLANDS SD,Literature,All Students,158,3.8,44.29999999999999,37.3,14.6
HIGHLANDS SD,Literature,Historically Underperforming,99,0.0,36.4,43.4,20.2
HILL HOUSE PASSPORT ACADEMY CS,Algebra I,All Students,45,0.0,4.4,64.4,31.1
HILL HOUSE PASSPORT ACADEMY CS,Algebra I,Historically Underperforming,40,0.0,5.0,62.5,32.5
HILL HOUSE PASSPORT ACADEMY CS,Biology,All Students,44,0.0,0.0,20.5,79.5
HILL HOUSE PASSPORT ACADEMY CS,Biology,Historically Underperforming,39,0.0,0.0,17.9,82.1
HILL HOUSE PASSPORT ACADEMY CS,Literature,All Students,42,0.0,21.4,54.79999999999999,23.8
HILL HOUSE PASSPORT ACADEMY CS,Literature,Historically Underperforming,38,0.0,23.700000000000003,52.6,23.700000000000003
KEYSTONE OAKS SD,Algebra I,All Students,140,23.599999999999998,50.7,20.7,5.0
KEYSTONE OAKS SD,Algebra I,Historically Underperforming,54,18.5,33.3,35.2,13.0
KEYSTONE OAKS SD,Biology,All Students,140,20.7,51.4,18.6,9.3
KEYSTONE OAKS SD,Biology,Historically Underperforming,54,16.7,37.0,25.900000000000002,20.4
KEYSTONE OAKS SD,Literature,All Students,139,7.200000000000001,74.8,12.199999999999998,5.8
KEYSTONE OAKS SD,Literature,Historically Underperforming,53,0.0,60.4,26.400000000000002,13.200000000000001
MCKEESPORT AREA SD,Algebra I,All Students,227,5.299999999999999,29.100000000000005,37.9,27.800000000000004
MCKEESPORT AREA SD,Algebra I,Historically Underperforming,129,2.3,24.0,36.4,37.2
MCKEESPORT AREA SD,Biology,All Students,225,10.7,24.0,22.2,43.1
MCKEESPORT AREA SD,Biology,Historically Underperforming,127,7.9,18.9,19.7,53.5
MCKEESPORT AREA SD,Literature,All Students,223,3.1,46.2,33.2,17.5
MCKEESPORT AREA SD,Literature,Historically Underperforming,124,0.8,34.7,41.1,23.4
MONTOUR SD,Algebra I,All Students,257,28.000000000000004,55.3,14.800000000000002,1.9
MONTOUR SD,Algebra I,Historically Underperforming,63,12.7,47.6,31.7,7.9
MONTOUR SD,Biology,All Students,257,38.1,45.5,12.1,4.3
MONTOUR SD,Biology,Historically Underperforming,63,22.2,38.1,27.0,12.7
MONTOUR SD,Literature,All Students,257,5.8,77.4,15.6,1.2
MONTOUR SD,Literature,Historically Underperforming,63,3.2,54.0,38.1,4.8
MOON AREA SD,Algebra I,All Students,283,26.5,56.49999999999999,14.800000000000002,2.1
MOON AREA SD,Algebra I,Historically Underperforming,78,9.0,48.7,35.9,6.4
MOON AREA SD,Biology,All Students,281,49.8,36.7,10.3,3.2
MOON AREA SD,Biology,Historically Underperforming,76,13.200000000000001,51.300000000000004,23.700000000000003,11.799999999999999
MOON AREA SD,Literature,All Students,282,11.7,79.4,7.1,1.8000000000000003
MOON AREA SD,Literature,Historically Underperforming,76,2.6,75.0,15.8,6.6000000000000005
MT LEBANON SD,Algebra I,All Students,431,43.4,49.9,4.6,2.1
MT LEBANON SD,Algebra I,Historically Underperforming,99,22.2,54.50000000000001,14.099999999999998,9.1
MT LEBANON SD,Biology,All Students,430,54.7,35.8,6.3,3.3000000000000003
MT LEBANON SD,Biology,Historically Underperforming,98,33.7,36.70000000000001,15.299999999999999,14.3
MT LEBANON SD,Literature,All Students,429,20.000000000000004,76.2,3.5000000000000004,0.2
MT LEBANON SD,Literature,Historically Underperforming,98,12.2,71.4,15.299999999999999,1.0
NORTH ALLEGHENY SD,Algebra I,All Students,630,44.9,47.8,6.0,1.3000000000000003
NORTH ALLEGHENY SD,Algebra I,Historically Underperforming,67,14.899999999999999,46.3,26.899999999999995,11.9
NORTH ALLEGHENY SD,Biology,All Students,625,54.6,33.8,8.6,3.0
NORTH ALLEGHENY SD,Biology,Historically Underperforming,65,27.699999999999996,21.5,26.200000000000003,24.6
NORTH ALLEGHENY SD,Literature,All Students,626,27.200000000000003,68.5,3.2,1.1
NORTH ALLEGHENY SD,Literature,Historically Underperforming,65,7.7,60.0,21.5,10.8
NORTH HILLS SD,Algebra I,All Students,347,41.5,39.5,14.400000000000002,4.6
NORTH HILLS SD,Algebra I,Historically Underperforming,105,22.9,35.2,27.6,14.3
NORTH HILLS SD,Biology,All Students,347,37.20000000000001,45.8,11.2,5.8
NORTH HILLS SD,Biology,Historically Underperforming,105,21.000000000000004,41.9,21.9,15.2
NORTH HILLS SD,Literature,All Students,340,10.900000000000002,66.5,19.1,3.5000000000000004
NORTH HILLS SD,Literature,Historically Underperforming,102,2.9,49.0,37.3,10.8
NORTHGATE SD,Algebra I,All Students,64,6.3,40.6,39.1,14.099999999999998
NORTHGATE SD,Algebra I,Historically Underperforming,35,5.7,25.7,45.7,22.899999999999995
NORTHGATE SD,Biology,All Students,64,10.9,32.8,32.8,23.4
NORTHGATE SD,Biology,Historically Underperforming,34,5.9,17.6,35.3,41.2
NORTHGATE SD,Literature,All Students,65,7.7,67.7,20.0,4.6
NORTHGATE SD,Literature,Historically Underperforming,35,5.7,54.29999999999999,31.4,8.6
PA DISTANCE LEARNING CS,Algebra I,All Students,51,7.8,17.6,41.2,33.3
PA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,20,0.0,10.0,35.0,55.00000000000001
PA DISTANCE LEARNING CS,Biology,All Students,51,5.9,25.5,37.3,31.4
PA DISTANCE LEARNING CS,Biology,Historically Underperforming,20,0.0,10.0,50.0,40.0
PA DISTANCE LEARNING CS,Literature,All Students,51,3.9,54.89999999999999,21.6,19.6
PA DISTANCE LEARNING CS,Literature,Historically Underperforming,20,0.0,45.0,20.0,35.0
PENN HILLS SD,Algebra I,All Students,274,6.6000000000000005,34.3,38.3,20.8
PENN HILLS SD,Algebra I,Historically Underperforming,169,2.9999999999999996,26.6,40.2,30.2
PENN HILLS SD,Biology,All Students,269,17.5,23.8,27.500000000000004,31.2
PENN HILLS SD,Biology,Historically Underperforming,165,10.3,20.0,29.100000000000005,40.6
PENN HILLS SD,Literature,All Students,261,3.0999999999999996,46.7,32.6,17.6
PENN HILLS SD,Literature,Historically Underperforming,158,3.2,36.7,36.7,23.399999999999995
PINE-RICHLAND SD,Algebra I,All Students,351,43.9,46.39999999999999,8.8,0.9000000000000001
PINE-RICHLAND SD,Algebra I,Historically Underperforming,61,16.4,47.5,31.1,4.9
PINE-RICHLAND SD,Biology,All Students,353,40.800000000000004,46.5,8.8,4.0
PINE-RICHLAND SD,Biology,Historically Underperforming,61,23.0,44.3,14.800000000000002,18.0
PINE-RICHLAND SD,Literature,All Students,353,12.5,82.19999999999999,4.8,0.6
PINE-RICHLAND SD,Literature,Historically Underperforming,60,3.3000000000000003,76.7,16.7,3.3000000000000003
PITTSBURGH SD,Algebra I,All Students,1300,12.452692307692308,39.46700000000001,34.157384615384615,13.920384615384615
PITTSBURGH SD,Algebra I,Historically Underperforming,773,3.7355756791720576,32.85019404915912,41.89909443725744,21.468175937904263
PITTSBURGH SD,Biology,All Students,1291,14.316576297443842,27.643996901626643,28.28745158791634,29.728427575522844
PITTSBURGH SD,Biology,Historically Underperforming,767,5.098305084745762,19.948109517601047,31.813298565840935,43.167926988265975
PITTSBURGH SD,Literature,All Students,1298,6.47904468412943,56.92958397534669,24.723882896764255,11.86579352850539
PITTSBURGH SD,Literature,Historically Underperforming,770,1.697922077922078,46.380779220779225,32.45298701298701,18.171558441558442
PLUM BOROUGH SD,Algebra I,All Students,302,17.5,58.599999999999994,19.2,4.6
PLUM BOROUGH SD,Algebra I,Historically Underperforming,87,9.2,44.800000000000004,32.2,13.8
PLUM BOROUGH SD,Biology,All Students,303,26.1,40.3,24.4,9.2
PLUM BOROUGH SD,Biology,Historically Underperforming,87,14.899999999999999,28.7,34.5,21.8
PLUM BOROUGH SD,Literature,All Students,300,8.0,67.7,15.7,8.7
PLUM BOROUGH SD,Literature,Historically Underperforming,86,5.8,44.2,31.4,18.6
PROPEL CS - BRADDOCK HILLS,Algebra I,All Students,65,7.7,33.8,46.2,12.3
PROPEL CS - BRADDOCK HILLS,Algebra I,Historically Underperforming,51,5.9,33.3,47.1,13.699999999999998
PROPEL CS - BRADDOCK HILLS,Biology,All Students,64,3.1,23.4,45.3,28.1
PROPEL CS - BRADDOCK HILLS,Biology,Historically Underperforming,50,0.0,22.0,46.0,32.0
PROPEL CS - BRADDOCK HILLS,Literature,All Students,66,6.1,53.0,33.3,7.6
PROPEL CS - BRADDOCK HILLS,Literature,Historically Underperforming,51,3.9,47.1,43.099999999999994,5.9
PROPEL CS - HOMESTEAD,Algebra I,All Students,43,9.3,25.6,37.2,27.9
PROPEL CS - HOMESTEAD,Algebra I,Historically Underperforming,39,10.3,23.1,38.5,28.199999999999996
PROPEL CS - HOMESTEAD,Biology,All Students,43,7.000000000000001,25.6,20.9,46.5
PROPEL CS - HOMESTEAD,Biology,Historically Underperforming,39,5.1,25.6,20.5,48.7
PROPEL CS - HOMESTEAD,Literature,All Students,43,2.3,48.79999999999999,25.6,23.3
PROPEL CS - HOMESTEAD,Literature,Historically Underperforming,39,2.6,46.2,28.199999999999996,23.1
QUAKER VALLEY SD,Algebra I,All Students,141,44.7,34.0,14.899999999999999,6.4
QUAKER VALLEY SD,Algebra I,Historically Underperforming,32,18.8,25.0,31.3,25.0
QUAKER VALLEY SD,Biology,All Students,143,57.3,25.900000000000002,9.8,7.000000000000001
QUAKER VALLEY SD,Biology,Historically Underperforming,32,21.9,21.9,25.0,31.3
QUAKER VALLEY SD,Literature,All Students,146,16.4,71.2,8.9,3.4000000000000004
QUAKER VALLEY SD,Literature,Historically Underperforming,33,3.0,54.50000000000001,27.3,15.2
RIVERVIEW SD,Algebra I,All Students,63,17.5,58.70000000000001,19.0,4.8
RIVERVIEW SD,Algebra I,Historically Underperforming,26,11.5,46.2,30.799999999999994,11.5
RIVERVIEW SD,Biology,All Students,64,37.5,34.4,21.9,6.3
RIVERVIEW SD,Biology,Historically Underperforming,26,23.1,30.799999999999994,30.799999999999994,15.399999999999997
RIVERVIEW SD,Literature,All Students,65,10.8,72.3,13.8,3.1000000000000005
RIVERVIEW SD,Literature,Historically Underperforming,27,0.0,66.7,25.900000000000002,7.400000000000001
SHALER AREA SD,Algebra I,All Students,350,12.9,57.99999999999999,26.3,2.8999999999999995
SHALER AREA SD,Algebra I,Historically Underperforming,120,6.7,47.5,38.3,7.5
SHALER AREA SD,Biology,All Students,354,29.9,37.9,22.300000000000004,9.9
SHALER AREA SD,Biology,Historically Underperforming,125,16.8,32.0,29.600000000000005,21.6
SHALER AREA SD,Literature,All Students,350,5.699999999999999,68.0,20.300000000000004,6.0
SHALER AREA SD,Literature,Historically Underperforming,121,5.0,50.4,29.799999999999997,14.899999999999999
SOUTH ALLEGHENY SD,Algebra I,All Students,105,3.8,45.7,44.79999999999999,5.7
SOUTH ALLEGHENY SD,Algebra I,Historically Underperforming,48,2.1,33.3,54.2,10.400000000000002
SOUTH ALLEGHENY SD,Biology,All Students,105,18.1,33.3,31.4,17.1
SOUTH ALLEGHENY SD,Biology,Historically Underperforming,48,6.3,35.39999999999999,33.3,25.0
SOUTH ALLEGHENY SD,Literature,All Students,105,1.0,63.79999999999999,26.700000000000003,8.6
SOUTH ALLEGHENY SD,Literature,Historically Underperforming,48,0.0,62.5,25.0,12.5
SOUTH FAYETTE TOWNSHIP SD,Algebra I,All Students,191,43.49999999999999,46.6,7.9,2.1
SOUTH FAYETTE TOWNSHIP SD,Algebra I,Historically Underperforming,33,18.2,42.4,30.3,9.1
SOUTH FAYETTE TOWNSHIP SD,Biology,All Students,191,50.8,36.1,9.900000000000002,3.1
SOUTH FAYETTE TOWNSHIP SD,Biology,Historically Underperforming,33,33.3,18.2,36.4,12.1
SOUTH FAYETTE TOWNSHIP SD,Literature,All Students,191,16.8,72.8,8.4,2.1
SOUTH FAYETTE TOWNSHIP SD,Literature,Historically Underperforming,33,0.0,57.60000000000001,33.3,9.1
SOUTH PARK SD,Algebra I,All Students,176,33.0,47.70000000000001,15.9,3.4000000000000004
SOUTH PARK SD,Algebra I,Historically Underperforming,51,19.6,52.900000000000006,15.7,11.8
SOUTH PARK SD,Biology,All Students,173,38.2,36.4,14.499999999999998,11.0
SOUTH PARK SD,Biology,Historically Underperforming,50,24.0,36.0,22.0,18.0
SOUTH PARK SD,Literature,All Students,174,5.700000000000001,70.7,19.0,4.6
SOUTH PARK SD,Literature,Historically Underperforming,50,0.0,66.0,24.0,10.0
SPECTRUM CS,Algebra I,All Students,3,NULL,NULL,NULL,NULL
SPECTRUM CS,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
SPECTRUM CS,Biology,All Students,3,NULL,NULL,NULL,NULL
SPECTRUM CS,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
SPECTRUM CS,Literature,All Students,3,NULL,NULL,NULL,NULL
SPECTRUM CS,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
STEEL VALLEY SD,Algebra I,All Students,120,18.3,31.7,35.8,14.2
STEEL VALLEY SD,Algebra I,Historically Underperforming,80,11.300000000000002,22.5,46.3,20.0
STEEL VALLEY SD,Biology,All Students,121,14.000000000000002,27.3,25.6,33.1
STEEL VALLEY SD,Biology,Historically Underperforming,81,8.6,17.3,27.200000000000003,46.9
STEEL VALLEY SD,Literature,All Students,119,1.7000000000000002,45.4,34.5,18.5
STEEL VALLEY SD,Literature,Historically Underperforming,79,0.0,30.4,43.0,26.6
STO-ROX SD,Algebra I,All Students,61,1.6,27.9,42.6,27.9
STO-ROX SD,Algebra I,Historically Underperforming,45,0.0,22.2,44.4,33.3
STO-ROX SD,Biology,All Students,58,1.7000000000000002,17.2,20.700000000000003,60.3
STO-ROX SD,Biology,Historically Underperforming,44,0.0,13.600000000000001,13.600000000000001,72.7
STO-ROX SD,Literature,All Students,55,1.8000000000000003,34.5,47.29999999999999,16.4
STO-ROX SD,Literature,Historically Underperforming,40,0.0,27.500000000000004,50.0,22.5
UPPER SAINT CLAIR SD,Algebra I,All Students,332,53.6,39.2,5.699999999999999,1.5
UPPER SAINT CLAIR SD,Algebra I,Historically Underperforming,65,32.3,35.4,24.6,7.7
UPPER SAINT CLAIR SD,Biology,All Students,330,69.4,24.5,4.5,1.5000000000000002
UPPER SAINT CLAIR SD,Biology,Historically Underperforming,63,47.6,28.6,17.5,6.3
UPPER SAINT CLAIR SD,Literature,All Students,331,27.800000000000004,68.3,3.3000000000000003,0.6
UPPER SAINT CLAIR SD,Literature,Historically Underperforming,64,14.099999999999998,71.9,10.9,3.1
URBAN PATHWAYS 6-12 CHARTER SCHO,Algebra I,All Students,43,2.3,27.9,48.79999999999999,20.9
URBAN PATHWAYS 6-12 CHARTER SCHO,Algebra I,Historically Underperforming,32,0.0,25.0,46.9,28.1
URBAN PATHWAYS 6-12 CHARTER SCHO,Biology,All Students,43,2.3,23.3,32.6,41.9
URBAN PATHWAYS 6-12 CHARTER SCHO,Biology,Historically Underperforming,32,3.1,18.8,28.1,50.0
