Year,School Name,Subject,Group,Grade,Number Scored,% Advanced,% Proficient,% Basic,% Below Basic
2017,HUNTINGDON AREA SHS,Biology,Historically Underperforming,11,64,9.4,28.1,28.1,34.4
2017,HUNTINGDON AREA SHS,Literature,All Students,11,146,7.5,63.7,24.7,4.1
2017,HUNTINGDON AREA SHS,Literature,Historically Underperforming,11,65,0,52.3,38.5,9.2
2017,JUNIATA VALLEY JSHS,Algebra I,All Students,11,50,12,44,34,10
2017,JUNIATA VALLEY JSHS,Algebra I,Historically Underperforming,11,22,4.5,27.3,50,18.2
2017,JUNIATA VALLEY JSHS,Biology,All Students,11,50,20,32,30,18
2017,JUNIATA VALLEY JSHS,Biology,Historically Underperforming,11,22,13.6,13.6,45.5,27.3
2017,JUNIATA VALLEY JSHS,Literature,All Students,11,50,2,58,30,10
2017,JUNIATA VALLEY JSHS,Literature,Historically Underperforming,11,22,0,45.5,40.9,13.6
2017,MOUNT UNION AREA SHS,Algebra I,All Students,11,103,4.9,65,28.2,1.9
2017,MOUNT UNION AREA SHS,Algebra I,Historically Underperforming,11,39,0,51.3,43.6,5.1
2017,MOUNT UNION AREA SHS,Biology,All Students,11,102,5.9,48,40.2,5.9
2017,MOUNT UNION AREA SHS,Biology,Historically Underperforming,11,38,2.6,31.6,52.6,13.2
2017,MOUNT UNION AREA SHS,Literature,All Students,11,103,0,68.9,26.2,4.9
2017,MOUNT UNION AREA SHS,Literature,Historically Underperforming,11,39,0,46.2,41,12.8
2017,NEW DAY CHARTER SCHOOL,Algebra I,All Students,11,19,0,21.1,52.6,26.3
2017,NEW DAY CHARTER SCHOOL,Biology,All Students,11,19,0,10.5,52.6,36.8
2017,NEW DAY CHARTER SCHOOL,Literature,All Students,11,19,0,36.8,52.6,10.5
2017,SOUTHERN HUNTINGDON HS/MS,Algebra I,All Students,11,80,1.3,41.3,41.3,16.3
2017,SOUTHERN HUNTINGDON HS/MS,Algebra I,Historically Underperforming,11,38,2.6,21.1,55.3,21.1
2017,SOUTHERN HUNTINGDON HS/MS,Biology,All Students,11,83,8.4,32.5,31.3,27.7
2017,SOUTHERN HUNTINGDON HS/MS,Biology,Historically Underperforming,11,41,7.3,19.5,26.8,46.3
2017,SOUTHERN HUNTINGDON HS/MS,Literature,All Students,11,83,0,42.2,39.8,18.1
2017,SOUTHERN HUNTINGDON HS/MS,Literature,Historically Underperforming,11,42,0,21.4,50,28.6
2017,BLAIRSVILLE HIGH,Algebra I,All Students,11,67,41.8,38.8,14.9,4.5
2017,BLAIRSVILLE HIGH,Algebra I,Historically Underperforming,11,28,21.4,42.9,25,10.7
2017,BLAIRSVILLE HIGH,Biology,All Students,11,67,31.3,32.8,29.9,6
2017,BLAIRSVILLE HIGH,Biology,Historically Underperforming,11,28,14.3,17.9,53.6,14.3
2017,BLAIRSVILLE HIGH,Literature,All Students,11,67,7.5,62.7,22.4,7.5
2017,BLAIRSVILLE HIGH,Literature,Historically Underperforming,11,28,7.1,39.3,35.7,17.9
2017,SALTSBURG MIDDLE/HIGH,Algebra I,All Students,11,39,20.5,66.7,10.3,2.6
2017,SALTSBURG MIDDLE/HIGH,Algebra I,Historically Underperforming,11,18,11.1,66.7,22.2,0
2017,SALTSBURG MIDDLE/HIGH,Biology,All Students,11,40,12.5,52.5,22.5,12.5
2017,SALTSBURG MIDDLE/HIGH,Biology,Historically Underperforming,11,18,16.7,33.3,27.8,22.2
2017,SALTSBURG MIDDLE/HIGH,Literature,All Students,11,40,5,77.5,17.5,0
2017,SALTSBURG MIDDLE/HIGH,Literature,Historically Underperforming,11,18,5.6,61.1,33.3,0
2017,HOMER-CENTER JSHS,Algebra I,All Students,11,72,9.7,66.7,19.4,4.2
2017,HOMER-CENTER JSHS,Algebra I,Historically Underperforming,11,37,5.4,59.5,29.7,5.4
2017,HOMER-CENTER JSHS,Biology,All Students,11,72,12.5,63.9,13.9,9.7
2017,HOMER-CENTER JSHS,Biology,Historically Underperforming,11,37,13.5,51.4,18.9,16.2
2017,HOMER-CENTER JSHS,Literature,All Students,11,72,0,76.4,18.1,5.6
2017,HOMER-CENTER JSHS,Literature,Historically Underperforming,11,37,0,67.6,21.6,10.8
2017,INDIANA AREA SHS,Algebra I,All Students,11,192,25,51,20.3,3.6
2017,INDIANA AREA SHS,Algebra I,Historically Underperforming,11,83,12,49.4,31.3,7.2
2017,INDIANA AREA SHS,Biology,All Students,11,191,48.2,38.2,10.5,3.1
2017,INDIANA AREA SHS,Biology,Historically Underperforming,11,83,32.5,43.4,16.9,7.2
2017,INDIANA AREA SHS,Literature,All Students,11,193,9.8,74.6,13,2.6
2017,INDIANA AREA SHS,Literature,Historically Underperforming,11,83,2.4,67.5,24.1,6
2017,MARION CENTER AREA H,Algebra I,All Students,11,106,8.5,75.5,16,0
2017,MARION CENTER AREA H,Algebra I,Historically Underperforming,11,45,2.2,75.6,22.2,0
2017,MARION CENTER AREA H,Biology,All Students,11,105,30.5,54.3,15.2,0
2017,MARION CENTER AREA H,Biology,Historically Underperforming,11,45,17.8,60,22.2,0
2017,MARION CENTER AREA H,Literature,All Students,11,105,2.9,86.7,8.6,1.9
2017,MARION CENTER AREA H,Literature,Historically Underperforming,11,45,0,77.8,17.8,4.4
2017,PENNS MANOR AREA JSH,Algebra I,All Students,11,65,6.2,32.3,46.2,15.4
2017,PENNS MANOR AREA JSH,Algebra I,Historically Underperforming,11,31,0,29,41.9,29
2017,PENNS MANOR AREA JSH,Biology,All Students,11,66,1.5,51.5,40.9,6.1
2017,PENNS MANOR AREA JSH,Biology,Historically Underperforming,11,32,0,43.8,43.8,12.5
2017,PENNS MANOR AREA JSH,Literature,All Students,11,67,1.5,61.2,25.4,11.9
2017,PENNS MANOR AREA JSH,Literature,Historically Underperforming,11,33,3,45.5,30.3,21.2
2017,PURCHASE LINE JSHS,Algebra I,All Students,11,78,10.3,30.8,48.7,10.3
2017,PURCHASE LINE JSHS,Algebra I,Historically Underperforming,11,39,7.7,23.1,48.7,20.5
2017,PURCHASE LINE JSHS,Biology,All Students,11,78,21.8,34.6,28.2,15.4
2017,PURCHASE LINE JSHS,Biology,Historically Underperforming,11,39,17.9,30.8,35.9,15.4
2017,PURCHASE LINE JSHS,Literature,All Students,11,78,3.8,51.3,38.5,6.4
2017,PURCHASE LINE JSHS,Literature,Historically Underperforming,11,39,2.6,43.6,51.3,2.6
2017,UNITED JSHS,Algebra I,All Students,11,75,14.7,49.3,34.7,1.3
2017,UNITED JSHS,Algebra I,Historically Underperforming,11,30,0,40,56.7,3.3
2017,UNITED JSHS,Biology,All Students,11,76,31.6,39.5,25,3.9
2017,UNITED JSHS,Biology,Historically Underperforming,11,31,6.5,38.7,45.2,9.7
2017,UNITED JSHS,Literature,All Students,11,76,3.9,78.9,14.5,2.6
2017,UNITED JSHS,Literature,Historically Underperforming,11,31,0,61.3,32.3,6.5
2017,BROCKWAY JSHS,Algebra I,All Students,11,59,15.3,55.9,23.7,5.1
2017,BROCKWAY JSHS,Algebra I,Historically Underperforming,11,26,3.8,38.5,46.2,11.5
2017,BROCKWAY JSHS,Biology,All Students,11,59,18.6,47.5,25.4,8.5
2017,BROCKWAY JSHS,Biology,Historically Underperforming,11,26,7.7,46.2,26.9,19.2
2017,BROCKWAY JSHS,Literature,All Students,11,59,0,72.9,20.3,6.8
2017,BROCKWAY JSHS,Literature,Historically Underperforming,11,26,0,46.2,38.5,15.4
2017,BROOKVILLE JSHS,Algebra I,All Students,11,75,13.3,57.3,21.3,8
2017,BROOKVILLE JSHS,Algebra I,Historically Underperforming,11,39,12.8,41,30.8,15.4
2017,BROOKVILLE JSHS,Biology,All Students,11,75,12,45.3,28,14.7
2017,BROOKVILLE JSHS,Biology,Historically Underperforming,11,39,15.4,33.3,28.2,23.1
2017,BROOKVILLE JSHS,Literature,All Students,11,75,8,64,24,4
2017,BROOKVILLE JSHS,Literature,Historically Underperforming,11,39,5.1,48.7,38.5,7.7
2017,JEFFERSON CO-DUBOIS AVTS,Algebra I,All Students,11,76,2.6,32.9,53.9,10.5
2017,JEFFERSON CO-DUBOIS AVTS,Algebra I,Historically Underperforming,11,48,4.2,37.5,45.8,12.5
2017,JEFFERSON CO-DUBOIS AVTS,Biology,All Students,11,78,7.7,29.5,41,21.8
2017,JEFFERSON CO-DUBOIS AVTS,Biology,Historically Underperforming,11,50,8,32,40,20
2017,JEFFERSON CO-DUBOIS AVTS,Literature,All Students,11,77,0,59.7,31.2,9.1
2017,JEFFERSON CO-DUBOIS AVTS,Literature,Historically Underperforming,11,49,0,63.3,28.6,8.2
2017,PUNXSUTAWNEY AREA SH,Algebra I,All Students,11,152,22.4,49.3,22.4,5.9
2017,PUNXSUTAWNEY AREA SH,Algebra I,Historically Underperforming,11,55,16.4,36.4,32.7,14.5
2017,PUNXSUTAWNEY AREA SH,Biology,All Students,11,153,28.8,52.9,10.5,7.8
2017,PUNXSUTAWNEY AREA SH,Biology,Historically Underperforming,11,56,16.1,46.4,17.9,19.6
2017,PUNXSUTAWNEY AREA SH,Literature,All Students,11,153,7.2,75.8,10.5,6.5
2017,PUNXSUTAWNEY AREA SH,Literature,Historically Underperforming,11,56,3.6,67.9,10.7,17.9
2017,EAST JUNIATA JSHS,Algebra I,All Students,11,84,9.5,59.5,27.4,3.6
2017,EAST JUNIATA JSHS,Algebra I,Historically Underperforming,11,29,3.4,51.7,34.5,10.3
2017,EAST JUNIATA JSHS,Biology,All Students,11,85,11.8,56.5,24.7,7.1
2017,EAST JUNIATA JSHS,Biology,Historically Underperforming,11,30,3.3,50,30,16.7
2017,EAST JUNIATA JSHS,Literature,All Students,11,85,3.5,72.9,18.8,4.7
2017,EAST JUNIATA JSHS,Literature,Historically Underperforming,11,30,3.3,56.7,26.7,13.3
2017,JUNIATA SHS,Algebra I,All Students,11,113,10.6,55.8,26.5,7.1
2017,JUNIATA SHS,Algebra I,Historically Underperforming,11,39,5.1,33.3,46.2,15.4
2017,JUNIATA SHS,Biology,All Students,11,114,18.4,36.8,26.3,18.4
2017,JUNIATA SHS,Biology,Historically Underperforming,11,39,5.1,35.9,33.3,25.6
2017,JUNIATA SHS,Literature,All Students,11,113,1.8,73.5,19.5,5.3
2017,JUNIATA SHS,Literature,Historically Underperforming,11,39,0,64.1,25.6,10.3
2017,ABINGTON HEIGHTS HS,Algebra I,All Students,11,250,40.8,46.4,10.8,2
2017,ABINGTON HEIGHTS HS,Algebra I,Historically Underperforming,11,48,16.7,52.1,22.9,8.3
2017,ABINGTON HEIGHTS HS,Biology,All Students,11,256,52.7,32.4,10.2,4.7
2017,ABINGTON HEIGHTS HS,Biology,Historically Underperforming,11,53,22.6,35.8,18.9,22.6
2017,ABINGTON HEIGHTS HS,Literature,All Students,11,257,23.7,70,4.7,1.6
2017,ABINGTON HEIGHTS HS,Literature,Historically Underperforming,11,54,9.3,64.8,18.5,7.4
2017,CARBONDALE AREA JSHS,Algebra I,All Students,11,107,24.3,43,26.2,6.5
2017,CARBONDALE AREA JSHS,Algebra I,Historically Underperforming,11,63,15.9,39.7,33.3,11.1
2017,CARBONDALE AREA JSHS,Biology,All Students,11,109,29.4,39.4,18.3,12.8
2017,CARBONDALE AREA JSHS,Biology,Historically Underperforming,11,63,19,38.1,25.4,17.5
2017,CARBONDALE AREA JSHS,Literature,All Students,11,109,5.5,71.6,16.5,6.4
2017,CARBONDALE AREA JSHS,Literature,Historically Underperforming,11,63,1.6,66.7,22.2,9.5
2017,DUNMORE JSHS,Algebra I,All Students,11,115,22.6,44.3,22.6,10.4
2017,DUNMORE JSHS,Algebra I,Historically Underperforming,11,46,8.7,32.6,32.6,26.1
2017,DUNMORE JSHS,Biology,All Students,11,117,10.3,54.7,24.8,10.3
2017,DUNMORE JSHS,Biology,Historically Underperforming,11,47,6.4,44.7,27.7,21.3
2017,DUNMORE JSHS,Literature,All Students,11,117,2.6,76.1,15.4,6
2017,DUNMORE JSHS,Literature,Historically Underperforming,11,47,2.1,59.6,25.5,12.8
2017,LAKELAND JSHS,Algebra I,All Students,11,107,5.6,45.8,31.8,16.8
2017,LAKELAND JSHS,Algebra I,Historically Underperforming,11,39,5.1,30.8,33.3,30.8
2017,LAKELAND JSHS,Biology,All Students,11,112,18.8,42,17.9,21.4
2017,LAKELAND JSHS,Biology,Historically Underperforming,11,45,6.7,31.1,22.2,40
2017,LAKELAND JSHS,Literature,All Students,11,115,0,51.3,31.3,17.4
2017,LAKELAND JSHS,Literature,Historically Underperforming,11,47,0,36.2,27.7,36.2
2017,MID VALLEY SECONDARY CENTER,Algebra I,All Students,11,106,8.5,46.2,36.8,8.5
2017,MID VALLEY SECONDARY CENTER,Algebra I,Historically Underperforming,11,50,12,30,46,12
2017,MID VALLEY SECONDARY CENTER,Biology,All Students,11,103,33,44.7,15.5,6.8
2017,MID VALLEY SECONDARY CENTER,Biology,Historically Underperforming,11,47,23.4,42.6,25.5,8.5
2017,MID VALLEY SECONDARY CENTER,Literature,All Students,11,104,6.7,68.3,20.2,4.8
2017,MID VALLEY SECONDARY CENTER,Literature,Historically Underperforming,11,48,8.3,58.3,27.1,6.3
2017,NORTH POCONO HS,Algebra I,All Students,11,206,28.2,55.8,14.1,1.9
2017,NORTH POCONO HS,Algebra I,Historically Underperforming,11,74,20.3,50,24.3,5.4
2017,NORTH POCONO HS,Biology,All Students,11,213,39,47.4,11.7,1.9
2017,NORTH POCONO HS,Biology,Historically Underperforming,11,81,19.8,58,17.3,4.9
2017,NORTH POCONO HS,Literature,All Students,11,212,5.2,83.5,9.9,1.4
2017,NORTH POCONO HS,Literature,Historically Underperforming,11,80,3.8,73.8,18.8,3.8
2017,OLD FORGE JSHS,Algebra I,All Students,11,78,9,64.1,21.8,5.1
2017,OLD FORGE JSHS,Algebra I,Historically Underperforming,11,23,4.3,73.9,17.4,4.3
2017,OLD FORGE JSHS,Biology,All Students,11,81,29.6,37,23.5,9.9
2017,OLD FORGE JSHS,Biology,Historically Underperforming,11,25,20,28,40,12
2017,OLD FORGE JSHS,Literature,All Students,11,81,18.5,58,14.8,8.6
2017,OLD FORGE JSHS,Literature,Historically Underperforming,11,25,12,52,24,12
2017,RIVERSIDE JSHS,Algebra I,All Students,11,94,2.1,48.9,31.9,17
2017,RIVERSIDE JSHS,Algebra I,Historically Underperforming,11,45,0,35.6,40,24.4
2017,RIVERSIDE JSHS,Biology,All Students,11,95,12.6,31.6,30.5,25.3
2017,RIVERSIDE JSHS,Biology,Historically Underperforming,11,46,13,21.7,23.9,41.3
2017,RIVERSIDE JSHS,Literature,All Students,11,97,0,41.2,42.3,16.5
2017,RIVERSIDE JSHS,Literature,Historically Underperforming,11,47,0,36.2,34,29.8
2017,SCRANTON HS,Algebra I,All Students,11,375,8.8,41.3,33.6,16.3
2017,SCRANTON HS,Algebra I,Historically Underperforming,11,300,7.3,34.7,38,20
2017,SCRANTON HS,Biology,All Students,11,380,10.8,32.6,25,31.6
2017,SCRANTON HS,Biology,Historically Underperforming,11,305,7.9,26.2,28.2,37.7
2017,SCRANTON HS,Literature,All Students,11,380,3.7,56.6,24.2,15.5
2017,SCRANTON HS,Literature,Historically Underperforming,11,305,2.6,50.2,28.5,18.7
2017,WEST SCRANTON HS,Algebra I,All Students,11,207,5.3,40.1,30.9,23.7
2017,WEST SCRANTON HS,Algebra I,Historically Underperforming,11,151,5.3,31.1,33.8,29.8
2017,WEST SCRANTON HS,Biology,All Students,11,206,10.2,29.6,24.8,35.4
2017,WEST SCRANTON HS,Biology,Historically Underperforming,11,150,7.3,22.7,28,42
2017,WEST SCRANTON HS,Literature,All Students,11,207,1.9,53.6,25.6,18.8
2017,WEST SCRANTON HS,Literature,Historically Underperforming,11,151,0.7,46.4,29.1,23.8
2017,VALLEY VIEW HS,Algebra I,All Students,11,163,10.4,54.6,25.8,9.2
2017,VALLEY VIEW HS,Algebra I,Historically Underperforming,11,82,6.1,40.2,35.4,18.3
2017,VALLEY VIEW HS,Biology,All Students,11,165,30.9,43.6,18.2,7.3
2017,VALLEY VIEW HS,Biology,Historically Underperforming,11,84,23.8,34.5,28.6,13.1
2017,VALLEY VIEW HS,Literature,All Students,11,159,12.6,67.9,15.1,4.4
2017,VALLEY VIEW HS,Literature,Historically Underperforming,11,79,10.1,59.5,22.8,7.6
2017,COCALICO SHS,Algebra I,All Students,11,248,31.9,56.9,8.9,2.4
2017,COCALICO SHS,Algebra I,Historically Underperforming,11,74,23,52.7,18.9,5.4
2017,COCALICO SHS,Biology,All Students,11,261,36.4,45.2,13.8,4.6
2017,COCALICO SHS,Biology,Historically Underperforming,11,83,22.9,38.6,26.5,12
2017,COCALICO SHS,Literature,All Students,11,258,16.7,70.5,8.9,3.9
2017,COCALICO SHS,Literature,Historically Underperforming,11,80,15,51.3,21.3,12.5
2017,COLUMBIA HS,Algebra I,All Students,11,97,3.1,29.9,47.4,19.6
2017,COLUMBIA HS,Algebra I,Historically Underperforming,11,66,0,24.2,47,28.8
2017,COLUMBIA HS,Biology,All Students,11,96,7.3,16.7,39.6,36.5
2017,COLUMBIA HS,Biology,Historically Underperforming,11,65,4.6,7.7,36.9,50.8
2017,COLUMBIA HS,Literature,All Students,11,97,2.1,46.4,36.1,15.5
2017,COLUMBIA HS,Literature,Historically Underperforming,11,67,0,37.3,41.8,20.9
2017,CONESTOGA VALLEY SHS,Algebra I,All Students,11,305,39,47.5,12.5,1
2017,CONESTOGA VALLEY SHS,Algebra I,Historically Underperforming,11,131,23.7,55,19.1,2.3
2017,CONESTOGA VALLEY SHS,Biology,All Students,11,306,34,39.9,21.2,4.9
2017,CONESTOGA VALLEY SHS,Biology,Historically Underperforming,11,131,16,39.7,34.4,9.9
2017,CONESTOGA VALLEY SHS,Literature,All Students,11,310,19,68.1,12.3,0.6
2017,CONESTOGA VALLEY SHS,Literature,Historically Underperforming,11,134,6.7,68.7,23.1,1.5
2017,DONEGAL SHS,Algebra I,All Students,11,209,16.7,56.5,21.1,5.7
2017,DONEGAL SHS,Algebra I,Historically Underperforming,11,79,12.7,36.7,36.7,13.9
2017,DONEGAL SHS,Biology,All Students,11,212,29.2,43.4,16.5,10.8
2017,DONEGAL SHS,Biology,Historically Underperforming,11,82,13.4,36.6,25.6,24.4
2017,DONEGAL SHS,Literature,All Students,11,213,13.1,66.7,13.6,6.6
2017,DONEGAL SHS,Literature,Historically Underperforming,11,82,6.1,53.7,24.4,15.9
2017,GARDEN SPOT SHS,Algebra I,All Students,11,220,31.4,48.2,16.8,3.6
2017,GARDEN SPOT SHS,Algebra I,Historically Underperforming,11,74,20.3,45.9,25.7,8.1
2017,GARDEN SPOT SHS,Biology,All Students,11,218,36.2,42.2,15.1,6.4
2017,GARDEN SPOT SHS,Biology,Historically Underperforming,11,74,18.9,47.3,18.9,14.9
2017,GARDEN SPOT SHS,Literature,All Students,11,221,22.6,62,12.7,2.7
2017,GARDEN SPOT SHS,Literature,Historically Underperforming,11,73,12.3,56.2,23.3,8.2
2017,ELIZABETHTOWN AREA S,Algebra I,All Students,11,302,26.5,50.3,19.9,3.3
2017,ELIZABETHTOWN AREA S,Algebra I,Historically Underperforming,11,83,15.7,39.8,34.9,9.6
2017,ELIZABETHTOWN AREA S,Biology,All Students,11,298,33.6,43.6,15.4,7.4
2017,ELIZABETHTOWN AREA S,Biology,Historically Underperforming,11,82,17.1,42.7,24.4,15.9
2017,ELIZABETHTOWN AREA S,Literature,All Students,11,301,15.3,67.8,13.6,3.3
2017,ELIZABETHTOWN AREA S,Literature,Historically Underperforming,11,82,3.7,64.6,22,9.8
2017,EPHRATA SHS,Algebra I,All Students,11,275,38.5,44.7,13.1,3.6
2017,EPHRATA SHS,Algebra I,Historically Underperforming,11,127,22.8,44.9,24.4,7.9
2017,EPHRATA SHS,Biology,All Students,11,274,31.8,33.2,23.7,11.3
2017,EPHRATA SHS,Biology,Historically Underperforming,11,126,15.1,31.7,31.7,21.4
2017,EPHRATA SHS,Literature,All Students,11,274,8,73.7,12.8,5.5
2017,EPHRATA SHS,Literature,Historically Underperforming,11,126,3.2,63.5,21.4,11.9
2017,HEMPFIELD SHS,Algebra I,All Students,11,500,53.4,26.8,16.8,3
2017,HEMPFIELD SHS,Algebra I,Historically Underperforming,11,173,27.2,28.9,35.3,8.7
2017,HEMPFIELD SHS,Biology,All Students,11,500,46.6,32.4,15.2,5.8
2017,HEMPFIELD SHS,Biology,Historically Underperforming,11,174,20.1,37.9,25.9,16.1
2017,HEMPFIELD SHS,Literature,All Students,11,499,22.8,59.9,15,2.2
2017,HEMPFIELD SHS,Literature,Historically Underperforming,11,172,7.6,56.4,29.7,6.4
2017,LA ACADEMIA CS,Algebra I,All Students,11,25,0,12,64,24
2017,LA ACADEMIA CS,Algebra I,Historically Underperforming,11,25,0,12,64,24
2017,LA ACADEMIA CS,Biology,All Students,11,26,0,3.8,34.6,61.5
2017,LA ACADEMIA CS,Biology,Historically Underperforming,11,26,0,3.8,34.6,61.5
2017,LA ACADEMIA CS,Literature,All Students,11,25,0,36,44,20
2017,LA ACADEMIA CS,Literature,Historically Underperforming,11,25,0,36,44,20
2017,LAMPETER-STRASBURG SHS,Algebra I,All Students,11,261,49.4,39.5,8.4,2.7
2017,LAMPETER-STRASBURG SHS,Algebra I,Historically Underperforming,11,65,26.2,38.5,27.7,7.7
2017,LAMPETER-STRASBURG SHS,Biology,All Students,11,260,45.4,38.1,13.8,2.7
2017,LAMPETER-STRASBURG SHS,Biology,Historically Underperforming,11,64,20.3,40.6,28.1,10.9
2017,LAMPETER-STRASBURG SHS,Literature,All Students,11,260,20,65.8,12.3,1.9
2017,LAMPETER-STRASBURG SHS,Literature,Historically Underperforming,11,64,14.1,50,28.1,7.8
2017,MCCASKEY CAMPUSES,Algebra I,All Students,11,491,10.8,32.2,34.2,22.8
2017,MCCASKEY CAMPUSES,Algebra I,Historically Underperforming,11,444,8.1,31.3,35.6,25
2017,MCCASKEY CAMPUSES,Biology,All Students,11,491,11.8,25.1,28.7,34.4
2017,MCCASKEY CAMPUSES,Biology,Historically Underperforming,11,446,8.7,24.9,29.1,37.2
2017,MCCASKEY CAMPUSES,Literature,All Students,11,492,4.5,51.6,28.5,15.4
2017,MCCASKEY CAMPUSES,Literature,Historically Underperforming,11,446,2.7,50.4,30.3,16.6
2017,PHOENIX ACADEMY,Algebra I,All Students,11,32,0,12.5,31.3,56.3
2017,PHOENIX ACADEMY,Algebra I,Historically Underperforming,11,32,0,12.5,31.3,56.3
2017,PHOENIX ACADEMY,Biology,All Students,11,25,0,12,28,60
2017,PHOENIX ACADEMY,Biology,Historically Underperforming,11,25,0,12,28,60
2017,PHOENIX ACADEMY,Literature,All Students,11,33,0,21.2,39.4,39.4
2017,PHOENIX ACADEMY,Literature,Historically Underperforming,11,33,0,21.2,39.4,39.4
2017,MANHEIM CENTRAL SHS,Algebra I,All Students,11,219,21.5,58,17.4,3.2
2017,MANHEIM CENTRAL SHS,Algebra I,Historically Underperforming,11,71,11.3,50.7,29.6,8.5
2017,MANHEIM CENTRAL SHS,Biology,All Students,11,224,49.6,33,12.5,4.9
2017,MANHEIM CENTRAL SHS,Biology,Historically Underperforming,11,71,36.6,35.2,16.9,11.3
2017,MANHEIM CENTRAL SHS,Literature,All Students,11,224,12.9,71.4,13.4,2.2
2017,MANHEIM CENTRAL SHS,Literature,Historically Underperforming,11,71,7,64.8,21.1,7
2017,MANHEIM TWP HS,Algebra I,All Students,11,435,34.3,47.6,14.7,3.4
2017,MANHEIM TWP HS,Algebra I,Historically Underperforming,11,115,20.9,36.5,29.6,13
2017,MANHEIM TWP HS,Biology,All Students,11,429,39.4,38.2,14.2,8.2
2017,MANHEIM TWP HS,Biology,Historically Underperforming,11,112,20.5,32.1,21.4,25.9
2017,MANHEIM TWP HS,Literature,All Students,11,427,13.6,74.2,8.2,4
2017,MANHEIM TWP HS,Literature,Historically Underperforming,11,111,4.5,61.3,18.9,15.3
2017,PENN MANOR HS,Algebra I,All Students,11,389,25.2,58.1,13.4,3.3
2017,PENN MANOR HS,Algebra I,Historically Underperforming,11,186,17.2,53.2,22.6,7
2017,PENN MANOR HS,Biology,All Students,11,387,37.2,44.4,12.4,5.9
2017,PENN MANOR HS,Biology,Historically Underperforming,11,184,21.2,46.7,20.7,11.4
2017,PENN MANOR HS,Literature,All Students,11,389,5.1,79.9,11.1,3.9
2017,PENN MANOR HS,Literature,Historically Underperforming,11,185,2.2,71.9,18.4,7.6
2017,PEQUEA VALLEY HS,Algebra I,All Students,11,126,19.8,43.7,27.8,8.7
2017,PEQUEA VALLEY HS,Algebra I,Historically Underperforming,11,68,10.3,41.2,32.4,16.2
2017,PEQUEA VALLEY HS,Biology,All Students,11,127,27.6,30.7,21.3,20.5
2017,PEQUEA VALLEY HS,Biology,Historically Underperforming,11,70,14.3,32.9,21.4,31.4
2017,PEQUEA VALLEY HS,Literature,All Students,11,126,9.5,53.2,23,14.3
2017,PEQUEA VALLEY HS,Literature,Historically Underperforming,11,69,5.8,46.4,23.2,24.6
2017,SOLANCO HS,Algebra I,All Students,11,291,14.8,54,24.1,7.2
2017,SOLANCO HS,Algebra I,Historically Underperforming,11,109,6.4,42.2,33.9,17.4
2017,SOLANCO HS,Biology,All Students,11,281,35.9,30.2,15.7,18.1
2017,SOLANCO HS,Biology,Historically Underperforming,11,101,20.8,24.8,18.8,35.6
2017,SOLANCO HS,Literature,All Students,11,288,1.7,67,22.9,8.3
2017,SOLANCO HS,Literature,Historically Underperforming,11,106,0,43.4,34,22.6
2017,WARWICK SHS,Algebra I,All Students,11,336,30.1,46.4,16.4,7.1
2017,WARWICK SHS,Algebra I,Historically Underperforming,11,114,17.5,30.7,31.6,20.2
2017,WARWICK SHS,Biology,All Students,11,336,42.9,26.2,17.3,13.7
2017,WARWICK SHS,Biology,Historically Underperforming,11,114,21.9,21.1,23.7,33.3
2017,WARWICK SHS,Literature,All Students,11,336,6.8,72.3,16.7,4.2
2017,WARWICK SHS,Literature,Historically Underperforming,11,114,4.4,51.8,31.6,12.3
2017,LINCOLN JSHS,Algebra I,All Students,11,113,15.9,61.1,16.8,6.2
2017,LINCOLN JSHS,Algebra I,Historically Underperforming,11,41,19.5,46.3,22,12.2
2017,LINCOLN JSHS,Biology,All Students,11,113,34.5,39.8,17.7,8
2017,LINCOLN JSHS,Biology,Historically Underperforming,11,41,36.6,26.8,19.5,17.1
2017,LINCOLN JSHS,Literature,All Students,11,112,4.5,75.9,17,2.7
2017,LINCOLN JSHS,Literature,Historically Underperforming,11,40,2.5,70,20,7.5
2017,LAUREL JSHS,Algebra I,All Students,11,89,14.6,64,18,3.4
2017,LAUREL JSHS,Algebra I,Historically Underperforming,11,27,7.4,59.3,25.9,7.4
2017,LAUREL JSHS,Biology,All Students,11,89,37.1,52.8,6.7,3.4
2017,LAUREL JSHS,Biology,Historically Underperforming,11,27,25.9,44.4,22.2,7.4
2017,LAUREL JSHS,Literature,All Students,11,89,7.9,80.9,7.9,3.4
2017,LAUREL JSHS,Literature,Historically Underperforming,11,27,7.4,70.4,14.8,7.4
2017,LAWRENCE CO AVTS,Algebra I,All Students,11,135,3.7,25.2,54.8,16.3
2017,LAWRENCE CO AVTS,Algebra I,Historically Underperforming,11,107,3.7,22.4,56.1,17.8
2017,LAWRENCE CO AVTS,Biology,All Students,11,134,5.2,30.6,37.3,26.9
2017,LAWRENCE CO AVTS,Biology,Historically Underperforming,11,106,5.7,28.3,40.6,25.5
2017,LAWRENCE CO AVTS,Literature,All Students,11,135,0.7,43.7,45.2,10.4
2017,LAWRENCE CO AVTS,Literature,Historically Underperforming,11,107,0.9,41.1,48.6,9.3
2017,MOHAWK JSHS,Algebra I,All Students,11,109,6.4,76.1,14.7,2.8
2017,MOHAWK JSHS,Algebra I,Historically Underperforming,11,30,6.7,60,26.7,6.7
