Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2021,PENN CAMBRIA HS,Algebra I,All Students,11,119,31.1,37,30.3,1.7
2021,PENN CAMBRIA HS,Algebra I,Historically Underperforming,11,37,27,16.2,51.4,5.4
2021,PORTAGE AREA JSHS,Algebra I,All Students,11,69,34.8,30.4,24.6,10.1
2021,PORTAGE AREA JSHS,Algebra I,Historically Underperforming,11,30,26.7,20,33.3,20
2021,RICHLAND HS,Algebra I,All Students,11,108,45.4,34.3,15.7,4.6
2021,RICHLAND HS,Algebra I,Historically Underperforming,11,37,32.4,29.7,24.3,13.5
2021,RICHLAND HS,Biology,All Students,11,24,58.3,37.5,4.2,0
2021,RICHLAND HS,Literature,All Students,11,106,17,70.8,5.7,6.6
2021,RICHLAND HS,Literature,Historically Underperforming,11,36,11.1,61.1,8.3,19.4
2021,WESTMONT HILLTOP JSHS,Algebra I,All Students,11,121,18.2,38.8,32.2,10.7
2021,WESTMONT HILLTOP JSHS,Algebra I,Historically Underperforming,11,41,9.8,34.1,34.1,22
2021,WESTMONT HILLTOP JSHS,Biology,All Students,11,53,45.3,39.6,15.1,0
2021,CAMERON COUNTY JSHS,Algebra I,All Students,11,24,0,29.2,41.7,29.2
2021,CAMERON COUNTY JSHS,Algebra I,Historically Underperforming,11,19,0,26.3,36.8,36.8
2021,CAMERON COUNTY JSHS,Biology,All Students,11,32,3.1,40.6,40.6,15.6
2021,CAMERON COUNTY JSHS,Biology,Historically Underperforming,11,23,4.3,26.1,47.8,21.7
2021,CAMERON COUNTY JSHS,Literature,All Students,11,33,0,42.4,45.5,12.1
2021,CAMERON COUNTY JSHS,Literature,Historically Underperforming,11,24,0,37.5,45.8,16.7
2021,CARBON CAREER & TECHNICAL INSTITUTE,Algebra I,All Students,11,101,12.9,34.7,42.6,9.9
2021,CARBON CAREER & TECHNICAL INSTITUTE,Algebra I,Historically Underperforming,11,51,9.8,35.3,43.1,11.8
2021,CARBON CAREER & TECHNICAL INSTITUTE,Biology,All Students,11,16,12.5,37.5,31.3,18.8
2021,JIM THORPE AREA HS,Algebra I,All Students,11,109,10.1,52.3,30.3,7.3
2021,JIM THORPE AREA HS,Algebra I,Historically Underperforming,11,42,11.9,45.2,23.8,19
2021,JIM THORPE AREA HS,Biology,All Students,11,34,11.8,11.8,32.4,44.1
2021,JIM THORPE AREA HS,Biology,Historically Underperforming,11,24,4.2,8.3,25,62.5
2021,LEHIGHTON AREA HS,Algebra I,All Students,11,108,25,39.8,28.7,6.5
2021,LEHIGHTON AREA HS,Algebra I,Historically Underperforming,11,38,15.8,42.1,31.6,10.5
2021,LEHIGHTON AREA HS,Biology,All Students,11,37,73,18.9,5.4,2.7
2021,PALMERTON AREA HS,Algebra I,All Students,11,89,42.7,28.1,25.8,3.4
2021,PALMERTON AREA HS,Algebra I,Historically Underperforming,11,16,18.8,37.5,31.3,12.5
2021,PANTHER VALLEY JSHS,Algebra I,All Students,11,50,2,26,46,26
2021,PANTHER VALLEY JSHS,Algebra I,Historically Underperforming,11,19,5.3,15.8,47.4,31.6
2021,PANTHER VALLEY JSHS,Biology,All Students,11,50,8,38,30,24
2021,PANTHER VALLEY JSHS,Biology,Historically Underperforming,11,17,0,29.4,35.3,35.3
2021,WEATHERLY AREA SHS,Algebra I,All Students,11,26,3.8,46.2,26.9,23.1
2021,WEATHERLY AREA SHS,Algebra I,Historically Underperforming,11,16,0,37.5,31.3,31.3
2021,WEATHERLY AREA SHS,Biology,All Students,11,25,16,48,28,8
2021,WEATHERLY AREA SHS,Biology,Historically Underperforming,11,15,0,53.3,33.3,13.3
2021,BALD EAGLE AREA JSHS,Algebra I,All Students,11,120,33.3,51.7,10,5
2021,BALD EAGLE AREA JSHS,Algebra I,Historically Underperforming,11,46,15.2,56.5,15.2,13
2021,BALD EAGLE AREA JSHS,Biology,All Students,11,120,33.3,46.7,17.5,2.5
2021,BALD EAGLE AREA JSHS,Biology,Historically Underperforming,11,46,26.1,41.3,26.1,6.5
2021,BALD EAGLE AREA JSHS,Literature,All Students,11,27,22.2,48.1,7.4,22.2
2021,BELLEFONTE AREA HS,Algebra I,All Students,11,180,36.1,37.8,19.4,6.7
2021,BELLEFONTE AREA HS,Algebra I,Historically Underperforming,11,55,20,29.1,29.1,21.8
2021,BELLEFONTE AREA HS,Biology,All Students,11,77,48.1,44.2,2.6,5.2
2021,BELLEFONTE AREA HS,Biology,Historically Underperforming,11,11,36.4,27.3,9.1,27.3
2021,PENNS VALLEY AREA JSHS,Algebra I,All Students,11,104,19.2,40.4,35.6,4.8
2021,PENNS VALLEY AREA JSHS,Algebra I,Historically Underperforming,11,34,11.8,26.5,47.1,14.7
2021,PENNS VALLEY AREA JSHS,Biology,All Students,11,43,27.9,30.2,34.9,7
2021,PENNS VALLEY AREA JSHS,Biology,Historically Underperforming,11,18,11.1,22.2,50,16.7
2021,STATE COLLEGE AREA HS,Algebra I,All Students,11,470,61.7,28.9,7.2,2.1
2021,STATE COLLEGE AREA HS,Algebra I,Historically Underperforming,11,115,46.1,27.8,19.1,7
2021,STATE COLLEGE AREA HS,Biology,All Students,11,50,90,6,2,2
2021,21ST CENTURY CYBER CS,Algebra I,All Students,11,239,22.2,29.7,31.8,16.3
2021,21ST CENTURY CYBER CS,Algebra I,Historically Underperforming,11,52,5.8,13.5,34.6,46.2
2021,21ST CENTURY CYBER CS,Biology,All Students,11,127,15.7,37.8,28.3,18.1
2021,21ST CENTURY CYBER CS,Biology,Historically Underperforming,11,30,6.7,13.3,33.3,46.7
2021,21ST CENTURY CYBER CS,Literature,All Students,11,68,0,41.2,36.8,22.1
2021,21ST CENTURY CYBER CS,Literature,Historically Underperforming,11,27,0,14.8,40.7,44.4
2021,ACHIEVEMENT HOUSE CS,Algebra I,All Students,11,97,11.3,17.5,36.1,35.1
2021,ACHIEVEMENT HOUSE CS,Algebra I,Historically Underperforming,11,61,9.8,14.8,36.1,39.3
2021,ACHIEVEMENT HOUSE CS,Biology,All Students,11,65,6.2,16.9,36.9,40
2021,ACHIEVEMENT HOUSE CS,Biology,Historically Underperforming,11,42,7.1,7.1,38.1,47.6
2021,ACHIEVEMENT HOUSE CS,Literature,All Students,11,34,0,20.6,47.1,32.4
2021,ACHIEVEMENT HOUSE CS,Literature,Historically Underperforming,11,21,0,14.3,52.4,33.3
2021,AGORA CYBER CS,Algebra I,All Students,11,276,8.7,20.7,42.4,28.3
2021,AGORA CYBER CS,Algebra I,Historically Underperforming,11,140,7.1,14.3,45,33.6
2021,AGORA CYBER CS,Biology,All Students,11,138,10.9,23.9,31.9,33.3
2021,AGORA CYBER CS,Biology,Historically Underperforming,11,79,5.1,21.5,26.6,46.8
2021,AGORA CYBER CS,Literature,All Students,11,80,1.3,31.3,46.3,21.3
2021,AGORA CYBER CS,Literature,Historically Underperforming,11,57,0,29.8,43.9,26.3
2021,AVON GROVE CS,Algebra I,All Students,11,83,24.1,42.2,31.3,2.4
2021,AVON GROVE CS,Algebra I,Historically Underperforming,11,31,12.9,41.9,41.9,3.2
2021,AVON GROVE CS,Biology,All Students,11,84,38.1,41.7,16.7,3.6
2021,AVON GROVE CS,Biology,Historically Underperforming,11,30,33.3,33.3,26.7,6.7
2021,AVON GROVE HS,Algebra I,All Students,11,378,49.7,31.7,14,4.5
2021,AVON GROVE HS,Algebra I,Historically Underperforming,11,109,17.4,38.5,30.3,13.8
2021,AVON GROVE HS,Biology,All Students,11,83,72.3,25.3,0,2.4
2021,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,All Students,11,13,15.4,23.1,38.5,23.1
2021,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,Historically Underperforming,11,12,16.7,16.7,41.7,25
2021,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Biology,All Students,11,11,18.2,27.3,18.2,36.4
2021,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,All Students,11,29,6.9,20.7,20.7,51.7
2021,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,Historically Underperforming,11,18,0,16.7,16.7,66.7
2021,COATESVILLE AREA SD CYBER ACADEMY,Biology,All Students,11,22,13.6,13.6,13.6,59.1
2021,COATESVILLE AREA SD CYBER ACADEMY,Biology,Historically Underperforming,11,13,0,15.4,15.4,69.2
2021,COATESVILLE AREA SHS,Algebra I,All Students,11,404,14.1,19.8,37.1,29
2021,COATESVILLE AREA SHS,Algebra I,Historically Underperforming,11,207,5.3,12.1,39.1,43.5
2021,COATESVILLE AREA SHS,Biology,All Students,11,388,10.8,24.5,28.4,36.3
2021,COATESVILLE AREA SHS,Biology,Historically Underperforming,11,198,3.5,17.2,25.3,54
2021,COATESVILLE AREA SHS,Literature,All Students,11,12,0,16.7,16.7,66.7
2021,COATESVILLE AREA SHS,Literature,Historically Underperforming,11,11,0,18.2,18.2,63.6
2021,COLLEGIUM CS,Algebra I,All Students,11,135,24.4,21.5,38.5,15.6
2021,COLLEGIUM CS,Algebra I,Historically Underperforming,11,67,13.4,16.4,43.3,26.9
2021,COLLEGIUM CS,Biology,All Students,11,64,42.2,40.6,12.5,4.7
2021,COLLEGIUM CS,Biology,Historically Underperforming,11,20,50,20,15,15
2021,DOWNINGTOWN HS EAST CAMPUS,Algebra I,All Students,11,391,28.9,51.7,16.9,2.6
2021,DOWNINGTOWN HS EAST CAMPUS,Algebra I,Historically Underperforming,11,101,11.9,46.5,32.7,8.9
2021,DOWNINGTOWN HS EAST CAMPUS,Biology,All Students,11,385,40.5,40.8,15.3,3.4
2021,DOWNINGTOWN HS EAST CAMPUS,Biology,Historically Underperforming,11,98,18.4,36.7,33.7,11.2
2021,DOWNINGTOWN HS WEST CAMPUS,Algebra I,All Students,11,389,27.2,49.9,20.8,2.1
2021,DOWNINGTOWN HS WEST CAMPUS,Algebra I,Historically Underperforming,11,102,16.7,38.2,39.2,5.9
2021,DOWNINGTOWN HS WEST CAMPUS,Biology,All Students,11,373,39.4,46.1,13.9,0.5
2021,DOWNINGTOWN HS WEST CAMPUS,Biology,Historically Underperforming,11,98,21.4,49,27.6,2
2021,DOWNINGTOWN STEM ACADEMY,Algebra I,All Students,11,194,74.7,25.3,0,0
2021,DOWNINGTOWN STEM ACADEMY,Algebra I,Historically Underperforming,11,14,64.3,35.7,0,0
2021,GREAT VALLEY HS,Algebra I,All Students,11,305,63.9,24.6,8.2,3.3
2021,GREAT VALLEY HS,Algebra I,Historically Underperforming,11,67,32.8,31.3,22.4,13.4
2021,GREAT VALLEY HS,Biology,All Students,11,316,67.7,23.1,4.1,5.1
2021,GREAT VALLEY HS,Biology,Historically Underperforming,11,75,34.7,33.3,12,20
2021,INSIGHT PA CYBER CS,Algebra I,All Students,11,131,6.1,19.1,41.2,33.6
2021,INSIGHT PA CYBER CS,Algebra I,Historically Underperforming,11,56,5.4,14.3,35.7,44.6
2021,INSIGHT PA CYBER CS,Biology,All Students,11,106,2.8,16,37.7,43.4
2021,INSIGHT PA CYBER CS,Biology,Historically Underperforming,11,48,0,8.3,39.6,52.1
2021,INSIGHT PA CYBER CS,Literature,All Students,11,87,2.3,28.7,46,23
2021,INSIGHT PA CYBER CS,Literature,Historically Underperforming,11,37,0,18.9,48.6,32.4
2021,KENNETT HS,Algebra I,All Students,11,311,32.5,26.7,32.2,8.7
2021,KENNETT HS,Algebra I,Historically Underperforming,11,135,14.8,22.2,45.2,17.8
2021,KENNETT HS,Biology,All Students,11,29,6.9,20.7,20.7,51.7
2021,KENNETT HS,Biology,Historically Underperforming,11,24,0,16.7,20.8,62.5
2021,KENNETT HS,Literature,All Students,11,23,0,21.7,47.8,30.4
2021,KENNETT HS,Literature,Historically Underperforming,11,21,0,14.3,52.4,33.3
2021,OCTORARA AREA JSHS,Algebra I,All Students,11,130,23.1,48.5,24.6,3.8
2021,OCTORARA AREA JSHS,Algebra I,Historically Underperforming,11,43,16.3,48.8,25.6,9.3
2021,OCTORARA AREA JSHS,Biology,All Students,11,149,14.8,31.5,36.2,17.4
2021,OCTORARA AREA JSHS,Biology,Historically Underperforming,11,62,9.7,17.7,43.5,29
2021,OWEN J ROBERTS HS,Algebra I,All Students,11,384,39.6,37.5,18.8,4.2
2021,OWEN J ROBERTS HS,Algebra I,Historically Underperforming,11,114,22.8,31.6,34.2,11.4
2021,OWEN J ROBERTS HS,Biology,All Students,11,49,71.4,10.2,6.1,12.2
2021,OWEN J ROBERTS HS,Biology,Historically Underperforming,11,17,41.2,5.9,17.6,35.3
2021,OWEN J ROBERTS HS,Literature,All Students,11,13,0,23.1,23.1,53.8
2021,OWEN J ROBERTS HS,Literature,Historically Underperforming,11,13,0,23.1,23.1,53.8
2021,OXFORD AREA HS,Algebra I,All Students,11,274,19.3,21.5,41.2,17.9
2021,OXFORD AREA HS,Algebra I,Historically Underperforming,11,109,8.3,15.6,42.2,33.9
2021,OXFORD AREA HS,Biology,All Students,11,285,18.2,35.4,28.4,17.9
2021,OXFORD AREA HS,Biology,Historically Underperforming,11,120,7.5,26.7,32.5,33.3
2021,PENNSYLVANIA LEADERSHIP CS,Algebra I,All Students,11,280,32.9,33.2,26.8,7.1
2021,PENNSYLVANIA LEADERSHIP CS,Algebra I,Historically Underperforming,11,120,20,30.8,34.2,15
2021,PENNSYLVANIA LEADERSHIP CS,Biology,All Students,11,158,49.4,26.6,18.4,5.7
2021,PENNSYLVANIA LEADERSHIP CS,Biology,Historically Underperforming,11,51,29.4,23.5,31.4,15.7
2021,PENNSYLVANIA LEADERSHIP CS,Literature,All Students,11,42,2.4,64.3,19,14.3
2021,PENNSYLVANIA LEADERSHIP CS,Literature,Historically Underperforming,11,29,0,55.2,24.1,20.7
2021,PHOENIXVILLE AREA HS,Algebra I,All Students,11,259,31.3,48.6,17.4,2.7
2021,PHOENIXVILLE AREA HS,Algebra I,Historically Underperforming,11,73,15.1,39.7,38.4,6.8
2021,PHOENIXVILLE AREA HS,Biology,All Students,11,16,31.3,0,31.3,37.5
2021,PHOENIXVILLE AREA HS,Biology,Historically Underperforming,11,11,0,0,45.5,54.5
2021,RENAISSANCE ACADEMY CS,Algebra I,All Students,11,49,44.9,51,0,4.1
2021,RENAISSANCE ACADEMY CS,Biology,All Students,11,41,63.4,26.8,9.8,0
2021,CONESTOGA SHS,Algebra I,All Students,11,526,68.4,24,7,0.6
2021,CONESTOGA SHS,Algebra I,Historically Underperforming,11,97,40.2,35.1,21.6,3.1
2021,CONESTOGA SHS,Biology,All Students,11,536,63.1,27.2,7.3,2.4
2021,CONESTOGA SHS,Biology,Historically Underperforming,11,106,39.6,30.2,19.8,10.4
2021,UNIONVILLE HS,Algebra I,All Students,11,311,53.7,39.9,6.1,0.3
2021,UNIONVILLE HS,Algebra I,Historically Underperforming,11,49,38.8,44.9,16.3,0
2021,UNIONVILLE HS,Biology,All Students,11,316,70.3,23.7,5.7,0.3
2021,UNIONVILLE HS,Biology,Historically Underperforming,11,50,54,28,18,0
2021,WEST CHESTER BAYARD RUSTIN HS,Algebra I,All Students,11,279,36.9,45.2,17.6,0.4
2021,WEST CHESTER BAYARD RUSTIN HS,Algebra I,Historically Underperforming,11,55,20,49.1,30.9,0
2021,WEST CHESTER BAYARD RUSTIN HS,Biology,All Students,11,289,43.3,30.4,21.5,4.8
2021,WEST CHESTER BAYARD RUSTIN HS,Biology,Historically Underperforming,11,67,22.4,26.9,32.8,17.9
2021,WEST CHESTER EAST HS,Algebra I,All Students,11,269,52.4,33.8,13.4,0.4
2021,WEST CHESTER EAST HS,Algebra I,Historically Underperforming,11,68,27.9,42.6,27.9,1.5
2021,WEST CHESTER EAST HS,Biology,All Students,11,282,45.7,34.8,16,3.5
2021,WEST CHESTER EAST HS,Biology,Historically Underperforming,11,79,24.1,36.7,27.8,11.4
2021,WEST CHESTER HENDERSON HS,Algebra I,All Students,11,322,40.7,40.1,16.8,2.5
2021,WEST CHESTER HENDERSON HS,Algebra I,Historically Underperforming,11,52,23.1,38.5,28.8,9.6
2021,WEST CHESTER HENDERSON HS,Biology,All Students,11,335,44.5,34.9,15.2,5.4
2021,WEST CHESTER HENDERSON HS,Biology,Historically Underperforming,11,69,20.3,29,27.5,23.2
2021,ALLEGHENY-CLARION VALLEY HS,Algebra I,All Students,11,18,22.2,66.7,0,11.1
2021,ALLEGHENY-CLARION VALLEY HS,Biology,All Students,11,27,33.3,48.1,18.5,0
2021,CLARION AREA JSHS,Algebra I,All Students,11,41,29.3,41.5,24.4,4.9
2021,CLARION AREA JSHS,Algebra I,Historically Underperforming,11,12,50,8.3,25,16.7
2021,CLARION AREA JSHS,Biology,All Students,11,53,28.3,34,28.3,9.4
2021,CLARION AREA JSHS,Biology,Historically Underperforming,11,21,23.8,19,33.3,23.8
2021,CLARION-LIMESTONE AREA JSHS,Algebra I,All Students,11,60,31.7,61.7,6.7,0
2021,CLARION-LIMESTONE AREA JSHS,Algebra I,Historically Underperforming,11,15,26.7,53.3,20,0
2021,CLARION-LIMESTONE AREA JSHS,Biology,All Students,11,56,44.6,44.6,8.9,1.8
2021,CLARION-LIMESTONE AREA JSHS,Biology,Historically Underperforming,11,13,23.1,46.2,23.1,7.7
2021,KEYSTONE JSHS,Algebra I,All Students,11,37,13.5,40.5,37.8,8.1
2021,KEYSTONE JSHS,Biology,All Students,11,59,6.8,23.7,52.5,16.9
2021,KEYSTONE JSHS,Biology,Historically Underperforming,11,24,0,8.3,70.8,20.8
2021,NORTH CLARION CO JSHS,Algebra I,All Students,11,39,43.6,53.8,2.6,0
2021,NORTH CLARION CO JSHS,Algebra I,Historically Underperforming,11,17,47.1,47.1,5.9,0
2021,NORTH CLARION CO JSHS,Biology,All Students,11,38,28.9,55.3,15.8,0
2021,NORTH CLARION CO JSHS,Biology,Historically Underperforming,11,16,37.5,43.8,18.8,0
2021,REDBANK VALLEY HS,Algebra I,All Students,11,70,15.7,42.9,37.1,4.3
2021,REDBANK VALLEY HS,Algebra I,Historically Underperforming,11,33,12.1,36.4,42.4,9.1
2021,REDBANK VALLEY HS,Biology,All Students,11,30,40,30,3.3,26.7
2021,REDBANK VALLEY HS,Literature,All Students,11,51,5.9,56.9,25.5,11.8
2021,REDBANK VALLEY HS,Literature,Historically Underperforming,11,26,0,50,30.8,19.2
2021,UNION HS,Algebra I,All Students,11,25,16,44,36,4
2021,UNION HS,Algebra I,Historically Underperforming,11,11,9.1,27.3,54.5,9.1
2021,UNION HS,Biology,All Students,11,37,21.6,21.6,27,29.7
2021,UNION HS,Biology,Historically Underperforming,11,21,9.5,19,23.8,47.6
2021,CLEARFIELD AREA JSHS,Algebra I,All Students,11,161,14.3,36,39.1,10.6
2021,CLEARFIELD AREA JSHS,Algebra I,Historically Underperforming,11,79,2.5,32.9,44.3,20.3
2021,CLEARFIELD AREA JSHS,Biology,All Students,11,156,22.4,33.3,28.2,16
2021,CLEARFIELD AREA JSHS,Biology,Historically Underperforming,11,76,7.9,32.9,39.5,19.7
2021,CURWENSVILLE AREA JSHS,Algebra I,All Students,11,79,20.3,24.1,41.8,13.9
2021,CURWENSVILLE AREA JSHS,Algebra I,Historically Underperforming,11,46,13,19.6,45.7,21.7
2021,DUBOIS AREA SHS,Algebra I,All Students,11,179,36.3,36.9,15.6,11.2
2021,DUBOIS AREA SHS,Algebra I,Historically Underperforming,11,75,24,32,22.7,21.3
2021,DUBOIS AREA SHS,Biology,All Students,11,74,64.9,25.7,8.1,1.4
2021,DUBOIS AREA SHS,Biology,Historically Underperforming,11,16,62.5,12.5,18.8,6.3
2021,GLENDALE JSHS,Algebra I,All Students,11,51,25.5,43.1,27.5,3.9
2021,GLENDALE JSHS,Algebra I,Historically Underperforming,11,23,21.7,39.1,30.4,8.7
2021,HARMONY AREA JSHS,Algebra I,All Students,11,16,37.5,25,18.8,18.8
2021,HARMONY AREA JSHS,Literature,All Students,11,16,18.8,43.8,31.3,6.3
2021,MOSHANNON VALLEY JSHS,Algebra I,All Students,11,64,9.4,37.5,42.2,10.9
2021,MOSHANNON VALLEY JSHS,Algebra I,Historically Underperforming,11,27,7.4,22.2,48.1,22.2
2021,MOSHANNON VALLEY JSHS,Biology,All Students,11,61,8.2,39.3,39.3,13.1
2021,MOSHANNON VALLEY JSHS,Biology,Historically Underperforming,11,24,0,25,58.3,16.7
2021,PHILIPSBURG-OSCEOLA AREA HS,Algebra I,All Students,11,66,25.8,39.4,31.8,3
2021,PHILIPSBURG-OSCEOLA AREA HS,Algebra I,Historically Underperforming,11,13,7.7,38.5,46.2,7.7
2021,WEST BRANCH AREA HS,Algebra I,All Students,11,74,13.5,33.8,44.6,8.1
2021,WEST BRANCH AREA HS,Algebra I,Historically Underperforming,11,31,6.5,19.4,58.1,16.1
2021,WEST BRANCH AREA HS,Biology,All Students,11,31,51.6,41.9,3.2,3.2
2021,BUCKTAIL HS,Algebra I,All Students,11,32,12.5,34.4,40.6,12.5
2021,BUCKTAIL HS,Algebra I,Historically Underperforming,11,21,4.8,23.8,52.4,19
2021,CENTRAL MOUNTAIN HS,Algebra I,All Students,11,171,33.3,42.1,22.2,2.3
2021,CENTRAL MOUNTAIN HS,Algebra I,Historically Underperforming,11,74,23,43.2,29.7,4.1
2021,CENTRAL MOUNTAIN HS,Biology,All Students,11,40,72.5,22.5,2.5,2.5
2021,CENTRAL MOUNTAIN HS,Biology,Historically Underperforming,11,11,54.5,36.4,0,9.1
2021,SUGAR VALLEY RURAL CS,Algebra I,All Students,11,36,0,30.6,47.2,22.2
2021,SUGAR VALLEY RURAL CS,Algebra I,Historically Underperforming,11,20,0,35,30,35
2021,SUGAR VALLEY RURAL CS,Biology,All Students,11,32,3.1,25,46.9,25
2021,SUGAR VALLEY RURAL CS,Biology,Historically Underperforming,11,18,0,27.8,33.3,38.9
2021,SUGAR VALLEY RURAL CS,Literature,All Students,11,35,2.9,45.7,25.7,25.7
2021,SUGAR VALLEY RURAL CS,Literature,Historically Underperforming,11,20,5,35,20,40
2021,BENTON AREA HS,Algebra I,All Students,11,43,23.3,30.2,27.9,18.6
2021,BENTON AREA HS,Algebra I,Historically Underperforming,11,18,11.1,27.8,27.8,33.3
2021,BENTON AREA HS,Biology,All Students,11,13,46.2,53.8,0,0
2021,BERWICK AREA HS,Algebra I,All Students,11,133,11.3,48.1,27.1,13.5
2021,BERWICK AREA HS,Algebra I,Historically Underperforming,11,66,6.1,28.8,42.4,22.7
2021,BERWICK AREA HS,Biology,All Students,11,37,51.4,24.3,13.5,10.8
2021,BERWICK AREA HS,Biology,Historically Underperforming,11,13,38.5,7.7,23.1,30.8
2021,BERWICK AREA HS,Literature,All Students,11,24,37.5,33.3,8.3,20.8
2021,BERWICK AREA HS,Literature,Historically Underperforming,11,11,18.2,27.3,9.1,45.5
2021,BLOOMSBURG AREA HS,Algebra I,All Students,11,86,30.2,23.3,39.5,7
2021,BLOOMSBURG AREA HS,Algebra I,Historically Underperforming,11,25,20,20,52,8
2021,BLOOMSBURG AREA HS,Biology,All Students,11,48,35.4,41.7,16.7,6.3
2021,CENTRAL COLUMBIA SHS,Algebra I,All Students,11,132,49.2,34.1,14.4,2.3
2021,CENTRAL COLUMBIA SHS,Algebra I,Historically Underperforming,11,25,20,40,36,4
2021,CENTRAL COLUMBIA SHS,Biology,All Students,11,61,62.3,26.2,9.8,1.6
2021,COLUMBIA-MONTOUR AVTS,Algebra I,All Students,11,42,26.2,35.7,35.7,2.4
2021,COLUMBIA-MONTOUR AVTS,Algebra I,Historically Underperforming,11,24,12.5,37.5,45.8,4.2
2021,MILLVILLE AREA JSHS,Algebra I,All Students,11,37,18.9,29.7,37.8,13.5
2021,MILLVILLE AREA JSHS,Algebra I,Historically Underperforming,11,15,13.3,13.3,46.7,26.7
2021,SOUTHERN COLUMBIA HS,Algebra I,All Students,11,100,34,48,13,5
2021,SOUTHERN COLUMBIA HS,Algebra I,Historically Underperforming,11,27,25.9,37,18.5,18.5
2021,SOUTHERN COLUMBIA HS,Literature,All Students,11,99,4,54.5,27.3,14.1
2021,SOUTHERN COLUMBIA HS,Literature,Historically Underperforming,11,28,3.6,42.9,17.9,35.7
2021,SUSQ-CYBER CS,Algebra I,All Students,11,16,12.5,43.8,31.3,12.5
2021,CONNEAUT AREA SENIOR HIGH,Algebra I,All Students,11,57,35.1,56.1,7,1.8
2021,CONNEAUT AREA SENIOR HIGH,Algebra I,Historically Underperforming,11,22,18.2,63.6,13.6,4.5
2021,CONNEAUT AREA SENIOR HIGH,Biology,All Students,11,105,12.4,42.9,35.2,9.5
2021,CONNEAUT AREA SENIOR HIGH,Biology,Historically Underperforming,11,53,7.5,41.5,39.6,11.3
2021,COCHRANTON JSHS,Algebra I,All Students,11,52,28.8,32.7,36.5,1.9
2021,COCHRANTON JSHS,Algebra I,Historically Underperforming,11,20,20,35,45,0
2021,COCHRANTON JSHS,Biology,All Students,11,65,41.5,32.3,13.8,12.3
2021,COCHRANTON JSHS,Biology,Historically Underperforming,11,28,35.7,17.9,28.6,17.9
2021,MEADVILLE AREA SHS,Algebra I,All Students,11,128,25.8,38.3,28.9,7
2021,MEADVILLE AREA SHS,Algebra I,Historically Underperforming,11,45,11.1,35.6,37.8,15.6
2021,MEADVILLE AREA SHS,Biology,All Students,11,143,38.5,36.4,14.7,10.5
2021,MEADVILLE AREA SHS,Biology,Historically Underperforming,11,55,21.8,38.2,23.6,16.4
2021,CAMBRIDGE SPRINGS JSHS,Algebra I,All Students,11,59,15.3,28.8,33.9,22
2021,CAMBRIDGE SPRINGS JSHS,Algebra I,Historically Underperforming,11,32,12.5,12.5,40.6,34.4
2021,MAPLEWOOD JSHS,Algebra I,All Students,11,74,9.5,40.5,39.2,10.8
2021,MAPLEWOOD JSHS,Algebra I,Historically Underperforming,11,35,0,31.4,51.4,17.1
2021,SAEGERTOWN JSHS,Algebra I,All Students,11,60,11.7,70,5,13.3
2021,SAEGERTOWN JSHS,Algebra I,Historically Underperforming,11,19,5.3,57.9,5.3,31.6
2021,BIG SPRING HS,Algebra I,All Students,11,192,27.1,32.3,28.1,12.5
2021,BIG SPRING HS,Algebra I,Historically Underperforming,11,79,11.4,24.1,35.4,29.1
2021,BIG SPRING HS,Biology,All Students,11,188,26.6,42,20.2,11.2
2021,BIG SPRING HS,Biology,Historically Underperforming,11,77,13,32.5,31.2,23.4
2021,CAMP HILL SHS,Algebra I,All Students,11,94,30.9,37.2,27.7,4.3
2021,CAMP HILL SHS,Algebra I,Historically Underperforming,11,15,13.3,33.3,40,13.3
2021,CAMP HILL SHS,Biology,All Students,11,97,54.6,33,8.2,4.1
2021,CAMP HILL SHS,Biology,Historically Underperforming,11,17,29.4,35.3,17.6,17.6
2021,CARLISLE AREA HS,Algebra I,All Students,11,219,38.8,31.5,25.6,4.1
2021,CARLISLE AREA HS,Algebra I,Historically Underperforming,11,70,25.7,27.1,40,7.1
2021,CARLISLE AREA HS,Biology,All Students,11,97,63.9,25.8,6.2,4.1
2021,CARLISLE AREA HS,Biology,Historically Underperforming,11,22,50,18.2,18.2,13.6
2021,CUMBERLAND VALLEY HS,Algebra I,All Students,11,634,34.9,31.7,25.1,8.4
2021,CUMBERLAND VALLEY HS,Algebra I,Historically Underperforming,11,123,16.3,14.6,42.3,26.8
2021,CUMBERLAND VALLEY HS,Biology,All Students,11,140,90.7,5,1.4,2.9
2021,EAST PENNSBORO AREA SHS,Algebra I,All Students,11,122,46.7,34.4,15.6,3.3
2021,EAST PENNSBORO AREA SHS,Algebra I,Historically Underperforming,11,42,42.9,19,28.6,9.5
2021,EAST PENNSBORO AREA SHS,Literature,All Students,11,149,7.4,63.1,16.8,12.8
2021,EAST PENNSBORO AREA SHS,Literature,Historically Underperforming,11,58,3.4,60.3,15.5,20.7
