Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2021,PUNXSUTAWNEY AREA HS,Biology,Historically Underperforming,11,67,28.4,41.8,16.4,13.4
2021,EAST JUNIATA JSHS,Algebra I,All Students,11,56,17.9,35.7,30.4,16.1
2021,EAST JUNIATA JSHS,Algebra I,Historically Underperforming,11,27,11.1,25.9,29.6,33.3
2021,EAST JUNIATA JSHS,Biology,All Students,11,29,41.4,44.8,10.3,3.4
2021,JUNIATA SHS,Algebra I,All Students,11,123,17.1,26.8,45.5,10.6
2021,JUNIATA SHS,Algebra I,Historically Underperforming,11,59,5.1,27.1,49.2,18.6
2021,JUNIATA SHS,Biology,All Students,11,19,89.5,0,10.5,0
2021,ABINGTON HEIGHTS HS,Algebra I,All Students,11,211,39.3,40.8,18,1.9
2021,ABINGTON HEIGHTS HS,Algebra I,Historically Underperforming,11,55,25.5,41.8,27.3,5.5
2021,ABINGTON HEIGHTS HS,Literature,All Students,11,223,17.9,70.4,10.3,1.3
2021,ABINGTON HEIGHTS HS,Literature,Historically Underperforming,11,67,6,73.1,16.4,4.5
2021,CARBONDALE AREA JSHS,Algebra I,All Students,11,102,14.7,27.5,35.3,22.5
2021,CARBONDALE AREA JSHS,Algebra I,Historically Underperforming,11,72,9.7,23.6,37.5,29.2
2021,DUNMORE JSHS,Algebra I,All Students,11,92,23.9,39.1,33.7,3.3
2021,DUNMORE JSHS,Algebra I,Historically Underperforming,11,25,20,28,48,4
2021,DUNMORE JSHS,Biology,All Students,11,49,12.2,49,30.6,8.2
2021,LAKELAND JSHS,Algebra I,All Students,11,72,8.3,52.8,31.9,6.9
2021,LAKELAND JSHS,Algebra I,Historically Underperforming,11,18,0,50,33.3,16.7
2021,LAKELAND JSHS,Biology,All Students,11,47,40.4,44.7,12.8,2.1
2021,MID VALLEY SECONDARY CENTER,Algebra I,All Students,11,136,5.1,34.6,39.7,20.6
2021,MID VALLEY SECONDARY CENTER,Algebra I,Historically Underperforming,11,69,4.3,18.8,37.7,39.1
2021,NORTH POCONO HS,Algebra I,All Students,11,177,32.8,39,24.3,4
2021,NORTH POCONO HS,Algebra I,Historically Underperforming,11,42,19,38.1,35.7,7.1
2021,NORTH POCONO HS,Biology,All Students,11,50,80,14,4,2
2021,OLD FORGE JSHS,Algebra I,All Students,11,52,13.5,46.2,38.5,1.9
2021,OLD FORGE JSHS,Algebra I,Historically Underperforming,11,19,5.3,42.1,47.4,5.3
2021,OLD FORGE JSHS,Biology,All Students,11,25,32,64,0,4
2021,RIVERSIDE JSHS,Algebra I,All Students,11,88,27.3,29.5,26.1,17
2021,RIVERSIDE JSHS,Algebra I,Historically Underperforming,11,50,18,24,32,26
2021,SCRANTON HS,Algebra I,All Students,11,147,22.4,42.9,25.9,8.8
2021,SCRANTON HS,Algebra I,Historically Underperforming,11,89,13.5,43.8,28.1,14.6
2021,SCRANTON HS,Biology,All Students,11,34,47.1,38.2,0,14.7
2021,WEST SCRANTON HS,Algebra I,All Students,11,135,24.4,43,28.1,4.4
2021,WEST SCRANTON HS,Algebra I,Historically Underperforming,11,85,22.4,41.2,30.6,5.9
2021,WEST SCRANTON HS,Biology,All Students,11,42,47.6,35.7,9.5,7.1
2021,WEST SCRANTON HS,Biology,Historically Underperforming,11,15,53.3,33.3,0,13.3
2021,VALLEY VIEW HS,Algebra I,All Students,11,168,23.2,50,24.4,2.4
2021,VALLEY VIEW HS,Algebra I,Historically Underperforming,11,49,22.4,32.7,36.7,8.2
2021,COCALICO SHS,Algebra I,All Students,11,197,33,46.7,17.8,2.5
2021,COCALICO SHS,Algebra I,Historically Underperforming,11,69,29,36.2,29,5.8
2021,COCALICO SHS,Biology,All Students,11,26,38.5,15.4,34.6,11.5
2021,COCALICO SHS,Biology,Historically Underperforming,11,13,23.1,15.4,38.5,23.1
2021,COLUMBIA HS,Algebra I,All Students,11,74,6.8,37.8,33.8,21.6
2021,COLUMBIA HS,Algebra I,Historically Underperforming,11,40,0,27.5,40,32.5
2021,COLUMBIA HS,Literature,All Students,11,23,0,4.3,47.8,47.8
2021,COLUMBIA HS,Literature,Historically Underperforming,11,20,0,5,50,45
2021,CONESTOGA VALLEY SHS,Algebra I,All Students,11,299,41.5,34.8,19.7,4
2021,CONESTOGA VALLEY SHS,Algebra I,Historically Underperforming,11,107,24.3,33.6,33.6,8.4
2021,CONESTOGA VALLEY SHS,Biology,All Students,11,62,46.8,41.9,0,11.3
2021,CONESTOGA VALLEY SHS,Biology,Historically Underperforming,11,13,15.4,46.2,0,38.5
2021,DONEGAL HS,Algebra I,All Students,11,182,35.2,29.1,31.9,3.8
2021,DONEGAL HS,Algebra I,Historically Underperforming,11,68,22.1,23.5,47.1,7.4
2021,DONEGAL HS,Biology,All Students,11,15,66.7,13.3,6.7,13.3
2021,DONEGAL HS,Literature,All Students,11,18,11.1,16.7,38.9,33.3
2021,DONEGAL HS,Literature,Historically Underperforming,11,13,7.7,15.4,38.5,38.5
2021,GARDEN SPOT SHS,Algebra I,All Students,11,158,50.6,34.2,8.9,6.3
2021,GARDEN SPOT SHS,Algebra I,Historically Underperforming,11,47,38.3,27.7,17,17
2021,GARDEN SPOT SHS,Biology,All Students,11,68,36.8,39.7,13.2,10.3
2021,GARDEN SPOT SHS,Biology,Historically Underperforming,11,23,13,30.4,26.1,30.4
2021,GARDEN SPOT SHS,Literature,All Students,11,15,26.7,13.3,26.7,33.3
2021,ELIZABETHTOWN AREA SHS,Algebra I,All Students,11,298,38.9,28.9,26.8,5.4
2021,ELIZABETHTOWN AREA SHS,Algebra I,Historically Underperforming,11,88,17,21.6,47.7,13.6
2021,ELIZABETHTOWN AREA SHS,Biology,All Students,11,12,33.3,16.7,33.3,16.7
2021,EPHRATA SHS,Algebra I,All Students,11,278,40.3,39.6,14.7,5.4
2021,EPHRATA SHS,Algebra I,Historically Underperforming,11,117,26.5,35.9,24.8,12.8
2021,EPHRATA SHS,Biology,All Students,11,26,15.4,26.9,30.8,26.9
2021,EPHRATA SHS,Biology,Historically Underperforming,11,17,5.9,23.5,29.4,41.2
2021,EPHRATA SHS,Literature,All Students,11,34,2.9,32.4,26.5,38.2
2021,EPHRATA SHS,Literature,Historically Underperforming,11,25,0,24,28,48
2021,HEMPFIELD SHS,Algebra I,All Students,11,425,45.2,32.9,18.8,3.1
2021,HEMPFIELD SHS,Algebra I,Historically Underperforming,11,130,33.1,29.2,31.5,6.2
2021,HEMPFIELD SHS,Biology,All Students,11,20,70,5,15,10
2021,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Algebra I,All Students,11,16,0,6.3,31.3,62.5
2021,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Algebra I,Historically Underperforming,11,16,0,6.3,31.3,62.5
2021,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Biology,All Students,11,15,0,0,6.7,93.3
2021,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Biology,Historically Underperforming,11,15,0,0,6.7,93.3
2021,LAMPETER-STRASBURG SHS,Algebra I,All Students,11,212,39.2,34.4,18.9,7.5
2021,LAMPETER-STRASBURG SHS,Algebra I,Historically Underperforming,11,74,20.3,28.4,31.1,20.3
2021,LAMPETER-STRASBURG SHS,Biology,All Students,11,74,43.2,23,28.4,5.4
2021,LAMPETER-STRASBURG SHS,Biology,Historically Underperforming,11,29,31,6.9,48.3,13.8
2021,LAMPETER-STRASBURG SHS,Literature,All Students,11,43,0,11.6,55.8,32.6
2021,LAMPETER-STRASBURG SHS,Literature,Historically Underperforming,11,28,0,3.6,46.4,50
2021,MCCASKEY CAMPUS,Algebra I,All Students,11,264,18.2,34.5,33,14.4
2021,MCCASKEY CAMPUS,Algebra I,Historically Underperforming,11,226,11.9,35,36.3,16.8
2021,MCCASKEY CAMPUS,Biology,All Students,11,156,28.8,37.2,17.9,16
2021,MCCASKEY CAMPUS,Biology,Historically Underperforming,11,124,21.8,39.5,20.2,18.5
2021,MCCASKEY CAMPUS,Literature,All Students,11,22,9.1,22.7,13.6,54.5
2021,MCCASKEY CAMPUS,Literature,Historically Underperforming,11,20,5,20,15,60
2021,PHOENIX ACADEMY,Algebra I,All Students,11,24,0,0,25,75
2021,PHOENIX ACADEMY,Algebra I,Historically Underperforming,11,23,0,0,26.1,73.9
2021,PHOENIX ACADEMY,Biology,All Students,11,15,0,0,6.7,93.3
2021,PHOENIX ACADEMY,Biology,Historically Underperforming,11,14,0,0,7.1,92.9
2021,PHOENIX ACADEMY,Literature,All Students,11,12,0,8.3,25,66.7
2021,PHOENIX ACADEMY,Literature,Historically Underperforming,11,12,0,8.3,25,66.7
2021,MANHEIM CENTRAL SHS,Algebra I,All Students,11,185,31.9,46.5,16.8,4.9
2021,MANHEIM CENTRAL SHS,Algebra I,Historically Underperforming,11,48,22.9,37.5,22.9,16.7
2021,MANHEIM CENTRAL SHS,Biology,All Students,11,17,52.9,0,35.3,11.8
2021,MANHEIM CENTRAL SHS,Biology,Historically Underperforming,11,11,36.4,0,45.5,18.2
2021,MANHEIM TWP HS,Algebra I,All Students,11,303,54.5,27.1,12.5,5.9
2021,MANHEIM TWP HS,Algebra I,Historically Underperforming,11,81,24.7,25.9,32.1,17.3
2021,MANHEIM TWP HS,Biology,All Students,11,43,39.5,14,20.9,25.6
2021,MANHEIM TWP HS,Biology,Historically Underperforming,11,18,5.6,16.7,27.8,50
2021,PENN MANOR HS,Algebra I,All Students,11,298,57.4,26.5,8.1,8.1
2021,PENN MANOR HS,Algebra I,Historically Underperforming,11,114,36.8,26.3,17.5,19.3
2021,PENN MANOR HS,Biology,All Students,11,48,52.1,27.1,8.3,12.5
2021,PENN MANOR HS,Biology,Historically Underperforming,11,21,19,33.3,19,28.6
2021,PENN MANOR HS,Literature,All Students,11,16,0,37.5,6.3,56.3
2021,PENN MANOR HS,Literature,Historically Underperforming,11,11,0,18.2,0,81.8
2021,PEQUEA VALLEY HS,Algebra I,All Students,11,104,22.1,46.2,24,7.7
2021,PEQUEA VALLEY HS,Algebra I,Historically Underperforming,11,48,10.4,50,25,14.6
2021,SOLANCO HS,Algebra I,All Students,11,208,21.6,36.1,35.6,6.7
2021,SOLANCO HS,Algebra I,Historically Underperforming,11,73,13.7,26,43.8,16.4
2021,SOLANCO HS,Biology,All Students,11,90,62.2,28.9,4.4,4.4
2021,SOLANCO HS,Biology,Historically Underperforming,11,27,51.9,18.5,14.8,14.8
2021,WARWICK SHS,Algebra I,All Students,11,251,39.8,47.8,8.4,4
2021,WARWICK SHS,Algebra I,Historically Underperforming,11,54,35.2,29.6,22.2,13
2021,WARWICK SHS,Biology,All Students,11,240,59.6,33.8,4.6,2.1
2021,WARWICK SHS,Biology,Historically Underperforming,11,43,39.5,37.2,14,9.3
2021,LINCOLN JSHS,Algebra I,All Students,11,95,29.5,38.9,27.4,4.2
2021,LINCOLN JSHS,Algebra I,Historically Underperforming,11,35,28.6,31.4,34.3,5.7
2021,LINCOLN JSHS,Biology,All Students,11,52,42.3,48.1,7.7,1.9
2021,LINCOLN JSHS,Biology,Historically Underperforming,11,16,37.5,56.3,6.3,0
2021,LAUREL HS,Algebra I,All Students,11,84,27.4,42.9,27.4,2.4
2021,LAUREL HS,Algebra I,Historically Underperforming,11,27,22.2,25.9,48.1,3.7
2021,LAUREL HS,Biology,All Students,11,85,32.9,45.9,20,1.2
2021,LAUREL HS,Biology,Historically Underperforming,11,29,24.1,34.5,37.9,3.4
2021,LAWRENCE COUNTY CTC,Algebra I,All Students,11,61,8.2,23,49.2,19.7
2021,LAWRENCE COUNTY CTC,Algebra I,Historically Underperforming,11,37,13.5,16.2,51.4,18.9
2021,LAWRENCE COUNTY CTC,Biology,All Students,11,16,12.5,31.3,43.8,12.5
2021,MOHAWK SHS,Algebra I,All Students,11,97,37.1,26.8,29.9,6.2
2021,MOHAWK SHS,Algebra I,Historically Underperforming,11,33,15.2,21.2,48.5,15.2
2021,MOHAWK SHS,Biology,All Students,11,32,50,43.8,6.3,0
2021,NESHANNOCK JSHS,Algebra I,All Students,11,92,13,56.5,26.1,4.3
2021,NESHANNOCK JSHS,Algebra I,Historically Underperforming,11,21,9.5,38.1,38.1,14.3
2021,NEW CASTLE SHS,Algebra I,All Students,11,115,14.8,33,33.9,18.3
2021,NEW CASTLE SHS,Algebra I,Historically Underperforming,11,70,10,24.3,42.9,22.9
2021,NEW CASTLE SHS,Biology,All Students,11,64,7.8,64.1,12.5,15.6
2021,NEW CASTLE SHS,Biology,Historically Underperforming,11,34,5.9,52.9,17.6,23.5
2021,NEW CASTLE SHS,Literature,All Students,11,13,0,30.8,23.1,46.2
2021,SHENANGO HS,Algebra I,All Students,11,65,30.8,52.3,12.3,4.6
2021,SHENANGO HS,Algebra I,Historically Underperforming,11,19,5.3,63.2,15.8,15.8
2021,SHENANGO HS,Biology,All Students,11,30,70,26.7,0,3.3
2021,UNION AREA HS,Algebra I,All Students,11,22,27.3,50,22.7,0
2021,UNION AREA HS,Algebra I,Historically Underperforming,11,13,30.8,53.8,15.4,0
2021,UNION AREA HS,Biology,All Students,11,27,25.9,40.7,18.5,14.8
2021,UNION AREA HS,Biology,Historically Underperforming,11,17,17.6,35.3,23.5,23.5
2021,WILMINGTON AREA HS,Algebra I,All Students,11,60,25,51.7,20,3.3
2021,WILMINGTON AREA HS,Biology,All Students,11,65,44.6,41.5,10.8,3.1
2021,WILMINGTON AREA HS,Biology,Historically Underperforming,11,12,25,33.3,33.3,8.3
2021,ANNVILLE CLEONA HS,Algebra I,All Students,11,88,13.6,40.9,35.2,10.2
2021,ANNVILLE CLEONA HS,Algebra I,Historically Underperforming,11,26,11.5,30.8,34.6,23.1
2021,CEDAR CREST HS,Algebra I,All Students,11,306,36.9,40.5,16.3,6.2
2021,CEDAR CREST HS,Algebra I,Historically Underperforming,11,114,24.6,39.5,21.1,14.9
2021,CEDAR CREST HS,Biology,All Students,11,347,31.4,38.9,22.5,7.2
2021,CEDAR CREST HS,Biology,Historically Underperforming,11,133,18,39.1,27.8,15
2021,CEDAR CREST HS,Literature,All Students,11,36,2.8,36.1,16.7,44.4
2021,CEDAR CREST HS,Literature,Historically Underperforming,11,27,0,22.2,18.5,59.3
2021,EASTERN LEBANON CO SHS,Algebra I,All Students,11,118,26.3,53.4,14.4,5.9
2021,EASTERN LEBANON CO SHS,Algebra I,Historically Underperforming,11,34,11.8,44.1,23.5,20.6
2021,EASTERN LEBANON CO SHS,Biology,All Students,11,141,22.7,46.1,27,4.3
2021,EASTERN LEBANON CO SHS,Biology,Historically Underperforming,11,44,11.4,34.1,45.5,9.1
2021,EASTERN LEBANON CO SHS,Literature,All Students,11,14,14.3,0,21.4,64.3
2021,EASTERN LEBANON CO SHS,Literature,Historically Underperforming,11,11,9.1,0,18.2,72.7
2021,LEBANON SHS,Algebra I,All Students,11,251,4.8,27.1,43.4,24.7
2021,LEBANON SHS,Algebra I,Historically Underperforming,11,172,3.5,20.3,44.8,31.4
2021,LEBANON SHS,Biology,All Students,11,35,0,2.9,37.1,60
2021,LEBANON SHS,Biology,Historically Underperforming,11,32,0,0,40.6,59.4
2021,LEBANON SHS,Literature,All Students,11,43,0,11.6,34.9,53.5
2021,LEBANON SHS,Literature,Historically Underperforming,11,40,0,10,32.5,57.5
2021,NORTHERN LEBANON SHS,Algebra I,All Students,11,132,10.6,36.4,35.6,17.4
2021,NORTHERN LEBANON SHS,Algebra I,Historically Underperforming,11,52,1.9,19.2,42.3,36.5
2021,NORTHERN LEBANON SHS,Biology,All Students,11,39,20.5,33.3,15.4,30.8
2021,NORTHERN LEBANON SHS,Biology,Historically Underperforming,11,13,0,30.8,23.1,46.2
2021,PALMYRA AREA SHS,Algebra I,All Students,11,258,41.9,39.5,18.2,0.4
2021,PALMYRA AREA SHS,Algebra I,Historically Underperforming,11,63,31.7,28.6,38.1,1.6
2021,PALMYRA AREA SHS,Biology,All Students,11,35,60,14.3,17.1,8.6
2021,PALMYRA AREA SHS,Biology,Historically Underperforming,11,11,27.3,27.3,27.3,18.2
2021,PALMYRA AREA SHS,Literature,All Students,11,11,9.1,27.3,27.3,36.4
2021,BUILDING 21 ALLENTOWN,Algebra I,All Students,11,21,9.5,38.1,9.5,42.9
2021,BUILDING 21 ALLENTOWN,Algebra I,Historically Underperforming,11,13,7.7,15.4,15.4,61.5
2021,LOUIS E DIERUFF HS,Algebra I,All Students,11,263,6.5,25.9,43.3,24.3
2021,LOUIS E DIERUFF HS,Algebra I,Historically Underperforming,11,200,4,22.5,44,29.5
2021,LOUIS E DIERUFF HS,Biology,All Students,11,92,8.7,38,21.7,31.5
2021,LOUIS E DIERUFF HS,Biology,Historically Underperforming,11,70,7.1,28.6,25.7,38.6
2021,LOUIS E DIERUFF HS,Literature,All Students,11,24,0,0,29.2,70.8
2021,LOUIS E DIERUFF HS,Literature,Historically Underperforming,11,24,0,0,29.2,70.8
2021,WILLIAM ALLEN HS,Algebra I,All Students,11,355,6.2,23.9,40.3,29.6
2021,WILLIAM ALLEN HS,Algebra I,Historically Underperforming,11,268,4.9,18.7,42.9,33.6
2021,WILLIAM ALLEN HS,Biology,All Students,11,119,22.7,38.7,14.3,24.4
2021,WILLIAM ALLEN HS,Biology,Historically Underperforming,11,81,14.8,35.8,17.3,32.1
2021,WILLIAM ALLEN HS,Literature,All Students,11,15,0,6.7,26.7,66.7
2021,WILLIAM ALLEN HS,Literature,Historically Underperforming,11,14,0,7.1,21.4,71.4
2021,CATASAUQUA SHS,Algebra I,All Students,11,111,9,35.1,38.7,17.1
2021,CATASAUQUA SHS,Algebra I,Historically Underperforming,11,60,5,16.7,55,23.3
2021,EMMAUS HS,Algebra I,All Students,11,598,28.8,37.3,27.8,6.2
2021,EMMAUS HS,Algebra I,Historically Underperforming,11,143,9.8,28,43.4,18.9
2021,EMMAUS HS,Biology,All Students,11,173,66.5,26,6.4,1.2
2021,EMMAUS HS,Biology,Historically Underperforming,11,22,45.5,27.3,18.2,9.1
2021,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL,Algebra I,All Students,11,97,8.2,15.5,48.5,27.8
2021,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,11,69,5.8,13,52.2,29
2021,INNOVATIVE ARTS ACADEMY CS,Algebra I,All Students,11,51,0,2,21.6,76.5
2021,INNOVATIVE ARTS ACADEMY CS,Algebra I,Historically Underperforming,11,46,0,2.2,17.4,80.4
2021,LEHIGH CAREER & TECHNICAL INSTITUTE,Algebra I,All Students,11,23,0,47.8,39.1,13
2021,LEHIGH CAREER & TECHNICAL INSTITUTE,Algebra I,Historically Underperforming,11,13,0,23.1,53.8,23.1
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Algebra I,All Students,11,45,0,20,37.8,42.2
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,11,35,0,20,42.9,37.1
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Biology,All Students,11,14,14.3,50,35.7,0
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Biology,Historically Underperforming,11,11,18.2,45.5,36.4,0
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Literature,All Students,11,41,4.9,68.3,22,4.9
2021,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,Literature,Historically Underperforming,11,32,6.3,62.5,25,6.3
2021,NORTHERN LEHIGH SHS,Algebra I,All Students,11,26,19.2,46.2,15.4,19.2
2021,NORTHERN LEHIGH SHS,Algebra I,Historically Underperforming,11,11,9.1,9.1,36.4,45.5
2021,NORTHWESTERN LEHIGH HS,Algebra I,All Students,11,181,34.3,35.4,24.9,5.5
2021,NORTHWESTERN LEHIGH HS,Algebra I,Historically Underperforming,11,43,14,25.6,48.8,11.6
2021,NORTHWESTERN LEHIGH HS,Biology,All Students,11,26,61.5,19.2,15.4,3.8
2021,PARKLAND HS,Algebra I,All Students,11,687,38,43.7,16.2,2.2
2021,PARKLAND HS,Algebra I,Historically Underperforming,11,170,18.8,41.8,31.8,7.6
2021,PARKLAND HS,Biology,All Students,11,254,71.7,23.2,2.8,2.4
2021,PARKLAND HS,Biology,Historically Underperforming,11,30,40,30,10,20
2021,ROBERTO CLEMENTE CS,Algebra I,All Students,11,27,25.9,37,29.6,7.4
2021,ROBERTO CLEMENTE CS,Algebra I,Historically Underperforming,11,24,16.7,41.7,33.3,8.3
2021,ROBERTO CLEMENTE CS,Literature,All Students,11,32,6.3,31.3,40.6,21.9
2021,ROBERTO CLEMENTE CS,Literature,Historically Underperforming,11,29,0,31,44.8,24.1
2021,SALISBURY SHS,Algebra I,All Students,11,49,22.4,61.2,10.2,6.1
2021,SALISBURY SHS,Algebra I,Historically Underperforming,11,11,9.1,54.5,18.2,18.2
2021,SALISBURY SHS,Biology,All Students,11,112,17.9,48.2,30.4,3.6
2021,SALISBURY SHS,Biology,Historically Underperforming,11,37,10.8,29.7,54.1,5.4
2021,SOUTHERN LEHIGH SHS,Algebra I,All Students,11,249,49.8,28.5,18.9,2.8
2021,SOUTHERN LEHIGH SHS,Algebra I,Historically Underperforming,11,52,21.2,32.7,36.5,9.6
2021,SOUTHERN LEHIGH SHS,Biology,All Students,11,254,44.9,34.6,14.2,6.3
2021,SOUTHERN LEHIGH SHS,Biology,Historically Underperforming,11,61,18,29.5,34.4,18
2021,WHITEHALL HS,Algebra I,All Students,11,290,23.4,34.1,28.6,13.8
2021,WHITEHALL HS,Algebra I,Historically Underperforming,11,144,20.1,29.9,29.9,20.1
2021,WHITEHALL HS,Biology,All Students,11,117,50.4,28.2,10.3,11.1
2021,WHITEHALL HS,Biology,Historically Underperforming,11,58,46.6,17.2,13.8,22.4
2021,WHITEHALL HS,Literature,All Students,11,29,0,3.4,20.7,75.9
2021,WHITEHALL HS,Literature,Historically Underperforming,11,28,0,3.6,17.9,78.6
2021,CRESTWOOD SECONDARY CAMPUS,Algebra I,All Students,11,216,32.4,31.5,26.4,9.7
2021,CRESTWOOD SECONDARY CAMPUS,Algebra I,Historically Underperforming,11,65,18.5,26.2,27.7,27.7
2021,CRESTWOOD SECONDARY CAMPUS,Biology,All Students,11,137,51.8,35,11.7,1.5
2021,CRESTWOOD SECONDARY CAMPUS,Biology,Historically Underperforming,11,25,44,48,4,4
2021,CRESTWOOD SECONDARY CAMPUS,Literature,All Students,11,109,2.8,59.6,30.3,7.3
2021,CRESTWOOD SECONDARY CAMPUS,Literature,Historically Underperforming,11,31,6.5,48.4,25.8,19.4
2021,DALLAS SHS,Algebra I,All Students,11,164,22.6,45.7,28,3.7
2021,DALLAS SHS,Algebra I,Historically Underperforming,11,35,14.3,40,34.3,11.4
2021,DALLAS SHS,Biology,All Students,11,11,27.3,27.3,18.2,27.3
2021,GREATER NANTICOKE AREA SHS,Algebra I,All Students,11,94,14.9,39.4,41.5,4.3
2021,GREATER NANTICOKE AREA SHS,Algebra I,Historically Underperforming,11,49,10.2,44.9,38.8,6.1
2021,GREATER NANTICOKE AREA SHS,Biology,All Students,11,19,10.5,21.1,36.8,31.6
2021,GREATER NANTICOKE AREA SHS,Biology,Historically Underperforming,11,15,13.3,20,33.3,33.3
2021,HANOVER AREA JSHS,Algebra I,All Students,11,92,7.6,46.7,37,8.7
2021,HANOVER AREA JSHS,Algebra I,Historically Underperforming,11,38,10.5,42.1,31.6,15.8
2021,HANOVER AREA JSHS,Biology,All Students,11,54,14.8,77.8,1.9,5.6
2021,HANOVER AREA JSHS,Biology,Historically Underperforming,11,27,7.4,77.8,3.7,11.1
2021,HANOVER AREA JSHS,Literature,All Students,11,36,5.6,41.7,44.4,8.3
2021,HANOVER AREA JSHS,Literature,Historically Underperforming,11,17,0,35.3,52.9,11.8
2021,HAZLETON AREA HS,Algebra I,All Students,11,457,21.7,32.6,30.2,15.5
2021,HAZLETON AREA HS,Algebra I,Historically Underperforming,11,212,14.6,26.9,32.5,25.9
2021,HAZLETON AREA HS,Biology,All Students,11,439,24.6,28,29.4,18
2021,HAZLETON AREA HS,Biology,Historically Underperforming,11,205,16.1,28.3,26.8,28.8
2021,HAZLETON AREA HS,Literature,All Students,11,94,0,6.4,29.8,63.8
2021,HAZLETON AREA HS,Literature,Historically Underperforming,11,79,0,3.8,24.1,72.2
2021,LAKE-LEHMAN JSHS,Algebra I,All Students,11,124,32.3,40.3,18.5,8.9
2021,LAKE-LEHMAN JSHS,Algebra I,Historically Underperforming,11,40,15,35,22.5,27.5
2021,LAKE-LEHMAN JSHS,Biology,All Students,11,137,35,32.1,18.2,14.6
2021,LAKE-LEHMAN JSHS,Biology,Historically Underperforming,11,52,17.3,28.8,19.2,34.6
2021,NORTHWEST AREA HS,Algebra I,All Students,11,61,11.5,45.9,36.1,6.6
2021,NORTHWEST AREA HS,Algebra I,Historically Underperforming,11,24,8.3,45.8,29.2,16.7
2021,NORTHWEST AREA HS,Biology,All Students,11,20,30,40,25,5
2021,PITTSTON AREA SHS,Algebra I,All Students,11,173,36.4,40.5,20.8,2.3
2021,PITTSTON AREA SHS,Algebra I,Historically Underperforming,11,64,28.1,39.1,26.6,6.3
2021,PITTSTON AREA SHS,Biology,All Students,11,96,68.8,30.2,0,1
2021,PITTSTON AREA SHS,Biology,Historically Underperforming,11,24,70.8,25,0,4.2
2021,PITTSTON AREA SHS,Literature,All Students,11,22,9.1,31.8,27.3,31.8
2021,ELMER L MEYERS JSHS,Algebra I,All Students,11,58,6.9,43.1,43.1,6.9
2021,ELMER L MEYERS JSHS,Algebra I,Historically Underperforming,11,47,6.4,42.6,42.6,8.5
2021,ELMER L MEYERS JSHS,Biology,All Students,11,37,13.5,59.5,27,0
2021,ELMER L MEYERS JSHS,Biology,Historically Underperforming,11,29,13.8,55.2,31,0
2021,ELMER L MEYERS JSHS,Literature,All Students,11,31,3.2,32.3,45.2,19.4
2021,ELMER L MEYERS JSHS,Literature,Historically Underperforming,11,25,4,28,44,24
2021,G A R MEMORIAL JSHS,Algebra I,All Students,11,37,21.6,35.1,37.8,5.4
2021,G A R MEMORIAL JSHS,Algebra I,Historically Underperforming,11,35,22.9,31.4,40,5.7
2021,G A R MEMORIAL JSHS,Biology,All Students,11,33,18.2,33.3,33.3,15.2
2021,G A R MEMORIAL JSHS,Biology,Historically Underperforming,11,31,19.4,32.3,32.3,16.1
2021,G A R MEMORIAL JSHS,Literature,All Students,11,27,0,22.2,51.9,25.9
2021,G A R MEMORIAL JSHS,Literature,Historically Underperforming,11,26,0,19.2,53.8,26.9
2021,JAMES M COUGHLIN JSHS,Algebra I,All Students,11,87,17.2,46,35.6,1.1
2021,JAMES M COUGHLIN JSHS,Algebra I,Historically Underperforming,11,55,14.5,40,45.5,0
2021,JAMES M COUGHLIN JSHS,Biology,All Students,11,86,18.6,47.7,30.2,3.5
2021,JAMES M COUGHLIN JSHS,Biology,Historically Underperforming,11,55,12.7,45.5,38.2,3.6
2021,JAMES M COUGHLIN JSHS,Literature,All Students,11,21,4.8,33.3,57.1,4.8
2021,JAMES M COUGHLIN JSHS,Literature,Historically Underperforming,11,19,0,31.6,63.2,5.3
2021,WILKES-BARRE AREA SD STEM ACADEMY,Algebra I,All Students,11,19,57.9,42.1,0,0
2021,WILKES-BARRE AREA SD STEM ACADEMY,Biology,All Students,11,19,31.6,63.2,5.3,0
2021,WILKES-BARRE AREA SD STEM ACADEMY,Literature,All Students,11,11,27.3,72.7,0,0
2021,WYOMING AREA SEC CTR,Algebra I,All Students,11,161,16.1,29.8,36.6,17.4
2021,WYOMING AREA SEC CTR,Algebra I,Historically Underperforming,11,65,1.5,18.5,41.5,38.5
2021,WYOMING AREA SEC CTR,Biology,All Students,11,57,54.4,38.6,7,0
