Lewisburg Area SD	Geographic Size of District (Square Miles)	41.7
Ligonier Valley SD	District Address (City)	Ligonier
Ligonier Valley SD	District Address (Street)	339 West Main St
Ligonier Valley SD	District Name	Ligonier Valley SD
Ligonier Valley SD	District Zip Code	15658
Ligonier Valley SD	Geographic Size of District (Square Miles)	230.84
Line Mountain SD	District Address (City)	Herndon
Line Mountain SD	District Address (Street)	185 Line Mountain Road
Line Mountain SD	District Name	Line Mountain SD
Line Mountain SD	District Zip Code	17830
Line Mountain SD	Geographic Size of District (Square Miles)	155.73
Littlestown Area SD	District Address (City)	Littlestown
Littlestown Area SD	District Address (Street)	162 Newark St
Littlestown Area SD	District Name	Littlestown Area SD
Littlestown Area SD	District Zip Code	17340
Littlestown Area SD	Geographic Size of District (Square Miles)	49.2
Lower Dauphin SD	District Address (City)	Hummelstown
Lower Dauphin SD	District Address (Street)	291 E Main St
Lower Dauphin SD	District Name	Lower Dauphin SD
Lower Dauphin SD	District Zip Code	17036
Lower Dauphin SD	Geographic Size of District (Square Miles)	96.59
Lower Merion SD	District Address (City)	Ardmore
Lower Merion SD	District Address (Street)	301 E Montgomery Ave
Lower Merion SD	District Name	Lower Merion SD
Lower Merion SD	District Zip Code	19003
Lower Merion SD	Geographic Size of District (Square Miles)	24.34
Lower Moreland Township SD	District Address (City)	Huntingdon Valley
Lower Moreland Township SD	District Address (Street)	2551 Murray Ave
Lower Moreland Township SD	District Name	Lower Moreland Township SD
Lower Moreland Township SD	District Zip Code	19006
Lower Moreland Township SD	Geographic Size of District (Square Miles)	7.28
Loyalsock Township SD	District Address (City)	Williamsport
Loyalsock Township SD	District Address (Street)	1605 Four Mile Drive
Loyalsock Township SD	District Name	Loyalsock Township SD
Loyalsock Township SD	District Zip Code	17701
Loyalsock Township SD	Geographic Size of District (Square Miles)	21.5
Mahanoy Area SD	District Address (City)	Mahanoy City
Mahanoy Area SD	District Address (Street)	1 Golden Bear Dr
Mahanoy Area SD	District Name	Mahanoy Area SD
Mahanoy Area SD	District Zip Code	17948
Mahanoy Area SD	Geographic Size of District (Square Miles)	50.85
Manheim Central SD	District Address (City)	Manheim
Manheim Central SD	District Address (Street)	281 White Oak Rd
Manheim Central SD	District Name	Manheim Central SD
Manheim Central SD	District Zip Code	17545
Manheim Central SD	Geographic Size of District (Square Miles)	78.89
Manheim Township SD	District Address (City)	Lancaster
Manheim Township SD	District Address (Street)	450A Candlewyck Road
Manheim Township SD	District Name	Manheim Township SD
Manheim Township SD	District Zip Code	17601
Manheim Township SD	Geographic Size of District (Square Miles)	24.07
Marion Center Area SD	District Address (City)	Marion Center
Marion Center Area SD	District Address (Street)	22820 Route 403 Hwy N
Marion Center Area SD	District Name	Marion Center Area SD
Marion Center Area SD	District Zip Code	15759
Marion Center Area SD	Geographic Size of District (Square Miles)	192.61
Marple Newtown SD	District Address (City)	Newtown Square
Marple Newtown SD	District Address (Street)	40 Media Line Rd Ste 204
Marple Newtown SD	District Name	Marple Newtown SD
Marple Newtown SD	District Zip Code	19073
Marple Newtown SD	Geographic Size of District (Square Miles)	20.61
Mars Area SD	District Address (City)	Mars
Mars Area SD	District Address (Street)	545 Route 228
Mars Area SD	District Name	Mars Area SD
Mars Area SD	District Zip Code	16046
Mars Area SD	Geographic Size of District (Square Miles)	46.35
McGuffey SD	District Address (City)	Claysville
McGuffey SD	District Address (Street)	90 McGuffey Drive
McGuffey SD	District Name	McGuffey SD
McGuffey SD	District Zip Code	15323
McGuffey SD	Geographic Size of District (Square Miles)	198.49
McKeesport Area SD	District Address (City)	Mc Keesport
McKeesport Area SD	District Address (Street)	3590 O'Neil Boulevard
McKeesport Area SD	District Name	McKeesport Area SD
McKeesport Area SD	District Zip Code	15132
McKeesport Area SD	Geographic Size of District (Square Miles)	14.53
Mechanicsburg Area SD	District Address (City)	Mechanicsburg
Mechanicsburg Area SD	District Address (Street)	600 S Norway St
Mechanicsburg Area SD	District Name	Mechanicsburg Area SD
Mechanicsburg Area SD	District Zip Code	17055
Mechanicsburg Area SD	Geographic Size of District (Square Miles)	16.01
Mercer Area SD	District Address (City)	Mercer
Mercer Area SD	District Address (Street)	545 W Butler St
Mercer Area SD	District Name	Mercer Area SD
Mercer Area SD	District Zip Code	16137
Mercer Area SD	Geographic Size of District (Square Miles)	88.35
Methacton SD	District Address (City)	Eagleville
Methacton SD	District Address (Street)	1001 Kriebel Mill Rd
Methacton SD	District Name	Methacton SD
Methacton SD	District Zip Code	19403
Methacton SD	Geographic Size of District (Square Miles)	31.68
Meyersdale Area SD	District Address (City)	Meyersdale
Meyersdale Area SD	District Address (Street)	309 Industrial Park Road
Meyersdale Area SD	District Name	Meyersdale Area SD
Meyersdale Area SD	District Zip Code	15552
Meyersdale Area SD	Geographic Size of District (Square Miles)	122.93
Mid Valley SD	District Address (City)	Throop
Mid Valley SD	District Address (Street)	52 Underwood Rd
Mid Valley SD	District Name	Mid Valley SD
Mid Valley SD	District Zip Code	18512
Mid Valley SD	Geographic Size of District (Square Miles)	15.26
Middletown Area SD	District Address (City)	Middletown
Middletown Area SD	District Address (Street)	55 W Water St
Middletown Area SD	District Name	Middletown Area SD
Middletown Area SD	District Zip Code	17057
Middletown Area SD	Geographic Size of District (Square Miles)	17.23
Midd-West SD	District Address (City)	Middleburg
Midd-West SD	District Address (Street)	568 E Main St
Midd-West SD	District Name	Midd-West SD
Midd-West SD	District Zip Code	17842
Midd-West SD	Geographic Size of District (Square Miles)	226.68
Midland Borough SD	District Address (City)	Midland
Midland Borough SD	District Address (Street)	173 7th St
Midland Borough SD	District Name	Midland Borough SD
Midland Borough SD	District Zip Code	15059
Midland Borough SD	Geographic Size of District (Square Miles)	1.99
Mifflin County SD	District Address (City)	Lewistown
Mifflin County SD	District Address (Street)	201 Eighth St - Highland Park
Mifflin County SD	District Name	Mifflin County SD
Mifflin County SD	District Zip Code	17044
Mifflin County SD	Geographic Size of District (Square Miles)	364.73
Mifflinburg Area SD	District Address (City)	Mifflinburg
Mifflinburg Area SD	District Address (Street)	178 Maple St
Mifflinburg Area SD	District Name	Mifflinburg Area SD
Mifflinburg Area SD	District Zip Code	17844
Mifflinburg Area SD	Geographic Size of District (Square Miles)	214.53
Millcreek Township SD	District Address (City)	Erie
Millcreek Township SD	District Address (Street)	3740 W 26th St
Millcreek Township SD	District Name	Millcreek Township SD
Millcreek Township SD	District Zip Code	16506
Millcreek Township SD	Geographic Size of District (Square Miles)	29.3
Millersburg Area SD	District Address (City)	Millersburg
Millersburg Area SD	District Address (Street)	799 Center St
Millersburg Area SD	District Name	Millersburg Area SD
Millersburg Area SD	District Zip Code	17061
Millersburg Area SD	Geographic Size of District (Square Miles)	32
Millville Area SD	District Address (City)	Millville
Millville Area SD	District Address (Street)	330 East Main St
Millville Area SD	District Name	Millville Area SD
Millville Area SD	District Zip Code	17846
Millville Area SD	Geographic Size of District (Square Miles)	91.2
Milton Area SD	District Address (City)	Milton
Milton Area SD	District Address (Street)	700 Mahoning St
Milton Area SD	District Name	Milton Area SD
Milton Area SD	District Zip Code	17847
Milton Area SD	Geographic Size of District (Square Miles)	86.28
Minersville Area SD	District Address (City)	Minersville
Minersville Area SD	District Address (Street)	Battlin Miner Dr & Low Rd
Minersville Area SD	District Name	Minersville Area SD
Minersville Area SD	District Zip Code	17954
Minersville Area SD	Geographic Size of District (Square Miles)	55.47
Mohawk Area SD	District Address (City)	New Castle
Mohawk Area SD	District Address (Street)	385 Mohawk School Road
Mohawk Area SD	District Name	Mohawk Area SD
Mohawk Area SD	District Zip Code	16102
Mohawk Area SD	Geographic Size of District (Square Miles)	102.99
Monessen City SD	District Address (City)	Monessen
Monessen City SD	District Address (Street)	1275 Rostraver St
Monessen City SD	District Name	Monessen City SD
Monessen City SD	District Zip Code	15062
Monessen City SD	Geographic Size of District (Square Miles)	3.02
Moniteau SD	District Address (City)	West Sunbury
Moniteau SD	District Address (Street)	1810 W Sunbury Rd
Moniteau SD	District Name	Moniteau SD
Moniteau SD	District Zip Code	16061
Moniteau SD	Geographic Size of District (Square Miles)	150.79
Montgomery Area SD	District Address (City)	Montgomery
Montgomery Area SD	District Address (Street)	120 Penn St
Montgomery Area SD	District Name	Montgomery Area SD
Montgomery Area SD	District Zip Code	17752
Montgomery Area SD	Geographic Size of District (Square Miles)	86.27
Montour SD	District Address (City)	Mc Kees Rocks
Montour SD	District Address (Street)	225 Clever Road
Montour SD	District Name	Montour SD
Montour SD	District Zip Code	15136
Montour SD	Geographic Size of District (Square Miles)	21.5
Montoursville Area SD	District Address (City)	Montoursville
Montoursville Area SD	District Address (Street)	50 N Arch St
Montoursville Area SD	District Name	Montoursville Area SD
Montoursville Area SD	District Zip Code	17754
Montoursville Area SD	Geographic Size of District (Square Miles)	188.38
Montrose Area SD	District Address (City)	Montrose
Montrose Area SD	District Address (Street)	273 Meteor Way
Montrose Area SD	District Name	Montrose Area SD
Montrose Area SD	District Zip Code	18801
Montrose Area SD	Geographic Size of District (Square Miles)	227.83
Moon Area SD	District Address (City)	Moon Township
Moon Area SD	District Address (Street)	8353 University Boulevard
Moon Area SD	District Name	Moon Area SD
Moon Area SD	District Zip Code	15108
Moon Area SD	Geographic Size of District (Square Miles)	26.52
Morrisville Borough SD	District Address (City)	Morrisville
Morrisville Borough SD	District Address (Street)	550 W Palmer St
Morrisville Borough SD	District Name	Morrisville Borough SD
Morrisville Borough SD	District Zip Code	19067
Morrisville Borough SD	Geographic Size of District (Square Miles)	1.97
Moshannon Valley SD	District Address (City)	Houtzdale
Moshannon Valley SD	District Address (Street)	4934 Green Acre Rd
Moshannon Valley SD	District Name	Moshannon Valley SD
Moshannon Valley SD	District Zip Code	16651
Moshannon Valley SD	Geographic Size of District (Square Miles)	94.84
Mount Carmel Area SD	District Address (City)	Mount Carmel
Mount Carmel Area SD	District Address (Street)	600 W 5th St
Mount Carmel Area SD	District Name	Mount Carmel Area SD
Mount Carmel Area SD	District Zip Code	17851
Mount Carmel Area SD	Geographic Size of District (Square Miles)	23.58
Mount Pleasant Area SD	District Address (City)	Mount Pleasant
Mount Pleasant Area SD	District Address (Street)	271 State Street
Mount Pleasant Area SD	District Name	Mount Pleasant Area SD
Mount Pleasant Area SD	District Zip Code	15666
Mount Pleasant Area SD	Geographic Size of District (Square Miles)	106.57
Mount Union Area SD	District Address (City)	Mount Union
Mount Union Area SD	District Address (Street)	603 North Industrial Drive
Mount Union Area SD	District Name	Mount Union Area SD
Mount Union Area SD	District Zip Code	17066
Mount Union Area SD	Geographic Size of District (Square Miles)	149.54
Mountain View SD	District Address (City)	Kingsley
Mountain View SD	District Address (Street)	11748 State Route 106
Mountain View SD	District Name	Mountain View SD
Mountain View SD	District Zip Code	18826
Mountain View SD	Geographic Size of District (Square Miles)	193.09
Mt Lebanon SD	District Address (City)	Pittsburgh
Mt Lebanon SD	District Address (Street)	7 Horsman Dr
Mt Lebanon SD	District Name	Mt Lebanon SD
Mt Lebanon SD	District Zip Code	15228
Mt Lebanon SD	Geographic Size of District (Square Miles)	6.08
Muhlenberg SD	District Address (City)	Reading
Muhlenberg SD	District Address (Street)	801 Bellevue Avenue
Muhlenberg SD	District Name	Muhlenberg SD
Muhlenberg SD	District Zip Code	19605
Muhlenberg SD	Geographic Size of District (Square Miles)	12.8
Muncy SD	District Address (City)	Muncy
Muncy SD	District Address (Street)	206 Sherman St
Muncy SD	District Name	Muncy SD
Muncy SD	District Zip Code	17756
Muncy SD	Geographic Size of District (Square Miles)	37.16
Nazareth Area SD	District Address (City)	Nazareth
Nazareth Area SD	District Address (Street)	One Education Plaza
Nazareth Area SD	District Name	Nazareth Area SD
Nazareth Area SD	District Zip Code	18064
Nazareth Area SD	Geographic Size of District (Square Miles)	49.25
Neshaminy SD	District Address (City)	Langhorne
Neshaminy SD	District Address (Street)	2001 Old Lincoln Hwy
Neshaminy SD	District Name	Neshaminy SD
Neshaminy SD	District Zip Code	19047
Neshaminy SD	Geographic Size of District (Square Miles)	27.93
Neshannock Township SD	District Address (City)	New Castle
Neshannock Township SD	District Address (Street)	3834 Mitchell Rd
Neshannock Township SD	District Name	Neshannock Township SD
Neshannock Township SD	District Zip Code	16105
Neshannock Township SD	Geographic Size of District (Square Miles)	17.42
New Brighton Area SD	District Address (City)	New Brighton
New Brighton Area SD	District Address (Street)	3225 43rd St
New Brighton Area SD	District Name	New Brighton Area SD
New Brighton Area SD	District Zip Code	15066
New Brighton Area SD	Geographic Size of District (Square Miles)	12.28
New Castle Area SD	District Address (City)	New Castle
New Castle Area SD	District Address (Street)	420 Fern St
New Castle Area SD	District Name	New Castle Area SD
New Castle Area SD	District Zip Code	16101
New Castle Area SD	Geographic Size of District (Square Miles)	14.01
New Hope-Solebury SD	District Address (City)	New Hope
New Hope-Solebury SD	District Address (Street)	180 W Bridge St
New Hope-Solebury SD	District Name	New Hope-Solebury SD
New Hope-Solebury SD	District Zip Code	18938
New Hope-Solebury SD	Geographic Size of District (Square Miles)	28.57
New Kensington-Arnold SD	District Address (City)	New Kensington
New Kensington-Arnold SD	District Address (Street)	707 Stevenson Blvd
New Kensington-Arnold SD	District Name	New Kensington-Arnold SD
New Kensington-Arnold SD	District Zip Code	15068
New Kensington-Arnold SD	Geographic Size of District (Square Miles)	5.03
Newport SD	District Address (City)	Newport
Newport SD	District Address (Street)	420 Fickes Lane
Newport SD	District Name	Newport SD
Newport SD	District Zip Code	17074
Newport SD	Geographic Size of District (Square Miles)	71.54
Norristown Area SD	District Address (City)	Norristown
Norristown Area SD	District Address (Street)	401 N Whitehall Rd
Norristown Area SD	District Name	Norristown Area SD
Norristown Area SD	District Zip Code	19403
Norristown Area SD	Geographic Size of District (Square Miles)	15.89
North Allegheny SD	District Address (City)	Pittsburgh
North Allegheny SD	District Address (Street)	200 Hillvue Lane
North Allegheny SD	District Name	North Allegheny SD
North Allegheny SD	District Zip Code	15237
North Allegheny SD	Geographic Size of District (Square Miles)	46.48
North Clarion County SD	District Address (City)	Tionesta
North Clarion County SD	District Address (Street)	10439 Route 36
North Clarion County SD	District Name	North Clarion County SD
North Clarion County SD	District Zip Code	16353
North Clarion County SD	Geographic Size of District (Square Miles)	112.29
North East SD	District Address (City)	North East
North East SD	District Address (Street)	50 E Division St
North East SD	District Name	North East SD
North East SD	District Zip Code	16428
North East SD	Geographic Size of District (Square Miles)	43.69
North Hills SD	District Address (City)	Pittsburgh
North Hills SD	District Address (Street)	135 6th Ave
North Hills SD	District Name	North Hills SD
North Hills SD	District Zip Code	15229
North Hills SD	Geographic Size of District (Square Miles)	15.48
North Penn SD	District Address (City)	Lansdale
North Penn SD	District Address (Street)	401 E Hancock St
North Penn SD	District Name	North Penn SD
North Penn SD	District Zip Code	19446
North Penn SD	Geographic Size of District (Square Miles)	42.73
North Pocono SD	District Address (City)	Moscow
North Pocono SD	District Address (Street)	701 Church St
North Pocono SD	District Name	North Pocono SD
North Pocono SD	District Zip Code	18444
North Pocono SD	Geographic Size of District (Square Miles)	192.04
North Schuylkill SD	District Address (City)	Ashland
North Schuylkill SD	District Address (Street)	15 Academy Lane
North Schuylkill SD	District Name	North Schuylkill SD
North Schuylkill SD	District Zip Code	17921
North Schuylkill SD	Geographic Size of District (Square Miles)	72.07
North Star SD	District Address (City)	Boswell
North Star SD	District Address (Street)	1200 Morris Ave
North Star SD	District Name	North Star SD
North Star SD	District Zip Code	15531
North Star SD	Geographic Size of District (Square Miles)	104.4
Northampton Area SD	District Address (City)	Northampton
Northampton Area SD	District Address (Street)	2014 Laubach Avenue
Northampton Area SD	District Name	Northampton Area SD
Northampton Area SD	District Zip Code	18067
Northampton Area SD	Geographic Size of District (Square Miles)	97.13
Northeast Bradford SD	District Address (City)	Rome
Northeast Bradford SD	District Address (Street)	526 Panther Lane
Northeast Bradford SD	District Name	Northeast Bradford SD
Northeast Bradford SD	District Zip Code	18837
Northeast Bradford SD	Geographic Size of District (Square Miles)	166.82
Northeastern York SD	District Address (City)	Manchester
Northeastern York SD	District Address (Street)	41 Harding St
Northeastern York SD	District Name	Northeastern York SD
Northeastern York SD	District Zip Code	17345
Northeastern York SD	Geographic Size of District (Square Miles)	50.49
Northern Bedford County SD	District Address (City)	Loysburg
Northern Bedford County SD	District Address (Street)	152 NBC Drive
Northern Bedford County SD	District Name	Northern Bedford County SD
Northern Bedford County SD	District Zip Code	16659
Northern Bedford County SD	Geographic Size of District (Square Miles)	111.31
Northern Cambria SD	District Address (City)	Northern Cambria
Northern Cambria SD	District Address (Street)	601 Joseph St
Northern Cambria SD	District Name	Northern Cambria SD
Northern Cambria SD	District Zip Code	15714
Northern Cambria SD	Geographic Size of District (Square Miles)	62.44
Northern Lebanon SD	District Address (City)	Fredericksburg
Northern Lebanon SD	District Address (Street)	345 School Dr
Northern Lebanon SD	District Name	Northern Lebanon SD
Northern Lebanon SD	District Zip Code	17026
Northern Lebanon SD	Geographic Size of District (Square Miles)	143.93
Northern Lehigh SD	District Address (City)	Slatington
Northern Lehigh SD	District Address (Street)	1201 Shadow Oaks Ln
Northern Lehigh SD	District Name	Northern Lehigh SD
Northern Lehigh SD	District Zip Code	18080
Northern Lehigh SD	Geographic Size of District (Square Miles)	25.93
Northern Potter SD	District Address (City)	Ulysses
Northern Potter SD	District Address (Street)	745 Northern Potter Road
Northern Potter SD	District Name	Northern Potter SD
Northern Potter SD	District Zip Code	16948
Northern Potter SD	Geographic Size of District (Square Miles)	228.75
Northern Tioga SD	District Address (City)	Elkland
Northern Tioga SD	District Address (Street)	110 Ellison Road
Northern Tioga SD	District Name	Northern Tioga SD
Northern Tioga SD	District Zip Code	16920
Northern Tioga SD	Geographic Size of District (Square Miles)	330.98
Northern York County SD	District Address (City)	Dillsburg
Northern York County SD	District Address (Street)	650 S Baltimore St
Northern York County SD	District Name	Northern York County SD
Northern York County SD	District Zip Code	17019
Northern York County SD	Geographic Size of District (Square Miles)	84.44
Northgate SD	District Address (City)	Pittsburgh
Northgate SD	District Address (Street)	591 Union Ave
Northgate SD	District Name	Northgate SD
Northgate SD	District Zip Code	15202
Northgate SD	Geographic Size of District (Square Miles)	1.81
Northwest Area SD	District Address (City)	Shickshinny
Northwest Area SD	District Address (Street)	243 Thorne Hill Rd
Northwest Area SD	District Name	Northwest Area SD
Northwest Area SD	District Zip Code	18655
Northwest Area SD	Geographic Size of District (Square Miles)	119.43
Northwestern Lehigh SD	District Address (City)	New Tripoli
Northwestern Lehigh SD	District Address (Street)	6493 Route 309
Northwestern Lehigh SD	District Name	Northwestern Lehigh SD
Northwestern Lehigh SD	District Zip Code	18066
Northwestern Lehigh SD	Geographic Size of District (Square Miles)	107.22
Northwestern SD	District Address (City)	Albion
Northwestern SD	District Address (Street)	100 Harthan Way
Northwestern SD	District Name	Northwestern SD
Northwestern SD	District Zip Code	16401
Northwestern SD	Geographic Size of District (Square Miles)	121.31
Norwin SD	District Address (City)	North Huntingdon
Norwin SD	District Address (Street)	281 McMahon Dr
Norwin SD	District Name	Norwin SD
Norwin SD	District Zip Code	15642
Norwin SD	Geographic Size of District (Square Miles)	28.48
Octorara Area SD	District Address (City)	Atglen
Octorara Area SD	District Address (Street)	228 Highland Rd Suite 1
Octorara Area SD	District Name	Octorara Area SD
Octorara Area SD	District Zip Code	19310
Octorara Area SD	Geographic Size of District (Square Miles)	79.79
Oil City Area SD	District Address (City)	Oil City
Oil City Area SD	District Address (Street)	825 Grandview Road
Oil City Area SD	District Name	Oil City Area SD
Oil City Area SD	District Zip Code	16301
Oil City Area SD	Geographic Size of District (Square Miles)	79.94
Old Forge SD	District Address (City)	Old Forge
Old Forge SD	District Address (Street)	300 Marion St
Old Forge SD	District Name	Old Forge SD
Old Forge SD	District Zip Code	18518
Old Forge SD	Geographic Size of District (Square Miles)	3.42
Oley Valley SD	District Address (City)	Oley
Oley Valley SD	District Address (Street)	17 Jefferson St
Oley Valley SD	District Name	Oley Valley SD
Oley Valley SD	District Zip Code	19547
Oley Valley SD	Geographic Size of District (Square Miles)	64.03
Oswayo Valley SD	District Address (City)	Shinglehouse
Oswayo Valley SD	District Address (Street)	277 S. Oswayo Street
Oswayo Valley SD	District Name	Oswayo Valley SD
Oswayo Valley SD	District Zip Code	16748
Oswayo Valley SD	Geographic Size of District (Square Miles)	122.56
Otto-Eldred SD	District Address (City)	Duke Center
Otto-Eldred SD	District Address (Street)	143 R L Sweitzer Dr
Otto-Eldred SD	District Name	Otto-Eldred SD
Otto-Eldred SD	District Zip Code	16729
Otto-Eldred SD	Geographic Size of District (Square Miles)	87.62
Owen J Roberts SD	District Address (City)	Pottstown
Owen J Roberts SD	District Address (Street)	901 Ridge Rd
Owen J Roberts SD	District Name	Owen J Roberts SD
Owen J Roberts SD	District Zip Code	19465
Owen J Roberts SD	Geographic Size of District (Square Miles)	98.79
Oxford Area SD	District Address (City)	Oxford
Oxford Area SD	District Address (Street)	125 Bell Tower Lane
Oxford Area SD	District Name	Oxford Area SD
Oxford Area SD	District Zip Code	19363
Oxford Area SD	Geographic Size of District (Square Miles)	81.48
Palisades SD	District Address (City)	Kintnersville
Palisades SD	District Address (Street)	39 Thomas Free Dr
Palisades SD	District Name	Palisades SD
Palisades SD	District Zip Code	18930
Palisades SD	Geographic Size of District (Square Miles)	100.95
Palmerton Area SD	District Address (City)	Palmerton
Palmerton Area SD	District Address (Street)	680 Fourth Street
Palmerton Area SD	District Name	Palmerton Area SD
Palmerton Area SD	District Zip Code	18071
Palmerton Area SD	Geographic Size of District (Square Miles)	53.55
Palmyra Area SD	District Address (City)	Palmyra
Palmyra Area SD	District Address (Street)	1125 Park Dr
Palmyra Area SD	District Name	Palmyra Area SD
Palmyra Area SD	District Zip Code	17078
Palmyra Area SD	Geographic Size of District (Square Miles)	37.07
Panther Valley SD	District Address (City)	Lansford
Panther Valley SD	District Address (Street)	1 Panther Way
Panther Valley SD	District Name	Panther Valley SD
Panther Valley SD	District Zip Code	18232
Panther Valley SD	Geographic Size of District (Square Miles)	34.37
Parkland SD	District Address (City)	Allentown
Parkland SD	District Address (Street)	1210 Springhouse Rd
Parkland SD	District Name	Parkland SD
Parkland SD	District Zip Code	18104
Parkland SD	Geographic Size of District (Square Miles)	72.06
Pen Argyl Area SD	District Address (City)	Pen Argyl
Pen Argyl Area SD	District Address (Street)	1620 Teels Rd
Pen Argyl Area SD	District Name	Pen Argyl Area SD
Pen Argyl Area SD	District Zip Code	18072
Pen Argyl Area SD	Geographic Size of District (Square Miles)	27.74
Penn Cambria SD	District Address (City)	Cresson
Penn Cambria SD	District Address (Street)	201 6th St
Penn Cambria SD	District Name	Penn Cambria SD
Penn Cambria SD	District Zip Code	16630
Penn Cambria SD	Geographic Size of District (Square Miles)	109.79
Penn Hills SD	District Address (City)	Pittsburgh
Penn Hills SD	District Address (Street)	260 Aster St
Penn Hills SD	District Name	Penn Hills SD
Penn Hills SD	District Zip Code	15235
Penn Hills SD	Geographic Size of District (Square Miles)	19.41
Penn Manor SD	District Address (City)	Lancaster
Penn Manor SD	District Address (Street)	2950 Charlestown Rd
Penn Manor SD	District Name	Penn Manor SD
Penn Manor SD	District Zip Code	17603
Penn Manor SD	Geographic Size of District (Square Miles)	113.36
Penncrest SD	District Address (City)	Saegertown
Penncrest SD	District Address (Street)	18741 State Hwy 198
Penncrest SD	District Name	Penncrest SD
Penncrest SD	District Zip Code	16433
Penncrest SD	Geographic Size of District (Square Miles)	407.75
Penn-Delco SD	District Address (City)	Aston
Penn-Delco SD	District Address (Street)	2821 Concord Rd
Penn-Delco SD	District Name	Penn-Delco SD
Penn-Delco SD	District Zip Code	19014
Penn-Delco SD	Geographic Size of District (Square Miles)	7.76
Pennridge SD	District Address (City)	Perkasie
Pennridge SD	District Address (Street)	1200 N 5th St
Pennridge SD	District Name	Pennridge SD
Pennridge SD	District Zip Code	18944
Pennridge SD	Geographic Size of District (Square Miles)	92.47
Penns Manor Area SD	District Address (City)	Clymer
Penns Manor Area SD	District Address (Street)	6003 Route 553 Hwy
Penns Manor Area SD	District Name	Penns Manor Area SD
Penns Manor Area SD	District Zip Code	15728
Penns Manor Area SD	Geographic Size of District (Square Miles)	81.14
Penns Valley Area SD	District Address (City)	Spring Mills
Penns Valley Area SD	District Address (Street)	4528 Penns Valley Road
Penns Valley Area SD	District Name	Penns Valley Area SD
Penns Valley Area SD	District Zip Code	16875
Penns Valley Area SD	Geographic Size of District (Square Miles)	256.01
Pennsbury SD	District Address (City)	Fallsington
Pennsbury SD	District Address (Street)	134 Yardley Ave
Pennsbury SD	District Name	Pennsbury SD
Pennsbury SD	District Zip Code	19058
Pennsbury SD	Geographic Size of District (Square Miles)	47.99
Penn-Trafford SD	District Address (City)	Harrison City
Penn-Trafford SD	District Address (Street)	1006 Harrison City-Export Rd
Penn-Trafford SD	District Name	Penn-Trafford SD
Penn-Trafford SD	District Zip Code	15636
Penn-Trafford SD	Geographic Size of District (Square Miles)	34.02
Pequea Valley SD	District Address (City)	Kinzers
Pequea Valley SD	District Address (Street)	166 S New Holland Rd
Pequea Valley SD	District Name	Pequea Valley SD
Pequea Valley SD	District Zip Code	17535
Pequea Valley SD	Geographic Size of District (Square Miles)	81.28
Perkiomen Valley SD	District Address (City)	Collegeville
Perkiomen Valley SD	District Address (Street)	3 Iron Bridge Dr
Perkiomen Valley SD	District Name	Perkiomen Valley SD
Perkiomen Valley SD	District Zip Code	19426
Perkiomen Valley SD	Geographic Size of District (Square Miles)	31.12
Peters Township SD	District Address (City)	McMurray
Peters Township SD	District Address (Street)	631 E McMurray Rd
Peters Township SD	District Name	Peters Township SD
Peters Township SD	District Zip Code	15317
Peters Township SD	Geographic Size of District (Square Miles)	19.73
Philadelphia City SD	District Address (City)	Philadelphia
Philadelphia City SD	District Address (Street)	440 North Broad Street
Philadelphia City SD	District Name	Philadelphia City SD
Philadelphia City SD	District Zip Code	19130
Philadelphia City SD	Geographic Size of District (Square Miles)	142.71
Philipsburg-Osceola Area SD	District Address (City)	Philipsburg
Philipsburg-Osceola Area SD	District Address (Street)	200 Short St
Philipsburg-Osceola Area SD	District Name	Philipsburg-Osceola Area SD
Philipsburg-Osceola Area SD	District Zip Code	16866
Philipsburg-Osceola Area SD	Geographic Size of District (Square Miles)	224.71
Phoenixville Area SD	District Address (City)	Phoenixville
Phoenixville Area SD	District Address (Street)	386 City Line Ave
Phoenixville Area SD	District Name	Phoenixville Area SD
Phoenixville Area SD	District Zip Code	19460
Phoenixville Area SD	Geographic Size of District (Square Miles)	21.52
Pine Grove Area SD	District Address (City)	Pine Grove
Pine Grove Area SD	District Address (Street)	103 School St
Pine Grove Area SD	District Name	Pine Grove Area SD
Pine Grove Area SD	District Zip Code	17963
Pine Grove Area SD	Geographic Size of District (Square Miles)	104.19
Pine-Richland SD	District Address (City)	Gibsonia
Pine-Richland SD	District Address (Street)	702 Warrendale Rd
Pine-Richland SD	District Name	Pine-Richland SD
Pine-Richland SD	District Zip Code	15044
Pine-Richland SD	Geographic Size of District (Square Miles)	31.61
Pittsburgh SD	District Address (City)	Pittsburgh
Pittsburgh SD	District Address (Street)	341 S Bellefield Ave
Pittsburgh SD	District Name	Pittsburgh SD
Pittsburgh SD	District Zip Code	15213
Pittsburgh SD	Geographic Size of District (Square Miles)	57.62
Pittston Area SD	District Address (City)	Pittston
Pittston Area SD	District Address (Street)	5 Stout St
Pittston Area SD	District Name	Pittston Area SD
Pittston Area SD	District Zip Code	18640
Pittston Area SD	Geographic Size of District (Square Miles)	39.29
Pleasant Valley SD	District Address (City)	Brodheadsville
Pleasant Valley SD	District Address (Street)	2233 Route 115
Pleasant Valley SD	District Name	Pleasant Valley SD
Pleasant Valley SD	District Zip Code	18322
Pleasant Valley SD	Geographic Size of District (Square Miles)	116.14
Plum Borough SD	District Address (City)	Plum
