Daniel Boone Area SD	District Zip Code	19508
Daniel Boone Area SD	Geographic Size of District (Square Miles)	43.65
Danville Area SD	District Address (City)	Danville
Danville Area SD	District Address (Street)	733 Ironmen Lane
Danville Area SD	District Name	Danville Area SD
Danville Area SD	District Zip Code	17821
Danville Area SD	Geographic Size of District (Square Miles)	125.31
Deer Lakes SD	District Address (City)	Cheswick
Deer Lakes SD	District Address (Street)	19 East Union Road
Deer Lakes SD	District Name	Deer Lakes SD
Deer Lakes SD	District Zip Code	15024
Deer Lakes SD	Geographic Size of District (Square Miles)	40.74
Delaware Valley SD	District Address (City)	Milford
Delaware Valley SD	District Address (Street)	236 Route 6 and 209
Delaware Valley SD	District Name	Delaware Valley SD
Delaware Valley SD	District Zip Code	18337
Delaware Valley SD	Geographic Size of District (Square Miles)	196.12
Derry Area SD	District Address (City)	Derry
Derry Area SD	District Address (Street)	982 N Chestnut Street Ext
Derry Area SD	District Name	Derry Area SD
Derry Area SD	District Zip Code	15627
Derry Area SD	Geographic Size of District (Square Miles)	97.92
Derry Township SD	District Address (City)	Hershey
Derry Township SD	District Address (Street)	30 East Granada Ave
Derry Township SD	District Name	Derry Township SD
Derry Township SD	District Zip Code	17033
Derry Township SD	Geographic Size of District (Square Miles)	27.4
Donegal SD	District Address (City)	Mount Joy
Donegal SD	District Address (Street)	1051 Koser Rd
Donegal SD	District Name	Donegal SD
Donegal SD	District Zip Code	17552
Donegal SD	Geographic Size of District (Square Miles)	35.72
Dover Area SD	District Address (City)	Dover
Dover Area SD	District Address (Street)	101 Edgeway Road
Dover Area SD	District Name	Dover Area SD
Dover Area SD	District Zip Code	17315
Dover Area SD	Geographic Size of District (Square Miles)	70.36
Downingtown Area SD	District Address (City)	Downingtown
Downingtown Area SD	District Address (Street)	540 Trestle Place
Downingtown Area SD	District Name	Downingtown Area SD
Downingtown Area SD	District Zip Code	19335
Downingtown Area SD	Geographic Size of District (Square Miles)	80.02
Dubois Area SD	District Address (City)	DuBois
Dubois Area SD	District Address (Street)	500 Liberty Blvd
Dubois Area SD	District Name	Dubois Area SD
Dubois Area SD	District Zip Code	15801
Dubois Area SD	Geographic Size of District (Square Miles)	258.21
Dunmore SD	District Address (City)	Dunmore
Dunmore SD	District Address (Street)	300 W Warren St
Dunmore SD	District Name	Dunmore SD
Dunmore SD	District Zip Code	18512
Dunmore SD	Geographic Size of District (Square Miles)	8.99
Duquesne City SD	District Address (City)	Duquesne
Duquesne City SD	District Address (Street)	300 Kennedy Ave
Duquesne City SD	District Name	Duquesne City SD
Duquesne City SD	District Zip Code	15110
Duquesne City SD	Geographic Size of District (Square Miles)	2.04
East Allegheny SD	District Address (City)	North Versailles
East Allegheny SD	District Address (Street)	1150 Jacks Run Rd
East Allegheny SD	District Name	East Allegheny SD
East Allegheny SD	District Zip Code	15137
East Allegheny SD	Geographic Size of District (Square Miles)	9.47
East Lycoming SD	District Address (City)	Hughesville
East Lycoming SD	District Address (Street)	349 Cemetery St
East Lycoming SD	District Name	East Lycoming SD
East Lycoming SD	District Zip Code	17737
East Lycoming SD	Geographic Size of District (Square Miles)	147.21
East Penn SD	District Address (City)	Emmaus
East Penn SD	District Address (Street)	800 Pine Street
East Penn SD	District Name	East Penn SD
East Penn SD	District Zip Code	18049
East Penn SD	Geographic Size of District (Square Miles)	45.07
East Pennsboro Area SD	District Address (City)	Enola
East Pennsboro Area SD	District Address (Street)	890 Panther Parkway
East Pennsboro Area SD	District Name	East Pennsboro Area SD
East Pennsboro Area SD	District Zip Code	17025
East Pennsboro Area SD	Geographic Size of District (Square Miles)	10.7
East Stroudsburg Area SD	District Address (City)	East Stroudsburg
East Stroudsburg Area SD	District Address (Street)	50 Vine St
East Stroudsburg Area SD	District Name	East Stroudsburg Area SD
East Stroudsburg Area SD	District Zip Code	18301
East Stroudsburg Area SD	Geographic Size of District (Square Miles)	216.84
Eastern Lancaster County SD	District Address (City)	New Holland
Eastern Lancaster County SD	District Address (Street)	669 E Main St
Eastern Lancaster County SD	District Name	Eastern Lancaster County SD
Eastern Lancaster County SD	District Zip Code	17557
Eastern Lancaster County SD	Geographic Size of District (Square Miles)	97.18
Eastern Lebanon County SD	District Address (City)	Myerstown
Eastern Lebanon County SD	District Address (Street)	180 Elco Dr
Eastern Lebanon County SD	District Name	Eastern Lebanon County SD
Eastern Lebanon County SD	District Zip Code	17067
Eastern Lebanon County SD	Geographic Size of District (Square Miles)	71.06
Eastern York SD	District Address (City)	Wrightsville
Eastern York SD	District Address (Street)	120 S Third St
Eastern York SD	District Name	Eastern York SD
Eastern York SD	District Zip Code	17368
Eastern York SD	Geographic Size of District (Square Miles)	55.06
Easton Area SD	District Address (City)	Easton
Easton Area SD	District Address (Street)	1801 Bushkill Drive
Easton Area SD	District Name	Easton Area SD
Easton Area SD	District Zip Code	18040
Easton Area SD	Geographic Size of District (Square Miles)	31.63
Elizabeth Forward SD	District Address (City)	Elizabeth
Elizabeth Forward SD	District Address (Street)	401 Rock Run Road
Elizabeth Forward SD	District Name	Elizabeth Forward SD
Elizabeth Forward SD	District Zip Code	15037
Elizabeth Forward SD	Geographic Size of District (Square Miles)	43.5
Elizabethtown Area SD	District Address (City)	Elizabethtown
Elizabethtown Area SD	District Address (Street)	600 E High St
Elizabethtown Area SD	District Name	Elizabethtown Area SD
Elizabethtown Area SD	District Zip Code	17022
Elizabethtown Area SD	Geographic Size of District (Square Miles)	56.2
Elk Lake SD	District Address (City)	Springville
Elk Lake SD	District Address (Street)	2380 Elk Lake School Road
Elk Lake SD	District Name	Elk Lake SD
Elk Lake SD	District Zip Code	18844
Elk Lake SD	Geographic Size of District (Square Miles)	195.01
Ellwood City Area SD	District Address (City)	Ellwood City
Ellwood City Area SD	District Address (Street)	501 Crescent Ave
Ellwood City Area SD	District Name	Ellwood City Area SD
Ellwood City Area SD	District Zip Code	16117
Ellwood City Area SD	Geographic Size of District (Square Miles)	38.76
Ephrata Area SD	District Address (City)	Ephrata
Ephrata Area SD	District Address (Street)	803 Oak Blvd
Ephrata Area SD	District Name	Ephrata Area SD
Ephrata Area SD	District Zip Code	17522
Ephrata Area SD	Geographic Size of District (Square Miles)	43.87
Erie City SD	District Address (City)	Erie
Erie City SD	District Address (Street)	148 W 21st St
Erie City SD	District Name	Erie City SD
Erie City SD	District Zip Code	16502
Erie City SD	Geographic Size of District (Square Miles)	27.96
Everett Area SD	District Address (City)	EVERETT
Everett Area SD	District Address (Street)	427 E SOUTH ST
Everett Area SD	District Name	Everett Area SD
Everett Area SD	District Zip Code	15537
Everett Area SD	Geographic Size of District (Square Miles)	294.13
Exeter Township SD	District Address (City)	Reading
Exeter Township SD	District Address (Street)	200 Elm St
Exeter Township SD	District Name	Exeter Township SD
Exeter Township SD	District Zip Code	19606
Exeter Township SD	Geographic Size of District (Square Miles)	25.46
Fairfield Area SD	District Address (City)	Fairfield
Fairfield Area SD	District Address (Street)	4840 Fairfield Rd
Fairfield Area SD	District Name	Fairfield Area SD
Fairfield Area SD	District Zip Code	17320
Fairfield Area SD	Geographic Size of District (Square Miles)	61.66
Fairview SD	District Address (City)	Fairview
Fairview SD	District Address (Street)	7466 McCray Rd
Fairview SD	District Name	Fairview SD
Fairview SD	District Zip Code	16415
Fairview SD	Geographic Size of District (Square Miles)	29.16
Fannett-Metal SD	District Address (City)	Willow Hill
Fannett-Metal SD	District Address (Street)	14823 Path Valley Road
Fannett-Metal SD	District Name	Fannett-Metal SD
Fannett-Metal SD	District Zip Code	17271
Fannett-Metal SD	Geographic Size of District (Square Miles)	121.89
Farrell Area SD	District Address (City)	Farrell
Farrell Area SD	District Address (Street)	1600 Roemer Blvd
Farrell Area SD	District Name	Farrell Area SD
Farrell Area SD	District Zip Code	16121
Farrell Area SD	Geographic Size of District (Square Miles)	3.21
Ferndale Area SD	District Address (City)	Johnstown
Ferndale Area SD	District Address (Street)	100 Dartmouth Ave
Ferndale Area SD	District Name	Ferndale Area SD
Ferndale Area SD	District Zip Code	15905
Ferndale Area SD	Geographic Size of District (Square Miles)	5.96
Fleetwood Area SD	District Address (City)	Fleetwood
Fleetwood Area SD	District Address (Street)	801 N Richmond St
Fleetwood Area SD	District Name	Fleetwood Area SD
Fleetwood Area SD	District Zip Code	19522
Fleetwood Area SD	Geographic Size of District (Square Miles)	39.44
Forbes Road SD	District Address (City)	Waterfall
Forbes Road SD	District Address (Street)	159 Red Bird Drive
Forbes Road SD	District Name	Forbes Road SD
Forbes Road SD	District Zip Code	16689
Forbes Road SD	Geographic Size of District (Square Miles)	106.96
Forest Area SD	District Address (City)	Tionesta
Forest Area SD	District Address (Street)	"22318 Route 62, Box 16"
Forest Area SD	District Name	Forest Area SD
Forest Area SD	District Zip Code	16353
Forest Area SD	Geographic Size of District (Square Miles)	503.78
Forest City Regional SD	District Address (City)	Forest City
Forest City Regional SD	District Address (Street)	100 Susquehanna Street
Forest City Regional SD	District Name	Forest City Regional SD
Forest City Regional SD	District Zip Code	18421
Forest City Regional SD	Geographic Size of District (Square Miles)	96.61
Forest Hills SD	District Address (City)	Sidman
Forest Hills SD	District Address (Street)	549 Locust Street
Forest Hills SD	District Name	Forest Hills SD
Forest Hills SD	District Zip Code	15955
Forest Hills SD	Geographic Size of District (Square Miles)	96.18
Fort Cherry SD	District Address (City)	Mc Donald
Fort Cherry SD	District Address (Street)	110 Fort Cherry Road
Fort Cherry SD	District Name	Fort Cherry SD
Fort Cherry SD	District Zip Code	15057
Fort Cherry SD	Geographic Size of District (Square Miles)	57.82
Fort LeBoeuf SD	District Address (City)	Waterford
Fort LeBoeuf SD	District Address (Street)	34 East Ninth St
Fort LeBoeuf SD	District Name	Fort LeBoeuf SD
Fort LeBoeuf SD	District Zip Code	16441
Fort LeBoeuf SD	Geographic Size of District (Square Miles)	110.39
Fox Chapel Area SD	District Address (City)	Pittsburgh
Fox Chapel Area SD	District Address (Street)	611 Field Club Rd
Fox Chapel Area SD	District Name	Fox Chapel Area SD
Fox Chapel Area SD	District Zip Code	15238
Fox Chapel Area SD	Geographic Size of District (Square Miles)	34.28
Franklin Area SD	District Address (City)	Franklin
Franklin Area SD	District Address (Street)	40 Knights Way
Franklin Area SD	District Name	Franklin Area SD
Franklin Area SD	District Zip Code	16323
Franklin Area SD	Geographic Size of District (Square Miles)	187.73
Franklin Regional SD	District Address (City)	Murrysville
Franklin Regional SD	District Address (Street)	3210 School Rd
Franklin Regional SD	District Name	Franklin Regional SD
Franklin Regional SD	District Zip Code	15668
Franklin Regional SD	Geographic Size of District (Square Miles)	37.94
Frazier SD	District Address (City)	Perryopolis
Frazier SD	District Address (Street)	142 Constitution St
Frazier SD	District Name	Frazier SD
Frazier SD	District Zip Code	15473
Frazier SD	Geographic Size of District (Square Miles)	59.46
Freedom Area SD	District Address (City)	Freedom
Freedom Area SD	District Address (Street)	1702 School Street
Freedom Area SD	District Name	Freedom Area SD
Freedom Area SD	District Zip Code	15042
Freedom Area SD	Geographic Size of District (Square Miles)	34.89
Freeport Area SD	District Address (City)	Sarver
Freeport Area SD	District Address (Street)	621 South Pike Rd
Freeport Area SD	District Name	Freeport Area SD
Freeport Area SD	District Zip Code	16055
Freeport Area SD	Geographic Size of District (Square Miles)	53.43
Galeton Area SD	District Address (City)	Galeton
Galeton Area SD	District Address (Street)	27 Bridge Street
Galeton Area SD	District Name	Galeton Area SD
Galeton Area SD	District Zip Code	16922
Galeton Area SD	Geographic Size of District (Square Miles)	315.87
Garnet Valley SD	District Address (City)	Glen Mills
Garnet Valley SD	District Address (Street)	80 Station Road
Garnet Valley SD	District Name	Garnet Valley SD
Garnet Valley SD	District Zip Code	19342
Garnet Valley SD	Geographic Size of District (Square Miles)	21.27
Gateway SD	District Address (City)	Monroeville
Gateway SD	District Address (Street)	9000 Gateway Campus Boulevard
Gateway SD	District Name	Gateway SD
Gateway SD	District Zip Code	15146
Gateway SD	Geographic Size of District (Square Miles)	20.25
General McLane SD	District Address (City)	Edinboro
General McLane SD	District Address (Street)	11771 Edinboro Rd
General McLane SD	District Name	General McLane SD
General McLane SD	District Zip Code	16412
General McLane SD	Geographic Size of District (Square Miles)	114.26
Gettysburg Area SD	District Address (City)	Gettysburg
Gettysburg Area SD	District Address (Street)	900 Biglerville Rd
Gettysburg Area SD	District Name	Gettysburg Area SD
Gettysburg Area SD	District Zip Code	17325
Gettysburg Area SD	Geographic Size of District (Square Miles)	176.83
Girard SD	District Address (City)	Girard
Girard SD	District Address (Street)	1203 Lake St
Girard SD	District Name	Girard SD
Girard SD	District Zip Code	16417
Girard SD	Geographic Size of District (Square Miles)	35.92
Glendale SD	District Address (City)	Flinton
Glendale SD	District Address (Street)	1466 Beaver Valley Rd
Glendale SD	District Name	Glendale SD
Glendale SD	District Zip Code	16640
Glendale SD	Geographic Size of District (Square Miles)	98.75
Governor Mifflin SD	District Address (City)	Shillington
Governor Mifflin SD	District Address (Street)	10 South Waverly Street
Governor Mifflin SD	District Name	Governor Mifflin SD
Governor Mifflin SD	District Zip Code	19607
Governor Mifflin SD	Geographic Size of District (Square Miles)	41.26
Great Valley SD	District Address (City)	Malvern
Great Valley SD	District Address (Street)	47 Church Rd
Great Valley SD	District Name	Great Valley SD
Great Valley SD	District Zip Code	19355
Great Valley SD	Geographic Size of District (Square Miles)	43.06
Greater Johnstown SD	District Address (City)	Johnstown
Greater Johnstown SD	District Address (Street)	1091 Broad St
Greater Johnstown SD	District Name	Greater Johnstown SD
Greater Johnstown SD	District Zip Code	15906
Greater Johnstown SD	Geographic Size of District (Square Miles)	29.13
Greater Latrobe SD	District Address (City)	Latrobe
Greater Latrobe SD	District Address (Street)	1816 Lincoln Ave
Greater Latrobe SD	District Name	Greater Latrobe SD
Greater Latrobe SD	District Zip Code	15650
Greater Latrobe SD	Geographic Size of District (Square Miles)	70
Greater Nanticoke Area SD	District Address (City)	Nanticoke
Greater Nanticoke Area SD	District Address (Street)	427 Kosciuszko St
Greater Nanticoke Area SD	District Name	Greater Nanticoke Area SD
Greater Nanticoke Area SD	District Zip Code	18634
Greater Nanticoke Area SD	Geographic Size of District (Square Miles)	54.13
Greencastle-Antrim SD	District Address (City)	Greencastle
Greencastle-Antrim SD	District Address (Street)	500 East Leitersburg Street
Greencastle-Antrim SD	District Name	Greencastle-Antrim SD
Greencastle-Antrim SD	District Zip Code	17225
Greencastle-Antrim SD	Geographic Size of District (Square Miles)	71.9
Greensburg Salem SD	District Address (City)	Greensburg
Greensburg Salem SD	District Address (Street)	1 Academy Hill Place
Greensburg Salem SD	District Name	Greensburg Salem SD
Greensburg Salem SD	District Zip Code	15601
Greensburg Salem SD	Geographic Size of District (Square Miles)	52.96
Greenville Area SD	District Address (City)	Greenville
Greenville Area SD	District Address (Street)	9 Donation Rd
Greenville Area SD	District Name	Greenville Area SD
Greenville Area SD	District Zip Code	16125
Greenville Area SD	Geographic Size of District (Square Miles)	28.48
Greenwood SD	District Address (City)	Millerstown
Greenwood SD	District Address (Street)	405 E Sunbury St
Greenwood SD	District Name	Greenwood SD
Greenwood SD	District Zip Code	17062
Greenwood SD	Geographic Size of District (Square Miles)	97.08
Grove City Area SD	District Address (City)	Grove City
Grove City Area SD	District Address (Street)	511 Highland Ave
Grove City Area SD	District Name	Grove City Area SD
Grove City Area SD	District Zip Code	16127
Grove City Area SD	Geographic Size of District (Square Miles)	87.8
Halifax Area SD	District Address (City)	Halifax
Halifax Area SD	District Address (Street)	3940 Peters Mountain Rd
Halifax Area SD	District Name	Halifax Area SD
Halifax Area SD	District Zip Code	17032
Halifax Area SD	Geographic Size of District (Square Miles)	86.07
Hamburg Area SD	District Address (City)	Hamburg
Hamburg Area SD	District Address (Street)	Windsor Street
Hamburg Area SD	District Name	Hamburg Area SD
Hamburg Area SD	District Zip Code	19526
Hamburg Area SD	Geographic Size of District (Square Miles)	104.09
Hampton Township SD	District Address (City)	Allison Park
Hampton Township SD	District Address (Street)	4591 School Dr
Hampton Township SD	District Name	Hampton Township SD
Hampton Township SD	District Zip Code	15101
Hampton Township SD	Geographic Size of District (Square Miles)	16.2
Hanover Area SD	District Address (City)	Hanover Township
Hanover Area SD	District Address (Street)	1600 Sans Souci Pkwy
Hanover Area SD	District Name	Hanover Area SD
Hanover Area SD	District Zip Code	18706
Hanover Area SD	Geographic Size of District (Square Miles)	21.97
Hanover Public SD	District Address (City)	Hanover
Hanover Public SD	District Address (Street)	403 Moul Ave
Hanover Public SD	District Name	Hanover Public SD
Hanover Public SD	District Zip Code	17331
Hanover Public SD	Geographic Size of District (Square Miles)	3.71
Harbor Creek SD	District Address (City)	Harborcreek
Harbor Creek SD	District Address (Street)	6375 Buffalo Rd
Harbor Creek SD	District Name	Harbor Creek SD
Harbor Creek SD	District Zip Code	16421
Harbor Creek SD	Geographic Size of District (Square Miles)	34.11
Harmony Area SD	District Address (City)	Westover
Harmony Area SD	District Address (Street)	5239 Ridge Rd
Harmony Area SD	District Name	Harmony Area SD
Harmony Area SD	District Zip Code	16692
Harmony Area SD	Geographic Size of District (Square Miles)	83.49
Harrisburg City SD	District Address (City)	Harrisburg
Harrisburg City SD	District Address (Street)	1601 State Street
Harrisburg City SD	District Name	Harrisburg City SD
Harrisburg City SD	District Zip Code	17103
Harrisburg City SD	Geographic Size of District (Square Miles)	11.86
Hatboro-Horsham SD	District Address (City)	Horsham
Hatboro-Horsham SD	District Address (Street)	229 Meetinghouse Rd
Hatboro-Horsham SD	District Name	Hatboro-Horsham SD
Hatboro-Horsham SD	District Zip Code	19044
Hatboro-Horsham SD	Geographic Size of District (Square Miles)	18.74
Haverford Township SD	District Address (City)	Havertown
Haverford Township SD	District Address (Street)	50 East Eagle Road
Haverford Township SD	District Name	Haverford Township SD
Haverford Township SD	District Zip Code	19083
Haverford Township SD	Geographic Size of District (Square Miles)	9.95
Hazleton Area SD	District Address (City)	Hazle Twp
Hazleton Area SD	District Address (Street)	1515 W 23rd St
Hazleton Area SD	District Name	Hazleton Area SD
Hazleton Area SD	District Zip Code	18202
Hazleton Area SD	Geographic Size of District (Square Miles)	251.78
Hempfield SD	District Address (City)	Landisville
Hempfield SD	District Address (Street)	200 Church St
Hempfield SD	District Name	Hempfield SD
Hempfield SD	District Zip Code	17538
Hempfield SD	Geographic Size of District (Square Miles)	44.27
Hempfield Area SD	District Address (City)	Greensburg
Hempfield Area SD	District Address (Street)	4347 Route 136
Hempfield Area SD	District Name	Hempfield Area SD
Hempfield Area SD	District Zip Code	15601
Hempfield Area SD	Geographic Size of District (Square Miles)	83.77
Hermitage SD	District Address (City)	Hermitage
Hermitage SD	District Address (Street)	411 N Hermitage Road
Hermitage SD	District Name	Hermitage SD
Hermitage SD	District Zip Code	16148
Hermitage SD	Geographic Size of District (Square Miles)	29.23
Highlands SD	District Address (City)	Natrona Heights
Highlands SD	District Address (Street)	1500 Pacific Avenue
Highlands SD	District Name	Highlands SD
Highlands SD	District Zip Code	15065
Highlands SD	Geographic Size of District (Square Miles)	22.78
Hollidaysburg Area SD	District Address (City)	Hollidaysburg
Hollidaysburg Area SD	District Address (Street)	405 Clark Street
Hollidaysburg Area SD	District Name	Hollidaysburg Area SD
Hollidaysburg Area SD	District Zip Code	16648
Hollidaysburg Area SD	Geographic Size of District (Square Miles)	121.67
Homer-Center SD	District Address (City)	Homer City
Homer-Center SD	District Address (Street)	65 Wildcat Lane
Homer-Center SD	District Name	Homer-Center SD
Homer-Center SD	District Zip Code	15748
Homer-Center SD	Geographic Size of District (Square Miles)	41.17
Hopewell Area SD	District Address (City)	Aliquippa
Hopewell Area SD	District Address (Street)	2354 Brodhead Rd
Hopewell Area SD	District Name	Hopewell Area SD
Hopewell Area SD	District Zip Code	15001
Hopewell Area SD	Geographic Size of District (Square Miles)	59.83
Huntingdon Area SD	District Address (City)	Huntingdon
Huntingdon Area SD	District Address (Street)	2400 Cassady Ave
Huntingdon Area SD	District Name	Huntingdon Area SD
Huntingdon Area SD	District Zip Code	16652
Huntingdon Area SD	Geographic Size of District (Square Miles)	274.88
Indiana Area SD	District Address (City)	Indiana
Indiana Area SD	District Address (Street)	501 E Pike
Indiana Area SD	District Name	Indiana Area SD
Indiana Area SD	District Zip Code	15701
Indiana Area SD	Geographic Size of District (Square Miles)	82.39
Interboro SD	District Address (City)	Prospect Park
Interboro SD	District Address (Street)	900 Washington Ave
Interboro SD	District Name	Interboro SD
Interboro SD	District Zip Code	19076
Interboro SD	Geographic Size of District (Square Miles)	11.31
Iroquois SD	District Address (City)	Erie
Iroquois SD	District Address (Street)	800 Tyndall Avenue
Iroquois SD	District Name	Iroquois SD
Iroquois SD	District Zip Code	16511
Iroquois SD	Geographic Size of District (Square Miles)	2.37
Jamestown Area SD	District Address (City)	Jamestown
Jamestown Area SD	District Address (Street)	204 Shenango Street
Jamestown Area SD	District Name	Jamestown Area SD
Jamestown Area SD	District Zip Code	16134
Jamestown Area SD	Geographic Size of District (Square Miles)	61.61
Jeannette City SD	District Address (City)	Jeannette
Jeannette City SD	District Address (Street)	800 Florida Ave
Jeannette City SD	District Name	Jeannette City SD
Jeannette City SD	District Zip Code	15644
Jeannette City SD	Geographic Size of District (Square Miles)	2.34
Jefferson-Morgan SD	District Address (City)	Jefferson
Jefferson-Morgan SD	District Address (Street)	1351 Jefferson Rd
Jefferson-Morgan SD	District Name	Jefferson-Morgan SD
Jefferson-Morgan SD	District Zip Code	15344
Jefferson-Morgan SD	Geographic Size of District (Square Miles)	47.58
Jenkintown SD	District Address (City)	Jenkintown
Jenkintown SD	District Address (Street)	West and Highland Avenues
Jenkintown SD	District Name	Jenkintown SD
Jenkintown SD	District Zip Code	19046
Jenkintown SD	Geographic Size of District (Square Miles)	0.58
Jersey Shore Area SD	District Address (City)	Jersey Shore
Jersey Shore Area SD	District Address (Street)	175 A & P Drive
Jersey Shore Area SD	District Name	Jersey Shore Area SD
Jersey Shore Area SD	District Zip Code	17740
Jersey Shore Area SD	Geographic Size of District (Square Miles)	391.94
Jim Thorpe Area SD	District Address (City)	Jim Thorpe
Jim Thorpe Area SD	District Address (Street)	410 Center Ave
Jim Thorpe Area SD	District Name	Jim Thorpe Area SD
Jim Thorpe Area SD	District Zip Code	18229
Jim Thorpe Area SD	Geographic Size of District (Square Miles)	116.6
Johnsonburg Area SD	District Address (City)	Johnsonburg
Johnsonburg Area SD	District Address (Street)	315 High School Road
Johnsonburg Area SD	District Name	Johnsonburg Area SD
Johnsonburg Area SD	District Zip Code	15845
Johnsonburg Area SD	Geographic Size of District (Square Miles)	166.87
Juniata County SD	District Address (City)	Mifflintown
Juniata County SD	District Address (Street)	146 Weatherby Way
Juniata County SD	District Name	Juniata County SD
Juniata County SD	District Zip Code	17059
Juniata County SD	Geographic Size of District (Square Miles)	374.05
Juniata Valley SD	District Address (City)	Alexandria
Juniata Valley SD	District Address (Street)	7775 Juniata Valley Pike
Juniata Valley SD	District Name	Juniata Valley SD
Juniata Valley SD	District Zip Code	16611
Juniata Valley SD	Geographic Size of District (Square Miles)	134.84
Kane Area SD	District Address (City)	Kane
Kane Area SD	District Address (Street)	400 West Hemlock Avenue
Kane Area SD	District Name	Kane Area SD
Kane Area SD	District Zip Code	16735
Kane Area SD	Geographic Size of District (Square Miles)	245.26
Karns City Area SD	District Address (City)	Karns City
Karns City Area SD	District Address (Street)	1446 Kittanning Pike
Karns City Area SD	District Name	Karns City Area SD
Karns City Area SD	District Zip Code	16041
Karns City Area SD	Geographic Size of District (Square Miles)	131.25
Kennett Consolidated SD	District Address (City)	Kennett Square
Kennett Consolidated SD	District Address (Street)	300 East South Street
Kennett Consolidated SD	District Name	Kennett Consolidated SD
Kennett Consolidated SD	District Zip Code	19348
Kennett Consolidated SD	Geographic Size of District (Square Miles)	34.17
Keystone SD	District Address (City)	Knox
Keystone SD	District Address (Street)	451 Huston Avenue
Keystone SD	District Name	Keystone SD
Keystone SD	District Zip Code	16232
Keystone SD	Geographic Size of District (Square Miles)	123.17
Keystone Central SD	District Address (City)	Mill Hall
Keystone Central SD	District Address (Street)	86 Administration Drive
Keystone Central SD	District Name	Keystone Central SD
Keystone Central SD	District Zip Code	17751
Keystone Central SD	Geographic Size of District (Square Miles)	970.76
Keystone Oaks SD	District Address (City)	Pittsburgh
Keystone Oaks SD	District Address (Street)	1000 Kelton Ave
Keystone Oaks SD	District Name	Keystone Oaks SD
Keystone Oaks SD	District Zip Code	15216
Keystone Oaks SD	Geographic Size of District (Square Miles)	4.36
Kiski Area SD	District Address (City)	Vandergrift
Kiski Area SD	District Address (Street)	200 Poplar Street
Kiski Area SD	District Name	Kiski Area SD
Kiski Area SD	District Zip Code	15690
Kiski Area SD	Geographic Size of District (Square Miles)	104.96
Kutztown Area SD	District Address (City)	Kutztown
Kutztown Area SD	District Address (Street)	251 Long Lane
Kutztown Area SD	District Name	Kutztown Area SD
Kutztown Area SD	District Zip Code	19530
Kutztown Area SD	Geographic Size of District (Square Miles)	99.01
Lackawanna Trail SD	District Address (City)	Factoryville
Lackawanna Trail SD	District Address (Street)	College Avenue
Lackawanna Trail SD	District Name	Lackawanna Trail SD
Lackawanna Trail SD	District Zip Code	18419
Lackawanna Trail SD	Geographic Size of District (Square Miles)	73.43
Lakeland SD	District Address (City)	Scott Township
Lakeland SD	District Address (Street)	1355 Lakeland Drive
Lakeland SD	District Name	Lakeland SD
Lakeland SD	District Zip Code	18433
Lakeland SD	Geographic Size of District (Square Miles)	66.36
Lake-Lehman SD	District Address (City)	Dallas
Lake-Lehman SD	District Address (Street)	1237 Market Street
Lake-Lehman SD	District Name	Lake-Lehman SD
Lake-Lehman SD	District Zip Code	18612
Lake-Lehman SD	Geographic Size of District (Square Miles)	142.08
Lakeview SD	District Address (City)	Stoneboro
Lakeview SD	District Address (Street)	2482 Mercer St
Lakeview SD	District Name	Lakeview SD
Lakeview SD	District Zip Code	16153
Lakeview SD	Geographic Size of District (Square Miles)	144.17
Lampeter-Strasburg SD	District Address (City)	Lancaster
Lampeter-Strasburg SD	District Address (Street)	1600 Book Rd
Lampeter-Strasburg SD	District Name	Lampeter-Strasburg SD
Lampeter-Strasburg SD	District Zip Code	17602
Lampeter-Strasburg SD	Geographic Size of District (Square Miles)	37.89
Lancaster SD	District Address (City)	Lancaster
Lancaster SD	District Address (Street)	251 S Prince St
Lancaster SD	District Name	Lancaster SD
Lancaster SD	District Zip Code	17603
Lancaster SD	Geographic Size of District (Square Miles)	13.31
Laurel Highlands SD	District Address (City)	Uniontown
Laurel Highlands SD	District Address (Street)	304 Bailey Ave
Laurel Highlands SD	District Name	Laurel Highlands SD
Laurel Highlands SD	District Zip Code	15401
Laurel Highlands SD	Geographic Size of District (Square Miles)	55.83
Laurel SD	District Address (City)	New Castle
Laurel SD	District Address (Street)	2497 Harlansburg Rd
Laurel SD	District Name	Laurel SD
Laurel SD	District Zip Code	16101
Laurel SD	Geographic Size of District (Square Miles)	66.28
Lebanon SD	District Address (City)	Lebanon
Lebanon SD	District Address (Street)	1000 S 8th St
Lebanon SD	District Name	Lebanon SD
Lebanon SD	District Zip Code	17042
Lebanon SD	Geographic Size of District (Square Miles)	4.56
Leechburg Area SD	District Address (City)	Leechburg
Leechburg Area SD	District Address (Street)	210 Penn Avenue
Leechburg Area SD	District Name	Leechburg Area SD
Leechburg Area SD	District Zip Code	15656
Leechburg Area SD	Geographic Size of District (Square Miles)	18.62
Lehighton Area SD	District Address (City)	Lehighton
Lehighton Area SD	District Address (Street)	1000 Union St
Lehighton Area SD	District Name	Lehighton Area SD
Lehighton Area SD	District Zip Code	18235
Lehighton Area SD	Geographic Size of District (Square Miles)	65.72
Lewisburg Area SD	District Address (City)	Lewisburg
Lewisburg Area SD	District Address (Street)	1951 Washington Ave
Lewisburg Area SD	District Name	Lewisburg Area SD
Lewisburg Area SD	District Zip Code	17837
