Name,Latitude,Longitude
Crossroads MS,40.1802003510001,-76.843583985
Fairview El Sch,40.1995374640001,-76.8856524989999
Fishing Creek El Sch,40.178063665,-76.8382518449999
Highland El Sch,40.2296553680001,-76.8982896749999
Hillside El Sch,40.2269672360001,-76.873136025
Newberry El Sch,40.130716851,-76.801009095
Red Land SHS,40.176800363,-76.8477270389999
Red Mill El Sch,40.153204225,-76.7946071489999
Rossmoyne El Sch,40.202418503,-76.952288191
Washington Heights El Sch,40.247196585,-76.90006053
Central Dauphin East MS,40.285614321,-76.7953965949999
Central Dauphin East SHS,40.284503972,-76.800215726
Central Dauphin MS,40.2936700610001,-76.810653987
Central Dauphin SHS,40.3496890100001,-76.758891222
Chambers Hill El Sch,40.255528182,-76.7775234819999
Lawnton El Sch,40.2605823110001,-76.808299169
Linglestown El Sch,40.337165822,-76.793502658
Linglestown MS,40.3385138360001,-76.7946309819999
Middle Paxton El Sch,40.3798078930001,-76.931656577
Mountain View El Sch,40.3235555850001,-76.801428342
North Side El Sch,40.306686201,-76.816231236
Paxtang El Sch,40.261055867,-76.830506725
Paxtonia El Sch,40.320306654,-76.7820835099999
Phillips El Sch,40.290695176,-76.803177148
Rutherford El Sch,40.266442112,-76.7740554869999
South Side El Sch,40.278771953,-76.806167296
Swatara MS,40.239638439,-76.817885258
Tri-Community El Sch,40.2337807380001,-76.8204426029999
West Hanover El Sch,40.338007287,-76.722260401
Hershey Early Childhood Ctr,40.2811241420001,-76.643787253
Hershey HS,40.276694396,-76.6412502589999
Hershey Intrmd El Sch,40.281696358,-76.6434134309999
Hershey MS,40.2798854810001,-76.640924749
Hershey Primary El Sch,40.2814518050001,-76.643084276
Halifax Area El Sch,40.463497,-76.931866
Halifax Area HS,40.46093,-76.927483
Halifax Area MS,40.46093,-76.927483
Foose Sch,40.251357,-76.863162
Harrisburg HS,40.271564,-76.849007
Marshall Math Science Academy,40.268509,-76.847181
Rowland Academy,40.261862,-76.859487
Scott Sch,40.261608,-76.858019
Conewago El Sch,40.224638477,-76.6204925009999
East Hanover El Sch,40.3610412130001,-76.674193573
Londonderry El Sch,40.1915582080001,-76.678444215
Lower Dauphin HS,40.260044012,-76.705814093
Lower Dauphin MS,40.2621316820001,-76.6969035509999
Nye El Sch,40.262934369,-76.712472804
Price,40.2639390740001,-76.705351784
South Hanover El Sch,40.2916157240001,-76.683787342
Fink El Sch,40.197451,-76.725496
Kunkel El Sch,40.226702,-76.776688
Middletown Area HS,40.210153,-76.735969
Middletown Area MS,40.213271,-76.736978
Robert Reid El Sch,40.212934,-76.735634
Lenkerville El Sch,40.530564,-76.962173
Millersburg Area MS,40.542167,-76.95165
Millersburg Area SHS,40.542167,-76.95165
Steelton-Highspire El Sch,40.237859,-76.831366
Steelton-Highspire HS,40.239018684,-76.829873065
Sara Lindemuth El Sch,40.300225,-76.84697
Susquehanna Twp HS,40.299279,-76.842931
Susquehanna Twp MS,40.27988,-76.83278
Thomas W Holtzman Jr El Sch,40.327844,-76.871113
Upper Dauphin Area El Sch,40.569216,-76.756514
Upper Dauphin Area HS,40.551909,-76.81721
Upper Dauphin Area MS,40.569216,-76.756514
Greenwood El Sch,40.5534118460001,-77.150240287
Greenwood HS,40.551866639,-77.151606187
Greenwood MS,40.551292103,-77.152481759
Newport El Sch,40.482779,-77.13859
Newport HS,40.4796,-77.137919
Newport MS,40.4796,-77.137919
Susquenita El Sch,40.354091,-77.011417
Susquenita HS,40.353393,-76.999714
Susquenita MS,40.3535966740001,-77.003329381
Blain El Sch,40.339435872,-77.5142581819999
Carroll El Sch,40.3906615810001,-77.1317508389999
New Bloomfield El Sch,40.4181449050001,-77.196487969
West Perry MS,40.383316585,-77.301976133
West Perry SHS,40.383612327,-77.299898201
Dillsburg El Sch,40.108185,-77.031914
Northern El Sch,40.096335,-77.030973
Northern HS,40.096421,-77.030967
Northern MS,40.096378,-77.03097
South Mountain El Sch,40.096403,-77.060326
Wellsville Campus,40.050235,-76.936504
Appleman El Sch,41.198554,-76.379483
Berwick Area HS,41.065722,-76.23002
Berwick Area MS,41.0633047220001,-76.2266572999999
Nescopeck El Sch,41.051011,-76.214973
Salem El Sch,41.066142,-76.225701
Beaver-Main El Sch,40.958725,-76.307547
Bloomsburg Area HS,40.99091,-76.454529
Bloomsburg Area MS,40.991683,-76.455194
Memorial El Sch,40.999074,-76.455416
W W Evans Memorial El Sch,40.992067,-76.478718
Central Columbia El Sch,41.0254249540001,-76.3592449189999
Central Columbia MS,41.0226134330001,-76.366694937
Central Columbia SHS,41.0210468660001,-76.365856169
Millville Area El Sch,41.124644,-76.528492
Millville Area JSHS,41.124195,-76.527307
Hartman El Ctr,40.90385,-76.495345
Southern Columbia HS,40.903724,-76.496229
Southern Columbia MS,40.903752,-76.496033
Danville Area MS,40.9641612820001,-76.6200194049999
Danville Area SHS,40.957736003,-76.6004615379999
Liberty-Valley El Sch,40.9846110330001,-76.662612474
Line Mountain HS,40.668107138,-76.827323425
Line Mountain El Sch,40.780759,-76.673814
James F Baugher El Sch,41.0163886290001,-76.835632144
Milton Area MS,41.010724,-76.84147
Milton HS,41.009617792,-76.840378561
White Deer El Sch,41.0396954770001,-76.8693393619999
Mount Carmel Area El Sch,40.791183001,-76.425584251
Mount Carmel Area HS,40.791275038,-76.421448455
Shamokin Area El Sch,40.7816518700001,-76.584262999
Shamokin Area HS,40.7815935340001,-76.584187115
Shamokin Area MS,40.7813315540001,-76.589947915
Chief Shikellamy Sch,40.874968875,-76.778446802
Oaklyn Sch,40.857476251,-76.75933544
Priestley Sch,40.9027227010001,-76.811358126
Shikellamy HS,40.856349612,-76.7895583169999
Warrior Run JSHS,41.1041286488192,-76.8039574587689
Middleburg El Sch,40.7868926250001,-77.034003441
Midd-West MS,40.787855409,-77.03183391
Midd-West HS,40.7882920540001,-77.0359545749999
Selinsgrove Area HS,40.805747,-76.866453
Selinsgrove Area MS,40.803178,-76.875468
Selinsgrove Area El Sch,40.807292,-76.866512
Selinsgrove Intrmd Sch,40.801321,-76.875936
Donald H Eichhorn MS,40.955921733,-76.9065127109999
Kelly El Sch,40.988778021,-76.89811796
Lewisburg HS,40.983036,-76.895389
Linntown El Sch,40.9563852950001,-76.903579759
Mifflinburg Area Intrmd Sch,40.919981744,-77.027667885
Mifflinburg Area MS,40.9222509510001,-77.0286611879999
Mifflinburg Area SHS,40.918080864,-77.040110538
Mifflinburg El Sch,40.9199995980001,-77.0306772009999
Athens Area HS,41.970791,-76.528256
Audrielle Lynch-Ellen Bustin El Sch,41.964748,-76.526103
Canton Area El Sch,41.657649,-76.843827
Canton JSHS,41.656976,-76.842033
Northeast Bradford El Sch,41.863983191,-76.2356427989999
Northeast Bradford JSHS,41.863749485,-76.23572912
Sayre Area HS,41.982921,-76.522836
Snyder El Sch,41.989377,-76.533319
Morrow El Sch,41.772998,-76.448357
Towanda Area El Sch,41.7678686830001,-76.45090305
Towanda Area JSHS,41.772915,-76.448447
Troy Area JSHS,41.7889495810001,-76.7853709
W R Croman Primary Sch,41.7792639460001,-76.793229407
Wyalusing Valley JSHS,41.658496213,-76.256584101
Carl G Renn El Sch,41.232189487,-76.612046053
George A Ferrell El Sch,41.2805977890001,-76.716822774
Hughesville JSHS,41.241002,-76.732498
Joseph C Ashkar El Sch,41.237401,-76.732111
Avis El Sch,41.193874097,-77.311639487
Jersey Shore Area El Sch,41.200325229,-77.2630451329999
Jersey Shore Area SHS,41.1982703630001,-77.2627218499999
Jersey Shore MS,41.200482106,-77.263418712
Salladasburg El Sch,41.2673755390001,-77.229438051
Donald E. Schick Sch,41.262627,-76.948616
Loyalsock Twp MS,41.260143,-76.964678
Loyalsock Twp SHS,41.259653,-76.967747
Montgomery El Sch,41.180609428,-76.876106281
Montgomery JSHS,41.174975,-76.872663
C E McCall MS,41.254941,-76.906533
Loyalsock Valley El Sch,41.315515109,-76.9079004129999
Lyter El Sch,41.253334,-76.914567
Montoursville Area SHS,41.249955,-76.91997
Muncy JSHS,41.201313869,-76.7904219279999
Ward L Myers El Sch,41.2005687490001,-76.782419897
Central El Sch,41.227785,-76.998535
Rommelt El Sch,41.229577,-76.999024
South Williamsport Area JSHS,41.226523,-76.995552
Cochran Primary Sch,41.255074,-77.012367
Curtin Intrmd Sch,41.251657,-77.004083
Hepburn-Lycoming Primary Sch,41.301394,-77.059301
Jackson Primary Sch,41.239881,-77.062288
Lycoming Valley Intrmd Sch,41.27851,-77.049016
Williamsport Area SHS,41.237279,-77.069831
Sullivan Co JSHS,41.4197295110001,-76.498306411
Clark Wood El Sch,41.993061,-77.302688
Cowanesque Valley JSHS,41.9196601830001,-77.547577405
Russell B Walter El Sch,41.9571728010001,-77.108800268
Westfield Area El Sch,41.9180358020001,-77.55565983
Williamson SHS,41.957229281,-77.108802037
Blossburg El Sch,41.679638,-77.063472
Liberty El Sch,41.558148805,-77.113331616
North Penn-Liberty JSHS,41.558306,-77.109519
North Penn-Mansfield JSHS,41.806251,-77.081417
Warren L Miller El Sch,41.8058074910001,-77.080889224
Charlotte Lappla El Sch,41.7418855650001,-77.299312216
Don Gill El Sch,41.741119295,-77.299794074
Rock L Butler MS,41.7590035520001,-77.303635668
Wellsboro Area HS,41.7593830810001,-77.304857964
Fairview El Sch,41.1534620370001,-75.8788189959999
Rice El Sch,41.1452011000001,-75.971277428
Dallas Intermediate Sch,41.345020334,-75.954708814
Dallas MS,41.342753703,-75.951936781
Dallas SHS,41.340712443,-75.9510022009999
Wycallis Primary Center,41.3466526230001,-75.9627152909999
GNA El Ctr,41.202486,-75.991695
Greater Nanticoke Area SHS,41.204008,-75.992606
Hanover Area JSHS,41.21945,-75.945741
Hanover Area Memorial El Sch,41.2265878540001,-75.922381365
Lee Park El Sch,41.229451082,-75.915305583
Arthur Street El Sch,40.9666,-75.964878
Drums El/MS,41.010789726,-76.0013499039999
Freeland El/MS,41.021551491,-75.892437549
Hazleton Area HS,40.9720061530001,-75.9957855979999
Hazleton El/MS,40.96546,-75.972289
Heights Terrace El/MS,40.9437457930001,-75.968065268
Valley El/MS,40.988777483,-76.07528861
West Hazleton El/MS,40.960529212,-75.9999835789999
Lake-Lehman JSHS,41.310403498,-76.023948403
Lake-Noxen El Sch,41.361285847,-76.064160557
Lehman-Jackson El Sch,41.3136162490001,-76.020599337
Ross El Sch,41.286501134,-76.138245146
Northwest Area Intermediate Sch,41.2204069210001,-76.1176794049999
Northwest Area Primary Sch,41.192552902,-76.233081172
Northwest Area HS,41.182925889,-76.189362608
Pittston Area MS,41.33535,-75.781665
Martin F Quinn Pittston Area Primary Ctr,41.323198,-75.765697
Pittston Area SHS,41.30487,-75.790892
Pittston City Intrmd Ctr,41.335344,-75.782249
Daniel J Flood El Sch,41.254536,-75.864755
Dodson El Sch,41.246209,-75.864721
Dr David W Kistler El Sch,41.240596,-75.909612
G A R MS,41.235043,-75.882454
Heights/Murray El Sch,41.238651,-75.87355
Solomon/Plains El Sch,41.2715941760001,-75.849920899
Solomon/Plains MS,41.271785762,-75.850025069
Wyoming Area Kindergarten Ctr,41.3221788110001,-75.8112291749999
Wyoming Area Intermediate Ctr,41.3274592610001,-75.799009349
Wyoming Area Primary Ctr,41.306692223,-75.838814857
Wyoming Area Sec Ctr,41.322141888,-75.810594006
Chester Street El Sch,41.2624644360001,-75.890743446
Dana El Ctr,41.2839955370001,-75.8767637719999
Third Avenue El Sch,41.2567844870001,-75.887155106
Wyoming Valley West MS,41.26156,-75.890343
Wyoming Valley West SHS,41.2421700040001,-75.950131368
Tunkhannock HS,41.538698,-75.949857
Abington Heights HS,41.492225,-75.718804
Abington Heights MS,41.477326,-75.748803
Clarks Summit El Sch,41.490263,-75.702949
Newton-Ransom Sch,41.477762,-75.74774
South Abington Sch,41.4770910460001,-75.6837216769999
Waverly Sch,41.525481175,-75.7098036249999
Carbondale Area JSHS,41.568104346,-75.5147765039999
Carbondale El Sch,41.5679154470001,-75.514897134
Dunmore El Ctr,41.4277248670001,-75.635769518
Lakeland El Sch - Scott Campus,41.539243,-75.609099
Lakeland JSHS,41.535682,-75.609346
Lakeland El Sch - Mayfield Campus,41.542227,-75.533672
Mid Valley El Ctr,41.4472659840001,-75.603555762
Jefferson El Sch,41.412571,-75.500662
Moscow El Sch,41.338169,-75.531701
North Pocono HS,41.336510226,-75.529506606
North Pocono Intmd Sch,41.337516,-75.528134
North Pocono MS,41.3372956110001,-75.5314480019999
Old Forge El Sch,41.372031,-75.743263
Old Forge JSHS,41.37182,-75.739211
Riverside El Sch East,41.3664110990001,-75.705290613
Riverside El Sch West,41.379241113,-75.720130497
Riverside JSHS,41.3812151920001,-75.71935923
Charles Sumner #18,41.4178653980001,-75.6798300459999
Frances Willard #32,41.406205148,-75.686757111
John Adams #4,41.4197511410001,-75.657377318
John F. Kennedy #7,41.3838645750001,-75.6796808189999
John G Whittier #2,41.399417,-75.658785
Isaac Tripp El Sch,41.422991661,-75.677037865
McNichols Plaza,41.3911285080001,-75.664116957
Neil Armstrong #40,41.434369438,-75.664669491
Northeast Intrmd Sch,41.414246829,-75.654966144
Robert Morris #27,41.4326913240001,-75.646844342
Scranton HS,41.418085977,-75.6689086769999
South Scranton Intrmd Sch,41.397790172,-75.67089715
West Scranton HS,41.409177834,-75.6882016009999
West Scranton Intrmd Sch,41.4087183840001,-75.691508214
William Prescott #38,41.408722504,-75.643092987
Valley View El Ctr,41.478424847,-75.58497256
Valley View HS,41.497593529,-75.561858348
Valley View Intrmd Sch,41.4969405910001,-75.56199753
Valley View MS,41.4990126180001,-75.557623872
Blue Ridge El Sch,41.8987077990001,-75.737026139
Blue Ridge HS,41.898827081,-75.736777027
Blue Ridge MS,41.8731339720001,-75.725228282
Elk Lake El Sch,41.738192075,-75.955815485
Elk Lake JSHS,41.7381379510001,-75.9558135359999
Forest City Regional El Sch,41.645873,-75.470481
Forest City Regional HS,41.645873,-75.470481
Choconut Valley El Sch,41.961257559,-76.0033200619999
Lathrop Street El Sch,41.836568,-75.866126
Montrose Area JSHS,41.840821,-75.842457
Mountain View El Sch,41.7404275050001,-75.726333535
Mountain View JSHS,41.738405146,-75.7275139229999
Susquehanna Community El Sch,41.9512412550001,-75.5875407
Susquehanna Community JSHS,41.9499514660001,-75.591156333
Wallenpaupack Area HS,41.454804978,-75.18217349
Wallenpaupack Area MS,41.4566794940001,-75.1749537649999
Wallenpaupack North Intrmd Sch,41.456727636,-75.175044513
Wallenpaupack Pri Sch,41.4575515760001,-75.1718383049999
Wallenpaupack South El Sch,41.308896057,-75.32049769
Damascus Area Sch,41.698501214,-75.075372612
Honesdale HS,41.560596,-75.262219
Lakeside Elementary School,41.557998,-75.267361
Preston Sch,41.8545541140001,-75.375519545
Stourbridge Primary Ctr,41.562855551,-75.269440877
Wayne Highlands MS,41.557548,-75.25578
Western Wayne HS,41.4929313220001,-75.3984197899999
Western Wayne MS,41.493620364,-75.3975439009999
Wilson El Sch,41.574387775,-75.4057737539999
Lackawanna Trail El Ctr,41.567977,-75.787556
Lackawanna Trail JSHS,41.588400048,-75.81047265
Bushkill El Sch,41.170552404,-75.021286387
East Stroudsburg El Sch,41.01351,-75.173545
East Stroudsburg SHS North,41.217657,-74.927674
East Stroudsburg SHS South,41.006329,-75.184302
J M Hill El Sch,41.004115,-75.179162
J T Lambert Intermediate Sch,41.021799,-75.176392
Lehman Intermediate Sch,41.217657,-74.927674
Middle Smithfield El Sch,41.034326,-75.140879
Resica El Sch,41.07474,-75.111685
Smithfield El Sch,41.000979504,-75.133178775
Pleasant Valley El Sch,40.9128411770001,-75.472174319
Pleasant Valley HS,40.922608946,-75.403703864
Pleasant Valley Intrmd Sch,40.9152243710001,-75.474666074
Pleasant Valley MS,40.9246988680001,-75.4082096339999
Clear Run El Ctr,41.1557274350001,-75.3844134779999
Pocono Mountain East HS,41.1014029470001,-75.324329479
Pocono Mountain East JHS,41.100543766,-75.32641181
Pocono Mountain West HS,41.109061846,-75.422528067
Pocono Mountain West JHS,41.11000025,-75.426504979
Swiftwater El Ctr,41.0995448240001,-75.325381286
Tobyhanna El Ctr,41.104738345,-75.4773392719999
Arlington Heights El Sch,40.988954,-75.21917
B F Morey El Sch,40.983251,-75.202262
Stroudsburg HS,40.983092,-75.20375
Chipperfield El Sch,41.000706,-75.231629
Stroudsburg JHS,40.994659,-75.218341
Stroudsburg MS,40.995792,-75.24445
Bangor Area HS,40.8853,-75.152084
Bangor Area MS,40.875659,-75.153852
Washington El Sch,40.844203,-75.212693
Asa Packer El Sch,40.655813,-75.40958
Broughal MS,40.609704,-75.379943
Calypso El Sch,40.618849,-75.396604
Clearview El Sch,40.638051,-75.418503
Donegan El Sch,40.611167,-75.359174
East Hills MS,40.662333,-75.343007
Farmersville El Sch,40.6656577460001,-75.299099413
Fountain Hill El Sch,40.598634,-75.397734
Freedom HS,40.662184,-75.339996
Freemansburg El Sch,40.626016,-75.339508
Governor Wolf El Sch,40.653491,-75.342745
Hanover El Sch,40.669079,-75.401493
James Buchanan El Sch,40.639539,-75.406526
Liberty HS,40.628888,-75.370477
Lincoln El Sch,40.63849,-75.351537
Marvine El Sch,40.63398,-75.343661
Miller Heights El Sch,40.647702,-75.327753
Nitschmann MS,40.625239,-75.395019
Northeast MS,40.628233,-75.363181
Spring Garden El Sch,40.646879,-75.360008
Thomas Jefferson El Sch,40.623378,-75.368573
William Penn El Sch,40.627795,-75.381666
Cheston El Sch,40.675989245,-75.218407891
Easton Area HS,40.6827320570001,-75.252785967
Forks El Sch,40.714933,-75.214884
March El Sch,40.702438,-75.204435
Palmer El Sch,40.687487,-75.264445
Paxinosa El Sch,40.690448,-75.226848
Shawnee El Sch,40.704301,-75.232019
Tracy El Sch,40.714089722264,-75.2538695189623
Kenneth N Butz Jr El Sch,40.79176,-75.32389
Lower Nazareth El Sch,40.705115,-75.335604
Nazareth Area HS,40.7424802740001,-75.29814856
Nazareth Area Intermediate Sch,40.736894,-75.288221
Nazareth Area MS,40.7389499170001,-75.2885985679999
Shafer El Sch,40.741322,-75.301358
George Wolf El Sch,40.722444,-75.391927
Lehigh El Sch,40.764164,-75.535392
Moore El Sch,40.778542,-75.433352
Northampton Area HS,40.686933,-75.491914
Colonel John Siegfried El Sch,40.686971,-75.494575
Northampton Area MS,40.686876,-75.491898
Pen Argyl Area HS,40.869235,-75.265405
Plainfield El Sch,40.788419,-75.278469
Wind Gap MS,40.837671,-75.283671
Saucon Valley El Sch,40.567903,-75.330023
Saucon Valley MS,40.569431,-75.329745
Saucon Valley SHS,40.57041,-75.329653
Avona El Sch,40.6714684940001,-75.242898536
Wilson Area Intermediate Sch,40.671513508,-75.2428108399999
Williams Township El Sch,40.6395013600001,-75.2374507179999
Wilson Area HS,40.683975065,-75.244830333
Wilson Borough El Sch,40.68509843,-75.243096465
Delaware Valley El Sch,41.3652598040001,-74.696529346
Delaware Valley HS,41.3482679700001,-74.739230299
Delaware Valley MS,41.349280637,-74.7396954549999
Dingman-Delaware El Sch,41.291237703,-74.952942139
Dingman-Delaware MS,41.289519538,-74.9531930639999
Dingman-Delaware Primary Sch,41.2896929950001,-74.9501221579999
Shohola El Sch,41.377240321,-74.895203297
Jim Thorpe Area HS,40.882716,-75.724168
L B Morris El Sch,40.88092,-75.730469
Penn-Kidder Campus,41.028656,-75.584934
Lehighton Area HS,40.826637239,-75.7263896169999
Lehighton Area MS,40.8340156720001,-75.723642082
Parkside Education Center,40.802657,-75.607502
Palmerton Area HS,40.8120864790001,-75.607604389
Palmerton Area JHS,40.811888879,-75.6074341089999
S S Palmer El Sch,40.803220588,-75.611601449
Towamensing El Sch,40.8715591390001,-75.566225635
Panther Valley El Sch,40.866344258,-75.812037977
Weatherly Area El Sch,40.938126,-75.818453
Weatherly Area MS,40.938126,-75.818453
Weatherly Area SHS,40.938214,-75.818573
Central El Sch,40.60428,-75.475974
Francis D Raub MS,40.594731,-75.492607
Harrison-Morton MS,40.607752,-75.460719
Hiram W Dodd El Sch,40.57886,-75.460666
Jefferson El Sch,40.591719,-75.468103
Lehigh Parkway El Sch,40.576992,-75.484877
Louis E Dieruff HS,40.621518,-75.442811
Mosser El Sch,40.607667,-75.445085
Muhlenberg El Sch,40.60485,-75.505721
Ritter El Sch,40.621397,-75.432181
Roosevelt El Sch,40.590389,-75.455885
Sheridan El Sch,40.612745,-75.463134
South Mountain MS,40.574536,-75.461679
Trexler MS,40.609684,-75.493611
Union Terrace El Sch,40.59258,-75.496497
Washington El Sch,40.613342,-75.481084
William Allen HS,40.598174,-75.493075
Catasauqua MS,40.659017,-75.46585
Catasauqua SHS,40.677082,-75.462996
Francis H Sheckler El Sch,40.655775,-75.458663
Alburtis El Sch,40.5078524100001,-75.606509613
Emmaus HS,40.534464234,-75.505617408
Eyer MS,40.515052858,-75.543315857
Jefferson El Sch,40.5369994440001,-75.49672371
Lincoln El Sch,40.540009878,-75.495127412
Lower Macungie MS,40.5500889690001,-75.5730151189999
Macungie El Sch,40.5132259860001,-75.5423034189999
Shoemaker El Sch,40.512386555,-75.543934174
Wescosville El Sch,40.5631085310001,-75.5558806889999
Northern Lehigh MS,40.75909,-75.609782
Northern Lehigh SHS,40.764428,-75.61441
Peters El Sch,40.72161,-75.639854
Slatington El Sch,40.765272,-75.614384
Northwestern Lehigh El Sch,40.6817668680001,-75.7263505729999
Northwestern Lehigh HS,40.6810906330001,-75.724306642
Northwestern Lehigh MS,40.684893985,-75.7236908249999
Weisenberg El Sch,40.590534001,-75.7097282559999
Cetronia Sch,40.585625615,-75.53327466
Fogelsville Sch,40.567902755,-75.6159994019999
Ironton Sch,40.6656564360001,-75.5635049049999
Kernsville Sch,40.6349992400001,-75.595626683
Kratzer Sch,40.621326292,-75.516087312
Orefield MS,40.629783226,-75.58063856
Parkland HS,40.6382388060001,-75.546896056
Parkway Manor Sch,40.593649305,-75.5500624759999
Schnecksville Sch,40.667885717,-75.604176501
Springhouse MS,40.60572419,-75.5490091409999
Salisbury El Sch,40.589992,-75.427845
Salisbury MS,40.5599814220001,-75.5029732739999
Salisbury SHS,40.584164281,-75.441846748
Hopewell El Sch,40.535823,-75.425181
Liberty Bell El Sch,40.513115,-75.394245
Southern Lehigh Intermediate Sch,40.542834,-75.395869
Southern Lehigh MS,40.537568687,-75.400614643
Southern Lehigh SHS,40.534265137,-75.3995068949999
Clarence M Gockley El Sch,40.644759096,-75.504666234
George D Steckel El Sch,40.647350805,-75.499326041
Whitehall HS,40.648300894,-75.5041637419999
Whitehall-Coplay MS,40.646372437,-75.501770887
Zephyr El Sch,40.658335,-75.486756
Belmont Hills El Sch,40.143318611,-74.9426632349999
Benjamin Rush El Sch,40.104109479,-74.940753559
Bensalem Twp HS,40.1121900540001,-74.932196656
Cecelia Snyder MS,40.102800116,-74.942236282
Cornwells El Sch,40.079933199,-74.9473848759999
Robert K Shafer MS,40.100694472,-74.93856585
Russell C Struble El Sch,40.0992518050001,-74.920943753
Samuel K Faust El Sch,40.1197163960001,-74.963645529
Valley El Sch,40.1417585250001,-74.927408348
Bristol HS,40.1080686170001,-74.84519088
Warren Snyder-John Girotti El Sch,40.098561,-74.856141
Bristol MS,40.098561,-74.856141
Benjamin Franklin MS,40.137546,-74.852299
Truman SHS,40.1343231110001,-74.860939672
Klinger MS,40.1857338570001,-75.0316603329999
Log College MS,40.214078392,-75.10536523
McDonald El Sch,40.190441836,-75.065957047
William Tennent HS,40.182630837,-75.070510837
Barclay El Sch,40.23638528,-75.1274450559999
Bridge Valley El Sch,40.2814249410001,-75.0902275079999
Buckingham El Sch,40.32072866,-75.058317378
Butler El Sch,40.269482168,-75.211403532
Central Bucks HS-East,40.3391208730001,-75.056396498
Central Bucks HS-South,40.2625861750001,-75.161384332
Central Bucks HS-West,40.307325566,-75.142492374
Cold Spring El Sch,40.360447521,-75.092264588
Doyle El Sch,40.310933532,-75.143796239
Gayman El Sch,40.3568465450001,-75.128351701
Groveland El Sch,40.3605516920001,-75.142772551
Holicong MS,40.3408839850001,-75.0582792709999
Jamison El Sch,40.2568306420001,-75.096765171
Kutz El Sch,40.285982376,-75.129695689
Lenape MS,40.30495095,-75.138849702
Linden El Sch,40.317192672,-75.117879971
Mill Creek El Sch,40.265177963,-75.166568863
Pine Run El Sch,40.295248803,-75.195468658
Tamanend MS,40.2553136940001,-75.129471274
Titus El Sch,40.240478846,-75.138908736
Tohickon MS,40.362011243,-75.131523812
Unami MS,40.2839490980001,-75.1974365889999
Warwick El Sch,40.250118204,-75.08254979
Churchville El Sch,40.1924363250001,-75.017928844
Council Rock HS North,40.231313346,-74.94530592
Council Rock HS South,40.21347359,-74.976038809
Goodnoe El Sch,40.234200908,-74.9258621659999
Hillcrest El Sch,40.193962001,-74.968073127
Holland El Sch,40.1836306440001,-74.9850633619999
Maureen M Welch El Sch,40.203715722,-75.037275602
Newtown El Sch,40.252336733,-74.9484050949999
Newtown MS,40.227136059,-74.949825313
Richboro El Sch,40.2102388870001,-75.00399185
Rolling Hills El Sch,40.207633,-74.968164
Sol Feinstone El Sch,40.290844013,-74.938035409
Grandview El Sch,40.206068,-74.790912
Buck El Sch,40.176303,-74.875404
Hoover El Sch,40.148457,-74.904991
Joseph E Ferderbar El Sch,40.150146,-74.992741
Maple Point MS,40.2059598170001,-74.898462592
Miller El Sch,40.146879,-74.873908
Neshaminy HS,40.1585144840001,-74.948016959
Poquessing MS,40.1513561850001,-74.9956023669999
Sandburg MS,40.16527088,-74.8846511419999
Schweitzer El Sch,40.164455135,-74.8862628699999
New Hope-Solebury HS,40.364738,-74.959272
New Hope-Solebury Lower El Sch,40.3824499610001,-75.009214301
New Hope-Solebury MS,40.364759,-74.959394
New Hope-Solebury Upper El Sch,40.3678491210001,-74.9588777
Durham-Nockamixon El Sch,40.522101,-75.199536
Palisades HS,40.5208373240001,-75.1978826599999
Palisades MS,40.521228,-75.201442
Springfield El Sch,40.521775,-75.292916
Tinicum El Sch,40.469791,-75.092062
Bedminster El Sch,40.4226958850001,-75.194823083
Deibler El Sch,40.399779365,-75.276216581
Grasse El Sch,40.323774465,-75.2622679409999
Patricia A Guth El Sch,40.379132113,-75.288076717
Pennridge Central MS,40.3475982670001,-75.2767234249999
Pennridge HS,40.3872487410001,-75.275979972
Pennridge North MS,40.390225,-75.268864
Pennridge South MS,40.366456591,-75.305502466
Sellersville El Sch,40.3499399360001,-75.306853654
Seylar El Sch,40.353821182,-75.253068777
West Rockhill El Sch,40.3675919980001,-75.325735193
Afton El Sch,40.2446330720001,-74.876521248
Charles H Boehm MS,40.2090412380001,-74.8271450939999
Edgewood El Sch,40.2255162540001,-74.837169366
Eleanor Roosevelt El Sch,40.200709777,-74.8267841529999
Fallsington El Sch,40.189454482,-74.81818929
Makefield El Sch,40.2229903850001,-74.820465282
Manor El Sch,40.1716217380001,-74.820883898
Oxford Valley El Sch,40.178248819,-74.851049732
Penn Valley El Sch,40.162563709,-74.8180668209999
Pennsbury HS,40.173399719,-74.836319778
Pennwood MS,40.2121560630001,-74.8232751799999
Quarry Hill El Sch,40.24476853,-74.872880661
Walt Disney El Sch,40.153745879,-74.818678291
William Penn MS,40.211474717,-74.829786671
Neidig El Sch,40.445466,-75.329877
Pfaff El Sch,40.43553,-75.440868
Quakertown Community HS,40.437328,-75.34212
Quakertown El Sch,40.439023,-75.34352
Richland El Sch,40.437015,-75.325132
Strayer MS,40.43362548,-75.3457777629999
Trumbauersville El Sch,40.414797,-75.37665
Abington MS,40.117493,-75.126967
Abington SHS,40.110884,-75.130107
Copper Beech Sch,40.1145714790001,-75.138528476
Highland Sch,40.1232888270001,-75.123569941
McKinley Sch,40.081341536,-75.105451473
Overlook Sch,40.1233053760001,-75.1236073439999
Roslyn Sch,40.126094085,-75.140223066
Rydal El Sch,40.099480446,-75.0914089779999
