Name,Latitude,Longitude
Tussey Mountain HS,40.221905,-78.235825
Altoona Area HS,40.510343,-78.398139
Altoona Area Jr HS,40.510978,-78.398887
Baker El Sch,40.4857947140001,-78.408816755
Irving El Sch,40.527407017,-78.3971266199999
Juniata El Sch,40.5373256620001,-78.386925976
Juniata Gap El Sch,40.545849591,-78.422063958
Logan El Sch,40.529911869,-78.3710793
Mowrie A Ebner El Sch,40.4835394420001,-78.438186536
Pleasant Valley El Sch,40.4871776320001,-78.4036157789999
Bellwood Antis MS,40.595425,-78.330913
Bellwood-Antis HS,40.595425,-78.330913
Lewis M Myers El Sch,40.594508,-78.328611
Claysburg-Kimmel El Sch,40.285006692,-78.45210716
Claysburg-Kimmel Sr HS,40.290316,-78.450004
Charles W Longer El Sch,40.4390801490001,-78.3970592059999
Foot of Ten El Sch,40.419184774,-78.447861567
Frankstown El Sch,40.4235045240001,-78.3631393109999
Hollidaysburg Area JHS,40.436358952,-78.3947593839999
Hollidaysburg Area SHS,40.441798206,-78.399921756
Central HS,40.306245403,-78.340114808
Martinsburg El Sch,40.303875,-78.319099
Spring Cove El Sch,40.3326326690001,-78.3844986569999
Spring Cove MS,40.33569,-78.389258
Tyrone Area El Sch,40.669517,-78.251979
Tyrone Area HS,40.671832,-78.249982
Tyrone Area MS,40.671832,-78.249982
Williamsburg Community El Sch,40.460714544,-78.2051515379999
Williamsburg Community JSHS,40.4605432380001,-78.205143774
Blacklick Valley El Ctr,40.483757,-78.830912
Blacklick Valley JSHS,40.477631,-78.832337
Cambria Heights El Sch,40.6025507900001,-78.708303191
Cambria Heights MS,40.6334674190001,-78.629484943
Cambria Heights SHS,40.633645318,-78.6293262849999
Cambria El Sch,40.489809,-78.739598
Central Cambria HS,40.489881,-78.739033
Central Cambria MS,40.489863,-78.739175
Jackson El Sch,40.445765,-78.841063
Conemaugh Valley El Sch,40.35859,-78.890511
Conemaugh Valley JSHS,40.358658,-78.890443
Ferndale Area JSHS,40.287695,-78.916628
Ferndale El Sch,40.318009,-78.930485
Forest Hills El Sch,40.333197,-78.754958
Greater Johnstown MS,40.30896169,-78.9105136859999
Greater Johnstown SHS,40.302528,-78.91094
Greater Johnstown El Sch,40.327498,-78.952378
Northern Cambria El Sch,40.6569708110001,-78.789141994
Northern Cambria HS,40.655915099,-78.779503725
Northern Cambria MS,40.656759304,-78.788982572
Penn Cambria HS,40.46411,-78.583353
Penn Cambria Intrmd Sch,40.419947,-78.625293
Penn Cambria MS,40.479894,-78.554578
Penn Cambria Pre-Primary,40.4641,-78.581016
Penn Cambria Primary Sch,40.433394,-78.617793
Portage Area El Sch,40.384123,-78.666035
Portage Area JSHS,40.384005,-78.66607
Richland El Sch,40.268894,-78.841671
Richland HS,40.27055,-78.843278
Westmont Hilltop El Sch,40.3000524340001,-78.9453834999999
Berlin Brothersvalley El Sch,39.9217804030001,-78.946389567
Berlin Brothersvalley MS,39.9218030690001,-78.946874426
Berlin Brothersvalley SHS,39.9228050770001,-78.9478706149999
Conemaugh Twp Area El Sch,40.242223,-78.921434
Conemaugh Twp Area MS/SHS,40.229712,-78.938545
Meyersdale Area El Sch,39.797075,-79.044213
Meyersdale Area HS,39.796738,-79.043594
Meyersdale Area MS,39.796401,-79.042978
North Star Central El Sch,40.157816,-79.034823
North Star East MS,40.10314,-78.93409
North Star HS,40.159398,-79.030325
Rockwood Area El Sch,39.9186376600001,-79.1611489109999
Rockwood Area JSHS,39.9185815120001,-79.1611429869999
Salisbury-Elk Lick El Sch,39.751525,-79.083488
Salisbury-Elk Lick JSHS,39.752017,-79.083342
Cairnbrook El Sch,40.119953,-78.816815
Shade JSHS,40.121369,-78.814016
Shanksville-Stonycreek El Sch,40.0155369400001,-78.898797793
Shanksville-Stonycreek HS,40.0154804540001,-78.8987746189999
Shanksville-Stonycreek MS,40.0155178680001,-78.8988217639999
Eagle View El Sch,40.009422783,-79.1033155439999
Maple Ridge El Sch,40.004878,-79.099559
Turkeyfoot Valley Area El Sch,39.7991552710001,-79.3298137899999
Turkeyfoot Valley Area JSHS,39.7991731760001,-79.329847007
Windber Area HS,40.230341,-78.824019
Windber Area MS,40.230341,-78.824019
Windber El Sch,40.217509,-78.810031
Cameron County JSHS,41.5135078340001,-78.247008368
Woodland El Sch,41.515051563,-78.249189569
Johnsonburg Area El Sch,41.513915,-78.678947
Johnsonburg Area HS,41.505398,-78.682948
Francis S Grandinetti El Sch,41.4118759400001,-78.7086237
Ridgway Area HS,41.4326492930001,-78.7199184579999
Ridgway Area MS,41.4334066770001,-78.7188654879999
Fox Twp El Sch,41.361587,-78.610513
South St Marys Street El Sch,41.424638,-78.560935
St Marys Area MS,41.400183,-78.559762
St Marys Area SHS,41.400276,-78.559838
Bradford Area HS,41.961145,-78.66042
Floyd C Fretz MS,41.967047,-78.619975
George Blaisdell El Sch,41.973762,-78.63082
School Street El Sch,41.959608,-78.656845
Kane Area El Sch,41.653878,-78.819048
Kane Area HS,41.654572,-78.79579
Kane Area MS,41.653878,-78.819048
Otto-Eldred El Sch,41.95302,-78.382765
Otto-Eldred JSHS,41.9377235900001,-78.474644633
Port Allegany El Sch,41.81471,-78.266663
Port Allegany JSHS,41.816361,-78.272711
Smethport Area El Sch,41.80235874,-78.442878273
Smethport Area JSHS,41.8036629710001,-78.4425276599999
Austin Area El Sch,41.608137,-78.066506
Austin Area JSHS,41.608137,-78.066506
Coudersport Area El Sch,41.765337,-78.024119
Coudersport Area JSHS,41.773889,-78.011565
Northern Potter Childrens Sch,41.923477,-77.73573
Northern Potter JSHS,41.92366,-77.734915
Oswayo Valley El Sch,41.959223643,-78.190399817
Bald Eagle Area JSHS,40.9370811090001,-77.811443856
Howard El Sch,41.0146168160001,-77.656551701
Mountaintop Area El Sch,41.0274176770001,-77.9432519809999
Port Matilda El Sch,40.8001722540001,-78.050272045
Wingate El Sch,40.9359419780001,-77.812849506
Bellefonte Area HS,40.91310667,-77.7613220599999
Bellefonte Area MS,40.9131137520001,-77.7614657519999
Bellefonte El Sch,40.915464598,-77.779961804
Benner El Sch,40.8935114810001,-77.811055704
Marion-Walker El Sch,40.9592838940001,-77.609966788
Pleasant Gap El Sch,40.866113646,-77.74065058
Centre Hall-Potter El Sch,40.845014555,-77.6883314039999
Miles Township El Sch,40.9442442760001,-77.442205077
Penns Valley Area El and Intrmd Sch,40.874865748,-77.530186316
Penns Valley Area JSHS,40.8777153990001,-77.530199882
Mount Nittany El Sch,40.785999,-77.800676
Corl Street El Sch,40.7828158350001,-77.872537767
Easterly Parkway El Sch,40.7886288820001,-77.847284701
Ferguson Twp El Sch,40.733562852,-77.889759816
Gray's Woods El Sch,40.8011416850001,-77.957846742
Spring Creek El Sch,40.811161939,-77.822521889
Mount Nittany MS,40.7865650960001,-77.807241644
Park Forest El Sch,40.805427949,-77.922282404
Park Forest MS,40.8053915720001,-77.922473924
Radio Park El Sch,40.7991295080001,-77.884525893
State College Area HS,40.7835184670001,-77.857044864
Clearfield Area JSHS,40.989297,-78.477344
Curwensville Area El Sch,40.967282,-78.520404
Curwensville Area JSHS,40.967282,-78.520404
Glendale El Sch,40.7015608840001,-78.541768481
Glendale JSHS,40.700700742,-78.541175767
Harmony Area El Sch,40.778494161,-78.727057326
Moshannon Valley El Sch,40.826866092,-78.401337224
Moshannon Valley JSHS,40.8295981040001,-78.4028490319999
Osceola Mills El Sch,40.8519396740001,-78.2727298039999
Philipsburg El Sch,40.9000433040001,-78.21560591
Philipsburg-Osceola Area HS,40.8916630860001,-78.210132373
West Branch Area El Sch,40.9788272930001,-78.2022138519999
West Branch Area HS,40.9792008410001,-78.202702582
Bucktail Area MS,41.336129,-77.708931
Bucktail HS,41.336129,-77.708931
Central Mountain HS,41.112463,-77.506496
Central Mountain MS,41.109007,-77.494611
Liberty-Curtin El Sch,41.062026604,-77.5964038289999
Mill Hall El Sch,41.107517,-77.492995
Renovo El Sch,41.336149,-77.709087
Robb El Sch,41.134961171,-77.438696979
Woodward El Sch,41.141215566,-77.429986379
McConnellsburg El Sch,39.929656,-77.998616
McConnellsburg HS,39.929656,-77.998616
McConnellsburg MS,39.929656,-77.998616
Forbes Road El Sch,40.0830215500001,-78.0653400479999
Forbes Road JSHS,40.083077288,-78.065462966
Southern Fulton El Sch,39.79622,-78.201408
Southern Fulton JSHS,39.752712,-78.189444
Huntingdon Area MS,40.5045799490001,-78.011505175
Huntingdon Area SHS,40.504293062,-78.011788397
Southside El Sch,40.4638792700001,-78.061756058
Standing Stone El Sch,40.5070808990001,-78.009952336
Juniata Valley El Sch,40.562409,-78.079548
Juniata Valley JSHS,40.563288,-78.077364
Mount Union Area JHS,40.390131,-77.876837
Mount Union Area SHS,40.390131,-77.876837
Mount Union-Kistler El Sch,40.379293,-77.864855
Shirley Twp El Sch,40.3890777300001,-77.8762087549999
Rockhill El Sch,40.2408801130001,-77.8971218459999
Shade Gap El Sch,40.1841946750001,-77.8604267859999
Southern Huntingdon Co HS/MS,40.2146838740001,-77.9244163659999
Spring Farms El Sch,40.197470288,-78.0093262789999
East Juniata JSHS,40.658419779,-77.216946632
Juniata SHS,40.565728919,-77.3912498559999
Tuscarora MS,40.5644767300001,-77.394525078
East Derry El Sch,40.630880631,-77.499016006
Lewistown El Sch,40.595096503,-77.559748667
Strodes Mills El Sch,40.546037981,-77.6693302899999
Bermudian Springs El Sch,39.9793,-77.083994
Bermudian Springs HS,39.9793,-77.083994
Bermudian Springs MS,39.9793,-77.083994
Conewago Twp El Sch,39.807764,-77.008795
Conewago Valley Intrmd Sch,39.878103,-77.058208
New Oxford El Sch,39.866086,-77.05347
New Oxford MS,39.868069,-77.054144
New Oxford SHS,39.868069,-77.054144
Fairfield Area El Sch,39.782024,-77.376691
Fairfield Area HS,39.782056,-77.376643
Fairfield Area MS,39.782056,-77.376643
Gettysburg Area HS,39.8530931240001,-77.219841968
Gettysburg Area MS,39.82574952,-77.2288268899999
James Gettys El Sch,39.849644127,-77.234493793
Lincoln El Sch,39.8272389420001,-77.229268213
Littlestown SHS,39.750676904,-77.084745283
Maple Avenue MS,39.747933297,-77.087247079
Biglerville El Sch,39.91941,-77.248224
Biglerville HS,39.933768,-77.248256
Upper Adams MS,39.933768,-77.248256
Benjamin Chambers El Sch,39.945239,-77.667712
Buchanan El Sch,39.932423,-77.648313
Chambersburg Area MS - South,39.920021,-77.638866
Chambersburg Area SHS,39.927081,-77.651359
Falling Spring El Sch,39.914384,-77.623079
Chambersburg Area MS - North,39.956054,-77.63467
Fayetteville El Sch,39.910972,-77.549616
Grandview El Sch,39.997709,-77.616996
Guilford Hills El Sch,39.920626,-77.592518
Hamilton Heights El Sch,39.954244,-77.684942
Lurgan El Sch,40.098995,-77.637406
Scotland El Sch,39.967255,-77.584475
South Hamilton El Sch,39.911336,-77.707532
Stevens El Sch,39.925857,-77.670659
Fannett-Metal El Sch,40.122935,-77.779339
Fannett-Metal MS,40.122935,-77.779339
Fannett-Metal SHS,40.122935,-77.779339
Greencastle-Antrim El Sch,39.779851,-77.721947
Greencastle-Antrim MS,39.782796,-77.725281
Greencastle-Antrim Pri Sch,39.779822,-77.721905
Greencastle-Antrim SHS,39.784037,-77.724577
James Buchanan HS,39.854120148,-77.901546861
James Buchanan MS,39.8501420790001,-77.897123574
Mercersburg El Sch,39.8272815390001,-77.906910556
Montgomery El Sch,39.798250103,-77.9001219789999
Mountain View El Sch,39.8857495560001,-77.897749244
St Thomas El Sch,39.9192111450001,-77.797515065
Fairview Avenue El Sch,39.756615,-77.589145
Hooverville El Sch,39.744578,-77.554589
Mowrey El Sch,39.816326,-77.570887
Summitview El Sch,39.747584,-77.563823
Waynesboro Area MS,39.747785,-77.566661
Waynesboro Area SHS,39.749115,-77.569571
Central York HS,40.014722045,-76.700584726
Central York MS,39.9897811860001,-76.695162591
Hayshire El Sch,40.0053628520001,-76.73078785
North Hills El Sch,39.983119462,-76.6958669329999
Roundtown El Sch,40.0115482590001,-76.7531946289999
Sinking Springs El Sch,40.011714698,-76.749890057
Stony Brook El Sch,39.994945898,-76.640560514
Dallastown Area MS,39.8935483810001,-76.652036531
Dallastown Area SHS,39.8936268910001,-76.6525325979999
Dallastown El Sch,39.8989291820001,-76.64151586
Leaders Heights El Sch,39.9111991180001,-76.716994556
Loganville-Springfield El Sch,39.8614338140001,-76.7020061549999
Ore Valley El Sch,39.929626403,-76.662699553
York Twp El Sch,39.912925252,-76.683870853
Dover Area HS,39.999629,-76.852711
Leib El Sch,39.97129,-76.831254
North Salem El Sch,39.995413,-76.865636
Weigelstown El Sch,39.984078,-76.824056
Canadochly El Sch,39.9673358430001,-76.5179359809999
Eastern York HS,39.995427,-76.536511
Eastern York MS,39.995062402,-76.5377352
Kreutz Creek El Sch,40.004044,-76.610433
Wrightsville El Sch,40.024232,-76.531619
Clearview El Sch,39.8133327520001,-76.990502326
Hanover MS,39.8191424030001,-76.978525895
Hanover SHS,39.8220965880001,-76.968029862
Hanover Street El Sch,39.7980506590001,-76.977702872
Washington El Sch,39.816844286,-76.9715730729999
Conewago El Sch,40.0591502360001,-76.77844498
Mt Wolf El Sch,40.0605042650001,-76.703799696
Northeastern MS,40.0639388320001,-76.7167109439999
Northeastern SHS,40.0651899860001,-76.715460477
Orendorf El Sch,40.0595620920001,-76.715233858
Shallow Brook Inter Sch,40.060826,-76.714718
Spring Forge Intrd Sch,40.062755259,-76.709794476
York Haven El Sch,40.1068762260001,-76.717673539
Clearview El Sch,39.872608,-76.488965
Larry J. Macaluso El Sch,39.935388,-76.615231
Locust Grove El Sch,39.960364,-76.633847
Mazie Gable El Sch,39.907544,-76.610957
N Hopewell-Winterstown El Sch,39.84277,-76.620728
Pleasant View El Sch,39.902087,-76.590094
Red Lion Area JHS,39.890514,-76.600974
Red Lion Area SHS,39.896551,-76.600499
Delta-Peach Bottom El Sch,39.7321953310001,-76.3171252229999
Fawn Area El Sch,39.7315694060001,-76.468450917
Kennard-Dale HS,39.7353652520001,-76.4647916169999
South Eastern Intrmd Sch,39.7335470360001,-76.466313073
South Eastern MS,39.7322404170001,-76.4635474259999
Stewartstown El Sch,39.7625918840001,-76.589060441
Baresville El Sch,39.8035030090001,-76.964558578
Manheim El Sch,39.763844464,-76.854688331
Emory H Markle MS,39.785177,-76.959941
Park Hills El Sch,39.789076697,-76.982905698
South Western SHS,39.7878244090001,-76.9587070919999
West Manheim El Sch,39.7476544950001,-76.947936066
Friendship El Sch,39.759614,-76.771765
Shrewsbury El Sch,39.756128,-76.677853
Southern El Sch,39.766519,-76.741341
Southern MS,39.766519,-76.741341
Susquehannock HS,39.766519,-76.741341
New Salem El Sch,39.899442187,-76.7959041829999
Paradise El Sch,39.916587717,-76.920354678
Spring Grove Area Intrmd Sch,39.887381653,-76.87544903
Spring Grove Area MS,39.885357335,-76.8727751389999
Spring Grove Area HS,39.8868001750001,-76.871334551
Spring Grove El Sch,39.876733442,-76.8625625129999
Lincolnway El Sch,39.950459,-76.78001
Trimmer El Sch,39.970405,-76.796804
West York Area HS,39.9591261190001,-76.767516601
West York Area MS,39.9589970540001,-76.763282668
William Penn SHS,39.95773,-76.727651
East York El Sch,39.964398245,-76.679040906
Indian Rock El Sch,39.9367390090001,-76.7514647199999
Valley View El Sch,39.948216991,-76.6952186619999
York Suburban MS,39.967128583,-76.6716811969999
York Suburban SHS,39.9482876340001,-76.693266396
Adamstown El Sch,40.240149,-76.062362
Cocalico MS,40.228859175,-76.148453301
Cocalico SHS,40.2265004810001,-76.154975398
Denver El Sch,40.2277312250001,-76.147098147
Reamstown El Sch,40.2081543620001,-76.125908835
Columbia HS,40.04072,-76.4976
Park El Sch,40.034283,-76.497238
Brownstown El Sch,40.123622826,-76.210733665
Gerald G Huesken MS,40.051813,-76.221704
Conestoga Valley SHS,40.052234,-76.220751
Fritz El Sch,40.075199,-76.242922
Leola El Sch,40.087608,-76.192112
Smoketown El Sch,40.039471,-76.208043
Donegal JHS,40.06289,-76.545015
Donegal HS,40.092399,-76.51904
Donegal Primary School,40.094826,-76.510918
Blue Ball El Sch,40.1159642960001,-76.0445001159999
Brecknock El Sch,40.196000396,-76.034589963
Garden Spot MS,40.1107954130001,-76.0698262349999
Garden Spot SHS,40.1121640980001,-76.06954301
New Holland Elementary,40.083861568,-76.0714694229999
Bainbridge El Sch,40.095414,-76.670786
East High Street El Sch,40.159518,-76.587983
Elizabethtown Area MS,40.157581,-76.593008
Elizabethtown Area SHS,40.157581,-76.593008
Akron El Sch,40.153415653,-76.1984622699999
Clay El Sch,40.2204094250001,-76.2379213149999
Ephrata MS,40.184519283,-76.193976645
Ephrata SHS,40.1802580350001,-76.191156184
Fulton El Sch,40.1753932990001,-76.1790242709999
Highland El Sch,40.182450841,-76.178296172
Centerville El Sch,40.066763,-76.395088
Centerville MS,40.065538,-76.396612
East Petersburg El Sch,40.094939,-76.355736
Farmdale El Sch,40.06944,-76.459465
Hempfield SHS,40.092961,-76.414855
Landisville Intrmd Ctr,40.086351,-76.413966
Landisville MS,40.085354,-76.413919
Landisville Pri Ctr,40.087336,-76.414073
Mountville El Sch,40.043039,-76.423629
Rohrerstown El Sch,40.047414,-76.361845
Hans Herr El Sch,39.9953871660001,-76.234031804
Lampeter El Sch,39.9979376730001,-76.234040394
Lampeter-Strasburg SHS,39.992462963,-76.2332115249999
Martin Meylin MS,39.993638504,-76.234328305
Burrowes El Sch,40.0422608280001,-76.283096983
Carter and MacRae El Sch,40.0338549050001,-76.3066779229999
Martin School,40.008671527,-76.341574505
Fulton El Sch,40.0395395670001,-76.310259249
Washington El Sch,40.0308860150001,-76.292762769
Hamilton El Sch,40.0210567010001,-76.3173622639999
Jackson MS,40.031827,-76.293319
Smith-Wade-El El Sch,40.034408867,-76.324916609
King El Sch,40.033980996,-76.2998239629999
Lafayette El Sch,40.0271767610001,-76.317906621
Lincoln MS,40.0468520050001,-76.285311441
McCaskey Campus,40.0481091190001,-76.290491817
Phoenix Academy,40.032792,-76.296997
Price El Sch,40.026634879,-76.310423041
Reynolds MS,40.041948996,-76.3187855959999
Ross El Sch,40.051436687,-76.308689849
Wharton El Sch,40.0483202410001,-76.315857868
Wheatland MS,40.0319267990001,-76.327466035
Wickersham El Sch,40.0465157290001,-76.290037489
Doe Run El Sch,40.17336,-76.371624
Manheim Central MS,40.174478,-76.388724
Manheim Central SHS,40.1701,-76.392887
Brecht Sch,40.058905398,-76.3070902489999
Bucher Sch,40.0835325040001,-76.331762016
Manheim Twp HS,40.102779771,-76.299347986
Manheim Twp MS,40.104698361,-76.299699083
Neff Sch,40.1027547940001,-76.2992506269999
Nitrauer Sch,40.0810734040001,-76.2911352199999
Reidenbaugh El Sch,40.122003421,-76.3253387029999
Schaeffer Sch,40.0594585640001,-76.2908349859999
Central Manor El Sch,39.9997188360001,-76.42471197
Conestoga El Sch,39.9481148620001,-76.33762625
Eshleman El Sch,40.0129739050001,-76.355877084
Hambright El Sch,40.01826307,-76.387542119
Letort El Sch,39.984929993,-76.3978895399999
Manor Middle School,40.017855291,-76.385148627
Martic El Sch,39.8851110910001,-76.2926903699999
Marticville MS,39.9243819220001,-76.311194386
Penn Manor HS,40.002211092,-76.3516450339999
Pequea El Sch,39.97024515,-76.287635323
Paradise El Sch,40.006843,-76.105984
Pequea Valley HS,40.020876188,-76.0663268009999
Pequea Valley Intrmd Sch,40.022922244,-76.0608927329999
Salisbury El Sch,40.018218039,-76.004571632
Bart-Colerain El Sch,39.888877553,-76.073783318
Clermont El Sch,39.8085289950001,-76.1582485489999
Providence El Sch,39.9173830290001,-76.207064327
Quarryville El Sch,39.894412157,-76.158929578
Smith MS,39.895178833,-76.14687022
Solanco HS,39.8669560380001,-76.1540819419999
Swift MS,39.810090734,-76.158200845
John Beck El Sch,40.186884,-76.288001
John R Bonfield El Sch,40.157015,-76.291223
Kissel Hill El Sch,40.138953,-76.295156
Lititz El Sch,40.15603,-76.304552
Warwick MS,40.156846,-76.318409
Warwick SHS,40.153954,-76.315013
Annville Cleona HS,40.32269,-76.511114
Annville El Sch,40.327393,-76.51459
Cleona El Sch,40.337629,-76.410756
Cedar Crest HS,40.311211008,-76.398637492
Cedar Crest MS,40.311532706,-76.4013526809999
Cornwall El Sch,40.275379372,-76.414173056
Ebenezer El Sch,40.3703522180001,-76.435818222
South Lebanon El Sch,40.3165394920001,-76.366187156
Union Canal El Sch,40.3616842060001,-76.3772142839999
Eastern Lebanon Co MS,40.340702746,-76.289049978
Eastern Lebanon Co SHS,40.344552,-76.294021
Fort Zeller El Sch,40.358097,-76.229756
Jackson El Sch,40.369823,-76.329718
Harding El Sch,40.3378449030001,-76.4213917019999
Houck El Sch,40.3466882770001,-76.406555823
Lebanon MS,40.3442772660001,-76.424657668
Lebanon SHS,40.326582962,-76.42032969
Northwest El Sch,40.3542655690001,-76.4318826579999
Southeast El Sch,40.336748195,-76.4034198859999
Southwest El Sch,40.3258190110001,-76.432214559
Northern Lebanon SHS,40.434977471,-76.448193867
Forge Road El Sch,40.308347768,-76.582931424
Palmyra Area MS,40.30514822,-76.59569764
Palmyra Area SHS,40.298035079,-76.583660315
Pine Street El Sch,40.3020372020001,-76.591721241
Antietam MS/HS,40.3479091040001,-75.8673391889999
Mt Penn El Sch,40.3288578230001,-75.8904993799999
Boyertown Area MS-East,40.315477,-75.582376
Boyertown Area MS-West,40.324012,-75.633886
Boyertown Area SHS,40.331327,-75.630377
Boyertown El Sch,40.324953,-75.630689
Colebrookdale El Sch,40.339485,-75.627057
Earl El Sch,40.36878,-75.70545
Gilbertsville El Sch,40.32094,-75.608676
New Hanover-Upper Frederick El,40.312686,-75.541664
Washington El Sch,40.392828,-75.593868
Brandywine Heights HS,40.507156,-75.696584
Brandywine Heights El Sch,40.500349,-75.706068
Conrad Weiser East El Sch,40.3327694270001,-76.0868811679999
Conrad Weiser HS,40.34838018,-76.11919968
Conrad Weiser MS,40.350210266,-76.123878587
Conrad Weiser West El Sch,40.361501295,-76.190667913
Daniel Boone Area HS,40.2564865590001,-75.796675114
Daniel Boone Area MS,40.3039524050001,-75.7442792749999
Daniel Boone Area Primary Ctr,40.263462,-75.763344
Exeter Twp JHS,40.317578,-75.867677
Exeter Twp SHS,40.320371,-75.870417
Owatin Creek El Sch,40.322169,-75.832719
Lorane El Sch,40.292236,-75.853686
Jacksonwald El Sch,40.3217218730001,-75.861484924
Reiffton Sch,40.315130405,-75.861762706
Andrew Maier El Sch,40.4412277340001,-75.883455612
Fleetwood MS,40.4599884030001,-75.828202211
Fleetwood SHS,40.459076683,-75.8245675209999
Willow Creek El Sch,40.454779,-75.837113
Brecknock El Sch,40.2438460380001,-75.997925763
Cumru El Sch,40.299004709,-75.9540752
Governor Mifflin MS,40.3044084730001,-75.964253539
Governor Mifflin SHS,40.30337933,-75.9602627209999
Intermediate Sch,40.3011598190001,-75.953651301
Mifflin Park El Sch,40.302273,-75.954957
Hamburg Area HS,40.551119655,-75.974140086
Hamburg Area Middle School,40.5523505510001,-75.970034069
Perry El Sch,40.499523391,-75.9663823669999
Tilden El Center,40.550682,-75.998386
Greenwich-Lenhartsville El Sch,40.575238,-75.802423
Kutztown Area MS,40.511866,-75.769371
Kutztown Area SHS,40.513403,-75.769111
Kutztown El Sch,40.515964,-75.769926
C E Cole Intermediate Sch,40.391558,-75.919986
Muhlenberg El Ctr,40.392857587,-75.9255934339999
Muhlenberg HS,40.3935469,-75.921239467
Muhlenberg Jr MS,40.388386,-75.922418
Oley Valley El Sch,40.382011,-75.799824
Oley Valley MS,40.381582,-75.800209
Oley Valley SHS,40.386154,-75.785097
Amanda E Stout El Sch,40.330174,-75.918228
Central MS,40.338499,-75.914075
Glenside El Sch,40.357328,-75.949963
Lauers Park El Sch,40.339475,-75.933534
Northeast MS,40.353427,-75.911851
Northwest El Sch,40.347318,-75.945363
Northwest MS,40.350612,-75.935304
Reading SHS,40.347869,-75.911885
Riverside El Sch,40.356516,-75.933898
Sixteenth & Haak El Sch,40.330848904,-75.905189862
Southern MS,40.332133,-75.91943
Tenth & Green El Sch,40.341447,-75.918037
Tenth & Penn El Sch,40.335262,-75.919023
Thirteenth & Green El Sch,40.342823,-75.912022
Thirteenth & Union El Sch,40.359118,-75.9117
Twelfth & Marion El Sch,40.353227,-75.91381
Tyson-Schoener El Sch,40.330314,-75.927981
Schuylkill Valley El Sch,40.4459,-75.951321
Schuylkill Valley HS,40.440767,-75.943934
Schuylkill Valley MS,40.471774,-75.949667
Bethel El Sch,40.469456,-76.290173
Penn Bernville El Sch,40.440121,-76.117425
Tulpehocken Area HS,40.452669,-76.174516
Honey Brook El Ctr,40.089480446,-75.91953145
Robeson El Ctr,40.2448081000001,-75.869873834
Twin Valley El Ctr,40.154111078,-75.8429118139999
Twin Valley HS,40.1623710370001,-75.8558532549999
Twin Valley MS,40.1644669120001,-75.8611938079999
Cornwall Terrace El Sch,40.3195406340001,-76.009999825
Spring Ridge El Sch,40.3452914900001,-75.987284083
Whitfield El Sch,40.333015001,-76.005480717
Wilson West MS,40.3371025550001,-76.047727858
Wilson HS,40.330972354,-76.000591689
Wilson Southern MS,40.32089,-76.009301
West Reading El Ctr,40.333265494,-75.948818078
Wyomissing Area JSHS,40.32436562,-75.971281785
Wyomissing Hills El Ctr,40.3353639210001,-75.9786534409999
Big Spring HS,40.173345,-77.379964
Big Spring MS,40.1753268640001,-77.382766578
Mount Rock Elem Sch,40.174216,-77.384198
Newville El Sch,40.1744893580001,-77.403530976
Oak Flat El Sch,40.15702522,-77.3853620309999
Camp Hill MS,40.2386264800001,-76.925792083
Camp Hill SHS,40.238361216,-76.9257249309999
Eisenhower El Sch,40.2349563280001,-76.925364949
Hoover El Sch,40.2418825830001,-76.929996398
Bellaire El Sch,40.2115023200001,-77.203090065
Carlisle Area HS,40.2082827470001,-77.2065046819999
Crestview El Sch,40.226097399,-77.194467375
Hamilton El Sch,40.2138152960001,-77.184799079
Lamberton MS,40.190756551,-77.188070811
Letort El Sch,40.1972979710001,-77.18615606
Mooreland El Sch,40.196425478,-77.202703454
Mt Holly Springs El Sch,40.1172833570001,-77.1932888649999
North Dickinson El Sch,40.1331287950001,-77.255354197
Wilson MS,40.212538787,-77.2061978419999
Cumberland Valley HS,40.237914,-77.061001
Eagle View MS,40.237914,-77.061001
Mountain View MS,40.269466,-77.00955
Green Ridge El Sch,40.268737,-77.053024
Hampden El Sch,40.251495,-76.980938
Middlesex El Sch,40.257198,-77.139649
Monroe El Sch,40.16644,-77.080058
Shaull El Sch,40.2849861,-76.985379854
Silver Spring El Sch,40.237914,-77.061001
Sporting Hill El Sch,40.23467,-76.971925
East Pennsboro Area MS,40.299496913,-76.941389079
East Pennsboro Area SHS,40.2968383560001,-76.940636468
East Pennsboro El Sch,40.298293039,-76.945199862
West Creek Hills El Sch,40.271647451,-76.9253417199999
Broad Street El Sch,40.208391,-77.016458
Elmwood Academy,40.207312,-77.002633
Kindergarten Academy,40.210722,-76.996443
Mechanicsburg Area SHS,40.205133,-77.014834
Mechanicsburg MS,40.183025,-76.99232
Northside El Sch,40.219364,-77.005766
Shepherdstown El Sch,40.179912,-76.992946
Upper Allen El Sch,40.182055,-76.99195
Grace B Luhrs Univ Elem,40.060629589,-77.520355825
James Burd El Sch,40.052855,-77.504208
Nancy Grayson El Sch,40.048042,-77.535916
Shippensburg Area MS,40.0405275910001,-77.5403472259999
Shippensburg Area SHS,40.0417568780001,-77.544178221
Shippensburg Intrm Sch,40.0521493460001,-77.4997140689999
Boiling Springs HS,40.1530831950001,-77.136868248
Iron Forge El Sch,40.152012,-77.136864
W.G. Rice El Sch,40.1300909990001,-77.193488595
Yellow Breeches MS,40.152204338,-77.13924059
Allen MS,40.2155292890001,-76.950238371
Cedar Cliff HS,40.2289534870001,-76.896622583
