name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Mars Area Primary Ctr,1.32,0,4.51,0.75,0.75,0.19,0,0,0.38,10.53,1.13,46.99,532,7.71,Yes,92.67
Mars Area SHS,0.38,0,2.09,0.95,1.9,0.09,0,0.09,4.46,13.57,0.19,50.57,1054,13,No,94.59
Marsh Creek Sixth Grade Center,4.4,0.1,19.41,2.87,5.54,0.86,0,0.1,5.35,13.1,2.01,50,1046,18.26,No,67.59
Marshall Academy,9.2,0,1.15,44.83,43.68,3.45,1.15,0,0,93.1,22.99,34.48,87,45.98,Yes,1.15
Marshall El Sch,5.97,0,0.31,2.83,2.52,2.52,0,0.31,1.89,67.3,0.63,46.54,318,26.42,Yes,88.05
Marshall John Sch,1.63,0,0,57.96,33.88,4.49,1.22,0,0,94.29,8.98,55.51,245,10.2,Yes,6.53
Marshall MS,4.04,0.13,30.77,1.51,3.28,0,0,0,15.38,5.42,1.89,47.92,793,11.1,No,60.28
Marshall Math Science Academy,4.22,0,4.47,52.11,33.5,2.98,0,0,1.24,89.33,5.46,56.58,403,2.98,Yes,5.71
Marshall Street El Sch,12.2,0,1.55,30.24,45.19,0.69,0,0,1.2,76.29,19.07,48.63,582,15.12,Yes,10.82
Marshall Thurgood,3.23,0.16,5.01,58.32,32.63,5.17,0,0,0.16,89.82,18.26,48.95,619,28.59,Yes,0.65
Martic El Sch,2.64,0,0,1.98,5.61,1.98,0.66,0,1.65,48.18,0.33,46.2,303,15.18,Yes,89.77
Marticville MS,1.57,0,1.31,4.71,10.73,0.79,2.09,0,5.5,47.12,0.79,47.38,382,14.14,No,81.68
Martin F Quinn Pittston Area Primary Ctr,4.95,0,0.43,5.59,16.77,0.22,0,0,0,57.63,3.01,47.1,465,10.97,Yes,72.26
Martin Meylin MS,5.48,0.47,1.88,2.35,10.64,0.94,0,0,5.16,24.73,1.1,48.36,639,14.24,Yes,79.19
Martin Sch,22.22,0,1.31,26.8,5.23,3.92,0,0,0,9.15,0,53.59,153,1.96,Yes,44.44
Martin School,7.14,0,6.4,19.64,55.65,1.19,0.6,0.15,0.89,83.63,13.69,51.93,672,15.63,Yes,11.01
Martinsburg El Sch,3.55,0,0.27,0.82,1.09,3.55,0.82,0,1.37,51.37,0.55,46.99,366,16.67,Yes,94.26
Marvine El Sch,1.33,0,1.33,12.33,78.33,1.33,0,0,2.33,90.33,11.67,52,300,20.33,Yes,6.67
Mary C Howse El Sch,5.88,0,38.95,3.65,6.09,0.61,0.81,0,4.26,7.71,9.33,51.52,493,8.72,No,45.44
Mary D Lang Kdg Ctr,1.77,0,1.77,1.06,44.52,3.18,0,0,0,43.46,21.55,50.18,283,0.35,Yes,50.88
Marzolf Primary Sch,6.49,0,0.65,4.22,1.3,1.95,0,0,1.95,44.48,0.32,40.58,308,19.48,Yes,87.34
Masontown El Sch,8.43,0.4,0,7.23,0,0.4,0,0,0.4,74.3,0,50.6,249,22.49,Yes,83.94
Mastbaum Jules E AVTS,4.9,0,1.58,44.13,44.83,3.5,0,0,0,89.32,16.11,44.48,571,23.64,Yes,4.55
Masterman Julia R Sec Sch,8.6,0,24.7,17.96,7.67,0.08,0,0.17,13.15,31.62,0.84,52.11,1186,3.29,Yes,40.89
Mastery CHS-Lenfest Campus,3.44,0.16,0.33,75.57,19.84,3.11,0,0.16,0,82.79,3.11,48.69,610,27.7,Yes,0.49
Mastery CS - Mann Campus,4.14,0.75,0.56,87.03,6.02,1.69,0,0,0,80.83,3.76,50.19,532,15.79,Yes,1.5
Mastery CS - Thomas Campus,4.05,3.1,18.28,29.65,34.34,2.15,0,0,0,77.42,23.21,49.28,1258,16.14,Yes,10.57
Mastery CS -Shoemaker Campus,2.3,6.39,0.38,88.63,2.04,3.07,0,0.13,0,82.63,1.53,51.34,783,24.9,Yes,0.13
Mastery CS John Wister Elementary,2.72,0.19,0,91.83,4.86,9.53,0,0,0,93.39,0.58,48.25,514,15.37,Yes,0.39
Mastery CS-Cleveland Elementary,4.82,0.71,0.14,87.11,6.8,3.97,0,0,0.14,89.8,1.98,49.29,706,19.12,Yes,0.42
Mastery CS-Clymer Elementary,2,1.78,0,83.07,12.47,13.59,0,0,0,89.09,1.78,49.22,449,18.26,Yes,0.67
Mastery CS-Francis D. Pastorius Elementa,3.79,1.52,0,86.97,6.82,1.97,0,0.3,0,92.27,0.3,49.24,660,20,Yes,0.61
Mastery CS-Gratz Campus,2.24,0.6,0.09,87.86,8.79,5,0,0,0,81.31,2.5,45.56,1161,27.56,Yes,0.43
Mastery CS-Hardy Williams,0.91,0.82,0.08,95.39,2.63,0.91,0,0,0,80.82,4.36,51.52,1215,21.56,Yes,0.16
Mastery CS-Harrity Campus,1.6,0.74,0.74,93.97,2.34,5.29,0,0.12,0,95.08,1.85,51.17,813,14.76,Yes,0.49
Mastery CS-Pickett Campus,1.7,0.43,0,93.72,4.15,4.68,0,0,0,85.64,0.21,49.26,940,26.17,Yes,0
Mastery CS-Smedley Campus,6.24,0.66,0.13,61.62,28.95,4.78,0,0.13,0,84.46,6.24,49.14,753,18.86,Yes,2.26
Mastery Prep Elementary CS,3.64,0,0.36,86.34,8.74,1.64,0,0.18,0,80.15,1.46,48.45,549,16.03,Yes,0.73
Math Civics and Sciences CS,1.86,0.11,0,96.17,1.75,1.1,0,0,0,83.68,0,52.9,913,7.34,Yes,0.11
Maureen M Welch El Sch,2.61,0,8.77,0.56,3.73,1.12,0,0,3.36,15.49,3.17,48.69,536,15.67,Yes,84.33
Maxwell El Sch,6.87,0,1.42,1.18,0.24,0,1.42,0,1.9,24.88,0.71,52.37,422,12.8,No,90.28
Mayfair Sch,2.14,0.3,27.99,8.2,39.57,1.54,1.31,0.24,0.06,63.81,55.91,49.32,1683,7.84,Yes,21.57
Mazie Gable El Sch,7.07,0,0.38,5.35,14.72,1.72,1.72,0,0.19,73.42,2.68,49.9,523,19.5,Yes,72.47
McAdoo-Kelayres El/MS,2.26,0.12,0.83,1.79,58.05,1.31,0,0,0.72,70.68,15.02,44.34,839,13.35,Yes,36.95
McAnnulty El Sch,6.21,0,29.2,4.83,1.84,0.69,2.07,0,0,43.91,17.24,48.97,435,5.98,Yes,57.93
McCall Gen George A Sch,8.6,0,47.93,12.1,4.14,1.43,0.16,0.16,1.75,46.02,19.11,47.13,628,12.74,Yes,27.07
McCaskey Campus,5.61,0.04,3.47,17.48,58.55,5.27,0.19,0,3.21,89.31,19.24,49.66,2620,21.76,Yes,14.85
McClellan El Sch,5.48,0.78,12.01,3.39,2.61,0.52,0.78,0,0,26.63,4.44,51.17,383,2.87,No,75.72
McCloskey John F Sch,2.4,0,0,94.8,2.4,1.2,0,0,0,80,1.6,47.2,250,17.6,Yes,0.4
McClure Alexander K Sch,1.57,0,0,31.63,65.42,2.95,0.98,0,0,93.32,24.95,51.87,509,9.23,Yes,1.38
McConnellsburg El Sch,4.66,0,0,1.4,3.73,0.7,0,0,0.47,49.65,0,47.32,429,17.48,Yes,90.21
McConnellsburg HS,1.71,0,0.34,2.05,3.08,0.68,0,0,2.74,40.75,0.34,47.6,292,10.62,No,92.81
McConnellsburg MS,4.25,0,0.47,0.94,4.25,0.94,0,0,0.94,50.47,0.47,48.58,212,12.26,No,90.09
McCormick El Sch,2.72,0,9.24,2.17,1.63,0,2.17,0,4.89,5.98,1.09,45.65,184,11.41,No,84.24
McCullough El Sch,2,0.22,2.22,1.55,0.89,0,0,0,1.11,20.4,0.22,47.23,451,18.18,No,93.13
McDaniel Delaplaine Sch,6.25,0,4.02,76.34,11.16,10.27,0.45,0,0,89.73,6.7,44.64,224,16.52,Yes,2.23
McDonald El Sch,5.28,0,5.28,5.77,21.01,2.7,0.49,0.12,1.6,51.6,15.23,51.11,814,14.74,Yes,62.53
McDowell HS,5.99,0.23,4.08,3.49,4.49,0.91,0.54,0.05,5.44,42.77,1.27,48.62,2205,20,No,81.68
McGuffey HS,2.44,0,0.2,0,1.43,0.61,0.41,0,1.83,39.71,0,49.08,491,20.77,No,95.93
McGuffey MS,2.33,0,0,0,1.17,0.87,0.29,0,1.75,46.65,0.87,49.85,343,22.45,No,96.5
McIntyre El Sch,3.72,0,15.7,2.43,7.61,0.32,0.65,0.16,2.75,20.23,16.5,44.66,618,11,No,70.39
McKean El Sch,2.69,0,0,0,1.5,0.3,0.9,0,1.2,35.93,0,55.09,334,15.57,Yes,95.81
McKee El Sch,6.34,0.41,6.54,1.84,4.09,0,0,0,1.02,38.24,9.61,50.92,489,11.25,Yes,80.78
McKeesport Area SHS,10.33,0,0.19,48.13,3.92,2.78,0,0,0.67,64.4,0.96,48.9,1045,28.23,No,37.42
McKeesport Area Tech Ctr,14.22,0,0.43,48.71,2.59,4.74,0,0,0.43,68.1,0.43,55.6,232,28.45,No,34.05
McKinley El Sch,17.83,0.43,7.39,42.83,7.17,2.17,0,0,0,94.57,11.74,47.83,460,19.78,Yes,24.35
McKinley Sch,6.99,0.35,8.22,12.24,9.09,0.87,0.35,0,1.57,29.37,3.85,50.52,572,15.91,No,63.11
McKinley William Sch,0.28,0,1.69,47.04,49.58,4.51,0.28,0.28,0,93.8,8.73,43.1,355,23.38,Yes,1.13
McKnight El Sch,4.01,0.13,6.64,1.5,5.01,0.38,1.25,0.13,2.01,16.04,5.26,46.74,798,13.03,Yes,82.58
McMichael Morton Sch,2.04,0.34,0,92.86,3.06,5.1,0,0,0,94.9,1.02,47.28,294,32.31,Yes,1.7
McMurray El Sch,2.53,0.16,1.58,1.42,2.37,0,1.74,0.16,2.84,10.27,0.63,46.29,633,12.8,Yes,91.79
McNichols Plaza,5.26,0,6.93,12.47,50.69,3.88,0,0,0.55,91.69,11.91,50.69,361,14.96,Yes,24.65
Mcquistion El Sch,2.43,0.56,0.19,1.87,4.68,4.31,0,0.19,1.12,61.61,0.19,51.5,534,20.22,Yes,90.07
Meade Gen George C Sch,1.69,0,0.34,90.54,5.74,5.07,0,0.34,0,96.96,2.03,45.27,296,20.61,Yes,1.35
Meadville Area SHS,8.5,0.38,0.89,6.35,3.05,1.02,0,0,0.38,52.92,0.76,45.69,788,20.18,No,80.84
Meadville MS,10.41,0.27,0.82,3.01,0.82,0.82,0,0,0,60.27,0.27,46.3,365,18.9,No,84.66
Mechanicsburg Area SHS,5.45,0.36,3.85,8.86,8.21,1.53,0.73,0,2.69,36.6,3.49,48.51,1377,17.28,No,73.28
Mechanicsburg MS,5.35,0,4.68,9.46,7.74,1.81,1.05,0.1,3.34,39.26,4.39,47.28,1047,18.05,Yes,72.68
Media El Sch,7.92,0.2,6.93,5.35,3.76,2.18,0,0,5.74,14.46,1.98,49.7,505,9.5,Yes,75.84
Mellon El Sch,3.08,0,0,1.03,1.29,0.26,3.34,0,0.51,34.45,0,48.33,389,13.37,No,94.6
Mellon MS,4.88,0,5.67,1.57,3.46,0,0.31,0,8.19,15.75,1.42,51.18,635,14.02,No,84.41
Melrose Sch,3.85,0,5.53,47.57,40.03,4.86,0.5,0,0,86.1,26.97,49.92,597,6.87,Yes,3.02
Memorial El Sch,5.56,0,1.62,8.33,12.27,1.85,0,0,1.39,61.57,4.63,46.53,432,15.74,Yes,72.22
Memphis Street Academy CS @ JP Jones,3.53,0,0.37,32.9,56.51,4.09,0,0.19,0,89.96,19.52,48.14,538,24.16,Yes,6.51
Menallen Sch,10.1,0,0,7.17,0.98,0.98,0,0.33,1.3,80.13,0,50.49,307,22.8,Yes,81.43
Mendon El Sch,1.77,0,0,0.44,0,3.54,0,0,0.88,51.77,0,51.77,226,22.12,Yes,97.79
Mercer Area El Sch,4.98,0,0.52,0.86,1.2,1.55,2.58,0,1.37,50.34,0,49.14,582,26.8,Yes,92.44
Mercer Area MS,2.86,0,1.43,0,0,0,0,0,5,47.86,0,52.14,140,23.57,Yes,95.71
Mercer Area SHS,3.89,0,0.3,0.3,1.2,0,0,0,7.78,43.71,0,50.9,334,20.66,No,94.31
Mercer County Career Center,2.94,0,0,6.08,1.47,2.73,0,0,1.05,61.43,0,39.2,477,33.12,No,89.52
Mercersburg El Sch,3.64,0,0.4,1.62,3.24,2.83,2.83,0,0.81,47.37,2.02,50.2,247,9.72,No,91.09
Meredith William M Sch,11.82,0,8.33,8.53,10.66,0,0.58,0.39,2.33,14.53,1.74,50.39,516,6.4,No,60.27
Merion El Sch,11.43,0,13.9,4.71,5.61,0,0.67,0,9.64,13.23,7.17,44.84,446,14.8,No,64.35
Methacton HS,6.69,0.13,13.58,5.63,7.09,0.4,0.13,0.13,9.34,22.25,2.12,48.81,1510,18.81,No,66.75
Metzgar El Sch,2.38,0,0,0.68,3.74,1.36,0,0,1.7,48.3,1.7,47.96,294,17.01,Yes,93.2
Meyersdale Area El Sch,1.88,0.31,0,0.94,0.63,1.25,0,0,0.31,59.69,0.94,45,320,11.25,No,96.25
Meyersdale Area HS,1.11,0,0,1.85,1.11,0.74,0,0,1.11,56.46,0.74,52.03,271,19.93,Yes,95.94
Meyersdale Area MS,0,0,0,1.61,1.08,1.08,0,0,2.69,56.99,0,49.46,186,17.74,No,97.31
Mid Valley El Ctr,8.99,0,1.63,3.73,10.71,2.1,0,0.1,0.19,56.5,2.39,46.85,1046,12.72,Yes,74.86
Mid Valley Secondary Center,9.12,0.12,1.85,2.47,9.62,1.11,0,0.12,1.23,54.01,2.34,48.09,811,20.84,No,76.7
Midd-West HS,1.18,0.13,0.39,0.39,1.05,0.92,0.39,0,6.15,40.31,0.13,47.64,764,21.34,No,96.86
Midd-West MS,0.33,0.33,0.33,0.33,0.66,0,0.33,0,2.63,46.05,0,47.7,304,26.97,No,98.03
Middle Bucks Institute of Technology,2.24,0.11,1.6,2.34,16.72,1.38,2.45,0,2.45,21.41,2.45,37.38,939,43.56,No,77
Middle Paxton El Sch,5.7,0,0.38,2.66,1.52,1.14,3.04,0,1.14,30.8,0.38,49.05,263,9.51,No,89.73
Middle Smithfield El Sch,18.36,5.75,1.77,21.24,16.59,3.32,0,0.44,1.11,66.15,3.98,47.12,452,23.89,Yes,35.84
Middle Years Alternative,1.75,0,3.51,84.21,10.53,0.58,0,0,0,82.46,7.6,51.46,171,22.81,Yes,0
Middleburg El Sch,1.08,0,0,1.62,0.36,0.54,0,0,0.54,49.91,0,47.57,555,20.9,Yes,96.94
Middlesex El Sch,3.86,0.97,3.62,7.49,8.94,2.42,5.07,0,0.24,49.03,7,46.38,414,17.15,Yes,75.12
Middletown Area HS,10.16,0,3.21,10.43,18.45,1.74,1.07,0,2.14,51.07,3.21,50.8,748,19.25,No,57.75
Middletown Area MS,13.36,0.18,2.89,9.93,21.12,1.81,1.62,0,2.17,62.64,5.23,46.39,554,19.13,Yes,52.53
Midland El/MS,18.01,0,0.47,21.33,5.21,0.47,0,0,0,68.25,0.95,45.02,211,15.17,Yes,54.98
Midland Innovation & Technology CS,0,2.73,1.82,25.45,2.73,1.82,0,0,0,47.27,0,40,110,0.91,No,67.27
Mifflin Co HS,1.75,0.09,0.83,2.49,4.14,1.57,2.85,0,0.74,50.28,1.38,49.54,1086,12.25,No,90.7
Mifflin Co JHS,1.17,0.13,0.26,1.69,4.56,1.43,2.6,0,1.43,56.51,0.26,47.92,768,17.19,No,92.19
Mifflin Co MS,3.48,0.44,0.44,2.47,5.81,3.05,2.9,0.29,0.87,59.22,1.89,51.38,689,17.71,No,87.08
Mifflin County Academy of Science and Te,1.03,0,0.26,0.77,4.9,1.55,0,0,0,45.88,0,41.75,388,9.02,No,93.04
Mifflin Park El Sch,4.55,0,3.56,3.56,42.97,2.57,0.79,0,1.58,64.36,12.87,48.32,505,17.03,Yes,45.35
Mifflin Thomas Sch,10.19,0.28,1.38,64.19,8.54,4.41,0.83,0,1.38,70.25,1.1,50.69,363,19.56,Yes,15.43
Mifflinburg Area Intrmd Sch,2.04,0,0,1.78,3.82,0.51,0,0,1.53,52.93,0.76,49.11,393,17.56,Yes,92.37
Mifflinburg Area MS,1.99,0,0.25,1.74,4.98,0.5,0,0,5.72,50,1,50.5,402,15.67,No,91.04
Mifflinburg Area SHS,2.84,0,0.2,1.22,3.25,0.61,0,0,7.3,46.45,1.01,51.32,493,13.79,No,92.49
Mifflinburg El Sch,3.09,0,0.52,1.03,2.58,1.29,0,0.26,0.77,46.13,0,51.29,388,11.86,Yes,92.53
Miles Township El Sch,3.45,0,0,0,3.45,5.75,0,0,0,54.02,0,55.17,87,10.34,Yes,93.1
Mill Creek El Sch,14.31,0.38,2.67,15.27,14.41,2.29,0,0.19,0.48,62.98,5.25,46.95,1048,18.99,Yes,52.77
Mill Hall El Sch,8.07,0,0.7,0,4.91,1.4,0,0,0.7,52.28,2.11,51.93,285,15.79,Yes,86.32
Mill Village El Sch,1.77,0,0,0,0,1.77,0.88,0,0.88,52.21,0,46.9,113,18.58,Yes,98.23
Miller El Sch,7.44,0.2,5.28,6.85,15.46,0.2,0,0,0.59,42.86,8.41,47.55,511,12.33,Yes,64.77
Miller Heights El Sch,0.29,0.59,4.41,9.71,27.35,0,0,0.88,0.59,36.76,6.18,52.06,340,8.53,No,56.76
Miller MS,1.75,0,0,0.44,0.87,1.31,0,0.44,0,52.4,0,48.47,229,24.02,No,96.51
Millersburg Area MS,2.55,0,1.27,1.27,4.46,1.27,1.91,0,2.55,38.85,0.64,57.96,157,22.93,No,90.45
Millersburg Area SHS,2.16,0,1.3,3.9,6.06,0.87,1.3,0,2.16,41.99,1.3,45.45,231,16.45,No,86.58
Millmont El Sch,1.35,0.51,0.51,8.6,79.09,2.7,0,0,0.17,95.62,21.08,48.57,593,21.42,Yes,9.95
Millville Area El Sch,3.44,0,0,0,2.75,3.44,0,0,2.41,48.11,0,46.74,291,20.96,Yes,93.81
Millville Area JSHS,1.2,0,0.4,0.4,3.19,1.99,0,0.4,3.59,39.84,0.4,52.19,251,20.72,No,94.42
Milton Area MS,4.92,0.47,0.47,3.04,10.3,2.11,0,0,0.47,50.82,4.22,48.01,427,19.44,Yes,80.8
Milton HS,3.93,0.16,0,2.99,8.18,1.73,0,0,3.62,41.98,3.14,47.8,636,17.3,No,84.75
Minersville Area El Ctr,1.93,0,0,4.08,10.52,0.64,0,0,1.07,56.65,1.29,53.43,466,27.25,Yes,83.48
Minersville Area JSHS,0.95,0,1.14,3.61,9.11,1.71,0,0.19,2.85,51.42,1.33,47.82,527,23.34,No,85.01
Mitchell El Sch,2.66,0.3,0,92.6,4.44,2.07,0,0,0,97.34,1.18,51.48,338,15.68,Yes,0
Moffet John Sch,6.4,0,1.6,20.8,50,0.4,0.4,0,0.4,72.8,14.4,44,250,21.2,Yes,21.2
Mohawk El Sch,3.73,0,0.45,0.45,1.34,1.19,0,0,0.6,48.51,0,50.3,670,12.54,Yes,94.03
Mohawk JHS,3.76,0,0,0,0.87,2.6,0,0,1.16,52.31,0,50.58,346,13.29,No,95.38
Mohawk SHS,2.27,0,0.23,0.45,0.91,1.13,1.36,0,3.85,38.1,0,52.38,441,9.98,No,96.15
Mon Valley CTC,5.91,0.18,0.18,8.5,3.33,1.48,0,0,0.37,58.04,0,39.56,541,27.36,No,81.89
Monessen El Ctr,26.69,0,0,40.49,3.37,1.84,0,0,0,83.74,0.31,54.29,326,14.42,Yes,29.45
Monessen MS,11.76,0,0.74,41.18,4.41,2.94,0,0,2.94,80.15,0.74,44.12,136,22.79,Yes,41.91
Monessen SHS,18.13,0,0.52,37.31,3.11,1.55,0,0,2.07,71.5,0.52,50.78,193,20.21,Yes,40.93
Moniteau JSHS,1.83,0,0,0.18,0.18,3.48,1.1,0,4.76,38.28,0,50.55,546,19.23,No,97.8
Monroe Career & Tech Inst,2.41,0.28,1.39,20.48,23.08,1.11,0,0.19,0.83,25.49,0.74,40.22,1079,25.58,No,52.18
Monroe El Sch,4.39,0.21,3.14,3.77,5.02,1.67,2.51,0,0,25.94,0.21,50.21,478,11.3,Yes,83.47
Montessori Regional CS,9.78,0.69,3.77,14.41,12.01,2.23,0,0.17,0,100,6.69,53,583,11.15,Yes,59.18
Montgomery El Sch,3.63,0.19,0,0.38,3.25,0,0,0,0,45.89,0,52.01,523,13.96,Yes,92.54
Montgomery JSHS,3.6,0,1.2,1.44,4.32,0.24,0,0,0.24,58.03,0.48,45.8,417,19.18,No,89.45
Montour El Sch,6.55,0.17,3.53,6.63,2.43,0.08,1.68,0,1.68,26.36,2.18,49.2,1191,15.79,Yes,80.69
Montour HS,4.27,0.11,1.18,5.13,2.99,0.75,0.75,0,3.74,25.43,0.96,51.18,936,17.52,No,86.32
Montoursville Area SHS,3.35,0,1.17,0,2.35,0.5,0.17,0.17,2.51,33.84,0,47.07,597,13.9,No,92.96
Montrose Area JSHS,0.18,0.18,0.18,0.71,3.2,0.18,0,0,3.38,46.26,0.89,47.51,562,21.53,No,95.55
Moon Area Lower MS,4.98,0.16,5.46,5.14,6.9,0.64,1.93,0,4.98,29.86,5.3,43.98,623,16.21,No,77.37
Moon Area Upper MS,9.47,0.34,4.82,4.82,6.37,0.52,2.93,0,4.65,30.12,4.13,48.88,581,16.35,No,74.18
Moon SHS,6.98,0.16,4.68,5.58,8.62,0.33,1.81,0.08,6.9,24.47,4.19,46.8,1218,17,No,73.89
Moore El Sch,0.27,0,0,0.81,10.3,0.81,0.27,0,3.52,31.17,0.81,47.43,369,20.6,No,88.62
Moore J Hampton Sch,1.76,0.35,18.34,30.34,36.86,2.29,0.97,0.09,0.09,74.25,34.83,48.77,1134,13.4,Yes,12.26
Moore Sch,11.11,0,15.46,10.14,1.45,1.45,0.48,0.48,1.45,62.8,8.21,41.06,207,10.63,Yes,61.35
Mooreland El Sch,7.61,0,4.89,10.33,18.48,3.8,1.9,0.27,1.36,52.45,11.96,47.55,368,12.77,No,58.42
Moraine El Sch,2.02,0,0,1.15,1.15,0.58,4.32,0,2.88,44.67,0,48.99,347,23.63,Yes,95.68
Morris Robert Sch,3.14,0,0,86.79,6.92,11.95,1.26,0,0.63,90.57,0.63,44.03,159,22.01,Yes,3.14
Morrison Andrew J Sch,2.28,0,5.51,51.71,39.92,3.23,0.76,0,0.38,84.79,19.96,48.86,526,17.68,Yes,0.57
Morrisville HS,5.91,0,2.22,34.48,27.59,3.94,0,0,0.25,68.47,10.1,48.28,406,22.66,Yes,29.8
Morrisville Intermediate Sch,7.66,0,1.44,32.06,25.36,8.13,0,0,0,75.12,4.78,50.72,209,18.66,Yes,33.49
Morrow El Sch,0.57,0,0,1.14,1.14,1.14,0,0,0.29,54.29,0,47.71,350,14.57,Yes,97.14
Morton Thomas G Sch,1.91,0.54,4.09,83.65,8.45,7.08,0.54,0,0,92.92,12.81,47.96,367,17.71,Yes,1.36
Moscow El Sch,8.29,0.17,0.34,0.68,3.72,0.17,0,0.34,0.34,42.98,1.52,47.38,591,18.61,Yes,86.46
Moshannon Valley El Sch,2.7,0,0.25,0.49,0.74,1.47,0.25,0,0.25,57.74,0,52.58,407,21.13,Yes,95.82
Moshannon Valley JSHS,2.36,0,1.05,0.26,0.26,2.89,1.31,0,3.94,47.51,0,47.24,381,18.9,Yes,96.06
Moss Side MS,11.8,0.1,7.63,29.2,4.98,3.15,0,0.1,5.8,50.36,1.93,50.25,983,24.21,Yes,46.19
Mosser El Sch,6.43,0,0.83,7.88,78.01,2.49,0,0,0.83,83.82,18.05,47.51,482,20.95,Yes,6.85
Motivation HS,2.7,0.6,0.9,92.19,3.3,3.9,0,0,0,87.09,9.61,52.55,333,18.62,Yes,0.3
Mount Carmel Area El Sch,3.54,0.25,0.51,2.78,11.52,1.52,0.25,0.13,1.27,69.37,0.63,47.47,790,22.28,Yes,81.27
Mount Carmel Area HS,2.82,0,1.01,2.82,11.49,0.2,0.2,0,4.23,68.15,1.41,46.57,496,23.39,No,81.85
Mount Carmel Area JH,3.8,0,1.52,3.42,9.13,0.76,1.52,0,1.52,77.19,1.14,41.06,263,27,No,82.13
Mount Nittany El Sch,7.91,0,7.21,2.33,2.79,0.7,0,0,3.72,20.47,4.88,50.47,430,12.09,Yes,79.77
Mount Nittany MS,9.64,0.14,7.19,2.59,4.17,2.45,0,0.14,10.36,20.14,2.88,45.04,695,12.81,No,76.12
Mount Pleasant Area HS,2.69,0,0.17,1.01,0.67,2.36,0,0.17,6.23,40.74,0.84,48.48,594,15.49,No,95.29
Mount Pleasant Area JHS,1.94,0,0,1.29,0,2.26,0,0,6.13,44.84,0,49.35,310,12.9,No,96.77
Mount Rock Elem Sch,5.5,0,0.92,1.53,2.14,1.22,0,0,1.22,37.31,3.06,50.15,327,16.21,Yes,89.91
Mount Union Area JHS,8.05,0,0,4.21,1.53,1.15,0.38,0,1.53,100,0,41.76,261,26.82,No,86.21
Mount Union Area SHS,5.37,0,0,5.08,4.24,0.28,0,0.28,3.39,100,0.56,47.18,354,24.58,No,85.03
Mount Union-Kistler El Sch,12.88,0,0.34,1.69,3.39,1.69,0,0,0,100,0,56.95,295,11.86,Yes,81.69
Mountain View El Sch,8.61,1.01,10.38,9.11,6.08,0.51,1.27,0,2.28,53.42,8.86,45.82,395,16.2,No,64.81
Mountain View JSHS,2.56,0,0.47,0.7,1.17,1.63,0.93,0,3.96,46.85,0.23,45.92,429,21.21,No,95.1
Mountain View MS,6.82,0.44,21.41,4.79,6.82,0.94,3.48,0.07,0.44,26.49,3.85,48.98,1378,12.41,No,59.65
Mountaintop Area El Sch,2.59,0,0,0,0.86,4.31,0,0,0.86,40.52,0,52.59,116,9.48,No,96.55
Mountville El Sch,6.71,0.34,1.17,5.03,22.65,1.68,0,0,2.35,46.14,6.04,45.81,596,18.62,Yes,64.09
Mowrey El Sch,3.9,0.19,0.39,1.95,2.73,0.97,0.39,0,0.97,54.58,0,51.07,513,20.86,Yes,90.84
Mowrie A Ebner El Sch,6.4,0.25,0,9.61,4.93,1.72,0,0,1.48,72.66,0,48.28,406,26.11,Yes,78.82
Mt Holly Springs El Sch,6.28,0,0.45,2.69,9.87,4.04,2.24,0,0.45,59.64,0,52.47,223,13.9,Yes,80.72
Mt Lebanon SHS,4.13,0.27,6.09,1.85,3.75,0.16,0.38,0.05,7.01,16.14,1.2,48.53,1840,12.61,No,83.86
Mt Penn El Sch,6.38,0,0.61,7.9,51.67,1.82,0.3,0,1.22,55.32,7.29,47.72,329,22.19,Yes,33.43
Mt Penn Primary Ctr,5.4,0,0,3.96,60.43,2.16,0,0,0,63.67,11.51,45.68,278,19.78,Yes,30.22
Mt Vernon El Sch,7.04,0,0.5,4.02,2.01,1.51,0,0,2.01,45.23,0.5,52.26,199,19.6,No,86.43
Mt Wolf El Sch,5.71,0.41,1.22,2.45,4.49,1.22,0,0,0,46.94,2.04,46.12,245,9.8,Yes,85.71
Muhlenberg El Ctr,22,0.09,1.13,6,42.96,1.57,0.35,0.09,0.26,66.52,12.96,48.87,1150,17.39,Yes,27.74
Muhlenberg El Sch,8.81,0.61,0.82,11.89,67.62,1.64,0.2,0,1.43,73.98,17.01,50.2,488,12.91,Yes,10.25
Muhlenberg HS,2.25,0.26,1.21,7.72,60.19,2.34,0,0,2.52,63.83,7.72,47.61,1153,20.29,No,28.36
Muhlenberg Jr MS,4.15,0.3,1.58,6.02,64.17,2.07,0.1,0,2.27,65.05,7.9,47.98,1013,22.11,No,23.79
Multicultural Academy CS,4.4,0,1.6,85.6,7.6,2.4,0,0.4,0,70.4,1.6,58.4,250,26.4,Yes,0.4
Muncy JSHS,2.89,0,0.83,0.83,3.31,0.41,0.62,0,2.27,43.39,0.21,48.76,484,13.43,No,92.15
Munoz-Marin Luis,1.54,0,0.38,14.04,83.27,4.23,0.96,0,0,92.69,23.46,48.46,520,26.15,Yes,0.77
