name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Tunkhannock HS,3.13,0,0.45,0.78,1.23,0.22,0.22,2.68,45.09,0.45,48.1,896,18.97,No,94.2
Tunkhannock STEM Academy,0,0,0,0,0.68,0.68,0,2.03,47.3,0,43.92,148,18.24,No,99.32
Turbotville El Sch,3.68,0,0.69,0.23,0,1.38,0,0.23,45.29,0,44.14,435,12.41,Yes,95.4
Turkeyfoot Valley Area El Sch,0.69,0,0,0,1.39,2.78,0,0,61.81,0,47.22,144,22.22,Yes,97.92
Turkeyfoot Valley Area JSHS,0,0,0,0,2.33,1.55,0,3.1,57.36,0,44.96,129,17.83,No,97.67
Turner Intermediate Sch,5.02,0,0.67,88.96,2.68,0,0,0,86.62,2.01,52.51,299,27.76,Yes,2.68
Turtle Creek EL STEAM Academy,8.33,0,0.19,50.97,6.59,0,0,4.84,68.99,0.19,45.74,516,13.18,Yes,33.91
Tuscarora MS,1.45,0.29,0.29,0.58,13.66,0,0,1.16,51.74,7.85,44.19,344,22.67,No,83.72
Tussey Mountain EL,2.56,0,0,0.77,0.51,0,0.26,0,61.38,0,49.87,391,11.76,Yes,95.91
Tussey Mountain HS,2.06,0,0,0.69,0.69,0.34,0,1.03,63.92,0.34,49.14,291,20.62,No,96.56
Tussey Mountain MS,1.11,0,1.11,0,0.37,0.37,0,0.74,61.25,0,47.6,271,22.14,No,97.42
Twelfth & Marion El Sch,1.3,0,0.37,4.08,88.5,0.19,0,0.19,93.69,35.62,50.65,539,14.1,Yes,5.75
Twin Rivers El Sch,12.38,0.27,0.14,57.69,2.59,0,0.14,0.95,85.44,0,50.07,735,23.95,Yes,26.8
Twin Valley El Ctr,4.21,0,1.24,1.24,8.17,1.24,0,0.25,33.42,2.97,48.51,404,17.33,Yes,85.15
Twin Valley HS,2.32,0.19,1.35,1.06,5.51,0.29,0,7.25,28.99,0.68,51.01,1035,18.07,No,89.57
Twin Valley MS,3.71,0.32,0.64,2.22,5.72,0.21,0,7.94,32.84,1.38,50,944,22.67,No,87.39
Tyrone Area El Sch,1.48,0.13,0.54,1.08,0.67,0.13,0,0.27,52.29,0.4,46.36,742,14.82,Yes,96.09
Tyrone Area HS,1.82,0.36,0.18,1.28,2,0,0.36,0.91,45.54,0,51.37,549,12.2,No,93.99
Tyrone Area MS,0.72,0.18,0.36,1.45,1.27,0,0.36,0.72,46.2,0,47.28,552,15.76,No,95.65
Tyson-Schoener El Sch,1.56,0,0.22,5.35,88.42,0,0,0,97.1,26.95,49.89,449,26.06,Yes,4.45
Unami MS,2.61,0.25,16.13,2.61,3.72,0,0.12,12.16,8.44,0.25,51.99,806,15.38,No,74.57
Union Area HS,2.65,0,0.53,9.52,0.53,0,0,3.17,48.15,0,47.62,189,22.22,No,86.77
Union Area MS,4.68,0.58,0.58,9.94,1.17,0,0,1.75,59.06,0,45.03,171,19.88,Yes,83.04
Union Canal El Sch,6.32,0.22,3.05,2.4,29.63,5.01,0,1.53,52.29,8.28,47.06,459,19.83,Yes,58.39
Union City El Sch,4.32,0,0.43,0.22,1.94,0,0,0.43,69.55,0,50.32,463,17.93,Yes,93.09
Union City HS,0.91,0,0.6,0.3,2.11,0,0,0.91,65.26,0.3,49.85,331,22.96,No,96.07
Union City MS,2.23,0,0,0,3.13,0,0,1.79,71.88,0,42.41,224,26.34,No,94.64
Union HS,0.33,0.66,0,1.32,0.99,0,0,3.3,61.06,0,52.48,303,23.76,No,96.7
Union Memorial El Sch,9.56,0.27,0,10.93,0.55,0,0,0.27,60.93,0.27,49.45,366,15.03,Yes,78.69
Union Terrace El Sch,6.96,0.15,2.01,12.21,71.25,0,0,0.31,76.2,15.92,52.7,647,13.29,Yes,7.42
Uniontown Area SHS,5.65,0.14,0.83,12.81,1.93,0,0.83,1.52,94.63,1.24,50.83,726,17.08,No,77.82
Unionville El Sch,3.49,0,6.4,0.87,9.59,0,0,4.65,9.88,4.94,50.58,344,16.57,Yes,79.65
Unionville HS,2.74,0.15,15.32,1.04,4.81,0,0.3,5.03,8.36,0.15,49.22,1351,15.47,No,75.65
United El Sch,1.47,0,0.42,0,1.47,1.89,0,0.63,55.88,0.63,54.2,476,19.12,Yes,96.64
United JSHS,1.56,0,1.11,0.45,0.22,0.89,0,6.01,38.75,0.22,46.99,449,17.15,No,96.66
Universal Alcorn CS,1.53,0,2.1,89.31,5.15,0,0,0,99.62,4.01,48.85,524,11.45,Yes,1.91
Universal Audenried CS,1.47,0,2.95,90.06,4.05,0,0,0,100,8.84,56.17,543,23.94,Yes,1.47
Universal Bluford CS,0.41,0,0.2,97.54,1.43,0,0.2,0,99.8,1.23,47.95,488,15.57,Yes,0.2
Universal Creighton CS,0.28,0,10.38,29.02,59.03,0,0,0,100,18.63,46.37,703,10.81,Yes,1.28
Universal Daroff CS,0.8,0.16,0.16,97.12,1.28,0,0.16,0,99.68,0.8,47.92,626,16.29,Yes,0.32
Universal Institute CS,0.87,0.35,0.35,92.51,5.57,0,0,0,73,6.27,48.78,574,12.02,Yes,0.35
Universal Vare CS,4.13,0,20.64,64.68,9.63,0,0,0,100,5.5,49.08,218,8.26,Yes,0.92
University Park El Sch,12.16,0,13.98,13.07,6.99,0,0.3,1.22,44.07,3.34,52.28,329,13.07,Yes,53.5
Upper Adams Intrmdt Sch,0.26,0,0,1.83,31.07,0.52,0.52,2.35,45.43,11.49,50.13,383,18.02,No,66.32
Upper Adams MS,1.94,0,0,1.16,24.03,0.39,0,4.26,37.21,7.75,48.45,258,20.93,No,72.87
Upper Allen El Sch,4.58,0,4.9,19.93,4.58,0.65,0.33,0,32.35,12.42,55.23,306,8.17,No,65.69
Upper Bucks County Technical School,3.43,0.13,0.63,1.65,9.64,0,0,0.25,37.31,1.14,39.59,788,34.52,No,84.52
Upper Darby Kdg Ctr,6.72,0,20.52,43.79,20.34,0,0,0,0.17,22.76,47.59,580,5,Yes,8.62
Upper Darby SHS,2.53,0.13,14.77,51.67,11.19,0,0.03,3.39,58.59,9.71,47.83,3987,19.06,No,19.69
Upper Dauphin Area El Sch,2.08,0.26,0.78,1.3,5.97,1.3,0,0.26,51.17,1.3,48.83,385,13.77,Yes,89.61
Upper Dauphin Area HS,1.17,0.29,1.17,1.17,3.5,0.29,0,3.79,42.86,0.58,49.56,343,13.12,No,92.71
Upper Dauphin Area MS,1.98,0,0.33,4.29,3.63,0,0,3.3,42.9,0.99,49.5,303,15.84,Yes,89.77
Upper Dublin HS,4.55,0,9.92,8.11,4.09,0.38,0,5,15.45,0.98,48.71,1320,20.68,No,73.33
Upper Merion HS,6.26,0.31,13.77,14,14.77,0,0,5.65,38.52,3.56,47.87,1293,17.01,No,50.89
Upper Merion MS,8.1,0,17.28,12.89,14.12,0.15,0,4.01,41.59,7.72,48.38,1296,19.29,No,47.61
Upper Moreland El Sch,7.24,0,6.39,8.54,13.43,0.85,0.07,2.93,32.46,6.26,50,1534,11.73,No,64.34
Upper Moreland HS,4.68,0,3.77,11.1,9.98,0.41,0.1,4.38,31.26,2.34,47.35,982,23.83,No,70.37
Upper Moreland MS,6.2,0,5.06,11.27,12.91,1.01,0,6.46,35.82,3.42,47.85,790,18.35,No,64.56
Upper Perkiomen 4th and 5th Grade Center,4.11,0.82,1.44,3.49,6.16,0.21,0.21,3.49,28.34,1.23,47.43,487,13.76,Yes,83.78
Upper Perkiomen HS,2.45,0.29,2.55,3.23,6.86,0.29,0,4.31,28.11,0.29,48.68,1021,19.29,No,84.62
Upper Perkiomen MS,4.56,0.38,2.53,3.42,6.08,0.13,0,4.3,30.89,0.76,45.44,790,14.68,No,83.04
Upper Providence El Sch,4.51,0.21,20.6,2.36,2.15,0,0,3.22,6.65,1.93,48.5,466,18.24,No,70.17
Upper Saint Clair HS,2.59,0.15,12.78,1.83,2.21,0.61,0,12.24,11.56,0.46,45.78,1315,12.47,No,80.46
Urban Academy of Greater Pittsburgh CS,1.61,0,0,97.42,0.97,0,0,1.61,55.16,0,49.35,310,13.87,Yes,0
Urban Pathways 6-12 CS,2.73,0,0,95.22,2.05,0,0,0,81.23,1.37,49.49,293,25.26,Yes,0
Urban Pathways K-5 College CS,3.59,0,0,95.42,0.33,0,0,0,86.27,0,52.94,306,19.61,Yes,0.65
Uwchlan Hills El Sch,4.95,0.2,14.85,2.18,5.35,0,0.2,4.75,8.32,3.17,47.52,505,14.26,No,72.28
Valley El Sch,4.58,0.15,9.77,6.56,14.05,0.15,0,2.14,46.72,8.09,47.33,655,18.17,No,64.89
Valley El/MS,1.54,0.07,1.54,1.68,36.39,0,0.07,0.91,52.9,8.33,47.24,1429,14.21,No,58.71
Valley Forge El Sch,8.45,0,36.03,3.45,4.48,1.21,0,11.21,5.69,3.62,44.31,580,11.21,Yes,47.59
Valley Forge MS,5.17,0,31.9,3.24,4.38,1.31,0,16.13,6.57,1.75,49.78,1141,16.56,Yes,55.3
Valley Grove El Sch,4.71,0,0,0.94,1.65,0.24,0,0.94,52.24,0,52.24,425,24,Yes,92.71
Valley JSHS,16.97,0.45,0.45,31.35,3.26,0,0,2.81,69.78,0.56,50.45,890,29.78,No,47.53
Valley View El Ctr,1.93,0,1.54,2.89,8.48,0,0.39,0,43.74,1.35,49.33,519,8.86,Yes,84.78
Valley View El Sch,8.89,0,4.13,5.08,16.51,0,0.32,0.63,33.33,5.71,47.3,315,13.33,No,65.08
Valley View HS,1.64,0,1.64,3.78,7.44,0.13,0,2.27,40.48,1.13,47.92,793,18.79,No,85.5
Valley View Intrmd Sch,1.56,0,2.14,1.95,7.21,0,0.19,0.19,45.81,0.78,49.51,513,15.01,Yes,86.94
Valley View MS,1.47,0.37,1.65,4.23,8.46,0.37,0,1.1,45.77,0.92,51.47,544,17.46,No,83.82
Vare-Washington El Sch,7.46,0,14.64,20.44,41.44,0,0,0.55,72.65,34.25,44.75,362,20.99,Yes,16.02
Vaux HS: A Big Picture School,3.04,0.61,0.3,93.01,3.04,0,0,0,87.54,0.61,44.68,329,32.52,Yes,0
Venango Technology Center,0.93,0.75,0.19,2.06,1.31,0,0,1.12,67.48,0.19,32.9,535,30.47,No,94.77
Verner El Sch,4.55,0.57,0,12.5,1.7,0,1.14,3.41,28.41,0.57,49.43,176,23.86,Yes,79.55
Vernfield El Sch,1.22,0,7.3,2.64,7.1,0,0,3.65,19.27,4.46,46.86,493,15.21,No,81.74
Veterans Memorial El Sch,4.68,0,15.01,3.12,23.59,0.19,0.19,1.56,29.82,7.02,47.17,513,14.42,Yes,53.41
Victory El Sch,2.71,0,0.45,0.9,1.81,0.9,0,0,48.87,0,47.96,221,25.79,Yes,94.12
Vida CS,1.76,0,0,1.32,65.64,1.76,0.44,0,60.35,20.7,49.34,227,9.25,Yes,30.84
Village Park Academy,--,--,--,--,--,--,--,--,--,--,--,--,--,No,--
Vision Academy CS,1.41,0.23,0.94,95.31,1.64,0,0,0,83.8,4.69,50.94,426,19.95,Yes,0.47
W B Evans Magnet Sch,2.48,0.31,1.24,90.37,4.66,0,0,0,57.14,0,56.83,322,13.35,Yes,0.93
W R Croman Primary Sch,1.29,0.64,0,0,3.22,0.32,0,0,56.91,0.64,46.62,311,21.22,Yes,94.86
W W Evans Memorial El Sch,2.86,0,0.48,1.43,3.33,0,0,0.48,25.24,0,46.67,210,8.57,Yes,91.9
W.A. McCreery El Sch,0.3,0,0.3,1.21,0.3,0,0,1.52,58.48,0,41.52,330,22.73,Yes,97.88
W.G. Rice El Sch,4.84,0.48,4.84,1.21,2.42,2.42,0.48,0.24,34.87,4.36,55.21,413,13.56,Yes,85.71
Wagner Gen Louis MS,4.14,0.23,0.69,90.57,3.91,0,0,0,85.29,3.45,42.76,435,25.06,Yes,0.46
Wallace El Sch,8.7,0.26,2.56,10.23,23.27,0.77,0,0,49.87,3.58,47.06,391,13.55,Yes,54.99
Wallenpaupack Area HS,2.4,0,1.2,1.7,8.98,0.8,0.2,4.09,49.1,0.2,47.9,1002,25.95,No,85.53
Wallenpaupack Area MS,3.87,0.6,0.6,2.68,10.27,0.89,0.15,4.46,52.68,0,47.77,672,22.92,No,81.85
Wallenpaupack North Intrmd Sch,1.77,0.22,0.66,0.88,11.95,0,0,1.99,53.1,0.66,48.45,452,24.12,Yes,84.51
Wallenpaupack Pri Sch,3,0.23,0.46,0.69,11.98,0,0.23,0,55.3,1.15,51.15,434,18.43,Yes,83.41
Wallenpaupack South El Sch,3.91,0,0.39,1.95,14.06,0.39,0,0.39,59.77,1.17,42.19,256,16.8,Yes,79.69
Wallingford El Sch,7.05,0,4.88,3.98,3.44,0,0,5.61,5.97,0.54,47.02,553,9.4,No,80.65
Walnut Creek MS,5.81,0,6.43,2.07,2.49,0,0,6.22,29.88,0.83,49.79,482,17.84,No,83.2
Walnut Street El Sch,3.23,1.61,0,90.32,2.58,0,0,0.32,72.58,0,49.68,310,17.74,Yes,2.26
Walt Disney El Sch,7.29,0,2.34,9.38,14.58,0.26,0,1.04,27.08,2.6,52.6,384,22.14,Yes,66.41
Walter M Senkow El Sch,2.58,0.74,56.09,14.76,23.62,0,0.37,0.74,73.06,29.52,49.45,271,9.59,Yes,1.85
Walton Farm El Sch,11.01,0,20.58,9.57,4.15,0,0,3.97,26.17,5.6,53.25,554,16.61,No,54.69
Ward L Myers El Sch,2.86,0,0.44,1.1,0.88,0.44,0,1.1,37.58,0,46.81,455,12.31,Yes,94.73
Waring Laura W Sch,4.67,0.93,1.87,78.5,9.81,0,0,0,87.38,1.87,48.13,214,24.3,Yes,4.21
Warren Area El Ctr,1.56,0.28,0.28,0.43,2.7,0.28,0,1.28,61.56,0.14,51.35,705,21.42,Yes,94.75
Warren Area HS,2.99,0.28,0.57,0.85,1.14,0.43,0,6.26,47.08,0.14,48.36,703,22.76,No,94.17
Warren County AVTS,0.62,0,0,0,0.62,0,0,1.85,50.77,0.31,33.54,325,26.77,No,98.77
Warren L Miller El Sch,2.41,0,0.6,1.61,3.01,0.2,0,0.8,52.01,1,47.99,498,23.9,Yes,92.37
Warren Snyder-John Girotti El Sch,20.8,0,1.08,11.4,15.41,0.62,0.31,3.24,70.72,0.92,44.99,649,17.87,Yes,51
Warrior Run HS,1.05,0,0,1.89,1.47,2.1,0,1.47,39.2,0.21,47.17,477,14.68,No,95.6
Warrior Run MS,1.31,0,0.19,0.56,1.69,1.69,0,0.56,42.32,0.37,44.76,534,16.1,Yes,96.25
Warwick El Sch,6.32,0.19,9.2,0.57,5.94,0,0,5.56,10.15,3.64,50.57,522,12.64,No,77.78
Warwick MS,3.21,0,2.03,2.7,8.45,0,0.34,8.28,29.73,0.34,44.09,592,14.19,No,83.28
Warwick SHS,3.13,0.08,2.91,2.52,7.8,0.08,0.08,7.65,26.99,0.92,48.01,1308,13.99,No,83.49
Washington El Sch,12.01,0.6,0,13.21,71.17,0,0,0.3,84.38,21.32,46.25,333,16.52,Yes,3
Washington George HS,7.69,0.24,14.49,30.28,18.04,0,0.35,0.65,63.99,26.61,41.45,1691,19.99,Yes,28.92
Washington Grover Jr Sch,7.21,0,12.45,62.23,16.38,0,0,0,81.44,17.03,47.38,458,24.45,Yes,1.75
Washington HS,17.22,0,0,24.64,6.46,0,0,4.55,63.88,1.2,48.8,418,21.29,No,51.67
Washington Heights El Sch,9.82,0.5,5.04,10.58,16.12,1.51,1.01,1.51,53.4,6.8,49.37,397,15.87,Yes,56.93
Washington Intrmd Sch,21.17,0,0,16.57,6.13,0,0.42,0.56,98.19,3.06,51.39,718,16.16,Yes,55.71
Washington Junior High School,23.29,0.46,0.91,25.11,5.48,0,0,2.74,72.15,0.91,49.32,219,23.29,No,44.75
Washington Martha Sch,4.2,0,0.42,92.86,2.1,0,0,0,90.76,1.26,43.7,238,40.76,Yes,0.42
Washington Park El Sch,22.54,0,0.47,26.53,6.46,0,0,0.35,76.64,2.93,48.36,852,20.54,Yes,44.01
Wasson Avenue El Sch,4.39,0.24,0.98,1.22,2.2,0.24,0,1.95,63.9,0.49,47.8,410,24.39,Yes,90.98
Waterford El Sch,2.32,0.29,0.58,0.58,2.9,1.16,0,1.45,57.1,0.87,47.83,345,16.52,Yes,93.33
Wattsburg Area El Ctr,1.06,0,0.21,0.21,1.91,0.21,0,0.85,41.4,0.42,50.53,471,14.44,Yes,96.6
Wattsburg Area MS,3.37,0,0,0.48,2.88,0,0,3.37,36.78,0.24,50.48,416,22.36,No,93.27
Waverly Sch,0.97,0,7.47,0.32,2.6,0,0.32,1.3,4.87,0.32,48.7,308,6.82,No,88.31
Wayne El Sch,6.46,0,13.65,4.24,5.54,0,0,1.66,13.1,7.75,50.18,542,12.18,Yes,70.11
Wayne Highlands MS,2.36,0.79,0.52,0.26,6.56,0.26,0.26,1.57,44.09,0.26,46.98,381,22.83,No,89.24
Waynesboro Area MS,6.7,0.28,0.19,2.6,6.14,0.28,0,2.23,48.74,1.49,48.65,1075,16.28,No,84.09
Waynesboro Area SHS,6.07,0.22,0.72,2.46,6.51,0,0,2.17,41.5,1.08,47.58,1383,13.52,No,84.02
Waynesburg Central El School,2.15,0,0.4,0.27,1.48,1.61,0.13,1.34,52.55,0,50,744,26.34,Yes,95.56
Waynesburg Central HS,1.8,0,0.6,0.4,0.4,0,0,1.4,41.92,0,48.5,501,22.95,No,96.81
Weatherly Area El Sch,4.7,0,0,1.57,6.58,0.31,0,0.31,53.92,0.31,52.04,319,9.72,Yes,87.15
Weatherly Area MS,2.44,0,0,0,9.76,0,0,1.63,61.79,0.81,46.34,123,11.38,Yes,87.8
Weatherly Area SHS,3.05,1.22,0,0.61,9.76,0,0,2.44,53.05,0,48.78,164,10.98,Yes,85.37
Webster Sch,3.26,0.2,0.61,30.96,53.97,0,0,0.41,90.63,8.15,50.71,491,19.76,Yes,11
Weigelstown El Sch,3.18,0,1.22,4.4,19.07,0,0,0.98,45.23,4.65,46.94,409,15.16,Yes,72.13
Weisenberg El Sch,2.08,0.78,0.26,0.26,3.65,0.52,0.26,1.04,15.63,1.3,44.01,384,18.75,No,92.71
Wellsboro Area HS,0.92,0.23,1.14,0.46,1.37,0.23,0,8.47,37.76,0,51.03,437,20.37,No,95.88
Wellsville Campus,1.29,0,0,1.72,3.88,1.29,0,0.86,36.64,0,47.84,232,16.81,Yes,93.1
Welsh John Sch,2.05,0.34,0,34.47,62.46,0,0,0,91.47,11.95,53.24,293,18.77,Yes,0.68
Welsh Valley MS,7.16,0,9.58,8.17,6.45,0,0.1,17.54,13.81,2.62,47.88,992,22.68,No,68.55
Wendover MS,3.72,0.47,0.7,0.7,0.47,1.4,0.23,7.44,28.14,0,51.86,430,12.56,No,93.72
Wescosville El Sch,6.8,0.2,8,4.8,16,2.2,0,3.2,27.6,3.2,51.8,500,19.4,Yes,64.2
West Allegheny MS,5.72,0.13,2.8,3.56,3.18,0,0,1.65,24.9,0.64,47.14,787,13.47,Yes,84.63
West Allegheny SHS,2.72,0.1,1.21,2.72,1.01,0,0,1.41,24.6,0.4,47.78,992,15.22,No,92.24
West Berwick El Sch,3.63,0.2,0.4,2.62,13.51,0.2,0,0.4,55.44,3.43,48.19,496,15.32,Yes,79.64
West Bradford El Sch,4.29,0,14.24,2.45,3.37,0,0.31,1.84,7.81,2.45,51.3,653,12.86,No,75.34
West Branch Area El Sch,3.7,0.28,0,0.28,1.14,0.28,0,1.14,39.6,0,47.86,351,25.64,Yes,94.59
West Branch Area HS,2.8,0.93,0.31,0.31,1.55,0,0,4.97,45.03,0,46.89,322,20.19,No,94.1
West Branch MS,1.44,0.72,0,0.36,0.72,0.72,0,2.52,39.57,0.36,48.92,278,25.9,No,96.76
West Broad Street El Sch,0.51,0.25,8.84,7.07,21.46,0,0.25,2.02,22.22,16.41,52.02,396,9.6,Yes,61.62
West Chester Bayard Rustin HS,1.98,0.08,6.01,5.1,5.84,0.08,0.25,6.26,15.47,1.15,47.74,1215,14.81,No,80.74
West Chester East HS,2.53,0.24,7.59,5.38,11.66,0.41,0.08,4.4,18.27,1.71,48.61,1226,15.42,No,72.51
West Chester Henderson HS,1.68,0,8.25,4.61,10.06,0,0.21,5.73,16.84,3.21,47.31,1431,12.65,No,75.19
West Crawford El Sch,4.73,0,0.41,5.56,1.85,0.82,0,0,65.02,0,50,486,20.37,Yes,87.45
West Creek Hills El Sch,8.73,1.27,11.09,8.91,11.64,1.82,0,1.09,37.27,8.91,47.64,550,16.18,Yes,58.36
West End El Sch,5.81,0.61,2.14,1.53,1.22,0.31,0,1.83,45.57,0.61,49.54,327,20.8,Yes,88.69
West Forest El Sch,1.6,0,0,0,4.8,0.8,0,0,52,0,45.6,125,21.6,Yes,93.6
West Forest JSHS,1.52,0.76,0,0.76,5.3,0,0,1.52,47.73,0,46.21,132,26.52,No,91.67
West Greene El Ctr,0.59,0.29,0,0,0.29,0,0,0,37.76,0,48.08,339,24.78,Yes,98.82
West Greene JSHS,0,0,0.33,0,0.33,0,0,1.63,36.48,0,43,307,24.43,No,99.35
West Hanover El Sch,6.46,0,5.92,5.57,5.57,3.23,0,3.41,24.24,6.1,45.6,557,12.93,No,76.48
West Hazleton El/MS,1.03,0.57,0.34,2.06,85.37,0,0,0.57,77.03,34.51,47.31,875,8.23,Yes,10.63
West Hempfield El Sch,4.61,0,0.4,1.6,2,1.4,0,1.6,45.69,0.4,50.3,499,17.03,Yes,91.38
West Hempfield MS,4.51,0,0,1.19,0.95,1.66,0.24,3.09,41.81,0,52.49,421,12.83,No,93.11
West Hill El Sch,10.61,0,0,20,1.22,0,0,0.82,87.76,1.22,41.63,245,40.41,Yes,68.16
West Hills Intermediate Sch,1.41,0,0.2,2.01,1,0.4,0,2.61,55.42,0.2,46.99,498,25.5,Yes,95.38
West Hills Primary Sch,2.86,0,0.54,0.89,1.43,0,0,0,54.29,0.54,48.57,560,16.79,Yes,94.29
West Manheim El Sch,4.69,0,1.46,6.31,4.37,0.49,0,0.49,27.35,1.29,45.47,618,12.62,No,83.17
West Middlesex Area JSHS,0.8,0.27,0,1.06,1.86,0,0,1.33,42.82,0,51.06,376,17.02,No,96.01
West Mifflin Area HS,10.43,0,1.65,27,2.74,0.11,0,3.07,52.47,1.54,48.96,911,22.83,Yes,58.18
West Mifflin Area MS,10.38,0,1.23,24.78,4.35,0,0.22,2.9,55.47,1.23,49.33,896,23.55,Yes,59.04
West Newton El Sch,6.4,0,0,0.58,0,0,0,0,53.49,0,51.16,172,20.93,Yes,93.02
West Oak Lane CS,0.3,0,0.2,99.3,0.1,0,0,0,100,0,52.71,996,14.46,Yes,0.1
West Penn Twp El Sch,0.34,0,0,0.34,10.07,0,0,1.34,46.98,7.72,41.61,298,28.19,No,89.26
West Perry MS,2.42,0.2,0.4,0.61,2.83,2.02,0.4,1.21,46.06,0.61,47.47,495,16.77,No,93.13
West Perry SHS,1.42,0,0.14,0.57,0.99,1.85,0.14,2.84,34.66,0.14,48.58,704,15.91,No,96.73
West Phila. Achievement CES,0,0,0.32,97.27,1.77,0,0,0,100,0.16,46.55,623,9.47,Yes,0.64
West Philadelphia HS,5.6,0.41,1.87,89.42,2.28,0,0,0,85.68,3.32,35.68,482,41.7,Yes,0.41
West Point El Sch,6.67,0,0.71,0.71,2.62,0.48,0.24,3.57,30,1.9,46.43,420,10.71,No,89.05
West Pottsgrove El Sch,10.9,0.38,2.26,15.04,15.04,1.88,0,0,32.71,0.75,52.63,266,18.8,Yes,56.39
West Reading El Ctr,4.29,0.36,2.5,5.71,23.93,0,0,9.64,35,3.21,46.79,280,14.64,No,63.21
West Rockhill El Sch,5.14,0.29,0.57,2.86,8.57,0,0,2.86,32.86,0.86,46.86,350,19.71,Yes,82.57
West Scranton HS,4.69,0.3,2.31,11.76,36.63,0.3,0.52,0.74,70.74,8.79,46.46,1343,23.23,No,43.78
West Scranton Intrmd Sch,6.63,0.14,1.1,12.02,35.64,0.14,0.14,0.97,70.86,8.7,48.07,724,25.69,No,44.34
West Shamokin JSHS,0,0,0.69,0.17,0.69,0,0,4.3,42.1,0,50.17,582,16.49,No,98.45
West Side CTC,3.76,0,0,7.52,7.13,0,0,0,54.46,0.2,38.42,505,44.95,No,81.58
West Snyder El Sch,0,0,0.28,0.56,0.56,0,0,0.28,54.93,0.28,46.76,355,21.41,Yes,98.59
West View El Sch,9.34,0.23,1.37,3.19,2.51,0.91,0,5.47,28.7,0.46,52.62,439,15.49,Yes,83.37
West Vincent El Sch,3.57,0.97,29.01,1.13,4.86,0.81,0,3.73,8.91,2.76,47.81,617,12.32,No,60.45
West York Area HS,9.97,0.45,2.94,12.23,17.33,0.57,0,5.21,41.11,5.32,50.17,883,19.59,No,57.08
West York Area MS,10.26,0.43,2.6,9.97,20.66,0.43,0,5.78,46.39,5.06,45.23,692,17.2,No,56.07
Westbrook Park El Sch,10.02,0.2,3.81,32.26,8.02,0,0,1.4,51.5,3.81,45.69,499,17.23,Yes,45.69
Western Area CTC,3.78,0.67,0,3.11,3.56,0,0,0,52.22,0,29.78,450,37.33,No,88.89
Western Beaver Co JSHS,4.19,0.28,0,0.84,2.79,1.12,0,1.4,40.5,0.28,49.44,358,22.35,No,91.9
Western Montgomery CTC,5.25,0,0.82,5.57,7.38,4.1,0,0.33,15.57,0,40.49,610,37.21,No,80.98
Western Wayne HS,4.14,0,0.36,1.98,7.55,0.54,0,1.98,44.42,0.36,46.58,556,15.65,No,85.97
Western Wayne MS,4.74,0,1,2.24,6.23,0.5,0,1.5,48.13,0,47.13,401,25.44,No,85.79
Westfield Area El Sch,0.63,0,0,0.63,0.94,0.94,0.63,0,58.49,0,48.11,318,16.35,Yes,97.17
Westinghouse Arts Academy CS,4.93,0,0.66,25.33,4.28,0,0,0,45.72,0.33,77.63,304,13.16,Yes,64.8
Westlake MS,9.43,0.21,0.63,2.31,6.29,0.63,0,3.98,53.88,0.21,45.28,477,22.22,No,81.13
Westmont Hilltop El Sch,10.09,0.13,0.8,3.05,3.72,1.86,0.13,2.26,44.22,0.13,50.2,753,15.54,Yes,82.07
Westmont Hilltop JSHS,5.36,0,0.67,2.95,3.49,1.74,0.54,5.09,37.67,0.27,50.67,746,15.95,No,87
Westtown-Thornbury El Sch,7.37,0.37,1.84,4.79,7.92,1.84,0,2.21,13.63,2.76,47.88,543,12.52,No,77.72
Wexford El Sch,4.65,1.48,13.32,0.85,2.11,1.48,0.21,4.23,4.65,1.48,49.47,473,11.42,No,77.38
Wharton El Sch,7.49,0,0.33,9.45,48.21,0.98,0,3.26,69.06,13.36,48.21,307,12.38,No,34.53
Wharton Sch,3.31,0,0.55,0,2.21,0,0,1.66,70.72,0,53.04,181,13.26,Yes,93.92
Wheatland MS,7.56,0,4.64,14.78,58.76,0,0,2.58,92.27,13.23,49.31,582,20.27,Yes,14.26
White Deer El Sch,5.63,0,1.41,1.41,9.39,0,0,1.88,50.7,4.23,50.7,213,21.13,Yes,82.16
Whitehall El Sch,4.24,0,28.33,5.33,2.42,0.12,0.12,1.69,42.49,10.29,47.94,826,11.5,Yes,59.56
Whitehall HS,4.14,0,5.27,8.94,33.62,0.33,0.07,3.6,51.03,6.34,47.63,1499,16.54,No,47.97
Whitehall-Coplay MS,4.64,0.1,3.71,10.41,30.72,0.41,0,2.89,51.65,7.11,49.18,970,16.8,No,50.41
Whitemarsh El Sch,7.27,0,5.68,3.41,3.41,0.68,0,1.14,8.86,0.91,47.5,440,11.36,No,80.23
Whitfield El Sch,6.21,1.14,3.1,4.9,23.53,1.31,0.16,1.63,35.46,4.9,50.33,612,16.18,Yes,60.95
Wickersham El Sch,7.91,0.28,9.32,13.84,61.02,0.28,0,0.28,89.83,23.16,45.48,354,16.38,Yes,7.63
