name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Ligonier Valley HS,3.3,0.4,0.2,0.9,0.4,0.0,1.5,0.0,1.8,44.8,0.0,46.6,455,24.6,No,94.7
Ligonier Valley MS,3.1,0.0,0.0,0.7,1.4,1.0,2.1,0.3,1.7,43.0,0.3,45.7,291,23.0,No,94.5
Mellon El Sch,2.1,0.0,0.0,0.5,1.8,1.3,3.7,0.0,0.3,40.6,0.0,46.1,382,14.4,No,95.6
Monessen El Ctr,25.2,0.0,0.3,40.9,2.8,1.9,0.0,0.0,0.0,87.4,0.0,54.2,325,19.4,Yes,30.8
Monessen MS,15.1,0.0,0.7,41.5,2.6,0.7,0.0,0.0,1.3,78.3,0.0,47.4,152,29.0,Yes,40.1
Monessen SHS,16.2,0.0,0.6,40.8,3.9,0.6,0.0,0.0,2.8,83.8,1.1,48.6,179,21.8,Yes,38.6
Donegal El Sch,0.9,0.0,0.9,2.5,1.7,0.0,0.0,0.0,1.7,50.9,0.0,43.2,118,29.7,Yes,94.1
Mount Pleasant Area HS,2.0,0.0,0.0,0.5,0.7,1.3,0.0,0.0,6.4,44.4,0.7,48.4,606,14.4,No,96.9
Mount Pleasant Area JHS,2.1,0.0,0.0,2.5,0.4,1.4,0.0,0.0,4.6,44.4,0.0,48.6,284,13.4,No,95.1
Norvelt El Sch,4.2,0.2,0.0,0.6,0.4,1.6,0.0,0.0,0.0,54.8,0.0,47.1,495,15.6,Yes,94.6
Ramsay El Sch,5.8,0.0,0.3,0.8,0.3,1.5,0.0,0.0,6.8,49.0,0.3,46.5,400,22.5,Yes,93.0
Martin Sch,25.5,0.0,0.0,39.4,2.4,3.0,0.0,0.0,0.0,81.2,0.0,47.9,165,7.3,Yes,32.7
Hahntown El Sch,3.7,0.2,0.9,2.1,4.4,0.5,1.2,0.0,0.9,36.3,1.9,50.0,432,13.0,Yes,88.7
Hillcrest Intermediate Sch,4.7,0.0,0.9,0.9,2.0,0.8,2.4,0.0,5.5,27.4,0.3,52.4,766,17.6,No,91.5
Norwin MS,4.1,0.0,1.5,1.4,2.7,0.6,0.6,0.0,8.2,28.3,0.5,46.5,803,14.7,No,90.3
Norwin SHS,3.6,0.2,2.0,1.5,2.0,0.2,1.2,0.0,6.7,29.4,0.3,49.1,1712,15.4,No,90.7
Sheridan Terrace El Sch,6.5,0.0,1.4,2.0,2.3,0.5,1.1,0.0,1.6,46.7,1.4,45.2,445,19.3,Yes,87.9
Stewartsville El Sch,5.6,0.2,0.2,1.0,2.4,0.7,1.0,0.0,2.7,27.7,0.7,48.1,412,18.7,No,90.5
Sunset Valley El Sch,2.5,0.0,1.9,1.1,1.9,0.6,1.3,0.0,2.5,19.9,0.6,51.8,477,17.6,No,92.7
Harrison Park El Sch,6.0,0.0,0.9,0.7,2.6,0.2,0.0,0.0,1.2,32.0,0.9,49.7,431,17.9,Yes,89.8
Level Green El Sch,2.2,0.0,1.8,2.2,1.8,0.0,0.0,0.0,1.1,19.7,1.1,57.3,274,19.7,No,92.0
McCullough El Sch,1.8,0.0,2.0,1.8,2.2,0.0,0.0,0.0,1.5,22.5,0.9,48.3,458,17.3,No,92.4
Penn MS,3.6,0.0,1.2,1.6,0.6,0.0,0.0,0.4,5.7,25.3,0.4,47.3,507,13.6,Yes,92.7
Penn Trafford HS,2.5,0.1,1.6,2.5,2.4,0.2,0.0,0.3,6.3,24.0,0.2,49.4,1215,10.4,No,90.8
Sunrise El Sch,4.3,0.0,1.2,1.7,2.6,0.2,0.0,0.0,2.4,16.9,0.2,48.0,421,10.5,No,90.3
Trafford El Sch,9.0,0.0,0.0,7.4,3.7,0.0,0.0,0.0,2.1,48.4,0.0,53.7,190,18.4,Yes,80.0
Trafford MS,4.1,0.0,0.3,2.1,2.1,0.6,0.0,0.0,4.7,25.2,0.0,47.6,338,8.9,No,91.4
Southmoreland El Sch,3.8,0.2,0.2,0.7,1.4,0.0,0.2,0.0,0.4,62.9,0.2,49.8,560,25.4,Yes,93.8
Southmoreland MS,4.1,0.0,0.5,0.5,1.2,0.0,1.4,0.0,0.7,59.5,0.2,46.7,420,20.2,No,93.8
Southmoreland Primary Center,4.9,0.0,0.4,0.4,1.1,3.0,0.0,0.0,0.0,66.0,0.0,46.6,268,14.2,Yes,93.3
Southmoreland SHS,2.5,0.0,0.2,0.9,0.9,0.4,1.3,0.0,4.0,54.1,0.0,49.9,555,17.7,No,95.5
H W Good El Sch,6.2,0.0,0.0,2.2,1.5,1.5,0.7,0.0,1.5,51.5,0.4,50.0,276,21.0,Yes,90.2
Mendon El Sch,2.1,0.0,0.0,0.0,1.2,2.5,0.0,0.0,0.8,55.4,0.0,57.4,242,16.5,Yes,96.7
West Newton El Sch,5.6,0.0,0.0,1.9,0.6,3.1,0.0,0.0,0.6,46.9,0.6,46.3,162,15.4,Yes,92.0
Yough Intrmd/MS Sch,6.0,0.0,0.0,1.2,1.8,2.1,0.2,0.0,2.5,49.2,0.4,49.7,565,26.9,Yes,91.0
Yough SHS,4.6,0.0,0.2,2.1,1.2,3.5,0.4,0.0,3.9,42.7,0.2,50.3,571,20.3,No,91.9
Bedford El Sch,2.3,0.0,0.5,1.6,2.3,3.3,0.0,0.0,0.7,52.5,0.7,49.9,752,20.6,Yes,93.4
Bedford MS,2.7,0.5,1.0,0.7,1.7,2.2,0.0,0.3,2.5,45.1,0.0,48.5,404,16.1,No,93.1
Bedford SHS,2.5,0.0,0.6,0.6,2.3,4.5,0.0,0.0,1.1,46.2,0.8,53.0,530,14.5,No,94.2
Chestnut Ridge Central El Sch,1.6,0.0,0.0,0.6,1.6,0.9,0.0,0.0,0.6,62.9,0.0,46.1,321,18.1,Yes,96.3
Chestnut Ridge MS,0.7,0.0,0.0,0.7,1.2,1.2,0.5,0.0,2.7,57.3,0.5,52.6,405,20.5,No,97.3
Chestnut Ridge SHS,1.4,0.4,0.2,0.6,2.4,0.8,0.2,0.0,3.8,54.5,0.8,48.5,503,15.7,No,95.0
Breezewood El Sch,3.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,69.8,0.0,50.8,63,17.5,Yes,95.2
Everett Area El Sch,1.4,0.0,0.5,1.1,3.4,0.9,0.5,0.0,0.2,73.7,0.2,50.0,438,15.8,Yes,93.6
Everett Area HS,1.0,0.0,0.0,2.4,2.1,3.9,0.3,0.0,4.7,61.9,1.0,44.1,383,19.6,No,94.5
Everett Area MS,1.7,0.0,0.0,0.7,2.8,3.5,0.0,0.0,2.8,60.0,1.4,49.7,290,15.2,No,94.8
Northern Bedford Co El Sch,1.4,0.2,0.0,0.2,1.4,0.0,0.2,0.2,1.7,52.2,0.0,48.7,425,14.6,Yes,96.5
Tussey Mountain EL,2.8,0.0,0.0,0.8,0.6,0.3,0.0,0.0,0.3,69.3,0.0,45.9,362,10.8,Yes,95.9
Tussey Mountain HS,2.3,0.0,0.7,0.0,0.0,2.3,0.7,0.0,1.0,58.4,0.0,45.5,310,20.0,No,97.1
Altoona Area HS,1.2,0.3,0.9,9.8,2.5,2.4,0.3,0.0,1.9,64.8,0.5,48.4,2246,24.0,No,85.4
Altoona Area Jr HS,4.0,0.3,0.7,10.4,3.1,3.1,0.3,0.1,1.6,71.9,0.4,48.3,1614,25.3,No,81.5
Baker El Sch,6.3,0.0,1.1,3.3,3.3,1.1,0.4,0.0,1.5,45.2,0.0,50.4,270,22.2,Yes,85.9
Irving El Sch,5.2,0.0,0.0,1.5,1.9,0.4,1.5,0.0,2.6,40.6,0.0,48.0,271,15.9,Yes,91.5
Juniata El Sch,5.5,0.7,0.2,8.9,3.8,4.4,0.2,0.0,0.7,75.7,0.0,51.3,452,28.1,Yes,81.0
Juniata Gap El Sch,7.5,0.2,0.4,8.8,3.3,5.0,0.4,0.0,1.0,57.9,1.7,50.7,523,20.8,Yes,79.9
Logan El Sch,6.6,0.2,1.6,5.5,1.6,5.3,0.0,0.2,0.7,64.4,0.2,42.7,438,26.7,Yes,84.3
Mowrie A Ebner El Sch,6.7,0.8,0.3,9.3,4.9,4.9,0.3,0.0,1.6,65.8,0.8,50.5,386,26.9,Yes,78.0
Pleasant Valley El Sch,6.9,0.9,0.9,8.8,2.8,5.2,0.2,0.2,0.6,63.5,3.9,52.2,466,24.7,Yes,79.6
Bellwood Antis MS,1.1,0.0,0.6,0.6,0.3,2.2,0.0,0.0,0.3,44.0,0.3,44.6,359,20.9,No,97.5
Bellwood-Antis HS,1.6,0.3,0.3,0.3,1.1,2.7,0.0,0.0,1.6,40.1,0.0,47.9,374,17.9,No,96.5
Lewis M Myers El Sch,1.3,0.0,0.5,0.8,1.0,3.0,0.0,0.0,0.5,47.0,0.5,50.5,400,21.5,Yes,96.5
Claysburg-Kimmel El Sch,2.6,0.6,0.0,0.6,0.6,4.1,0.3,0.0,0.6,55.2,0.0,49.4,346,20.8,Yes,95.7
Claysburg-Kimmel Sr HS,2.1,0.0,0.0,0.4,2.5,2.9,0.0,0.0,2.9,52.5,0.0,44.3,244,19.7,No,95.1
Charles W Longer El Sch,4.8,0.3,1.0,1.3,2.3,2.8,0.0,0.0,2.5,54.7,0.0,51.4,393,19.6,Yes,90.3
Foot of Ten El Sch,0.4,0.0,1.2,1.0,1.4,0.8,0.0,0.0,2.6,39.9,0.8,47.2,506,16.4,Yes,96.1
Frankstown El Sch,3.0,0.3,1.2,1.7,1.2,1.2,0.2,0.3,3.2,40.0,0.3,46.1,603,13.3,Yes,92.4
Hollidaysburg Area JHS,2.0,0.0,1.8,0.4,1.8,1.1,0.1,0.0,4.8,43.0,0.1,48.2,787,15.8,No,94.0
Hollidaysburg Area SHS,2.2,0.0,2.6,0.9,2.2,2.2,0.1,0.0,5.7,38.4,0.3,45.2,807,17.5,No,92.1
Central HS,3.6,0.0,0.0,0.9,2.5,3.8,0.8,0.0,3.2,47.2,0.2,44.2,530,19.1,No,93.0
Martinsburg El Sch,3.2,0.0,0.3,0.5,3.5,2.2,1.3,0.0,3.8,55.1,1.1,46.8,372,23.7,Yes,92.5
Spring Cove El Sch,5.0,0.6,0.0,0.0,2.5,3.1,1.9,0.0,0.3,49.2,2.2,48.3,360,13.1,Yes,91.9
Spring Cove MS,3.5,0.0,0.5,0.5,1.9,3.5,1.1,0.0,2.1,53.3,0.0,48.8,375,20.0,No,93.6
Tyrone Area El Sch,2.5,0.2,0.9,1.1,0.3,2.5,0.2,0.0,0.0,61.8,0.6,50.5,668,15.1,Yes,95.1
Tyrone Area HS,1.4,0.2,0.2,2.0,1.4,3.7,0.0,0.6,0.6,50.3,0.0,50.1,511,12.3,No,94.3
Tyrone Area MS,0.6,0.0,0.4,0.8,0.4,2.6,0.0,0.0,0.4,54.3,0.0,44.9,508,19.9,No,97.8
Williamsburg Community El Sch,1.7,0.0,0.0,0.4,2.1,0.0,0.4,0.0,1.7,61.3,0.0,42.9,240,14.2,Yes,95.8
Williamsburg Community JSHS,1.4,0.0,0.9,0.5,0.9,1.4,0.0,0.0,3.1,52.9,0.9,46.2,223,13.9,No,96.4
Blacklick Valley El Ctr,3.3,0.0,0.3,1.8,0.6,7.9,0.6,0.0,0.0,66.0,0.3,48.9,329,23.7,Yes,93.9
Blacklick Valley JSHS,1.5,0.0,0.0,0.0,0.0,3.3,1.8,0.0,1.8,44.5,0.0,47.1,272,23.2,No,98.5
Cambria Heights El Sch,2.5,0.0,0.0,0.4,0.4,1.0,0.0,0.0,1.3,53.1,0.4,49.7,529,16.5,Yes,96.8
Cambria Heights MS,2.5,0.4,0.0,0.7,1.4,0.7,0.0,0.0,3.2,53.3,0.4,46.7,285,18.3,No,95.1
Cambria Heights SHS,1.4,0.2,0.0,0.0,0.5,0.2,0.0,0.5,2.8,49.9,0.0,49.9,435,14.7,No,97.5
Cambria El Sch,3.0,0.0,0.7,0.9,0.2,1.1,4.1,0.0,3.9,45.1,0.2,46.0,441,16.1,Yes,95.2
Central Cambria HS,0.8,0.0,0.2,0.6,1.0,2.6,3.0,0.0,3.5,39.3,0.4,46.4,509,17.3,No,97.5
Central Cambria MS,1.6,0.0,0.3,0.8,1.4,1.4,2.7,0.0,5.2,40.7,0.6,47.8,366,14.8,No,95.9
Jackson El Sch,1.4,0.0,0.0,0.0,1.4,1.4,2.4,0.0,1.0,47.9,0.0,44.5,209,21.5,Yes,97.1
Conemaugh Valley El Sch,6.9,0.0,0.0,4.4,2.8,3.6,1.5,0.0,1.0,63.0,0.8,48.1,389,21.6,Yes,85.9
Conemaugh Valley JSHS,6.2,0.0,0.3,1.6,2.3,2.6,1.0,0.0,3.6,58.2,0.3,45.4,306,17.7,No,89.5
Ferndale Area JSHS,6.0,0.0,0.4,7.8,4.9,5.6,0.4,0.0,2.1,72.9,0.7,47.9,284,16.6,No,81.0
Ferndale El Sch,9.0,0.0,0.0,11.8,8.7,3.1,1.6,0.0,0.3,99.4,0.9,52.6,323,14.2,Yes,70.6
Forest Hills El Sch,1.9,0.0,0.0,0.5,1.6,1.1,0.9,0.1,0.5,45.2,0.2,47.2,966,15.0,Yes,96.0
Greater Johnstown MS,17.1,0.2,0.0,42.5,8.1,3.5,0.0,0.3,0.6,98.4,2.2,45.6,631,23.5,Yes,31.9
Greater Johnstown SHS,18.3,0.1,0.0,38.1,5.4,3.6,0.1,0.0,1.2,93.2,0.9,49.0,856,23.8,No,38.1
Greater Johnstown El Sch,20.0,0.2,0.1,41.6,6.6,4.2,0.0,0.0,0.3,98.5,0.9,48.9,1181,18.8,Yes,31.6
Northern Cambria El Sch,2.7,0.4,0.0,0.4,0.4,2.3,1.5,0.0,1.2,67.1,0.0,52.1,261,20.3,Yes,96.2
Northern Cambria HS,1.1,0.4,0.7,0.7,0.7,3.6,1.8,0.0,2.2,52.2,0.0,51.1,278,17.6,No,96.4
Northern Cambria MS,1.2,0.0,0.4,1.2,1.2,4.5,0.0,0.0,4.5,59.2,0.0,52.7,245,20.4,No,95.9
Penn Cambria HS,1.8,0.4,0.4,0.5,0.9,2.0,0.5,0.0,1.6,42.2,0.0,50.0,552,15.8,No,96.0
Penn Cambria Intrmd Sch,1.6,0.5,0.0,1.0,2.6,2.6,1.0,0.0,2.1,51.6,0.5,44.9,194,19.6,Yes,94.3
Penn Cambria MS,2.5,0.0,0.4,0.2,0.8,1.1,1.1,0.0,2.5,50.2,0.2,53.4,474,18.4,No,96.0
Penn Cambria Pre-Primary,6.1,0.0,0.0,0.0,3.5,3.5,0.9,0.0,0.0,52.6,0.0,50.9,114,6.1,Yes,90.4
Penn Cambria Primary Sch,3.3,0.0,0.0,1.6,2.2,3.3,1.6,0.0,0.0,51.6,0.5,51.6,184,17.9,Yes,92.9
Portage Area El Sch,3.4,0.0,0.5,0.2,1.9,3.6,2.4,0.0,0.0,55.5,0.0,44.8,413,19.4,Yes,94.0
Portage Area JSHS,2.8,0.0,0.6,0.6,1.4,2.8,1.4,0.0,1.7,50.6,0.0,50.0,358,15.4,No,94.7
Richland El Sch,6.6,0.0,2.2,2.8,2.1,1.1,0.0,0.0,1.1,36.1,1.6,47.9,822,14.6,Yes,86.4
Richland HS,3.1,0.0,3.4,2.1,2.8,0.9,0.6,0.0,2.0,34.7,1.1,46.4,707,12.5,No,88.5
Westmont Hilltop El Sch,10.6,0.3,1.0,4.1,4.5,1.2,1.8,0.0,1.9,50.2,2.0,49.4,737,15.6,Yes,79.7
Berlin Brothersvalley El Sch,2.0,0.0,0.0,0.7,1.0,2.0,1.0,0.0,0.3,43.4,0.0,43.7,302,18.9,Yes,96.4
Berlin Brothersvalley MS,3.9,0.0,0.0,1.7,0.9,0.9,0.0,0.0,2.6,37.1,0.0,54.3,232,18.5,No,93.5
Berlin Brothersvalley SHS,2.1,0.0,0.0,2.1,0.4,1.7,0.0,0.0,0.4,42.0,0.0,47.5,236,15.7,No,95.3
Conemaugh Twp Area El Sch,2.9,0.0,0.0,0.5,2.1,0.8,0.5,0.0,0.0,49.7,0.5,46.9,386,20.5,Yes,94.6
Conemaugh Twp Area MS/SHS,1.8,0.0,0.6,1.0,0.8,0.4,2.4,0.0,4.6,46.4,0.0,46.4,500,19.2,No,95.8
Meyersdale Area El Sch,1.6,0.3,0.0,1.3,0.6,0.0,0.0,0.0,0.0,57.5,0.6,47.0,313,12.5,Yes,96.2
Meyersdale Area HS,0.4,0.0,0.0,1.1,1.1,1.1,0.0,0.0,1.1,45.5,0.0,52.3,264,18.9,No,97.4
Meyersdale Area MS,0.6,0.0,0.0,2.4,1.2,0.6,0.0,0.0,1.8,51.5,1.2,45.6,169,15.4,No,95.9
North Star Central El Sch,0.5,0.0,0.0,0.5,0.8,0.5,1.0,0.5,0.5,57.8,0.0,46.7,398,15.6,Yes,97.7
North Star East MS,1.4,0.0,0.0,0.0,0.7,1.1,1.8,0.0,2.1,53.7,0.0,48.1,283,12.0,No,97.9
North Star HS,1.2,0.0,0.0,0.3,0.9,2.1,1.8,0.0,2.4,45.4,0.3,42.1,328,17.1,No,97.6
Rockwood Area El Sch,2.4,0.0,0.0,0.3,0.7,0.3,0.0,0.0,3.4,42.8,0.0,45.9,292,15.4,Yes,96.6
Rockwood Area JSHS,1.8,0.4,0.4,0.0,1.8,1.8,0.0,0.0,2.5,37.5,0.0,49.5,285,10.9,No,95.8
Salisbury-Elk Lick El Sch,3.9,0.0,0.8,0.8,0.0,10.2,0.0,0.0,3.1,54.7,0.0,49.2,128,23.4,Yes,94.5
Salisbury-Elk Lick JSHS,1.6,0.0,1.6,0.0,0.0,0.8,0.8,0.0,3.2,37.9,0.0,50.0,124,13.7,Yes,96.8
Cairnbrook El Sch,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,88.3,0.0,45.6,171,25.7,Yes,98.8
Shade JSHS,2.1,0.0,0.0,1.4,0.7,0.0,0.0,0.0,0.0,93.1,0.0,59.3,145,22.1,Yes,95.9
Shanksville-Stonycreek El Sch,0.7,0.0,0.0,0.7,2.1,0.0,0.0,0.0,0.0,40.9,0.0,49.3,142,28.9,Yes,96.5
Shanksville-Stonycreek HS,3.4,0.0,0.0,1.1,0.0,0.0,0.0,0.0,4.5,37.1,0.0,43.8,89,19.1,No,95.5
Shanksville-Stonycreek MS,5.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,30.0,0.0,48.3,60,15.0,No,93.3
Eagle View El Sch,3.9,0.0,0.2,0.2,3.5,1.2,0.5,0.2,0.0,59.6,0.5,46.4,431,21.4,Yes,91.9
Maple Ridge El Sch,2.7,0.2,0.6,0.6,4.6,1.5,0.2,0.0,0.0,54.7,2.3,47.6,483,17.4,Yes,91.3
Turkeyfoot Valley Area El Sch,1.4,0.0,0.0,0.0,0.7,2.0,2.0,0.0,0.7,70.8,0.0,49.7,147,19.1,Yes,98.0
Turkeyfoot Valley Area JSHS,0.0,0.0,0.0,0.0,3.3,1.6,0.8,0.0,1.6,65.0,0.0,43.9,123,15.5,No,96.8
Windber Area HS,2.5,0.0,0.0,0.6,2.5,0.0,2.5,0.0,5.9,53.7,0.0,45.3,322,16.2,No,94.4
Windber Area MS,4.8,0.4,0.4,2.8,4.2,0.0,2.8,0.0,4.2,59.2,1.0,55.0,289,14.9,No,87.5
Windber El Sch,3.7,0.3,0.3,0.8,2.6,0.2,2.3,0.0,0.5,58.2,1.5,50.8,622,13.3,Yes,92.3
Cameron County JSHS,1.2,0.0,1.2,0.0,3.3,4.9,0.0,0.0,0.8,58.9,0.0,47.3,243,21.0,No,94.2
Woodland El Sch,2.0,0.0,1.3,0.0,3.6,3.3,0.0,0.0,0.0,55.5,0.0,45.8,308,15.3,Yes,93.2
Johnsonburg Area El Sch,2.7,0.0,0.0,1.4,2.7,1.7,0.0,0.0,0.3,59.3,0.0,51.2,295,18.0,Yes,93.2
Johnsonburg Area HS,4.0,0.0,0.0,0.4,3.6,2.4,0.0,0.0,2.4,47.8,0.0,46.6,251,14.7,No,92.0
Francis S Grandinetti El Sch,3.8,0.0,0.0,0.5,0.8,5.2,0.3,0.0,0.0,61.9,0.0,48.2,367,21.8,Yes,94.8
Ridgway Area HS,2.3,0.5,0.9,0.5,0.5,6.5,0.0,0.9,6.1,40.9,0.0,50.7,215,14.4,No,94.4
Ridgway Area MS,2.5,0.0,0.5,2.5,1.0,3.5,0.0,0.0,0.5,53.7,0.0,48.3,201,23.4,No,93.5
Fox Twp El Sch,2.4,0.4,0.4,0.0,0.4,0.8,0.0,0.0,2.4,46.4,0.0,46.4,248,29.8,Yes,96.4
South St Marys Street El Sch,1.8,0.4,0.7,0.9,2.7,0.2,1.4,0.4,0.9,52.4,0.0,47.4,567,20.1,Yes,93.3
St Marys Area MS,2.0,0.0,0.9,0.5,1.6,1.8,1.4,0.0,2.5,40.3,0.0,45.7,444,23.0,Yes,95.1
St Marys Area SHS,2.1,0.0,0.5,0.0,0.9,2.3,0.4,0.0,3.3,39.7,0.0,48.7,577,20.5,No,96.5
Bradford Area HS,2.9,0.4,0.3,1.0,2.4,2.6,0.1,0.3,2.7,62.0,0.1,50.2,737,18.2,No,92.8
Floyd C Fretz MS,2.8,0.4,0.4,1.5,2.2,2.2,0.0,0.2,0.7,71.5,0.6,46.8,543,17.5,No,92.6
George Blaisdell El Sch,4.4,0.2,0.0,2.1,2.1,3.3,0.6,0.0,0.0,69.4,0.2,53.8,519,17.2,Yes,91.1
School Street El Sch,2.2,0.2,0.4,1.6,2.2,3.2,0.4,0.4,0.8,72.3,0.4,45.2,502,19.9,Yes,93.0
Kane Area El Sch,1.4,0.0,0.2,0.2,1.6,3.9,0.0,0.0,0.9,58.9,0.0,45.1,435,17.7,Yes,96.6
Kane Area HS,2.7,0.0,0.3,0.0,2.3,4.7,0.3,0.0,3.7,55.5,0.0,52.5,299,16.7,No,94.7
Kane Area MS,1.0,0.0,0.5,0.0,1.5,0.5,0.0,0.0,5.9,57.1,0.0,44.3,203,19.2,No,97.0
Otto-Eldred El Sch,2.2,0.0,0.4,0.4,0.7,5.1,0.0,0.0,0.7,64.6,0.0,49.6,274,17.9,Yes,96.4
Otto-Eldred JSHS,0.4,0.4,0.4,0.4,1.4,4.2,0.0,0.0,4.6,60.1,0.0,46.6,283,18.7,No,97.2
Port Allegany El Sch,3.0,0.2,0.0,0.2,1.8,3.2,0.0,0.0,0.6,64.0,0.2,51.6,506,21.0,Yes,94.9
Port Allegany JSHS,2.1,0.0,0.5,0.0,2.1,4.1,0.0,0.0,5.2,50.1,0.0,47.0,387,21.2,Yes,95.4
Smethport Area El Sch,3.5,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,62.4,0.0,46.3,367,18.3,Yes,96.5
Smethport Area JSHS,1.1,0.0,0.0,0.0,0.3,4.7,0.0,0.0,3.3,48.6,0.0,46.7,362,17.7,No,98.6
Austin Area El Sch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,42.9,77,19.5,Yes,100.0
Austin Area JSHS,0.0,0.0,0.0,0.0,1.2,7.1,0.0,1.2,1.2,44.7,1.2,49.4,85,28.2,Yes,97.7
Coudersport Area El Sch,4.6,0.3,0.0,0.6,2.7,5.5,0.0,0.0,1.5,51.5,0.0,46.4,330,24.2,Yes,91.8
Coudersport Area JSHS,3.4,0.0,0.6,0.3,2.8,3.7,0.3,0.0,0.9,45.8,0.6,45.2,323,14.9,No,92.9
Northern Potter Childrens Sch,1.7,0.3,0.0,0.0,0.7,1.4,0.0,0.0,0.3,67.4,0.0,48.6,294,18.4,Yes,97.3
Northern Potter JSHS,1.4,0.0,0.5,0.0,1.4,0.9,0.9,0.0,3.6,61.0,0.9,50.7,223,26.5,Yes,96.9
Oswayo Valley El Sch,0.6,0.0,0.0,0.0,0.6,2.2,0.0,0.0,0.0,58.0,0.6,44.8,181,25.4,Yes,98.9
Bald Eagle Area JSHS,1.6,0.6,0.1,1.3,1.3,2.2,0.4,0.1,2.2,42.6,0.1,48.1,852,19.7,No,95.0
Howard El Sch,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,40.6,0.0,44.6,101,8.9,No,98.0
Mountaintop Area El Sch,3.9,0.0,0.0,0.0,1.0,1.9,0.0,0.0,1.0,44.7,0.0,52.4,103,12.6,No,95.2
Port Matilda El Sch,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,39.4,0.0,47.5,99,10.1,No,95.0
Wingate El Sch,3.3,0.0,0.0,0.3,1.7,2.8,0.6,0.0,0.0,53.7,0.3,49.0,361,24.9,Yes,94.7
Bellefonte Area HS,4.0,0.4,0.6,0.4,2.7,0.6,0.0,0.1,3.1,30.5,0.8,48.7,844,19.8,No,91.8
Bellefonte Area MS,3.1,0.5,0.2,1.1,2.9,0.7,0.0,0.0,2.1,34.5,0.8,46.4,617,21.1,No,92.2
Bellefonte El Sch,4.8,0.3,0.3,1.6,3.5,1.6,0.3,0.0,1.3,53.1,0.6,49.8,311,25.1,Yes,89.4
Benner El Sch,2.9,0.0,2.1,0.4,2.1,0.4,0.0,0.0,0.0,24.5,1.2,50.2,241,12.9,No,92.5
Marion-Walker El Sch,2.7,1.3,0.0,0.3,1.9,0.8,0.5,0.0,0.8,25.5,0.5,53.6,373,13.1,No,93.8
Pleasant Gap El Sch,2.0,1.0,2.5,0.0,3.0,0.5,0.0,0.0,1.0,32.2,2.5,53.3,199,26.6,Yes,91.5
Centre Hall-Potter El Sch,2.5,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.5,38.6,1.0,48.7,197,14.2,Yes,94.4
Miles Township El Sch,3.6,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,48.2,0.0,53.6,110,10.9,Yes,95.5
Penns Valley Area El and Intrmd Sch,1.2,0.0,0.0,0.0,1.2,0.6,0.0,0.0,1.7,45.8,0.0,47.0,345,18.3,Yes,97.7
Penns Valley Area JSHS,0.8,0.0,0.5,0.6,2.5,0.8,0.0,0.0,4.3,38.8,0.6,48.5,649,17.4,Yes,95.7
Mount Nittany El Sch,6.1,0.0,6.8,2.8,3.1,1.7,0.2,0.0,4.3,22.4,5.0,48.6,424,12.5,Yes,81.1
Corl Street El Sch,7.1,0.4,10.2,0.0,3.5,0.4,0.0,0.0,7.1,19.9,1.3,47.4,226,12.8,No,78.8
Easterly Parkway El Sch,11.3,0.0,11.9,9.7,7.5,6.6,0.0,0.0,5.9,38.4,12.2,46.9,320,10.9,Yes,59.7
Ferguson Twp El Sch,5.5,0.0,10.3,0.7,2.1,0.7,0.0,0.0,4.8,15.2,2.1,50.3,290,17.2,No,81.4
Gray's Woods El Sch,4.5,0.3,3.3,0.0,2.0,0.6,0.0,0.0,4.2,11.4,0.6,52.4,359,10.9,No,90.0
Spring Creek El Sch,7.9,0.0,4.2,1.6,3.9,0.8,0.0,0.0,4.2,20.2,0.0,47.5,381,12.3,Yes,82.4
Mount Nittany MS,8.2,0.1,7.2,2.7,4.2,2.3,0.0,0.3,10.4,23.0,3.8,48.0,712,13.5,No,77.4
Park Forest El Sch,8.5,0.2,5.3,2.2,5.6,0.7,0.0,0.2,5.3,18.9,5.3,47.5,413,11.1,Yes,78.0
Park Forest MS,6.1,0.4,10.4,1.9,3.2,0.6,0.0,0.3,15.5,15.4,2.1,51.2,808,12.4,No,77.9
Radio Park El Sch,9.0,0.2,23.6,2.3,4.4,2.6,0.0,0.0,6.7,19.0,11.8,49.1,432,13.2,No,60.4
State College Area HS,7.4,0.2,7.8,3.2,5.9,1.9,0.1,0.2,6.9,22.0,2.3,49.3,2347,13.6,No,75.4
