name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Lower Dauphin MS,3.7,0,2,1.2,7.2,,,0,7.2,22.4,1.3,49.6,891,18,No,85.9
Lower Gwynedd El Sch,7.3,0,13.7,6.9,5.6,,,0,6.4,17.4,2.1,45.5,576,19.6,No,66.5
Lower Macungie MS,3.8,0,5.4,4.8,15.4,,,0.2,6.3,34.4,2.3,49.5,1141,17.5,No,70.4
Lower Merion HS,2.4,0,11,12.5,4.4,,,0,8.9,13.6,1.4,51.2,1476,12,No,69.8
Lower Moreland HS,1.3,0.3,16.3,1.2,2.5,,,0,8,18.4,2,50.1,755,15.5,No,78.4
Lower Nazareth El Sch,2.4,0,5.9,0.9,7.6,,,0.9,4.1,19.1,3.8,47.6,340,8.5,No,82.4
Lower Pottsgrove El Sch,10.2,0,1.9,16.6,7.8,,,0,3.6,40.8,1.2,47.5,752,21.7,Yes,63.4
Loyalsock Twp MS,6.8,0,3.8,6.5,4.1,,,0.3,2.2,40.9,1.6,52,369,9.5,No,78.6
Loyalsock Twp SHS,3.7,0,2.7,7.2,2,,,0,3.3,35,0.2,44.9,488,15.6,No,84.4
Loyalsock Valley El Sch,4.2,0,0,0.8,2.5,,,0,0,35,0,49.4,237,12.7,Yes,92.4
Ludlow James R Sch,5.9,0,0.3,72.9,18.5,,,0,0.3,  -  -,2,41.9,303,31,Yes,2.3
Luis A. Ramos El Sch,2,0,0.7,11.6,80.8,,,0.3,1,92.4,15.1,48.4,697,19.7,Yes,4.6
Lurgan El Sch,2.7,0,0.7,0.7,1.4,,,0,0,46.9,0,46.3,147,15.6,No,94.6
Luther W Low El Sch,3.1,0,0,1.3,3.5,,,0,2.2,43.7,0,46.3,229,23.6,Yes,92.1
Lycoming CTC,1.3,0.3,0.3,2.6,0,,,0,0,52.1,0,36.6,309,0,No,95.5
Lycoming Valley Intrmd Sch,12.5,0.5,0.5,7.3,3.6,,,0.2,4.4,65,0,48.6,615,13.3,Yes,75.4
Lynnewood El Sch,5.1,0,6,4.8,2.3,,,0.4,4.4,13.6,0.9,48.2,566,11.5,Yes,81.4
Lyter El Sch,3.4,0,1.3,0,3.7,,,0,0,34.3,0.4,48.5,464,12.7,Yes,91.6
MAST Community Charter School,4,0.2,10,8.3,9.3,,,0,0,40.6,1.6,50.3,1356,14.4,Yes,68.2
MaST Community CS II,4.8,0,11.3,22.6,20.8,,,0,0,59.7,7.3,46.8,504,13.3,Yes,40.5
Macungie El Sch,2.5,0,2.5,2.9,11.1,,,0.2,3.8,29.2,1.9,45.3,523,21.8,Yes,80.9
Mahanoy Area El Sch,2.8,0,0.4,3.5,16.4,,,0,1.2,67.4,0.9,49.9,567,22.8,Yes,76.9
Mahanoy Area JSHS,0.4,0.2,0.2,3.1,11.2,,,0,1.5,65.1,1.8,45.8,456,16.7,No,84.9
Mahantongo El Sch,2,1.3,0,0.7,1.3,,,0,1.3,26.5,0,45.7,151,13.2,Yes,94.7
Mahoning El Sch,2.8,1.4,0,0.9,7,,,0,1.4,50,0,51.4,214,14.5,Yes,87.8
Main Street El Sch,4,0.7,1.1,1.5,3.7,,,0,3.3,64.7,1.5,51.1,272,17.6,Yes,89
Main Street Sch,1.2,0.2,0,88.5,5.6,,,0,0.2,95.8,4.9,49,408,15.2,Yes,4.4
Makefield El Sch,5.1,0,2.7,10.9,6,,,0,5.1,17.6,2.7,49,414,11.1,No,75.4
Manavon El Sch,5.2,0.2,4,3.3,9,,,0,7.6,23.1,2.6,50.5,420,14.5,No,78.1
Manchester Academic CS,3.3,0,0,95.1,0.3,,,0,0,67.5,0,50.6,366,12.3,Yes,1.4
Manheim Central MS,2.9,0.1,3,1.5,8.5,,,0.2,5.7,36,0.8,47.4,926,16.1,Yes,83.7
Manheim Central SHS,3.6,0,2.9,2,7.1,,,0.2,5.2,31,0.3,46.9,945,12.6,No,84.2
Manheim El Sch,1.6,0,0,0,3.2,,,0,1.2,14.6,1.2,52,254,17.7,No,95.3
Manheim Twp HS,4.4,0.1,9.4,3.9,13.8,,,0.2,7.9,27.8,2.6,46.5,1757,8.8,Yes,68.3
Manheim Twp MS,6.9,0,11.2,5.4,13.6,,,0,6.6,30.9,2.7,48.9,904,12.5,Yes,62.9
Manoa El Sch,4.7,0.3,4,4.4,2.7,,,0,3.4,13.8,0.7,50,676,14.3,Yes,83.9
Manor El Sch,4.6,0,0.9,5.5,3,,,0,1.4,35.2,0.7,47.6,437,17.8,Yes,86
Manor Middle School,3.2,0,2.6,5.8,20.9,,,0,6.4,40.1,3,49.5,469,18.6,Yes,67.6
Maple Avenue MS,2.7,0.4,1,1.9,4.6,,,0,3.5,39.7,0.6,49.3,481,11.9,No,89.4
Maple Glen El Sch,6.3,0,11.1,2.2,2.2,,,0,7.6,7.6,2,51.4,461,8.9,No,78.3
Maple Manor El/MS,0.7,0.4,0.5,1.4,81,,,0,0.2,74.4,25,50.4,860,8.5,Yes,16
Maple Point MS,2.4,0.3,4.1,6.4,5.7,,,0.2,10.6,25.3,0.4,46.9,1306,23.6,No,80.9
Maple Ridge El Sch,4.7,0,0.4,0.8,3.8,,,0,0.2,52.8,1.9,47.7,470,16.6,Yes,90.2
Mapleton-Union El Sch,0.8,0,0,1.7,1.7,,,0,1.7,54.2,0,38.1,118,31.4,Yes,95.8
Mapletown JSHS,0,0,0,1.1,0.4,,,0,0.8,58.2,0,53.6,263,14.4,No,98.5
Mapleview El Sch,1.3,0,0.6,0,0,,,0,0.6,71.1,0.6,50.3,159,29.6,Yes,98.1
Maplewood El Sch,3.2,0,0,0.4,0.6,,,0,1,47.5,0,42.4,505,11.7,Yes,95.8
Maplewood JSHS,3.5,0.2,0.8,0.8,0.8,,,0,3.9,45.4,0,51.5,515,16.9,No,94
March El Sch,6.2,0,0.8,16.8,29.3,,,0.3,5.4,57.7,8.7,51.8,369,19.8,Yes,46.6
Marclay Sch,3.6,0.7,0,0,0,,,0,1.4,68.4,0,47.5,139,16.5,Yes,95.7
Marcus Hook El Sch,13,0,1,26.7,12.7,,,0,0,79.4,1.3,50.8,315,21,Yes,46.7
Margaret Ross El Sch,8.7,0,0.5,8.2,1.4,,,0,0.9,37.4,0.9,49.8,219,14.6,Yes,81.3
Mariana Bracetti Academy CS,1.6,0.3,0.3,15.1,79.2,,,0.1,0,100,8.6,50.7,1163,18.1,Yes,3.4
Marion Center Area JR/SR HS,0.2,0,0.3,0,0.6,,,0,4.6,50.6,0.3,48.3,636,19.8,No,98.9
Marion El Sch,4.2,0.2,1.5,2.8,3.1,,,0,0.3,57.8,0.6,47.5,670,15.5,Yes,88.2
Marion-Walker El Sch,1.1,0.8,0.3,0,1.9,,,0,0.5,16.4,1.3,50.1,371,14.8,No,96
Maritime Academy CS,2.7,0.6,4.9,24.2,30,,,0,0,66,2.2,51,818,13.4,Yes,37.6
Markham El Sch,5.2,0,1.8,0.6,1.5,,,0,5.5,2.8,0.6,49.7,326,8.6,No,90.8
Markle Intrmd Sch,2.7,0.1,2.7,1.9,5.3,,,0,3.9,23.7,1.1,44.1,1003,12.3,No,87.3
Marlborough El Sch,2.8,0.6,2.1,4,4.8,,,0,1.6,24.4,1,47.4,709,8.3,No,85.8
Marple Newtown SHS,0.7,0,10.7,3.1,1.3,,,0,5.1,19.3,2.1,46.8,1065,18,No,84.2
Mars Area Centennial Sch,0.4,0,3.5,0.6,1.2,,,0,5.5,10.9,0.2,52,512,12.9,No,94.3
Mars Area El Sch,0.1,0,2.8,1.8,1,,,0,2.9,8.1,0.1,48.6,714,9.4,No,94.3
Mars Area MS,0.2,0,1.4,0.8,0.6,,,0,5.2,7.9,0.2,50.7,517,9.7,No,97.1
Mars Area Primary Ctr,0.2,0.2,3.1,1.2,1.7,,,0.2,0.8,7.3,1.5,44.7,481,8.9,Yes,93.4
Mars Area SHS,0.2,0,1.7,1,0.9,,,0,3.1,7.4,0.4,49,1087,8,No,96.2
Marsh Creek Sixth Grade Center,1.6,0.1,14.2,2.5,5,,,0.1,7,10.2,0.4,49,1095,17.6,No,76.4
Marshall Academy,0,0,13.7,51.6,32.3,,,0,0,77.4,29,44.4,124,40.3,Yes,2.4
Marshall El Sch,4.2,0.3,0.6,2,3.9,,,0,3.6,65.3,0.3,48.7,308,26,Yes,89
Marshall John Sch,8.8,0.3,0,54.4,30.9,,,0,0,  -  -,4.8,48.5,375,16.8,Yes,5.6
Marshall MS,1.6,0,23.1,1.8,0.4,,,0.2,15.1,3.8,1.1,49.3,819,7.8,No,72.9
Marshall Math Science Academy,1.1,0,7.4,56.2,31.8,,,0,2.3,78.4,2.6,60.2,352,0,Yes,3.4
Marshall Street El Sch,9.5,0,2.6,34.7,40.9,,,0,0.4,80.8,16.1,45.8,663,17.5,Yes,12.4
Marshall Thurgood,10.8,0,3.9,59.5,24.3,,,0,0,  -  -,13.1,47.7,818,21.4,Yes,1.5
Martic El Sch,1.2,0.3,0.9,0.6,4.9,,,0,3.1,41.5,0.3,49.2,325,17.2,Yes,92
Marticville MS,1.7,0,1.7,2.6,6.2,,,0,8.5,31.2,0.6,45.3,353,19.3,No,87.8
Martin Meylin MS,4.3,0,1,2.1,9.8,,,0.1,7.1,28.6,0.7,48.6,728,14.7,Yes,82.8
Martin Sch,14.5,0,0.6,31.9,4.2,,,0,0,0,0.6,45.8,166,8.4,Yes,48.8
Martinsburg El Sch,1.9,0,0,0.5,1.7,,,0,1.2,46.6,1.2,47.1,414,15.7,Yes,95.9
Marvine El Sch,2.5,0,0.3,11.8,79.6,,,0,0.3,92.6,9,44.9,323,16.1,Yes,5.9
Mary C Howse El Sch,3.1,0,28.4,4.5,4.1,,,0.3,3.3,10.7,7.2,50.5,580,9.7,No,59.5
Mary D Lang Kdg Ctr,2.9,0,1.8,0,54.3,,,0,0,46.1,25,50,280,12.1,Yes,41.1
Marzolf Primary Sch,6.9,0,1.4,3,1.6,,,0,0.3,45.3,0.8,48.1,364,18.7,Yes,87.1
Masontown El Sch,14.9,0,0.4,7,0.4,,,0,0.4,75.9,0,46.1,241,24.1,Yes,77.2
Mastbaum Jules E AVTS,1.3,0.1,1.6,46.1,45.2,,,0,0.5,  -  -,9.8,41.7,775,16.3,Yes,5.8
Masterman Julia R Sec Sch,10.9,0,29,15.6,5.4,,,0,32.2,  -  -,0,54.4,1197,0.8,Yes,39.2
Mastery CHS - Lenfest Campus,4.4,0.2,0.7,80.9,9.9,,,0,0,65.6,3.6,48.2,587,19.9,Yes,3.9
Mastery CS - Cleveland Elementary,2,0.5,0.3,91.6,5.2,,,0,0,71.5,1.5,49.9,748,15.5,Yes,0.4
Mastery CS - Francis D. Pastorius Elementary,2,0.3,0,93.7,3.7,,,0,0,68.1,0.7,48.2,589,18.7,Yes,0.2
Mastery CS - Hardy Williams,0.3,0.1,0,98.1,1.2,,,0,0,61.1,2.8,51.2,1229,16.3,Yes,0.2
Mastery CS - Mann Campus,2.3,0.2,0.9,91.8,4.3,,,0.4,0,66.2,0.7,47.8,563,15.3,Yes,0.2
Mastery CS - Thomas Campus,3.9,0.2,22.8,39,17,,,0,0.1,72,11.9,48,1303,17.9,Yes,17
Mastery CS -Shoemaker Campus,1.2,0.9,0.3,95.2,2.2,,,0,0.1,75.9,0.5,48.6,772,25.5,Yes,0.3
Mastery CS John Wister Elementary,1.2,0.8,0.2,92.7,5.2,,,0,0,84.3,1.8,46,504,14.1,Yes,0
Mastery CS-Clymer Elementary,1,0.5,0,87.5,10.3,,,0,0.3,69.2,1.9,47.2,582,22.2,Yes,0.7
Mastery CS-Gratz Campus,2.9,0.1,0,92.1,4.7,,,0,0,79.8,0.9,47.9,1474,31.1,Yes,0.2
Mastery CS-Harrity Campus,0.1,0.2,0,98.2,1.2,,,0,0,72.7,1.3,47.4,838,18.7,Yes,0.2
Mastery CS-Pickett Campus,0.8,0.1,0,97,1.7,,,0,0,65.7,0.2,49.4,864,20.6,Yes,0.4
Mastery CS-Smedley Campus,3.2,0.7,0.7,62.6,29.8,,,0,0,75.1,3.1,46.2,744,22.4,Yes,3
Math Civics and Sciences CS,1.3,0,0,97.4,1.2,,,0,0,85.5,0,51.4,986,5.4,Yes,0.1
Maureen M Welch El Sch,0.5,0,6.8,1.8,3.8,,,0,4.8,8.2,3.1,50.8,649,13.6,No,87.1
Maxwell El Sch,3.4,0,1.2,2.2,0.7,,,0,1.7,19.1,0,52.5,413,10.4,No,92.5
Mayfair Sch,8.1,0.1,28.1,13.3,25.1,,,0.2,0,  -  -,25.8,47.4,1629,10.3,Yes,25.1
Mazie Gable El Sch,6.1,0,0.6,5.9,7.3,,,0,1.2,67.2,1,47.5,522,12.1,Yes,80.1
McAdoo-Kelayres El/MS,1.4,0.1,1.2,1.8,39.8,,,0,0.4,47.9,7.9,49.3,773,11.9,Yes,55.6
McAnnulty El Sch,4.4,0,19.8,6,3.3,,,0,0,36.8,6.6,47.8,364,10.4,Yes,66.5
McCall Gen George A Sch,10.3,0,50.1,12.8,3.2,,,0,0.4,  -  -,19,48.9,720,7.4,Yes,23.6
McCaskey Campus,2.8,0.1,4.9,19.4,57.6,,,0,2.6,87.9,20,50.1,2734,18.3,Yes,15.2
McClellan El Sch,2.1,0,2.3,1.3,0.4,,,0,1.5,15.2,1.1,47.4,473,8.7,No,93.9
McCloskey John F Sch,4.3,0,0,92,3,,,0,0.2,  -  -,0.2,44.9,439,11.8,Yes,0.7
McClure Alexander K Sch,7.6,0,0.6,28,61.1,,,0,0,  -  -,15.1,54.3,635,6.5,Yes,2.7
McConnellsburg El Sch,2.8,0,0.2,1.7,3.2,,,0,0.6,57.7,0.6,47.4,534,12.9,Yes,92.1
McConnellsburg HS,0,0.4,0.4,2.1,0.7,,,0,2.1,45,0,45.7,282,13.1,No,96.4
McConnellsburg MS,0.5,0,0.5,3.2,3.2,,,0,3.2,51.6,0,48.8,217,10.6,No,92.6
McCormick El Sch,1,0,7.8,0.5,0.5,,,0,3.1,10,1,47.6,191,12.6,No,90
McCullough El Sch,0.3,0,1.6,1.6,1.6,,,0.8,2.2,21.9,0.8,43.2,370,12.4,Yes,94
McDaniel Delaplaine Sch,4.3,0,2.4,83.6,3.8,,,0,0,  -  -,1.9,45,422,15.4,Yes,5.9
McDonald El Sch,3.5,0.1,3.1,6.7,29.3,,,0.2,1.6,54.1,18.9,50.4,806,14.6,Yes,57.1
McDowell HS,3,0.1,1.8,3.6,4,,,0.1,8.8,39.4,0.5,48.3,2201,17.3,No,87.4
McGuffey HS,1.7,0,0.4,0.2,0.6,,,0.2,2.6,42.5,0.2,43.7,471,13,No,96.8
McGuffey MS,2.6,0,0.3,0,1,,,0,3.1,49.1,0,50.9,383,18.5,No,96.1
McIntyre El Sch,2,0,10.4,2,3.1,,,0.2,7.4,22.9,8.2,48.8,608,11.7,No,82.4
McKean El Sch,4.3,0.3,0.3,0,1.2,,,0,2.3,42.5,0,46,346,15.9,Yes,93.9
McKee El Sch,3.5,0,2.6,1.9,1.4,,,0,0.7,22.6,0,50.1,429,12.4,No,90.7
McKeesport Area SHS,8.7,0.4,0.5,43.6,0.9,,,0.1,3.4,55.3,0.3,48.3,1070,20.6,No,45.8
McKeesport Area Tech Ctr,6.6,0.4,0,38.7,1.1,,,0,0.7,95.9,0.4,53.1,271,0,No,53.1
McKinley El Sch,2.1,0,2.1,10,80,,,0,1.2,92.9,22.1,54.6,240,12.9,Yes,5.8
McKinley Sch,3.9,0.3,6.1,9.9,5.6,,,0.4,10,18.5,2.3,50.3,736,15.5,No,73.8
McKinley William Sch,6,0.2,1.3,40.7,48.3,,,0,0,  -  -,12.7,47.2,464,20.9,Yes,3.4
McKnight El Sch,3.8,0,9.3,1.2,0,,,0,5.8,10.6,5.1,46.2,745,13.6,Yes,85.8
McMichael Morton Sch,5.5,0,0,91.8,1,,,0.2,0,  -  -,0.3,46,400,24.5,Yes,1.5
McMurray El Sch,2,0.2,2.5,0.4,2.4,,,0.1,5.3,7.7,0.2,46,885,12.5,Yes,92.3
McNichols Plaza,4.8,0,4.8,12.1,51.5,,,0.2,0.2,84.9,12.9,45.6,456,16.7,Yes,26.5
Mcquistion El Sch,4.6,0.2,0.2,2.7,1.8,,,0,0.7,56.7,0.7,49,439,17.5,Yes,90.4
Meade Gen George C Sch,4.6,0,0.2,90.9,3,,,0,0,  -  -,0.3,43.2,394,16.5,Yes,1.3
Meadville Area SHS,3.2,0.9,1.1,8,3,,,0.1,3.1,46.9,0,46.8,914,13.2,No,83.8
Meadville MS,6.6,1.2,0.5,8.1,2.2,,,0.5,2.4,55.8,0,48.4,409,26.2,No,80.9
Mechanicsburg Area SHS,1.9,0.2,3,8.8,6.8,,,0,2.2,29.3,3.8,47.6,1154,10.8,No,79.2
Mechanicsburg MS,4.9,0,4.3,7.4,6,,,0,5.4,31.8,2.9,46.8,903,13.4,No,77.4
Media El Sch,8.8,0,7.7,5.5,4.2,,,0,3.5,12.3,2.2,45.8,456,8.8,Yes,73.9
Meehan Austin MS,7.8,0.2,4.8,35.6,22,,,0,0,  -  -,8.5,43.1,568,19.2,Yes,29.8
Mehoopany El Sch,1.2,0,0,0,0,,,0,0,59,0,48.4,161,17.4,Yes,98.8
Mellon El Sch,0.9,0,0,1.1,0.7,,,0,0.9,36.4,0,48.5,445,15.5,No,97.3
Mellon MS,3,0,5.3,2.1,2.6,,,0.3,5.5,12.3,1.8,46.4,659,16.1,No,86.6
Melrose Sch,4.2,0,7.9,53.9,31.2,,,0,0.2,86.5,16.4,49.2,622,7.6,Yes,2.9
Memorial El Sch,3.8,0.2,3.1,4.5,5.2,,,0,0.2,57.9,0.2,47.9,420,16.2,Yes,83.1
Memphis Street Academy CS @ JP Jones,9.3,0,1.7,27.7,56.9,,,0,0,67,16.8,47.5,809,21.9,Yes,4.4
Menallen Sch,6.1,0.3,0,6.1,0.9,,,0.3,0.9,56.4,0,46.9,326,27,Yes,86.2
Mendon El Sch,3.8,0,0,0.8,0.4,,,0,1.3,53.6,0,51.5,235,18.3,Yes,94.9
Mercer Area El Sch,2.6,0,0.9,0.2,0.5,,,0,2.6,45.9,0,46.8,577,26.2,Yes,95.8
Mercer Area MS,4.8,0,0.6,0,0,,,0,4.2,46.1,0,44.9,167,26.3,No,94.6
Mercer Area SHS,2.2,0.3,1.9,0,1.4,,,0,6.1,38.9,0,48.1,360,22.5,No,94.2
Mercer County Career Center,1,0,0,5.7,0.2,,,0,1,58.1,0,35.1,422,0,No,93.1
Mercersburg El Sch,3.8,0,0.4,1.5,2.6,,,0,1.1,37.7,0.8,54,265,4.2,No,91.7
Meredith William M Sch,13.1,0.2,7.8,8.9,5.6,,,0.2,4.9,  -  -,1,47,573,7.7,Yes,64.2
Merion El Sch,7.6,0,17.3,5.2,4.2,,,0.2,10.1,9.8,3.7,45.8,602,12,Yes,65.6
Methacton HS,3.9,0.1,15.6,4,3.9,,,0.1,12.9,12.6,1.5,48.1,1554,13.8,No,72.5
Metzgar El Sch,4,0.3,0,0.3,1.5,,,0.3,0.6,40.7,0.6,52.6,329,19.5,Yes,93.6
Meyersdale Area El Sch,0,0,0,1.2,1.5,,,0.3,0,54,0.6,51,337,17.5,Yes,97
Meyersdale Area HS,0,0,0,1.4,0,,,0,1.7,46,0,49.8,287,10.1,No,98.6
Meyersdale Area MS,1.5,0,0,0.5,0,,,0,2,55.3,0,48.2,197,13.7,No,98
Mid Valley El Ctr,8.1,0,0.9,3.1,9.9,,,0.4,0.7,54.2,2.4,48.3,1061,14.2,Yes,77.6
Mid Valley Secondary Center,4.2,0.4,1.3,2.8,6.4,,,0,1.9,50.6,1.1,47.1,745,17,No,84.8
Midd-West HS,0.4,0,0.6,1.3,1.9,,,0,6,27.5,0,49.5,852,11.7,No,95.9
Midd-West MS,0.3,0,0.9,1.4,0,,,0,4.9,23.7,0,45.4,346,23.7,No,97.4
Middle Bucks Institute of Technology,0.8,0.3,1.2,2.2,7.3,,,0,0.4,28,3.2,36,726,3.4,No,88.2
Middle Paxton El Sch,4.8,0.3,0.3,1.6,4.8,,,0,2.2,29.3,0.3,47,311,10.9,No,88.1
Middle Smithfield El Sch,4.7,1.8,2.7,27,31.4,,,0.4,0.8,56.8,3.9,46.5,512,24.4,Yes,32
Middle Years Alternative,3.3,0.4,10.3,81.9,3,,,0,0.4,  -  -,9.6,54.2,271,14.8,Yes,1.1
Middleburg El Sch,0.7,0,0.2,0.2,0.7,,,0,4.9,32.2,0,49.2,593,17.9,Yes,98.3
Middlesex El Sch,4.6,0,2.8,2.3,8.4,,,0.2,0,43.2,7.6,41.6,394,21.8,Yes,81.7
Middletown Area HS,7.9,0.3,3.2,10.2,13.8,,,0,3.1,43.4,2.3,44.4,647,14.8,No,64.6
Middletown Area MS,10.9,0,1.2,9.4,13.6,,,0.2,2.1,49.6,1.8,50.1,561,18.9,No,64.7
Midland El/MS,9.6,0,2.1,25.4,2.5,,,0,0.7,71.4,2.1,46.1,280,14.3,Yes,60.4
Mifflin Co HS,1.9,0.1,0.2,1.9,2,,,0,0.7,49.8,0.6,47.3,1216,11.3,No,93.9
Mifflin Co JHS,2,0.1,0.5,1.5,3.9,,,0,1.3,53.7,1,45.4,793,13.2,No,91.9
Mifflin Co MS,2.1,0.1,0.4,2.7,3.2,,,0,0.5,59.1,0.9,50.1,773,13.8,No,91.5
Mifflin County Academy of Science and Technology,0.3,0.3,0,1.8,2.4,,,0,0,65.8,0,43.5,333,0,No,95.2
Mifflin Park El Sch,3.8,0.2,2.9,5.2,30.2,,,0,1.3,44,6.9,45.7,477,18.4,Yes,57.6
Mifflin Thomas Sch,10,0.6,0.3,79.9,1.2,,,0,0,  -  -,0.6,53.8,329,14,Yes,7.9
Mifflinburg Area Intrmd Sch,2.2,0,0.2,1.9,2.2,,,0,3.1,44.7,1,51.2,416,14.7,Yes,93.5
Mifflinburg Area MS,1.2,0,0.8,2,1.6,,,0,5.5,36.8,0.6,46,511,13.5,No,94.5
Mifflinburg Area SHS,1.2,0.5,1.2,1.6,2.6,,,0,6.1,29.8,0.3,49.9,611,12.4,No,93
Mifflinburg El Sch,1.5,0.2,0.2,2.2,4.3,,,0.2,0.9,42.2,0,46.8,464,11.9,Yes,91.4
Miles Township El Sch,0,0,0,0,1.9,,,0,0,44.2,0,45.2,104,15.4,Yes,98.1
Mill City El Sch,3.7,0,0,0.5,1.1,,,0,0.5,49.7,0,48.2,189,16.9,Yes,94.7
Mill Creek El Sch,12.3,0.2,1.6,16.7,11.2,,,0.4,0,57,5.3,46.2,1157,16.9,Yes,57.6
Mill Hall El Sch,2.8,0,0.3,0,1.8,,,0,0,41.2,0,47.9,386,16.1,Yes,95.1
Mill Road El Sch,4.8,0,1.1,0.5,3.7,,,0,4.3,33,0,43.1,188,9.6,No,89.9
Mill Village El Sch,0,0,0,0,0.8,,,0,5.5,43.8,0,51.6,128,22.7,Yes,99.2
Miller El Sch,6,0,6.9,6.9,8.4,,,0,1.5,37.3,0.2,45.5,466,9.9,Yes,71.9
Miller Heights El Sch,0.7,0,5,7.2,19.1,,,0.7,1.4,29.6,2.4,46.1,419,10.5,No,67.3
Miller MS,0,0,0.2,0.7,0.2,,,0,1,44.2,0,50.4,423,24.6,No,98.8
Millersburg Area MS,3.3,0,0,2.8,3.3,,,0,1.1,48.1,0,48.6,181,14.9,No,90.6
Millersburg Area SHS,2,0,0.4,2,2.7,,,0,3.9,37.4,0,48.6,257,16.7,No,93
Millmont El Sch,0.6,0,0.3,12.5,78.6,,,0,0.6,91,13.4,46.4,679,20,Yes,8
Millville Area El Sch,2.1,0,0,0,0.9,,,0.3,3.6,45,0.3,52.2,333,20.4,Yes,96.7
Millville Area JSHS,0.6,0,0,1,0.3,,,0,5.9,40.4,0,51.1,307,22.1,No,98
Milton Area MS,3.1,0.2,0,2.3,6.8,,,0.2,3.3,52.1,3.7,47.7,486,18.7,Yes,87.4
Milton HS,1.7,0.2,0.2,4.6,6,,,0,2,49.7,3.4,50.8,656,15.4,No,87.5
Minersville Area El Ctr,3.1,0,1,3.1,5.3,,,0,0.2,52.2,0.2,47,513,24.6,Yes,87.5
Minersville Area JSHS,3,0,0.4,2.4,2.4,,,0,0.8,41.8,0,46.7,495,18.6,No,91.7
Mitchell El Sch,3.1,0.6,0.4,92.2,2.4,,,0,0.2,  -  -,1.2,49.7,511,11.5,Yes,1.4
Moffet John Sch,21.7,0,0,15.5,54.7,,,0.3,0,  -  -,11.3,46.9,309,13.3,Yes,7.8
Mohawk El Sch,3,0,0.2,0.5,0.8,,,0,1.1,48.3,0,49.6,835,14.5,Yes,95.4
Mohawk JHS,1.4,0,0.4,0,0,,,0,3.6,37.2,0,43,223,11.7,No,98.2
Mohawk SHS,2.2,0.2,0.7,0.2,0.2,,,0,4.6,37.8,0,51.5,410,10,No,96.3
Mon Valley CTC,5.1,0.4,0,9.7,1.5,,,0,0,64.9,0,35.3,473,0,No,83.3
Monessen El Ctr,17,0,0.5,37.5,1.7,,,0,1,68.9,0,50.4,405,14.6,Yes,43.2
Monessen MS,21,0,0,27.8,1.2,,,0,1.8,66.7,0,52.5,162,23.5,Yes,50
Monessen SHS,17.6,0,0.9,28.8,1.4,,,0,5,56.3,0,45.5,222,12.6,No,51.4
Moniteau JSHS,2.2,0.5,0,0,0.3,,,0,5.4,41.6,0,48.5,606,14.5,No,97
Monroe Career & Tech Inst,0.1,0.2,0.5,15.8,19.1,,,0.2,0.1,48.1,0.2,37.7,941,0,No,64
Monroe El Sch,4.2,0.2,2.3,1.2,4.2,,,0.2,0.4,22.8,0.2,48.1,478,10.9,Yes,87.7
Monroe Twp El Sch,1.2,0,0,1.8,0.6,,,0,0.6,33.3,0,52.1,165,17,Yes,96.4
Montandon El Sch,7.5,0,0,1.5,1.5,,,0,0.8,50,0,54.5,134,14.9,Yes,89.6
Montessori Regional CS,4,0.8,3.5,13.5,8.8,,,0.2,0,59.4,2.7,53.8,520,8.1,Yes,69.2
Montgomery El Sch,2.4,0.2,0.6,1.3,2.2,,,0,0.2,45.5,0.2,49.7,549,12.4,Yes,93.4
Montgomery JSHS,2.4,0,0.5,1.3,2.4,,,0,1,46.8,0.3,45,380,11.1,No,93.4
Montour El Sch,4.9,0.1,3.3,5.2,2,,,0,0.4,27.1,1.4,51.3,1086,13.1,Yes,84.5
Montour HS,1.5,0.1,3.2,5.6,1,,,0,3,25.3,0.5,49.3,950,9.4,No,88.7
Montoursville Area SHS,0.6,0.2,0.3,0.8,1.6,,,0.2,0,32.7,0,49.8,630,14.1,No,96.4
Montrose Area JSHS,0,0.2,0.5,0.3,1.8,,,0.2,4,40.3,0,49.5,655,17.4,No,97.1
Moon Area Lower MS,4.5,0.2,4.5,6.4,4.3,,,0,5.3,22.5,1.4,47.2,623,17.2,No,80.1
Moon Area Upper MS,3.9,0,3.4,6.2,3.4,,,0,7.6,20.2,0.7,49.6,568,16.9,No,83.3
Moon SHS,2.3,0.1,3.9,5.3,3.6,,,0,9,21.6,1.2,49.7,1167,11.7,No,84.8
Moore El Sch,2.5,0,0.6,0.6,5.5,,,0,1.7,32.1,0,46.2,474,21.3,No,90.7
Moore J Hampton Sch,9.2,0.4,17.6,33.5,28.5,,,0,0,  -  -,23.1,50.1,1177,9.8,Yes,10.9
Moore Sch,0.4,0,8.7,4.8,2.2,,,0,1.3,44.4,6.1,48.7,230,15.2,Yes,83.9
Mooreland El Sch,8.7,0.3,1.6,8.7,11.8,,,0,5,34.9,6.5,48.6,321,16.8,No,68.8
Moraine El Sch,1.6,0.8,0,0.5,1.9,,,0,1.9,39.1,0,51.2,373,17.7,Yes,95.2
