name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Fairview MS,3.35,0.18,1.94,1.23,3.7,0.53,0.7,0,8.8,20.77,1.06,48.42,568,10.74,No,89.61
Falling Spring El Sch,5.77,0,0.77,6.15,11.54,1.54,0,0.38,1.54,47.31,3.08,50.38,260,3.85,No,75.38
Fallsington El Sch,5.93,0,9.63,4.07,10.37,1.48,0,0,1.48,36.67,2.59,52.22,270,16.67,Yes,70
Fannett-Metal El Sch,1.13,0,0,0,1.69,4.52,0,0,0,44.63,0,49.15,177,17.51,Yes,97.18
Fannett-Metal MS,0,0,0,0.88,1.77,4.42,0,0,0,44.25,0,43.36,113,13.27,No,97.35
Fannett-Metal SHS,0.61,0,1.21,1.21,1.21,3.64,0,0,0.61,36.36,0,55.76,165,18.79,No,95.76
Farmdale El Sch,2.39,0,1.28,3.49,13.58,2.57,0,0,2.39,39.63,5.87,51.93,545,16.33,Yes,79.27
Farmersville El Sch,2.41,0.24,8.43,5.06,17.83,0.96,0.48,0,3.13,31.57,2.41,47.47,415,8.92,No,66.02
Farrell Area ES/LMS,10.88,0.59,0.59,73.24,0.88,2.65,0,0,0.29,100,0,50.59,340,18.24,Yes,13.82
Farrell Area HS/UMS,2.39,0.68,0.34,81.91,0.34,3.07,0.34,0,4.1,99.32,0,42.66,293,24.91,Yes,14.33
Farrell Louis H Sch,11.47,0.17,16.51,16.16,19.64,0.26,0,0.43,0.09,64.64,22.5,47.52,1151,12.68,Yes,35.62
Fawn Area El Sch,1.32,1.32,0.88,0,1.76,0.44,1.76,0,1.76,26.43,0,49.34,227,10.57,No,94.71
Fayette County Career & Technical Institute,0.65,0.16,0.33,8.01,0.65,0.98,0,0,0.16,63.73,0.33,42.65,612,34.48,No,90.2
Fayette Twp El Sch,1.88,0,0.47,2.35,4.69,1.88,0,0,0,52.58,0.47,49.3,213,23,No,90.61
Fayetteville El Sch,5.28,0,1.22,4.07,10.16,2.44,0.2,0.2,1.63,53.66,1.83,48.58,492,25,Yes,79.07
Fell CS,0.63,0,0,5.03,4.4,0,0,0,0,64.78,0,48.43,159,12.58,Yes,89.94
Fell D Newlin Sch,6.84,0.18,37.02,13.51,22.63,3.16,0,0.18,0.18,76.84,24.21,47.54,570,14.39,Yes,19.65
Fels Samuel HS,5.29,0,6.87,56.55,27.59,1.48,0,0.11,0.21,66.38,23.57,48.2,946,28.65,Yes,3.59
Feltonville Intermediate School,9.83,0,3.23,23.74,61.1,2.11,0,0,0,82.02,24.72,47.05,712,12.22,Yes,2.11
Feltonville Sch of Arts & Sciences,7.61,0,5.34,23.95,59.55,1.62,0,0,0,81.07,24.27,46.44,618,19.74,Yes,3.56
Ferguson Sch,8.66,0.14,0,33.77,47.19,10.68,0,0,0,89.9,26.55,45.17,693,23.09,Yes,10.25
Ferguson Twp El Sch,5.26,0.29,11.4,0.58,1.46,0.58,0,0.29,2.63,11.11,0.88,43.27,342,6.43,No,80.7
Fermanagh-Mifflintown El Sch,0.36,0,0.72,0.72,30.22,6.12,0.36,0,0,52.88,15.11,47.48,278,20.5,No,67.99
Fern Hill El Sch,2.79,0,4.28,3.53,15.8,3.16,1.3,0,0.93,23.79,11.15,45.91,538,11.15,Yes,73.61
Ferndale Area JSHS,6.67,0,0,6.32,2.11,4.21,11.93,0,2.81,72.63,0,48.07,285,25.26,No,84.91
Ferndale El Sch,9.07,0,0.27,7.73,6.13,1.07,1.87,0,2.4,71.47,0.27,51.73,375,17.87,Yes,76.8
Fink El Sch,13.99,0.41,4.53,10.7,22.22,3.29,0.41,0,0,71.6,9.05,49.38,243,13.99,Yes,48.15
Finletter Thomas K Sch,4.4,0.26,10.88,72.54,10.62,0.13,0,0,0,75,5.57,48.58,772,17.1,Yes,1.3
First District El Sch,12.71,0.24,0.24,6.71,2.88,3.84,0,0,1.44,65.47,0,52.76,417,22.06,Yes,77.22
First Philadelphia Preparatory Charter School,12.59,0.43,2.1,42.87,29.96,1.18,0.05,0.05,0,66.22,2.8,50.24,1859,17.54,Yes,12
Fishing Creek El Sch,2.65,0,1.02,1.83,6.92,0.81,1.43,0,0.81,26.07,0,46.84,491,11,Yes,87.58
Fitler Academics Plus,1.94,2.33,0,93.41,1.16,0,0,0,0,74.81,0,46.12,258,15.12,Yes,1.16
Fitzpatrick Aloysius L Sch,9.19,0.23,7.04,19.75,13.73,0.11,0,0.23,0,55.28,8.17,50.28,881,17.25,Yes,49.83
Fitzwater El Sch,5.76,0,11.52,10.73,5.5,0.52,0.52,0,7.59,14.66,2.36,48.95,382,15.45,Yes,66.49
Five Points El Sch,4.15,0,0.52,1.04,6.22,0,0,0.52,0,40.41,1.04,50.26,193,6.74,No,87.56
Fleetwood MS,0.79,0,1.57,2.36,11.15,0.92,0.39,0.13,4.99,32.02,1.44,47.11,762,20.21,Yes,83.99
Fleetwood SHS,0.59,0,1.9,3.67,9.72,0.71,0.12,0,5.21,28.2,1.54,49.05,844,17.77,No,84.12
Floyd C Fretz MS,1.23,0.88,0.53,1.06,2.65,2.82,0,0.53,3.17,58.2,0.71,51.68,567,17.64,No,93.12
Fogelsville Sch,3.18,0,12.06,3.52,19.93,0,0.17,0.84,2.18,30.65,6.37,50.25,597,13.74,Yes,60.47
Folk Arts-Cultural Treasures CS,7.83,0,69.08,11.94,4.5,0.2,0.59,0,0,57.73,22.31,48.53,511,15.07,Yes,6.65
Foose Sch,2.89,0.19,0.96,41.81,51.25,4.62,0,0,0,96.34,19.46,49.13,519,13.1,Yes,2.89
Foot of Ten El Sch,2.13,0,2.13,0.36,0.71,0.53,1.6,0,3.37,33.75,0.71,47.78,563,13.32,Yes,94.67
Forbes Road CTC,3.28,0.28,0.57,36.89,1.28,3.42,0,0.14,0.14,39.46,0,40.88,702,40.46,No,57.55
Forbes Road El Sch,0.47,0,0,0.47,0,0,0,0,0,42.92,0,50.94,212,15.57,Yes,99.06
Forbes Road JSHS,0.64,0,0,0,1.28,1.92,0,0,2.56,36.54,0,48.08,156,17.95,No,98.08
Forest City Regional El Sch,2.72,0,0.91,1.36,4.54,0,0.23,0.23,0,59.64,0,51.47,441,10.88,Yes,90.25
Forest City Regional HS,2.01,0.57,1.15,0.86,4.01,0,0,0.86,0.57,54.44,0.86,47.56,349,21.2,No,90.54
Forest Hills El Sch,0.8,0,0.1,0.2,1.4,1,2.1,0.1,1.3,49.3,0.1,48.9,1000,12.9,Yes,97.4
Forest Hills JSHS,0.86,0,0.12,0.86,1.23,0.49,1.97,0,5.42,47.91,0.12,49.14,812,14.66,No,96.92
Forge Road El Sch,3.7,0,0.57,1.99,4.84,0.57,0,0,1.99,23.93,0,51.57,351,12.54,Yes,88.89
Forks El Sch,4.71,0,8.47,11.29,13.65,1.41,0,0.71,3.76,31.53,4,47.29,425,19.76,No,61.18
Forrest Edwin Sch,10.74,0.34,4.06,35.11,27.33,1.18,0,0.08,0,74.96,6.43,50.17,1182,12.52,Yes,22.34
Fort Allen El Sch,5.27,0,1.62,1.42,3.25,0.2,1.62,0,1.22,38.74,1.22,50.3,493,14.6,Yes,88.44
Fort Cherry El Ctr,5.75,0,0.21,1.44,2.05,1.23,0.62,0,2.46,45.17,0.82,47.64,487,16.02,Yes,90.55
Fort Cherry JSHS,2.99,0,0.4,0.6,0.2,0.6,0.4,0,4.58,42.43,0.2,47.81,502,22.71,No,95.82
Fort Couch MS,2.96,0.31,11.54,1.56,1.56,0.78,0.47,0.31,10.92,10.14,0.62,45.55,641,11.23,No,81.75
Fort LeBoeuf MS,1.39,0.2,0.99,0.6,1.79,0.79,1.59,0,5.95,50.2,0.4,45.63,504,19.84,No,95.04
Fort LeBoeuf SHS,1.19,0,0,1.49,2.53,0.45,0.15,0,5.96,49.78,0.89,48.14,671,14.46,No,94.78
Fort Washington El Sch,5.74,0.2,5.94,4.1,4.1,0.2,0.41,0,5.74,12.09,1.23,48.36,488,11.27,Yes,79.92
Fort Zeller El Sch,1.95,0,0.65,1.95,4.89,2.61,0.65,0,0.33,36.48,2.61,44.95,307,14.01,Yes,90.55
Foster El Sch,8.37,0.4,8.37,1.59,2.79,0,0,0,1.59,14.74,4.78,49.8,251,14.34,No,78.49
Founders Hall Middle Sch,7.86,0,0,46.53,1.31,1.05,0,0,5.24,67.63,0.26,44.69,763,27.79,Yes,44.3
Fountain Hill El Sch,6.57,0.35,0.35,13.67,63.84,8.48,0.17,0.17,1.04,89.1,11.25,49.48,578,19.38,Yes,15.05
Fox Chapel Area HS,1.28,0.23,7.52,3.76,3.23,0.15,0.15,0,11.5,22.11,0.68,49.55,1330,12.56,No,83.98
Fox Chase Sch,11.64,0.39,6.11,21.5,15.78,0.2,0,0.2,0,51.48,8.48,46.15,507,18.93,Yes,44.38
Fox Twp El Sch,1.27,0,1.91,0,0.64,0.64,1.27,0,0.64,41.4,1.27,43.31,157,22.93,Yes,96.18
Frances Willard #32,7.06,0,0.4,11.69,31.85,1.01,0.4,0.4,0,67.54,5.04,50,496,12.5,Yes,48.59
Francis D Raub MS,4.9,0.11,1.63,16.23,70.48,6.75,0,0.11,2.4,91.39,18.08,44.77,918,19.83,Yes,6.54
Francis H Sheckler El Sch,7.2,0,0.38,5.3,33.33,1.89,0.38,0,0,64.02,1.52,48.67,528,16.67,Yes,53.79
Francis McClure El Sch,13.46,0,0.29,38.49,1.01,1.3,0,0.14,3.62,67.87,0.58,50.36,691,26.48,Yes,46.6
Francis S Grandinetti El Sch,1.91,0,0,0.82,1.36,3,0,0.54,0.82,50.95,0,48.5,367,15.8,Yes,95.37
Franconia El Sch,0,0.42,3.98,6.5,8.18,0,0,0.21,1.68,27.25,5.66,46.33,477,15.51,Yes,80.71
Frank Anne Sch,5.51,0.38,28.1,14.43,9.06,0.15,0,0,0,55.44,25.91,48.11,1324,5.89,Yes,42.52
Frankford HS,3.54,0.22,1.22,54.04,33.22,2.55,0,0.11,0.11,68.77,16.72,39.09,903,38.43,Yes,7.64
Franklin Area JSHS,2.37,0.36,1.07,2.25,1.3,4.03,0.71,0.12,5.93,52.43,0.36,49.11,843,26.1,No,92.53
Franklin Benjamin HS,2.86,0,3.81,82.86,7.38,4.29,0,0,0,78.1,8.1,37.14,420,41.19,Yes,3.1
Franklin Benjamin Sch,7.19,0,5.01,61.11,23.2,1.63,0,0.44,0,77.12,15.69,46.41,918,12.53,Yes,3.05
Franklin County CTC,2.67,0.22,0.44,2,3.78,0.44,0,0.22,0.22,35.78,1.33,42.67,450,21.11,No,90.67
Franklin El Sch,2.45,0,33.7,1.9,0,0,0,0,11.14,1.63,0,50,368,10.6,No,61.96
Franklin LC,3.93,0.11,10.37,51.53,26.64,0.87,0,0,1.97,64.08,22.49,60.15,916,8.41,Yes,7.42
Franklin Regional MS,2.42,0.36,7.02,1.33,1.82,0.12,0.24,0.12,8.23,13.92,0.36,48.55,826,16.95,No,86.92
Franklin Regional SHS,0.88,0.09,8.28,1.67,2.29,0.26,0.09,0,10.4,13.74,0.44,48.55,1135,14.54,No,86.78
Franklin S Edmonds Sch,4.8,0.15,0,92.04,1.95,0.45,0,0.15,0.15,66.52,0.6,41.74,666,21.47,Yes,0.9
Franklin Sch,4.08,1.36,0,0,1.36,0,0,0,2.72,47.62,0,48.3,147,13.61,Yes,93.2
Franklin Towne CHS,2.13,0.08,1.72,10.56,19.07,0.41,0,0.74,0,63.83,1.23,52.37,1222,13.26,Yes,65.71
Franklin Towne Charter Elementary School,2.64,0.11,0.95,5.06,8.86,0.11,0,0.21,0,54.32,2.22,49.16,948,13.08,Yes,82.17
Franklin Twp El Sch,3.33,0,2.56,2.56,8.21,2.56,2.05,0,3.85,48.46,5.13,46.41,390,11.28,Yes,83.33
Frankstown El Sch,2.15,0.31,1.07,0.31,0.77,0.61,0.77,0,1.99,40.49,0.61,49.39,652,10.58,Yes,95.4
Frazier El Sch,1.62,0,0.54,0.9,1.62,0.54,0,0,0.18,49.01,0.72,45.95,555,10.63,Yes,95.32
Frazier HS,0,0,0.53,1.6,1.06,1.06,0,0.27,3.72,38.03,0.53,48.14,376,13.03,No,96.54
Frazier MS,1.74,0,0.43,0.43,1.74,1.74,0,0.43,1.74,46.52,0,45.22,230,18.7,No,95.22
Fred J. Jaindl El Sch,5.08,0,22.57,7.77,12.11,0.3,0,0,4.33,17.64,3.44,44.54,669,13.6,Yes,52.47
Fred L Aiken El Sch,4.52,0,9.95,4.07,4.07,0,0.9,0,2.26,14.48,4.07,54.75,221,13.57,No,77.38
Fred S Engle MS,2.64,0,2.28,1.2,26.29,0.72,0,0,2.88,30.25,6.36,48.02,833,12.24,No,67.59
Frederick Douglass Mastery Charter School,0.69,0,0.14,96.98,2.06,3.16,0,0,0,95.34,0.14,47.74,729,23.18,Yes,0.14
Fredericksburg El Sch,1.83,0,0,0.46,1.83,1.83,4.59,0,2.75,32.11,0.46,44.04,218,15.14,Yes,95.87
Freedom Area El Sch,5.13,0.22,0,0.22,0.67,1.12,0.67,0,1.56,51.79,0,50,448,15.85,Yes,93.75
Freedom Area MS,5.59,0,0,0.47,1.17,1.17,0.93,0,4.43,47.79,0,48.48,429,15.38,No,92.77
Freedom Area SHS,4.15,0.23,0.23,0.46,2.07,2.07,0,0.23,2.3,37.79,0,48.16,434,15.44,No,92.63
Freedom HS,1.53,0.2,3.99,10.22,36.45,2.91,0,0.05,5.32,50.82,6.08,47.39,1956,18.15,No,47.55
Freeland El/MS,2.18,0.34,0.57,1.83,26.15,0.34,0,0,0.8,51.15,6.42,46.67,872,15.94,Yes,68.92
Freemansburg El Sch,1.09,0,1.37,9.56,60.66,3.28,0,0,0.27,81.42,9.84,41.8,366,19.13,Yes,27.32
Freeport Area MS,2.04,0.23,0.68,0.91,0.68,0.68,0,0,6.8,26.76,0,49.43,441,12.24,No,95.46
Freeport Area SHS,0,0.17,0.35,0.87,0.35,0.87,0,0.35,5.91,27.3,0.17,46.43,575,10.96,No,97.91
Freire CS,3.82,0.2,0.2,93.37,2.21,0.7,0,0,0,77.79,0.4,61.11,995,18.79,Yes,0.2
French Creek El Sch,3.25,0,2.39,1.2,4.62,0.68,0.68,0,4.62,12.82,0.51,45.3,585,17.44,No,88.55
Friendship El Sch,1.39,0.23,0.46,3.24,3.94,0.93,1.16,0,2.08,37.04,2.31,47.69,432,14.35,Yes,90.74
Friendship Hill El Sch,3.64,0.45,0,0,0.91,1.82,0,0,0.91,56.36,0,55,220,18.18,Yes,95
Fritz El Sch,7.35,0.29,3.89,6.92,24.78,1.87,0,0,3.46,40.63,3.03,51.59,694,13.11,Yes,56.77
Fulton County AVTS,0,0.66,1.32,0.66,0.66,1.32,0,0,0,30.46,0,35.76,151,11.92,No,96.69
Fulton El Sch,5.59,0,0.8,2.39,10.9,3.72,0,0.27,0.27,57.45,3.99,49.2,376,18.09,Yes,80.05
Furness Horace HS,1.37,0,41.83,20,27.02,4.12,0,0,0,64.58,47.33,40.15,655,17.4,Yes,9.77
G A R Memorial JSHS,3.89,0.2,0.72,23.26,47.75,1.13,0,0,0.1,90.27,15.88,48.16,976,22.54,Yes,24.18
GNA El Ctr,3.29,0.19,0.77,7.16,10.06,0.58,0.97,0,1.16,68.28,1.74,51.45,517,25.53,Yes,78.53
Galeton Area Sch,0.28,0,0.56,1.98,1.13,2.54,0,0,4.8,58.47,0,52.26,354,21.47,Yes,96.05
Gamp,9.15,0.32,19.26,24.56,5.62,0,0,0,6.1,34.83,0.64,59.23,623,7.54,Yes,41.09
Garden Spot MS,2.91,0.42,2.91,1.25,12.89,1.25,0.83,0,3.74,42.83,1.04,50.73,481,19.75,No,79.63
Garden Spot SHS,1.19,0.4,3.36,2.18,8.51,3.46,0.49,0.2,3.56,36.1,1.68,47.97,1011,16.62,No,84.17
Garnet Valley El Sch,2.79,0,20.88,2.79,3.86,1.46,0,0.27,3.99,10.11,3.06,50,752,21.41,Yes,69.41
Garnet Valley HS,1.05,0,13.25,2.65,2.53,0.25,0.18,0.18,13,7.95,0.49,48.31,1623,20.02,No,80.35
Garnet Valley MS,3.35,0.09,17,2.58,1.63,0.09,0.34,0.26,12.96,7.55,0.77,48.15,1165,20,No,75.11
Garrettford El Sch,7.07,0,6.4,37.54,6.57,2.02,0,0,5.39,56.73,3.54,50.17,594,9.6,No,42.42
Gateway MS,8.82,0,5.49,28.04,4.51,1.76,0,0,8.63,53.14,1.96,47.25,510,26.67,No,53.14
Gateway SHS,5.15,0.09,7.68,24.72,3.75,1.12,0,0.66,9.55,47,1.78,50,1068,21.54,No,57.96
Gayman El Sch,3.13,0,2.41,0.96,4.82,0,0,0,7.23,5.06,0,46.75,415,9.64,No,88.67
General McLane HS,4.01,0.14,1.43,0.72,2.15,0,0,0,4.3,35.39,0.57,46.7,698,17.62,No,91.55
General Nash El Sch,7.22,0,13.14,4.9,3.09,0.77,0.26,0.26,8.25,18.04,1.8,48.2,388,13.92,No,71.39
General Wayne El Sch,4.17,0,23.55,1.81,7.79,0,0,0.18,4.35,14.49,3.08,48.91,552,13.95,Yes,62.5
George A Ferrell El Sch,1.86,0,1.24,0,0,0,1.24,0,1.24,40.99,0,53.42,161,11.8,Yes,96.89
George Bancroft #34,7.91,0.4,3.56,10.67,54.94,0.4,0,0.4,0.4,84.98,6.32,50.99,253,13.83,Yes,22.13
George Blaisdell El Sch,2.14,0.15,0.31,1.83,1.68,3.67,0,0.31,0,65.9,0.46,46.79,654,15.29,Yes,93.58
George D Steckel El Sch,6.39,0.48,3.51,7.51,33.71,0.16,0.48,0,0.64,56.71,9.42,43.61,626,16.29,Yes,48.4
George J Plava El Sch,5.45,0.3,0,6.97,0.91,1.82,1.21,0,0.3,56.67,0,48.79,330,19.7,Yes,86.36
George Jr Republic El Sch,14.29,0,0,0,14.29,0,0,0,0,100,14.29,0,7,100,No,71.43
George Jr Republic HS,15.18,0.39,0.39,31.91,10.51,1.56,0,0.39,0,100,3.5,0,257,63.81,No,41.25
George Jr Republic MS,18.64,0,0,27.12,6.78,0,0,0,0,100,5.08,0,59,64.41,No,47.46
George Washington El Sch,3.14,0,2.75,0.39,0.78,0,0,0,1.18,6.67,0,54.51,255,14.9,No,92.94
George Wolf El Sch,1.55,0,0.78,5.43,16.09,0.78,0.78,0,2.13,45.93,0.97,50.58,516,13.37,Yes,76.16
Gerald G Huesken MS,4.65,0,4.17,8.03,18.14,2.73,0,0.16,5.78,36.76,3.69,50.24,623,15.73,Yes,64.85
Gettysburg Area HS,0.9,0.45,2.17,3.88,13.09,1.62,0.09,0.18,3.79,36.82,2.53,46.39,1108,11.73,No,79.33
Gettysburg Area MS,2.3,0.14,1.49,6.5,15.7,3.38,0.14,0.14,9.61,49.39,4.47,49.66,739,16.78,No,73.75
Gettysburg Montessori Charter School,10.76,0,1.35,2.69,0.9,0.9,0,0,0,30.94,1.35,46.64,223,16.14,Yes,84.3
Gideon Edward Sch,1.59,0,0,95.22,2.79,2.39,0,0,0,89.24,0.4,46.61,251,24.3,Yes,0.4
Gilbertsville El Sch,3.34,0.29,1.74,2.32,6.1,0.87,0.44,0,3.92,20.61,0,48.77,689,17.13,No,86.21
Gill Hall El Sch,1.93,0.32,1.93,0.32,0.96,0.32,0,0,1.61,21.22,0.32,47.59,311,3.86,No,94.53
Gillingham Charter School,4.51,0,0.41,3.28,8.61,6.97,0,0,0.41,67.62,0.41,51.23,244,26.23,Yes,83.2
Girard HS,3.21,0.4,0.2,1.4,1,3.01,0.4,0,3.21,53.31,0.2,49.1,499,16.43,No,93.79
Girard Stephen Sch,7.09,0,20.14,58.81,8.01,6.64,0,0,0,84.44,16.48,51.72,437,8.7,Yes,5.95
Girls HS,5.46,0,15.66,65.95,9.37,0.47,0,0,2.14,60.02,2.61,99.88,843,4.63,Yes,3.56
Gladwyne Sch,8.03,0,8.31,6.37,5.68,0,0,0,9,6.65,2.77,46.4,722,13.16,No,71.61
Glen Acres El Sch,4.3,0,15.46,4.3,10.14,1.03,1.55,0.17,1.55,22.34,9.28,51.37,582,11.86,Yes,65.64
Glendale El Sch,1.05,0,0,0,1.31,0.79,1.57,0,3.4,51.31,0,53.93,382,18.85,Yes,97.64
Glendale JSHS,0.53,0.53,0,0.26,1.85,1.32,1.06,0,7.92,51.19,0,48.28,379,24.54,No,96.83
Glenolden Sch,6.14,0,3.72,20.36,2.58,0,0.16,0.16,2.26,62.36,1.78,52.5,619,20.68,Yes,67.04
Glenside El Sch,7.33,0,4.73,42.32,5.2,1.42,0.47,0,1.89,30.02,3.78,54.37,423,9.69,No,40.43
Glenwood El Sch,6.32,0.23,7.45,2.26,1.81,0,0.45,0,3.39,9.26,3.39,48.08,443,7.9,Yes,81.94
Global Leadership Academy CS,1.27,0,0,98.31,0.42,0.42,0,0,0.28,100,0,52.26,708,9.04,Yes,0
Global Leadership Academy CS Southwest at Huey,0.16,0,0,99.21,0.48,0.63,0,0,0,99.68,0,49.21,630,15.56,Yes,0.16
Good Hope MS,4.83,0.33,17.44,3.6,5.16,0.25,4.1,0,1.64,19.16,2.13,48.98,1221,10.48,No,68.63
Goode Sch,10.69,0.15,0.76,27.63,47.63,5.34,0,0,0.15,90.53,26.87,45.95,655,23.97,Yes,13.13
Goodnoe El Sch,1.96,0,12.92,1.04,2.74,0,0,0.13,7.7,7.57,2.48,47.78,766,15.8,No,81.2
Gordon Early Literacy Center,2,0,0,46,26,0,0,0,0,0,0,44,50,0,No,26
Gotwals El Sch,8.62,0,0,28.08,59.61,5.67,0,0,0,95.81,22.66,47.29,406,15.52,Yes,3.69
Governor Mifflin MS,2.82,0.14,1.41,8.05,22.46,0.85,0.71,0,4.24,46.75,2.4,49.86,708,22.18,No,65.11
Governor Mifflin SHS,1.86,0.07,1.28,7.35,20.06,1.57,0.71,0,3.93,41.04,1.64,47.97,1401,21.84,No,69.38
Governor Wolf El Sch,2.24,0.45,3.36,12.11,29.6,1.79,0.22,0,0.9,54.26,5.16,47.53,446,10.99,Yes,52.24
Grace B Luhrs Univ Elem,3.15,0,2.36,2.36,3.94,0,0,0,0,21.26,0,45.67,127,8.66,No,88.19
Grace Park El Sch,5.44,0.52,1.55,4.15,4.15,1.04,1.04,0,0.26,32.9,0,46.63,386,24.35,No,84.2
Grace S Beck Sch,6.17,0,0,2.6,27.27,5.52,0,0,0,74.03,7.79,42.53,308,21.43,Yes,63.96
Grandview El Sch,10.14,0,1.09,6.52,14.86,1.09,0.36,0,1.81,50.72,5.43,46.38,276,10.51,Yes,67.39
Grasse El Sch,3.95,0.23,5.35,3.02,7.91,0.23,0,0,6.05,23.95,0.47,50.47,430,18.84,Yes,79.53
Gray's Woods El Sch,3.92,0.46,2.3,0.69,0.69,0,0,0,1.15,11.98,0,48.39,434,11.06,No,91.94
Great Valley HS,2.12,0,16.91,2.35,8.26,0.53,0,0.08,12.51,15.01,3.18,47.76,1319,17.21,No,70.28
Great Valley MS,3.69,0,19.13,2.82,10.29,0.49,0,0.1,11.55,15.63,3.2,49.13,1030,17.86,No,63.98
Greater Altoona CTC,0.52,0.1,0.52,2.49,0.52,1.56,0,0.21,0,59.61,0,37.49,963,24.82,No,95.64
Greater Johnstown CTC,2.35,0,0.26,1.83,1.04,3.13,0,0,0,63.19,0,42.04,383,34.73,No,94.52
Greater Johnstown El Sch,18.8,0.24,0.16,37.12,5.02,2.03,0.16,0.16,0.57,88.74,0.73,47.97,1234,13.13,Yes,38.49
Greater Johnstown MS,19.04,0.15,0,34.52,3.72,2.01,0.15,0,0.93,95.05,1.39,52.32,646,17.96,Yes,42.57
Greater Johnstown SHS,11.79,0.4,0.5,30.57,3.8,2.7,0.2,0,2.7,81.32,1.5,48.25,1001,19.58,No,52.95
Greater Johnstown School District's Cyber Academy,8.47,0,0,23.73,1.69,3.39,0,0,0,86.44,0,64.41,59,22.03,No,66.1
Greater Latrobe JHS,2.95,0,1.21,0.52,2.25,0.35,2.43,0,3.99,32.41,0.35,47.49,577,15.77,No,93.07
Greater Latrobe SHS,1.81,0.08,0.94,1.02,0.55,0.08,1.18,0,6.06,30.55,0.31,46.06,1270,11.97,No,95.59
Greater Nanticoke Area Ed Ctr,2.45,0.38,1.32,8.1,8.66,1.69,0.94,0.19,2.45,66.85,0.94,47.27,531,25.99,No,78.91
Greater Nanticoke Area SHS,0.41,0.14,0.41,5.22,5.91,0.55,69.78,0,1.79,62.64,0.82,48.21,728,23.76,No,87.91
Green Ridge El Sch,8.53,0.46,23.27,2.3,1.84,0.69,2.76,0,0,17.05,5.3,47.7,434,7.6,No,63.59
Green Valley El Sch,2.17,0.54,5.61,3.8,12.3,0.54,0.54,0,3.98,20.43,2.35,48.82,553,16.46,No,75.59
Green Woods CS,7.1,1.21,0.76,18.13,1.81,0.15,0,0.15,0,8.91,0,50.15,662,13.9,Yes,70.85
Greenberg Joseph Sch,4.69,0.37,26.67,11.48,8.4,0,0,0.12,0.37,29.75,7.65,49.01,810,16.3,Yes,48.27
Greencastle-Antrim El Sch,4.96,0.14,0.85,1.28,4.4,1.13,2.27,0,0.57,36.88,0.71,48.09,705,14.47,No,88.37
Greencastle-Antrim MS,3.52,0,1.7,1.83,3.79,1.31,2.35,0,3,33.29,0.26,48.43,766,13.32,No,89.16
Greencastle-Antrim Pri Sch,4.9,0,1.53,1.99,3.83,1.68,3.52,0.15,0,35.07,0.92,50.08,653,7.66,Yes,87.6
Greencastle-Antrim SHS,3.04,0.22,1.84,2.28,4.12,0.65,1.41,0,4.12,29.18,0.65,48.81,922,12.58,No,88.5
Greene County CTC,0,0,0,1.53,0,0.61,0,0,0,66.36,0,34.86,327,35.17,No,98.47
Greenfield Albert M Sch,10.83,0,8.72,18.05,5.86,0.45,0,0,0.45,16.09,3.61,47.67,665,9.62,Yes,56.54
Greenock El Sch,4.95,0.5,0,3.96,0,0.5,0.5,0,0.5,43.07,0,52.97,202,13.37,Yes,90.59
Greensburg-Salem HS,5.07,0,1.36,5.07,1.61,1.11,0,0,9.53,39.36,0.12,48.76,808,13.99,No,86.88
Greensburg-Salem MS,7.15,0,0.16,7.31,1.91,1.59,0,0.48,3.5,50.4,0,50.4,629,18.28,No,82.99
Greenville El Sch,2.87,0.16,0.96,0.16,0.96,3.66,0.16,0,1.75,60.51,0.96,49.84,628,20.06,Yes,94.9
Greenville JSHS,1.57,0,3.3,0.63,3.14,1.88,0,0.16,5.02,44.43,0,47.1,637,14.91,No,91.21
Greenwich-Lenhartsville El Sch,1.8,0,0,1.8,8.11,3.15,2.25,0,1.8,36.04,1.35,50,222,17.57,Yes,88.29
Greenwood El Sch,0,0,0.61,0.91,0.91,0,1.22,0,0.3,33.54,0.3,46.65,328,14.94,Yes,97.56
Greenwood HS,0,0,0.43,1.28,2.56,0,1.71,0,1.71,32.48,0.43,47.44,234,12.39,No,95.73
Greenwood MS,0,1.09,0,1.63,0.54,0,1.63,0,1.63,35.33,0,44.02,184,17.39,No,96.74
Grove City Area HS,2.37,0.16,1.26,0.95,0.95,0.79,0,0.16,4.42,31.23,0.16,51.1,634,14.51,No,94.16
Grove City Area MS,3.54,0.22,0.88,1.55,0.88,0.22,0,0,4.87,37.83,0,50.44,452,20.35,No,92.92
Groveland El Sch,4.1,0,5.54,1.77,11.75,1.55,0.11,0,5.21,17.74,6.21,50.11,902,10.31,Yes,76.83
Grover Cleveland El Sch,9.38,0.16,4.45,17.97,11.45,0.95,0,0,0.32,71.22,9.38,48.17,629,14.47,Yes,56.6
Guilford Hills El Sch,8.53,0,2.33,2.33,7.36,0,0.78,0,0.78,42.25,2.71,50.39,258,3.88,No,79.46
