name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Dassa McKinney El Sch,2.35,0.16,0,0.31,0.31,1.1,1.41,0,2.19,49.45,0,50.55,639,25.35,Yes,96.87
Dauphin County Technical School,3.46,0,6.72,23.52,14.92,4.25,0.59,0,0.79,52.27,4.94,49.41,1012,20.95,No,51.38
David E Williams MS,5.65,0.11,2.55,6.21,2.99,0.67,0.55,0,4.1,27.83,1.44,53.1,902,15.85,No,82.48
David Leech El Sch,2.47,0,0.62,3.09,0.93,0.62,0,0.31,0,74.07,0,43.83,324,16.67,Yes,92.59
Davis El Sch,2.25,0,3.3,1.98,6.21,0.26,0.26,0.13,2.77,31.97,6.47,48.22,757,17.57,No,86.13
Davis Sch,8.36,0.19,1.12,31.04,49.63,7.81,0.56,0.19,0.19,82.53,21.38,43.87,538,16.54,Yes,9.48
Day Anna B Sch,3.81,0.21,0.21,93.02,1.9,12.26,0,0,0,73.78,0.63,49.47,473,14.59,Yes,0.85
Dayton El Sch,1.73,0,0.43,0.43,0.87,1.73,0,0,2.16,49.35,0,51.95,231,19.91,Yes,96.54
DeBurgos Bilingual Magnet MS,5.04,0,0.12,14.17,79.71,1.2,0,0,0,83.43,23.17,49.46,833,20.65,Yes,0.96
DeFranco El Sch,3.7,0,0.87,0.87,7.61,0,0,0,2.39,44.13,1.3,48.04,460,17.17,Yes,86.96
Decatur Stephen Sch,9.09,0,9.4,16.75,14.4,0.41,0,0.2,0.41,48.21,8.68,50.26,979,18.08,Yes,50.15
Deep Roots CS,3.7,0,0,42.9,40.74,1.23,0,0,0,42.28,4.32,46.6,324,15.12,Yes,12.65
Deer Lakes HS,1.23,0.35,0.53,0.71,1.59,0,0,0,5.29,24.16,0,48.68,567,18.52,No,95.59
Deer Lakes MS,0.87,0.22,0.22,0.66,0.87,0.87,0.22,0.44,4.37,27.29,0.22,48.47,458,23.8,No,96.72
Deibler El Sch,5.65,0,1.47,0.49,8.35,0.49,0,0,6.88,14.74,0.49,48.16,407,15.72,No,84.03
Delahunty MS,6.92,0,1.89,5.97,0.31,0.63,0.63,0.31,9.12,38.68,0,48.74,318,12.26,No,84.59
Delaware County Technical High School-Aston,1.43,0,4.46,25,5,1.25,0,0.18,0,2.5,0,41.79,560,39.29,No,63.93
Delaware County Technical High School-Folcroft,0.68,0,4.28,38.18,4.11,0.51,0,0.17,0,4.11,0,63.87,584,36.13,No,52.57
Delaware County Technical High School-Marple,,,,,,,,,,,,,,,No,
Delaware Valley El Sch,5,0.22,3.26,1.52,11.96,0.22,0,0,0,37.61,1.09,48.26,460,18.48,Yes,78.04
Delaware Valley HS,3.23,0.26,2.24,1.98,10.09,0.53,0,0,0,31.91,0.33,46.8,1517,18.79,No,82.2
Delaware Valley MS,4.02,0,3.06,1.34,9.18,0.76,0,0,0,33.08,0.57,44.36,523,20.65,No,82.41
Delcroft Sch,6.08,0,3.12,71.07,5.04,1.04,0,0,0.3,84.87,1.78,45.55,674,17.51,Yes,14.69
Delta-Peach Bottom El Sch,2.27,0.97,0.65,1.29,2.59,0.97,0.65,0.32,0.97,32.36,0.65,48.87,309,12.3,Yes,91.91
Denver El Sch,2.05,0.21,2.26,2.46,8.42,2.46,8.42,0,0,37.58,3.49,46.2,487,21.15,Yes,84.6
Derry Area MS,1.27,0,0.64,0.85,0.64,1.27,0.64,0,3.81,46.61,0.64,48.09,472,16.53,No,96.61
Derry Area SHS,1.76,0,0.18,1.23,0.53,1.58,0.88,0,3.51,39.72,0.18,49.03,569,15.82,No,96.31
Devers Sch,6.31,0.13,0.27,30.74,50.6,4.7,0.27,0.13,0,82.42,24.7,47.79,745,14.09,Yes,11.81
Devon El Sch,3.79,0,42.74,2.74,2.53,0.42,0.42,0,9.26,4.42,6.95,47.37,475,11.16,No,48.21
Dick William Sch,2.75,0,0,93.86,2.12,2.33,0,0,0,87.08,0.21,47.46,472,20.76,Yes,1.27
Dickey El Sch,7.95,0,0,3.35,4.18,1.26,0,0,0.42,72.8,0,49.79,239,18.41,Yes,84.52
Diehl Sch,8.97,0.23,15.4,40.23,12.41,1.84,0,0,0,91.72,15.17,52.18,435,14.02,Yes,22.76
Dillsburg El Sch,2.59,0,1.72,0.43,4.09,1.51,2.16,0.22,2.37,14.22,0.22,47.84,464,9.05,No,90.95
Dingman-Delaware El Sch,3.64,0.2,1.82,2.83,12.32,0.61,0,0.2,0,41.62,2.63,50.3,495,15.15,Yes,78.99
Dingman-Delaware MS,5.5,0,2.02,2.02,14.5,0.73,0,0,0,39.82,0.73,48.81,545,16.33,No,75.96
Dingman-Delaware Primary Sch,3.94,0.2,1.38,1.57,17.72,1.18,0,0,0,45.67,1.57,45.08,508,13.39,Yes,75.2
Discovery CS,2.58,0,0.17,95.02,1.37,0.69,0,0.17,0,62.2,0,48.63,582,14.09,Yes,0.69
Disston Hamilton Sch,8.43,0.12,1.9,38.12,34.92,2.85,0,0.12,0,72.57,12,48.93,842,12.71,Yes,16.39
Dobbins AVT HS,3.36,0.12,0.25,86.07,9.58,2.24,0,0,0,78.11,3.48,59.2,804,16.29,Yes,0.62
Dobson James Sch,12.45,0,3.21,26.1,9.64,3.21,0,0,0,47.79,2.01,49.4,249,22.09,Yes,48.59
Dodson El Sch,6.69,0.18,2.11,18.66,53.87,1.41,0,0,0,85.04,7.92,46.48,568,11.09,Yes,18.49
Doe Run El Sch,2.78,0,3.2,1.81,9.04,0.7,0.28,0.56,3.2,36.3,1.25,47.15,719,13.49,Yes,82.61
Don Gill El Sch,1.87,0,0.53,0.27,1.6,0.27,1.87,0,3.47,48,0.27,48.8,375,19.47,Yes,95.73
Donald E. Schick Sch,8.94,0.43,3.26,5.96,2.55,0.43,0,0.14,0.99,43.4,0.57,48.65,705,12.77,Yes,78.72
Donald H Eichhorn MS,6.55,0,4.8,3.71,10.04,0,0.66,0,6.11,28.38,2.62,51.97,458,12.23,No,74.89
Donaldson Elem Sch,5.54,0.18,5.54,2.32,2.86,0.36,0,0,1.25,15.54,6.79,48.57,560,11.43,No,83.57
Donegal El Sch,1.06,0,1.06,0,0,0,0,0,2.13,48.94,0,55.32,94,21.28,Yes,97.87
Donegal HS,4.58,0.11,1.31,3.82,9.92,1.09,0.33,0.11,5.13,33.48,1.31,50.27,917,17.01,No,80.15
Donegal Intermediate School,4.3,0,1.26,3.57,13.75,1.26,1.89,0,5.46,40.71,1.57,49.63,953,13.96,Yes,77.12
Donegal JHS,6.7,0,0.65,4.1,14.47,1.73,1.3,0,2.59,42.33,2.81,47.3,463,15.98,No,74.08
Donegal Primary School,8.05,0.15,1.55,1.86,14.09,1.7,1.7,0,0,39.32,2.79,52.79,646,13.16,Yes,74.3
Donegan El Sch,1.3,0,1.3,11.28,79.39,4.34,0,0,0.87,94.79,19.74,53.36,461,13.02,Yes,6.72
Dormont El Sch,11.65,0,0.54,2.98,6.5,1.9,0.54,0.27,2.98,33.33,2.44,47.43,369,16.26,Yes,78.05
Dorseyville MS,3.64,0,7.91,3.1,3.74,0.43,0.21,0,9.52,22.25,0.86,44.92,935,10.91,Yes,81.6
Dover Area El Sch,4.93,0.43,0.43,3.64,7.07,1.5,0,0,4.5,45.82,1.07,46.04,467,14.99,Yes,83.51
Dover Area HS,3.59,0,1,3.88,8.07,2.39,0,0,4.08,40.24,1.49,47.21,1004,15.24,No,83.47
Dover Area Intrmd Sch,4.41,0.18,0.35,4.59,10.41,1.59,0,0.18,2.47,51.32,1.06,47.8,567,20.28,Yes,79.89
Downey Sch,5.21,0.26,0.52,48.18,42.71,11.2,0.26,0,0,95.05,16.93,51.3,384,11.72,Yes,3.13
Downingtown HS East Campus,2.09,0.06,13.66,3.14,6.16,0.52,0,0.12,0.41,12.44,0.99,47.62,1720,17.67,No,74.77
Downingtown HS West Campus,2.48,0,5.13,4.44,5.41,0.52,0,0.12,0.63,14.98,0.63,46.77,1736,23.91,No,82.43
Downingtown MS,2.22,0,7.46,3.11,4.26,0.44,0,0.09,4.17,11.63,0.27,48.49,1126,17.23,No,82.86
Downingtown STEM Academy,1.33,0,35.64,1.94,2.3,0.12,0,0,4.12,4.12,0,53.82,825,2.79,No,58.79
Doyle El Sch,4.03,0,2.97,0.21,5.3,0.42,0,0,9.96,11.65,0.64,53.18,472,10.17,Yes,87.5
Dr Cleveland Steward Jr El Sch,10.84,0,5.88,36.53,6.81,4.95,0,0,0.93,64.09,3.72,43.96,323,18.89,Yes,39.94
Dr David W Kistler El Sch,10.33,0.2,1.52,24.82,43.26,2.33,0.2,0,0.91,83.38,7.19,50.86,987,16.62,Yes,19.86
Dr Robert Ketterer CS Inc,5.65,0.56,0,26.55,3.39,3.95,0,0,0,89.83,0.56,27.68,177,55.37,No,63.84
Drexel Hill MS,4.16,0.14,6.31,38.49,6.24,1.46,0,0,5.76,49.17,2.7,46.6,1442,19.49,No,44.66
Drums El/MS,2.32,0,0.54,2.59,17.98,0.54,0,0.14,0,24.25,3.27,48.5,734,13.62,No,76.43
Dubois Area MS,2.94,0.18,0.8,0.62,2.76,1.69,0.8,0,3.48,58.11,0.36,48.31,1122,22.82,Yes,92.69
Dubois Area SHS,1.85,0.19,0.39,0.49,2.43,1.07,0.58,0,3.98,50.05,0.19,52.58,1029,16.33,No,94.66
Duckrey Tanner Sch,2.98,0,0.18,92.11,2.46,5.09,0,0.35,0,84.21,0.35,46.14,570,12.63,Yes,1.93
Dunbar Paul L Sch,3.83,0.38,0,90.8,4.21,2.68,0,0,0,81.23,1.15,44.44,261,26.44,Yes,0.77
Dunbar Twp El Sch,4.58,0.34,0,2.72,1.19,1.87,0.51,0,0.17,63.84,0,47.88,589,28.52,Yes,91.17
Dunmore El Ctr,4.56,0,5.96,4.18,8.62,0.63,0,0.13,0.51,43.09,4.56,46.13,789,15.34,Yes,76.55
Dunmore JSHS,1.56,0,4.98,3.84,5.69,0,0,0,1.42,32.57,1.99,46.09,703,19.2,Yes,83.93
Duquesne El Sch,10.24,0.73,8.05,68.78,3.9,6.1,0,0,0.49,87.07,10.24,51.71,410,18.54,Yes,8.29
Durham-Nockamixon El Sch,1.78,0,0,0.89,4.89,0,0.44,0,4,26.67,1.33,49.33,225,16,Yes,92.44
Dutch Ridge El Sch,1.69,0,2.03,0.68,1.36,0,1.69,0,0,21.19,1.02,51.19,590,13.56,Yes,94.24
E M Crouthamel El Sch,0,0.28,5.57,6.69,23.12,0.56,0,0,3.34,39.83,20.06,51.81,359,12.26,Yes,64.35
E N Peirce MS,1.74,0,7.71,4.04,9.91,0.37,0,0.46,9.08,16.79,4.31,50.18,1090,14.4,No,76.15
ELCO Intermd Sch,1.33,0,0.66,1.99,5.14,2.32,0.66,0,0,41.13,1.33,45.11,603,22.39,Yes,90.88
Eagle View El Sch,4.72,0,0.47,0.71,3.77,1.42,0.94,0,0,52.59,0.71,49.29,424,22.64,Yes,90.33
Eagle View MS,4.9,0.11,12.9,2.13,3.62,1.39,2.24,0.11,0.64,22.92,2.88,46.48,938,15.35,Yes,76.23
Eagleville El Sch,6.7,0,9.28,6.96,7.47,0,0.52,0,3.35,27.06,4.38,53.61,388,21.39,Yes,69.59
Earl El Sch,0.44,0,0,0,5.78,0,0,0,5.33,30.22,0,48,225,26.67,Yes,93.78
Earle C Davis Primary,4.59,0,0.31,0.61,3.98,0.92,0.61,0,0,51.68,0,44.95,327,11.93,Yes,90.52
Early Childhood Edu Ctr,3.92,0,0,1.96,5.88,0.98,0,0,0,31.37,0.98,44.12,102,6.86,Yes,88.24
Early Childhood Lc,5.44,0,0.42,0.42,0.84,2.51,9.62,0,0,61.09,0.42,48.95,239,9.62,Yes,92.89
East Allegheny JSHS,9.88,0.13,0.93,28.04,2.14,1.6,0,0,0.93,56.61,0.27,46.86,749,20.29,Yes,58.88
East Bradford El Sch,4.88,0,2.44,1.71,10.24,0.24,0.49,0.24,3.9,14.88,6.1,45.37,410,12.44,Yes,80.49
East Coventry El Sch,5.41,0.54,2.7,3.96,5.05,0.54,1.62,0.18,2.7,21.62,1.08,48.29,555,18.92,Yes,82.16
East Derry El Sch,0,0,0.38,0,0.38,2.69,0.38,0,0,55.38,0.38,52.31,260,21.92,Yes,99.23
East Fallowfield El Sch,5.28,0.25,0.25,37.44,23.12,3.02,0,0,1.26,55.53,8.54,47.74,398,20.35,Yes,33.67
East Forest El Sch,1.39,0,0,0,1.39,15.28,2.78,0,1.39,58.33,0,40.28,72,19.44,Yes,97.22
East Forest JSHS,3.8,2.53,0,0,1.27,17.72,0,0,3.8,51.9,0,48.1,79,24.05,No,92.41
East Goshen El Sch,4.98,0,6.79,5.2,7.69,0.23,0.68,0,2.26,15.16,6.79,46.15,442,13.35,No,75.34
East Hanover El Sch,5.8,0,1.32,0.53,13.46,0.26,1.06,0,1.06,28.23,4.22,47.49,379,15.3,Yes,78.89
East High Street El Sch,4.52,0,3.02,1.51,9.8,1.01,0.25,0,1.76,38.19,8.04,47.24,398,20.1,Yes,81.16
East Hills MS,1.71,0.19,5.14,10,30.67,1.81,0,0.29,4.1,44.38,4.19,47.33,1050,18.48,No,52
East Juniata El Sch,1.5,0,0,1.07,2.15,0.86,0,0,0.43,50,0.43,49.79,466,18.45,Yes,95.28
East Juniata JSHS,0.2,0,0.82,1.64,0.82,1.02,0,0,1.43,41.92,0,47.24,489,19.43,No,96.52
East Lansdowne El Sch,3.15,0.32,1.26,85.49,5.99,2.84,0,0,0.95,55.21,0,48.26,317,9.78,Yes,3.79
East MS,1.69,0,7.52,47.24,17.94,1.84,0,0,0.46,89.11,18.1,45.55,652,26.84,Yes,25.61
East Norriton MS,9.35,0,1.56,31.18,35.75,2.23,0,0,6.46,65.92,8.69,48.22,898,22.94,Yes,22.16
East Pennsboro Area MS,7.35,0.25,6.62,7.11,9.8,3.31,0.49,0,2.82,36.03,2.94,47.06,816,23.04,No,68.87
East Pennsboro Area SHS,5,0.51,4.87,7.56,8.33,2.69,1.15,0.13,4.23,30.13,1.54,50.26,780,17.31,No,73.59
East Pennsboro El Sch,11.42,1.1,4.42,6.26,11.6,2.58,0.92,0.37,0.37,36.1,2.95,49.17,543,16.39,Yes,64.83
East Petersburg El Sch,2.77,0.21,1.92,8.96,19.4,1.07,0,0,2.56,46.7,5.54,49.89,469,19.62,Yes,66.74
East Pike El Sch,4.26,0.27,1.6,6.91,1.33,2.13,0,0,0.8,39.36,0.27,50.27,376,13.03,Yes,85.64
East Stroudsburg El Sch,9.2,3.28,1.72,19.5,12.64,0.94,0,0,1.25,49.45,2.18,51.48,641,15.76,Yes,53.67
East Stroudsburg SHS North,4.52,0.9,3.01,30.52,26.1,1.51,0,0.3,2.51,46.69,0.4,46.39,996,21.39,No,34.64
East Stroudsburg SHS South,3.9,0.75,2.78,22.6,21.32,1.35,0,0.3,3,43.69,1.35,47.37,1332,22.07,No,48.35
East Union Intrmd Sch,2.1,0.23,0.23,0.7,0.93,0.7,0,0,0.93,31.7,0,45.92,429,23.08,Yes,95.8
East Vincent El Sch,5.58,0.17,2.62,13.44,6.28,0,1.4,0.35,5.24,27.23,1.75,49.91,573,17.28,Yes,71.55
East Ward El Sch,5.2,0.19,20.26,6.32,7.43,0.19,0,0,0.93,21,4.09,48.33,538,11.52,Yes,60.59
East York El Sch,9.47,0,4.74,5.57,13.09,0.56,0,0,1.11,44.01,9.47,46.52,359,11.7,Yes,67.13
Easterly Parkway El Sch,10.26,0,18.91,4.17,7.69,2.88,0.32,0,3.85,33.33,17.63,55.45,312,8.97,Yes,58.97
Eastern Center for Arts & Technology,2.49,0,3.45,23.75,9.39,1.53,0.19,0,1.15,36.02,2.11,34.87,522,42.53,No,60.92
Eastern Lebanon Co MS,1.55,0.17,0.86,1.2,4.48,1.38,0.17,0,0,38.9,0.86,45.78,581,18.42,No,91.74
Eastern Lebanon Co SHS,0.41,0,1.09,2.46,3.42,2.87,0.68,0,0,35.93,1.23,49.73,732,16.12,No,92.62
Eastern Westmoreland CTC,0,0,0,2.44,0.41,1.02,0,0,0,50.2,0,33.74,492,28.66,No,97.15
Eastern York HS,2.1,0.28,0.56,2.24,6.03,2.1,1.96,0.14,5.89,43.76,0.56,48.11,713,11.64,No,88.64
Eastern York MS,3.13,0,0.49,1.32,5.92,2.47,3.78,0,4.11,46.38,1.32,49.01,608,13.82,No,89.14
Easton Area HS,3.62,0.24,5.36,17.5,26.05,1.43,0,0.03,0,49.11,3.76,46.96,2875,18.47,Yes,47.2
Easton Area MS,4.82,0.05,4.77,18.48,27.36,1.36,0,0.23,0.05,48.83,5.19,47.85,2138,23.53,Yes,44.29
Easton Arts Academy Elementary CS,0.54,0.81,1.9,36.59,18.16,1.36,0,0,0,62.6,1.9,60.43,369,10.57,Yes,42.01
Ebenezer El Sch,5.51,0.97,2.76,3.89,15.72,0.49,2.59,0.16,0,43.92,3.89,51.54,617,14.1,Yes,70.99
Economy El Sch,4.37,0,0.46,5.52,4.14,2.99,0.69,0,0.23,30.8,3.91,49.2,435,15.17,No,85.52
Eddystone El Sch,15.28,0,1.75,26.64,11.79,1.31,0,0,0.44,80.79,4.8,51.09,229,23.58,Yes,44.54
Eden Hall Upper El Sch,2.36,0.19,6.98,0.66,2.17,0.57,0,0.19,11.23,4.62,0.47,51.6,1060,16.13,No,87.45
Edgar Fahs Smith STEAM Academy,9.42,0.61,1.22,28.88,44.38,1.52,0,0,0.61,69.91,11.25,53.8,329,6.08,Yes,15.5
Edgewood El STEAM Academy,9.32,0.37,0.37,72.03,3.29,8.04,0,0,1.65,74.04,1.1,47.9,547,22.12,Yes,14.63
Edgewood El Sch,6.28,0,6.46,3.23,4.85,0,0,0,4.67,6.1,1.08,49.55,557,20.11,No,79.17
Edgeworth El Sch,7.98,0,1.41,2.82,3.29,0,0,0,0,15.26,1.41,50.7,426,14.32,Yes,84.51
Edinboro El Sch,3.18,0.24,0.49,1.71,1.47,0,0.24,0,1.71,37.16,0,51.1,409,13.45,Yes,92.91
Edison El Sch,12.5,0.24,6.6,36.79,19.81,3.54,0,0,0.24,90.33,10.85,50.24,424,18.16,Yes,24.06
Edison HS/Fareira Skills,2.48,0,0.46,31.59,64.19,2.85,0,0,0.37,75.39,28.19,41.51,1089,35.72,Yes,1.29
Eisenhower El Sch,3.16,0,3.51,1.4,4.21,0,1.4,0,5.61,17.89,3.51,54.74,285,14.04,Yes,87.72
Eisenhower M/HS,0.64,0.21,0.64,0.43,0.43,0.85,0,0,2.55,40.43,0.21,48.51,470,15.74,No,97.66
Eisenhower MS,6.78,0,1.02,34.65,49.62,1.79,0,0,1.41,76.21,15.09,49.62,782,23.15,Yes,7.93
Elderton El Sch,0,0,1.29,0,3.43,3.43,0,0,1.72,27.04,0.86,48.07,233,14.16,Yes,95.28
Eleanor Roosevelt El Sch,9.79,0,7.73,9.28,5.67,0.52,0.34,0.17,2.58,19.42,5.15,46.05,582,16.67,Yes,67.35
Elizabeth Forward MS,2.67,0,0.36,3.91,1.25,0.53,0.53,0,2.31,36.83,0.18,54.27,562,21.71,No,91.81
Elizabeth Forward SHS,2.48,0.29,0.15,3.06,0.87,0.73,0.58,0,7.29,34.55,0,48.54,686,18.8,No,93.15
Elizabeth R Martin El Sch,5.12,0,6.06,14.69,59.3,0.81,0.13,0.13,2.16,80.32,15.09,50.27,742,13.88,Yes,14.69
Elizabethtown Area MS,3.52,0.31,1.84,2.76,5.51,0.92,0.61,0.15,7.35,34.46,1.99,48.09,653,14.7,No,85.91
Elizabethtown Area SHS,3.22,0.16,1.45,1.85,5.56,1.05,0.72,0.08,8.21,26.57,1.29,49.19,1242,13.29,No,87.68
Elk Lake El Sch,3.61,0.16,0.16,0.16,7.06,0.63,1.26,0,0.63,56.04,3.92,47.1,637,22.45,Yes,88.85
Elk Lake JSHS,1.87,0.37,0,0.93,4.49,0.75,0.37,0,2.06,51.4,0.75,48.41,535,25.05,No,92.34
Elk Ridge School,3.93,0,0.21,3.51,39.26,3.72,0.62,0.21,0.62,40.91,19.21,48.97,484,14.26,Yes,52.89
Elk Valley El Sch,4.67,0.16,0.31,1.25,0.62,3.43,1.87,0.16,0.16,58.88,0,46.73,642,15.26,Yes,92.83
Elkin Lewis Sch,2.92,0.15,0.15,18.22,76.82,2.19,0,0,0,86.44,25.07,47.38,686,8.31,Yes,1.75
Elkins Park Sch,7.32,0.41,4.7,54.14,8.43,1.38,0.14,0,0,34.12,2.21,50.97,724,16.57,No,25
Ellwood Sch,5.2,0,2.14,87.46,4.59,3.06,0,0.31,0,75.84,1.83,45.57,327,12.84,Yes,0.31
Elmer L Meyers JSHS,7.19,0,2.25,21.8,40.45,1.35,0,0,2.47,84.04,8.88,45.73,890,26.74,Yes,28.31
Elmwood Academy,4.12,0,1.62,11.18,7.21,1.18,0,0.15,2.5,37.94,5.88,47.79,680,17.79,Yes,75.74
Elroy Avenue El Sch,6.15,0.92,6.46,5.85,6.46,0.62,0,0,0.92,60.31,11.08,46.77,325,16.31,Yes,74.15
Emily Brittain El Sch,5.64,1.13,0.38,4.14,5.64,4.14,0,0,1.13,53.38,2.63,45.49,266,23.31,Yes,83.08
Emlen Eleanor C Sch,4.84,1.42,0,91.17,2.56,2.56,0,0,0,83.48,0.28,46.44,351,25.36,Yes,0
Emmaus HS,2.72,0.1,5.75,4.92,12.24,0.42,0.38,0.03,7.57,25.87,1.29,47.73,2868,15.24,No,74.23
Emory H Markle MS,2.92,0.19,2.04,3.89,5.36,0.78,0.49,0.19,3.21,35.54,0.88,47.42,1027,12.27,No,85.39
Environmental CS at Frick Park,7.81,0.89,2.57,20.76,3.01,0.22,0,0,6.7,26.67,0,47.99,896,13.39,Yes,64.96
Ephrata Intermediate Sch,5.33,0.44,2.22,1.63,10.07,1.04,0.44,0.15,3.85,44.74,2.67,50.07,675,19.85,No,80.15
Ephrata MS,2.51,0.15,2.51,3.1,10.32,2.06,0.15,0.15,3.69,41.3,2.21,47.05,678,22.57,No,81.27
Ephrata SHS,1.78,0.23,2.7,3.71,10.74,1.78,0.08,0,3.48,36.94,2.55,51.24,1294,17.16,No,80.83
Erie County Technical School,0.87,0.14,0.58,1.15,1.15,2.31,0,0,1.01,61.47,0,39.39,693,24.39,No,96.1
Erie HS,5.77,0.09,5.58,39.97,13.08,1.02,0,0.09,0.09,76.87,15.17,47.28,2149,25.87,No,35.41
Erie Rise Leadership Academy CS,16.22,0.22,0,53.78,20,5.11,0,0,0,99.78,10.22,50.22,450,22,Yes,9.78
Eshleman El Sch,4.48,0,4.78,5.67,14.93,2.99,0,0,1.79,41.19,4.48,48.96,335,11.94,No,70.15
Esperanza Academy CS,0,0.06,0,4.1,95.65,0.18,0,0,0,82.99,24.54,51.9,1634,16.77,Yes,0.18
Esperanza Cyber CS,0.22,0,0.45,7.64,90.11,4.49,0.67,0.22,0,95.73,20.45,55.51,445,23.82,Yes,1.35
Eugenio Maria DE Hostos CS,0.58,0,2.69,5.95,90.4,0,0.19,0,0,67.18,11.32,53.93,521,28.79,Yes,0.38
Evans City El Sch,3.62,0,1.99,1.09,1.63,0.54,0.18,0,6.7,22.28,0.91,42.57,552,17.39,Yes,91.67
Evans City MS,2.58,0,1.79,0.2,1.39,1.59,0.6,0,10.74,21.87,0.6,50.7,503,21.27,Yes,94.04
Evans El Sch,6.88,0,5.68,1.2,3.61,0.52,0,0,2.58,11.53,0,48.88,581,16.01,No,82.62
EverGreen El Sch,5.51,0,0,1.95,9.77,1.07,0.36,0,1.24,58.97,0.36,50.09,563,19.54,Yes,82.77
Everett Area El Sch,1.3,0,0.22,1.95,2.6,0.87,1.3,0,0,56.28,0,50.87,462,15.58,Yes,93.94
Everett Area HS,0.25,0,0,1.77,0.25,4.04,0.25,0,2.78,58.59,0,51.77,396,23.74,No,97.73
Everett Area MS,1.04,0,0,2.08,2.08,2.08,0.69,0,3.81,58.13,0,44.98,289,18.34,No,94.81
Evergreen Community CS,1.9,0,0,11.43,3.81,0,0,0,6.67,0,0.95,60,105,6.67,No,82.86
Evergreen El Sch,11.55,0.4,9.96,27.09,6.37,1.2,0,0,0.8,43.03,5.18,45.02,251,13.94,Yes,44.62
Executive Education Academy CS,2.42,0,0.08,17.89,73.51,1.06,0,0.08,1.28,70.49,5.43,48.68,1325,11.62,Yes,6.04
Exeter Twp JHS,3.79,0.17,2.58,6.37,14.97,2.24,0.34,0,5.34,31.5,2.58,48.54,581,20.14,No,72.12
Exeter Twp SHS,3.3,0.38,2.84,5.3,13.12,1.53,0.61,0,4.07,25.94,1,48.81,1303,19.34,No,75.06
Exton El Sch,6.41,0,18.89,2.53,8.09,0.51,2.36,0,5.56,15.18,4.55,49.75,593,15.01,No,64.08
Eyer MS,4.06,0,5.41,4.96,8.46,0.23,0.23,0.11,11.72,20.07,1.58,46,887,23.45,No,77
Fairfield Area El Sch,0.6,0,0.9,2.69,2.69,0.3,1.79,0,1.79,21.79,1.19,51.34,335,14.63,Yes,93.13
Fairfield Area HS,0.31,0.62,1.23,0.93,1.85,0,2.16,0.31,3.09,15.43,0,49.69,324,10.19,No,94.75
Fairfield Area MS,0.35,0,0.7,1.06,2.11,0,2.82,0,4.23,23.59,1.06,52.82,284,13.38,No,95.77
Fairview Avenue El Sch,8.18,0.28,0.28,4.65,5.92,1.55,0.28,0,0.56,60.79,0,52.05,709,9.59,Yes,80.68
Fairview El Sch,0.9,0.3,3.15,1.8,3.15,0.45,0,0,0.9,22.52,1.5,52.7,666,11.86,Yes,90.69
Fairview HS,4.58,0,2.38,0.92,2.2,1.65,1.28,0,6.41,21.06,0.55,47.07,546,10.07,No,89.93
Fairview MS,4.09,0,3.07,1.02,4.94,0.34,1.19,0,8.69,20.95,1.02,48.04,587,10.56,No,86.88
Falling Spring El Sch,8.18,0.37,0.37,5.58,14.13,1.86,0.37,0.37,1.49,47.58,3.72,50.19,269,7.81,No,71
Fallsington El Sch,4.71,0,11.59,2.9,13.04,0.72,0,0,1.81,27.54,2.54,50.36,276,18.84,Yes,67.75
Fannett-Metal El Sch,1.8,0,0,0,0.6,6.59,1.2,0,0,55.09,0,52.1,167,16.77,Yes,97.6
Fannett-Metal MS,0.79,0,0,0,3.17,1.59,0.79,0,0.79,42.06,0,45.24,126,16.67,No,96.03
Fannett-Metal SHS,1.44,0,0.72,2.16,4.32,0,0,0,0.72,43.88,0,54.68,139,16.55,No,91.37
Farmdale El Sch,0.75,0.19,0.75,4.29,15.3,0.93,0,0.19,2.24,37.13,6.16,50.56,536,18.28,Yes,78.54
Farmersville El Sch,2.38,0.24,8.31,6.89,18.53,0.95,0,0,2.14,29.45,2.85,47.03,421,11.64,No,63.66
Farrell Area ES/LMS,15.41,0.56,0.56,67.51,0.84,3.64,0,0,0,100,0,48.18,357,24.65,Yes,15.13
Farrell Area HS/UMS,2.49,0.36,0.36,79.36,0.71,3.2,0.36,0,0,100,0,45.55,281,24.91,Yes,16.73
Farrell Louis H Sch,9.19,0.17,18.8,15.6,19.73,1.77,0,0.51,0,60.62,26.64,48.31,1186,13.07,Yes,36
Fawn Area El Sch,1.26,1.26,0.42,0,1.26,0.42,2.52,0,2.1,25.63,0,49.16,238,10.92,No,95.8
Fayette County Career & Technical Institute,1.22,0.35,0.35,9.22,0.17,1.22,0,0.17,0.17,59.83,0,41.74,575,36.87,No,88.52
Fayetteville El Sch,6.03,0,1.72,4.09,7.97,1.94,1.08,0.22,1.29,55.82,2.16,47.63,464,24.57,Yes,79.96
Fell CS,2.74,0,0,4.11,9.59,0,0,0,0,66.44,0,50.68,146,15.75,No,83.56
