name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Bainbridge El Sch,2.64,0.44,0.44,0.44,0.88,1.32,0,0,2.64,20.7,0,46.26,227,14.54,No,95.15
Baker El Sch,2.35,0,0.88,4.99,2.05,3.52,0.29,0.29,1.17,53.67,0.29,48.39,341,15.25,Yes,89.44
Bala-Cynwyd MS,6.36,0,12.71,8.63,4.36,0.47,0.19,0.28,21.63,11.76,2.09,48.2,1054,15.84,No,67.65
Bald Eagle Area JSHS,0.57,0.11,0.57,1.26,1.26,0.92,0,0.23,2.87,40,0,48.51,870,18.16,No,95.98
Baldi C C A MS,8.53,0.47,21.19,14.39,9.59,0.6,0,0.4,0,47.57,19.85,49.83,1501,14.52,Yes,45.44
Baldwin SHS,2.93,0.13,11.64,5.85,1.6,0.73,0,0.07,4.65,38.36,5.98,48.67,1504,9.18,No,77.79
Bancroft El Sch,1.6,0,2.74,1.14,56.16,7.53,0,0,0,55.25,22.83,53.42,438,8.9,Yes,38.36
Bangor Area HS,2.75,0,1.12,1.43,7.14,0.2,0,0,3.87,36.49,0.51,49.85,981,21.2,No,87.56
Bangor Area MS,4,0.21,0.84,2.32,5.26,0,0,0,3.16,43.58,0.21,46.74,475,19.16,Yes,87.37
Barclay El Sch,2.65,0.31,7.79,2.65,25.7,1.4,0.16,0,3.89,30.22,17.13,52.8,642,9.81,Yes,60.9
Baresville El Sch,4.61,0.74,1.29,1.48,6.27,2.77,0.55,0,0.74,41.14,1.85,48.71,542,11.25,Yes,85.61
Barkley El Sch,7.07,0,0.67,6.73,36.36,2.69,0.34,0,6.06,51.18,21.55,48.82,297,11.45,Yes,49.16
Baron EL Sch,3.56,0,0.25,1.78,10.43,3.31,0,0.25,2.29,46.56,0.25,50.38,393,13.99,Yes,83.72
Barrett El Sch,9.95,0,1.9,73.46,3.79,2.37,0,0,0,84.36,0.95,47.39,211,29.38,Yes,10.9
Barry Comm John Sch,2.96,0,0.16,94.75,1.64,6.24,0,0,0,82.27,0.49,46.63,609,19.05,Yes,0.49
Bart-Colerain El Sch,1.46,0,0,0,6.34,2.93,0,0,3.41,46.34,2.44,42.93,205,12.68,Yes,92.2
Barth El Sch,14.04,0.28,1.4,41.85,18.54,3.65,0,0,0,80.06,1.69,47.75,356,13.76,Yes,23.88
Barton Clara Sch,1.87,0.16,3.9,21.37,68.64,1.09,0,0.16,0,76.91,18.41,51.33,641,9.05,Yes,3.9
Bartram John - Main,1.99,0.18,5.62,85.51,6.16,4.53,0,0,0.36,69.2,11.23,43.84,552,27.54,Yes,0.54
Bear Creek Community CS,4.52,0,1.29,6.24,8.6,0,0,0.43,1.51,40.22,1.08,53.55,465,21.08,Yes,78.92
Bear Creek School,3.55,0.11,1.29,2.8,6.88,1.51,0.86,0,7.96,34.52,2.69,49.14,930,18.06,Yes,85.38
Beaty-Warren MS,2.72,0.15,0.3,0.6,0.6,1.36,0,0,5.29,53.17,0,51.06,662,23.26,No,95.62
Beaumont El Sch,6.63,0.19,19.88,1.56,3.9,0.19,1.75,0.19,7.99,7.41,4.29,48.73,513,9.55,Yes,67.64
Beaver Area MS,0.66,0,2.98,0.66,2.98,0,0.33,0,0,18.87,0.33,51.66,302,11.59,No,92.72
Beaver Area SHS,1.59,0.14,1.15,3.6,1.15,0.29,0.58,0,0,19.6,0.43,44.52,694,12.97,No,92.36
Beaver County CTC,4.52,0.9,0.9,7.69,2.87,2.41,0,0,0,34.69,0,41.03,663,38.01,No,83.11
Beaver Creek El Sch,4.11,0,3.29,3.9,7.19,0.41,0,0,1.23,18.28,2.87,48.05,487,16.84,Yes,81.52
Beaver Falls Area SHS,16.16,0,0.44,23.14,2.62,3.06,1.09,0,8.08,74.02,0,47.38,458,18.78,Yes,57.64
Beaver Falls MS,20.05,0.54,0.27,24.93,2.98,2.17,0.81,0,4.07,78.05,1.36,51.49,369,17.89,Yes,51.22
Beaver-Main El Sch,1.02,0,0,0,1.02,0,0,0,1.02,37.76,0,41.84,98,12.24,Yes,97.96
Bedford County Technical Center,0,0,0.26,1.57,1.31,3.94,0,0,0,51.18,0,46.98,381,14.96,No,96.85
Bedford El Sch,1.18,0.26,1.32,1.05,1.18,3.03,0.53,0.13,1.05,47.63,1.45,49.08,760,18.03,Yes,94.87
Bedford MS,1.68,0,0.24,0.48,1.44,2.4,0.24,0,0.72,46.52,0,48.68,417,16.07,No,96.16
Bedford SHS,1.5,0,0.33,1.17,1.67,3.51,0.17,0,1,46.74,0.17,50.25,599,13.86,No,95.33
Bedminster El Sch,5.71,0,0.66,0.88,7.69,0.44,0,0,4.84,16.48,0.88,51.21,455,14.07,No,85.05
Bell Avenue School,1.25,1.25,0.31,93.44,3.44,3.13,0,0,0.31,55.31,0,48.13,320,10.63,Yes,0.31
Bellaire El Sch,11.08,0.48,3.13,15.18,12.29,0.96,11.57,0,0.24,50.36,9.88,45.78,415,10.84,No,57.83
Belle Valley El Sch,8.06,0.16,7.74,2.42,2.74,0.48,1.94,0,1.45,49.84,6.61,47.1,620,17.1,Yes,78.87
Belle Vernon Area HS,3.91,0.13,1.17,1.56,3.13,1.17,0.52,0,4.69,39.11,0.65,47.72,767,14.34,No,90.09
Belle Vernon Area MS,4.15,0,0.52,1.81,2.07,0.52,0,0,3.63,38.6,0.26,48.96,386,10.88,No,91.45
Bellefonte Area HS,2.49,0,0.45,1.02,1.7,0.45,0,0.11,2.61,27.66,0.45,52.04,882,19.5,No,94.22
Bellefonte Area MS,3.15,0.47,0.79,0.79,2.21,0.79,0.16,0,2.68,26.81,1.58,48.58,634,16.25,No,92.59
Bellefonte El Sch,2.23,0,0,2.51,4.75,2.79,0.84,0,1.12,43.02,1.12,51.96,358,21.79,Yes,90.5
Bellevue El Sch,14.16,0,3.4,14.73,3.12,2.55,0,0.57,1.98,53.54,5.1,49.86,353,24.08,Yes,64.02
Bellwood Antis MS,1.49,0.25,0.25,0.5,1.24,1.74,0,0,1.24,41.79,0,48.01,402,18.66,No,96.27
Bellwood-Antis HS,0.26,0.52,1.03,1.29,1.29,1.29,0,0,0.77,36.34,0,44.59,388,11.6,No,95.62
Belmont CS,0.11,0,0.53,96.06,2.99,7.89,0,0.11,0,89.13,0.64,47.87,938,20.68,Yes,0.21
Belmont Hills El Sch,4.72,0.35,10.14,11.01,13.11,1.22,0,0,1.4,54.2,8.39,42.66,572,19.41,No,60.66
Ben Franklin El Sch,5.61,0.22,0.67,4.71,1.57,1.12,1.79,0,0,47.31,4.93,46.19,446,18.39,Yes,87.22
Ben Franklin Sch,9.38,0,0.39,16.02,3.52,1.56,0,2.54,0.39,90.63,1.76,52.93,512,16.6,Yes,68.16
Bendersville El Sch,1.16,0.58,0,1.16,32.56,0.58,0,0,2.33,44.77,9.88,48.84,172,16.28,No,64.53
Benjamin Chambers El Sch,9.52,0.16,0.32,13.55,46.77,2.58,0.48,0.32,0,89.68,20.16,54.68,620,14.03,Yes,29.35
Benjamin Franklin El Sch,4.36,0,4.94,2.91,0.87,0,0,0,2.33,13.08,0.29,48.26,344,18.02,Yes,86.92
Benjamin Franklin Sch,5.06,0,3.64,63.38,23.64,7.27,0.13,0,0.26,89.87,7.79,48.05,770,11.04,Yes,4.29
Benjamin Rush El Sch,6.54,0.21,14.14,21.94,35.23,2.95,0,0.21,0.21,77.85,21.1,45.57,474,19.83,Yes,21.73
Benner El Sch,1.36,0,2.27,0.45,1.36,1.82,1.36,0,0.45,20.45,4.55,43.18,220,10,No,94.55
Bennetts Valley El Sch,3.16,0,0,2.11,0,1.05,0,0,1.05,28.42,0,55.79,95,26.32,Yes,94.74
Bensalem Twp HS,1.6,0.35,16.09,13.84,17.99,1.45,0.15,0,5.3,56.32,7.15,47.33,2001,21.24,No,50.12
Benton Area HS,0,1.1,0.55,0.55,0.55,0,0,0,9.39,24.86,0.55,51.93,181,16.02,No,97.24
Benton Area MS,1.8,0,0.9,0,2.7,0,0,0,5.41,27.03,0,49.55,111,18.92,No,94.59
Bentworth El Ctr,2.71,0,0.54,0.81,0.81,2.17,0,0,0,51.22,0,47.43,369,18.97,Yes,95.12
Bentworth MS,0.8,0,0.53,1.06,1.33,0.53,0,0,0.53,51.33,0.27,47.61,376,18.35,No,96.28
Bentworth SHS,0.87,0,0.29,1.45,2.62,1.45,0,0,1.74,41.57,0,54.36,344,16.57,No,94.77
Berkey Sch,14.6,0,0,36.02,4.97,3.11,0,0,0.31,68.01,1.24,45.65,322,16.46,Yes,44.41
Berks CTC-East Campus,2.18,0.69,0.46,2.41,8.37,1.95,0,0.11,0.34,38.88,0,34.29,872,44.15,No,85.78
Berks CTC-West Campus,0.51,0.51,1.9,4.06,13.81,0.89,0.13,0.38,0.13,36.76,0,45.88,789,34.73,No,78.83
Berlin Brothersvalley El Sch,4.76,0,0,0,1.1,0.37,0,0,1.1,36.26,0,53.85,273,16.85,Yes,94.14
Berlin Brothersvalley MS,2.29,0,0,0,1.38,0.46,0,0,0.46,36.7,0,50,218,15.14,No,96.33
Berlin Brothersvalley SHS,1.88,0,0,0,0,0.94,0,0.47,0.94,39.91,0,48.83,213,14.55,No,97.65
Bermudian Springs El Sch,3.98,0,0.28,0.71,15.77,0.43,0,0,0.43,45.74,4.83,49.43,704,9.8,Yes,79.26
Bermudian Springs HS,1.34,0,0.17,0.67,14.74,0.5,0,0,5.19,35.01,3.18,50.42,597,8.88,No,83.08
Bermudian Springs MS,2.29,0.16,0,0.49,16.5,0.33,0,0,2.94,41.83,4.08,50.16,612,10.78,Yes,80.56
Berwick Area HS,1.31,0,0.39,1.97,8.79,1.44,0,0,3.41,38.06,2.62,47.11,762,18.11,No,87.53
Berwick Area MS,1.71,0,0.32,1.18,8.36,1.71,0,0,3.11,47.37,1.39,51.23,933,18.44,No,88.42
Bethel El Sch,1.39,0,1.11,0.56,13.09,0.84,0.28,0,1.11,46.24,2.79,43.45,359,26.46,Yes,83.84
Bethel Memorial El Sch,2.78,0.31,8.33,1.23,2.16,0,0,0.31,0.62,10.8,10.19,44.75,324,18.52,Yes,84.88
Bethel Park HS,0.72,0,1.59,2.82,0.65,0,0,0.29,6.59,12.24,0.43,49.38,1381,13.61,No,93.92
Bethel Springs El Sch,3.77,0.22,22.62,1.77,3.99,0.22,0,0,5.54,8.43,2.44,50.78,451,17.74,No,67.63
Bethlehem AVTS,0,0.46,0.69,11.21,35.09,2.21,0,0.23,1.07,46.76,3.66,37.83,1311,29.9,No,52.33
Bethlehem-Center El Sch,3.06,0,0,2.24,0,0.82,1.43,0,0,54.08,0,47.55,490,24.29,Yes,94.69
Bethlehem-Center MS,3.2,0,0,1.2,0,0.8,0.4,0,0.4,58,0,47.6,250,20.8,No,95.6
Bethlehem-Center SHS,3.63,0,0,2.07,1.81,0.26,0,0,0.52,51.3,0,43.78,386,19.95,No,92.49
Bethune Mary McLeod Sch,4.78,0,0,74.46,19.93,5.11,0,0,0,84.51,7.58,51.73,607,9.72,Yes,0.82
Beverly Hills MS,1.23,0.13,21.73,59.08,13.36,1.23,0,0.19,2.4,72.83,16.47,49.09,1542,15.18,Yes,4.28
Big Beaver El Sch,18.38,0,0.28,10.86,4.74,0.84,0,0.28,1.67,62.12,2.79,48.75,359,21.17,Yes,65.46
Big Spring HS,2.64,0,1.01,0.76,2.02,1.13,0.13,0.25,4.79,35.39,0.25,46.22,794,21.54,No,93.32
Big Spring MS,2.98,0,0,1.93,3.33,0.88,0.18,0,4.74,40.88,0.35,46.84,570,28.07,No,91.75
Biglerville El Sch,0.22,0,0,0.86,28.23,0.86,0,0.22,0,46.55,15.73,50.43,464,11.42,Yes,70.47
Biglerville HS,0.96,0,0.38,1.34,26.49,0.77,0.19,0.77,8.25,39.35,5.57,48.56,521,16.7,No,70.06
Blackhawk HS,3.55,0.14,0.27,0.68,1.77,0.14,1.5,0,4.77,25.65,0.14,49.93,733,11.46,No,93.59
Blackhawk Intermediate Sch,3.47,0,0.32,0.32,1.58,0.63,1.89,0,3.15,32.18,0.32,44.79,317,17.67,No,94.32
Blacklick Valley El Ctr,4.01,0,0,0,0,2.87,1.72,0,0.29,37.82,0,43.84,349,17.19,Yes,95.99
Blacklick Valley JSHS,1.85,0,0,0,0,4.62,0.92,0,1.54,49.23,0,50.77,325,20.92,No,98.15
Blain El Sch,2.43,0.35,0.35,0,6.25,1.39,2.08,0,0,53.13,0,51.04,288,15.97,Yes,90.63
Blaine James G Sch,4.2,0.23,0,90.44,3.5,6.76,0,0,0,83.92,0,48.02,429,24.01,Yes,1.63
Blair Mill El Sch,6.41,0.48,6.18,6.89,14.73,0,0.24,0,1.9,43.47,5.94,53.44,421,12.11,Yes,65.32
Blairsville El Sch,4.66,0.44,1.33,2.44,1.77,1.55,0,0,1.11,60.98,0.44,48.56,451,17.74,Yes,89.36
Blairsville MS,3.96,0.44,0.88,0.88,2.2,0.88,0.44,0,2.64,51.54,0.88,44.49,227,14.54,No,91.63
Blairsville SHS,2.46,0,0.7,3.87,3.87,1.76,0.35,0,7.04,52.11,0,53.87,284,20.77,No,89.08
Blankenburg Rudolph Sch,2.4,0.24,0.24,93.76,2.16,11.03,0,0,0,81.77,0,46.04,417,14.87,Yes,1.2
Bloomsburg Area HS,3.59,0,1.2,1.91,3.35,2.39,0,0.24,5.98,38.04,0,52.63,418,8.61,No,89.71
Bloomsburg Area MS,3.24,0,0.54,2.7,5.68,2.43,0,0,0.54,53.51,0,47.3,370,17.03,Yes,87.84
Blossburg El Sch,0.88,0,0,0,1.32,0,0,0,0.88,58.15,0,42.29,227,20.26,Yes,97.8
Blue Ball El Sch,4.02,0.19,1.72,2.3,5.94,2.3,0.57,0,1.34,48.66,0.38,46.55,522,17.24,Yes,85.82
Blue Bell El Sch,5.91,0,13.79,11.6,5.25,0,0,0,2.63,14,1.75,46.39,457,17.51,No,63.46
Blue Mountain El Cressona Sch,2.38,0,0,0,4.17,1.19,2.38,0,1.79,33.33,0,41.67,168,26.19,No,93.45
Blue Mountain El East Sch,2.44,0.16,1.14,0.65,2.6,0.65,1.3,0,0.98,28.62,0.33,49.76,615,22.6,Yes,93.01
Blue Mountain HS,1.62,0.12,1.28,1.28,2.67,0.35,0.93,0.12,4.06,26.45,0.12,49.07,862,20.77,No,92.92
Blue Mountain MS,1.32,0,0.66,0.5,3.47,0.66,0.66,0,4.95,28.05,0.17,46.04,606,20.79,No,94.06
Blue Mountain West/St. Ambrose Sch,2.72,0,0.68,0.34,3.4,1.36,0.68,0.34,0.68,35.03,0,52.38,294,16.67,Yes,92.52
Blue Ridge El Sch,1.21,0,0.2,1.01,3.23,1.21,1.01,0,0.61,52.73,0.61,50.51,495,14.55,Yes,94.34
Blue Ridge HS,0.72,0.36,0,1.08,2.88,1.08,0,0,1.08,45.32,0,47.12,278,16.91,No,94.96
Blue Ridge MS,0.88,0.88,1.32,0.88,1.32,0.44,0,0,0.44,47.14,0.44,50.66,227,16.74,No,94.71
