SchoolName,AcademicYearId,Federal-Non-Personnel,Federal-Personnel,Local-Non-Personnel,Local-Personnel,State-Non-Personnel,State-Personnel
Roosevelt Altern Sch,2021,0.0,0.0,753383.78,0.0,0.0,12408.39
Roosevelt Campus of the Norristown Area,2021,135818.03,246755.77,0.0,2196429.31,9821.03,0.0
Roosevelt El Sch,2021,192528.0,1225803.0,340412.0,2167359.0,621343.0,3956014.0
Roosevelt MS,2021,1387636.64,203366.42,1089254.85,6605482.55,718322.53,4356066.83
Roosevelt Theodore MS,2021,670372.19,3652826.72,1124004.01,3753958.79,26382.76,227584.48
Rose Tree El Sch,2021,96809.62,155933.34,632715.47,5778936.16,139911.62,1277889.28
Roslyn Sch,2021,115307.89,267629.71,1324900.91,7620663.81,17727.39,31099.5
Ross El Sch,2021,408.66,142465.47,278706.11,1719306.59,207303.46,1278831.66
Rossmoyne El Sch,2021,31041.0,555663.0,1616763.0,3661119.0,567228.0,1284473.0
Rostraver El Sch,2021,44172.0,313125.0,402359.0,2852241.0,348858.0,2472983.0
Roundtown El Sch,2021,162789.53,275430.72,850808.95,5610709.86,298932.88,1971330.49
Rowan El Sch,2021,230747.0,218979.88,904443.11,5010170.02,305523.01,1692447.21
Rowen William Sch,2021,530050.13,2536093.2,876490.81,2228222.98,19479.67,236304.68
Rowland Academy,2021,195242.0,220685.0,2634186.0,3604247.0,3952891.0,5408577.0
Roxborough HS,2021,1402703.55,6626125.73,2142310.16,4681839.5,48556.43,455069.74
Roy A. Hunt El Sch,2021,288281.41,1079170.09,1235579.73,7338224.17,7999.7,0.0
Royersford El Sch,2021,42285.07,265922.27,991016.22,4784523.76,248566.63,1217289.74
Rupert El Sch,2021,149718.92,489361.97,497154.75,1853781.69,487190.75,1816628.12
Russell B Walter El Sch,2021,14516.79,681863.31,303770.69,1698936.45,525750.56,2940431.25
Russell C Struble El Sch,2021,144604.87,403697.6,1519706.88,5611003.9,512309.31,1857576.99
Russell El Sch,2021,61211.19,212558.4,676076.85,5447288.14,131160.72,1056788.49
Rutherford El Sch,2021,63765.2,616641.33,696122.06,3026876.81,211733.08,920657.45
Ryan Gloyer MS,2021,484135.98,312766.97,2688948.58,14261766.57,908333.15,4817658.27
Rydal East Sch,2021,138252.56,320884.3,1588537.76,9137069.89,21254.9,37287.87
S S Palmer El Sch,2021,42433.16,273193.6,801148.4,5259621.59,24637.4,64516.86
SRU El Sch,2021,185923.0,805616.0,565835.0,2007927.0,952845.0,3439986.0
STEM at Showalter,2021,478843.0,473391.0,2459022.0,3927917.0,554460.0,885667.0
Sabold El Sch,2021,38662.24,190572.95,1378929.34,6796984.76,325305.66,1603488.7
Saegertown El Sch,2021,626681.96,452502.22,162954.99,2128914.45,294950.15,3853356.5
Saegertown JSHS,2021,649936.06,194695.26,615262.0,2216637.37,1113630.38,4012135.87
Saint Clair Area El/MS,2021,71.37,64.85,6643.31,7109.77,440.44,471.37
Salem El Sch,2021,0.01,237198.08,183631.99,3973994.67,0.01,0.01
Salford Hills El Sch,2021,82921.3,321118.5,2768973.33,6361172.29,32943.67,11674.82
Salisbury El Sch,2021,298431.85,1544436.85,1811614.89,3219679.18,36.99,2234.44
Salisbury MS,2021,103.78,463.19,4162.78,11390.51,1156.25,3163.83
Salisbury SHS,2021,103.78,463.19,4162.78,11390.51,1156.25,3163.83
Salisbury-Elk Lick El Sch,2021,198066.47,724776.64,97633.83,404203.63,229559.95,950377.28
Salisbury-Elk Lick JSHS,2021,380126.54,225966.4,61325.48,567436.52,144190.58,1334176.01
Salladasburg El Sch,2021,58821.79,121416.88,152936.09,1080386.58,188527.69,1331816.42
Saltsburg El Sch,2021,172596.7,520884.2,667248.84,2013708.13,832274.52,2511743.56
Samuel Gompers Sch,2021,388743.38,2551801.18,641544.69,2339485.15,14529.75,149321.01
Samuel K Faust El Sch,2021,168550.27,776326.45,1842695.77,6795809.62,620760.63,2249818.36
Samuel Pennypacker Sch,2021,483878.7,2785592.42,839955.87,2753060.08,19136.1,203415.07
Sandburg MS,2021,27981.96,146844.38,1399217.55,7342846.04,475338.01,2494489.75
Sandy Run MS,2021,149931.0,190899.0,1905208.0,14890128.0,395704.0,2836215.0
Sandycreek El Sch,2021,81926.67,309112.83,350673.15,1753154.23,617743.04,2905708.13
Sara Lindemuth El Sch,2021,159306.78,2095533.85,3473297.49,5067134.82,16018.82,112873.16
Sarah W Starkweather El Sch,2021,98495.59,191416.48,1147521.74,6008422.26,320732.79,1679356.44
Saucon Valley El Sch,2021,276112.1,530845.22,1077668.6,8194687.58,374068.87,2385893.27
Saucon Valley MS,2021,273604.67,315638.78,1072210.26,8797295.53,355124.74,2561343.31
Saucon Valley SHS,2021,279415.25,411049.7,1596386.77,8783271.34,504074.19,2557260.16
Saul W B Agricultural School,2021,802306.21,1200485.52,1188726.52,636941.34,29260.33,117262.71
Sayre Area HS,2021,103556.39,145244.76,1021121.45,3723113.04,401070.5,3117096.73
Sayre William L MS,2021,567654.89,3517143.02,963282.66,3385169.07,21873.67,90344.18
Scenic Hills El Sch,2021,39783.81,195999.47,1418931.48,6990527.03,334742.64,1649147.6
Schaeffer Sch,2021,27494.23,159033.71,493528.06,2977027.61,135891.73,819717.2
Schnecksville Sch,2021,127571.87,175633.56,1214366.94,6492051.36,284641.73,1521705.42
School Street El Sch,2021,389943.38,1380225.76,284591.15,2201499.63,492803.05,3924277.33
School of the Future,2021,1059782.3,4810728.25,1784315.58,3758823.9,40082.64,293349.57
Schuylkill El Sch,2021,12304.0,57596.0,972864.0,5433587.0,219361.0,1225165.0
Schuylkill Haven El Ctr,2021,167505.41,633196.32,427615.58,2183328.58,523648.82,2673657.1
Schuylkill Haven MS,2021,111228.61,241081.42,236119.92,1577492.57,289147.36,1931763.38
Schuylkill Haven SHS,2021,84260.97,407731.72,488278.4,2604813.62,597935.19,3189798.59
Schuylkill Valley El Sch,2021,0.0,0.0,348480.13,7044992.52,600.16,1580625.13
Schuylkill Valley HS,2021,0.0,0.0,563246.64,7665532.58,0.0,824412.5
Schuylkill Valley MS,2021,0.0,0.0,398180.7,6181763.92,0.0,1424460.04
Schweitzer El Sch,2021,17468.74,91672.85,873511.53,4584033.89,296746.73,1557274.31
Schwenksville El Sch,2021,258633.87,84727.15,1060250.19,6562635.6,283895.75,1757230.84
Science Leadership Academy,2021,753201.8,3497840.37,1227651.74,2328685.4,28715.94,233263.04
Science Leadership Academy MS,2021,501857.55,2577753.13,843585.33,1501961.97,19812.28,79399.02
Scotland El Sch,2021,148647.0,144015.0,652940.0,3037656.0,271831.0,1754722.0
Scott MS,2021,174795.0,341189.0,1349993.0,3884342.0,578380.0,1664515.0
Scott Primary Sch,2021,73501.0,146182.0,645814.0,4752163.0,71844.0,717065.0
Scott Sch,2021,140943.0,159310.0,1901586.0,2601861.0,2853543.0,3904384.0
Scranton HS,2021,1.0,645656.64,1341458.17,7813998.97,1602988.71,9337415.35
Second District El Sch,2021,116316.4,1298467.6,461510.37,1303722.08,520426.59,1470154.69
Selinsgrove Area El Sch,2021,171076.86,720954.47,556477.71,3742502.59,339621.66,2284071.63
Selinsgrove Area HS,2021,226414.98,52929.35,918584.89,6212563.83,560617.83,3791564.72
Selinsgrove Area MS,2021,225140.76,213315.75,575317.34,4765497.96,351119.6,2908411.8
Selinsgrove Intrmd Sch,2021,158855.6,554756.65,549963.94,4171349.38,335646.27,2545799.38
Sellersville El Sch,2021,31245.0,247529.0,410366.0,4539260.0,131897.0,1245280.0
Seneca HS,2021,444229.0,301235.0,1279488.0,1999044.0,1177079.0,1839043.0
Seneca Valley HS,2021,942598.08,430244.64,5188046.69,25361092.66,1752534.37,8567036.71
Seventh Street Sch,2021,27286.13,311232.99,100883.48,494276.95,333959.11,1636227.15
Seylar El Sch,2021,37017.0,43103.0,475905.0,5178938.0,152593.0,1636757.0
Shade Gap El Sch,2021,36508.05,102387.95,118400.24,379355.44,235568.61,754763.95
Shade JSHS,2021,47674.37,91191.65,192377.29,718311.42,564282.37,2106955.81
Shady Grove El Sch,2021,61607.42,442667.96,996298.66,11508322.95,1302027.93,1877353.07
Shafer El Sch,2021,23833.0,351238.0,811188.0,6230465.0,254762.0,2014278.0
Shaler Area El Sch,2021,200900.0,345601.0,1673023.0,11235824.0,186369.0,1432929.0
Shaler Area HS,2021,310306.0,539056.0,2779000.0,18999065.0,309029.0,2408256.0
Shaler Area MS,2021,113938.0,235400.0,1449875.0,9989617.0,160913.0,1274036.0
Shallow Brook Inter Sch,2021,140814.46,36543.13,571077.18,3425539.66,292985.68,1757440.31
Shamokin Area El Sch,2021,36752.14,1003832.16,1212059.26,6880837.91,64918.13,775367.32
Shamokin Area HS,2021,673069.99,229434.89,1221307.61,7353373.82,21407.01,85682.16
Shamokin Area Intermediate Sch,2021,163780.76,288233.2,387069.37,2305332.63,11741.62,48262.96
Shamokin Area MS,2021,673069.99,229434.89,35751.87,2448218.99,8088.67,87231.96
Shamona Creek El Sch,2021,51643.77,114040.45,893353.39,5437023.56,269344.92,1639255.73
Shanksville-Stonycreek El Sch,2021,110.72,2173.33,3819.25,9312.11,2532.18,6173.96
Shanksville-Stonycreek HS,2021,302.48,907.01,4168.31,10508.07,2763.61,6966.89
Shanksville-Stonycreek MS,2021,291.47,907.01,4168.31,10508.07,547.58,6966.89
Shannock Valley El Sch,2021,394204.61,843527.41,639024.12,1479572.57,917526.57,2332968.24
Sharon HS,2021,275512.92,826538.76,275512.92,2204103.36,551025.84,5051070.2
Sharon Hill Sch,2021,34752.85,771021.87,101641.68,2255008.03,87977.13,1951848.1
Sharon MS,2021,135700.41,407101.23,135700.41,1085603.28,271400.82,2487840.85
Sharpsville Area El Sch,2021,44697.85,845698.41,302933.11,1596613.56,515805.02,2718558.22
Sharpsville Area MS,2021,11139.08,47521.9,202115.81,1011491.9,344143.14,1722270.0
Sharpsville Area SHS,2021,15082.69,394843.75,334769.27,1676184.87,570012.54,2854044.51
Sharswood George Sch,2021,610805.03,3428246.01,919479.53,3063833.84,21784.63,267662.53
Shaull El Sch,2021,0.0,0.0,1233149.0,4742159.0,142867.0,1537249.0
Shawmont Sch,2021,630879.47,2971892.73,1072918.87,3101665.97,25268.5,376318.23
Shawnee El Sch,2021,362722.0,322188.0,796925.0,6363367.0,371622.0,2504251.0
Sheffield Area El Sch,2021,241068.48,618480.04,277537.61,888958.77,448848.27,1437670.4
Sheffield Area MS/HS,2021,249430.29,420362.63,367921.46,0.0,0.0,0.0
Sheffield M/HS,2021,0.0,0.0,0.0,1379833.38,595021.73,2231538.37
Shenandoah Valley El Sch,2021,959827.96,1091987.15,186949.74,1682427.23,519173.01,4672222.54
Shenandoah Valley JSHS,2021,938568.49,214170.95,325350.7,1547132.68,903522.49,4296499.8
Shenango El Sch,2021,144104.16,853290.28,962453.19,1702592.49,1924906.38,3405184.98
Shenango HS,2021,2235415.0,265336.5,2245724.1,2061384.9,2887359.56,4122769.8
Shepherdstown El Sch,2021,22383.84,141064.76,487825.59,2842175.46,32643.04,40315.99
Sheppard Isaac Sch,2021,215963.04,2197914.09,426196.74,1431186.25,8697.35,218818.17
Sheridan El Sch,2021,198844.0,1136376.0,351578.0,2009242.0,641725.0,3667407.0
Sheridan Sch,2021,685250.05,3618753.45,1045984.61,3103827.33,23212.58,415421.2
Sheridan Terrace El Sch,2021,42762.32,247217.88,529210.55,2871489.98,363570.4,1972728.55
Shikellamy HS,2021,623328.48,408250.32,1218258.28,4099519.24,1260710.62,4242374.16
Shikellamy MS,2021,547228.1,358408.22,946946.49,3383420.66,979944.49,3501321.87
Shiloh Hills El Sch,2021,38025.0,697119.0,459662.0,5193260.0,317843.0,2021147.0
Shippensburg Area Intrm Sch,2021,191.68,0.0,1260.79,6680.34,584.94,4301.2
Shippensburg Area MS,2021,20.28,432.49,805.27,4770.51,287.64,3112.03
Shippensburg Area SHS,2021,6.04,137.9,1202.51,6547.19,538.42,4271.03
Shippensburg Intrm Sch,2021,0.0,1118.53,0.0,0.0,0.0,0.0
Shirley Twp El Sch,2021,22918.8,93794.03,198629.64,812881.6,542411.7,2219792.05
Shoemaker El Sch,2021,2859.79,282251.91,1619149.33,6208706.38,511166.28,1960091.82
Shohola El Sch,2021,148249.18,85126.2,546560.58,3833840.35,368797.96,2586927.28
Shrewsbury El Sch,2021,37340.5,86174.04,808041.7,4602773.49,409560.5,2419482.22
Silver Spring El Sch,2021,39671.0,102472.0,1118915.0,3777658.0,129632.0,1224590.0
Simmons El Sch,2021,208114.0,125062.0,1897125.0,8893612.0,448547.0,2086156.0
Sinking Springs El Sch,2021,262086.34,600026.33,869865.72,5743431.01,305628.5,2017962.25
Sixteenth & Haak El Sch,2021,0.0,0.0,1.0,1.0,1.0,1.0
Skippack El Sch,2021,272987.02,21224.68,1410565.68,7176725.25,377697.27,1921661.31
Skyview Upper El Sch,2021,106188.32,389940.03,1991915.57,9030343.48,498235.1,2258747.4
Slatington El Sch,2021,112624.73,535581.38,748879.28,3532375.81,539872.79,2546516.69
Sligo El Sch,2021,30758.49,368517.88,33620.12,615785.63,115928.43,2123343.83
Slippery Rock Area El Sch,2021,0.0,184383.9,1276082.26,2648947.72,0.0,0.0
Slippery Rock Area HS,2021,0.0,21863.8,3084351.14,4448227.19,0.0,0.0
Slippery Rock Area MS,2021,0.0,91980.7,1437430.27,2951491.96,0.0,0.0
Sloan El Sch,2021,0.0,522413.04,0.0,0.0,0.0,2714146.96
Smedley Street Sch,2021,15742.33,293882.59,62221.3,328616.43,205973.96,1087833.7
Smethport Area El Sch,2021,350471.0,576984.0,176336.0,1620746.0,380671.0,3498831.0
Smethport Area JSHS,2021,425268.0,700122.0,229150.0,1761226.0,494684.0,3802095.0
Smith MS,2021,75886.65,193167.51,900573.73,3182302.71,495015.5,1749206.23
Smith-Wade-El El Sch,2021,476759.0,0.0,0.0,2000072.0,0.0,2496668.0
Smithfield El Sch,2021,286217.07,265192.45,133795.64,760960.84,361743.76,2057412.63
Smoketown El Sch,2021,153540.0,468249.0,1585354.0,5315396.0,439324.0,1472971.0
Snyder El Sch,2021,114604.25,778428.3,885429.98,3391471.17,314012.86,3116242.43
Sol Feinstone El Sch,2021,27865.98,168822.09,1716589.83,11416994.98,266.95,40241.12
Solanco HS,2021,352703.75,527558.63,2737292.42,7486235.07,1504598.82,4114935.04
Solis-Cohen Solomon Sch,2021,1699105.72,8362447.51,3026642.22,6763667.89,64190.57,886090.52
Solomon/Plains El Sch,2021,713401.33,2389140.98,318005.99,116338.3,997802.61,3985100.59
Solomon/Plains JHS,2021,0.0,0.0,0.0,2485558.21,0.0,5031146.54
Solomon/Plains MS,2021,660956.27,683483.43,510929.63,0.0,1133704.2,0.0
Somerset Area Jr-Sr HS,2021,375639.88,754901.62,1801955.63,8756650.33,1297799.51,6306690.53
Souderton Area SHS,2021,149743.51,269360.04,5216401.71,10769599.1,59491.37,21082.99
South Abington Sch,2021,49157.14,144084.01,735602.88,2156118.44,335164.79,982398.24
South Allegheny El Sch,2021,27902.27,1196831.91,2569976.92,3124156.43,411081.88,4766653.21
South Allegheny HS,2021,14545.97,410406.76,1549893.33,1574486.86,2479297.91,2518639.13
South Allegheny MS,2021,21210.98,309605.1,1169217.77,1187770.79,1870347.54,1900026.01
South Buffalo El Sch,2021,79384.35,293946.82,362734.96,1845897.14,249486.64,1269595.5
South Butler Intermediate EL Sch,2021,125181.0,242435.0,470574.0,2264562.0,263748.0,1512157.0
South Butler Primary Sch,2021,178597.0,291652.0,821896.0,3457890.0,454716.0,2308998.0
South Central El,2021,52827.99,351213.46,485253.45,3658485.93,178840.5,1348337.57
South Eastern Intrmd Sch,2021,10764.77,35335.47,692621.28,4085310.56,365408.26,2155299.41
South Eastern MS,2021,1985.63,41393.52,686273.99,4189642.68,362059.61,2210342.22
South El Sch,2021,254853.02,98782.08,941359.16,6855515.35,252061.13,1835653.19
South Fayette El Sch,2021,12102.01,0.0,0.0,0.0,0.0,0.0
South Fayette HS,2021,0.0,191944.21,0.0,12315149.6,291184.05,0.0
South Fayette Intermediate Sch,2021,15172.29,388849.69,1001451.7,7440697.6,194041.83,1303922.84
South Fayette MS,2021,13812.98,323351.88,1073839.88,9212459.56,216004.18,1790918.78
South Fayette Twp El Sch,2021,0.0,251397.47,956399.42,7379459.39,261485.58,2028861.32
South Fayette Twp HS,2021,16143.37,0.0,1708701.22,0.0,0.0,2455375.55
South Hamilton El Sch,2021,130607.0,98181.0,346893.0,1783293.0,177423.0,1142610.0
South Hanover El Sch,2021,59885.11,141276.11,575927.2,3254832.14,356795.31,1790446.47
South Lebanon El Sch,2021,85424.0,764598.0,821807.0,4331467.0,232815.0,2252584.0
South Mountain El Sch,2021,77012.35,100066.96,727753.69,3154150.65,332898.62,1442812.9
South Mountain MS,2021,503323.0,2611842.0,889933.0,4618034.0,1624367.0,8429155.0
South Park Elem Center,2021,274025.37,533880.99,2705263.49,4527349.88,1621058.69,3350545.45
South Park MS,2021,177474.25,207379.88,2215115.43,4539896.8,1322319.92,2235308.07
South Park SHS,2021,37928.68,53498.36,3229066.19,5832506.87,1743941.72,2750502.8
South Philadelphia HS,2021,998885.7,5269479.35,1550045.45,3898702.95,36990.55,150421.33
South Scranton Intrmd Sch,2021,1019619.2,956069.64,660203.73,4528325.58,788916.98,5411167.45
South Side El Sch,2021,128654.58,1251593.66,1206937.01,5159993.66,367103.0,1569468.1
South Side HS,2021,62416.29,201650.74,401105.43,1295866.88,627428.66,2027058.13
South Side MS,2021,120632.33,333515.51,775218.76,2143268.63,1212634.96,3352605.24
South St Marys Street El Sch,2021,77743.96,527047.65,986401.37,3027358.23,579427.05,1986062.6
South Western SHS,2021,0.0,0.0,1722546.9,11712310.48,822048.68,5589449.77
South Williamsport Area JSHS,2021,136.29,280.39,872.75,5564.89,1156.99,7377.29
Southeast Delco Kindergarten Center,2021,325018.4,559470.79,950581.48,1636284.47,822786.72,1416304.82
Southeast El Sch,2021,84047.59,765580.11,214796.79,1183231.6,512402.35,3011038.57
Southern Columbia HS,2021,14797.56,406169.49,1077398.75,4193412.82,125734.66,91426.13
Southern Columbia MS,2021,16237.91,445704.69,1182269.18,4601585.76,137973.25,100325.25
Southern El Sch,2021,43160.24,39380.2,788955.51,4326894.67,403108.37,2355775.08
Southern Fulton El Sch,2021,0.0,200742.31,533008.94,1830590.85,825912.92,2836554.08
Southern Fulton JSHS,2021,438895.23,0.0,848674.12,1641521.87,1315045.37,2543586.17
Southern Huntingdon Co HS/MS,2021,197906.83,133725.27,633100.72,1942380.1,1259614.48,3864551.09
Southern Lehigh Intermediate Sch,2021,73707.43,178945.59,2981683.94,7238879.82,819764.93,1990210.87
Southern Lehigh MS,2021,54594.15,152818.57,2208495.19,6181964.31,607189.4,1699629.35
Southern Lehigh SHS,2021,108507.36,288766.24,4389444.51,11681450.53,1206805.53,3211622.58
Southern MS,2021,0.0,0.0,1.0,1.0,1.0,1.0
Southmoreland El Sch,2021,48085.52,285209.49,385057.99,4866027.6,0.01,0.01
Southmoreland MS,2021,220818.92,209806.95,380244.29,4149464.55,0.01,0.01
Southmoreland Primary Center,2021,34934.73,517204.89,808170.71,1883405.35,0.01,417406.0
Southmoreland SHS,2021,43347.16,109546.54,703911.36,5743101.08,0.01,0.01
Southside El Sch,2021,248034.18,1303012.05,616385.25,1437248.39,584911.29,1363859.36
Southwark Sch,2021,1460600.86,6241203.36,2367262.73,5152710.76,53509.08,545589.52
Southwest El Sch,2021,80222.1,646020.99,213103.35,1178171.09,508362.62,2969217.0
Southwest MS,2021,0.0,0.0,1.0,1.0,1.0,1.0
Sporting Hill El Sch,2021,43341.0,96431.0,1240347.0,4265328.0,143701.0,1382677.0
Spring City El Sch,2021,21993.33,140239.49,411863.13,2466986.22,103665.09,624875.08
Spring Cove El Sch,2021,86832.6,304341.44,393018.39,1519081.15,537266.6,2242385.11
Spring Cove MS,2021,130200.41,133636.19,467857.68,1657336.83,642275.9,2079593.47
Spring Creek El Sch,2021,126670.0,221591.0,605332.0,4476391.0,83197.0,1445061.0
Spring Farms El Sch,2021,62569.55,175478.23,202921.01,350160.73,403730.76,1293556.99
Spring Forge Intrd Sch,2021,84512.63,130460.1,366880.13,3446582.85,188224.33,1768236.32
Spring Garden El Sch,2021,257022.0,237034.0,705738.0,7046281.0,67.0,107032.0
Spring Garden Sch,2021,347860.35,2720774.29,576605.22,1535019.83,13461.79,142520.68
Spring Grove Area HS,2021,501553.93,822424.65,2691866.84,9925618.11,1451895.4,5416853.93
Spring Grove Area Intrmd Sch,2021,450869.05,372125.68,1007737.86,4586269.2,543537.28,2456548.44
Spring Grove Area MS,2021,231835.48,433173.03,1203570.61,5238788.93,649162.36,2860080.22
Spring Grove El Sch,2021,355784.95,607358.09,1123597.79,4843185.62,606027.92,3065154.73
Spring Ridge El Sch,2021,38996.0,757206.0,442226.0,4920322.0,305946.0,1916247.0
Spring-Ford Intrmd Sch 5th/6th,2021,201337.22,635765.13,2820581.25,14612193.0,708301.66,3722030.34
Spring-Ford MS 7th Grade Ctr,2021,51358.5,397062.47,1735024.41,8346495.11,436274.24,2122464.3
Spring-Ford MS 8th Grade Ctr,2021,53398.67,339973.66,1554042.56,7672510.54,391067.71,1955060.56
Spring-Ford SHS 9-12 Ctr,2021,310035.41,1453832.01,6618290.39,28896853.42,1656515.21,7360652.72
Springdale JSHS,2021,277699.95,37463.8,260688.46,5184879.04,1033806.02,990589.1
Springfield El Sch,2021,284741.19,743808.76,396182.23,1034918.09,983210.32,2568368.99
Springfield HS,2021,80241.43,413088.54,2861894.97,14733236.96,675154.71,3475744.0
Springfield Literacy Center,2021,35679.75,166679.12,1272555.8,5944786.07,300210.89,1402445.0
Springfield Twp El Sch-Enfield,2021,261315.28,332737.67,4344170.91,9598871.86,18081.92,0.0
Springfield Twp El Sch-Erdenhm,2021,284821.54,310949.87,4731367.8,10453769.11,20229.43,0.0
Springfield Twp HS,2021,254999.29,215001.77,4949468.61,13278026.22,17768.58,0.0
Springfield Twp MS,2021,298661.6,240709.51,4782679.84,10282308.72,19893.17,0.0
Springhouse MS,2021,356960.2,491442.15,3297417.02,14837444.11,772898.59,3477825.09
Springton Lake MS,2021,215499.45,367723.62,1595977.93,14548768.5,352916.7,3217151.86
Springton Manor El Sch,2021,55734.19,123072.96,938595.03,5320703.56,282985.22,1604185.4
Spruance Gilbert Sch,2021,1813630.71,8168026.79,2882200.84,6948210.1,69828.44,679254.17
St Marys Area MS,2021,84159.48,167621.45,913690.45,3010346.15,536715.56,1768322.75
St Marys Area SHS,2021,179431.95,269316.5,1296789.17,4139513.85,811666.78,2431612.89
