SchoolName,AcademicYearId,DataElement,DisplayValue
Albert Gallatin Area SHS,2018,Federal - Non-Personnel,35.22
Albert Gallatin North MS,2018,Federal - Non-Personnel,41.89
Albert Gallatin South MS,2018,Federal - Non-Personnel,41.81
Friendship Hill El Sch,2018,Federal - Non-Personnel,160.13
George J Plava El Sch,2018,Federal - Non-Personnel,108.38
Masontown El Sch,2018,Federal - Non-Personnel,153.75
Smithfield El Sch,2018,Federal - Non-Personnel,135.06
Brownsville Area HS,2018,Federal - Non-Personnel,163.93
Brownsville Area MS,2018,Federal - Non-Personnel,55.17
Bullskin El Sch,2018,Federal - Non-Personnel,190.89
Connellsville Area SHS,2018,Federal - Non-Personnel,205.55
Connellsville Area MS,2018,Federal - Non-Personnel,193.91
Dunbar Twp El Sch,2018,Federal - Non-Personnel,189.87
Springfield El Sch,2018,Federal - Non-Personnel,202.21
West Crawford El Sch,2018,Federal - Non-Personnel,192.83
Frazier HS,2018,Federal - Non-Personnel,85.64
Frazier MS,2018,Federal - Non-Personnel,85.67
Frazier El Sch,2018,Federal - Non-Personnel,88.89
Clark El Sch,2018,Federal - Non-Personnel,0
Hatfield El Sch,2018,Federal - Non-Personnel,0
Hutchinson El Sch,2018,Federal - Non-Personnel,0
Laurel Highlands MS,2018,Federal - Non-Personnel,0
Laurel Highlands SHS,2018,Federal - Non-Personnel,1199.23
Marshall El Sch,2018,Federal - Non-Personnel,0
A J McMullen Sch,2018,Federal - Non-Personnel,81.14
Ben Franklin Sch,2018,Federal - Non-Personnel,31.24
Franklin Sch,2018,Federal - Non-Personnel,104.59
Lafayette El Sch,2018,Federal - Non-Personnel,46.52
Lafayette MS,2018,Federal - Non-Personnel,76.33
Marclay Sch,2018,Federal - Non-Personnel,113.89
Menallen Sch,2018,Federal - Non-Personnel,53.66
Uniontown Area SHS,2018,Federal - Non-Personnel,49.5
Wharton Sch,2018,Federal - Non-Personnel,87.25
Carmichaels Area El Ctr,2018,Federal - Non-Personnel,54.77
Carmichaels Area HS,2018,Federal - Non-Personnel,5.9
Miller MS,2018,Federal - Non-Personnel,0
Waynesburg Central El School,2018,Federal - Non-Personnel,25.55
Waynesburg Central HS,2018,Federal - Non-Personnel,0
Jefferson-Morgan El Sch,2018,Federal - Non-Personnel,117.54
Jefferson-Morgan MS/HS,2018,Federal - Non-Personnel,110.02
Bobtown El Sch,2018,Federal - Non-Personnel,0
Mapletown JSHS,2018,Federal - Non-Personnel,0
Avella Area JSHS,2018,Federal - Non-Personnel,199.84
Avella El Center,2018,Federal - Non-Personnel,164.07
Bentworth El Ctr,2018,Federal - Non-Personnel,238.8
Bentworth MS,2018,Federal - Non-Personnel,232.76
Bentworth SHS,2018,Federal - Non-Personnel,232.81
Bethlehem-Center El Sch,2018,Federal - Non-Personnel,73.22
Bethlehem-Center MS,2018,Federal - Non-Personnel,88.21
Bethlehem-Center SHS,2018,Federal - Non-Personnel,87.64
Burgettstown El Ctr,2018,Federal - Non-Personnel,22.45
Burgettstown MS/HS,2018,Federal - Non-Personnel,19.09
California Area El Sch,2018,Federal - Non-Personnel,42.18
California Area Intermediate MS,2018,Federal - Non-Personnel,32.54
California Area MS,2018,Federal - Non-Personnel,32.79
California Area SHS,2018,Federal - Non-Personnel,57.28
Borland Manor El Sch,2018,Federal - Non-Personnel,13.7
Canon-McMillan SHS,2018,Federal - Non-Personnel,6.01
Canonsburg MS,2018,Federal - Non-Personnel,6.01
Cecil Intrmd Sch,2018,Federal - Non-Personnel,13.64
Hills-Hendersonville El Sch,2018,Federal - Non-Personnel,13.67
Muse El Sch,2018,Federal - Non-Personnel,13.69
North Strabane Intrmd Sch,2018,Federal - Non-Personnel,13.64
South Central El,2018,Federal - Non-Personnel,13.64
Wylandville El Sch,2018,Federal - Non-Personnel,13.88
Charleroi Area El Ctr,2018,Federal - Non-Personnel,40.83
Charleroi Area HS,2018,Federal - Non-Personnel,44.77
Charleroi Area MS,2018,Federal - Non-Personnel,40.45
Allison Park El Sch,2018,Federal - Non-Personnel,0
Chartiers-Houston JSHS,2018,Federal - Non-Personnel,0
Claysville El Sch,2018,Federal - Non-Personnel,96.35
Joe Walker El Sch,2018,Federal - Non-Personnel,72.71
McGuffey HS,2018,Federal - Non-Personnel,84.86
McGuffey MS,2018,Federal - Non-Personnel,34.38
Bower Hill El Sch,2018,Federal - Non-Personnel,2.93
McMurray El Sch,2018,Federal - Non-Personnel,2.92
Peters Twp HS,2018,Federal - Non-Personnel,0
Peters Twp MS,2018,Federal - Non-Personnel,0
Pleasant Valley El Sch,2018,Federal - Non-Personnel,2.94
Ringgold MS,2018,Federal - Non-Personnel,23.7
Ringgold El Sch North,2018,Federal - Non-Personnel,43.8
Ringgold SHS,2018,Federal - Non-Personnel,56.09
Trinity East El Sch,2018,Federal - Non-Personnel,59.66
Trinity MS,2018,Federal - Non-Personnel,59.56
Trinity North El Sch,2018,Federal - Non-Personnel,59.74
Trinity SHS,2018,Federal - Non-Personnel,61.77
Trinity South El Sch,2018,Federal - Non-Personnel,62.07
Trinity West El Sch,2018,Federal - Non-Personnel,59.63
Washington HS,2018,Federal - Non-Personnel,0
Washington Park El Sch,2018,Federal - Non-Personnel,0
Washington Junior High School,2018,Federal - Non-Personnel,0
Pittsburgh Allderdice HS,2018,Federal - Non-Personnel,246.19
Pittsburgh Allegheny K-5,2018,Federal - Non-Personnel,251.87
Pittsburgh Allegheny 6-8,2018,Federal - Non-Personnel,251.44
Pittsburgh Arlington K-8,2018,Federal - Non-Personnel,263.55
Pittsburgh Arsenal K-5,2018,Federal - Non-Personnel,260.19
Pittsburgh Arsenal 6-8,2018,Federal - Non-Personnel,260.13
Pittsburgh Banksville K-5,2018,Federal - Non-Personnel,248.33
Pittsburgh Beechwood K-5,2018,Federal - Non-Personnel,260.46
Pittsburgh Brashear HS,2018,Federal - Non-Personnel,249.59
Pittsburgh Brookline K-8,2018,Federal - Non-Personnel,253.1
Pittsburgh Carmalt K-8,2018,Federal - Non-Personnel,252.02
Pittsburgh Carrick HS,2018,Federal - Non-Personnel,237.59
Pittsburgh Colfax K-8,2018,Federal - Non-Personnel,255.19
Pittsburgh Concord K-5,2018,Federal - Non-Personnel,256.49
Pittsburgh Conroy,2018,Federal - Non-Personnel,257.2
Pittsburgh Dilworth K-5,2018,Federal - Non-Personnel,252.67
Pittsburgh Fulton K-5,2018,Federal - Non-Personnel,253.29
Pittsburgh Grandview K-5,2018,Federal - Non-Personnel,249.71
Pittsburgh Greenfield K-8,2018,Federal - Non-Personnel,256.13
Pittsburgh Obama 6-12,2018,Federal - Non-Personnel,249.68
Pittsburgh King K-8,2018,Federal - Non-Personnel,257.61
Pittsburgh Liberty K-5,2018,Federal - Non-Personnel,253.2
Pittsburgh Lincoln K-5,2018,Federal - Non-Personnel,251.55
Pittsburgh Linden K-5,2018,Federal - Non-Personnel,250.69
Pittsburgh Manchester K-8,2018,Federal - Non-Personnel,256.57
Pittsburgh Oliver,2018,Federal - Non-Personnel,254.19
Pittsburgh Mifflin K-8,2018,Federal - Non-Personnel,257.47
Pittsburgh Minadeo K-5,2018,Federal - Non-Personnel,260.06
Pittsburgh Morrow K-8,2018,Federal - Non-Personnel,252.75
Pittsburgh Perry HS,2018,Federal - Non-Personnel,231.18
Pittsburgh Phillips K-5,2018,Federal - Non-Personnel,249.46
Pittsburgh Pioneer,2018,Federal - Non-Personnel,264.67
Pittsburgh CAPA 6-12,2018,Federal - Non-Personnel,253.45
Pittsburgh Classical 6-8,2018,Federal - Non-Personnel,249.27
Pittsburgh Miller K-5,2018,Federal - Non-Personnel,251.76
Pittsburgh Montessori K-5,2018,Federal - Non-Personnel,253.95
Pittsburgh Science and Technology Academy 6-12,2018,Federal - Non-Personnel,251.42
Pittsburgh Milliones 6-12,2018,Federal - Non-Personnel,244.84
Pittsburgh Roosevelt K -5,2018,Federal - Non-Personnel,253.72
Pittsburgh Schiller 6-8,2018,Federal - Non-Personnel,247.56
Pittsburgh South Brook 6-8,2018,Federal - Non-Personnel,255.8
Pittsburgh South Hills 6-8,2018,Federal - Non-Personnel,263.75
Pittsburgh Spring Hill K-5,2018,Federal - Non-Personnel,247.71
Pittsburgh Sterrett 6-8,2018,Federal - Non-Personnel,255.1
Pittsburgh Sunnyside K-8,2018,Federal - Non-Personnel,249.89
Pittsburgh Weil K-8,2018,Federal - Non-Personnel,259.79
Pittsburgh West Liberty K-5,2018,Federal - Non-Personnel,252.21
Pittsburgh Westwood K-8,2018,Federal - Non-Personnel,255.36
Pittsburgh Whittier K-5,2018,Federal - Non-Personnel,251.5
Pittsburgh Woolslair K-5,2018,Federal - Non-Personnel,252.31
Acmetonia El Sch,2018,Federal - Non-Personnel,115.65
Springdale JSHS,2018,Federal - Non-Personnel,116.26
Avonworth El Sch,2018,Federal - Non-Personnel,8.25
Avonworth HS,2018,Federal - Non-Personnel,13.92
Avonworth MS,2018,Federal - Non-Personnel,13.93
Eden Hall Upper El Sch,2018,Federal - Non-Personnel,15.87
Hance El Sch,2018,Federal - Non-Personnel,15.96
Pine-Richland HS,2018,Federal - Non-Personnel,16.3
Pine-Richland MS,2018,Federal - Non-Personnel,15.89
Richland El Sch,2018,Federal - Non-Personnel,15.97
Wexford El Sch,2018,Federal - Non-Personnel,15.61
Baldwin SHS,2018,Federal - Non-Personnel,21.58
Harrison MS,2018,Federal - Non-Personnel,21.86
McAnnulty El Sch,2018,Federal - Non-Personnel,21.44
Paynter El Sch,2018,Federal - Non-Personnel,22.16
Whitehall El Sch,2018,Federal - Non-Personnel,21.49
Abraham Lincoln El Sch,2018,Federal - Non-Personnel,0
Benjamin Franklin El Sch,2018,Federal - Non-Personnel,0
Bethel Memorial El Sch,2018,Federal - Non-Personnel,0
Bethel Park HS,2018,Federal - Non-Personnel,0
George Washington El Sch,2018,Federal - Non-Personnel,0
Independence MS,2018,Federal - Non-Personnel,0
Neil Armstrong 5-6 MS,2018,Federal - Non-Personnel,0
William Penn El Sch,2018,Federal - Non-Personnel,0
Brentwood MS,2018,Federal - Non-Personnel,0
Brentwood SHS,2018,Federal - Non-Personnel,0
Elroy Avenue El Sch,2018,Federal - Non-Personnel,92.95
Moore Sch,2018,Federal - Non-Personnel,154.12
Carlynton JSHS,2018,Federal - Non-Personnel,295.15
Carnegie El Sch,2018,Federal - Non-Personnel,310.72
Crafton El Sch,2018,Federal - Non-Personnel,112.65
Clairton El Sch,2018,Federal - Non-Personnel,126.77
Clairton MS/HS,2018,Federal - Non-Personnel,188.09
Cornell El Sch,2018,Federal - Non-Personnel,321.93
Cornell HS,2018,Federal - Non-Personnel,340.24
Curtisville Pri Ctr,2018,Federal - Non-Personnel,51.6
Deer Lakes HS,2018,Federal - Non-Personnel,28.36
Deer Lakes MS,2018,Federal - Non-Personnel,26.37
East Union Intrmd Sch,2018,Federal - Non-Personnel,416.48
Duquesne El Sch,2018,Federal - Non-Personnel,0
Central El Sch,2018,Federal - Non-Personnel,0
Elizabeth Forward MS,2018,Federal - Non-Personnel,246.92
Elizabeth Forward SHS,2018,Federal - Non-Personnel,0
Greenock El Sch,2018,Federal - Non-Personnel,0
Mt Vernon El Sch,2018,Federal - Non-Personnel,0
William Penn El Sch,2018,Federal - Non-Personnel,143.33
Dorseyville MS,2018,Federal - Non-Personnel,40.26
Fairview El Sch,2018,Federal - Non-Personnel,8.95
Fox Chapel Area HS,2018,Federal - Non-Personnel,47.92
Hartwood El Sch,2018,Federal - Non-Personnel,8.91
Kerr El Sch,2018,Federal - Non-Personnel,34.7
OHara El Sch,2018,Federal - Non-Personnel,8.84
Dr Cleveland Steward Jr El Sch,2018,Federal - Non-Personnel,39.23
Evergreen El Sch,2018,Federal - Non-Personnel,46.55
Gateway MS,2018,Federal - Non-Personnel,3.83
Gateway SHS,2018,Federal - Non-Personnel,8.62
Moss Side MS,2018,Federal - Non-Personnel,73.49
Ramsey El Sch,2018,Federal - Non-Personnel,39.89
University Park El Sch,2018,Federal - Non-Personnel,40.51
Central El Sch,2018,Federal - Non-Personnel,270.38
Hampton HS,2018,Federal - Non-Personnel,208.91
Hampton MS,2018,Federal - Non-Personnel,205.83
Poff El Sch,2018,Federal - Non-Personnel,265.04
Wyland El Sch,2018,Federal - Non-Personnel,266.38
Highlands Early Childhood Center,2018,Federal - Non-Personnel,89.53
Highlands El Sch,2018,Federal - Non-Personnel,109.57
Highlands MS,2018,Federal - Non-Personnel,68.51
Highlands SHS,2018,Federal - Non-Personnel,254.39
Dormont El Sch,2018,Federal - Non-Personnel,15.15
Fred L Aiken El Sch,2018,Federal - Non-Personnel,0
Keystone Oaks HS,2018,Federal - Non-Personnel,0
Keystone Oaks MS,2018,Federal - Non-Personnel,0
Myrtle Ave Sch,2018,Federal - Non-Personnel,14.29
Founders Hall Middle Sch,2018,Federal - Non-Personnel,92.74
McKeesport Area SHS,2018,Federal - Non-Personnel,113.93
Montour HS,2018,Federal - Non-Personnel,65.4
Bon Meade El Sch,2018,Federal - Non-Personnel,33.23
J H Brooks El Sch,2018,Federal - Non-Personnel,77.21
McCormick El Sch,2018,Federal - Non-Personnel,33.23
Moon SHS,2018,Federal - Non-Personnel,40.55
Foster El Sch,2018,Federal - Non-Personnel,20.9
Hoover El Sch,2018,Federal - Non-Personnel,28.84
Howe El Sch,2018,Federal - Non-Personnel,20.81
Jefferson El Sch,2018,Federal - Non-Personnel,21.19
Jefferson MS,2018,Federal - Non-Personnel,21.51
Lincoln El Sch,2018,Federal - Non-Personnel,20.92
Markham El Sch,2018,Federal - Non-Personnel,21.04
Mellon MS,2018,Federal - Non-Personnel,21.28
Mt Lebanon SHS,2018,Federal - Non-Personnel,21.92
Washington El Sch,2018,Federal - Non-Personnel,49.94
Bradford Woods El Sch,2018,Federal - Non-Personnel,67.39
Carson MS,2018,Federal - Non-Personnel,76.97
Franklin El Sch,2018,Federal - Non-Personnel,93.17
Hosack El Sch,2018,Federal - Non-Personnel,89.18
Ingomar El Sch,2018,Federal - Non-Personnel,104.92
Ingomar MS,2018,Federal - Non-Personnel,86.24
Marshall El Sch,2018,Federal - Non-Personnel,84.33
Marshall MS,2018,Federal - Non-Personnel,60.61
McKnight El Sch,2018,Federal - Non-Personnel,99.55
Peebles El Sch,2018,Federal - Non-Personnel,90.74
Avalon El Sch,2018,Federal - Non-Personnel,66.59
Bellevue El Sch,2018,Federal - Non-Personnel,68.22
Northgate MSHS,2018,Federal - Non-Personnel,98.43
McIntyre El Sch,2018,Federal - Non-Personnel,0
North Hills MS,2018,Federal - Non-Personnel,0
North Hills SHS,2018,Federal - Non-Personnel,0
Ross El Sch,2018,Federal - Non-Personnel,0
West View El Sch,2018,Federal - Non-Personnel,0
Linton MS,2018,Federal - Non-Personnel,111.2
Penn Hills SHS,2018,Federal - Non-Personnel,60.3
Center El Sch,2018,Federal - Non-Personnel,0
Oblock JHS,2018,Federal - Non-Personnel,0
Pivik El Sch,2018,Federal - Non-Personnel,0
Plum SHS,2018,Federal - Non-Personnel,0
Edgeworth El Sch,2018,Federal - Non-Personnel,179.51
Osborne El Sch,2018,Federal - Non-Personnel,178.69
Quaker Valley HS,2018,Federal - Non-Personnel,9.94
Quaker Valley MS,2018,Federal - Non-Personnel,9.87
Riverview JSHS,2018,Federal - Non-Personnel,0
Tenth Street El Sch,2018,Federal - Non-Personnel,0
Verner El Sch,2018,Federal - Non-Personnel,0
Burchfield Primary Sch,2018,Federal - Non-Personnel,0.02
Marzolf Primary Sch,2018,Federal - Non-Personnel,0.03
Reserve Primary Sch,2018,Federal - Non-Personnel,0.14
Scott Primary Sch,2018,Federal - Non-Personnel,0.02
Shaler Area El Sch,2018,Federal - Non-Personnel,0.02
Shaler Area HS,2018,Federal - Non-Personnel,0.02
Shaler Area MS,2018,Federal - Non-Personnel,0.06
South Allegheny Early Childhood Ctr,2018,Federal - Non-Personnel,20.65
South Allegheny El Sch,2018,Federal - Non-Personnel,15.52
South Allegheny MS/HS,2018,Federal - Non-Personnel,7.9
South Fayette MS,2018,Federal - Non-Personnel,27.72
South Fayette Twp El Sch,2018,Federal - Non-Personnel,31.57
South Fayette Twp HS,2018,Federal - Non-Personnel,32.33
South Park Elem Center,2018,Federal - Non-Personnel,262.7
South Park MS,2018,Federal - Non-Personnel,294.65
South Park SHS,2018,Federal - Non-Personnel,304.99
Barrett El Sch,2018,Federal - Non-Personnel,678.39
Park El Sch,2018,Federal - Non-Personnel,0
Steel Valley MS,2018,Federal - Non-Personnel,39.86
Steel Valley SHS,2018,Federal - Non-Personnel,41.38
Sto-Rox Primary Ctr,2018,Federal - Non-Personnel,0
Sto-Rox JSHS,2018,Federal - Non-Personnel,0
Baker El Sch,2018,Federal - Non-Personnel,10.55
Boyce MS,2018,Federal - Non-Personnel,14.53
Eisenhower El Sch,2018,Federal - Non-Personnel,20.03
Fort Couch MS,2018,Federal - Non-Personnel,9.98
Streams El Sch,2018,Federal - Non-Personnel,10.12
Upper Saint Clair HS,2018,Federal - Non-Personnel,10.01
Donaldson Elem Sch,2018,Federal - Non-Personnel,32.08
McKee El Sch,2018,Federal - Non-Personnel,32.44
West Allegheny MS,2018,Federal - Non-Personnel,32.12
West Allegheny SHS,2018,Federal - Non-Personnel,32.12
Wilson El Sch,2018,Federal - Non-Personnel,31.98
Gill Hall El Sch,2018,Federal - Non-Personnel,8.75
Jefferson El Sch,2018,Federal - Non-Personnel,8.87
McClellan El Sch,2018,Federal - Non-Personnel,8.76
Pleasant Hills MS,2018,Federal - Non-Personnel,14.8
Thomas Jefferson HS,2018,Federal - Non-Personnel,8.88
Clara Barton El Sch,2018,Federal - Non-Personnel,0
Homeville El Sch,2018,Federal - Non-Personnel,0
New Emerson El Sch,2018,Federal - Non-Personnel,0
West Mifflin Area HS,2018,Federal - Non-Personnel,30.59
West Mifflin Area MS,2018,Federal - Non-Personnel,21.61
Kelly Primary Sch,2018,Federal - Non-Personnel,483.94
Turner Intermediate Sch,2018,Federal - Non-Personnel,92.41
Edgewood El Sch,2018,Federal - Non-Personnel,113.08
Wilkins El Sch,2018,Federal - Non-Personnel,113.95
Woodland Hills Academy,2018,Federal - Non-Personnel,114.09
Woodland Hills JSHS,2018,Federal - Non-Personnel,109.6
Butler Area IHS,2018,Federal - Non-Personnel,65.18
Center Twp Sch,2018,Federal - Non-Personnel,85.16
Connoquenessing El Sch,2018,Federal - Non-Personnel,89.89
Emily Brittain El Sch,2018,Federal - Non-Personnel,91.02
McQuistion El Sch,2018,Federal - Non-Personnel,89.07
Northwest El Sch,2018,Federal - Non-Personnel,89.24
Summit El Sch,2018,Federal - Non-Personnel,91.16
Chicora El Sch,2018,Federal - Non-Personnel,74.52
Karns City HS,2018,Federal - Non-Personnel,89.82
Sugarcreek El Sch,2018,Federal - Non-Personnel,74.2
Mars Area Centennial Sch,2018,Federal - Non-Personnel,18.01
Mars Area El Sch,2018,Federal - Non-Personnel,0
Mars Area MS,2018,Federal - Non-Personnel,0
Mars Area Primary Ctr,2018,Federal - Non-Personnel,21.36
Mars Area SHS,2018,Federal - Non-Personnel,0
Dassa McKinney El Sch,2018,Federal - Non-Personnel,35.12
Moniteau JSHS,2018,Federal - Non-Personnel,29.03
Moraine El Sch,2018,Federal - Non-Personnel,0
Slippery Rock Area El Sch,2018,Federal - Non-Personnel,0
Slippery Rock Area HS,2018,Federal - Non-Personnel,0
Slippery Rock Area MS,2018,Federal - Non-Personnel,0
Knoch HS,2018,Federal - Non-Personnel,0
Knoch MS,2018,Federal - Non-Personnel,0
South Butler Intermediate EL Sch,2018,Federal - Non-Personnel,105.94
South Butler Primary Sch,2018,Federal - Non-Personnel,106.92
Connoquenessing Valley El Sch,2018,Federal - Non-Personnel,7.17
Evans City El Sch,2018,Federal - Non-Personnel,7.17
Evans City MS,2018,Federal - Non-Personnel,7.17
Haine El Sch,2018,Federal - Non-Personnel,7.17
Haine MS,2018,Federal - Non-Personnel,7.17
Rowan El Sch,2018,Federal - Non-Personnel,7.17
Ryan Gloyer MS,2018,Federal - Non-Personnel,13.24
Lincoln JSHS,2018,Federal - Non-Personnel,5.27
Laurel El Sch,2018,Federal - Non-Personnel,225.26
Laurel HS,2018,Federal - Non-Personnel,56.58
Mohawk El Sch,2018,Federal - Non-Personnel,58.41
Mohawk SHS,2018,Federal - Non-Personnel,51.64
Neshannock JSHS,2018,Federal - Non-Personnel,0
Neshannock Memorial El Sch,2018,Federal - Non-Personnel,0
New Castle SHS,2018,Federal - Non-Personnel,341.04
Washington Intrmd Sch,2018,Federal - Non-Personnel,339.84
Shenango El Sch,2018,Federal - Non-Personnel,40.47
Shenango HS,2018,Federal - Non-Personnel,0
Union Area HS,2018,Federal - Non-Personnel,0
Union Area MS,2018,Federal - Non-Personnel,0
Union Memorial El Sch,2018,Federal - Non-Personnel,0
Wilmington Area El Sch,2018,Federal - Non-Personnel,0
Wilmington Area HS,2018,Federal - Non-Personnel,0
Wilmington Area MS,2018,Federal - Non-Personnel,0
Commodore Perry JSHS,2018,Federal - Non-Personnel,176.08
Commodore Perry Sch,2018,Federal - Non-Personnel,156.85
Farrell Area ES/LMS,2018,Federal - Non-Personnel,798.41
Farrell Area HS/UMS,2018,Federal - Non-Personnel,0
Greenville JSHS,2018,Federal - Non-Personnel,0
George Jr Republic HS,2018,Federal - Non-Personnel,1.78
George Jr Republic MS,2018,Federal - Non-Personnel,1.79
Grove City Area HS,2018,Federal - Non-Personnel,2.14
Highland Primary Center,2018,Federal - Non-Personnel,2.14
Hillview Intermediate Center,2018,Federal - Non-Personnel,2.14
Artman El Sch,2018,Federal - Non-Personnel,46.99
Delahunty MS,2018,Federal - Non-Personnel,31.7
Hickory HS,2018,Federal - Non-Personnel,9.68
Karen A. Ionta El Sch,2018,Federal - Non-Personnel,32.48
Jamestown Area El Sch,2018,Federal - Non-Personnel,113.84
Jamestown Area JSHS,2018,Federal - Non-Personnel,22.25
Lakeview HS,2018,Federal - Non-Personnel,18.98
Lakeview MS,2018,Federal - Non-Personnel,18.82
Oakview El Sch,2018,Federal - Non-Personnel,613.71
Mercer Area El Sch,2018,Federal - Non-Personnel,5.78
Mercer Area MS,2018,Federal - Non-Personnel,0
Mercer Area SHS,2018,Federal - Non-Personnel,0
Reynolds El Sch,2018,Federal - Non-Personnel,66.34
Reynolds JSHS,2018,Federal - Non-Personnel,79.66
Sharpsville Area El Sch,2018,Federal - Non-Personnel,81.45
Sharpsville Area MS,2018,Federal - Non-Personnel,29.06
Sharpsville Area SHS,2018,Federal - Non-Personnel,30.04
Luther W Low El Sch,2018,Federal - Non-Personnel,70.44
Oakview El Sch,2018,Federal - Non-Personnel,84.68
West Middlesex Area JSHS,2018,Federal - Non-Personnel,0
Conneaut Lake-Sadsbury El Sch,2018,Federal - Non-Personnel,53.25
Conneaut Valley El Sch,2018,Federal - Non-Personnel,67.74
Cochranton El Sch,2018,Federal - Non-Personnel,326.57
Cochranton JSHS,2018,Federal - Non-Personnel,350.55
Second District El Sch,2018,Federal - Non-Personnel,332.15
First District El Sch,2018,Federal - Non-Personnel,326.57
Meadville Area SHS,2018,Federal - Non-Personnel,323.21
Meadville MS,2018,Federal - Non-Personnel,336.82
Neason Hill El Sch,2018,Federal - Non-Personnel,327.12
West End El Sch,2018,Federal - Non-Personnel,332.93
Cambridge Springs El Sch,2018,Federal - Non-Personnel,134.97
Cambridge Springs JSHS,2018,Federal - Non-Personnel,134.97
Maplewood El Sch,2018,Federal - Non-Personnel,134.97
Maplewood JSHS,2018,Federal - Non-Personnel,134.97
Saegertown El Sch,2018,Federal - Non-Personnel,134.97
Saegertown JSHS,2018,Federal - Non-Personnel,134.97
Corry Area Intrmd Sch,2018,Federal - Non-Personnel,64.1
Corry Area HS,2018,Federal - Non-Personnel,53.26
Corry Area MS,2018,Federal - Non-Personnel,53.4
Grover Cleveland El Sch,2018,Federal - Non-Personnel,131.87
JoAnna Connell Sch,2018,Federal - Non-Personnel,141.61
Diehl Sch,2018,Federal - Non-Personnel,176.59
Edison El Sch,2018,Federal - Non-Personnel,372.18
Harding Sch,2018,Federal - Non-Personnel,154.81
Jefferson El Sch,2018,Federal - Non-Personnel,162.53
Lincoln El Sch,2018,Federal - Non-Personnel,143.05
McKinley El Sch,2018,Federal - Non-Personnel,168.72
Northwest PA Collegiate Academy,2018,Federal - Non-Personnel,125.29
Perry El Sch,2018,Federal - Non-Personnel,149.66
Pfeiffer-Burleigh Sch,2018,Federal - Non-Personnel,756.94
Woodrow Wilson MS,2018,Federal - Non-Personnel,143.59
Fairview El Sch,2018,Federal - Non-Personnel,145.05
Fairview HS,2018,Federal - Non-Personnel,0
Fairview MS,2018,Federal - Non-Personnel,418.18
Fort LeBoeuf MS,2018,Federal - Non-Personnel,65.49
Fort LeBoeuf SHS,2018,Federal - Non-Personnel,115.44
Mill Village El Sch,2018,Federal - Non-Personnel,67.66
Robison El Sch,2018,Federal - Non-Personnel,46.49
Waterford El Sch,2018,Federal - Non-Personnel,80.52
Edinboro El Sch,2018,Federal - Non-Personnel,73.99
General McLane HS,2018,Federal - Non-Personnel,2.52
James W Parker MS,2018,Federal - Non-Personnel,12.68
McKean El Sch,2018,Federal - Non-Personnel,96.76
Elk Valley El Sch,2018,Federal - Non-Personnel,42.59
Girard HS,2018,Federal - Non-Personnel,18.27
Rice Avenue MS,2018,Federal - Non-Personnel,15.84
Clark El Sch,2018,Federal - Non-Personnel,101.29
Harbor Creek Junior HS,2018,Federal - Non-Personnel,79.1
Harbor Creek Senior HS,2018,Federal - Non-Personnel,67.28
Klein El Sch,2018,Federal - Non-Personnel,93.5
Rolling Ridge El Sch,2018,Federal - Non-Personnel,64.83
Iroquois El Sch,2018,Federal - Non-Personnel,265.73
Iroquois JSHS,2018,Federal - Non-Personnel,191.64
Asbury El Sch,2018,Federal - Non-Personnel,72.14
Belle Valley El Sch,2018,Federal - Non-Personnel,118.64
Chestnut Hill El Sch,2018,Federal - Non-Personnel,72.42
Grandview El Sch,2018,Federal - Non-Personnel,96.55
James S Wilson MS,2018,Federal - Non-Personnel,31.73
McDowell HS,2018,Federal - Non-Personnel,83.15
Tracy El Sch,2018,Federal - Non-Personnel,76.19
Walnut Creek MS,2018,Federal - Non-Personnel,31.24
Westlake MS,2018,Federal - Non-Personnel,32.6
Earle C Davis Primary,2018,Federal - Non-Personnel,269.38
North East HS,2018,Federal - Non-Personnel,116.93
North East Intrmd El,2018,Federal - Non-Personnel,77.64
North East MS,2018,Federal - Non-Personnel,115.85
Northwestern El Sch,2018,Federal - Non-Personnel,90.88
Northwestern MS,2018,Federal - Non-Personnel,35.67
Northwestern SHS,2018,Federal - Non-Personnel,42.62
Springfield El Sch,2018,Federal - Non-Personnel,86.93
Union City El Sch,2018,Federal - Non-Personnel,112.54
Union City HS,2018,Federal - Non-Personnel,65.1
Union City MS,2018,Federal - Non-Personnel,8.41
Seneca HS,2018,Federal - Non-Personnel,6.64
Wattsburg Area El Ctr,2018,Federal - Non-Personnel,7.33
Wattsburg Area MS,2018,Federal - Non-Personnel,7.28
Beaty-Warren MS,2018,Federal - Non-Personnel,219.53
Eisenhower M/HS,2018,Federal - Non-Personnel,238.04
Sheffield M/HS,2018,Federal - Non-Personnel,237.16
Warren Area El Ctr,2018,Federal - Non-Personnel,315.99
Warren Area HS,2018,Federal - Non-Personnel,261.5
Youngsville El/MS,2018,Federal - Non-Personnel,376.54
Youngsville HS,2018,Federal - Non-Personnel,243.13
Allegheny-Clarion Valley Elem,2018,Federal - Non-Personnel,155.73
Allegheny-Clarion Valley HS,2018,Federal - Non-Personnel,37.49
Clarion Area El Sch,2018,Federal - Non-Personnel,1084.87
Clarion Area JSHS,2018,Federal - Non-Personnel,0
Clarion-Limestone Area JSHS,2018,Federal - Non-Personnel,25.69
