SchoolName,AcademicYearId,DataElement,DisplayValue
Stroudsburg JHS,2018,Federal - Non-Personnel,0
Stroudsburg MS,2018,Federal - Non-Personnel,0
Bangor Area HS,2018,Federal - Non-Personnel,0
Bangor Area MS,2018,Federal - Non-Personnel,0
Washington El Sch,2018,Federal - Non-Personnel,0
Asa Packer El Sch,2018,Federal - Non-Personnel,5.55
Broughal MS,2018,Federal - Non-Personnel,475.12
Calypso El Sch,2018,Federal - Non-Personnel,8.91
Clearview El Sch,2018,Federal - Non-Personnel,10.93
Donegan El Sch,2018,Federal - Non-Personnel,18.47
East Hills MS,2018,Federal - Non-Personnel,5.91
Farmersville El Sch,2018,Federal - Non-Personnel,123.23
Fountain Hill El Sch,2018,Federal - Non-Personnel,13.65
Freedom HS,2018,Federal - Non-Personnel,31.66
Freemansburg El Sch,2018,Federal - Non-Personnel,8.68
Governor Wolf El Sch,2018,Federal - Non-Personnel,12.18
Hanover El Sch,2018,Federal - Non-Personnel,6.02
James Buchanan El Sch,2018,Federal - Non-Personnel,39.75
Liberty HS,2018,Federal - Non-Personnel,22.32
Lincoln El Sch,2018,Federal - Non-Personnel,199.21
Marvine El Sch,2018,Federal - Non-Personnel,48.5
Miller Heights El Sch,2018,Federal - Non-Personnel,3.98
Nitschmann MS,2018,Federal - Non-Personnel,13.94
Northeast MS,2018,Federal - Non-Personnel,453.33
Spring Garden El Sch,2018,Federal - Non-Personnel,3.92
Thomas Jefferson El Sch,2018,Federal - Non-Personnel,8.04
William Penn El Sch,2018,Federal - Non-Personnel,25.07
Cheston El Sch,2018,Federal - Non-Personnel,52.74
Easton Area HS,2018,Federal - Non-Personnel,51.18
Forks El Sch,2018,Federal - Non-Personnel,49.16
March El Sch,2018,Federal - Non-Personnel,50.85
Palmer El Sch,2018,Federal - Non-Personnel,52.08
Paxinosa El Sch,2018,Federal - Non-Personnel,53.54
Shawnee El Sch,2018,Federal - Non-Personnel,46.17
Tracy El Sch,2018,Federal - Non-Personnel,47.52
Kenneth N Butz Jr El Sch,2018,Federal - Non-Personnel,10.24
Lower Nazareth El Sch,2018,Federal - Non-Personnel,8.34
Nazareth Area HS,2018,Federal - Non-Personnel,8.62
Nazareth Area Intermediate Sch,2018,Federal - Non-Personnel,9.12
Nazareth Area MS,2018,Federal - Non-Personnel,10.29
Shafer El Sch,2018,Federal - Non-Personnel,8.34
George Wolf El Sch,2018,Federal - Non-Personnel,100.44
Lehigh El Sch,2018,Federal - Non-Personnel,33.99
Moore El Sch,2018,Federal - Non-Personnel,34.03
Northampton Area HS,2018,Federal - Non-Personnel,33.38
Colonel John Siegfried El Sch,2018,Federal - Non-Personnel,55.68
Northampton Area MS,2018,Federal - Non-Personnel,26.93
Pen Argyl Area HS,2018,Federal - Non-Personnel,34.24
Plainfield El Sch,2018,Federal - Non-Personnel,37.3
Wind Gap MS,2018,Federal - Non-Personnel,31.13
Saucon Valley El Sch,2018,Federal - Non-Personnel,52.72
Saucon Valley MS,2018,Federal - Non-Personnel,35.02
Saucon Valley SHS,2018,Federal - Non-Personnel,33.02
Avona El Sch,2018,Federal - Non-Personnel,37.68
Wilson Area Intermediate Sch,2018,Federal - Non-Personnel,24.89
Williams Township El Sch,2018,Federal - Non-Personnel,0
Wilson Area HS,2018,Federal - Non-Personnel,66.11
Wilson Borough El Sch,2018,Federal - Non-Personnel,37.34
Delaware Valley El Sch,2018,Federal - Non-Personnel,193.87
Delaware Valley HS,2018,Federal - Non-Personnel,197.67
Delaware Valley MS,2018,Federal - Non-Personnel,156.41
Dingman-Delaware El Sch,2018,Federal - Non-Personnel,185.84
Dingman-Delaware MS,2018,Federal - Non-Personnel,159.41
Dingman-Delaware Primary Sch,2018,Federal - Non-Personnel,197.62
Shohola El Sch,2018,Federal - Non-Personnel,180.41
Jim Thorpe Area HS,2018,Federal - Non-Personnel,0
L B Morris El Sch,2018,Federal - Non-Personnel,4.56
Penn-Kidder Campus,2018,Federal - Non-Personnel,4.61
Lehighton Area HS,2018,Federal - Non-Personnel,59.02
Lehighton Area MS,2018,Federal - Non-Personnel,61.59
Parkside Education Center,2018,Federal - Non-Personnel,16.85
Palmerton Area HS,2018,Federal - Non-Personnel,16.85
Palmerton Area JHS,2018,Federal - Non-Personnel,16.85
S S Palmer El Sch,2018,Federal - Non-Personnel,1.66
Towamensing El Sch,2018,Federal - Non-Personnel,449.3
Weatherly Area El Sch,2018,Federal - Non-Personnel,199.76
Weatherly Area MS,2018,Federal - Non-Personnel,277.37
Weatherly Area SHS,2018,Federal - Non-Personnel,4.38
Central El Sch,2018,Federal - Non-Personnel,124.7
Cleveland El Sch,2018,Federal - Non-Personnel,134.62
Francis D Raub MS,2018,Federal - Non-Personnel,163.5
Harrison-Morton MS,2018,Federal - Non-Personnel,160.26
Hiram W Dodd El Sch,2018,Federal - Non-Personnel,119.93
Jefferson El Sch,2018,Federal - Non-Personnel,124.21
Lehigh Parkway El Sch,2018,Federal - Non-Personnel,124.72
Louis E Dieruff HS,2018,Federal - Non-Personnel,133.23
McKinley El Sch,2018,Federal - Non-Personnel,120.74
Mosser El Sch,2018,Federal - Non-Personnel,128.99
Muhlenberg El Sch,2018,Federal - Non-Personnel,128.03
Ritter El Sch,2018,Federal - Non-Personnel,121.18
Roosevelt El Sch,2018,Federal - Non-Personnel,122.18
Sheridan El Sch,2018,Federal - Non-Personnel,127.27
South Mountain MS,2018,Federal - Non-Personnel,164.58
Trexler MS,2018,Federal - Non-Personnel,174.94
Union Terrace El Sch,2018,Federal - Non-Personnel,119.9
Washington El Sch,2018,Federal - Non-Personnel,116.1
William Allen HS,2018,Federal - Non-Personnel,136.24
Catasauqua MS,2018,Federal - Non-Personnel,20.79
Catasauqua SHS,2018,Federal - Non-Personnel,21.79
Francis H Sheckler El Sch,2018,Federal - Non-Personnel,279.2
Alburtis El Sch,2018,Federal - Non-Personnel,35.02
Emmaus HS,2018,Federal - Non-Personnel,14.93
Eyer MS,2018,Federal - Non-Personnel,4.99
Jefferson El Sch,2018,Federal - Non-Personnel,73.28
Lincoln El Sch,2018,Federal - Non-Personnel,50.91
Lower Macungie MS,2018,Federal - Non-Personnel,5.01
Macungie El Sch,2018,Federal - Non-Personnel,34.82
Shoemaker El Sch,2018,Federal - Non-Personnel,5.58
Wescosville El Sch,2018,Federal - Non-Personnel,34.81
Northern Lehigh MS,2018,Federal - Non-Personnel,52.79
Northern Lehigh SHS,2018,Federal - Non-Personnel,61.34
Peters El Sch,2018,Federal - Non-Personnel,17.37
Slatington El Sch,2018,Federal - Non-Personnel,17.47
Northwestern Lehigh El Sch,2018,Federal - Non-Personnel,50.22
Northwestern Lehigh HS,2018,Federal - Non-Personnel,25.12
Northwestern Lehigh MS,2018,Federal - Non-Personnel,22.6
Weisenberg El Sch,2018,Federal - Non-Personnel,29.24
Cetronia Sch,2018,Federal - Non-Personnel,21.4
Fogelsville Sch,2018,Federal - Non-Personnel,21.32
Ironton Sch,2018,Federal - Non-Personnel,21.54
Kernsville Sch,2018,Federal - Non-Personnel,21.52
Kratzer Sch,2018,Federal - Non-Personnel,21.56
Orefield MS,2018,Federal - Non-Personnel,0
Parkland HS,2018,Federal - Non-Personnel,0
Parkway Manor Sch,2018,Federal - Non-Personnel,21.54
Schnecksville Sch,2018,Federal - Non-Personnel,21.1
Springhouse MS,2018,Federal - Non-Personnel,0
Harry S Truman El Sch,2018,Federal - Non-Personnel,80.06
Salisbury MS,2018,Federal - Non-Personnel,78.81
Salisbury SHS,2018,Federal - Non-Personnel,89.11
Western Salisbury El Sch,2018,Federal - Non-Personnel,77.57
Hopewell El Sch,2018,Federal - Non-Personnel,24.64
Liberty Bell El Sch,2018,Federal - Non-Personnel,24.6
Southern Lehigh Intermediate Sch,2018,Federal - Non-Personnel,24.6
Southern Lehigh MS,2018,Federal - Non-Personnel,24.42
Southern Lehigh SHS,2018,Federal - Non-Personnel,23.72
Clarence M Gockley El Sch,2018,Federal - Non-Personnel,21.13
George D Steckel El Sch,2018,Federal - Non-Personnel,106.22
Whitehall HS,2018,Federal - Non-Personnel,6.46
Whitehall-Coplay MS,2018,Federal - Non-Personnel,40.31
Zephyr El Sch,2018,Federal - Non-Personnel,13.73
Belmont Hills El Sch,2018,Federal - Non-Personnel,37.35
Benjamin Rush El Sch,2018,Federal - Non-Personnel,22.9
Bensalem Twp HS,2018,Federal - Non-Personnel,25.1
Cecelia Snyder MS,2018,Federal - Non-Personnel,91.12
Cornwells El Sch,2018,Federal - Non-Personnel,33.16
Robert K Shafer MS,2018,Federal - Non-Personnel,73.28
Russell C Struble El Sch,2018,Federal - Non-Personnel,22.94
Samuel K Faust El Sch,2018,Federal - Non-Personnel,21.72
Valley El Sch,2018,Federal - Non-Personnel,22.12
Bristol HS,2018,Federal - Non-Personnel,0
Warren Snyder-John Girotti El Sch,2018,Federal - Non-Personnel,0
Bristol MS,2018,Federal - Non-Personnel,0
Roosevelt MS,2018,Federal - Non-Personnel,49.41
Truman SHS,2018,Federal - Non-Personnel,65.99
Klinger MS,2018,Federal - Non-Personnel,123.67
Log College MS,2018,Federal - Non-Personnel,123.67
McDonald El Sch,2018,Federal - Non-Personnel,123.68
William Tennent HS,2018,Federal - Non-Personnel,132.82
Barclay El Sch,2018,Federal - Non-Personnel,26.56
Bridge Valley El Sch,2018,Federal - Non-Personnel,21.26
Buckingham El Sch,2018,Federal - Non-Personnel,21.27
Butler El Sch,2018,Federal - Non-Personnel,21.27
Central Bucks HS-East,2018,Federal - Non-Personnel,21.27
Central Bucks HS-South,2018,Federal - Non-Personnel,21.26
Central Bucks HS-West,2018,Federal - Non-Personnel,21.26
Cold Spring El Sch,2018,Federal - Non-Personnel,21.25
Doyle El Sch,2018,Federal - Non-Personnel,21.26
Gayman El Sch,2018,Federal - Non-Personnel,21.24
Groveland El Sch,2018,Federal - Non-Personnel,72.41
Holicong MS,2018,Federal - Non-Personnel,21.27
Jamison El Sch,2018,Federal - Non-Personnel,21.27
Kutz El Sch,2018,Federal - Non-Personnel,21.26
Lenape MS,2018,Federal - Non-Personnel,21.26
Linden El Sch,2018,Federal - Non-Personnel,21.28
Mill Creek El Sch,2018,Federal - Non-Personnel,21.26
Pine Run El Sch,2018,Federal - Non-Personnel,21.24
Tamanend MS,2018,Federal - Non-Personnel,21.25
Titus El Sch,2018,Federal - Non-Personnel,22.73
Tohickon MS,2018,Federal - Non-Personnel,21.27
Unami MS,2018,Federal - Non-Personnel,21.27
Warwick El Sch,2018,Federal - Non-Personnel,24.85
Churchville El Sch,2018,Federal - Non-Personnel,0
Council Rock HS North,2018,Federal - Non-Personnel,0
Council Rock HS South,2018,Federal - Non-Personnel,4.14
Goodnoe El Sch,2018,Federal - Non-Personnel,0
Hillcrest El Sch,2018,Federal - Non-Personnel,0
Holland El Sch,2018,Federal - Non-Personnel,0
Maureen M Welch El Sch,2018,Federal - Non-Personnel,0
Newtown El Sch,2018,Federal - Non-Personnel,0
Newtown MS,2018,Federal - Non-Personnel,0
Richboro El Sch,2018,Federal - Non-Personnel,0
Rolling Hills El Sch,2018,Federal - Non-Personnel,0
Sol Feinstone El Sch,2018,Federal - Non-Personnel,0
Wrightstown El Sch,2018,Federal - Non-Personnel,0
Grandview El Sch,2018,Federal - Non-Personnel,215.92
Buck El Sch,2018,Federal - Non-Personnel,577.56
Hoover El Sch,2018,Federal - Non-Personnel,608.22
Joseph E Ferderbar El Sch,2018,Federal - Non-Personnel,607.7
Maple Point MS,2018,Federal - Non-Personnel,290.7
Miller El Sch,2018,Federal - Non-Personnel,604.38
Neshaminy HS,2018,Federal - Non-Personnel,398.61
Poquessing MS,2018,Federal - Non-Personnel,287.87
Sandburg MS,2018,Federal - Non-Personnel,285.79
Schweitzer El Sch,2018,Federal - Non-Personnel,601.07
New Hope-Solebury HS,2018,Federal - Non-Personnel,5.06
New Hope-Solebury Lower El Sch,2018,Federal - Non-Personnel,4.35
New Hope-Solebury MS,2018,Federal - Non-Personnel,0.34
New Hope-Solebury Upper El Sch,2018,Federal - Non-Personnel,2.72
Durham-Nockamixon El Sch,2018,Federal - Non-Personnel,45.48
Palisades HS,2018,Federal - Non-Personnel,0.43
Palisades MS,2018,Federal - Non-Personnel,1.88
Springfield El Sch,2018,Federal - Non-Personnel,34.51
Tinicum El Sch,2018,Federal - Non-Personnel,56.03
Bedminster El Sch,2018,Federal - Non-Personnel,21.62
Deibler El Sch,2018,Federal - Non-Personnel,21.08
Grasse El Sch,2018,Federal - Non-Personnel,19.8
Patricia A Guth El Sch,2018,Federal - Non-Personnel,20.39
Pennridge Central MS,2018,Federal - Non-Personnel,0
Pennridge HS,2018,Federal - Non-Personnel,0
Pennridge North MS,2018,Federal - Non-Personnel,0
Pennridge South MS,2018,Federal - Non-Personnel,0
Sellersville El Sch,2018,Federal - Non-Personnel,20.9
Seylar El Sch,2018,Federal - Non-Personnel,20.08
West Rockhill El Sch,2018,Federal - Non-Personnel,21.73
Afton El Sch,2018,Federal - Non-Personnel,75.7
Charles H Boehm MS,2018,Federal - Non-Personnel,65.93
Edgewood El Sch,2018,Federal - Non-Personnel,75.77
Eleanor Roosevelt El Sch,2018,Federal - Non-Personnel,108.82
Fallsington El Sch,2018,Federal - Non-Personnel,110.34
Makefield El Sch,2018,Federal - Non-Personnel,76.33
Manor El Sch,2018,Federal - Non-Personnel,106.59
Oxford Valley El Sch,2018,Federal - Non-Personnel,108.99
Penn Valley El Sch,2018,Federal - Non-Personnel,107.54
Pennsbury HS,2018,Federal - Non-Personnel,66
Pennwood MS,2018,Federal - Non-Personnel,67.29
Quarry Hill El Sch,2018,Federal - Non-Personnel,74.66
Walt Disney El Sch,2018,Federal - Non-Personnel,111.65
William Penn MS,2018,Federal - Non-Personnel,66.16
Neidig El Sch,2018,Federal - Non-Personnel,62.32
Pfaff El Sch,2018,Federal - Non-Personnel,61.99
Quakertown Community HS,2018,Federal - Non-Personnel,66.13
Quakertown El Sch,2018,Federal - Non-Personnel,61.24
Richland El Sch,2018,Federal - Non-Personnel,61.84
Strayer MS,2018,Federal - Non-Personnel,65.86
Trumbauersville El Sch,2018,Federal - Non-Personnel,64.06
Abington JHS,2018,Federal - Non-Personnel,110.71
Abington SHS,2018,Federal - Non-Personnel,110.46
Copper Beech Sch,2018,Federal - Non-Personnel,110.46
Highland Sch,2018,Federal - Non-Personnel,110.46
McKinley Sch,2018,Federal - Non-Personnel,110.46
Overlook Sch,2018,Federal - Non-Personnel,110.46
Roslyn Sch,2018,Federal - Non-Personnel,110.46
Rydal East Sch,2018,Federal - Non-Personnel,110.46
Willow Hill Sch,2018,Federal - Non-Personnel,110.46
Cedarbrook MS,2018,Federal - Non-Personnel,5.62
Cheltenham El Sch,2018,Federal - Non-Personnel,5.27
Cheltenham HS,2018,Federal - Non-Personnel,6.85
Elkins Park Sch,2018,Federal - Non-Personnel,5.24
Glenside El Sch,2018,Federal - Non-Personnel,5.49
Myers El Sch,2018,Federal - Non-Personnel,6
Wyncote El Sch,2018,Federal - Non-Personnel,5.14
Colonial El Sch,2018,Federal - Non-Personnel,4.26
Colonial MS,2018,Federal - Non-Personnel,0.53
Conshohocken El Sch,2018,Federal - Non-Personnel,235.93
Plymouth El Sch,2018,Federal - Non-Personnel,199.97
Plymouth-Whitemarsh SHS,2018,Federal - Non-Personnel,34.19
Ridge Park El Sch,2018,Federal - Non-Personnel,3.63
Whitemarsh El Sch,2018,Federal - Non-Personnel,4.02
Blair Mill El Sch,2018,Federal - Non-Personnel,128.52
Hallowell El Sch,2018,Federal - Non-Personnel,107.1
Hatboro-Horsham SHS,2018,Federal - Non-Personnel,93.89
Keith Valley MS,2018,Federal - Non-Personnel,88.9
Pennypack El Sch,2018,Federal - Non-Personnel,111.6
Simmons El Sch,2018,Federal - Non-Personnel,86.75
Jenkintown El Sch,2018,Federal - Non-Personnel,174.37
Jenkintown Middle/High School,2018,Federal - Non-Personnel,208.67
Bala-Cynwyd MS,2018,Federal - Non-Personnel,19.38
Belmont Hills El Sch,2018,Federal - Non-Personnel,17.89
Cynwyd Sch,2018,Federal - Non-Personnel,17.68
Gladwyne Sch,2018,Federal - Non-Personnel,17.97
Harriton SHS,2018,Federal - Non-Personnel,23
Lower Merion HS,2018,Federal - Non-Personnel,21.61
Merion El Sch,2018,Federal - Non-Personnel,17.82
Penn Valley Sch,2018,Federal - Non-Personnel,16.95
Penn Wynne Sch,2018,Federal - Non-Personnel,18.48
Welsh Valley MS,2018,Federal - Non-Personnel,18.94
Lower Moreland HS,2018,Federal - Non-Personnel,47.27
Murray Avenue Sch,2018,Federal - Non-Personnel,39.56
Pine Road El Sch,2018,Federal - Non-Personnel,38.46
Arcola Intrmd Sch,2018,Federal - Non-Personnel,6.69
Arrowhead El Sch,2018,Federal - Non-Personnel,8.98
Eagleville El Sch,2018,Federal - Non-Personnel,10.27
Methacton HS,2018,Federal - Non-Personnel,7.43
Woodland El Sch,2018,Federal - Non-Personnel,8.96
Worcester El Sch,2018,Federal - Non-Personnel,8.98
Cole Manor El Sch,2018,Federal - Non-Personnel,171.88
East Norriton MS,2018,Federal - Non-Personnel,376.05
Eisenhower MS,2018,Federal - Non-Personnel,289.24
Gotwals El Sch,2018,Federal - Non-Personnel,116.5
Hancock El Sch,2018,Federal - Non-Personnel,92.5
Marshall Street El Sch,2018,Federal - Non-Personnel,91.87
Norristown Area HS,2018,Federal - Non-Personnel,518.2
Paul V Fly El Sch,2018,Federal - Non-Personnel,168.15
Roosevelt Altern Sch,2018,Federal - Non-Personnel,84.94
Stewart MS,2018,Federal - Non-Personnel,283.66
Whitehall El Sch,2018,Federal - Non-Personnel,174.06
Evergreen El Sch,2018,Federal - Non-Personnel,54.07
Perkiomen Valley HS,2018,Federal - Non-Personnel,57.53
Perkiomen Valley MS-East,2018,Federal - Non-Personnel,54.57
Perkiomen Valley MS-West,2018,Federal - Non-Personnel,241.52
Schwenksville El Sch,2018,Federal - Non-Personnel,237.7
Skippack El Sch,2018,Federal - Non-Personnel,54.1
South El Sch,2018,Federal - Non-Personnel,237.15
Lower Pottsgrove El Sch,2018,Federal - Non-Personnel,49.23
Pottsgrove MS,2018,Federal - Non-Personnel,32.96
Pottsgrove SHS,2018,Federal - Non-Personnel,35.5
Ringing Rocks El Sch,2018,Federal - Non-Personnel,44.3
West Pottsgrove El Sch,2018,Federal - Non-Personnel,38.71
Barth El Sch,2018,Federal - Non-Personnel,73.17
Franklin El Sch,2018,Federal - Non-Personnel,58.08
Lincoln El Sch,2018,Federal - Non-Personnel,61.36
Pottstown MS,2018,Federal - Non-Personnel,145.37
Pottstown SHS,2018,Federal - Non-Personnel,108.56
Rupert El Sch,2018,Federal - Non-Personnel,68.91
E M Crouthamel El Sch,2018,Federal - Non-Personnel,175.7
Franconia El Sch,2018,Federal - Non-Personnel,100.45
Indian Crest MS,2018,Federal - Non-Personnel,102.68
Indian Valley MS,2018,Federal - Non-Personnel,102.68
Oak Ridge El Sch,2018,Federal - Non-Personnel,98.81
Souderton Area SHS,2018,Federal - Non-Personnel,104.6
Vernfield El Sch,2018,Federal - Non-Personnel,98.79
West Broad Street El Sch,2018,Federal - Non-Personnel,98.61
Springfield Twp El Sch-Enfield,2018,Federal - Non-Personnel,15.9
Springfield Twp El Sch-Erdenhm,2018,Federal - Non-Personnel,4.25
Springfield Twp HS,2018,Federal - Non-Personnel,4.03
Springfield Twp MS,2018,Federal - Non-Personnel,3.06
Brooke El Sch,2018,Federal - Non-Personnel,43.28
Evans El Sch,2018,Federal - Non-Personnel,38.11
Limerick El Sch,2018,Federal - Non-Personnel,45.69
Oaks El Sch,2018,Federal - Non-Personnel,35.86
Royersford El Sch,2018,Federal - Non-Personnel,79.62
Spring City El Sch,2018,Federal - Non-Personnel,94.5
Spring-Ford Intrmd Sch 5th/6th,2018,Federal - Non-Personnel,41.19
Spring-Ford MS 7th Grade Ctr,2018,Federal - Non-Personnel,25.14
Spring-Ford MS 8th Grade Ctr,2018,Federal - Non-Personnel,25
Spring-Ford SHS 9-12 Ctr,2018,Federal - Non-Personnel,80.7
Upper Providence El Sch,2018,Federal - Non-Personnel,40.21
Fitzwater El Sch,2018,Federal - Non-Personnel,9.29
Fort Washington El Sch,2018,Federal - Non-Personnel,9.21
Jarrettown El Sch,2018,Federal - Non-Personnel,9.28
Maple Glen El Sch,2018,Federal - Non-Personnel,9.7
Sandy Run MS,2018,Federal - Non-Personnel,9.32
Upper Dublin HS,2018,Federal - Non-Personnel,10.48
Bridgeport El Sch,2018,Federal - Non-Personnel,83.39
Caley El Sch,2018,Federal - Non-Personnel,80.08
Candlebrook El Sch,2018,Federal - Non-Personnel,80.59
Roberts El Sch,2018,Federal - Non-Personnel,80.26
Upper Merion HS,2018,Federal - Non-Personnel,53.99
Upper Merion MS,2018,Federal - Non-Personnel,53.26
Upper Moreland HS,2018,Federal - Non-Personnel,123.87
Upper Moreland Intermediate Sch,2018,Federal - Non-Personnel,181.62
Upper Moreland MS,2018,Federal - Non-Personnel,154.29
Upper Moreland Primary Sch,2018,Federal - Non-Personnel,157.97
Hereford El Sch,2018,Federal - Non-Personnel,26.82
Marlborough El Sch,2018,Federal - Non-Personnel,17.17
Upper Perkiomen HS,2018,Federal - Non-Personnel,27.79
Upper Perkiomen MS,2018,Federal - Non-Personnel,21.5
Blue Bell El Sch,2018,Federal - Non-Personnel,0
Lower Gwynedd El Sch,2018,Federal - Non-Personnel,0
Shady Grove El Sch,2018,Federal - Non-Personnel,0
Stony Creek El Sch,2018,Federal - Non-Personnel,0
Wissahickon MS,2018,Federal - Non-Personnel,0
Wissahickon SHS,2018,Federal - Non-Personnel,0.75
Avon Grove HS,2018,Federal - Non-Personnel,33.59
Avon Grove Intrmd Sch,2018,Federal - Non-Personnel,4.3
Fred S Engle MS,2018,Federal - Non-Personnel,4.35
Penn London El Sch,2018,Federal - Non-Personnel,12.71
Caln El Sch,2018,Federal - Non-Personnel,15.46
Coatesville Area SHS,2018,Federal - Non-Personnel,0
East Fallowfield El Sch,2018,Federal - Non-Personnel,15.01
Kings Highway El Sch,2018,Federal - Non-Personnel,14.28
North Brandywine MS,2018,Federal - Non-Personnel,5.09
Rainbow El Sch,2018,Federal - Non-Personnel,13.76
Reeceville El Sch,2018,Federal - Non-Personnel,13.95
Scott MS,2018,Federal - Non-Personnel,8.69
South Brandywine MS,2018,Federal - Non-Personnel,7.3
Beaver Creek El Sch,2018,Federal - Non-Personnel,62.41
Bradford Hgts El Sch,2018,Federal - Non-Personnel,62.41
Brandywine-Wallace El Sch,2018,Federal - Non-Personnel,62.41
Downingtown MS,2018,Federal - Non-Personnel,8.69
Downingtown HS East Campus,2018,Federal - Non-Personnel,8.69
Downingtown HS West Campus,2018,Federal - Non-Personnel,8.69
East Ward El Sch,2018,Federal - Non-Personnel,62.41
Lionville El Sch,2018,Federal - Non-Personnel,62.41
Lionville MS,2018,Federal - Non-Personnel,8.69
Pickering Valley El Sch,2018,Federal - Non-Personnel,62.41
Shamona Creek El Sch,2018,Federal - Non-Personnel,62.41
Springton Manor El Sch,2018,Federal - Non-Personnel,62.41
Uwchlan Hills El Sch,2018,Federal - Non-Personnel,62.41
West Bradford El Sch,2018,Federal - Non-Personnel,62.41
Charlestown El Sch,2018,Federal - Non-Personnel,16.73
General Wayne El Sch,2018,Federal - Non-Personnel,14.44
Great Valley HS,2018,Federal - Non-Personnel,9.73
Great Valley MS,2018,Federal - Non-Personnel,8.65
Kathryn D. Markley El Sch,2018,Federal - Non-Personnel,21.2
Sugartown El Sch,2018,Federal - Non-Personnel,18.8
Greenwood El Sch,2018,Federal - Non-Personnel,40.8
Kennett HS,2018,Federal - Non-Personnel,38.8
Kennett MS,2018,Federal - Non-Personnel,26.04
New Garden El Sch,2018,Federal - Non-Personnel,40.46
Octorara Area JSHS,2018,Federal - Non-Personnel,54.88
Octorara El Sch,2018,Federal - Non-Personnel,45.9
Octorara Intermediate Sch,2018,Federal - Non-Personnel,46.35
Octorara Primary LC,2018,Federal - Non-Personnel,47.64
East Coventry El Sch,2018,Federal - Non-Personnel,0.11
East Vincent El Sch,2018,Federal - Non-Personnel,0.12
French Creek El Sch,2018,Federal - Non-Personnel,0.11
North Coventry El Sch,2018,Federal - Non-Personnel,0.1
Owen J Roberts HS,2018,Federal - Non-Personnel,0.09
Owen J Roberts MS,2018,Federal - Non-Personnel,0.01
West Vincent El Sch,2018,Federal - Non-Personnel,0.1
Elk Ridge School,2018,Federal - Non-Personnel,501.88
Hopewell El Sch,2018,Federal - Non-Personnel,500.97
Jordan Bank Sch,2018,Federal - Non-Personnel,510.78
Nottingham Sch,2018,Federal - Non-Personnel,480.23
Oxford Area HS,2018,Federal - Non-Personnel,214.46
Penn's Grove Sch,2018,Federal - Non-Personnel,175.65
Barkley El Sch,2018,Federal - Non-Personnel,48.48
Phoenixville Area HS,2018,Federal - Non-Personnel,49.82
Phoenixville Area MS,2018,Federal - Non-Personnel,48.69
Schuylkill El Sch,2018,Federal - Non-Personnel,47.96
Beaumont El Sch,2018,Federal - Non-Personnel,16.33
Conestoga SHS,2018,Federal - Non-Personnel,23.46
Devon El Sch,2018,Federal - Non-Personnel,15.15
Hillside El Sch,2018,Federal - Non-Personnel,16.45
New Eagle El Sch,2018,Federal - Non-Personnel,15.51
Tredyffrin-Easttown MS,2018,Federal - Non-Personnel,17.04
Valley Forge El Sch,2018,Federal - Non-Personnel,15.49
Valley Forge MS,2018,Federal - Non-Personnel,16.87
Chadds Ford El Sch,2018,Federal - Non-Personnel,134.12
Charles F Patton MS,2018,Federal - Non-Personnel,135.86
Hillendale El Sch,2018,Federal - Non-Personnel,136.14
Pocopson El Sch,2018,Federal - Non-Personnel,134.05
Unionville El Sch,2018,Federal - Non-Personnel,136.38
Unionville HS,2018,Federal - Non-Personnel,143.99
E N Peirce MS,2018,Federal - Non-Personnel,117.74
East Bradford El Sch,2018,Federal - Non-Personnel,117.74
East Goshen El Sch,2018,Federal - Non-Personnel,117.74
Exton El Sch,2018,Federal - Non-Personnel,117.74
Fern Hill El Sch,2018,Federal - Non-Personnel,117.74
Glen Acres El Sch,2018,Federal - Non-Personnel,117.74
Hillsdale El Sch,2018,Federal - Non-Personnel,117.74
J R Fugett MS,2018,Federal - Non-Personnel,117.74
Mary C Howse El Sch,2018,Federal - Non-Personnel,117.74
Penn Wood El Sch,2018,Federal - Non-Personnel,117.74
Sarah W Starkweather El Sch,2018,Federal - Non-Personnel,117.74
Stetson MS,2018,Federal - Non-Personnel,117.66
West Chester Bayard Rustin HS,2018,Federal - Non-Personnel,117.65
West Chester East HS,2018,Federal - Non-Personnel,117.64
West Chester Henderson HS,2018,Federal - Non-Personnel,117.74
Westtown-Thornbury El Sch,2018,Federal - Non-Personnel,117.74
Chester HS,2018,Federal - Non-Personnel,106.93
Chester Upland Sch of Arts,2018,Federal - Non-Personnel,251.53
Main Street Sch,2018,Federal - Non-Personnel,37.34
Stetser El Sch,2018,Federal - Non-Personnel,685.2
Boothwyn El Sch,2018,Federal - Non-Personnel,0
Chichester MS,2018,Federal - Non-Personnel,30.2
Chichester SHS,2018,Federal - Non-Personnel,30.32
Hilltop El Sch,2018,Federal - Non-Personnel,0
Linwood El Sch,2018,Federal - Non-Personnel,256.33
Marcus Hook El Sch,2018,Federal - Non-Personnel,283.37
Bethel Springs El Sch,2018,Federal - Non-Personnel,6.25
Concord El Sch,2018,Federal - Non-Personnel,4.03
Garnet Valley El Sch,2018,Federal - Non-Personnel,4
Garnet Valley HS,2018,Federal - Non-Personnel,21.91
Garnet Valley MS,2018,Federal - Non-Personnel,2.56
Chatham Park El Sch,2018,Federal - Non-Personnel,37.27
Chestnutwold El Sch,2018,Federal - Non-Personnel,38.71
Coopertown El Sch,2018,Federal - Non-Personnel,38.28
