DistrictName,SchoolName,Schl,AcademicYearId,AUN,DataElement,DisplayValue
Fox Chapel Area SD,Dorseyville MS,147,2021,103023912,Local - Non-Personnel,1929575.54
Fox Chapel Area SD,Fairview El Sch,149,2021,103023912,Local - Non-Personnel,791392.34
Fox Chapel Area SD,Fox Chapel Area HS,156,2021,103023912,Local - Non-Personnel,3746002.42
Fox Chapel Area SD,Hartwood El Sch,6780,2021,103023912,Local - Non-Personnel,873245.66
Fox Chapel Area SD,Kerr El Sch,153,2021,103023912,Local - Non-Personnel,923367.66
Fox Chapel Area SD,OHara El Sch,461,2021,103023912,Local - Non-Personnel,1496453.84
Franklin Area SD,Central El Sch,4667,2021,106612203,Local - Non-Personnel,436297.34
Franklin Area SD,Franklin Area JSHS,4106,2021,106612203,Local - Non-Personnel,745713.97
Franklin Area SD,Sandycreek El Sch,4101,2021,106612203,Local - Non-Personnel,350673.15
Franklin Area SD,Victory El Sch,6166,2021,106612203,Local - Non-Personnel,237903.55
Franklin Regional SD,Franklin Regional MS,7602,2021,107652603,Local - Non-Personnel,1332729.51
Franklin Regional SD,Franklin Regional Primary Sch,4357,2021,107652603,Local - Non-Personnel,1026372.77
Franklin Regional SD,Franklin Regional SHS,4360,2021,107652603,Local - Non-Personnel,1784105.12
Franklin Regional SD,Heritage El Sch,7163,2021,107652603,Local - Non-Personnel,996278.17
Frazier SD,Frazier El Sch,6686,2021,101262903,Local - Non-Personnel,923791.9
Frazier SD,Frazier HS,2126,2021,101262903,Local - Non-Personnel,574963.24
Frazier SD,Frazier MS,7176,2021,101262903,Local - Non-Personnel,388845.79
Freedom Area SD,Freedom Area El Sch,8357,2021,127042853,Local - Non-Personnel,642116.9
Freedom Area SD,Freedom Area MS,8356,2021,127042853,Local - Non-Personnel,500930.95
Freedom Area SD,Freedom Area SHS,6563,2021,127042853,Local - Non-Personnel,457099.49
Freeport Area SD,Buffalo El Sch,591,2021,128033053,Local - Non-Personnel,605159.35
Freeport Area SD,Freeport Area MS,8346,2021,128033053,Local - Non-Personnel,648321.17
Freeport Area SD,Freeport Area SHS,594,2021,128033053,Local - Non-Personnel,883862.79
Freeport Area SD,South Buffalo El Sch,592,2021,128033053,Local - Non-Personnel,362734.96
Garnet Valley SD,Bethel Springs El Sch,7714,2021,125234103,Local - Non-Personnel,841768.48
Garnet Valley SD,Concord El Sch,6506,2021,125234103,Local - Non-Personnel,1289071.64
Garnet Valley SD,Garnet Valley El Sch,7486,2021,125234103,Local - Non-Personnel,1361529.95
Garnet Valley SD,Garnet Valley HS,1869,2021,125234103,Local - Non-Personnel,3062982.41
Garnet Valley SD,Garnet Valley MS,7313,2021,125234103,Local - Non-Personnel,2106833.05
Gateway SD,Dr Cleveland Steward Jr El Sch,161,2021,103024102,Local - Non-Personnel,551548.56
Gateway SD,Evergreen El Sch,157,2021,103024102,Local - Non-Personnel,424266.25
Gateway SD,Gateway MS,167,2021,103024102,Local - Non-Personnel,
Gateway SD,Gateway SHS,170,2021,103024102,Local - Non-Personnel,3034888.07
Gateway SD,Ramsey El Sch,5191,2021,103024102,Local - Non-Personnel,686045.93
Gateway SD,University Park El Sch,165,2021,103024102,Local - Non-Personnel,579445.15
General McLane SD,Edinboro El Sch,2038,2021,105253903,Local - Non-Personnel,662963
General McLane SD,General McLane HS,2040,2021,105253903,Local - Non-Personnel,3877901
General McLane SD,James W Parker MS,5225,2021,105253903,Local - Non-Personnel,1305434
General McLane SD,McKean El Sch,2039,2021,105253903,Local - Non-Personnel,548976
Gettysburg Area SD,Franklin Twp El Sch,8176,2021,112013753,Local - Non-Personnel,487133.22
Gettysburg Area SD,Gettysburg Area HS,6271,2021,112013753,Local - Non-Personnel,2704673.76
Gettysburg Area SD,Gettysburg Area MS,10,2021,112013753,Local - Non-Personnel,2000649.81
Gettysburg Area SD,James Gettys El Sch,5126,2021,112013753,Local - Non-Personnel,438208.09
Gettysburg Area SD,Lincoln El Sch,7592,2021,112013753,Local - Non-Personnel,570151.31
Girard SD,Elk Valley El Sch,2042,2021,105254053,Local - Non-Personnel,427101
Girard SD,Girard HS,2043,2021,105254053,Local - Non-Personnel,544366
Girard SD,Rice Avenue MS,6777,2021,105254053,Local - Non-Personnel,348410
Glendale SD,Glendale El Sch,6952,2021,110173003,Local - Non-Personnel,294354.98
Glendale SD,Glendale JSHS,5219,2021,110173003,Local - Non-Personnel,324688.09
Governor Mifflin SD,Brecknock El Sch,793,2021,114063003,Local - Non-Personnel,846748.8
Governor Mifflin SD,Cumru El Sch,794,2021,114063003,Local - Non-Personnel,721237.14
Governor Mifflin SD,Governor Mifflin MS,801,2021,114063003,Local - Non-Personnel,1077398.42
Governor Mifflin SD,Governor Mifflin SHS,802,2021,114063003,Local - Non-Personnel,2491272.45
Governor Mifflin SD,Intermediate Sch,6794,2021,114063003,Local - Non-Personnel,1073319.01
Governor Mifflin SD,Mifflin Park El Sch,8096,2021,114063003,Local - Non-Personnel,799011.06
Great Valley SD,Charlestown El Sch,1368,2021,124153503,Local - Non-Personnel,1403199
Great Valley SD,General Wayne El Sch,7695,2021,124153503,Local - Non-Personnel,2497390
Great Valley SD,Great Valley HS,1424,2021,124153503,Local - Non-Personnel,5524051
Great Valley SD,Great Valley MS,1422,2021,124153503,Local - Non-Personnel,4012885
Great Valley SD,Kathryn D. Markley El Sch,6479,2021,124153503,Local - Non-Personnel,2544815
Great Valley SD,Sugartown El Sch,1461,2021,124153503,Local - Non-Personnel,1988081
Greater Johnstown SD,Greater Johnstown El Sch,8405,2021,108112502,Local - Non-Personnel,521858.76
Greater Johnstown SD,Greater Johnstown MS,1252,2021,108112502,Local - Non-Personnel,417122.23
Greater Johnstown SD,Greater Johnstown School District's Cybe,8314,2021,108112502,Local - Non-Personnel,165797.79
Greater Johnstown SD,Greater Johnstown SHS,1251,2021,108112502,Local - Non-Personnel,699070.17
Greater Latrobe SD,Baggaley El Sch,4379,2021,107653102,Local - Non-Personnel,2783292.19
Greater Latrobe SD,Greater Latrobe JHS,6957,2021,107653102,Local - Non-Personnel,3038463.94
Greater Latrobe SD,Greater Latrobe SHS,4845,2021,107653102,Local - Non-Personnel,6966504.43
Greater Latrobe SD,Latrobe El Sch,4386,2021,107653102,Local - Non-Personnel,3258410.86
Greater Latrobe SD,Mountain View El Sch,4380,2021,107653102,Local - Non-Personnel,2806565.35
Greater Nanticoke Area SD,GNA El Ctr,7768,2021,118402603,Local - Non-Personnel,383276.12
Greater Nanticoke Area SD,Greater Nanticoke Area Ed Ctr,8430,2021,118402603,Local - Non-Personnel,403330.48
Greater Nanticoke Area SD,Greater Nanticoke Area SHS,5242,2021,118402603,Local - Non-Personnel,871280.89
Greater Nanticoke Area SD,Kennedy Early Childhood Center,8429,2021,118402603,Local - Non-Personnel,426353.25
Greencastle-Antrim SD,Greencastle-Antrim El Sch,2202,2021,112283003,Local - Non-Personnel,1280104.27
Greencastle-Antrim SD,Greencastle-Antrim MS,5117,2021,112283003,Local - Non-Personnel,1475836.89
Greencastle-Antrim SD,Greencastle-Antrim Primary Sch,7427,2021,112283003,Local - Non-Personnel,1220872.48
Greencastle-Antrim SD,Greencastle-Antrim SHS,2206,2021,112283003,Local - Non-Personnel,2366319.09
Greensburg Salem SD,Amos K Hutchinson El Sch,7329,2021,107653203,Local - Non-Personnel,1234330.76
Greensburg Salem SD,Greensburg-Salem HS,4373,2021,107653203,Local - Non-Personnel,1763076.98
Greensburg Salem SD,Greensburg-Salem MS,4372,2021,107653203,Local - Non-Personnel,1278192.48
Greensburg Salem SD,Metzgar El Sch,5166,2021,107653203,Local - Non-Personnel,722354.88
Greensburg Salem SD,Nicely El Sch,5165,2021,107653203,Local - Non-Personnel,693547.71
Greenville Area SD,Greenville El Sch,8428,2021,104432803,Local - Non-Personnel,451019.48
Greenville Area SD,Greenville JSHS,3137,2021,104432803,Local - Non-Personnel,474512.84
Greenwood SD,Greenwood El Sch,7062,2021,115503004,Local - Non-Personnel,489236
Greenwood SD,Greenwood HS,6341,2021,115503004,Local - Non-Personnel,327168
Greenwood SD,Greenwood MS,7468,2021,115503004,Local - Non-Personnel,275095
Grove City Area SD,Grove City Area HS,3145,2021,104432903,Local - Non-Personnel,1436073.8
Grove City Area SD,Grove City Area MS,8202,2021,104432903,Local - Non-Personnel,928125.06
Grove City Area SD,Hillview El Sch,6844,2021,104432903,Local - Non-Personnel,1954986.12
Halifax Area SD,Halifax Area El Sch,5038,2021,115222504,Local - Non-Personnel,223760
Halifax Area SD,Halifax Area HS,6330,2021,115222504,Local - Non-Personnel,224564
Halifax Area SD,Halifax Area MS,6331,2021,115222504,Local - Non-Personnel,104145
Hamburg Area SD,Hamburg Area HS,808,2021,114063503,Local - Non-Personnel,1469541.89
Hamburg Area SD,Hamburg Area Middle School,7447,2021,114063503,Local - Non-Personnel,710715.07
Hamburg Area SD,Perry El Sch,809,2021,114063503,Local - Non-Personnel,604994.96
Hamburg Area SD,Tilden El Center,7992,2021,114063503,Local - Non-Personnel,852685.84
Hampton Township SD,Central El Sch,175,2021,103024603,Local - Non-Personnel,1051.67
Hampton Township SD,Hampton HS,5190,2021,103024603,Local - Non-Personnel,1671.99
Hampton Township SD,Hampton MS,179,2021,103024603,Local - Non-Personnel,1330.09
Hampton Township SD,Poff El Sch,178,2021,103024603,Local - Non-Personnel,1040.27
Hampton Township SD,Wyland El Sch,176,2021,103024603,Local - Non-Personnel,1119.09
Hanover Area SD,Hanover Area JSHS,2891,2021,118403003,Local - Non-Personnel,913786.3
Hanover Area SD,Hanover Area Memorial El Sch,7007,2021,118403003,Local - Non-Personnel,298947.84
Hanover Area SD,Hanover Green El Sch,8199,2021,118403003,Local - Non-Personnel,235004.34
Hanover Area SD,Lee Park El Sch,2888,2021,118403003,Local - Non-Personnel,274045.22
Hanover Area SD,Lyndwood El Sch,8479,2021,118403003,Local - Non-Personnel,168657.69
Hanover Public SD,Clearview El Sch,4565,2021,112672803,Local - Non-Personnel,301494
Hanover Public SD,Hanover MS,4570,2021,112672803,Local - Non-Personnel,760717
Hanover Public SD,Hanover SHS,4571,2021,112672803,Local - Non-Personnel,1060987
Hanover Public SD,Hanover Street El Sch,4566,2021,112672803,Local - Non-Personnel,372550
Hanover Public SD,Washington El Sch,4568,2021,112672803,Local - Non-Personnel,288438
Harambee Institute of Science and Technology CS,Harambee Institute of Science and Technology CS,7511,2021,126512850,Local - Non-Personnel,4533539
Harbor Creek SD,Clark El Sch,2047,2021,105254353,Local - Non-Personnel,250906.2
Harbor Creek SD,Harbor Creek Junior HS,2048,2021,105254353,Local - Non-Personnel,59057.87
Harbor Creek SD,Harbor Creek Senior HS,7948,2021,105254353,Local - Non-Personnel,1064645.45
Harbor Creek SD,Klein El Sch,2046,2021,105254353,Local - Non-Personnel,273870.82
Harbor Creek SD,Rolling Ridge El Sch,5227,2021,105254353,Local - Non-Personnel,367462.19
Harmony Area SD,Harmony Area El Sch,7195,2021,110173504,Local - Non-Personnel,463246
Harmony Area SD,Harmony Area JSHS,8316,2021,110173504,Local - Non-Personnel,351468
Harrisburg City SD,Benjamin Franklin Sch,8268,2021,115222752,Local - Non-Personnel,2850944
Harrisburg City SD,Camp Curtin Academy,8264,2021,115222752,Local - Non-Personnel,2557818
Harrisburg City SD,Cougar Academy,8376,2021,115222752,Local - Non-Personnel,747155
Harrisburg City SD,Downey Sch,8265,2021,115222752,Local - Non-Personnel,1410018
Harrisburg City SD,Foose Sch,1766,2021,115222752,Local - Non-Personnel,1871629
Harrisburg City SD,Harrisburg HS,6333,2021,115222752,Local - Non-Personnel,3489941
Harrisburg City SD,Harrisburg HS - SciTech Cmp,7902,2021,115222752,Local - Non-Personnel,1255769
Harrisburg City SD,Marshall Academy,8266,2021,115222752,Local - Non-Personnel,507404
Harrisburg City SD,Marshall Math Science Academy,7901,2021,115222752,Local - Non-Personnel,1228129
Harrisburg City SD,Melrose Sch,8267,2021,115222752,Local - Non-Personnel,2102120
Harrisburg City SD,Rowland Academy,7623,2021,115222752,Local - Non-Personnel,2634186
Harrisburg City SD,Scott Sch,7667,2021,115222752,Local - Non-Personnel,1901586
Hatboro-Horsham SD,Blair Mill El Sch,5079,2021,123463603,Local - Non-Personnel,1172210
Hatboro-Horsham SD,Crooked Billet El Sch,8483,2021,123463603,Local - Non-Personnel,1376393
Hatboro-Horsham SD,Hallowell El Sch,3271,2021,123463603,Local - Non-Personnel,1361358
Hatboro-Horsham SD,Hatboro-Horsham SHS,3272,2021,123463603,Local - Non-Personnel,4554658
Hatboro-Horsham SD,Keith Valley MS,6639,2021,123463603,Local - Non-Personnel,3273134
Hatboro-Horsham SD,Simmons El Sch,3270,2021,123463603,Local - Non-Personnel,1897125
Haverford Township SD,Chatham Park El Sch,1871,2021,125234502,Local - Non-Personnel,711000
Haverford Township SD,Chestnutwold El Sch,1876,2021,125234502,Local - Non-Personnel,709887
Haverford Township SD,Coopertown El Sch,1877,2021,125234502,Local - Non-Personnel,562605
Haverford Township SD,Haverford MS,1878,2021,125234502,Local - Non-Personnel,1837504
Haverford Township SD,Haverford SHS,1879,2021,125234502,Local - Non-Personnel,2279371
Haverford Township SD,Lynnewood El Sch,1874,2021,125234502,Local - Non-Personnel,678958
Haverford Township SD,Manoa El Sch,1875,2021,125234502,Local - Non-Personnel,799297
Hazleton Area SD,Arthur Street El Sch,7937,2021,118403302,Local - Non-Personnel,150508.38
Hazleton Area SD,Drums El/MS,7661,2021,118403302,Local - Non-Personnel,191093.1
Hazleton Area SD,Freeland El/MS,6718,2021,118403302,Local - Non-Personnel,235545.53
Hazleton Area SD,Hazle Township Early Learning Center,8333,2021,118403302,Local - Non-Personnel,163883.17
Hazleton Area SD,Hazleton Area HS,7348,2021,118403302,Local - Non-Personnel,784186.31
Hazleton Area SD,Hazleton El/MS,7936,2021,118403302,Local - Non-Personnel,228183.87
Hazleton Area SD,Heights Terrace El/MS,6930,2021,118403302,Local - Non-Personnel,276708.48
Hazleton Area SD,Maple Manor El/MS,8334,2021,118403302,Local - Non-Personnel,268207.31
Hazleton Area SD,McAdoo-Kelayres El/MS,8245,2021,118403302,Local - Non-Personnel,235171.57
Hazleton Area SD,Valley El/MS,7340,2021,118403302,Local - Non-Personnel,396262.74
Hazleton Area SD,West Hazleton El/MS,7569,2021,118403302,Local - Non-Personnel,226931.47
Hempfield Area SD,Fort Allen El Sch,4389,2021,107653802,Local - Non-Personnel,759042.4
Hempfield Area SD,Hempfield Area SHS,4404,2021,107653802,Local - Non-Personnel,2721323
Hempfield Area SD,Maxwell El Sch,4394,2021,107653802,Local - Non-Personnel,636888.24
Hempfield Area SD,Stanwood El Sch,5359,2021,107653802,Local - Non-Personnel,822735.32
Hempfield Area SD,Wendover MS,7269,2021,107653802,Local - Non-Personnel,738120.35
Hempfield Area SD,West Hempfield El Sch,4399,2021,107653802,Local - Non-Personnel,739509.2
Hempfield Area SD,West Hempfield MS,7270,2021,107653802,Local - Non-Personnel,683601.01
Hempfield Area SD,West Point El Sch,4400,2021,107653802,Local - Non-Personnel,618369.57
Hempfield SD,Centerville El Sch,5236,2021,113363103,Local - Non-Personnel,814198.82
Hempfield SD,Centerville MS,5055,2021,113363103,Local - Non-Personnel,1074628.45
Hempfield SD,East Petersburg El Sch,2574,2021,113363103,Local - Non-Personnel,742657.1
Hempfield SD,Farmdale El Sch,2577,2021,113363103,Local - Non-Personnel,834966.91
Hempfield SD,Hempfield SHS,2578,2021,113363103,Local - Non-Personnel,3937912.55
Hempfield SD,Landisville Intrmd Ctr,6294,2021,113363103,Local - Non-Personnel,779251.35
Hempfield SD,Landisville MS,7421,2021,113363103,Local - Non-Personnel,913827.16
Hempfield SD,Landisville Pri Ctr,7442,2021,113363103,Local - Non-Personnel,932340.83
Hempfield SD,Mountville El Sch,2576,2021,113363103,Local - Non-Personnel,911682.79
Hempfield SD,Rohrerstown El Sch,2575,2021,113363103,Local - Non-Personnel,773806.11
Hermitage SD,Artman El Sch,3146,2021,104433303,Local - Non-Personnel,601847.28
Hermitage SD,Delahunty MS,8069,2021,104433303,Local - Non-Personnel,345692.84
Hermitage SD,Hickory HS,3150,2021,104433303,Local - Non-Personnel,1072893.43
Hermitage SD,Karen A. Ionta El Sch,3147,2021,104433303,Local - Non-Personnel,311264
Highlands SD,Highlands Early Childhood Center,182,2021,103024753,Local - Non-Personnel,333606
Highlands SD,Highlands El Sch,191,2021,103024753,Local - Non-Personnel,918143
Highlands SD,Highlands MS,7202,2021,103024753,Local - Non-Personnel,977612
Highlands SD,Highlands SHS,5153,2021,103024753,Local - Non-Personnel,1026928
Hollidaysburg Area SD,Charles W Longer El Sch,7097,2021,108073503,Local - Non-Personnel,355306.74
Hollidaysburg Area SD,Foot of Ten El Sch,7381,2021,108073503,Local - Non-Personnel,459979.56
Hollidaysburg Area SD,Frankstown El Sch,6195,2021,108073503,Local - Non-Personnel,511638.44
Hollidaysburg Area SD,Hollidaysburg Area JHS,927,2021,108073503,Local - Non-Personnel,714574.14
Hollidaysburg Area SD,Hollidaysburg Area SHS,5207,2021,108073503,Local - Non-Personnel,828460.11
Homer-Center SD,Homer-Center El Sch,6797,2021,128323303,Local - Non-Personnel,414144.97
Homer-Center SD,Homer-Center JSHS,2331,2021,128323303,Local - Non-Personnel,492146.78
Hopewell Area SD,Hopewell El Sch,672,2021,127044103,Local - Non-Personnel,635700.28
Hopewell Area SD,Hopewell JHS,674,2021,127044103,Local - Non-Personnel,1241198.4
Hopewell Area SD,Hopewell SHS,675,2021,127044103,Local - Non-Personnel,1153925.64
Hopewell Area SD,Independence El Sch,671,2021,127044103,Local - Non-Personnel,523689.48
Hopewell Area SD,Margaret Ross El Sch,7280,2021,127044103,Local - Non-Personnel,431406.04
Huntingdon Area SD,Huntingdon Area MS,5333,2021,111312503,Local - Non-Personnel,1480968.84
Huntingdon Area SD,Huntingdon Area SHS,2305,2021,111312503,Local - Non-Personnel,1979311.43
Huntingdon Area SD,Southside El Sch,7525,2021,111312503,Local - Non-Personnel,616385.25
Huntingdon Area SD,Standing Stone El Sch,7620,2021,111312503,Local - Non-Personnel,788518.28
Indiana Area SD,Ben Franklin El Sch,2314,2021,128323703,Local - Non-Personnel,513230.23
Indiana Area SD,East Pike El Sch,4964,2021,128323703,Local - Non-Personnel,558924.64
Indiana Area SD,Eisenhower El Sch,2321,2021,128323703,Local - Non-Personnel,269496.36
Indiana Area SD,Horace Mann El Sch,2322,2021,128323703,Local - Non-Personnel,265644.44
Indiana Area SD,Indiana Area JHS,2324,2021,128323703,Local - Non-Personnel,955018.28
Indiana Area SD,Indiana Area SHS,2325,2021,128323703,Local - Non-Personnel,1416225.96
Interboro SD,Glenolden Sch,1881,2021,125235103,Local - Non-Personnel,782437.81
Interboro SD,Interboro SHS,1885,2021,125235103,Local - Non-Personnel,1277533.28
Interboro SD,Kindergarten Academy,7643,2021,125235103,Local - Non-Personnel,293870.76
Interboro SD,Norwood Sch,1883,2021,125235103,Local - Non-Personnel,713504.66
Interboro SD,Prospect Park Sch,6508,2021,125235103,Local - Non-Personnel,728748.68
Interboro SD,Tinicum Sch,4847,2021,125235103,Local - Non-Personnel,438265.48
Iroquois SD,Iroquois El Sch,2052,2021,105256553,Local - Non-Personnel,477755.5
Iroquois SD,Iroquois JSHS,4817,2021,105256553,Local - Non-Personnel,832973.98
Jamestown Area SD,Jamestown Area JSHS,6126,2021,104433604,Local - Non-Personnel,173485.35
Jamestown Area SD,Jamestown El Sch,6127,2021,104433604,Local - Non-Personnel,415984.37
Jeannette City SD,Jeannette HS,8421,2021,107654103,Local - Non-Personnel,2391580.96
Jeannette City SD,Jeannette McKee El Sch,8024,2021,107654103,Local - Non-Personnel,1087472.25
Jefferson-Morgan SD,Jefferson-Morgan El Sch,7029,2021,101303503,Local - Non-Personnel,470298.8
Jefferson-Morgan SD,Jefferson-Morgan MS/HS,2280,2021,101303503,Local - Non-Personnel,338218.89
Jenkintown SD,Jenkintown El Sch,3276,2021,123463803,Local - Non-Personnel,1657542.26
Jenkintown SD,Jenkintown Middle/High School,8049,2021,123463803,Local - Non-Personnel,1161820.25
Jersey Shore Area SD,Avis El Sch,3031,2021,117414003,Local - Non-Personnel,150324.49
Jersey Shore Area SD,Jersey Shore Area El Sch,5243,2021,117414003,Local - Non-Personnel,397187.48
Jersey Shore Area SD,Jersey Shore Area MS,3033,2021,117414003,Local - Non-Personnel,555929.36
Jersey Shore Area SD,Jersey Shore Area SHS,3034,2021,117414003,Local - Non-Personnel,1083317.3
Jersey Shore Area SD,Salladasburg El Sch,5060,2021,117414003,Local - Non-Personnel,152936.09
Jim Thorpe Area SD,Jim Thorpe Area HS,1307,2021,121135003,Local - Non-Personnel,1565751
Jim Thorpe Area SD,L B Morris El Sch,6965,2021,121135003,Local - Non-Personnel,311034
Jim Thorpe Area SD,Penn-Kidder Campus,7785,2021,121135003,Local - Non-Personnel,422889
Johnsonburg Area SD,Johnsonburg Area El Sch,5326,2021,109243503,Local - Non-Personnel,143778
Johnsonburg Area SD,Johnsonburg Area HS,6218,2021,109243503,Local - Non-Personnel,159551
Juniata County SD,East Juniata El Sch,8452,2021,111343603,Local - Non-Personnel,257496.08
Juniata County SD,East Juniata JSHS,2394,2021,111343603,Local - Non-Personnel,620005.73
Juniata County SD,Juniata El Sch,8451,2021,111343603,Local - Non-Personnel,383614.04
Juniata County SD,Juniata SHS,6255,2021,111343603,Local - Non-Personnel,429065.16
Juniata County SD,Tuscarora MS,7220,2021,111343603,Local - Non-Personnel,536686.03
Juniata Valley SD,Juniata Valley El Sch,5230,2021,111312804,Local - Non-Personnel,230953.2
Juniata Valley SD,Juniata Valley JSHS,2308,2021,111312804,Local - Non-Personnel,287405.72
Kane Area SD,Kane Area El Sch,5244,2021,109422303,Local - Non-Personnel,619619.48
Kane Area SD,Kane Area HS,5245,2021,109422303,Local - Non-Personnel,822259.92
Kane Area SD,Kane Area MS,3100,2021,109422303,Local - Non-Personnel,374302.36
Karns City Area SD,Chicora El Sch,1153,2021,104103603,Local - Non-Personnel,457538.64
Karns City Area SD,Karns City HS,1154,2021,104103603,Local - Non-Personnel,828008.73
Karns City Area SD,Sugarcreek El Sch,7396,2021,104103603,Local - Non-Personnel,226226.13
Kennett Consolidated SD,Bancroft El Sch,8172,2021,124154003,Local - Non-Personnel,1230019.26
Kennett Consolidated SD,Greenwood El Sch,1401,2021,124154003,Local - Non-Personnel,1262677.47
Kennett Consolidated SD,Kennett High School,6482,2021,124154003,Local - Non-Personnel,3484538.35
Kennett Consolidated SD,Kennett MS,6834,2021,124154003,Local - Non-Personnel,2093753.39
Kennett Consolidated SD,Mary D Lang Kdg Ctr,8171,2021,124154003,Local - Non-Personnel,963452.05
Kennett Consolidated SD,New Garden Elementary School,1400,2021,124154003,Local - Non-Personnel,1373218.36
Keystone Central SD,Bucktail Area MS,7795,2021,110183602,Local - Non-Personnel,122078.8
Keystone Central SD,Bucktail HS,6241,2021,110183602,Local - Non-Personnel,199105.37
Keystone Central SD,Central Mountain HS,7589,2021,110183602,Local - Non-Personnel,1460761.76
Keystone Central SD,Central Mountain MS,7590,2021,110183602,Local - Non-Personnel,1208006.32
Keystone Central SD,Liberty-Curtin El Sch,4917,2021,110183602,Local - Non-Personnel,209067.38
Keystone Central SD,Mill Hall El Sch,1570,2021,110183602,Local - Non-Personnel,377116.68
Keystone Central SD,Renovo El Sch,6242,2021,110183602,Local - Non-Personnel,202492.11
Keystone Central SD,Robb El Sch,6245,2021,110183602,Local - Non-Personnel,530386.88
Keystone Central SD,Woodward El Sch,1588,2021,110183602,Local - Non-Personnel,243598.41
Keystone Oaks SD,Dormont El Sch,7461,2021,103025002,Local - Non-Personnel,811384
Keystone Oaks SD,Fred L Aiken El Sch,203,2021,103025002,Local - Non-Personnel,512733
Keystone Oaks SD,Keystone Oaks HS,5112,2021,103025002,Local - Non-Personnel,1398307
Keystone Oaks SD,Keystone Oaks MS,7462,2021,103025002,Local - Non-Personnel,1046374
Keystone Oaks SD,Myrtle Ave Sch,204,2021,103025002,Local - Non-Personnel,670036
Keystone SD,Keystone El Sch,6694,2021,106166503,Local - Non-Personnel,360082.88
Keystone SD,Keystone JSHS,1486,2021,106166503,Local - Non-Personnel,372854.84
Kiski Area SD,Kiski Area East Primary Sch,7191,2021,107654403,Local - Non-Personnel,440230.85
Kiski Area SD,Kiski Area HS,4431,2021,107654403,Local - Non-Personnel,1286207.98
Kiski Area SD,Kiski Area IHS,7189,2021,107654403,Local - Non-Personnel,514079.35
Kiski Area SD,Kiski Area North Primary Sch,7190,2021,107654403,Local - Non-Personnel,531353.22
Kiski Area SD,Kiski Area South Primary Sch,4516,2021,107654403,Local - Non-Personnel,336904.3
Kiski Area SD,Kiski Area Upper El Sch,8277,2021,107654403,Local - Non-Personnel,571298.51
Kutztown Area SD,Greenwich-Lenhartsville El Sch,810,2021,114064003,Local - Non-Personnel,695136.92
Kutztown Area SD,Kutztown Area MS,6315,2021,114064003,Local - Non-Personnel,917177.2
Kutztown Area SD,Kutztown Area SHS,816,2021,114064003,Local - Non-Personnel,1757503.04
Kutztown Area SD,Kutztown El Sch,6316,2021,114064003,Local - Non-Personnel,1072780.65
Lackawanna Trail SD,Lackawanna Trail El Ctr,4524,2021,119665003,Local - Non-Personnel,725927.3
Lackawanna Trail SD,Lackawanna Trail JSHS,4528,2021,119665003,Local - Non-Personnel,877382.97
Lake-Lehman SD,Lake-Lehman JSHS,2924,2021,118403903,Local - Non-Personnel,1455738.6
Lake-Lehman SD,Lake-Noxen El Sch,7060,2021,118403903,Local - Non-Personnel,395044.81
Lake-Lehman SD,Lehman-Jackson El Sch,2922,2021,118403903,Local - Non-Personnel,580206.23
Lake-Lehman SD,Ross El Sch,2920,2021,118403903,Local - Non-Personnel,278706.11
Lakeland SD,Lakeland El Sch - Mayfield Campus,7146,2021,119354603,Local - Non-Personnel,447389.5
Lakeland SD,Lakeland El Sch - Scott Campus,6403,2021,119354603,Local - Non-Personnel,724290.34
Lakeland SD,Lakeland JSHS,6404,2021,119354603,Local - Non-Personnel,1236090.87
Lakeview SD,Lakeview Middle-HS,8481,2021,104433903,Local - Non-Personnel,522348.19
Lakeview SD,Oakview El Sch,3154,2021,104433903,Local - Non-Personnel,486569.9
Lampeter-Strasburg SD,Hans Herr El Sch,2606,2021,113363603,Local - Non-Personnel,715860.3
Lampeter-Strasburg SD,Lampeter El Sch,7939,2021,113363603,Local - Non-Personnel,685029.52
Lampeter-Strasburg SD,Lampeter-Strasburg SHS,2607,2021,113363603,Local - Non-Personnel,1568119.28
Lampeter-Strasburg SD,Martin Meylin MS,6297,2021,113363603,Local - Non-Personnel,904032.94
Lancaster SD,Burrowes Sch,2598,2021,113364002,Local - Non-Personnel,487906
Lancaster SD,Carter and MacRae El Sch,7182,2021,113364002,Local - Non-Personnel,747753
Lancaster SD,Elizabeth R Martin El Sch,2599,2021,113364002,Local - Non-Personnel,1042295
Lancaster SD,Fulton El Sch,2581,2021,113364002,Local - Non-Personnel,602558
Lancaster SD,Hamilton El Sch,2592,2021,113364002,Local - Non-Personnel,672935
Lancaster SD,Hand MS,2593,2021,113364002,Local - Non-Personnel,756830
Lancaster SD,James Buchanan El Sch,2597,2021,113364002,Local - Non-Personnel,603200
Lancaster SD,King El Sch,5056,2021,113364002,Local - Non-Personnel,597515
Lancaster SD,Lafayette El Sch,2584,2021,113364002,Local - Non-Personnel,718961
Lancaster SD,Lincoln MS,2595,2021,113364002,Local - Non-Personnel,810677
Lancaster SD,McCaskey Campus,2596,2021,113364002,Local - Non-Personnel,4473999
Lancaster SD,Phoenix Academy,7922,2021,113364002,Local - Non-Personnel,2482978
Lancaster SD,Price El Sch,6762,2021,113364002,Local - Non-Personnel,688602
