DistrictName,SchoolName,Schl,AcademicYearId,AUN,DataElement,DisplayValue
Abington Heights SD,Abington Heights HS,5091,2021,119350303,Federal - Non-Personnel,187281.77
Abington Heights SD,Abington Heights MS,6839,2021,119350303,Federal - Non-Personnel,193166.78
Abington Heights SD,Clarks Summit El Sch,7570,2021,119350303,Federal - Non-Personnel,66639.08
Abington Heights SD,Newton-Ransom Sch,2407,2021,119350303,Federal - Non-Personnel,36694.77
Abington Heights SD,South Abington Sch,6398,2021,119350303,Federal - Non-Personnel,49157.14
Abington Heights SD,Waverly Sch,2402,2021,119350303,Federal - Non-Personnel,53311.26
Abington SD,Abington JHS,3242,2021,123460302,Federal - Non-Personnel,465817.55
Abington SD,Abington SHS,3241,2021,123460302,Federal - Non-Personnel,437990.47
Abington SD,Copper Beech Sch,7707,2021,123460302,Federal - Non-Personnel,246928.05
Abington SD,Highland Sch,3229,2021,123460302,Federal - Non-Personnel,111856.87
Abington SD,McKinley Sch,5075,2021,123460302,Federal - Non-Personnel,163123.83
Abington SD,Overlook Sch,3232,2021,123460302,Federal - Non-Personnel,121810.54
Abington SD,Roslyn Sch,3234,2021,123460302,Federal - Non-Personnel,115307.89
Abington SD,Rydal East Sch,3226,2021,123460302,Federal - Non-Personnel,138252.56
Abington SD,Willow Hill Sch,4910,2021,123460302,Federal - Non-Personnel,110295.5
Albert Gallatin Area SD,A L Wilson El Sch,8364,2021,101260303,Federal - Non-Personnel,388706.17
Albert Gallatin Area SD,Albert Gallatin Area SHS,6001,2021,101260303,Federal - Non-Personnel,1055059.23
Albert Gallatin Area SD,Albert Gallatin North MS,7607,2021,101260303,Federal - Non-Personnel,386667.24
Albert Gallatin Area SD,Albert Gallatin South MS,7608,2021,101260303,Federal - Non-Personnel,378352.22
Albert Gallatin Area SD,Friendship Hill El Sch,4922,2021,101260303,Federal - Non-Personnel,214868.93
Albert Gallatin Area SD,George J Plava El Sch,2129,2021,101260303,Federal - Non-Personnel,369964.91
Albert Gallatin Area SD,Masontown El Sch,6002,2021,101260303,Federal - Non-Personnel,285848.25
Albert Gallatin Area SD,Smithfield El Sch,4921,2021,101260303,Federal - Non-Personnel,286217.07
Aliquippa SD,Aliquippa El Sch,8085,2021,127040503,Federal - Non-Personnel,46524.21
Aliquippa SD,Aliquippa JSHS,8086,2021,127040503,Federal - Non-Personnel,80172.45
Allegheny Valley SD,Acmetonia El Sch,5296,2021,103020603,Federal - Non-Personnel,339483.05
Allegheny Valley SD,Springdale JSHS,29,2021,103020603,Federal - Non-Personnel,277699.95
Allegheny-Clarion Valley SD,Allegheny-Clarion Valley Elem,7467,2021,106160303,Federal - Non-Personnel,139503.93
Allegheny-Clarion Valley SD,Allegheny-Clarion Valley HS,4664,2021,106160303,Federal - Non-Personnel,132760.8
Allentown City SD,Brigadier General Anna Mae Hays El Sch,8484,2021,121390302,Federal - Non-Personnel,290366
Allentown City SD,Building 21 Allentown,8412,2021,121390302,Federal - Non-Personnel,178661
Allentown City SD,Central El Sch,2790,2021,121390302,Federal - Non-Personnel,242112
Allentown City SD,Francis D Raub MS,2792,2021,121390302,Federal - Non-Personnel,398754
Allentown City SD,Harrison-Morton MS,2791,2021,121390302,Federal - Non-Personnel,331153
Allentown City SD,Hiram W Dodd El Sch,2768,2021,121390302,Federal - Non-Personnel,217995
Allentown City SD,Jackson Early Childhood Center,8413,2021,121390302,Federal - Non-Personnel,87526
Allentown City SD,Jefferson El Sch,2774,2021,121390302,Federal - Non-Personnel,183490
Allentown City SD,Lehigh Parkway El Sch,2775,2021,121390302,Federal - Non-Personnel,96618
Allentown City SD,Louis E Dieruff HS,2795,2021,121390302,Federal - Non-Personnel,714183
Allentown City SD,Luis A. Ramos El Sch,8140,2021,121390302,Federal - Non-Personnel,218418
Allentown City SD,Mosser El Sch,2779,2021,121390302,Federal - Non-Personnel,170532
Allentown City SD,Muhlenberg El Sch,2780,2021,121390302,Federal - Non-Personnel,173010
Allentown City SD,Ritter El Sch,2781,2021,121390302,Federal - Non-Personnel,155216
Allentown City SD,Roosevelt El Sch,2782,2021,121390302,Federal - Non-Personnel,192528
Allentown City SD,Sheridan El Sch,6448,2021,121390302,Federal - Non-Personnel,198844
Allentown City SD,South Mountain MS,2793,2021,121390302,Federal - Non-Personnel,503323
Allentown City SD,Trexler MS,4929,2021,121390302,Federal - Non-Personnel,371800
Allentown City SD,Union Terrace El Sch,2785,2021,121390302,Federal - Non-Personnel,233768
Allentown City SD,Washington El Sch,2786,2021,121390302,Federal - Non-Personnel,112486
Allentown City SD,William Allen HS,2794,2021,121390302,Federal - Non-Personnel,1057078
Altoona Area SD,Altoona Area HS,913,2021,108070502,Federal - Non-Personnel,707540.06
Altoona Area SD,Altoona Area Jr HS,7986,2021,108070502,Federal - Non-Personnel,595220.2
Altoona Area SD,Baker El Sch,891,2021,108070502,Federal - Non-Personnel,177659.96
Altoona Area SD,Irving El Sch,908,2021,108070502,Federal - Non-Personnel,183473.82
Altoona Area SD,Juniata El Sch,895,2021,108070502,Federal - Non-Personnel,173503
Altoona Area SD,Juniata Gap El Sch,930,2021,108070502,Federal - Non-Personnel,178041.28
Altoona Area SD,Kimmel Alternative School,7425,2021,108070502,Federal - Non-Personnel,0
Altoona Area SD,Logan El Sch,933,2021,108070502,Federal - Non-Personnel,186624.19
Altoona Area SD,Mowrie A Ebner El Sch,7199,2021,108070502,Federal - Non-Personnel,180228.24
Altoona Area SD,Penn-Lincoln El Sch,8280,2021,108070502,Federal - Non-Personnel,194763.22
Altoona Area SD,Pleasant Valley El Sch,902,2021,108070502,Federal - Non-Personnel,184958.19
Ambridge Area SD,Ambridge Area HS,6555,2021,127040703,Federal - Non-Personnel,13606.67
Ambridge Area SD,Ambridge Area MS,633,2021,127040703,Federal - Non-Personnel,361
Ambridge Area SD,Economy El Sch,629,2021,127040703,Federal - Non-Personnel,6105.11
Ambridge Area SD,Highland El Sch,661,2021,127040703,Federal - Non-Personnel,4666.63
Ambridge Area SD,State Street El Sch,632,2021,127040703,Federal - Non-Personnel,3656.74
Annville-Cleona SD,Annville El Sch,2724,2021,113380303,Federal - Non-Personnel,123512.69
Annville-Cleona SD,Annville-Cleona HS,2725,2021,113380303,Federal - Non-Personnel,135040.54
Annville-Cleona SD,Annville-Cleona MS,8178,2021,113380303,Federal - Non-Personnel,57090.31
Annville-Cleona SD,Cleona El Sch,2723,2021,113380303,Federal - Non-Personnel,83165.2
Antietam SD,Antietam MS/HS,820,2021,114060503,Federal - Non-Personnel,153641.06
Antietam SD,Mt Penn El Sch,5205,2021,114060503,Federal - Non-Personnel,337465.79
Antietam SD,Mt Penn Primary Ctr,8482,2021,114060503,Federal - Non-Personnel,197779.76
Apollo-Ridge SD,Apollo-Ridge El Sch,7787,2021,128030603,Federal - Non-Personnel,13698.93
Apollo-Ridge SD,Apollo-Ridge HS,2320,2021,128030603,Federal - Non-Personnel,11927.12
Apollo-Ridge SD,Apollo-Ridge MS,6570,2021,128030603,Federal - Non-Personnel,7679.88
Armstrong SD,Armstrong JSHS,8342,2021,128030852,Federal - Non-Personnel,2293919.1
Armstrong SD,Dayton El Sch,569,2021,128030852,Federal - Non-Personnel,224177.69
Armstrong SD,Elderton El Sch,6574,2021,128030852,Federal - Non-Personnel,250916.06
Armstrong SD,Lenape El Sch,5002,2021,128030852,Federal - Non-Personnel,817800.71
Armstrong SD,Shannock Valley El Sch,6577,2021,128030852,Federal - Non-Personnel,394204.61
Armstrong SD,West Hills Intermediate Sch,7896,2021,128030852,Federal - Non-Personnel,526141.16
Armstrong SD,West Hills Primary Sch,7895,2021,128030852,Federal - Non-Personnel,621481.5
Armstrong SD,West Shamokin JSHS,7640,2021,128030852,Federal - Non-Personnel,912376.6
Athens Area SD,Athens Area HS,958,2021,117080503,Federal - Non-Personnel,197831
Athens Area SD,Audrielle Lynch-Ellen Bustin El Sch,4918,2021,117080503,Federal - Non-Personnel,243025
Athens Area SD,Harlan Rowe MS,8220,2021,117080503,Federal - Non-Personnel,19232
Athens Area SD,SRU El Sch,8219,2021,117080503,Federal - Non-Personnel,185923
Austin Area SD,Austin Area El Sch,6221,2021,109530304,Federal - Non-Personnel,170125.35
Austin Area SD,Austin Area JSHS,6222,2021,109530304,Federal - Non-Personnel,0
Avella Area SD,Avella Area JSHS,4165,2021,101630504,Federal - Non-Personnel,157867.26
Avella Area SD,Avella El Center,7098,2021,101630504,Federal - Non-Personnel,167856.09
Avon Grove SD,Avon Grove HS,1367,2021,124150503,Federal - Non-Personnel,69908.38
Avon Grove SD,Avon Grove Intrmd Sch,1365,2021,124150503,Federal - Non-Personnel,53836.06
Avon Grove SD,Fred S Engle MS,5216,2021,124150503,Federal - Non-Personnel,31597.73
Avon Grove SD,Penn London El Sch,7323,2021,124150503,Federal - Non-Personnel,77532.68
Avonworth SD,Avonworth El Sch,34,2021,103020753,Federal - Non-Personnel,165792
Avonworth SD,Avonworth HS,5199,2021,103020753,Federal - Non-Personnel,71757
Avonworth SD,Avonworth MS,7669,2021,103020753,Federal - Non-Personnel,103787
Avonworth SD,Avonworth Primary Center,8320,2021,103020753,Federal - Non-Personnel,79603
Bald Eagle Area SD,Bald Eagle Area MS/SHS,1335,2021,110141003,Federal - Non-Personnel,405291.59
Bald Eagle Area SD,Howard El Sch,1333,2021,110141003,Federal - Non-Personnel,6214.58
Bald Eagle Area SD,Mountaintop Area El Sch,1334,2021,110141003,Federal - Non-Personnel,13415.32
Bald Eagle Area SD,Port Matilda El Sch,1331,2021,110141003,Federal - Non-Personnel,20400.74
Bald Eagle Area SD,Wingate El Sch,1330,2021,110141003,Federal - Non-Personnel,440544.9
Baldwin-Whitehall SD,Baldwin SHS,50,2021,103021102,Federal - Non-Personnel,735251.78
Baldwin-Whitehall SD,J.E. Harrison Education Ctr,6787,2021,103021102,Federal - Non-Personnel,408473.21
Baldwin-Whitehall SD,McAnnulty El Sch,37,2021,103021102,Federal - Non-Personnel,163389.28
Baldwin-Whitehall SD,Whitehall El Sch,48,2021,103021102,Federal - Non-Personnel,326778.57
Bangor Area SD,Bangor Area HS,3434,2021,120480803,Federal - Non-Personnel,271159.43
Bangor Area SD,Bangor Area MS,5257,2021,120480803,Federal - Non-Personnel,163127.34
Bangor Area SD,DeFranco El Sch,8450,2021,120480803,Federal - Non-Personnel,145004.78
Bangor Area SD,Five Points El Sch,8449,2021,120480803,Federal - Non-Personnel,214751.55
Bangor Area SD,Washington El Sch,3430,2021,120480803,Federal - Non-Personnel,185418.98
Beaver Area SD,Beaver Area MS,7386,2021,127041203,Federal - Non-Personnel,11768.87
Beaver Area SD,Beaver Area SHS,640,2021,127041203,Federal - Non-Personnel,45380.45
Beaver Area SD,College Square El Sch,8065,2021,127041203,Federal - Non-Personnel,21835.8
Beaver Area SD,Dutch Ridge El Sch,7823,2021,127041203,Federal - Non-Personnel,30176.58
Bedford Area SD,Bedford El Sch,7545,2021,108051003,Federal - Non-Personnel,376387.38
Bedford Area SD,Bedford MS,7021,2021,108051003,Federal - Non-Personnel,69322.88
Bedford Area SD,Bedford SHS,726,2021,108051003,Federal - Non-Personnel,107726.93
Belle Vernon Area SD,Belle Vernon Area HS,4930,2021,107650603,Federal - Non-Personnel,119460
Belle Vernon Area SD,Belle Vernon Area MS,8269,2021,107650603,Federal - Non-Personnel,13665
Belle Vernon Area SD,Marion El Sch,4328,2021,107650603,Federal - Non-Personnel,55650
Belle Vernon Area SD,Rostraver El Sch,4325,2021,107650603,Federal - Non-Personnel,44172
Bellefonte Area SD,Bellefonte Area HS,1343,2021,110141103,Federal - Non-Personnel,86.84
Bellefonte Area SD,Bellefonte Area MS,1342,2021,110141103,Federal - Non-Personnel,0
Bellefonte Area SD,Bellefonte El Sch,1341,2021,110141103,Federal - Non-Personnel,333707.2
Bellefonte Area SD,Benner El Sch,1339,2021,110141103,Federal - Non-Personnel,24482.51
Bellefonte Area SD,Marion-Walker El Sch,1340,2021,110141103,Federal - Non-Personnel,25086.55
Bellefonte Area SD,Pleasant Gap El Sch,6229,2021,110141103,Federal - Non-Personnel,248422.72
Bellwood-Antis SD,Bellwood Antis MS,7144,2021,108071003,Federal - Non-Personnel,290487.74
Bellwood-Antis SD,Bellwood-Antis HS,917,2021,108071003,Federal - Non-Personnel,197885.78
Bellwood-Antis SD,Lewis M Myers El Sch,914,2021,108071003,Federal - Non-Personnel,447699.49
Bensalem Township SD,Belmont Hills El Sch,5211,2021,122091002,Federal - Non-Personnel,164454.77
Bensalem Township SD,Benjamin Rush El Sch,4675,2021,122091002,Federal - Non-Personnel,117347.31
Bensalem Township SD,Bensalem Twp HS,5116,2021,122091002,Federal - Non-Personnel,999859.35
Bensalem Township SD,Cecelia Snyder MS,6451,2021,122091002,Federal - Non-Personnel,142770.92
Bensalem Township SD,Cornwells El Sch,1006,2021,122091002,Federal - Non-Personnel,151403.86
Bensalem Township SD,Robert K Shafer MS,7030,2021,122091002,Federal - Non-Personnel,555033.91
Bensalem Township SD,Russell C Struble El Sch,6896,2021,122091002,Federal - Non-Personnel,144604.87
Bensalem Township SD,Samuel K Faust El Sch,1008,2021,122091002,Federal - Non-Personnel,168550.27
Bensalem Township SD,Valley El Sch,6788,2021,122091002,Federal - Non-Personnel,195611.7
Benton Area SD,Benton Area HS,8434,2021,116191004,Federal - Non-Personnel,82647.64
Benton Area SD,Benton Area MS,8433,2021,116191004,Federal - Non-Personnel,52884.89
Benton Area SD,L R Appleman El Sch,1594,2021,116191004,Federal - Non-Personnel,157263.87
Bentworth SD,Bentworth El Ctr,7987,2021,101630903,Federal - Non-Personnel,657354.52
Bentworth SD,Bentworth MS,7988,2021,101630903,Federal - Non-Personnel,120006.29
Bentworth SD,Bentworth SHS,4188,2021,101630903,Federal - Non-Personnel,326263.25
Berlin Brothersvalley SD,Berlin Brothersvalley El Sch,6206,2021,108561003,Federal - Non-Personnel,100673.49
Berlin Brothersvalley SD,Berlin Brothersvalley MS,7645,2021,108561003,Federal - Non-Personnel,57687.79
Berlin Brothersvalley SD,Berlin Brothersvalley SHS,6207,2021,108561003,Federal - Non-Personnel,61345.69
Bermudian Springs SD,Bermudian Springs El Sch,7302,2021,112011103,Federal - Non-Personnel,92296.4
Bermudian Springs SD,Bermudian Springs HS,3,2021,112011103,Federal - Non-Personnel,3845.69
Bermudian Springs SD,Bermudian Springs MS,6921,2021,112011103,Federal - Non-Personnel,32047.36
Berwick Area SD,Berwick Area HS,1605,2021,116191103,Federal - Non-Personnel,14587.63
Berwick Area SD,Berwick Area MS,6808,2021,116191103,Federal - Non-Personnel,0.01
Berwick Area SD,Nescopeck El Sch,6349,2021,116191103,Federal - Non-Personnel,0.01
Berwick Area SD,Salem El Sch,1597,2021,116191103,Federal - Non-Personnel,0.01
Berwick Area SD,West Berwick El Sch,8378,2021,116191103,Federal - Non-Personnel,0.01
Bethel Park SD,Abraham Lincoln El Sch,4802,2021,103021252,Federal - Non-Personnel,0
Bethel Park SD,Benjamin Franklin El Sch,7326,2021,103021252,Federal - Non-Personnel,0
Bethel Park SD,Bethel Memorial El Sch,55,2021,103021252,Federal - Non-Personnel,0
Bethel Park SD,Bethel Park HS,62,2021,103021252,Federal - Non-Personnel,97.18
Bethel Park SD,George Washington El Sch,4902,2021,103021252,Federal - Non-Personnel,0
Bethel Park SD,Independence MS,61,2021,103021252,Federal - Non-Personnel,999.67
Bethel Park SD,Neil Armstrong 5-6 MS,7327,2021,103021252,Federal - Non-Personnel,290.94
Bethel Park SD,William Penn El Sch,60,2021,103021252,Federal - Non-Personnel,0
Bethlehem Area SD,Asa Packer El Sch,5063,2021,120481002,Federal - Non-Personnel,150618
Bethlehem Area SD,Broughal MS,3464,2021,120481002,Federal - Non-Personnel,540830
Bethlehem Area SD,Calypso El Sch,3436,2021,120481002,Federal - Non-Personnel,100343
Bethlehem Area SD,Clearview El Sch,3453,2021,120481002,Federal - Non-Personnel,171042
Bethlehem Area SD,Donegan El Sch,6722,2021,120481002,Federal - Non-Personnel,349039
Bethlehem Area SD,East Hills MS,4956,2021,120481002,Federal - Non-Personnel,362305
Bethlehem Area SD,Farmersville El Sch,3456,2021,120481002,Federal - Non-Personnel,170843
Bethlehem Area SD,Fountain Hill El Sch,6723,2021,120481002,Federal - Non-Personnel,365827
Bethlehem Area SD,Freedom HS,4957,2021,120481002,Federal - Non-Personnel,836693
Bethlehem Area SD,Freemansburg El Sch,3458,2021,120481002,Federal - Non-Personnel,219667
Bethlehem Area SD,Governor Wolf El Sch,3449,2021,120481002,Federal - Non-Personnel,242652
Bethlehem Area SD,Hanover El Sch,3459,2021,120481002,Federal - Non-Personnel,104279
Bethlehem Area SD,James Buchanan El Sch,3442,2021,120481002,Federal - Non-Personnel,231161
Bethlehem Area SD,Liberty HS,3465,2021,120481002,Federal - Non-Personnel,1064385
Bethlehem Area SD,Lincoln El Sch,3443,2021,120481002,Federal - Non-Personnel,222963
Bethlehem Area SD,Marvine El Sch,3454,2021,120481002,Federal - Non-Personnel,227989
Bethlehem Area SD,Miller Heights El Sch,3455,2021,120481002,Federal - Non-Personnel,155422
Bethlehem Area SD,Nitschmann MS,3463,2021,120481002,Federal - Non-Personnel,273048
Bethlehem Area SD,Northeast MS,3462,2021,120481002,Federal - Non-Personnel,288343
Bethlehem Area SD,Spring Garden El Sch,3452,2021,120481002,Federal - Non-Personnel,257022
Bethlehem Area SD,Thomas Jefferson El Sch,6633,2021,120481002,Federal - Non-Personnel,190714
Bethlehem Area SD,William Penn El Sch,6634,2021,120481002,Federal - Non-Personnel,190128
Bethlehem-Center SD,Bethlehem-Center El Sch,6975,2021,101631003,Federal - Non-Personnel,415645.27
Bethlehem-Center SD,Bethlehem-Center SHS,4181,2021,101631003,Federal - Non-Personnel,0
Big Beaver Falls Area SD,Beaver Falls Area SHS,649,2021,127041503,Federal - Non-Personnel,580644.05
Big Beaver Falls Area SD,Beaver Falls MS,648,2021,127041503,Federal - Non-Personnel,211687.29
Big Beaver Falls Area SD,Big Beaver El Sch,650,2021,127041503,Federal - Non-Personnel,175808.6
Big Beaver Falls Area SD,Central El Sch,642,2021,127041503,Federal - Non-Personnel,249196.64
Big Spring SD,Big Spring HS,1677,2021,115210503,Federal - Non-Personnel,285394.08
Big Spring SD,Big Spring MS,6326,2021,115210503,Federal - Non-Personnel,262895.94
Big Spring SD,Mount Rock Elem Sch,7951,2021,115210503,Federal - Non-Personnel,185951.18
Big Spring SD,Newville El Sch,1676,2021,115210503,Federal - Non-Personnel,192454.23
Big Spring SD,Oak Flat El Sch,7355,2021,115210503,Federal - Non-Personnel,184033.9
Blackhawk SD,Blackhawk HS,6707,2021,127041603,Federal - Non-Personnel,29234.43
Blackhawk SD,Blackhawk Intermediate Sch,8476,2021,127041603,Federal - Non-Personnel,25695.92
Blackhawk SD,Highland MS,6558,2021,127041603,Federal - Non-Personnel,17408
Blackhawk SD,Patterson Primary Sch,6560,2021,127041603,Federal - Non-Personnel,23310.58
Blacklick Valley SD,Blacklick Valley El Ctr,6828,2021,108110603,Federal - Non-Personnel,348140.27
Blacklick Valley SD,Blacklick Valley JSHS,5135,2021,108110603,Federal - Non-Personnel,475729.68
Blairsville-Saltsburg SD,Blairsville El Sch,7418,2021,128321103,Federal - Non-Personnel,279189
Blairsville-Saltsburg SD,River Valley HS,8487,2021,128321103,Federal - Non-Personnel,324653.11
Blairsville-Saltsburg SD,River Valley MS,8490,2021,128321103,Federal - Non-Personnel,218966.05
Blairsville-Saltsburg SD,Saltsburg El Sch,2352,2021,128321103,Federal - Non-Personnel,172596.7
Bloomsburg Area SD,Beaver-Main El Sch,1610,2021,116191203,Federal - Non-Personnel,0
Bloomsburg Area SD,Bloomsburg Area HS,1612,2021,116191203,Federal - Non-Personnel,1475
Bloomsburg Area SD,Bloomsburg Area MS,1611,2021,116191203,Federal - Non-Personnel,0
Bloomsburg Area SD,Memorial El Sch,1606,2021,116191203,Federal - Non-Personnel,0
Bloomsburg Area SD,W W Evans Memorial El Sch,1608,2021,116191203,Federal - Non-Personnel,0
Blue Mountain SD,Blue Mountain El East Sch,4659,2021,129540803,Federal - Non-Personnel,62147.12
Blue Mountain SD,Blue Mountain HS,3891,2021,129540803,Federal - Non-Personnel,77621.41
Blue Mountain SD,Blue Mountain MS,5263,2021,129540803,Federal - Non-Personnel,57070.34
Blue Ridge SD,Blue Ridge El Sch,6891,2021,119581003,Federal - Non-Personnel,900014.85
Blue Ridge SD,Blue Ridge HS,4034,2021,119581003,Federal - Non-Personnel,532778.35
Blue Ridge SD,Blue Ridge MS,7400,2021,119581003,Federal - Non-Personnel,433833.8
Boyertown Area SD,Boyertown Area MS-East,6804,2021,114060753,Federal - Non-Personnel,54384.64
Boyertown Area SD,Boyertown Area MS-West,6305,2021,114060753,Federal - Non-Personnel,80739.57
Boyertown Area SD,Boyertown Area SHS,6306,2021,114060753,Federal - Non-Personnel,76312.14
Boyertown Area SD,Boyertown El Sch,6307,2021,114060753,Federal - Non-Personnel,86432.06
Boyertown Area SD,Colebrookdale El Sch,762,2021,114060753,Federal - Non-Personnel,76813.9
Boyertown Area SD,Earl El Sch,763,2021,114060753,Federal - Non-Personnel,86885.51
Boyertown Area SD,Gilbertsville El Sch,754,2021,114060753,Federal - Non-Personnel,51097.14
Boyertown Area SD,New Hanover-Upper Frederick El,755,2021,114060753,Federal - Non-Personnel,55934.64
Boyertown Area SD,Washington El Sch,766,2021,114060753,Federal - Non-Personnel,87383.03
Bradford Area SD,Bradford Area HS,4691,2021,109420803,Federal - Non-Personnel,332926.35
Bradford Area SD,Floyd C Fretz MS,3092,2021,109420803,Federal - Non-Personnel,230892.86
Bradford Area SD,George Blaisdell El Sch,7037,2021,109420803,Federal - Non-Personnel,400569.62
Bradford Area SD,School Street El Sch,7281,2021,109420803,Federal - Non-Personnel,389943.38
Brandywine Heights Area SD,Brandywine Heights El Sch,768,2021,114060853,Federal - Non-Personnel,55320
Brandywine Heights Area SD,Brandywine Heights HS,6308,2021,114060853,Federal - Non-Personnel,104969
Brandywine Heights Area SD,Brandywine Heights Intrmd/MS,8383,2021,114060853,Federal - Non-Personnel,79747
Brentwood Borough SD,Brentwood MS,7342,2021,103021453,Federal - Non-Personnel,156540.14
Brentwood Borough SD,Brentwood SHS,70,2021,103021453,Federal - Non-Personnel,198169.02
Brentwood Borough SD,Elroy Avenue El Sch,69,2021,103021453,Federal - Non-Personnel,15826.01
Brentwood Borough SD,Moore Sch,68,2021,103021453,Federal - Non-Personnel,82651.34
Bristol Borough SD,Bristol HS,1014,2021,122091303,Federal - Non-Personnel,62863.79
Bristol Borough SD,Bristol MS,7743,2021,122091303,Federal - Non-Personnel,51250.12
Bristol Borough SD,Warren Snyder-John Girotti El Sch,1013,2021,122091303,Federal - Non-Personnel,141423.73
Bristol Township SD,Brookwood El Sch,8368,2021,122091352,Federal - Non-Personnel,1634124.72
Bristol Township SD,Keystone El Sch,8369,2021,122091352,Federal - Non-Personnel,1623169.7
Bristol Township SD,Mill Creek El Sch,8367,2021,122091352,Federal - Non-Personnel,1966427.18
Bristol Township SD,Neil A Armstrong MS,8407,2021,122091352,Federal - Non-Personnel,1446063.44
Bristol Township SD,Roosevelt MS,1027,2021,122091352,Federal - Non-Personnel,1387636.64
Bristol Township SD,Truman SHS,1029,2021,122091352,Federal - Non-Personnel,2963334.56
Brockway Area SD,Brockway Area Elementary Sch,5148,2021,106330703,Federal - Non-Personnel,45818.72
Brockway Area SD,Brockway Area JSHS,2362,2021,106330703,Federal - Non-Personnel,79792.45
Brookville Area SD,Brookville JSHS,6162,2021,106330803,Federal - Non-Personnel,84789.7
Brookville Area SD,Hickory Grove El Sch,5231,2021,106330803,Federal - Non-Personnel,179989.25
Brookville Area SD,Northside El Sch,6163,2021,106330803,Federal - Non-Personnel,41069.15
Brookville Area SD,Pinecreek El Sch,2368,2021,106330803,Federal - Non-Personnel,81657.1
Brownsville Area SD,Brownsville Area El Sch,8384,2021,101260803,Federal - Non-Personnel,202170
Brownsville Area SD,Brownsville Area HS,4818,2021,101260803,Federal - Non-Personnel,182780
Brownsville Area SD,Brownsville Area MS,2154,2021,101260803,Federal - Non-Personnel,144767
Burgettstown Area SD,Burgettstown El Ctr,7477,2021,101631203,Federal - Non-Personnel,55834.39
Burgettstown Area SD,Burgettstown MS/HS,4195,2021,101631203,Federal - Non-Personnel,117408.12
Burrell SD,Bon Air El Sch,4333,2021,107650703,Federal - Non-Personnel,123538.23
Burrell SD,Burrell HS,4340,2021,107650703,Federal - Non-Personnel,144574.86
Burrell SD,Charles A Huston MS,4339,2021,107650703,Federal - Non-Personnel,111859.41
Burrell SD,Stewart El Sch,4336,2021,107650703,Federal - Non-Personnel,64394.23
Butler Area SD,Broad Street El Sch,8494,2021,104101252,Federal - Non-Personnel,22775.94
Butler Area SD,Butler Area IHS,6690,2021,104101252,Federal - Non-Personnel,296682.02
Butler Area SD,Butler Area SHS,8344,2021,104101252,Federal - Non-Personnel,252132.66
Butler Area SD,Center Twp Sch,1148,2021,104101252,Federal - Non-Personnel,76496.37
Butler Area SD,Connoquenessing El Sch,1150,2021,104101252,Federal - Non-Personnel,35175.24
Butler Area SD,Emily Brittain El Sch,1134,2021,104101252,Federal - Non-Personnel,30556.15
Butler Area SD,McQuistion El Sch,1138,2021,104101252,Federal - Non-Personnel,63083.46
Butler Area SD,Northwest El Sch,1142,2021,104101252,Federal - Non-Personnel,47247.74
Butler Area SD,Summit El Sch,1184,2021,104101252,Federal - Non-Personnel,33330.8
California Area SD,California Area El Sch,7221,2021,101631503,Federal - Non-Personnel,116156.4
California Area SD,California Area MS,6939,2021,101631503,Federal - Non-Personnel,39266.36
California Area SD,California Area SHS,4203,2021,101631503,Federal - Non-Personnel,75357.93
Cambria Heights SD,Cambria Heights El Sch,7347,2021,108111203,Federal - Non-Personnel,2448.5
Cambria Heights SD,Cambria Heights MS,1199,2021,108111203,Federal - Non-Personnel,5488.84
Cambria Heights SD,Cambria Heights SHS,5212,2021,108111203,Federal - Non-Personnel,5488.84
Cameron County SD,Cameron County JSHS,1299,2021,109122703,Federal - Non-Personnel,300081
Cameron County SD,Woodland El Sch,1298,2021,109122703,Federal - Non-Personnel,424891
Camp Hill SD,Camp Hill MS,7509,2021,115211003,Federal - Non-Personnel,23635.04
Camp Hill SD,Camp Hill SHS,1682,2021,115211003,Federal - Non-Personnel,34996.45
Camp Hill SD,Eisenhower El Sch,1678,2021,115211003,Federal - Non-Personnel,22308.16
Camp Hill SD,Hoover El Sch,1680,2021,115211003,Federal - Non-Personnel,20317.84
Canon-McMillan SD,Borland Manor El Sch,4211,2021,101631703,Federal - Non-Personnel,29685.65
Canon-McMillan SD,Canon-McMillan SHS,4217,2021,101631703,Federal - Non-Personnel,199926.35
Canon-McMillan SD,Canonsburg MS,7217,2021,101631703,Federal - Non-Personnel,86429.67
Canon-McMillan SD,Cecil Intrmd Sch,7216,2021,101631703,Federal - Non-Personnel,41550.48
Canon-McMillan SD,Hills-Hendersonville El Sch,4938,2021,101631703,Federal - Non-Personnel,29081.51
Canon-McMillan SD,Muse El Sch,8397,2021,101631703,Federal - Non-Personnel,86777.78
Canon-McMillan SD,North Strabane Intrmd Sch,7764,2021,101631703,Federal - Non-Personnel,46315.04
Canon-McMillan SD,South Central El,4937,2021,101631703,Federal - Non-Personnel,52827.99
Canon-McMillan SD,Wylandville El Sch,4214,2021,101631703,Federal - Non-Personnel,31928.39
Canton Area SD,Canton Area El Sch,5303,2021,117081003,Federal - Non-Personnel,235220.5
Canton Area SD,Canton JSHS,988,2021,117081003,Federal - Non-Personnel,235368.5
Carbondale Area SD,Carbondale Area JSHS,2420,2021,119351303,Federal - Non-Personnel,1725
Carbondale Area SD,Carbondale El Sch,7457,2021,119351303,Federal - Non-Personnel,5724
