ATHENS AREA SD,912052.29,17134219.86,20826264.12,37949190.32,38872536.27,2017
AUSTIN AREA SD,95924.9,1865435.32,2398004.42,4334402.34,4359364.64,2017
AVELLA AREA SD,167766.47,3409514.04,6591860.1,10757639.71,10668553.31,2017
AVON GROVE CS,247572,23815285,122528,25373490,24185385,2017
AVON GROVE SD,971828.04,56801706.41,31384468.52,90882317.65,89356963.47,2017
AVONWORTH SD,140049.96,23633827.98,7101977.4,31398479.71,30875855.34,2017
BADEN ACADEMY CS,214109.76,7701517.79,80821.6,7204489.6,7996449.15,2017
BALD EAGLE AREA SD,277605.54,16090680.71,15415203,40800672.07,41785341.85,2017
BALDWIN-WHITEHALL SD,991372.41,43018787.94,23245457.05,68086258.54,68378445.4,2017
BANGOR AREA SD,782621.37,34106023.18,20668623.66,56612155.5,55557268.21,2017
BEAR CREEK COMMUNITY CS,397788.73,6649511.37,89012.55,6380179.4,7136312.65,2017
BEAVER AREA SD,669294.08,20290108.38,11096144.5,31934394.43,32222094.27,2017
BEAVER COUNTY CTC,343724,4378896,1213749,5812721,5936369,2017
BEDFORD AREA SD,1133679.23,14400002.97,15232067.09,30811641.38,30765749.29,2017
BEDFORD COUNTY TECHNICAL CENTER,73511,1299201.55,531880.14,1943574.95,1904592.69,2017
BELLE VERNON AREA SD,793760.17,19391751.82,17618074.05,37649257.94,37808966.84,2017
BELLEFONTE AREA SD,540843.48,31654785.63,17648708.74,58199392.09,58904607.3,2017
BELLWOOD-ANTIS SD,206646.58,6742218.61,10669236.44,17438102.75,17618101.63,2017
BELMONT CHARTER SCHOOL,852350.65,10316521.92,150320.05,11667728.2,11319192.62,2017
BENSALEM TOWNSHIP SD,3283512.52,107457158.3,35287172.03,163325171,159933717.9,2017
BENTON AREA SD,196950.16,6235876.97,5880284.7,12758517.68,12443130.39,2017
BENTWORTH SD,366278.2,7671654.41,10353517.18,18165556.88,18391449.79,2017
BERKS CTC,475708,13312122.7,2862203.15,16287699.76,16684637.51,2017
BERLIN BROTHERSVALLEY SD,257811.87,3632504.47,7981768.88,11364141.15,11872085.22,2017
BERMUDIAN SPRINGS SD,331634.69,16363443.75,12647901.25,30701838.85,29342979.69,2017
BERWICK AREA SD,1278569.87,19109117.51,24472918.95,46023920.88,45197305.44,2017
BETHEL PARK SD,374611.01,61915467.85,23763464.63,86037276.62,86058804.05,2017
BETHLEHEM AVTS,278839,9150558.97,1864240.88,11300315.27,11300315.27,2017
BETHLEHEM AREA SD,5298272.76,191890871.8,71397548.99,266474274.2,268671826.7,2017
BETHLEHEM-CENTER SD,350567.85,5173446.54,14164847.1,21189857.57,19688861.49,2017
BIG BEAVER FALLS AREA SD,1490277,8433034,18333057,28203056,28281679,2017
BIG SPRING SD,533775,30658308.89,18612695.3,48692476.79,49804779.19,2017
BLACKHAWK SD,724336,19216996,17441374,36516084,37597978,2017
BLACKLICK VALLEY SD,266970.13,2184589.53,8073585.65,10391824.8,10525145.31,2017
BLAIRSVILLE-SALTSBURG SD,1070461.76,13503221.14,18014150.96,32235150.78,32587833.86,2017
BLOOMSBURG AREA SD,523464.67,14780565.71,10324448.25,25758349.51,25642018.62,2017
BLUE MOUNTAIN SD,582821.33,24593070.49,16643243.74,52256945.4,51888233.33,2017
BLUE RIDGE SD,368642.67,7157374.09,10827058.93,17186759.41,18353075.69,2017
BOYERTOWN AREA SD,1088362.62,75823722.86,35495909.32,113804724.4,112510758.8,2017
BOYS LATIN OF PHILADELPHIA CS,1184742,10149816,227402,11115541,11608860,2017
BRADFORD AREA SD,1394524.72,12683440.5,25192885.9,38860388.46,39402964.83,2017
BRANDYWINE HEIGHTS AREA SD,286544.96,21323268.21,9850324.85,32261128.64,31460138.02,2017
BRENTWOOD BOROUGH SD,296659.54,12697117.12,9533859.27,22875162.81,22527635.93,2017
BRISTOL BOROUGH SD,1120304.1,12271509.41,10986822.02,24361679.61,24378635.53,2017
BRISTOL TOWNSHIP SD,2515914.11,92768171.18,46593258.73,134789438.2,142365754,2017
BROCKWAY AREA SD,407779.11,3999630.8,11367490.72,16530646.52,15779706.94,2017
BROOKVILLE AREA SD,650896.08,9131104.77,15277862.4,23814228.86,25059863.25,2017
BROWNSVILLE AREA SD,910039.18,7191707.32,19985642.05,38310338.69,38517388.55,2017
BRYN ATHYN SD,0,172722,52793.43,252426.98,225515.43,2017
BUCKS COUNTY MONTESSORI CS,19490.91,2910778.49,3513.6,2879382.9,2933783,2017
BUCKS COUNTY TECHNICAL HIGH SCHOOL,863848,20984753,3917212,25412881,25765813,2017
BURGETTSTOWN AREA SD,277166.01,8612348.89,10884645.37,19515670.8,22349548.06,2017
BURRELL SD,251748.4,16943779.51,11742201.81,29027182.85,28937729.72,2017
BUTLER AREA SD,3049574.15,51959663.34,47451586.13,102000391.7,107399363.6,2017
BUTLER COUNTY AVTS,260938,3642296,1144678,5048849,5048849,2017
CTC OF LACKAWANNA COUNTY,933331,4928300,1525111,7386742,7386742,2017
CALIFORNIA AREA SD,220408.92,5933603.58,10130718.66,16507429.66,16284831.16,2017
CAMBRIA HEIGHTS SD,297592.18,5971744.37,14906422.4,21004880.54,21175758.95,2017
CAMERON COUNTY SD,33223,4303512.28,8354480,12612675.57,12691215.28,2017
CAMP HILL SD,118132.42,18503515.38,4595124.96,24628180.67,23220612.76,2017
CANON-MCMILLAN SD,669863.62,59147710.83,23394509.88,88129768.69,83878596.39,2017
CANTON AREA SD,367028.43,4368893.59,10742248.1,15180417.19,15478170.12,2017
CAPITAL AREA SCHOOL FOR THE ARTS CHARTER SCHOOL,0,2847826.24,40263.66,2858890.27,2888089.9,2017
CARBON CAREER & TECHNICAL INSTITUTE,166562.95,6520371,1120376.54,7514842.72,7807310.49,2017
CARBONDALE AREA SD,1705666.16,7848214.44,14827440.73,27706287.45,24381321.33,2017
CAREER INSTITUTE OF TECHNOLOGY,219546,8060884.24,1308712.4,9217008.51,9596055.61,2017
CARLISLE AREA SD,1702522.29,55420620.19,26077751.4,86153420.5,83200893.88,2017
CARLYNTON SD,1125712,18103595,9038131,28145381.41,28267438,2017
CARMICHAELS AREA SD,452231.53,5124043.07,11784401.95,16896349.51,17360676.55,2017
CATASAUQUA AREA SD,503130.82,19650308.34,9355908.35,30610608.43,29676185.51,2017
CENTENNIAL SD,1466340.28,84713816.75,31192033.48,117319065.5,117381621.2,2017
CENTER FOR STUDENT LEARNING CS AT PENNSBURY,74491.69,2543399.6,2637.07,2748804.31,2620528.36,2017
CENTRAL BUCKS SD,1954213.57,259544096,68528197.85,331977483.7,330076696.4,2017
CENTRAL CAMBRIA SD,354565.01,10477505.22,12588762.97,24693722.09,23420833.2,2017
CENTRAL COLUMBIA SD,443296.21,18032213.81,12314234.36,41153465.11,40787573.33,2017
CENTRAL DAUPHIN SD,3144602.16,141078936.4,48085954.94,197254458.7,197125606.9,2017
CENTRAL FULTON SD,820244,5998920.6,9156803,15832911.59,15975967.6,2017
CENTRAL GREENE SD,912515.32,20838775.15,15281876.94,34703325.27,37039637.41,2017
CENTRAL MONTCO TECHNICAL HIGH SCHOOL,261966,7608410.16,1069050.38,8689426.53,8939426.54,2017
CENTRAL PA DIGITAL LEARNING FOUNDATION CS,53670.6,2515193.74,14056.16,2275661.81,2582920.5,2017
CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY,204852,6672621.11,1453203.69,8516692.47,8330676.8,2017
CENTRAL VALLEY SD,554806.26,18906242.32,15484334.04,37148727.63,34945382.62,2017
CENTRAL WESTMORELAND CTC,315235,6343477,1587387,8441566.56,8246099,2017
CENTRAL YORK SD,939765.24,65214528.05,22667020.21,90957283.2,88821313.5,2017
CENTRE LEARNING COMMUNITY CS,23173,1585196,1796,1563550,1610165,2017
CHAMBERSBURG AREA SD,3651272,85612325,44884684,135739571,134765856,2017
CHARLEROI SD,695599,9823299,14379539,23652868.01,24898437,2017
CHARTER HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,712089,7358975,146724,7794780,8292572,2017
CHARTIERS VALLEY SD,873370.14,45530625.05,15336890.8,62940656.53,61740885.99,2017
CHARTIERS-HOUSTON SD,196785.52,10858847.61,7986327.43,18577592.07,19041960.56,2017
CHELTENHAM SD,627906,90725016,24739963,119159313,116092885,2017
CHESTER CHARTER SCHOLARS ACADEMY CS,752166.18,8445326.66,123631,8460025.82,9321123.84,2017
CHESTER CO FAMILY ACADEMY CS,107640.29,1687053.31,19789.47,1527547.8,1814483.07,2017
CHESTER COMMUNITY CS,4527890.94,60454747.63,925231.04,61036325.08,65988282.51,2017
CHESTER COUNTY TECHNICAL COLLEGE HS,1224892,30709316,3711518,36085750,35645726,2017
CHESTER-UPLAND SD,5568126.11,25670923.22,97418271.31,127406419.6,128662314.9,2017
CHESTNUT RIDGE SD,451502.41,6743999.38,14443733.35,21006737.78,21639235.14,2017
CHICHESTER SD,1380870.54,48330396.91,25245813.08,73184209.9,74979888.93,2017
CHRISTOPHER COLUMBUS CS,892450.99,9348484.78,79106.69,10213870.55,10320042.46,2017
CIRCLE OF SEASONS CHARTER SCHOOL,113904.89,5022129.52,5097.34,5169693.25,5191131.75,2017
CITY CHS,350760,9853038,39583,11240677,10243381,2017
CLAIRTON CITY SD,850318,3582890,11317031,16063642,15762239,2017
CLARION AREA SD,110061.67,8457636.21,5102714.74,13610651.38,13670412.62,2017
CLARION COUNTY CAREER CENTER,535723.03,1913056.91,774987.36,3130358.7,3223767.3,2017
CLARION-LIMESTONE AREA SD,392635.13,5396822.35,8913814.45,14361992.4,14705271.93,2017
CLAYSBURG-KIMMEL SD,451950.53,3366837.43,8332605.23,12308129.91,12151393.19,2017
CLEARFIELD AREA SD,1186034.55,15501149.21,21506860.06,44293550.78,44314180.9,2017
CLEARFIELD COUNTY CTC,272137,4116677.22,999445.13,10237340.15,10384855.35,2017
COATESVILLE AREA SD,4117450.55,111346380.3,51929587.38,172256267.3,180700971.2,2017
COCALICO SD,910602.07,38578084.04,16679288.61,55950402.2,56296683.58,2017
COLLEGIUM CS,460788,42860314,82450,41767902,43403552,2017
COLONIAL SD,808867.97,100755131.3,21400640.54,129703219.8,123020352.2,2017
COLUMBIA BOROUGH SD,941814.59,11915159.92,12522186.54,25325450.13,25379825.55,2017
COLUMBIA-MONTOUR AVTS,158833,6954686,1329424,8841653,8442943,2017
COMMODORE PERRY SD,27014,2724700.89,6072080.89,8440576.32,8823795.78,2017
COMMONWEALTH CHARTER ACADEMY CS,3676106.45,125496591.3,491180.83,128247343.6,129668443.7,2017
COMMUNITY ACADEMY OF PHILADELPHIA CS,1288905,15776689.26,311006.6,16435429,17478032.86,2017
CONEMAUGH TOWNSHIP AREA SD,262128.46,4302890.83,10090066.26,14393214.92,14655085.55,2017
CONEMAUGH VALLEY SD,263026.59,3032063.62,9035725.62,11398957.21,12330815.83,2017
CONESTOGA VALLEY SD,2129394.42,51503637.7,14594679.18,67719870.86,68254318.3,2017
CONEWAGO VALLEY SD,903257.63,36372904.44,19709817.43,56904903.19,56985979.5,2017
CONNEAUT SD,868654,16926787.21,20452656,39549901.09,38263072.21,2017
CONNELLSVILLE AREA CAREER & TECHNICAL CENTER,99743,2729337.49,1005669.95,3834750.44,3834750.44,2017
CONNELLSVILLE AREA SD,2976733.33,19913627.66,49878809.7,72946796.47,73119846.95,2017
CONRAD WEISER AREA SD,1670503.07,32208272.4,15349707,49365780.63,49228482.47,2017
CORNELL SD,791274,9298650,4234746,15141899,14324670,2017
CORNWALL-LEBANON SD,1024285.5,51341326.83,23229302.26,85921009.03,85640989.59,2017
CORRY AREA SD,1465071.14,9095267.36,21918948.15,32191955.84,32479286.65,2017
COUDERSPORT AREA SD,256493,5676419.08,6910450,12793177.64,12843362.08,2017
COUNCIL ROCK SD,1558291.92,178592624.8,52307682.95,235166615,232465024.6,2017
CRANBERRY AREA SD,227238.2,7184020.33,11327547.51,17824753.77,18738806.04,2017
CRAWFORD CENTRAL SD,1760253.64,26814537.07,30875553.67,59987419.68,59813313.13,2017
CRAWFORD COUNTY CTC,473989,4644618.37,1134930.9,6347746.96,6253538.27,2017
CRESTWOOD SD,553109.77,22147511,14734597.55,39516107.62,37711388.32,2017
CRISPUS ATTUCKS CS,936675,1123973,29890,2247121,2090538,2017
CUMBERLAND PERRY AVTS,414787.5,6264203.95,1291962.32,7827554.25,7977554.25,2017
CUMBERLAND VALLEY SD,1046422,102469714,30903551,130920433,134423350,2017
CURWENSVILLE AREA SD,433596.66,4489998.96,12582987.47,16737989.63,17605573.09,2017
DALLAS SD,790582.21,26706866.04,11550485.88,38652556.06,39047934.13,2017
DALLASTOWN AREA SD,986994.54,78015271.26,26712265.6,105969744.1,105714531.4,2017
DANIEL BOONE AREA SD,870518.56,36625961.73,18906621.94,68587658.36,70731579.23,2017
DANVILLE AREA SD,1576624.47,23377456.78,14763155.35,43192949.9,39982699.9,2017
DAUPHIN COUNTY TECHNICAL SCHOOL,622622.13,16387665.41,2680895.18,20089476.61,19692754.19,2017
DEER LAKES SD,263887.05,22883235.42,13227370.13,38215693.28,36374492.6,2017
DELAWARE COUNTY TECHNICAL HIGH SCHOOL,955808,12038699,2079658,15107646,15074165,2017
DELAWARE VALLEY SD,1717917.57,48001919.71,31287941.53,81007780.81,81007778.81,2017
DERRY AREA SD,894312.73,13687996.6,19977722.98,34966438.49,34560032.31,2017
DERRY TOWNSHIP SD,877835.43,48346927.68,11560914.79,63386478.3,63300654.6,2017
DISCOVERY CHARTER SCHOOL,689259,7378313,69961,7920570,8137533,2017
DONEGAL SD,1732391.12,32755565.34,15886632.86,50378121.32,50383194.32,2017
DOVER AREA SD,1048506.51,36353209.57,24312796.21,61443513.28,61714512.29,2017
DOWNINGTOWN AREA SD,2922619.47,169751606.6,50224146.35,222824776,223177629.9,2017
DR ROBERT KETTERER CS INC,750330,3946564,33307,4106406,4730201,2017
DUBOIS AREA SD,1957772.86,26564825.99,29666853.61,58271072.35,58812697.84,2017
DUNMORE SD,543272.16,12421014,7921591.11,21002381.91,20885877.27,2017
DUQUESNE CITY SD,1207506.99,1988700.32,15640038.68,19841716.26,18921270.99,2017
EAST ALLEGHENY SD,807985.49,16704919,14708163.17,32731439.92,32221067.66,2017
EAST LYCOMING SD,368151.78,10501374.49,14376536.83,26017359.33,25269313.1,2017
EAST PENN SD,1087891.05,108894019.5,33375809.56,139195450.4,143357720.1,2017
EAST PENNSBORO AREA SD,418196.17,28354773.51,12218279.77,39465243.04,41694094.45,2017
EAST STROUDSBURG AREA SD,3267619.75,106445153.4,45654568.78,166802527.4,156006462.5,2017
EASTERN CENTER FOR ARTS & TECHNOLOGY,1152671,7264218,1292204,9875549,9709588,2017
EASTERN LANCASTER COUNTY SD,1212390.24,41191292.6,13466159.51,56222193.35,56222192.35,2017
EASTERN LEBANON COUNTY SD,711755.68,28948330.59,12296239.97,39220450.8,41957067.84,2017
EASTERN UNIVERSITY ACADEMY CHARTER SCHOOL,475737,4074815,101598,4784445,4652150,2017
EASTERN WESTMORELAND CTC,91746,3079235,755959,4020974.95,4020974,2017
EASTERN YORK SD,812728,29669441.41,16092167.19,43566003.37,46574336.6,2017
EASTON AREA SD,2833921.3,110161994.7,48118090.14,157280917.9,161115366.2,2017
EASTON ARTS ACADEMY ELEMENTARY CS,0,4330869,0,4741498,4817089,2017
ELIZABETH FORWARD SD,396598.88,22449597.83,19751445.37,42258246.71,42597642.08,2017
ELIZABETHTOWN AREA SD,818051.05,41005173.23,19189773.17,62829770.12,61030151.45,2017
ELK LAKE SD,363103.14,8183669.91,11469583.25,19945461.96,20016356.3,2017
ELLWOOD CITY AREA SD,590192.35,9580003.25,17534606.17,28108584.54,27712468.83,2017
ENVIRONMENTAL CHARTER SCHOOL AT FRICK PARK,294622,11204887,53220,11748537,11552729,2017
EPHRATA AREA SD,1134441.24,46249958.36,20289054.67,67323641.92,67674714.27,2017
ERIE CITY SD,14513656,61587315,126673003,204359431.9,211769012,2017
ERIE COUNTY TECHNICAL SCHOOL,307446.96,5233427.23,1278480.46,6905272.98,6819354.65,2017
ERIE RISE LEADERSHIP ACADEMY CHARTER SCHOOL,1077877,4855401,110306,5963022,6043584,2017
ESPERANZA ACADEMY CHARTER SCHOOL,3060377,19923803,403750,23109661,23605904,2017
ESPERANZA CYBER CS,299579,3293581,10386,3156469,3603546,2017
EUGENIO MARIA DE HOSTOS CS,1345914,6615443,38277,7820213,7999634,2017
EVERETT AREA SD,868026.47,8910082.09,11368285.16,20341126.01,21181678.54,2017
EVERGREEN COMMUNITY CS,0,1546573.91,42867.21,1683859.08,1589441.12,2017
EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL,625270,14840836,17897,13411428,15484003,2017
EXETER TOWNSHIP SD,804202.61,52072481.21,21718063.97,80163205.79,81123538.89,2017
FAIRFIELD AREA SD,166095.43,11341759.52,6783460.16,16915649.32,18298640.11,2017
FAIRVIEW SD,242627,18555910,7383136,26302367,26182873,2017
FANNETT-METAL SD,316646.53,3538384.82,3978326.23,7721762.78,7833357.58,2017
FARRELL AREA SD,820678,4461790,12230921,17001232,17513389,2017
FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE,1538226.59,4457959.32,1513239.65,7589869.33,7597860.72,2017
FELL CS,127821,2008878,18497,2307638,2155196,2017
FERNDALE AREA SD,387521.19,2588850.22,8202433.31,11336107.54,11178804.72,2017
FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,1765452,23950814,367932,25136503,26084198,2017
FLEETWOOD AREA SD,444749.63,30226530.23,14989326.46,45864692.59,45660606.32,2017
FOLK ARTS-CULTURAL TREASURES CS,508717,6090401,118455,6216114,6717573,2017
FORBES ROAD CTC,438036,4582639.87,1181552.63,6502943.79,6202228.5,2017
FORBES ROAD SD,175300.92,2681471.65,4481450.47,7348000.76,7338223.04,2017
FOREST AREA SD,337079.47,7105642.2,5177523.25,11999608.1,12712368.56,2017
FOREST CITY REGIONAL SD,455240.73,6898244.42,6909727.31,14675743.13,14263212.46,2017
FOREST HILLS SD,506478.31,6021125.03,19265622.68,25252992.59,26029146.02,2017
FORT CHERRY SD,232088.79,7677692.59,10121784.5,17780730.54,18031565.88,2017
FORT LEBOEUF SD,632401,18869981.01,13956748.29,32868910.64,33472951.91,2017
FOX CHAPEL AREA SD,1054000.12,76167782.28,18901189.61,97221042.38,97082957.3,2017
FRANKLIN AREA SD,837034.11,12680736.94,19625139.63,34294785.67,33160401.98,2017
FRANKLIN COUNTY CTC,314177,6502434.94,1404370.13,8200968.03,8317952.42,2017
FRANKLIN REGIONAL SD,359772.75,38960612.16,16439490.62,55418225.68,55805826.64,2017
FRANKLIN TOWNE CHS,1277244,14015458,102886,16294392,15395588,2017
FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,991925,10379695,88965,11164625,11460585,2017
FRAZIER SD,356625.13,6184000.29,11142182.07,18234545.28,17682807.49,2017
FREDERICK DOUGLASS MASTERY CHARTER SCHOOL,1665235,9406745,97449,10763436,11169429,2017
FREEDOM AREA SD,539403.51,9306309.29,13120578.89,23313965.83,23011474.09,2017
FREEPORT AREA SD,512890.84,17018743.3,12884277.81,29904123.55,30416286.95,2017
FREIRE CS,1505534,12127348,261531,13814180,13894413,2017
FULTON COUNTY AVTS,29864,705179,232304,967347,967347,2017
GALETON AREA SD,140025,3639622,3526870,7125688,7306517,2017
GARNET VALLEY SD,444578,85121876,18865161,103438090.7,104435735,2017
GATEWAY SD,1189690.54,52334135.73,19318366.76,76469357.54,72842193.03,2017
GENERAL MCLANE SD,497549.79,14748378.4,17214693.85,32690895.77,32519952.37,2017
GETTYSBURG AREA SD,1044235.76,42037208.23,18169839.28,61586391.36,61276755.69,2017
GETTYSBURG MONTESSORI CHARTER SCHOOL,72562,2682074,3456,2466655,2758092,2017
GILLINGHAM CHARTER SCHOOL,194756,3168026,82379,3364751,3445176,2017
GIRARD SD,891354.69,10302815.89,15665241.14,33437751.04,34084411.72,2017
GLENDALE SD,423071.64,3333978.09,8856318.66,12337791.66,12627578.39,2017
GLOBAL LEADERSHIP ACADEMY CS,642674,8051280,102382,9375857,8906301,2017
GLOBAL LEADERSHIP ACADEMY CS SOUTHWEST AT HUEY,1022477,6793270,18648,7222426,7834395,2017
GOVERNOR MIFFLIN SD,887455.7,50080553.88,18289514.55,69281232.53,69281232.53,2017
GREAT VALLEY SD,758328,82277792,15124864,98966811.1,98160984,2017
GREATER ALTOONA CTC,357804,6433323.67,1994639.82,8793419.48,8793419.48,2017
GREATER JOHNSTOWN CTC,102865,4842547,1240369,6604756,6185781,2017
GREATER JOHNSTOWN SD,3817147.28,12352634.98,31779385.04,48422541.62,48130981.07,2017
GREATER LATROBE SD,791512.99,35013521.73,20666030.35,70093691.74,69591624.08,2017
GREATER NANTICOKE AREA SD,1526146.36,9369452.24,18775106.04,31111558.96,30716314.97,2017
GREEN WOODS CS,709491,7091097,42996,7306638,7843584,2017
GREENCASTLE-ANTRIM SD,752971.33,26118066.06,12929344.8,39592419.04,39815134.19,2017
GREENE COUNTY CTC,412364,2643829.99,628893.54,3746517.61,3746641.53,2017
GREENSBURG SALEM SD,1108740.22,24915549.04,19211327.75,44456884.38,45235617.01,2017
GREENVILLE AREA SD,577368.9,7577636.95,12203913.03,20568034.06,20360250.98,2017
GREENWOOD SD,112459,6997802.06,6817884.73,13748786.55,13928145.79,2017
GROVE CITY AREA SD,1928769.99,21679781.51,16498617.86,40154323.27,40107169.36,2017
HOPE FOR HYNDMAN CS,157793,2767768,24626,2955095,2950187,2017
HALIFAX AREA SD,298327.33,9897876.2,10213092.51,21513956.82,20409613.04,2017
HAMBURG AREA SD,749689.34,25946337.19,14514394.56,42343875.37,41212424.68,2017
HAMPTON TOWNSHIP SD,464773.4,35709499.19,13889576.86,50606959.09,50063849.45,2017
HANOVER AREA SD,717983.07,15138471.56,15192819.59,30296130.81,37636171.13,2017
HANOVER PUBLIC SD,857821,24241357,8377075,42365975,43471253,2017
HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CS,821731,5781354,35220,6439374,6638305,2017
HARBOR CREEK SD,345275.34,17812649.97,16362936.26,35689062.58,34520861.57,2017
HARMONY AREA SD,495428.53,1310808.26,4269621.49,5942037.23,6075858.28,2017
HARRISBURG CITY SD,13664403.98,54496532.46,78688288.21,157432741.8,146887838.3,2017
HATBORO-HORSHAM SD,1539433.08,80962458.14,20299026.11,101634443.3,102803317.3,2017
HAVERFORD TOWNSHIP SD,859080.01,97856607.54,20578976.96,117068249,119297764.5,2017
HAZLETON AREA SD,8511932.28,61920411.55,75750334.8,150270091.6,146250607.5,2017
HELEN THACKSTON CHARTER SCHOOL,0,0,0,0,0,2017
HEMPFIELD AREA SD,2674368,59982178,33192512,118892633,118725050,2017
HEMPFIELD SD,1566824.67,85929684.4,32183072.6,120444782.7,119793394.5,2017
HERMITAGE SD,658028.92,18686903.63,11798944.86,32319893.18,31147396.41,2017
HIGHLANDS SD,1047893.36,20253435.47,21269725.19,49433031.91,53016054.02,2017
HOLLIDAYSBURG AREA SD,841967.8,26627664.55,21459205.23,48968089.2,48960751.63,2017
HOMER-CENTER SD,288465.4,6830832.79,9157611.32,16003452.22,16282805.24,2017
HOPEWELL AREA SD,401829.18,19924329.46,18885421.9,39904115.85,39215497.89,2017
HOWARD GARDNER MULTIPLE INTELLIGENCE CS,215320.19,2984217.24,15352.92,3351284.71,3214890.35,2017
HUNTINGDON AREA SD,1003942.42,12676095.89,14779022.29,28713839.33,28486561.6,2017
HUNTINGDON COUNTY CTC,80588.2,1925078.01,517942.79,2528424.01,2528422.69,2017
I-LEAD CHARTER SCHOOL,920692,5370519,138109,5966422,6429320,2017
IMHOTEP INSTITUTE CHS,717590,6704057,80358,8061276,7502005,2017
INDEPENDENCE CS,831744,9766743,168151,10459292,10766638,2017
INDEPENDENCE CS WEST,571198,4888588,53958,4848916,5513744,2017
INDIANA AREA SD,715292.13,35187515.81,18799695.7,54086125.81,54707359.1,2017
INDIANA COUNTY TECHNOLOGY CENTER,263092.5,4670564.06,1614590.88,6312271.61,6549496.62,2017
INFINITY CS,4325,2489453,2761,3542827.96,5548391,2017
INNOVATIVE ARTS ACADEMY CS,274048.35,5113998.34,38621.75,4354017.36,5426668.44,2017
INQUIRY CHARTER SCHOOL,260052.86,2897784.33,10144,3453879.29,3167981.19,2017
INSIGHT PA CYBER CS,26836.37,10838522.65,0,10555621.05,10865359.02,2017
INTERBORO SD,901950.53,42031529.12,21813938.2,65247274.06,64747417.85,2017
IROQUOIS SD,346986.67,6458727.77,13090793.59,19720551.72,19896508.03,2017
JAMESTOWN AREA SD,307964.16,3551768.55,5347742.03,9126810.46,9207474.74,2017
JEANNETTE CITY SD,722730.46,5502230.37,12732690.02,18946454.26,18992290.59,2017
JEFFERSON COUNTY-DUBOIS AVTS,592162.76,6231136.11,1149961.04,7919582.01,7973259.91,2017
JEFFERSON-MORGAN SD,347162.37,5717349.56,8889553.76,13886043.06,14954065.69,2017
JENKINTOWN SD,111812,12883138,3239557,16313155,16322351,2017
JERSEY SHORE AREA SD,549115.83,17739297.51,23371198.11,41861220.29,41659611.45,2017
JIM THORPE AREA SD,606173.63,32539910.37,9678566.88,46888374.62,42831426.31,2017
JOHN B STETSON CHARTER SCHOOL,1885648,12789949,41869,12516901,14717466,2017
JOHNSONBURG AREA SD,260310.87,2771849.56,7777737.69,10474338.34,10809898.12,2017
JUNIATA COUNTY SD,1164062.53,17780128.55,19273244.6,37815818.02,38233507.68,2017
JUNIATA VALLEY SD,304535.99,4405340.49,7737854.26,13348954.76,12450121.76,2017
