Name,DataElement,DisplayValue
Fort LeBoeuf SD,Other Revenue,810654.96
Fox Chapel Area SD,Other Revenue,203601.92
Franklin Area SD,Other Revenue,0
Franklin County Career and Technology Center,Other Revenue,255458.98
Franklin Regional SD,Other Revenue,36723.15
Franklin Towne Charter Elementary School,Other Revenue,0
Franklin Towne CHS,Other Revenue,0
Frazier SD,Other Revenue,0
Frederick Douglass Mastery CS,Other Revenue,0
Freedom Area SD,Other Revenue,0
Freeport Area SD,Other Revenue,141398.53
Freire CS,Other Revenue,0
Fulton County Center for Career and Tech,Other Revenue,0
Galeton Area SD,Other Revenue,0
Garnet Valley SD,Other Revenue,59254
Gateway SD,Other Revenue,0
General McLane SD,Other Revenue,0
Gettysburg Area SD,Other Revenue,22007.05
Gettysburg Montessori CS,Other Revenue,0
Gillingham Charter School,Other Revenue,0
Girard SD,Other Revenue,13695281.66
Glendale SD,Other Revenue,7800
Global Leadership Academy CS,Other Revenue,0
Global Leadership Academy CS Southwest at Huey,Other Revenue,0
Governor Mifflin SD,Other Revenue,594167.35
Great Valley SD,Other Revenue,421820.64
Greater Altoona Career and Technology Center,Other Revenue,96660.14
Greater Johnstown Career and Technology Center,Other Revenue,0
Greater Johnstown SD,Other Revenue,155636.21
Greater Latrobe SD,Other Revenue,3151213
Greater Nanticoke Area SD,Other Revenue,50000
Green Woods CS,Other Revenue,0
Greencastle-Antrim SD,Other Revenue,9463119
Greene County CTC,Other Revenue,0
Greensburg Salem SD,Other Revenue,9250.31
Greenville Area SD,Other Revenue,0
Greenwood SD,Other Revenue,0
Grove City Area SD,Other Revenue,0
Halifax Area SD,Other Revenue,89461.1
Hamburg Area SD,Other Revenue,637994.58
Hampton Township SD,Other Revenue,280960
Hanover Area SD,Other Revenue,0
Hanover Public SD,Other Revenue,0
Harambee Institute of Science and Technology CS,Other Revenue,0
Harbor Creek SD,Other Revenue,85188.09
Harmony Area SD,Other Revenue,90756.4
Harrisburg City SD,Other Revenue,0
Hatboro-Horsham SD,Other Revenue,687263.06
Haverford Township SD,Other Revenue,2000
Hazleton Area Career Center,Other Revenue,NULL
Hazleton Area SD,Other Revenue,7637.87
Hempfield Area SD,Other Revenue,0
Hempfield SD,Other Revenue,1390472
Hermitage SD,Other Revenue,8576.26
Highlands SD,Other Revenue,261911
Hollidaysburg Area SD,Other Revenue,6399.06
Homer-Center SD,Other Revenue,0
HOPE for Hyndman CS,Other Revenue,0
Hopewell Area SD,Other Revenue,0
Howard Gardner Multiple Intelligence CS,Other Revenue,3106695.49
Huntingdon Area SD,Other Revenue,10109934.83
Huntingdon County CTC,Other Revenue,0
Imhotep Institute CHS,Other Revenue,6112851.81
Independence CS,Other Revenue,0
Independence CS West,Other Revenue,0
Indiana Area SD,Other Revenue,95879.68
Indiana County Technology Center,Other Revenue,182034.45
Infinity CS,Other Revenue,3621368
Innovative Arts Academy CS,Other Revenue,0
Inquiry CS,Other Revenue,0
Insight PA Cyber CS,Other Revenue,0
Interboro SD,Other Revenue,499613.47
Iroquois SD,Other Revenue,0
Jamestown Area SD,Other Revenue,0
Jeannette City SD,Other Revenue,0
Jefferson County-DuBois AVTS,Other Revenue,0
Jefferson-Morgan SD,Other Revenue,0
Jenkintown SD,Other Revenue,0
Jersey Shore Area SD,Other Revenue,8382
Jim Thorpe Area SD,Other Revenue,6290350
Johnsonburg Area SD,Other Revenue,0
Juniata County SD,Other Revenue,24087769.81
Juniata Valley SD,Other Revenue,2756
Kane Area SD,Other Revenue,15718
Karns City Area SD,Other Revenue,6987
Kennett Consolidated SD,Other Revenue,0
Keystone Academy CS,Other Revenue,0
Keystone Central CTC,Other Revenue,NULL
Keystone Central SD,Other Revenue,0
Keystone Education Center CS,Other Revenue,0
Keystone Oaks SD,Other Revenue,6105
Keystone SD,Other Revenue,0
KIPP DuBois CS,Other Revenue,0
KIPP North Philadelphia CS,Other Revenue,0
KIPP Philadelphia CS,Other Revenue,470712
KIPP West Philadelphia CS,Other Revenue,0
Kiski Area SD,Other Revenue,12559.16
Kutztown Area SD,Other Revenue,9487805.93
La Academia Partnership CS,Other Revenue,0
Laboratory CS,Other Revenue,0
Lackawanna Trail SD,Other Revenue,23761
Lake-Lehman SD,Other Revenue,0
Lakeland SD,Other Revenue,0
Lakeview SD,Other Revenue,34594
Lampeter-Strasburg SD,Other Revenue,11300
Lancaster County CTC-Brownstown Campus,Other Revenue,90430.27
Lancaster SD,Other Revenue,4293018
Laurel Highlands SD,Other Revenue,0
Laurel SD,Other Revenue,4859
Lawrence County CTC,Other Revenue,0
Lebanon County CTC,Other Revenue,1850
Lebanon SD,Other Revenue,1057104.53
Leechburg Area SD,Other Revenue,96
Lehigh Career & Technical Institute,Other Revenue,494838.19
Lehigh Valley Academy Regional CS,Other Revenue,2231203
Lehigh Valley Charter High School for th,Other Revenue,107697.24
Lehigh Valley Dual Language CS,Other Revenue,8752927
Lehighton Area SD,Other Revenue,31295.28
Lenape Tech,Other Revenue,186426.74
Lewisburg Area SD,Other Revenue,36042032.16
Life Male STEAM Academy CS,Other Revenue,0
Ligonier Valley SD,Other Revenue,1743975
Lincoln CS,Other Revenue,125722
Lincoln Leadership Academy CS,Other Revenue,1284243.98
Lincoln Park Performing Arts CS,Other Revenue,0
Lindley Academy CS at Birney,Other Revenue,0
Line Mountain SD,Other Revenue,0
Littlestown Area SD,Other Revenue,54703
Lower Dauphin SD,Other Revenue,47314.42
Lower Merion SD,Other Revenue,0
Lower Moreland Township SD,Other Revenue,1037113.45
Loyalsock Township SD,Other Revenue,155798.92
Lycoming CTC,Other Revenue,7016.25
Mahanoy Area SD,Other Revenue,38050
Manchester Academic CS,Other Revenue,0
Manheim Central SD,Other Revenue,48813.4
Manheim Township SD,Other Revenue,3105259.75
Mariana Bracetti Academy CS,Other Revenue,0
Marion Center Area SD,Other Revenue,0
Maritime Academy CS,Other Revenue,0
Marple Newtown SD,Other Revenue,4507104.41
Mars Area SD,Other Revenue,0
MAST Community CS,Other Revenue,28038916
MaST Community CS II,Other Revenue,47606854
MaST Community CS III,Other Revenue,38944080
Mastery CHS-Lenfest Campus,Other Revenue,0
Mastery CS - Mann Campus,Other Revenue,117960
Mastery CS - Shoemaker Campus,Other Revenue,115288
Mastery CS - Thomas Campus,Other Revenue,117960
Mastery CS John Wister Elementary,Other Revenue,0
Mastery CS-Cleveland Elementary,Other Revenue,0
Mastery CS-Clymer Elementary,Other Revenue,118135
Mastery CS-Francis D. Pastorius Elementa,Other Revenue,117960
Mastery CS-Gratz Campus,Other Revenue,196320
Mastery CS-Hardy Williams,Other Revenue,0
Mastery CS-Harrity Campus,Other Revenue,0
Mastery CS-Pickett Campus,Other Revenue,0
Mastery CS-Smedley Campus,Other Revenue,78640
Mastery Prep Elementary CS,Other Revenue,0
Math Civics and Sciences CS,Other Revenue,0
McGuffey SD,Other Revenue,0
McKeesport Area SD,Other Revenue,0
McKeesport Area Tech Ctr,Other Revenue,NULL
Mechanicsburg Area SD,Other Revenue,7500
Memphis Street Academy CS @ JP Jones,Other Revenue,0
Mercer Area SD,Other Revenue,250000
Mercer County Career Center,Other Revenue,0
Methacton SD,Other Revenue,1670989.87
Meyersdale Area SD,Other Revenue,90025.18
Mid Valley SD,Other Revenue,286385.34
Midd-West SD,Other Revenue,0
Middle Bucks Institute of Technology,Other Revenue,0
Middletown Area SD,Other Revenue,3940.6
Midland Borough SD,Other Revenue,0
Mifflin County Academy of Science and Te,Other Revenue,5937
Mifflin County SD,Other Revenue,0
Mifflinburg Area SD,Other Revenue,9199.31
Millcreek Township SD,Other Revenue,120710
Millersburg Area SD,Other Revenue,0
Millville Area SD,Other Revenue,25499.88
Milton Area SD,Other Revenue,0
Minersville Area SD,Other Revenue,950000
Mohawk Area SD,Other Revenue,14230
Mon Valley Career and Technology Center,Other Revenue,0
Monessen City SD,Other Revenue,0
Moniteau SD,Other Revenue,0
Monroe Career & Tech Inst,Other Revenue,7914.93
Montessori Regional CS,Other Revenue,178275
Montgomery Area SD,Other Revenue,339201.46
Montour SD,Other Revenue,1674702.63
Montoursville Area SD,Other Revenue,17050
Montrose Area SD,Other Revenue,379.85
Moon Area SD,Other Revenue,955176.71
Morrisville Borough SD,Other Revenue,0
Moshannon Valley SD,Other Revenue,10458035
Mount Carmel Area SD,Other Revenue,0
Mount Pleasant Area SD,Other Revenue,159921.43
Mount Union Area SD,Other Revenue,0
Mountain View SD,Other Revenue,0
Mt Lebanon SD,Other Revenue,11566
Muhlenberg SD,Other Revenue,60477.21
Multicultural Academy CS,Other Revenue,4675330
Muncy SD,Other Revenue,0
Nazareth Area SD,Other Revenue,272339.97
Neshaminy SD,Other Revenue,175000
Neshannock Township SD,Other Revenue,0
New Brighton Area SD,Other Revenue,0
New Castle Area SD,Other Revenue,10069.75
New Day CS,Other Revenue,0
New Foundations CS,Other Revenue,0
New Hope-Solebury SD,Other Revenue,0
New Kensington-Arnold SD,Other Revenue,0
Newport SD,Other Revenue,6823480.16
Nittany Valley CS,Other Revenue,0
Norristown Area SD,Other Revenue,0
North Allegheny SD,Other Revenue,3457970.43
North Clarion County SD,Other Revenue,0
North East SD,Other Revenue,13932447.95
North Hills SD,Other Revenue,519
North Montco Tech Career Center,Other Revenue,0
North Penn SD,Other Revenue,500000
North Pocono SD,Other Revenue,0
North Schuylkill SD,Other Revenue,6205759
North Star SD,Other Revenue,94681.57
Northampton Area SD,Other Revenue,289074.86
Northeast Bradford SD,Other Revenue,0
Northeastern York SD,Other Revenue,0
Northern Bedford County SD,Other Revenue,783000
Northern Cambria SD,Other Revenue,174126.24
Northern Lebanon SD,Other Revenue,0
Northern Lehigh SD,Other Revenue,163572.6
Northern Potter SD,Other Revenue,0
Northern Tier Career Center,Other Revenue,72100
Northern Tioga SD,Other Revenue,0
Northern Westmoreland Career & Technology Center,Other Revenue,0
Northern York County SD,Other Revenue,8972815.6
Northgate SD,Other Revenue,0
Northumberland County Career and Technology Center,Other Revenue,0
Northwest Area SD,Other Revenue,0
Northwestern Lehigh SD,Other Revenue,0
Northwestern SD,Other Revenue,40200
Northwood Academy CS,Other Revenue,0
Norwin SD,Other Revenue,3965.6
Octorara Area SD,Other Revenue,26305
Oil City Area SD,Other Revenue,0
Old Forge SD,Other Revenue,17546610
Oley Valley SD,Other Revenue,259789.54
Oswayo Valley SD,Other Revenue,0
Otto-Eldred SD,Other Revenue,43489
Owen J Roberts SD,Other Revenue,81884.24
Oxford Area SD,Other Revenue,690319.8
Palisades SD,Other Revenue,0
Palmerton Area SD,Other Revenue,98000
Palmyra Area SD,Other Revenue,761869
Pan American Academy CS,Other Revenue,0
Panther Valley SD,Other Revenue,14475747.47
Parkland SD,Other Revenue,839031.54
Parkway West CTC,Other Revenue,0
Passport Academy CS,Other Revenue,0
Pen Argyl Area SD,Other Revenue,4200
Penn Cambria SD,Other Revenue,0
Penn Hills CS of Entrepreneurship,Other Revenue,13062935
Penn Hills SD,Other Revenue,0
Penn Manor SD,Other Revenue,13622
Penn-Delco SD,Other Revenue,0
Penn-Trafford SD,Other Revenue,9161
Penncrest SD,Other Revenue,33654
Pennridge SD,Other Revenue,9303088
Penns Manor Area SD,Other Revenue,3333
Penns Valley Area SD,Other Revenue,108047.4
Pennsbury SD,Other Revenue,11231
Pennsylvania Cyber CS,Other Revenue,1497962.02
Pennsylvania Distance Learning CS,Other Revenue,0
Pennsylvania Leadership CS,Other Revenue,2653578
Pennsylvania STEAM Academy CS,Other Revenue,648847.63
Pennsylvania Virtual CS,Other Revenue,0
People for People CS,Other Revenue,0
Pequea Valley SD,Other Revenue,1083667.08
Perkiomen Valley SD,Other Revenue,8110
Perseus House CS of Excellence,Other Revenue,0
Peters Township SD,Other Revenue,7300
Philadelphia Academy CS,Other Revenue,271466
Philadelphia City SD,Other Revenue,5577579.68
Philadelphia Electrical & Tech CHS,Other Revenue,20602698
Philadelphia Hebrew Public CS,Other Revenue,0
Philadelphia Montessori CS,Other Revenue,0
Philadelphia Performing Arts CS,Other Revenue,0
Philipsburg-Osceola Area SD,Other Revenue,0
Phoenixville Area SD,Other Revenue,0
Pine Grove Area SD,Other Revenue,0
Pine-Richland SD,Other Revenue,5885050
Pittsburgh SD,Other Revenue,318520.52
Pittston Area SD,Other Revenue,11546.97
Pleasant Valley SD,Other Revenue,486479.83
Plum Borough SD,Other Revenue,0
Pocono Mountain SD,Other Revenue,4750641.5
Port Allegany SD,Other Revenue,0
Portage Area SD,Other Revenue,0
Pottsgrove SD,Other Revenue,26925518
Pottstown SD,Other Revenue,51992.87
Pottsville Area SD,Other Revenue,1837764.09
Premier Arts and Science CS,Other Revenue,70298.47
Preparatory CS of Mathematics Science Te,Other Revenue,0
Propel CS-Braddock Hills,Other Revenue,0
Propel CS-East,Other Revenue,3195818
Propel CS-Hazelwood,Other Revenue,0
Propel CS-Homestead,Other Revenue,0
Propel CS-McKeesport,Other Revenue,3345392
Propel CS-Montour,Other Revenue,4695757
Propel CS-Northside,Other Revenue,0
Propel CS-Pitcairn,Other Revenue,0
Provident CS,Other Revenue,0
Punxsutawney Area SD,Other Revenue,12629.4
Purchase Line SD,Other Revenue,0
Quaker Valley SD,Other Revenue,0
Quakertown Community SD,Other Revenue,721169.5
Radnor Township SD,Other Revenue,24662
Reach Cyber CS,Other Revenue,0
Reading Muhlenberg Career and Technology Center,Other Revenue,8653
Reading SD,Other Revenue,3778414.23
Red Lion Area SD,Other Revenue,5837432
Redbank Valley SD,Other Revenue,0
Renaissance Academy Charter School,Other Revenue,61856
Reynolds SD,Other Revenue,0
Richard Allen Preparatory CS,Other Revenue,4048277
Richland SD,Other Revenue,2.7
Ridgway Area SD,Other Revenue,0
Ridley SD,Other Revenue,234139
Ringgold SD,Other Revenue,0
Riverside Beaver County SD,Other Revenue,2593.81
Riverside SD,Other Revenue,338202
Riverview SD,Other Revenue,0
Robert Benjamin Wiley Community CS,Other Revenue,0
Roberto Clemente CS,Other Revenue,5022093
Rochester Area SD,Other Revenue,0
Rockwood Area SD,Other Revenue,66681.1
Rose Tree Media SD,Other Revenue,120019.67
Russell Byers CS,Other Revenue,0
Saint Clair Area SD,Other Revenue,3872061
Saint Marys Area SD,Other Revenue,0
Salisbury Township SD,Other Revenue,2637767.38
Salisbury-Elk Lick SD,Other Revenue,19011.91
Sankofa Freedom Academy CS,Other Revenue,0
Saucon Valley SD,Other Revenue,684549
Sayre Area SD,Other Revenue,0
School Lane CS,Other Revenue,0
Schuylkill Haven Area SD,Other Revenue,240714.82
Schuylkill Technology Centers-North Camp,Other Revenue,0
Schuylkill Valley SD,Other Revenue,3825
Scranton SD,Other Revenue,1073.18
Selinsgrove Area SD,Other Revenue,11417.72
Seneca Highlands Career and Technical Ce,Other Revenue,0
Seneca Valley SD,Other Revenue,0
Seven Generations CS,Other Revenue,0
Shade-Central City SD,Other Revenue,0
Shaler Area SD,Other Revenue,19703594.07
Shamokin Area SD,Other Revenue,24866
Shanksville-Stonycreek SD,Other Revenue,24934.29
Sharon City SD,Other Revenue,2240
Sharpsville Area SD,Other Revenue,0
Shenandoah Valley SD,Other Revenue,0
Shenango Area SD,Other Revenue,614
Shikellamy SD,Other Revenue,3996358.25
Shippensburg Area SD,Other Revenue,0
Slippery Rock Area SD,Other Revenue,0
Smethport Area SD,Other Revenue,5560000
Solanco SD,Other Revenue,185499.2
Somerset Area SD,Other Revenue,0
Somerset County Technology Center,Other Revenue,52074.79
Souderton Area SD,Other Revenue,885565.21
Souderton CS Collaborative,Other Revenue,0
South Allegheny SD,Other Revenue,151101.23
South Butler County SD,Other Revenue,212130
South Eastern SD,Other Revenue,251872.33
South Fayette Township SD,Other Revenue,938968
South Middleton SD,Other Revenue,251503.01
South Park SD,Other Revenue,0
South Side Area SD,Other Revenue,0
South Western SD,Other Revenue,0
South Williamsport Area SD,Other Revenue,0
Southeast Delco SD,Other Revenue,1037643
Southeastern Greene SD,Other Revenue,0
Southern Columbia Area SD,Other Revenue,0
Southern Fulton SD,Other Revenue,0
Southern Huntingdon County SD,Other Revenue,1454.5
Southern Lehigh SD,Other Revenue,0
Southern Tioga SD,Other Revenue,47664.6
Southern York County SD,Other Revenue,0
Southmoreland SD,Other Revenue,774282.86
Southwest Leadership Academy CS,Other Revenue,212803
Spectrum CS,Other Revenue,0
Spring Cove SD,Other Revenue,0
Spring Grove Area SD,Other Revenue,0
Spring-Ford Area SD,Other Revenue,2463188.27
Springfield SD,Other Revenue,7849
Springfield Township SD,Other Revenue,1165208.95
State College Area SD,Other Revenue,20267.38
Steel Center for Career and Technical Ed,Other Revenue,0
Steel Valley SD,Other Revenue,149340.92
Steelton-Highspire SD,Other Revenue,0
